id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value
2809893337,192,4,1,20,19,224tl8u2smnbyliroayk69nt0,1,63.4,29.4,2025-05-03T23:30:57.793Z,2025-05-04T01:42:28Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5700335195,152,,5700335197,265,,5700335271,233,170,5700335199,286,,5700335193,56,Center,5700335191,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893331,170,4,1,20,19,6597wqy6gmpv3zjx7rp8cdj46,0,36.6,70.6,2025-05-03T23:30:57.794Z,2025-05-04T01:42:29Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5700335253,265,,5700335249,56,Back,5700335251,152,,5700335247,13,,5700335281,233,192,5700335255,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893577,193,1,1,20,48,224tl8u2smnbyliroayk69nt0,1,56.8,34.3,2025-05-03T23:31:26.410Z,2025-05-03T23:31:28Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5700336315,213,1.56,5700336313,212,14.6,5700336303,5,,5700336307,56,Center,5700336305,152,,5700336311,141,55.7,5700336309,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893595,194,1,1,20,49,224tl8u2smnbyliroayk69nt0,1,57.4,55.5,2025-05-03T23:31:28.072Z,2025-05-03T23:31:30Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5700336411,56,Left,5700336413,140,62.6,5700336417,212,18.3,5700336415,141,81.2,5700336419,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893597,171,45,1,20,52,6597wqy6gmpv3zjx7rp8cdj46,0,30.8,14.8,2025-05-03T23:31:30.289Z,2025-05-03T23:31:43Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5700336541,233,195,5700336433,56,Back,5700336435,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893619,195,3,1,20,52,224tl8u2smnbyliroayk69nt0,1,69.2,85.2,2025-05-03T23:31:30.289Z,2025-05-03T23:31:37Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5700336513,286,,5700336511,56,Left,5700336531,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893617,172,45,1,20,54,6597wqy6gmpv3zjx7rp8cdj46,0,27.0,15.0,2025-05-03T23:31:32.619Z,2025-05-03T23:31:44Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5700336509,285,,5700336507,56,Back,5700336735,233,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893659,196,3,1,20,54,224tl8u2smnbyliroayk69nt0,1,73.0,85.0,2025-05-03T23:31:32.619Z,2025-05-03T23:31:43Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5700336689,56,Left,5700336691,286,,5700336721,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893663,197,3,1,20,56,224tl8u2smnbyliroayk69nt0,0,74.9,74.8,2025-05-03T23:31:34.810Z,2025-05-04T01:42:50Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5700336705,286,,5700336725,233,173,5700336703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893645,173,7,1,20,56,6597wqy6gmpv3zjx7rp8cdj46,1,25.1,25.2,2025-05-03T23:31:34.811Z,2025-05-04T01:42:49Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5700336717,233,197,5700336659,56,Back,5700336661,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893673,175,1,1,20,58,6597wqy6gmpv3zjx7rp8cdj46,1,19.3,18.9,2025-05-03T23:31:37.026Z,2025-05-03T23:31:40Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5700336745,56,Back,5700336747,140,26.6,5700336753,213,0.91,5700336749,141,33.4,5700336751,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893693,176,1,1,21,2,6597wqy6gmpv3zjx7rp8cdj46,0,32.7,46.0,2025-05-03T23:31:40.471Z,2025-05-03T23:31:43Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5700336831,140,39.7,5700336833,141,100.0,5700336829,56,Back,5700336839,1,,5700336837,213,1.38,5700336835,212,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893697,177,5,1,21,4,6597wqy6gmpv3zjx7rp8cdj46,0,39.8,101.0,2025-05-03T23:31:42.971Z,2025-05-03T23:31:46Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5700336863,347,,5700336861,56,Back,5700336941,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893709,198,5,1,21,4,224tl8u2smnbyliroayk69nt0,1,60.2,-1.0,2025-05-03T23:31:42.971Z,2025-05-04T01:45:45Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5700336907,56,Right,5700336933,233,177,5700336909,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893743,199,1,1,21,6,224tl8u2smnbyliroayk69nt0,1,60.0,0.0,2025-05-03T23:31:44.954Z,2025-05-03T23:31:50Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5700337077,1,,5700337075,213,2.78,5700337071,141,11.7,5700337069,140,37.8,5700337073,212,25.0,5700337067,56,Back,5700337065,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893763,200,1,1,21,11,224tl8u2smnbyliroayk69nt0,1,39.3,23.0,2025-05-03T23:31:50.025Z,2025-05-03T23:31:52Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5700337163,56,Back,5700337171,213,1.77,5700337169,212,27.1,5700337167,141,62.0,5700337165,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893797,201,1,1,21,14,224tl8u2smnbyliroayk69nt0,1,34.4,62.9,2025-05-03T23:31:52.393Z,2025-05-03T23:31:57Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5700337367,212,17.9,5700337365,141,86.3,5700337369,213,1.10,5700337363,140,42.2,5700337361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893815,202,1,1,21,18,224tl8u2smnbyliroayk69nt0,1,45.6,86.3,2025-05-03T23:31:57.193Z,2025-05-03T23:32:00Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5700337481,213,3.48,5700337473,56,Back,5700337477,141,77.9,5700337475,140,30.3,5700337479,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893829,203,1,1,21,21,224tl8u2smnbyliroayk69nt0,1,33.0,75.9,2025-05-03T23:31:59.945Z,2025-05-03T23:32:03Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5700337553,140,28.9,5700337559,213,4.44,5700337555,141,53.1,5700337557,212,16.1,5700337551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893927,204,1,1,21,24,224tl8u2smnbyliroayk69nt0,1,29.3,52.2,2025-05-03T23:32:02.793Z,2025-05-03T23:32:15Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5700338035,213,5.90,5700338037,1,,5700338033,212,70.6,5700338029,140,91.7,5700338031,141,13.7,5700338027,56,Right,5700338025,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893931,205,3,1,21,33,224tl8u2smnbyliroayk69nt0,0,95.0,16.2,2025-05-03T23:32:11.829Z,2025-05-04T01:42:51Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5700338049,56,Right,5700338051,286,,5700338073,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893897,178,7,1,21,33,6597wqy6gmpv3zjx7rp8cdj46,1,5.0,83.8,2025-05-03T23:32:11.830Z,2025-05-04T01:42:50Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5700337915,285,,5700338057,233,205,5700337913,56,Back,5700337911,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893905,179,6,1,21,34,6597wqy6gmpv3zjx7rp8cdj46,0,2.2,81.8,2025-05-03T23:32:12.783Z,2025-05-03T23:32:21Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5700337941,56,Back,5700337943,73,,5700338127,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893933,206,6,1,21,34,224tl8u2smnbyliroayk69nt0,1,97.8,18.2,2025-05-03T23:32:12.783Z,2025-05-04T01:42:42Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5700338115,56,Right,5700338117,75,,5700338121,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894245,207,1,1,22,5,224tl8u2smnbyliroayk69nt0,0,99.5,0.5,2025-05-03T23:32:43.377Z,2025-05-03T23:39:52Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5700339315,56,Center,5700339317,140,85.4,5700339321,212,36.0,5700339319,141,48.7,5700339313,224,,5700339323,213,2.00,5700339309,6,,5700339325,1,,5700339307,2,5700339311,155,,,,,,,,,,,,,,,,,,,,,,
2809894215,180,12,1,22,9,6597wqy6gmpv3zjx7rp8cdj46,1,5.5,58.8,2025-05-03T23:32:48.190Z,2025-05-04T01:42:01Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5700339283,167,,5700339241,141,60.8,5700339245,213,2.94,5700339237,56,Back,5700339239,140,0.0,5700339243,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894225,181,6,1,22,10,6597wqy6gmpv3zjx7rp8cdj46,0,1.8,59.2,2025-05-03T23:32:48.742Z,2025-05-04T01:41:59Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5700339465,233,208,5700339303,73,,5700339301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894255,208,6,1,22,10,224tl8u2smnbyliroayk69nt0,1,98.2,40.8,2025-05-03T23:32:48.742Z,2025-05-04T01:42:43Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5700339421,233,181,5700339407,75,,5700339405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894385,209,1,1,22,30,224tl8u2smnbyliroayk69nt0,1,99.5,0.5,2025-05-03T23:33:08.545Z,2025-05-03T23:33:16Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5700340017,6,,5700340015,2,,5700340019,155,,5700340021,224,,5700340031,213,1.92,5700340023,56,Center,5700340025,140,84.6,5700340027,141,64.2,5700340033,1,5700340029,212,46.1,,,,,,,,,,,,,,,,,,,,,
2809894387,210,1,1,22,36,224tl8u2smnbyliroayk69nt0,1,77.1,62.9,2025-05-03T23:33:14.848Z,2025-05-03T23:34:04Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,1.0,,5700340043,56,Center,5700340049,212,12.6,5700340047,141,72.6,5700340045,140,87.3,5700340051,213,0.55,5700341995,210,15,5700341999,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894399,211,15,1,22,38,224tl8u2smnbyliroayk69nt0,1,87.2,71.6,2025-05-03T23:33:16.680Z,2025-05-04T01:48:53Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5700342033,230,96.3,5700340109,56,Center,5700342025,102,52.8,5700342027,103,19,5700342065,233,182,5700342019,154,,5700341815,72,,5700342021,55,210,5700340107,64,5700342029,146,90.8,,5700342035,231,56.7,5700342031,147,66.2,5700341813,25,5700342017,29,5700341819,82,5700342015,76,,,,,,
2809894405,182,10,1,22,38,6597wqy6gmpv3zjx7rp8cdj46,1,7.5,35.6,2025-05-03T23:33:16.780Z,2025-05-03T23:34:05Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5700342091,233,211,5700340143,56,Back,5700340141,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894445,212,1,1,22,42,224tl8u2smnbyliroayk69nt0,1,64.2,86.9,2025-05-03T23:33:21.104Z,2025-05-03T23:33:25Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5700340337,213,3.63,5700340327,56,Back,5700340333,212,21.5,5700340329,140,46.1,5700340331,141,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894465,213,1,1,22,46,224tl8u2smnbyliroayk69nt0,1,47.8,66.9,2025-05-03T23:33:24.848Z,2025-05-03T23:33:28Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5700340445,140,57.1,5700340453,213,5.09,5700340451,212,26.7,5700340449,141,30.3,5700340443,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894477,214,1,1,22,49,224tl8u2smnbyliroayk69nt0,0,59.2,28.5,2025-05-03T23:33:27.983Z,2025-05-03T23:33:34Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5700340519,213,1.09,5700340515,141,48.1,5700340517,212,15.0,5700340513,140,65.8,5700340701,155,,5700340511,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894495,183,1,1,22,52,6597wqy6gmpv3zjx7rp8cdj46,0,26.9,52.1,2025-05-03T23:33:30.399Z,2025-05-03T23:33:44Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5700341049,213,0.10,5700341045,141,55.4,5700340583,56,Back,5700341047,212,23.3,5700341043,140,49.0,5700341041,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894541,215,1,1,22,57,224tl8u2smnbyliroayk69nt0,1,31.9,73.2,2025-05-03T23:33:36.008Z,2025-05-03T23:33:37Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5700340797,140,19.9,5700340795,56,Back,5700340799,141,48.5,5700340801,212,21.0,5700340803,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894555,216,1,1,22,59,224tl8u2smnbyliroayk69nt0,1,19.9,48.5,2025-05-03T23:33:37.272Z,2025-05-03T23:33:38Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5700340855,213,5.49,5700340853,212,11.7,5700340849,140,27.7,5700340851,141,36.3,5700340847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894577,217,1,1,23,0,224tl8u2smnbyliroayk69nt0,1,27.7,36.3,2025-05-03T23:33:38.536Z,2025-05-03T23:33:40Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5700340909,56,Back,5700340913,141,17.3,5700340911,140,38.4,5700340915,212,17.1,5700340917,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894593,218,1,1,23,2,224tl8u2smnbyliroayk69nt0,1,35.4,16.4,2025-05-03T23:33:40.736Z,2025-05-03T23:33:42Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5700340979,56,Back,5700340983,140,24.0,5700340989,213,2.73,5700340987,212,13.1,5700340985,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894629,219,1,1,23,4,224tl8u2smnbyliroayk69nt0,0,24.0,24.1,2025-05-03T23:33:42.688Z,2025-05-03T23:33:47Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5700341081,213,6.01,5700341079,212,64.4,5700341075,140,83.0,5700341077,141,0.0,5700341169,157,,5700341071,56,Right,5700341083,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894669,184,5,1,23,6,6597wqy6gmpv3zjx7rp8cdj46,1,19.8,102.0,2025-05-03T23:33:44.796Z,2025-05-04T01:45:45Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5700341271,56,Back,5700341273,347,,5700341319,233,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894631,220,5,1,23,6,224tl8u2smnbyliroayk69nt0,0,80.2,-2.0,2025-05-03T23:33:44.796Z,2025-05-04T01:45:45Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5700341091,347,,5700341363,233,184,5700341089,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894701,185,1,1,23,11,6597wqy6gmpv3zjx7rp8cdj46,1,52.0,100.0,2025-05-03T23:33:49.416Z,2025-05-03T23:33:53Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5700341463,212,9.6,5700341465,213,4.88,5700341461,141,87.4,5700341459,140,53.5,5700341457,56,Left,5700341455,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894723,186,1,1,23,14,6597wqy6gmpv3zjx7rp8cdj46,1,53.5,87.4,2025-05-03T23:33:52.854Z,2025-05-03T23:33:54Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5700341539,213,1.47,5700341535,141,96.9,5700341537,212,6.5,5700341533,140,54.1,5700341531,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894715,221,43,1,23,15,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-03T23:33:53.360Z,2025-05-03T23:33:55Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5700341591,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894747,187,1,1,23,15,6597wqy6gmpv3zjx7rp8cdj46,1,54.1,96.9,2025-05-03T23:33:54.127Z,2025-05-03T23:33:56Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5700341651,56,Back,5700341657,212,21.3,5700341655,141,86.9,5700341659,213,3.47,5700341653,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894769,188,1,1,23,18,6597wqy6gmpv3zjx7rp8cdj46,1,34.9,86.9,2025-05-03T23:33:56.285Z,2025-05-03T23:33:59Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5700341773,141,59.6,5700341769,56,Back,5700341771,140,29.1,5700341775,212,19.5,5700341777,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894799,189,1,1,23,20,6597wqy6gmpv3zjx7rp8cdj46,1,30.8,58.8,2025-05-03T23:33:59.030Z,2025-05-03T23:34:02Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5700341881,56,Back,5700341889,213,1.48,5700341885,141,88.1,5700341887,212,20.0,5700341883,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894843,190,1,1,23,24,6597wqy6gmpv3zjx7rp8cdj46,1,32.4,90.6,2025-05-03T23:34:02.367Z,2025-05-03T23:34:05Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5700342141,140,28.0,5700342143,141,70.0,5700342139,56,Back,5700342145,212,14.8,5700342147,213,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894879,191,1,1,23,27,6597wqy6gmpv3zjx7rp8cdj46,1,29.1,65.1,2025-05-03T23:34:05.774Z,2025-05-03T23:34:08Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5700342343,213,1.38,5700342339,141,88.7,5700342335,56,Back,5700342337,140,32.1,5700342341,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894893,192,1,1,23,30,6597wqy6gmpv3zjx7rp8cdj46,1,32.1,88.7,2025-05-03T23:34:08.702Z,2025-05-03T23:34:10Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5700342401,56,Back,5700342407,212,18.4,5700342405,141,77.0,5700342409,213,5.84,5700342403,140,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894903,193,1,1,23,32,6597wqy6gmpv3zjx7rp8cdj46,1,47.9,77.0,2025-05-03T23:34:10.423Z,2025-05-03T23:34:11Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5700342437,140,56.4,5700342435,56,Center,5700342439,141,73.2,5700342443,213,6.00,5700342441,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894911,194,1,1,23,33,6597wqy6gmpv3zjx7rp8cdj46,1,56.4,73.2,2025-05-03T23:34:11.557Z,2025-05-03T23:34:12Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5700342507,213,1.28,5700342505,212,8.9,5700342499,56,Left,5700342501,140,58.8,5700342503,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894921,195,4,1,23,34,6597wqy6gmpv3zjx7rp8cdj46,1,60.3,75.9,2025-05-03T23:34:12.750Z,2025-05-04T01:42:29Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5700342795,286,,5700342811,233,222,5700342789,13,,5700342791,152,,5700342547,56,Center,5700342793,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894937,222,4,1,23,34,224tl8u2smnbyliroayk69nt0,0,39.7,24.1,2025-05-03T23:34:12.751Z,2025-05-04T01:42:29Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5700342843,233,195,5700342689,152,,5700342685,13,,5700342687,56,Back,5700342693,285,,5700342691,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895237,196,1,1,24,21,6597wqy6gmpv3zjx7rp8cdj46,0,67.2,79.0,2025-05-03T23:35:00.198Z,2025-05-03T23:35:04Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5700344567,212,33.8,5700344565,141,46.6,5700344569,213,5.57,5700344571,1,,5700344563,140,91.6,5700344555,5,,5700344557,155,,5700344559,152,,5700344561,56,,,,Center,,,,,,,,,,,,,,,,,,,,
2809895249,223,44,1,24,25,224tl8u2smnbyliroayk69nt0,1,8.0,52.8,2025-05-03T23:35:03.740Z,2025-05-03T23:35:08Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5700344645,285,,5700344663,233,197,5700344643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895239,197,44,1,24,25,6597wqy6gmpv3zjx7rp8cdj46,0,92.0,47.2,2025-05-03T23:35:03.741Z,2025-05-03T23:35:11Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5700344581,286,,5700344579,56,Center,5700344671,233,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895273,224,12,1,24,25,224tl8u2smnbyliroayk69nt0,1,7.5,51.9,2025-05-03T23:35:04.191Z,2025-05-04T01:38:34Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5700344845,167,,5700344803,141,61.4,5700344827,15,,5700344797,56,Back,5700344807,213,2.51,5700344805,212,10.9,5700344801,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895255,198,6,1,24,27,6597wqy6gmpv3zjx7rp8cdj46,1,100.0,34.8,2025-05-03T23:35:06.096Z,2025-05-04T01:42:43Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5700344759,75,,5700344873,233,225,5700344757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895277,225,6,1,24,27,224tl8u2smnbyliroayk69nt0,0,0.0,65.2,2025-05-03T23:35:06.096Z,2025-05-04T01:42:44Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5700344895,233,198,5700344851,56,Back,5700344853,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895459,199,1,1,24,53,6597wqy6gmpv3zjx7rp8cdj46,1,99.5,0.5,2025-05-03T23:35:31.821Z,2025-05-03T23:35:35Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5700345791,2,,5700345803,141,46.6,5700345795,155,,5700345797,223,,5700345801,140,94.5,5700345793,6,,5700345805,212,31.8,5700345799,56,Center,5700345807,213,,,,1.74,,,,,,,,,,,,,,,,,,,,
2809895461,200,44,1,24,53,6597wqy6gmpv3zjx7rp8cdj46,1,92.3,40.6,2025-05-03T23:35:32.264Z,2025-05-04T01:45:28Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5700798527,233,813,5700345813,56,Center,5700345815,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809975083,813,44,1,24,54,224tl8u2smnbyliroayk69nt0,0,7.7,59.4,2025-05-03T23:35:32.265Z,2025-05-04T01:45:28Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5700798481,56,Back,5700798557,233,200,5700798483,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895481,201,1,1,24,54,6597wqy6gmpv3zjx7rp8cdj46,1,94.7,44.8,2025-05-03T23:35:32.469Z,2025-05-04T01:45:01Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,1.0,,5700345919,140,93.3,5700345921,141,51.9,5700345917,56,Center,5700456205,210,15,5700345929,213,1.87,5700351859,168,,5700345925,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895487,202,15,1,24,58,6597wqy6gmpv3zjx7rp8cdj46,1,89.8,56.4,2025-05-03T23:35:36.722Z,2025-05-04T01:38:27Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5700348257,20,,5700345949,56,Center,5700791239,233,226,5700456239,55,201,5700456249,146,92.8,5700456253,230,98.4,5700456243,102,48.1,5700456233,25,,5700456251,147,5700348261,82,,54.0,5700345945,17,,5700456237,29,,5700456247,328,5700456235,80,5700456245,103,5700456255,231,19,51.3,,,,
2809895471,226,10,1,24,58,224tl8u2smnbyliroayk69nt0,1,7.2,46.0,2025-05-03T23:35:36.822Z,2025-05-04T01:42:22Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5700345861,56,Back,5700345859,94,,5700791563,233,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809897305,231,1,1,24,59,6597wqy6gmpv3zjx7rp8cdj46,1,83.8,50.9,2025-05-03T23:35:37.643Z,2025-05-04T00:12:03Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,1.0,,5700354991,212,4.4,5700354983,56,Center,5700354995,213,6.08,5700354985,140,87.9,5700354987,141,49.6,5700457311,154,,5700457309,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
