id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2788855555,71,1,1,8,7,daicfonrbj124lu2la2rctxck,0,15.2,0.0,2025-03-15T23:46:02.336Z,2025-03-16T02:15:01Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5584567835,1,,5584567831,212,29.2,5584567823,107,,5584567827,140,41.2,5584567825,56,Back,5584567833,213,0.36,5584567829,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855573,93,1,1,8,7,e3k8yw2rbmphyfu5htn4yi5jk,1,56.2,89.7,2025-03-15T23:46:02.363Z,2025-03-15T23:46:05Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5584567937,212,26.5,5584567935,141,65.7,5584567931,56,Back,5584567939,213,3.80,5584567929,3,,5584567933,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855613,95,1,1,8,10,e3k8yw2rbmphyfu5htn4yi5jk,1,37.2,66.4,2025-03-15T23:46:05.634Z,2025-03-15T23:46:08Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5584568113,213,2.11,5584568109,141,85.4,5584568111,212,15.0,5584568107,140,29.9,5584568105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855649,96,1,1,8,13,e3k8yw2rbmphyfu5htn4yi5jk,1,29.9,85.4,2025-03-15T23:46:08.155Z,2025-03-15T23:46:11Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5584568333,140,43.0,5584568331,56,Back,5584568337,212,14.3,5584568335,141,91.4,5584568339,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855653,97,1,1,8,16,e3k8yw2rbmphyfu5htn4yi5jk,0,51.6,93.0,2025-03-15T23:46:11.666Z,2025-03-15T23:46:13Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5584568449,286,,5584568369,212,12.5,5584568367,141,87.2,5584568365,140,62.9,5584568437,236,,5584568441,233,72,5584568363,56,Left,5584568371,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855665,72,74,1,8,16,daicfonrbj124lu2la2rctxck,1,31.7,7.0,2025-03-15T23:46:11.667Z,2025-03-16T01:44:57Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5584568423,285,,5584568421,56,Back,5584568455,233,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855681,73,61,1,8,20,daicfonrbj124lu2la2rctxck,0,35.3,17.0,2025-03-15T23:46:14.823Z,2025-03-16T02:14:59Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5584568489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788886663,402,61,1,8,24,daicfonrbj124lu2la2rctxck,1,23.3,51.5,2025-03-15T23:46:18.746Z,2025-03-16T00:36:31Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,,5584741555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788886795,403,61,1,8,24,daicfonrbj124lu2la2rctxck,1,23.9,46.9,2025-03-15T23:46:18.846Z,2025-03-16T00:37:07Z,duad6xilu5s6c7ul48b7gab1m,M. Ybarra,,,5584742259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855731,99,61,1,8,24,e3k8yw2rbmphyfu5htn4yi5jk,0,64.9,57.0,2025-03-15T23:46:18.915Z,2025-03-15T23:46:19Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5584568749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788887037,404,1,1,8,27,daicfonrbj124lu2la2rctxck,0,15.4,50.9,2025-03-15T23:46:21.746Z,2025-03-16T00:37:20Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5584743557,56,Back,5584743559,140,19.6,5584743567,213,1.23,5584743565,212,13.1,5584743561,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855807,100,43,1,8,28,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-03-15T23:46:23.587Z,2025-03-16T00:29:13Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5584569121,212,10.3,5584579423,154,0,5584579421,210,15,5584569119,141,38.8,5584569123,213,4.27,5584569117,140,75.7,5584717767,144,1,5584569115,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855821,101,15,1,8,30,e3k8yw2rbmphyfu5htn4yi5jk,1,81.5,30.9,2025-03-15T23:46:24.867Z,2025-03-16T02:29:57Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5584579465,146,88.2,5584579029,20,,5584579469,230,98.9,5585111089,78,,5584569185,18,,5584579467,147,37.9,5584579461,103,19,5584569183,22,,5584719977,139,5584719971,215,,5584579033,82,,5584579459,102,50.1,5584719973,458,5584569187,56,5584579471,231,51.1,,,,,Center,,,,,,,
2788855843,102,61,1,8,31,e3k8yw2rbmphyfu5htn4yi5jk,1,84.5,27.4,2025-03-15T23:46:25.996Z,2025-03-16T01:46:22Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5584716091,56,Center,5584720313,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855979,75,12,1,8,31,daicfonrbj124lu2la2rctxck,1,15.0,60.8,2025-03-15T23:46:26.408Z,2025-03-16T02:15:02Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5584569903,212,40.9,5584569899,140,47.1,5584569897,56,Back,5584569901,141,95.0,5584569905,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855955,104,1,1,8,39,e3k8yw2rbmphyfu5htn4yi5jk,1,39.6,5.6,2025-03-15T23:46:34.324Z,2025-03-15T23:46:36Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5584569789,213,2.33,5584569783,141,38.0,5584569781,140,19.6,5584569787,212,30.4,5584569779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788855977,105,1,1,8,41,e3k8yw2rbmphyfu5htn4yi5jk,1,19.6,38.0,2025-03-15T23:46:35.819Z,2025-03-15T23:46:37Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5584569891,213,1.06,5584569889,212,14.8,5584569883,56,Back,5584569887,141,56.9,5584569885,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856003,106,1,1,8,42,e3k8yw2rbmphyfu5htn4yi5jk,1,26.7,56.9,2025-03-15T23:46:37.323Z,2025-03-15T23:46:41Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5584570057,141,67.9,5584570055,140,35.1,5584570059,212,11.6,5584570061,213,0.70,5584570053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856067,107,1,1,8,46,e3k8yw2rbmphyfu5htn4yi5jk,1,33.7,59.3,2025-03-15T23:46:40.851Z,2025-03-15T23:46:46Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5584570387,56,Back,5584570393,212,34.3,5584570389,140,43.1,5584570391,141,11.0,5584570397,1,,5584570395,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856135,108,1,1,8,51,e3k8yw2rbmphyfu5htn4yi5jk,1,43.1,11.0,2025-03-15T23:46:46.723Z,2025-03-15T23:46:53Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5584570751,212,21.8,5584570749,141,20.7,5584570745,56,Right,5584570747,140,62.9,5584570753,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856085,76,83,1,8,54,daicfonrbj124lu2la2rctxck,0,25.1,93.9,2025-03-15T23:46:49.272Z,2025-03-16T02:16:17Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5584570873,399,dmbqkvvaray373vy9eiq4l1ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856145,109,1,1,8,58,e3k8yw2rbmphyfu5htn4yi5jk,1,56.8,23.6,2025-03-15T23:46:53.612Z,2025-03-15T23:46:56Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5584570819,56,Center,5584570823,141,75.7,5584570917,1,,5584570821,140,64.4,5584570827,213,1.35,5584570825,212,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856199,110,1,1,9,1,e3k8yw2rbmphyfu5htn4yi5jk,1,68.7,75.0,2025-03-15T23:46:56.387Z,2025-03-15T23:47:00Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5584571085,141,59.6,5584571087,212,10.7,5584571081,56,Center,5584571089,213,4.52,5584571083,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856189,77,83,1,9,4,daicfonrbj124lu2la2rctxck,0,26.1,22.5,2025-03-15T23:46:59.137Z,2025-03-15T23:47:02Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5584571235,399,5tyrfuxsp7s9thsmhfqevuoyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856211,111,1,1,9,5,e3k8yw2rbmphyfu5htn4yi5jk,1,65.8,55.4,2025-03-15T23:47:00.571Z,2025-03-15T23:47:01Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5584571153,140,67.0,5584571159,213,4.89,5584571155,141,45.1,5584571157,212,7.1,5584571151,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856227,112,1,1,9,6,e3k8yw2rbmphyfu5htn4yi5jk,1,67.0,45.1,2025-03-15T23:47:01.579Z,2025-03-15T23:47:02Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5584571265,213,0.49,5584571261,141,55.1,5584571259,140,79.2,5584571257,56,Center,5584571263,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856249,113,1,1,9,8,e3k8yw2rbmphyfu5htn4yi5jk,1,79.2,55.1,2025-03-15T23:47:02.748Z,2025-03-15T23:47:05Z,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,,,5584571383,141,64.8,5584571387,213,2.36,5584571381,140,72.9,5584571385,212,9.3,5584571379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856251,114,61,1,9,10,e3k8yw2rbmphyfu5htn4yi5jk,1,72.9,64.8,2025-03-15T23:47:05.140Z,2025-03-15T23:47:05Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5584571399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856275,115,1,1,9,12,e3k8yw2rbmphyfu5htn4yi5jk,0,90.0,85.4,2025-03-15T23:47:06.804Z,2025-03-15T23:47:07Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5584571511,2,,5584571517,140,94.2,5584571515,56,Center,5584571523,213,4.97,5584571519,141,60.5,5584571521,212,17.5,5584571513,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856287,78,12,1,9,13,daicfonrbj124lu2la2rctxck,1,2.5,33.1,2025-03-15T23:47:08.441Z,2025-03-15T23:47:10Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5584571583,56,Back,5584571591,213,3.35,5584571607,167,,5584571589,212,4.3,5584571587,141,31.8,5584571585,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856289,79,6,1,9,14,daicfonrbj124lu2la2rctxck,0,0.0,31.6,2025-03-15T23:47:09.099Z,2025-03-15T23:47:12Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5584571641,56,Back,5584571743,233,116,5584571643,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856295,116,6,1,9,14,e3k8yw2rbmphyfu5htn4yi5jk,1,100.0,68.4,2025-03-15T23:47:09.099Z,2025-03-16T01:44:42Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5584571673,56,Center,5584571675,73,,5584571709,233,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856737,117,1,1,9,56,e3k8yw2rbmphyfu5htn4yi5jk,1,99.5,99.5,2025-03-15T23:47:51.740Z,2025-03-16T00:30:52Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5584574229,56,Center,5584574225,155,,5584574235,212,40.1,5584574239,1,,5584574233,141,43.3,5584574221,2,,5584574227,223,,5584574223,6,,5584574231,140,5584574237,213,4.41,,,,,,,,,,,,,,,,,88.0,,,,,,,,
2788856753,118,61,1,9,59,e3k8yw2rbmphyfu5htn4yi5jk,1,92.0,39.3,2025-03-15T23:47:54.429Z,2025-03-16T01:46:36Z,f1gj1qng7x6nxfi8lbxa7tvpx,D. Martínez,,,5584722873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788888799,408,61,1,10,0,daicfonrbj124lu2la2rctxck,1,9.9,68.2,2025-03-15T23:47:54.746Z,2025-03-16T00:39:46Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5584753245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856773,80,12,1,10,2,daicfonrbj124lu2la2rctxck,1,6.7,50.3,2025-03-15T23:47:57.153Z,2025-03-16T02:52:31Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5584574463,140,22.5,5584574519,167,,5584574469,213,1.13,5584574467,212,38.7,5584574461,56,Back,5584574465,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856777,81,5,1,10,3,daicfonrbj124lu2la2rctxck,0,26.8,101.6,2025-03-15T23:47:58.530Z,2025-03-16T01:45:31Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5584575379,233,119,5584574485,347,,5584574483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856927,119,5,1,10,3,e3k8yw2rbmphyfu5htn4yi5jk,1,73.2,-1.6,2025-03-15T23:47:58.530Z,2025-03-16T01:45:30Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5584575319,56,Right,5584575345,233,81,5584575321,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788856975,120,1,1,10,20,e3k8yw2rbmphyfu5htn4yi5jk,1,67.8,0.0,2025-03-15T23:48:15.093Z,2025-03-15T23:48:19Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5584575653,56,Right,5584575661,213,2.55,5584575659,212,15.7,5584575651,107,,5584575657,141,11.6,5584575655,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857029,121,1,1,10,24,e3k8yw2rbmphyfu5htn4yi5jk,1,55.3,11.7,2025-03-15T23:48:19.373Z,2025-03-15T23:48:23Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5584575985,140,46.5,5584575981,56,Back,5584575987,141,51.0,5584575991,212,28.3,5584575995,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857067,122,1,1,10,29,e3k8yw2rbmphyfu5htn4yi5jk,1,50.6,50.4,2025-03-15T23:48:23.798Z,2025-03-15T23:48:26Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5584576197,140,45.5,5584576195,56,Back,5584576201,212,14.5,5584576199,141,30.6,5584576203,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857105,123,1,1,10,31,e3k8yw2rbmphyfu5htn4yi5jk,1,47.0,30.1,2025-03-15T23:48:26.565Z,2025-03-15T23:48:30Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5584576471,141,12.2,5584576475,213,5.28,5584576469,140,54.4,5584576467,56,Right,5584576473,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857109,124,1,1,10,35,e3k8yw2rbmphyfu5htn4yi5jk,0,54.4,12.2,2025-03-15T23:48:30.197Z,2025-03-15T23:48:30Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5584576499,141,28.3,5584576501,212,11.0,5584576495,56,Center,5584576503,213,1.60,5584576497,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857163,83,1,1,10,37,daicfonrbj124lu2la2rctxck,1,39.6,78.1,2025-03-15T23:48:32.665Z,2025-03-15T23:48:34Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5584576789,212,6.8,5584576791,213,4.21,5584576783,56,Back,5584576787,141,69.4,5584576785,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857189,84,1,1,10,39,daicfonrbj124lu2la2rctxck,1,34.8,72.4,2025-03-15T23:48:34.385Z,2025-03-15T23:48:36Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,,5584576905,212,17.9,5584576907,213,0.70,5584576901,140,47.9,5584576903,141,89.3,5584576899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857219,85,1,1,10,41,daicfonrbj124lu2la2rctxck,1,48.2,89.7,2025-03-15T23:48:36.249Z,2025-03-15T23:48:39Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5584577029,212,8.0,5584577031,213,3.52,5584577023,56,Back,5584577027,141,85.4,5584577025,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857265,86,1,1,10,44,daicfonrbj124lu2la2rctxck,1,40.0,83.3,2025-03-15T23:48:38.929Z,2025-03-15T23:48:42Z,2gsbai5bpg1fbullzvngv2l1w,T. Okiyoshi,,,5584577245,141,55.4,5584577247,212,25.0,5584577241,56,Back,5584577243,140,24.5,5584577249,213,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857307,87,1,1,10,47,daicfonrbj124lu2la2rctxck,1,25.9,50.6,2025-03-15T23:48:42.561Z,2025-03-15T23:48:45Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5584577363,141,70.2,5584577367,213,1.33,5584577361,140,29.0,5584577365,212,13.7,5584577359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857331,88,1,1,10,50,daicfonrbj124lu2la2rctxck,1,28.9,70.8,2025-03-15T23:48:45.657Z,2025-03-15T23:48:50Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5584577497,56,Back,5584577499,140,26.2,5584577505,213,4.54,5584577501,141,46.6,5584577503,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857357,89,1,1,10,56,daicfonrbj124lu2la2rctxck,1,26.3,41.0,2025-03-15T23:48:50.777Z,2025-03-15T23:48:53Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5584577639,212,17.4,5584577641,213,1.47,5584577635,140,27.9,5584577637,141,66.4,5584577633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857411,90,1,1,10,58,daicfonrbj124lu2la2rctxck,1,27.9,66.4,2025-03-15T23:48:53.065Z,2025-03-15T23:48:58Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5584577983,140,38.1,5584577985,141,75.3,5584577987,212,12.3,5584577981,56,Back,5584577989,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857439,91,1,1,11,3,daicfonrbj124lu2la2rctxck,1,42.3,73.3,2025-03-15T23:48:58.041Z,2025-03-16T02:52:28Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5584578133,56,Back,5584578139,212,10.6,5584578141,213,1.51,5584578135,140,42.9,5584578137,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857509,92,1,1,11,10,daicfonrbj124lu2la2rctxck,1,65.4,85.7,2025-03-15T23:49:05.546Z,2025-03-16T02:52:29Z,duad6xilu5s6c7ul48b7gab1m,M. Ybarra,,,5584578481,212,4.7,5584578479,141,87.4,5584578483,213,0.25,5584578477,140,69.7,5584578475,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857555,94,1,1,11,14,daicfonrbj124lu2la2rctxck,0,79.6,89.3,2025-03-15T23:49:08.754Z,2025-03-16T00:40:57Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5584578749,213,3.52,5584578743,140,69.7,5584578745,141,83.2,5584578747,212,11.2,5584578741,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857515,93,1,1,11,15,daicfonrbj124lu2la2rctxck,0,75.1,85.9,2025-03-15T23:49:10.535Z,2025-03-16T00:41:08Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5584758493,155,,5584758503,212,40.6,5584758499,141,37.4,5584758517,1,,5584758495,56,Center,5584758497,140,97.7,5584758509,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857705,95,5,1,11,16,daicfonrbj124lu2la2rctxck,0,100.8,40.7,2025-03-15T23:49:11.149Z,2025-03-16T01:45:31Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5584579689,233,125,5584579635,56,Center,5584579637,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857599,125,5,1,11,16,e3k8yw2rbmphyfu5htn4yi5jk,1,-0.8,59.3,2025-03-15T23:49:11.149Z,2025-03-16T01:45:31Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5584579001,56,Back,5584579647,233,95,5584579003,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857721,126,1,1,11,29,e3k8yw2rbmphyfu5htn4yi5jk,1,4.3,54.6,2025-03-15T23:49:24.206Z,2025-03-15T23:49:26Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5584579749,141,69.3,5584579753,213,1.36,5584579747,140,6.3,5584579745,56,Back,5584579743,124,,5584579751,212,10.2,5584579757,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857741,127,1,1,11,31,e3k8yw2rbmphyfu5htn4yi5jk,1,6.2,69.1,2025-03-15T23:49:26.046Z,2025-03-15T23:49:28Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5584579851,213,1.10,5584579843,56,Back,5584579849,212,13.5,5584579887,189,,5584579845,140,12.0,5584579847,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857813,128,1,1,11,34,e3k8yw2rbmphyfu5htn4yi5jk,1,13.9,90.9,2025-03-15T23:49:29.710Z,2025-03-15T23:49:32Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5584580243,213,4.09,5584580241,212,11.4,5584580235,56,Back,5584580237,140,7.6,5584580239,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857839,129,1,1,11,37,e3k8yw2rbmphyfu5htn4yi5jk,0,8.2,81.8,2025-03-15T23:49:32.390Z,2025-03-15T23:49:34Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5584580367,155,,5584580373,141,83.9,5584580369,56,Left,5584580379,1,,5584580371,140,58.8,5584580377,213,0.03,5584580375,212,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857871,96,1,1,11,41,daicfonrbj124lu2la2rctxck,0,34.1,15.6,2025-03-15T23:49:36.026Z,2025-03-15T23:49:37Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5584580551,56,Center,5584580557,212,30.2,5584580555,141,48.8,5584580549,3,,5584580559,213,0.84,5584580553,140,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788857959,130,1,1,11,46,e3k8yw2rbmphyfu5htn4yi5jk,1,51.2,61.1,2025-03-15T23:49:40.982Z,2025-03-15T23:49:44Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5584581009,140,45.0,5584581017,212,13.1,5584581005,56,Back,5584581013,141,77.8,5584581021,213,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788858009,131,1,1,11,49,e3k8yw2rbmphyfu5htn4yi5jk,1,44.7,80.9,2025-03-15T23:49:44.246Z,2025-03-15T23:49:49Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5584581287,212,8.2,5584581281,56,Back,5584581285,141,69.0,5584581289,213,4.52,5584581283,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788858041,132,1,1,11,54,e3k8yw2rbmphyfu5htn4yi5jk,1,44.8,66.3,2025-03-15T23:49:49.255Z,2025-03-15T23:49:52Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5584581421,140,33.8,5584581425,212,16.0,5584581427,213,3.90,5584581423,141,50.1,5584581419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788858085,133,1,1,11,57,e3k8yw2rbmphyfu5htn4yi5jk,1,35.4,51.2,2025-03-15T23:49:52.702Z,2025-03-15T23:49:56Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5584581699,56,Back,5584581703,140,40.7,5584581713,213,1.21,5584581711,212,15.6,5584581707,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788858127,134,1,1,12,1,e3k8yw2rbmphyfu5htn4yi5jk,1,53.4,68.8,2025-03-15T23:49:56.719Z,2025-03-15T23:50:00Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5584581921,212,17.3,5584581919,141,63.1,5584581923,213,6.06,5584581915,56,Center,5584581917,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
