id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2803531351,102,5,1,12,15,5qfq6cwtrgzd2szijivns7rjl,0,79.4,101.1,2025-04-19T23:49:10.720Z,2025-04-20T02:06:30Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5665269547,233,106,5665267729,347,,5665267727,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803531681,106,5,1,12,15,83cpn99fh7ulkwe8nezy8a3mx,1,20.6,-1.1,2025-04-19T23:49:10.720Z,2025-04-20T02:06:30Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5665269407,347,,5665269405,56,Back,5665269503,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803531731,107,1,1,12,36,83cpn99fh7ulkwe8nezy8a3mx,1,24.6,0.0,2025-04-19T23:49:31.689Z,2025-04-19T23:49:35Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5665269673,212,16.0,5665269675,213,0.56,5665269665,107,,5665269671,141,11.1,5665269669,140,37.5,5665269667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803531735,108,1,1,12,39,83cpn99fh7ulkwe8nezy8a3mx,0,38.0,12.0,2025-04-19T23:49:35.282Z,2025-04-19T23:49:36Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5665269707,140,43.6,5665269703,168,,5665269713,213,0.67,5665269705,56,Back,5665269701,3,,5665269711,212,7.5,5665269709,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803531737,103,61,1,12,40,5qfq6cwtrgzd2szijivns7rjl,1,40.7,77.0,2025-04-19T23:49:36.022Z,2025-04-19T23:49:36Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5665269717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803531775,104,1,1,12,43,5qfq6cwtrgzd2szijivns7rjl,0,46.8,62.3,2025-04-19T23:49:38.422Z,2025-04-20T00:01:07Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5665269919,140,55.1,5665269923,212,13.0,5665269925,213,5.45,5665269921,141,48.1,5665269917,56,Center,5665313859,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803531945,109,1,1,12,44,83cpn99fh7ulkwe8nezy8a3mx,1,26.8,57.0,2025-04-19T23:49:39.649Z,2025-04-19T23:49:51Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665270771,141,77.6,5665270767,140,37.2,5665270777,213,0.91,5665270763,56,Back,5665270775,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532003,110,1,1,12,56,83cpn99fh7ulkwe8nezy8a3mx,1,81.0,91.2,2025-04-19T23:49:51.762Z,2025-04-19T23:49:55Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665271115,213,3.51,5665271113,212,14.2,5665271107,56,Left,5665271111,141,83.6,5665271109,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532075,111,1,1,13,0,83cpn99fh7ulkwe8nezy8a3mx,1,78.0,95.9,2025-04-19T23:49:55.745Z,2025-04-19T23:50:01Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665271495,1,,5665271493,213,4.89,5665271487,141,21.9,5665271483,56,Center,5665271485,140,86.8,5665271481,155,,5665271477,2,,5665271491,212,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532119,112,1,1,13,6,83cpn99fh7ulkwe8nezy8a3mx,0,88.8,22.4,2025-04-19T23:50:01.738Z,2025-04-19T23:50:08Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5665271743,213,1.54,5665271739,141,84.5,5665271747,1,,5665271735,56,Left,5665271741,212,42.3,5665271737,140,90.2,5665271949,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532251,106,1,1,13,15,5qfq6cwtrgzd2szijivns7rjl,1,39.9,11.1,2025-04-19T23:50:10.789Z,2025-04-19T23:50:14Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665272525,213,0.50,5665272513,140,49.9,5665272517,141,19.5,5665272521,212,12.0,5665272509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532263,107,3,1,13,17,5qfq6cwtrgzd2szijivns7rjl,0,60.1,19.2,2025-04-19T23:50:12.928Z,2025-04-20T02:04:59Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665272781,233,113,5665272575,56,Right,5665272577,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532287,113,7,1,13,17,83cpn99fh7ulkwe8nezy8a3mx,1,39.9,80.8,2025-04-19T23:50:12.929Z,2025-04-20T02:04:59Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665272773,233,107,5665272733,285,,5665272731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532293,114,1,1,13,21,83cpn99fh7ulkwe8nezy8a3mx,1,43.3,72.6,2025-04-19T23:50:16.697Z,2025-04-20T03:12:50Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5665880569,213,4.00,5665880563,140,36.6,5665272935,56,Back,5665880565,141,60.5,5665880567,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532323,108,43,1,13,21,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-19T23:50:16.698Z,2025-04-20T03:13:11Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665272981,152,0,5665272983,265,0,5665272979,56,Center,5665881161,144,4,5665272985,285,0,5665272977,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803537147,152,1,1,13,25,83cpn99fh7ulkwe8nezy8a3mx,1,39.4,70.5,2025-04-19T23:50:20.759Z,2025-04-20T03:13:16Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5665298197,213,2.05,5665298191,140,36.3,5665298189,56,Back,5665298195,212,7.1,5665298193,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803537243,153,1,1,13,26,83cpn99fh7ulkwe8nezy8a3mx,1,38.0,77.3,2025-04-19T23:50:22.271Z,2025-04-19T23:56:39Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665298767,56,Back,5665298771,141,67.3,5665298769,140,29.2,5665298775,213,3.78,5665298773,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532437,115,1,1,13,29,83cpn99fh7ulkwe8nezy8a3mx,1,34.6,59.9,2025-04-19T23:50:25.137Z,2025-04-19T23:58:25Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5665273551,56,Back,5665273559,213,0.78,5665273553,140,42.8,5665273555,141,72.4,5665273557,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532479,116,1,1,13,31,83cpn99fh7ulkwe8nezy8a3mx,1,42.6,72.3,2025-04-19T23:50:27.185Z,2025-04-19T23:58:26Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5665273751,141,90.2,5665273747,56,Back,5665273753,212,12.9,5665273755,213,1.22,5665273749,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532503,117,1,1,13,33,83cpn99fh7ulkwe8nezy8a3mx,1,44.1,91.1,2025-04-19T23:50:28.569Z,2025-04-19T23:50:29Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665273861,141,95.4,5665273859,140,36.8,5665273857,56,Back,5665273863,212,8.2,5665273865,213,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532511,118,1,1,13,34,83cpn99fh7ulkwe8nezy8a3mx,0,36.8,95.4,2025-04-19T23:50:29.601Z,2025-04-19T23:50:30Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665273895,140,39.1,5665273901,213,0.92,5665273893,56,Back,5665273897,141,100.0,5665273899,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532589,109,5,1,13,34,5qfq6cwtrgzd2szijivns7rjl,1,60.4,-0.6,2025-04-19T23:50:30.026Z,2025-04-20T02:06:30Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665274321,56,Right,5665274385,233,119,5665274323,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532517,119,5,1,13,34,83cpn99fh7ulkwe8nezy8a3mx,0,39.6,100.6,2025-04-19T23:50:30.026Z,2025-04-20T02:06:31Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665273917,56,Back,5665274415,233,109,5665273919,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532705,110,1,1,13,41,5qfq6cwtrgzd2szijivns7rjl,1,59.5,0.0,2025-04-19T23:50:36.718Z,2025-04-19T23:50:45Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5665274877,141,23.7,5665274875,140,40.1,5665274881,213,2.45,5665274873,56,Back,5665274879,212,26.5,5665274883,1,,5665274871,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532769,111,1,1,13,49,5qfq6cwtrgzd2szijivns7rjl,1,35.0,32.8,2025-04-19T23:50:44.901Z,2025-04-19T23:50:49Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665275233,56,Back,5665275235,140,42.9,5665275239,212,12.5,5665275241,213,0.85,5665275237,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532775,112,1,1,13,53,5qfq6cwtrgzd2szijivns7rjl,1,37.3,66.4,2025-04-19T23:50:48.821Z,2025-04-20T00:04:56Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5665275263,140,37.7,5665275265,141,36.4,5665275261,56,Back,5665275271,213,4.73,5665275269,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532783,113,43,1,13,54,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-19T23:50:49.461Z,2025-04-19T23:51:22Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5665275295,286,0,5665277505,144,50,5665275291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532821,114,1,1,13,56,5qfq6cwtrgzd2szijivns7rjl,1,43.1,79.4,2025-04-19T23:50:52.293Z,2025-04-19T23:50:53Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5665275491,213,5.77,5665275485,140,54.6,5665275483,56,Center,5665275487,141,69.3,5665275489,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532851,115,1,1,13,58,5qfq6cwtrgzd2szijivns7rjl,1,54.6,69.3,2025-04-19T23:50:53.576Z,2025-04-19T23:50:56Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5665275633,141,62.0,5665275635,212,8.4,5665275629,56,Back,5665275631,140,48.1,5665275637,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532889,116,1,1,14,0,5qfq6cwtrgzd2szijivns7rjl,1,47.4,61.5,2025-04-19T23:50:55.813Z,2025-04-19T23:50:59Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5665275865,155,,5665275879,1,,5665275871,141,18.0,5665275867,56,Right,5665275873,212,38.2,5665275875,213,5.40,5665275869,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532945,117,1,1,14,3,5qfq6cwtrgzd2szijivns7rjl,1,70.4,16.5,2025-04-19T23:50:58.975Z,2025-04-19T23:51:02Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5665276149,140,58.3,5665276155,213,2.58,5665276153,212,15.0,5665276147,56,Center,5665276151,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803532973,118,1,1,14,6,5qfq6cwtrgzd2szijivns7rjl,1,53.5,26.5,2025-04-19T23:51:01.965Z,2025-04-19T23:51:04Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5665276291,141,30.4,5665276287,56,Center,5665276293,212,14.4,5665276295,213,0.18,5665276289,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533027,119,1,1,14,8,5qfq6cwtrgzd2szijivns7rjl,1,68.8,30.7,2025-04-19T23:51:04.317Z,2025-04-19T23:51:07Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665276567,140,85.2,5665276569,141,17.1,5665276571,212,19.5,5665276565,56,Right,5665276573,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533035,120,1,1,14,12,5qfq6cwtrgzd2szijivns7rjl,0,90.8,23.6,2025-04-19T23:51:07.757Z,2025-04-19T23:51:08Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665276605,56,Center,5665276613,213,1.92,5665276607,140,85.5,5665276611,212,16.3,5665276609,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533103,120,12,1,14,13,83cpn99fh7ulkwe8nezy8a3mx,1,6.8,46.4,2025-04-19T23:51:08.460Z,2025-04-19T23:51:14Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5665276985,141,63.4,5665276983,140,14.3,5665276987,212,14.0,5665276989,213,0.97,5665276981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533085,121,13,1,14,16,5qfq6cwtrgzd2szijivns7rjl,1,85.4,46.3,2025-04-19T23:51:12.021Z,2025-04-20T02:11:43Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665278201,103,69.4,5665276877,56,Center,5665276873,22,,5665276875,17,,5665789145,74,,5665278207,231,48.0,5665278203,458,,5665278199,102,51.8,5665277217,20,5665278205,230,98.6,,,,,,,,,,,,,,,,,,,,,,,,
2803533619,121,5,1,14,19,83cpn99fh7ulkwe8nezy8a3mx,1,-0.7,42.3,2025-04-19T23:51:14.412Z,2025-04-20T02:06:31Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5665279781,233,122,5665279761,346,,5665279759,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533149,122,5,1,14,19,5qfq6cwtrgzd2szijivns7rjl,0,100.7,57.7,2025-04-19T23:51:14.412Z,2025-04-20T02:06:32Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665277199,56,Center,5665277201,346,,5665279865,233,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533703,122,1,1,14,57,83cpn99fh7ulkwe8nezy8a3mx,0,3.0,57.2,2025-04-19T23:51:52.737Z,2025-04-19T23:51:58Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5665280275,1,,5665280265,56,Center,5665280263,124,,5665280273,213,0.20,5665280267,140,63.0,5665280279,74,,5665280271,212,64.2,5665280269,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533685,123,44,1,15,0,5qfq6cwtrgzd2szijivns7rjl,1,32.0,38.7,2025-04-19T23:51:55.597Z,2025-04-20T02:05:09Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665280163,56,Back,5665280165,285,,5665280369,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533709,123,44,1,15,0,83cpn99fh7ulkwe8nezy8a3mx,0,68.0,61.3,2025-04-19T23:51:55.598Z,2025-04-20T02:05:10Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5665280295,56,Center,5665280425,233,123,5665280297,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533695,124,1,1,15,0,5qfq6cwtrgzd2szijivns7rjl,1,24.5,64.2,2025-04-19T23:51:56.317Z,2025-04-19T23:52:16Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665280213,213,5.67,5665280203,3,,5665280205,56,Back,5665280207,140,28.1,5665280211,212,4.6,5665280209,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533739,124,45,1,15,4,83cpn99fh7ulkwe8nezy8a3mx,0,62.5,81.2,2025-04-19T23:52:00.217Z,2025-04-19T23:52:02Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665280649,233,126,5665280463,56,Left,5665280465,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533765,126,3,1,15,4,5qfq6cwtrgzd2szijivns7rjl,1,40.2,14.6,2025-04-19T23:52:00.217Z,2025-04-19T23:52:02Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665280633,233,124,5665280605,56,Back,5665280637,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533787,127,1,1,15,6,5qfq6cwtrgzd2szijivns7rjl,1,32.1,27.3,2025-04-19T23:52:01.361Z,2025-04-19T23:52:03Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5665280727,140,22.3,5665280731,212,10.7,5665280729,141,23.1,5665280733,213,3.41,5665280723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533859,128,1,1,15,7,5qfq6cwtrgzd2szijivns7rjl,1,22.4,18.8,2025-04-19T23:52:02.829Z,2025-04-19T23:52:07Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5665281081,140,13.8,5665281087,213,2.14,5665281083,141,39.7,5665281079,56,Back,5665281085,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533861,129,50,1,15,12,5qfq6cwtrgzd2szijivns7rjl,1,11.2,39.0,2025-04-19T23:52:07.709Z,2025-04-19T23:52:13Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5665281095,285,,5665281093,56,Back,5665281295,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533891,125,7,1,15,12,83cpn99fh7ulkwe8nezy8a3mx,0,88.8,61.0,2025-04-19T23:52:07.710Z,2025-04-19T23:52:14Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5665281233,56,Center,5665281235,286,,5665281267,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533921,130,12,1,15,16,5qfq6cwtrgzd2szijivns7rjl,1,11.5,29.2,2025-04-19T23:52:11.596Z,2025-04-19T23:52:13Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665281445,167,,5665281381,141,0.0,5665281379,140,16.8,5665281383,212,21.1,5665281377,56,Back,5665281385,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534067,126,5,1,15,17,83cpn99fh7ulkwe8nezy8a3mx,1,85.8,100.8,2025-04-19T23:52:12.621Z,2025-04-20T02:06:32Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5665282103,56,Left,5665282153,233,131,5665282105,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533927,131,5,1,15,17,5qfq6cwtrgzd2szijivns7rjl,0,14.2,-0.8,2025-04-19T23:52:12.621Z,2025-04-20T02:06:32Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665281411,347,,5665281409,56,Back,5665282209,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534097,127,1,1,15,27,83cpn99fh7ulkwe8nezy8a3mx,1,90.1,100.0,2025-04-19T23:52:23.016Z,2025-04-19T23:52:24Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665282273,56,Left,5665282281,213,3.56,5665282275,140,78.4,5665282277,141,92.7,5665282271,107,,5665282279,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534171,128,1,1,15,29,83cpn99fh7ulkwe8nezy8a3mx,1,74.9,93.5,2025-04-19T23:52:24.752Z,2025-04-19T23:52:29Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665282691,213,3.58,5665282685,140,56.7,5665282683,56,Left,5665282687,141,80.2,5665282689,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534205,129,1,1,15,34,83cpn99fh7ulkwe8nezy8a3mx,1,54.1,69.3,2025-04-19T23:52:29.408Z,2025-04-19T23:52:32Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5665282867,140,64.4,5665282869,141,85.9,5665282871,212,15.6,5665282865,56,Left,5665282873,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534245,130,1,1,15,36,83cpn99fh7ulkwe8nezy8a3mx,1,61.8,89.0,2025-04-19T23:52:31.872Z,2025-04-19T23:52:34Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5665283071,212,9.1,5665283069,141,76.3,5665283067,140,64.6,5665283073,213,5.04,5665283065,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534281,131,1,1,15,38,83cpn99fh7ulkwe8nezy8a3mx,1,64.7,79.0,2025-04-19T23:52:34.320Z,2025-04-19T23:52:36Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5665283235,141,66.0,5665283233,140,70.8,5665283237,212,10.9,5665283231,56,Center,5665283239,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534285,132,61,1,15,41,83cpn99fh7ulkwe8nezy8a3mx,0,70.7,66.0,2025-04-19T23:52:36.472Z,2025-04-19T23:52:37Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5665283255,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534399,133,1,1,15,44,5qfq6cwtrgzd2szijivns7rjl,1,26.8,37.0,2025-04-19T23:52:39.565Z,2025-04-19T23:52:45Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5665283875,213,0.29,5665283873,212,26.5,5665283867,56,Center,5665283871,141,48.2,5665283869,140,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534427,134,1,1,15,50,5qfq6cwtrgzd2szijivns7rjl,1,64.4,55.8,2025-04-19T23:52:45.529Z,2025-04-19T23:52:49Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5665284067,213,5.24,5665284059,56,Center,5665284061,140,70.5,5665284065,212,12.7,5665284063,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534433,135,43,1,15,54,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-19T23:52:49.484Z,2025-04-19T23:53:15Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665284087,56,Center,5665285893,144,50,5665284089,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534455,133,43,1,15,54,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-04-19T23:52:49.485Z,2025-04-19T23:52:56Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5665284241,56,Back,5665284311,233,135,5665284575,144,7,5665284245,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534515,136,4,1,15,57,5qfq6cwtrgzd2szijivns7rjl,1,78.4,59.6,2025-04-19T23:52:52.368Z,2025-04-19T23:53:03Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665284639,13,,5665284643,152,,5665284645,265,,5665284649,286,,5665284683,233,134,5665284641,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534461,134,4,1,15,57,83cpn99fh7ulkwe8nezy8a3mx,0,21.6,40.4,2025-04-19T23:52:52.369Z,2025-04-19T23:53:17Z,15jb2rb0mvhaz492ii7yqrk6h,K. Lambert,,,5665284389,13,,5665284391,56,Back,5665284739,233,136,5665284393,152,,5665284395,265,,5665284397,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803535257,137,15,1,16,59,5qfq6cwtrgzd2szijivns7rjl,1,76.5,57.2,2025-04-19T23:53:54.372Z,2025-04-20T02:05:43Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5665288527,26,,5665289183,20,,5665289537,458,,5665288529,18,,5665288531,56,Center,5665289539,146,98.5,5665289533,102,49.7,5665289535,103,24.1,5665289541,147,5665289529,79,,5665779007,233,,,,,,,,135,50.7,,,,,,,,,,,,,
2803535317,135,10,1,16,59,83cpn99fh7ulkwe8nezy8a3mx,1,3.3,52.7,2025-04-19T23:53:54.472Z,2025-04-20T02:05:43Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5665288833,182,,5665288835,56,Back,5665288829,173,,5665288831,178,,5665779019,233,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803535389,138,43,1,17,5,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-19T23:54:00.443Z,2025-04-19T23:54:27Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5665289137,346,0,5665289133,56,Center,5665290809,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803535357,136,12,1,17,6,83cpn99fh7ulkwe8nezy8a3mx,1,4.8,56.6,2025-04-19T23:54:01.625Z,2025-04-19T23:54:03Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5665289017,212,9.2,5665289091,167,,5665289011,56,Back,5665289021,213,2.44,5665289015,141,65.4,5665289013,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
