id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value
2822245295,115,1,1,18,1,daicfonrbj124lu2la2rctxck,1,28.8,8.2,2025-06-12T00:26:53.965Z,2025-06-12T00:26:55Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768920393,241,,5768920391,5,,5768920395,56,Back,5768920399,141,22.0,5768920403,213,2.19,5768920401,212,11.5,5768920397,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245305,116,1,1,18,3,daicfonrbj124lu2la2rctxck,1,22.4,22.0,2025-06-12T00:26:55.462Z,2025-06-12T00:27:00Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768920455,213,2.08,5768920451,141,50.0,5768920449,140,12.3,5768920453,212,21.8,5768920447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245331,117,1,1,18,7,daicfonrbj124lu2la2rctxck,1,14.6,48.5,2025-06-12T00:26:59.926Z,2025-06-12T00:27:11Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5768920585,212,13.0,5768920581,140,20.8,5768920583,141,31.9,5768920587,213,5.24,5768920579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245335,118,1,1,18,18,daicfonrbj124lu2la2rctxck,1,27.0,38.3,2025-06-12T00:27:11.206Z,2025-06-12T00:27:13Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768920603,213,2.17,5768920597,140,16.4,5768920601,212,19.8,5768920599,141,62.3,5768920595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245341,119,1,1,18,21,daicfonrbj124lu2la2rctxck,1,16.4,62.3,2025-06-12T00:27:13.862Z,2025-06-12T00:27:20Z,a3l8f3a6rr93qyyaxhdfqq1yi,J. Lee,,,5768920669,213,1.52,5768920663,140,17.3,5768920667,212,20.6,5768920661,56,Back,5768920665,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245345,120,1,1,18,28,daicfonrbj124lu2la2rctxck,0,14.9,88.8,2025-06-12T00:27:20.255Z,2025-06-12T00:27:21Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768920689,157,,5768920701,1,,5768920693,140,69.8,5768920691,56,Left,5768920695,141,87.8,5768920699,213,6.27,5768920697,212,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245349,137,1,1,18,31,83cpn99fh7ulkwe8nezy8a3mx,1,36.8,15.4,2025-06-12T00:27:23.350Z,2025-06-12T00:27:25Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5768920709,212,4.1,5768920707,141,14.5,5768920711,213,3.29,5768920703,56,Back,5768920705,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245355,138,1,1,18,32,83cpn99fh7ulkwe8nezy8a3mx,1,28.8,12.5,2025-06-12T00:27:24.933Z,2025-06-12T00:27:28Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5768920749,141,38.3,5768920751,212,22.6,5768920747,140,15.2,5768920753,213,2.25,5768920745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245369,139,1,1,18,36,83cpn99fh7ulkwe8nezy8a3mx,1,19.2,35.6,2025-06-12T00:27:28.765Z,2025-06-12T00:27:35Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5768920815,140,31.9,5768920821,213,1.05,5768920813,56,Back,5768920817,141,69.8,5768920819,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245375,140,1,1,18,43,83cpn99fh7ulkwe8nezy8a3mx,1,35.8,65.3,2025-06-12T00:27:35.821Z,2025-06-12T00:27:38Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5768920859,213,4.37,5768920853,140,29.7,5768920855,141,38.8,5768920857,212,19.1,5768920851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245387,141,1,1,18,46,83cpn99fh7ulkwe8nezy8a3mx,1,29.1,38.6,2025-06-12T00:27:38.710Z,2025-06-12T00:27:42Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5768920917,213,5.06,5768920913,141,12.5,5768920909,56,Back,5768920911,140,35.2,5768920915,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245391,142,1,1,18,50,83cpn99fh7ulkwe8nezy8a3mx,0,40.7,14.2,2025-06-12T00:27:42.469Z,2025-06-12T00:27:45Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5768920939,141,12.0,5768920937,140,83.1,5768920945,1,,5768920941,212,44.5,5768920943,213,6.25,5768920935,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245395,121,12,1,18,54,daicfonrbj124lu2la2rctxck,1,22.9,91.2,2025-06-12T00:27:46.822Z,2025-06-12T00:27:48Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768920961,140,38.6,5768920967,213,0.41,5768920965,212,17.9,5768920973,167,,5768920959,56,Back,5768920963,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245397,122,5,1,18,55,daicfonrbj124lu2la2rctxck,0,37.1,101.4,2025-06-12T00:27:47.823Z,2025-06-12T01:09:10Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768921029,233,143,5768920971,347,,5768920969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245407,143,5,1,18,55,83cpn99fh7ulkwe8nezy8a3mx,1,62.9,-1.4,2025-06-12T00:27:47.823Z,2025-06-12T01:09:10Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5768921023,347,,5768921021,56,Right,5768921025,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245411,144,1,1,19,2,83cpn99fh7ulkwe8nezy8a3mx,1,65.4,0.0,2025-06-12T00:27:54.693Z,2025-06-12T00:28:00Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5768921055,213,0.38,5768921051,141,14.6,5768921049,140,91.0,5768921053,212,28.9,5768921047,56,Right,5768921057,1,,5768921045,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245413,145,50,1,19,8,83cpn99fh7ulkwe8nezy8a3mx,1,91.4,12.8,2025-06-12T00:28:00.652Z,2025-06-12T01:08:59Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5768922977,233,123,5768922971,286,,5768921061,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245419,123,7,1,19,8,daicfonrbj124lu2la2rctxck,1,8.6,87.2,2025-06-12T00:28:00.653Z,2025-06-12T01:08:58Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768922973,233,145,5768921291,285,,5768921075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245421,124,6,1,19,9,daicfonrbj124lu2la2rctxck,0,3.0,86.6,2025-06-12T00:28:01.654Z,2025-06-12T01:08:52Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768921091,56,Back,5768921099,233,146,5768921093,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245417,146,6,1,19,9,83cpn99fh7ulkwe8nezy8a3mx,1,97.0,13.4,2025-06-12T00:28:01.654Z,2025-06-12T01:08:52Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5768921095,233,124,5768921085,56,Right,5768921087,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245473,147,1,1,19,33,83cpn99fh7ulkwe8nezy8a3mx,0,99.5,0.4,2025-06-12T00:28:25.309Z,2025-06-12T00:28:29Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5768921387,213,1.81,5768921379,56,Center,5768921377,223,,5768921389,1,,5768921381,140,90.0,5768921385,212,42.3,5768921373,6,,5768921375,155,,5768921371,2,,5768921383,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,
2822245595,126,44,1,19,34,daicfonrbj124lu2la2rctxck,1,10.8,53.2,2025-06-12T00:28:26.266Z,2025-06-12T02:31:21Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768922619,233,151,5768922047,285,,5768922045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245631,151,44,1,19,34,83cpn99fh7ulkwe8nezy8a3mx,0,89.2,46.8,2025-06-12T00:28:26.267Z,2025-06-12T02:31:22Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5768922213,286,,5768922211,56,Center,5768922625,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245479,125,12,1,19,34,daicfonrbj124lu2la2rctxck,1,4.9,53.7,2025-06-12T00:28:26.454Z,2025-06-12T00:48:49Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768921409,56,Back,5768921413,141,21.1,5768921417,213,5.14,5768921411,140,14.5,5768921415,212,24.4,5768921433,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245499,148,1,1,19,40,83cpn99fh7ulkwe8nezy8a3mx,1,82.6,86.3,2025-06-12T00:28:32.877Z,2025-06-12T00:48:36Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,1.0,5768922023,25,,5768921507,56,Center,5768922021,154,,5768921509,140,93.1,5768921505,155,,5768922019,210,16,5768921503,2,,5768921511,141,49.3,5768921515,213,5.13,5768921513,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,
2822245547,149,44,1,19,46,83cpn99fh7ulkwe8nezy8a3mx,1,92.7,44.0,2025-06-12T00:28:39.250Z,2025-06-12T02:31:22Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5768921769,286,,5768944907,233,349,5768921767,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822249629,349,44,1,19,47,daicfonrbj124lu2la2rctxck,0,7.3,56.0,2025-06-12T00:28:39.251Z,2025-06-12T02:31:22Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5768944929,233,149,5768944903,56,Back,5768944905,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245551,150,16,1,19,48,83cpn99fh7ulkwe8nezy8a3mx,1,92.9,46.2,2025-06-12T00:28:41.243Z,2025-06-12T02:34:45Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5768922027,29,,5768922041,231,49.1,5768921777,17,,5768922029,154,,5768921779,56,Center,5768921911,25,,5768922039,230,98.9,5768921913,15,,5768921923,375,19:48.519,5768922037,103,7.6,5768921917,328,5768985661,214,,5768921919,374,5768922035,102,45.8,5768922031,55,5768922025,80,,,148,,,,,,,2025-06-12 01:28:40.770
2822245643,128,1,1,21,20,daicfonrbj124lu2la2rctxck,1,49.9,49.9,2025-06-12T00:30:12.751Z,2025-06-12T00:30:22Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,,5768922265,279,G,5768922261,212,23.8,5768922255,56,Back,5768922351,189,,5768922263,213,3.16,5768922259,141,49.1,5768922257,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245647,129,1,1,21,23,daicfonrbj124lu2la2rctxck,0,27.3,49.3,2025-06-12T00:30:15.729Z,2025-06-12T00:30:21Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768922319,1,,5768922345,189,,5768922317,213,0.08,5768922309,56,Center,5768922313,141,58.4,5768922311,140,100.0,5768922315,212,78.3,5768922307,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245651,130,5,1,21,26,daicfonrbj124lu2la2rctxck,0,101.4,58.6,2025-06-12T00:30:18.478Z,2025-06-12T00:49:21Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768922321,56,Center,5768922347,233,152,5768922323,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245645,152,5,1,21,26,83cpn99fh7ulkwe8nezy8a3mx,1,-1.4,41.4,2025-06-12T00:30:18.478Z,2025-06-12T01:09:11Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5768922277,56,Back,5768922281,189,,5768922341,233,130,5768922279,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245667,154,1,1,21,29,83cpn99fh7ulkwe8nezy8a3mx,0,3.6,43.4,2025-06-12T00:30:21.274Z,2025-06-12T00:30:31Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5768922455,124,,5768922409,212,78.3,5768922413,1,,5768922411,213,5.89,5768922407,141,0.0,5768922403,56,Right,5768922457,237,,5768922405,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245681,131,5,1,21,34,daicfonrbj124lu2la2rctxck,1,30.4,100.7,2025-06-12T00:30:26.985Z,2025-06-12T01:09:11Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768922485,56,Back,5768922487,347,,5768922489,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245669,155,5,1,21,34,83cpn99fh7ulkwe8nezy8a3mx,0,69.6,-0.7,2025-06-12T00:30:26.985Z,2025-06-12T01:09:11Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5768922417,347,,5768922415,56,Right,5768922493,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245683,132,1,1,21,42,daicfonrbj124lu2la2rctxck,0,35.2,100.0,2025-06-12T00:30:34.303Z,2025-06-12T00:30:37Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768922509,1,,5768922507,213,6.08,5768922497,107,,5768922503,141,93.6,5768922499,56,Left,5768922505,212,26.9,5768922501,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245685,156,12,1,21,45,83cpn99fh7ulkwe8nezy8a3mx,1,26.9,17.2,2025-06-12T00:30:37.666Z,2025-06-12T00:30:45Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5768922519,213,3.17,5768922517,212,4.1,5768922513,140,23.0,5768922521,15,,5768922515,141,17.0,5768922511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245697,133,1,1,21,48,daicfonrbj124lu2la2rctxck,0,77.2,91.4,2025-06-12T00:30:40.671Z,2025-06-12T00:30:45Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,,5768922593,141,71.0,5768922589,56,Center,5768922595,212,29.2,5768922597,213,5.79,5768922591,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245699,157,56,1,21,53,83cpn99fh7ulkwe8nezy8a3mx,1,3.8,28.0,2025-06-12T00:30:45.827Z,2025-06-12T00:30:46Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5768922599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245729,134,5,1,21,55,daicfonrbj124lu2la2rctxck,0,101.6,68.7,2025-06-12T00:30:47.698Z,2025-06-12T01:09:12Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,,5768922687,56,Center,5768922689,346,,5768922699,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245721,158,5,1,21,55,83cpn99fh7ulkwe8nezy8a3mx,1,-1.6,31.3,2025-06-12T00:30:47.698Z,2025-06-12T00:49:27Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5768922695,233,134,5768922615,56,Back,5768922617,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245723,159,1,1,22,8,83cpn99fh7ulkwe8nezy8a3mx,1,3.7,44.0,2025-06-12T00:31:00.441Z,2025-06-12T00:31:04Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5768922655,140,13.2,5768922651,124,,5768922653,56,Back,5768922665,237,,5768922661,213,5.16,5768922657,141,13.8,5768922659,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245725,160,1,1,22,12,83cpn99fh7ulkwe8nezy8a3mx,0,13.2,14.6,2025-06-12T00:31:04.306Z,2025-06-12T00:31:08Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5768922675,212,50.0,5768922671,140,60.8,5768922669,56,Right,5768922673,141,17.8,5768922667,155,,5768922677,213,0.04,5768922679,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245731,135,44,1,22,15,daicfonrbj124lu2la2rctxck,1,35.0,84.2,2025-06-12T00:31:08.032Z,2025-06-12T02:31:23Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768922715,233,161,5768922693,285,,5768922691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245727,161,44,1,22,15,83cpn99fh7ulkwe8nezy8a3mx,0,65.0,15.8,2025-06-12T00:31:08.033Z,2025-06-12T02:31:23Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5768922683,56,Right,5768922719,233,135,5768922685,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245733,136,12,1,22,16,daicfonrbj124lu2la2rctxck,1,28.2,87.3,2025-06-12T00:31:08.480Z,2025-06-12T01:06:03Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768922707,141,92.1,5768922711,213,0.46,5768922713,15,,5768922709,212,7.3,5768922705,140,34.4,5768922703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245745,163,1,1,22,20,83cpn99fh7ulkwe8nezy8a3mx,0,63.4,11.5,2025-06-12T00:31:12.801Z,2025-06-12T01:07:53Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5768923289,155,,5768923293,141,19.5,5768923295,212,5.4,5768923291,140,63.5,5768924265,236,,5768922763,56,Right,5768924271,286,,5768923297,213,1.55,5768924267,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245753,138,74,1,22,20,daicfonrbj124lu2la2rctxck,1,32.7,95.4,2025-06-12T00:31:12.802Z,2025-06-12T03:03:25Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5768924275,233,163,5768922813,56,Back,5768924263,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245741,162,43,1,22,20,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-12T00:31:13.226Z,2025-06-12T01:07:18Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5768944149,144,3,5768922743,56,Right,5768922745,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245737,137,50,1,22,21,daicfonrbj124lu2la2rctxck,1,38.6,87.6,2025-06-12T00:31:13.360Z,2025-06-12T01:08:59Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768944019,286,,5768922735,56,Back,5768944047,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245861,165,7,1,22,21,83cpn99fh7ulkwe8nezy8a3mx,0,61.4,12.4,2025-06-12T00:31:13.361Z,2025-06-12T01:08:59Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5768944027,233,137,5768923415,285,,5768923413,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822249539,370,1,1,22,24,83cpn99fh7ulkwe8nezy8a3mx,0,64.2,9.0,2025-06-12T00:31:16.251Z,2025-06-12T01:07:49Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5768944353,141,7.4,5768944351,140,66.3,5768944357,213,5.82,5768944355,212,2.5,5768944349,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245755,139,4,1,22,25,daicfonrbj124lu2la2rctxck,1,40.0,86.0,2025-06-12T00:31:18.025Z,2025-06-12T01:07:49Z,4vdbw63j0s7npezknabq6p7xm,J. Brito,,,5768922837,233,164,5768922825,13,,5768922831,265,,5768922829,152,,5768922833,286,,5768922827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245749,164,4,1,22,25,83cpn99fh7ulkwe8nezy8a3mx,0,60.0,14.0,2025-06-12T00:31:18.026Z,2025-06-12T00:31:24Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5768922783,56,Right,5768922789,285,,5768922855,233,139,5768922787,265,,5768922785,152,,5768922781,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245773,140,1,1,22,34,daicfonrbj124lu2la2rctxck,1,34.5,76.2,2025-06-12T00:31:26.912Z,2025-06-12T01:08:02Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768922933,141,42.2,5768922927,152,,5768922931,140,32.6,5768922935,212,23.2,5768922929,56,Back,5768922925,5,,5768922937,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245779,141,1,1,22,38,daicfonrbj124lu2la2rctxck,1,31.3,35.8,2025-06-12T00:31:30.774Z,2025-06-12T00:31:36Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768922987,212,18.1,5768922985,141,56.7,5768922981,56,Back,5768922983,140,41.9,5768922989,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245787,142,1,1,22,43,daicfonrbj124lu2la2rctxck,1,47.2,63.3,2025-06-12T00:31:35.495Z,2025-06-12T00:31:37Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768923021,212,20.6,5768923015,56,Left,5768923023,213,1.32,5768923017,140,52.1,5768923019,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245791,143,1,1,22,45,daicfonrbj124lu2la2rctxck,1,48.7,93.0,2025-06-12T00:31:37.318Z,2025-06-12T00:31:44Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5768923043,140,36.8,5768923049,213,4.08,5768923045,141,67.8,5768923047,212,21.2,5768923041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245795,144,1,1,22,52,daicfonrbj124lu2la2rctxck,1,35.9,65.3,2025-06-12T00:31:44.791Z,2025-06-12T00:31:46Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768923065,56,Back,5768923069,141,75.6,5768923071,212,8.8,5768923067,140,41.0,5768923073,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245799,145,1,1,22,53,daicfonrbj124lu2la2rctxck,1,41.0,75.6,2025-06-12T00:31:45.951Z,2025-06-12T00:31:47Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768923091,213,4.07,5768923087,141,68.4,5768923085,140,37.5,5768923083,56,Back,5768923089,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245807,146,1,1,22,55,daicfonrbj124lu2la2rctxck,1,37.5,68.4,2025-06-12T00:31:47.383Z,2025-06-12T00:31:49Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768923129,56,Back,5768923131,140,39.9,5768923135,212,7.6,5768923133,141,78.9,5768923137,213,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245813,147,1,1,22,57,daicfonrbj124lu2la2rctxck,1,39.9,79.2,2025-06-12T00:31:49.703Z,2025-06-12T00:31:52Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,,5768923165,213,4.01,5768923161,141,67.4,5768923163,212,10.5,5768923159,140,33.4,5768923157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245817,148,1,1,23,0,daicfonrbj124lu2la2rctxck,1,33.7,63.5,2025-06-12T00:31:52.583Z,2025-06-12T00:31:54Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768923183,56,Back,5768923189,212,21.3,5768923191,213,4.88,5768923185,140,37.1,5768923187,141,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245827,150,1,1,23,3,daicfonrbj124lu2la2rctxck,1,34.9,29.0,2025-06-12T00:31:55.478Z,2025-06-12T00:31:57Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768923207,213,5.41,5768923199,56,Back,5768923203,141,8.3,5768923205,212,18.3,5768923201,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245829,151,1,1,23,5,daicfonrbj124lu2la2rctxck,1,46.1,8.3,2025-06-12T00:31:57.575Z,2025-06-12T00:31:59Z,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,,,5768923219,212,16.0,5768923217,141,20.2,5768923213,56,Back,5768923215,140,33.0,5768923221,213,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245833,152,1,1,23,7,daicfonrbj124lu2la2rctxck,1,33.0,20.2,2025-06-12T00:31:59.471Z,2025-06-12T00:32:02Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5768923245,213,1.68,5768923241,141,62.4,5768923243,212,28.9,5768923239,140,29.9,5768923237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822245841,153,1,1,23,10,daicfonrbj124lu2la2rctxck,1,34.7,62.0,2025-06-12T00:32:02.855Z,2025-06-12T00:32:08Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5768923279,140,38.7,5768923277,56,Back,5768923281,141,80.0,5768923285,213,1.24,5768923283,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
