id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/13/value
2823676645,153,1,1,16,33,b1rpb2ox52uxcmjrsnqd95pk5,0,67.7,10.4,2025-06-21T20:23:21.730Z,2025-06-21T20:23:22Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5776935967,213,0.19,5776935961,140,72.1,5776935959,56,Right,5776935965,212,4.7,5776935963,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676653,114,61,1,16,34,bu5w8wprynlj9mvphvy8sd94f,1,17.4,86.3,2025-06-21T20:23:23.129Z,2025-06-21T20:23:23Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776936007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676671,116,1,1,16,36,bu5w8wprynlj9mvphvy8sd94f,1,18.3,84.7,2025-06-21T20:23:24.777Z,2025-06-21T20:28:12Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5776936083,56,Back,5776936089,212,4.6,5776936091,213,1.27,5776936085,140,19.6,5776936087,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676673,117,3,1,16,38,bu5w8wprynlj9mvphvy8sd94f,0,21.4,91.2,2025-06-21T20:23:26.177Z,2025-06-21T20:23:32Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776936153,233,154,5776936095,56,Back,5776936097,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676683,154,7,1,16,38,b1rpb2ox52uxcmjrsnqd95pk5,1,78.6,8.8,2025-06-21T20:23:26.178Z,2025-06-21T20:23:31Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776936147,233,117,5776936141,167,,5776936145,286,,5776936143,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676685,118,5,1,16,39,bu5w8wprynlj9mvphvy8sd94f,1,21.8,101.0,2025-06-21T20:23:27.346Z,2025-06-21T22:28:15Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776936155,56,Back,5776936229,233,155,5776936157,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676701,155,5,1,16,39,b1rpb2ox52uxcmjrsnqd95pk5,0,78.2,-1.0,2025-06-21T20:23:27.346Z,2025-06-21T22:28:15Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776936227,347,,5776936225,56,Right,5776936251,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676831,119,1,1,17,1,bu5w8wprynlj9mvphvy8sd94f,0,22.4,100.0,2025-06-21T20:23:49.641Z,2025-06-21T20:23:52Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776936977,56,Back,5776936975,107,,5776936985,213,6.27,5776936981,141,100.0,5776936979,140,37.6,5776936983,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676833,120,5,1,17,4,bu5w8wprynlj9mvphvy8sd94f,0,41.0,100.8,2025-06-21T20:23:52.778Z,2025-06-21T22:28:16Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776937139,233,156,5776936995,56,Back,5776936997,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676855,156,5,1,17,4,b1rpb2ox52uxcmjrsnqd95pk5,1,59.0,-0.8,2025-06-21T20:23:52.778Z,2025-06-21T22:28:15Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776937109,347,,5776937107,56,Right,5776937131,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676901,157,1,1,17,8,b1rpb2ox52uxcmjrsnqd95pk5,1,55.8,0.0,2025-06-21T20:23:56.809Z,2025-06-21T21:07:22Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776937323,212,10.5,5776937321,141,8.6,5776937319,140,63.2,5776937317,56,Right,5776937325,213,0.73,5776937315,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823688795,357,1,1,17,9,b1rpb2ox52uxcmjrsnqd95pk5,1,69.5,8.0,2025-06-21T20:23:57.177Z,2025-06-21T20:57:40Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5777002317,140,79.5,5777002323,213,0.19,5777002315,56,Right,5777002319,141,10.9,5777002321,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823689775,360,1,1,17,10,b1rpb2ox52uxcmjrsnqd95pk5,1,76.1,25.5,2025-06-21T20:23:58.177Z,2025-06-21T21:07:20Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5777007717,189,,5777007725,212,9.3,5777007727,213,5.49,5777007723,141,15.8,5777007719,56,Right,5777007721,140,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823689809,361,61,1,17,11,b1rpb2ox52uxcmjrsnqd95pk5,1,90.6,14.1,2025-06-21T20:23:59.177Z,2025-06-21T21:07:50Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5777007925,189,,5777007921,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676907,158,3,1,17,15,b1rpb2ox52uxcmjrsnqd95pk5,0,89.6,18.2,2025-06-21T20:24:03.779Z,2025-06-21T20:57:55Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5776937345,286,,5776937411,233,121,5776937343,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676913,121,7,1,17,15,bu5w8wprynlj9mvphvy8sd94f,1,10.4,81.8,2025-06-21T20:24:03.780Z,2025-06-21T20:28:24Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776937365,285,,5776937363,56,Back,5776937383,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676947,122,1,1,17,16,bu5w8wprynlj9mvphvy8sd94f,1,5.2,82.6,2025-06-21T20:24:04.521Z,2025-06-21T20:24:09Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776937573,212,9.3,5776937571,141,93.0,5776937569,140,10.9,5776937567,56,Back,5776937575,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676949,123,4,1,17,19,bu5w8wprynlj9mvphvy8sd94f,1,14.8,92.7,2025-06-21T20:24:08.081Z,2025-06-21T22:19:18Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5776937595,56,Back,5776937743,233,159,5776937597,152,,5776937599,265,,5776937593,13,,5776937601,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823676971,159,4,1,17,19,b1rpb2ox52uxcmjrsnqd95pk5,0,85.2,7.3,2025-06-21T20:24:08.082Z,2025-06-21T22:19:18Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5776937713,56,Right,5776937719,286,,5776937775,233,123,5776937711,13,,5776937715,152,,5776937717,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677249,125,1,1,18,2,bu5w8wprynlj9mvphvy8sd94f,1,10.1,90.5,2025-06-21T20:24:50.330Z,2025-06-21T20:24:53Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5776939411,1,,5776939407,212,28.3,5776939399,152,,5776939405,141,85.3,5776939395,5,,5776939401,56,Back,5776939397,157,,5776939409,213,6.16,5776939403,140,,,,36.8,,,,,,,,,,,,,,,,,,,,,
2823677255,126,44,1,18,5,bu5w8wprynlj9mvphvy8sd94f,1,40.8,84.6,2025-06-21T20:24:53.633Z,2025-06-21T20:24:57Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5776939433,285,,5776939435,233,160,5776939431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677253,160,44,1,18,5,b1rpb2ox52uxcmjrsnqd95pk5,0,59.2,15.4,2025-06-21T20:24:53.634Z,2025-06-21T20:24:57Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5776939441,233,126,5776939427,56,Right,5776939429,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677275,127,1,1,18,5,bu5w8wprynlj9mvphvy8sd94f,1,36.8,85.3,2025-06-21T20:24:53.929Z,2025-06-21T20:28:54Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5776939525,3,,5776939537,213,5.95,5776939535,212,3.6,5776939527,168,,5776939531,140,40.0,5776939529,56,Back,5776939533,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677277,128,4,1,18,6,bu5w8wprynlj9mvphvy8sd94f,1,43.8,78.4,2025-06-21T20:24:55.105Z,2025-06-21T22:19:19Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5776939555,286,,5776939695,265,,5776939693,152,,5776939553,56,Back,5776939691,13,,5776940439,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677299,161,4,1,18,6,b1rpb2ox52uxcmjrsnqd95pk5,0,56.2,21.6,2025-06-21T20:24:55.106Z,2025-06-21T22:19:19Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5776939761,13,,5776940443,233,128,5776939767,265,,5776939763,56,Center,5776939769,285,,5776939765,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677377,129,1,1,18,31,bu5w8wprynlj9mvphvy8sd94f,1,40.5,77.5,2025-06-21T20:25:19.576Z,2025-06-21T20:25:21Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5776940211,141,83.9,5776940207,56,Back,5776940205,152,,5776940213,212,12.5,5776940209,140,29.3,5776940203,5,,5776940215,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677391,130,1,1,18,33,bu5w8wprynlj9mvphvy8sd94f,1,25.9,85.6,2025-06-21T20:25:21.800Z,2025-06-21T20:25:23Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5776940287,140,35.9,5776940293,213,0.52,5776940291,212,12.1,5776940285,56,Back,5776940289,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677423,131,1,1,18,34,bu5w8wprynlj9mvphvy8sd94f,1,37.3,94.5,2025-06-21T20:25:23.024Z,2025-06-21T20:25:27Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5776940461,56,Back,5776940467,212,13.0,5776940463,140,25.9,5776940465,141,86.9,5776940469,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677435,132,1,1,18,38,bu5w8wprynlj9mvphvy8sd94f,0,24.6,87.8,2025-06-21T20:25:26.744Z,2025-06-21T20:25:28Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5776940525,56,Center,5776940527,140,55.5,5776940535,1,,5776940523,155,,5776940531,212,35.2,5776940529,141,67.9,5776940533,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677449,162,1,1,18,40,b1rpb2ox52uxcmjrsnqd95pk5,0,32.6,40.9,2025-06-21T20:25:28.761Z,2025-06-21T20:25:32Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5776940607,140,40.2,5776940611,212,16.6,5776940613,213,5.21,5776940605,56,Back,5776940609,141,19.5,5776940603,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677489,133,1,1,18,44,bu5w8wprynlj9mvphvy8sd94f,1,32.8,87.5,2025-06-21T20:25:32.785Z,2025-06-21T20:25:38Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776940807,56,Back,5776940811,141,90.3,5776940809,140,21.5,5776940813,212,12.0,5776940815,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677495,134,61,1,18,49,bu5w8wprynlj9mvphvy8sd94f,1,5.9,89.3,2025-06-21T20:25:37.936Z,2025-06-21T20:59:28Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5776940821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677497,135,5,1,18,50,bu5w8wprynlj9mvphvy8sd94f,0,12.7,101.0,2025-06-21T20:25:38.482Z,2025-06-21T22:28:17Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5776940831,56,Back,5776940833,347,,5776940995,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677523,163,5,1,18,50,b1rpb2ox52uxcmjrsnqd95pk5,1,87.3,-1.0,2025-06-21T20:25:38.482Z,2025-06-21T22:28:16Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776940975,233,135,5776940973,347,,5776940971,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677531,164,1,1,18,58,b1rpb2ox52uxcmjrsnqd95pk5,1,85.3,0.0,2025-06-21T20:25:46.354Z,2025-06-21T21:01:32Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5776941019,213,1.69,5776941013,140,84.5,5776941011,56,Right,5776941015,141,8.6,5776941009,107,,5776941017,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677533,165,43,1,18,59,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-06-21T20:25:47.329Z,2025-06-21T21:00:39Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5777005003,144,1,5776941035,156,0,5776941027,141,4.4,5776941025,140,88.3,5776941023,56,Right,5776941031,213,5.66,5776941029,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823689443,359,1,1,19,0,b1rpb2ox52uxcmjrsnqd95pk5,1,90.6,16.8,2025-06-21T20:25:48.177Z,2025-06-21T21:06:42Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5777005797,56,Right,5777007465,156,,5777005801,141,9.0,5777005805,213,4.44,5777005799,140,89.2,5777005803,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677541,166,3,1,19,1,b1rpb2ox52uxcmjrsnqd95pk5,0,90.7,6.0,2025-06-21T20:25:50.033Z,2025-06-21T23:55:19Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5776941155,233,136,5776941063,286,,5776941061,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677553,136,7,1,19,1,bu5w8wprynlj9mvphvy8sd94f,1,9.3,94.0,2025-06-21T20:25:50.034Z,2025-06-21T23:55:18Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776941099,167,,5776941103,285,,5776941101,56,Back,5776941123,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677589,137,5,1,19,3,bu5w8wprynlj9mvphvy8sd94f,0,8.7,101.6,2025-06-21T20:25:51.577Z,2025-06-21T22:28:17Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776941263,233,167,5776941257,347,,5776941255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677577,167,5,1,19,3,b1rpb2ox52uxcmjrsnqd95pk5,1,91.3,-1.6,2025-06-21T20:25:51.577Z,2025-06-21T22:28:17Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5776941203,56,Right,5776941259,233,137,5776941205,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677685,168,1,1,19,10,b1rpb2ox52uxcmjrsnqd95pk5,1,76.0,0.0,2025-06-21T20:25:58.826Z,2025-06-21T20:26:09Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776941771,140,65.3,5776941769,56,Right,5776941773,141,6.2,5776941777,213,2.70,5776941775,212,12.4,5776941767,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677651,138,83,1,19,16,bu5w8wprynlj9mvphvy8sd94f,0,19.6,88.7,2025-06-21T20:26:04.232Z,2025-06-21T20:58:13Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5777002907,399,b3ktzeb8cz6vl5snbrtnpzw4q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677689,169,61,1,19,21,b1rpb2ox52uxcmjrsnqd95pk5,0,62.7,4.9,2025-06-21T20:26:09.514Z,2025-06-21T20:27:21Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5776941785,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677687,139,5,1,19,22,bu5w8wprynlj9mvphvy8sd94f,1,30.8,101.2,2025-06-21T20:26:10.946Z,2025-06-21T22:28:18Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5776941851,233,170,5776941783,347,,5776941781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677701,170,5,1,19,22,b1rpb2ox52uxcmjrsnqd95pk5,0,69.2,-1.2,2025-06-21T20:26:10.946Z,2025-06-21T20:58:13Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5776941865,233,139,5776941849,347,,5776941847,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677857,140,1,1,19,43,bu5w8wprynlj9mvphvy8sd94f,0,21.7,100.0,2025-06-21T20:26:31.768Z,2025-06-21T20:26:34Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776942719,141,87.7,5776942715,56,Back,5776942713,107,,5776942721,212,25.1,5776942725,1,,5776942717,140,44.0,5776942723,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677889,172,1,1,19,44,b1rpb2ox52uxcmjrsnqd95pk5,0,49.8,10.0,2025-06-21T20:26:32.370Z,2025-06-21T21:07:12Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776942897,140,55.6,5776942895,56,Right,5776942905,1,,5776942901,212,8.2,5776942903,213,0.73,5776942893,157,,5776942899,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677879,141,1,1,19,48,bu5w8wprynlj9mvphvy8sd94f,1,32.2,84.2,2025-06-21T20:26:36.800Z,2025-06-21T20:26:37Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5776942833,212,7.5,5776942827,56,Back,5776942835,213,2.18,5776942831,141,93.3,5776942829,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677917,142,1,1,19,49,bu5w8wprynlj9mvphvy8sd94f,0,27.6,93.8,2025-06-21T20:26:37.832Z,2025-06-21T20:26:43Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776943075,141,81.8,5776943079,213,5.97,5776943073,140,51.4,5776943077,212,26.3,5776943069,157,,5776943081,1,,5776943071,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677883,171,1,1,19,50,b1rpb2ox52uxcmjrsnqd95pk5,1,41.9,11.9,2025-06-21T20:26:38.426Z,2025-06-21T21:06:43Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5776942851,3,,5776942853,56,Back,5776942859,212,8.4,5776942861,213,6.13,5776942857,141,10.0,5776942855,140,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677911,173,44,1,19,52,b1rpb2ox52uxcmjrsnqd95pk5,1,44.6,15.6,2025-06-21T20:26:40.921Z,2025-06-21T22:19:36Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5776943163,233,143,5776943047,56,Back,5776943049,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677927,143,44,1,19,52,bu5w8wprynlj9mvphvy8sd94f,0,55.4,84.4,2025-06-21T20:26:40.922Z,2025-06-21T22:19:37Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5776943117,286,,5776943115,56,Left,5776943191,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677915,174,1,1,19,53,b1rpb2ox52uxcmjrsnqd95pk5,0,36.6,14.3,2025-06-21T20:26:41.241Z,2025-06-21T20:26:42Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5776943063,141,0.0,5776943057,3,,5776943065,212,12.5,5776943059,56,Back,5776943061,140,42.8,5776943067,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677945,144,5,1,19,53,bu5w8wprynlj9mvphvy8sd94f,1,55.6,101.4,2025-06-21T20:26:41.968Z,2025-06-21T22:28:18Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5776943221,56,Left,5776943223,347,,5776943231,233,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823677921,175,5,1,19,53,b1rpb2ox52uxcmjrsnqd95pk5,0,44.4,-1.4,2025-06-21T20:26:41.968Z,2025-06-21T22:28:18Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5776943277,233,144,5776943091,347,,5776943089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678119,145,79,1,20,26,bu5w8wprynlj9mvphvy8sd94f,0,0.0,0.0,2025-06-21T20:27:14.768Z,2025-06-21T20:27:14Z,,,,,5776944107,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678241,146,79,1,20,45,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-06-21T20:27:33.328Z,2025-06-21T20:27:33Z,,,,,5776944815,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678317,147,5,1,20,51,bu5w8wprynlj9mvphvy8sd94f,0,13.0,101.7,2025-06-21T20:27:39.948Z,2025-06-21T22:28:19Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5776945165,347,,5776945163,56,Back,5776945283,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678327,176,5,1,20,51,b1rpb2ox52uxcmjrsnqd95pk5,1,87.0,-1.7,2025-06-21T20:27:39.948Z,2025-06-21T20:27:45Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5776945297,233,147,5776945197,347,,5776945219,189,,5776945195,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678363,177,1,1,20,54,b1rpb2ox52uxcmjrsnqd95pk5,1,84.6,0.0,2025-06-21T20:27:42.753Z,2025-06-21T20:27:45Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5776945431,56,Right,5776945429,107,,5776945433,140,89.3,5776945439,213,1.10,5776945437,212,10.9,5776945435,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678367,178,50,1,20,56,b1rpb2ox52uxcmjrsnqd95pk5,1,90.8,12.6,2025-06-21T20:27:44.882Z,2025-06-21T23:55:20Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5776945471,233,148,5776945457,286,,5776945455,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678357,148,7,1,20,56,bu5w8wprynlj9mvphvy8sd94f,0,9.2,87.4,2025-06-21T20:27:44.883Z,2025-06-21T23:55:19Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5776945411,285,,5776945459,233,178,5776945409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678379,179,1,1,20,58,b1rpb2ox52uxcmjrsnqd95pk5,1,80.1,15.5,2025-06-21T20:27:46.402Z,2025-06-21T20:27:48Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5776945521,56,Right,5776945529,213,3.60,5776945523,140,72.9,5776945527,212,8.4,5776945525,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678409,180,1,1,21,0,b1rpb2ox52uxcmjrsnqd95pk5,1,70.9,12.5,2025-06-21T20:27:48.289Z,2025-06-21T20:27:51Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5776945631,140,60.3,5776945637,213,2.57,5776945629,56,Center,5776945633,141,23.1,5776945635,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678429,181,1,1,21,3,b1rpb2ox52uxcmjrsnqd95pk5,1,56.8,32.1,2025-06-21T20:27:51.361Z,2025-06-21T20:27:53Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5776945767,213,1.58,5776945761,140,56.6,5776945759,56,Center,5776945765,212,20.3,5776945763,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678457,182,1,1,21,5,b1rpb2ox52uxcmjrsnqd95pk5,1,56.6,62.0,2025-06-21T20:27:53.537Z,2025-06-21T20:27:57Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5776945923,213,6.07,5776945917,140,64.7,5776945921,212,8.7,5776945919,141,59.3,5776945915,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678461,183,4,1,21,9,b1rpb2ox52uxcmjrsnqd95pk5,1,67.3,65.3,2025-06-21T20:27:57.575Z,2025-06-21T20:28:02Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5776945967,56,Center,5776946003,233,149,5776945965,13,,5776945973,286,,5776945969,152,,5776945971,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678453,149,4,1,21,9,bu5w8wprynlj9mvphvy8sd94f,0,32.7,34.7,2025-06-21T20:27:57.576Z,2025-06-21T20:28:03Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5776945959,152,,5776945961,265,,5776945955,13,,5776946027,233,183,5776945963,285,,5776945957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823678867,185,1,1,21,58,b1rpb2ox52uxcmjrsnqd95pk5,0,64.1,68.5,2025-06-21T20:28:47.153Z,2025-06-21T20:29:12Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5776948079,213,5.83,5776948073,140,100.0,5776948069,152,,5776948071,56,Center,5776948081,1,,5776948067,155,,5776948075,141,40.7,5776948065,5,,5776948077,212,,,,43.1,,,,,,,,,,,,,,,,,,,,,
