id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823356787,217,5,1,20,3,e3k8yw2rbmphyfu5htn4yi5jk,0,82.8,-1.2,2025-06-18T23:26:46.673Z,2025-06-19T01:18:21Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775151999,347,,5775152119,233,133,5775151997,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356809,134,1,1,20,40,bu5w8wprynlj9mvphvy8sd94f,1,24.2,100.0,2025-06-18T23:27:23.581Z,2025-06-18T23:27:28Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5775152135,212,13.5,5775152131,140,34.4,5775152133,141,89.3,5775152137,213,5.63,5775152127,107,,5775152129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356811,135,50,1,20,45,bu5w8wprynlj9mvphvy8sd94f,1,36.0,87.4,2025-06-18T23:27:27.833Z,2025-06-18T23:28:21Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5775152143,286,,5775152141,56,Back,5775152371,233,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356813,218,7,1,20,45,e3k8yw2rbmphyfu5htn4yi5jk,1,64.0,12.6,2025-06-18T23:27:27.834Z,2025-06-18T23:28:22Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5775152147,285,,5775152145,56,Right,5775152375,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356815,219,1,1,20,46,e3k8yw2rbmphyfu5htn4yi5jk,1,61.4,15.2,2025-06-18T23:27:28.795Z,2025-06-18T23:27:33Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5775152157,56,Back,5775152159,140,47.0,5775152161,141,17.1,5775152165,213,3.06,5775152163,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356819,221,1,1,20,47,e3k8yw2rbmphyfu5htn4yi5jk,1,46.9,17.0,2025-06-18T23:27:30.163Z,2025-06-18T23:27:36Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5775152169,56,Back,5775152171,140,40.8,5775152175,212,14.7,5775152173,141,36.4,5775152177,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356821,222,1,1,20,53,e3k8yw2rbmphyfu5htn4yi5jk,1,43.1,43.3,2025-06-18T23:27:36.018Z,2025-06-18T23:27:39Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5775152181,56,Center,5775152185,141,28.6,5775152183,140,52.3,5775152189,213,5.48,5775152187,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356829,223,1,1,20,56,e3k8yw2rbmphyfu5htn4yi5jk,1,50.2,33.7,2025-06-18T23:27:39.466Z,2025-06-18T23:28:05Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,1.0,,5775152289,210,15,5775152217,212,30.6,5775152219,213,5.57,5775152215,141,4.3,5775152211,56,Right,5775152213,140,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356827,136,45,1,21,0,bu5w8wprynlj9mvphvy8sd94f,0,28.3,78.6,2025-06-18T23:27:43.037Z,2025-06-19T01:19:25Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5775152251,233,224,5775152207,56,Back,5775152209,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356831,224,3,1,21,0,e3k8yw2rbmphyfu5htn4yi5jk,1,71.7,21.4,2025-06-18T23:27:43.037Z,2025-06-19T01:19:24Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775152223,56,Center,5775152225,286,,5775152247,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356835,225,15,1,21,3,e3k8yw2rbmphyfu5htn4yi5jk,1,77.6,28.9,2025-06-18T23:27:45.859Z,2025-06-19T01:38:09Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775152299,55,223,5775152297,29,,5775152303,102,47.8,5775234575,80,,5775152307,215,,5775152309,146,98.1,5775152237,18,,5775152239,56,Center,5775152305,103,13.3,5775152235,22,,5775152311,147,5775152315,233,137,5775152271,72,,,,,,,,,,,,46.2,,,,,
2823356833,137,10,1,21,3,bu5w8wprynlj9mvphvy8sd94f,1,2.4,51.5,2025-06-18T23:27:45.959Z,2025-06-18T23:28:06Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5775152321,233,225,5775152229,178,,5775152227,173,,5775152231,182,,5775152233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356839,138,6,1,21,6,bu5w8wprynlj9mvphvy8sd94f,0,0.0,65.2,2025-06-18T23:27:48.956Z,2025-06-19T01:19:04Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5775152269,233,226,5775152255,56,Back,5775152257,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356837,226,6,1,21,6,e3k8yw2rbmphyfu5htn4yi5jk,1,100.0,34.8,2025-06-18T23:27:48.956Z,2025-06-18T23:27:53Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775152263,233,138,5775152259,56,Center,5775152261,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356861,227,1,1,21,51,e3k8yw2rbmphyfu5htn4yi5jk,0,99.5,0.5,2025-06-18T23:28:33.706Z,2025-06-18T23:28:38Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775152449,212,43.3,5775152447,141,64.2,5775152435,2,,5775152451,213,1.54,5775152443,56,Center,5775152445,140,100.0,5775152453,1,,5775152441,223,,5775152439,155,,5775152437,6,,,,,,,,,,,,,,,,,,,,,,,,,
2823356881,139,5,1,21,54,bu5w8wprynlj9mvphvy8sd94f,1,-0.9,34.8,2025-06-18T23:28:36.800Z,2025-06-19T01:18:22Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5775152527,56,Back,5775152529,346,,5775152535,233,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356867,228,5,1,21,54,e3k8yw2rbmphyfu5htn4yi5jk,0,100.9,65.2,2025-06-18T23:28:36.800Z,2025-06-19T01:18:22Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775152473,346,,5775152471,56,Center,5775152543,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356885,140,1,1,22,8,bu5w8wprynlj9mvphvy8sd94f,1,2.4,51.8,2025-06-18T23:28:51.501Z,2025-06-18T23:29:17Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5775152553,56,Back,5775152565,237,,5775152561,213,5.00,5775152559,212,14.8,5775152557,141,30.9,5775152779,189,,5775152555,140,6.4,5775152551,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356887,141,1,1,22,12,bu5w8wprynlj9mvphvy8sd94f,1,10.1,41.2,2025-06-18T23:28:55.653Z,2025-06-18T23:28:57Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5775152583,212,16.0,5775152577,56,Back,5775152579,140,14.8,5775152585,213,1.26,5775152581,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356893,142,1,1,22,14,bu5w8wprynlj9mvphvy8sd94f,0,14.8,63.6,2025-06-18T23:28:57.388Z,2025-06-18T23:28:59Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5775152613,141,12.8,5775152609,56,Back,5775152607,157,,5775152617,213,5.39,5775152619,1,,5775152611,140,41.1,5775152615,212,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356891,229,44,1,22,15,e3k8yw2rbmphyfu5htn4yi5jk,1,56.6,86.0,2025-06-18T23:28:58.649Z,2025-06-19T01:19:29Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5775152627,233,143,5775152605,286,,5775152603,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356895,143,44,1,22,15,bu5w8wprynlj9mvphvy8sd94f,0,43.4,14.0,2025-06-18T23:28:58.650Z,2025-06-19T01:19:29Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5775152631,233,229,5775152625,285,,5775152623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356897,230,1,1,22,16,e3k8yw2rbmphyfu5htn4yi5jk,0,52.7,84.1,2025-06-18T23:28:58.947Z,2025-06-18T23:29:02Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5775152635,3,,5775152643,212,18.6,5775152641,141,79.7,5775152645,213,6.12,5775152639,140,70.2,5775152637,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356901,144,44,1,22,19,bu5w8wprynlj9mvphvy8sd94f,1,29.7,18.6,2025-06-18T23:29:01.961Z,2025-06-19T01:19:30Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775152655,285,,5775152669,233,231,5775152653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356899,231,44,1,22,19,e3k8yw2rbmphyfu5htn4yi5jk,0,70.3,81.4,2025-06-18T23:29:01.962Z,2025-06-19T01:19:30Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5775152675,233,144,5775152651,286,,5775152649,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356907,145,1,1,22,19,bu5w8wprynlj9mvphvy8sd94f,0,29.0,15.9,2025-06-18T23:29:01.983Z,2025-06-19T00:21:29Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775152679,3,,5775152681,56,Back,5775152685,141,14.0,5775152687,212,2.7,5775152689,213,5.79,5775152683,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356905,232,61,1,22,20,e3k8yw2rbmphyfu5htn4yi5jk,1,69.7,79.7,2025-06-18T23:29:03.081Z,2025-06-18T23:29:03Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5775152673,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356913,146,4,1,22,22,bu5w8wprynlj9mvphvy8sd94f,1,28.6,22.0,2025-06-18T23:29:04.800Z,2025-06-18T23:29:09Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775152721,285,,5775152715,56,Back,5775152723,233,233,5775152713,13,,5775152717,152,,5775152719,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356909,233,4,1,22,22,e3k8yw2rbmphyfu5htn4yi5jk,0,71.4,78.0,2025-06-18T23:29:04.801Z,2025-06-18T23:29:10Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5775152729,233,146,5775152703,13,,5775152709,265,,5775152707,152,,5775152711,286,,5775152705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356971,147,1,1,23,30,bu5w8wprynlj9mvphvy8sd94f,1,29.1,25.3,2025-06-18T23:30:12.968Z,2025-06-18T23:32:36Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5775154287,189,,5775153057,56,Center,5775153059,140,65.1,5775153061,141,37.0,5775153065,213,0.21,5775153053,157,,5775153063,212,38.6,5775153055,152,,5775153051,5,,5775153067,1,,,,,,,,,,,,,,,,,,,,,,,,,
2823356975,148,44,1,23,31,bu5w8wprynlj9mvphvy8sd94f,1,70.0,38.2,2025-06-18T23:30:14.487Z,2025-06-18T23:30:19Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5775153077,286,,5775153075,56,Center,5775153097,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356973,234,44,1,23,31,e3k8yw2rbmphyfu5htn4yi5jk,0,30.0,61.8,2025-06-18T23:30:14.488Z,2025-06-18T23:30:18Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5775153073,285,,5775153071,56,Back,5775153115,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356977,149,1,1,23,32,bu5w8wprynlj9mvphvy8sd94f,0,65.1,37.0,2025-06-18T23:30:14.774Z,2025-06-18T23:30:15Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5775153083,56,Center,5775153089,212,1.3,5775153091,213,5.24,5775153087,141,35.4,5775153079,3,,5775153081,168,,5775153085,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356979,235,61,1,23,32,e3k8yw2rbmphyfu5htn4yi5jk,1,26.8,61.1,2025-06-18T23:30:15.395Z,2025-06-18T23:30:15Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5775153095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356983,236,1,1,23,34,e3k8yw2rbmphyfu5htn4yi5jk,1,33.2,68.2,2025-06-18T23:30:17.009Z,2025-06-18T23:38:31Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5775153119,56,Back,5775153117,157,,5775153123,141,85.1,5775153127,213,2.31,5775153129,1,,5775153125,212,15.6,5775153121,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356985,237,1,1,23,35,e3k8yw2rbmphyfu5htn4yi5jk,0,23.2,84.8,2025-06-18T23:30:18.024Z,2025-06-18T23:38:33Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5775153133,3,,5775153141,212,11.5,5775153135,56,Back,5775153139,141,80.0,5775153137,140,33.7,5775153143,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356987,150,1,1,23,35,bu5w8wprynlj9mvphvy8sd94f,1,60.3,23.6,2025-06-18T23:30:18.252Z,2025-06-18T23:30:20Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5775153145,3,,5775153153,212,10.5,5775153151,141,8.2,5775153155,213,4.63,5775153149,140,59.5,5775153147,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823356995,151,1,1,23,37,bu5w8wprynlj9mvphvy8sd94f,1,59.5,6.2,2025-06-18T23:30:20.176Z,2025-06-18T23:32:50Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5775153185,140,61.8,5775153183,56,Right,5775153191,213,0.93,5775153189,212,4.1,5775153187,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357001,152,50,1,23,45,bu5w8wprynlj9mvphvy8sd94f,1,79.2,11.8,2025-06-18T23:30:27.859Z,2025-06-19T01:19:14Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5775153219,286,,5775153217,56,Right,5775153241,233,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357005,238,7,1,23,45,e3k8yw2rbmphyfu5htn4yi5jk,1,20.8,88.2,2025-06-18T23:30:27.860Z,2025-06-19T01:19:13Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5775153235,285,,5775153237,233,152,5775153233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357009,240,1,1,23,46,e3k8yw2rbmphyfu5htn4yi5jk,1,14.5,85.4,2025-06-18T23:30:29.272Z,2025-06-18T23:30:31Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5775153251,212,9.1,5775153247,140,11.9,5775153249,141,72.7,5775153253,213,4.41,5775153245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357013,241,1,1,23,47,e3k8yw2rbmphyfu5htn4yi5jk,1,11.9,72.7,2025-06-18T23:30:30.112Z,2025-06-18T23:30:31Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5775153271,140,24.6,5775153275,212,15.3,5775153269,56,Back,5775153277,213,0.51,5775153273,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357017,242,1,1,23,48,e3k8yw2rbmphyfu5htn4yi5jk,1,24.6,83.6,2025-06-18T23:30:30.895Z,2025-06-18T23:30:32Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5775153297,140,11.9,5775153299,141,90.8,5775153303,213,2.79,5775153295,56,Back,5775153301,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357019,243,1,1,23,49,e3k8yw2rbmphyfu5htn4yi5jk,0,11.9,90.8,2025-06-18T23:30:32.073Z,2025-06-18T23:30:32Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5775153307,157,,5775153309,56,Back,5775153313,141,73.6,5775153317,213,5.83,5775153319,1,,5775153311,140,35.0,5775153315,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357027,153,61,1,23,52,bu5w8wprynlj9mvphvy8sd94f,0,60.3,27.6,2025-06-18T23:30:35.124Z,2025-06-18T23:30:35Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5775153353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357029,244,1,1,23,52,e3k8yw2rbmphyfu5htn4yi5jk,0,32.6,69.3,2025-06-18T23:30:35.328Z,2025-06-18T23:30:36Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5775153361,212,10.1,5775153359,141,61.1,5775153357,140,40.6,5775153355,56,Back,5775153363,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357239,174,61,1,23,54,bu5w8wprynlj9mvphvy8sd94f,1,74.5,54.9,2025-06-18T23:30:37.556Z,2025-06-19T01:21:54Z,cyignmjprj3whvban361mclm2,D. Mercado,1.0,,5775154591,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357031,154,13,1,23,56,bu5w8wprynlj9mvphvy8sd94f,1,74.7,50.6,2025-06-18T23:30:39.469Z,2025-06-19T01:21:54Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5775153385,18,,5775153387,56,Center,5775153403,72,,5775222743,55,174,5775153415,230,98.1,5775153411,103,22.2,5775222741,29,,5775153417,231,50,5775153383,22,,5775153409,102,38.7,5775153407,75,5775222747,215,,,,,,,,,,,,,,,,,,,,
2823357033,155,5,1,24,0,bu5w8wprynlj9mvphvy8sd94f,0,100.6,39.8,2025-06-18T23:30:42.918Z,2025-06-19T01:18:23Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5775153401,346,,5775153399,56,Center,5775153429,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357035,245,5,1,24,0,e3k8yw2rbmphyfu5htn4yi5jk,1,-0.6,60.2,2025-06-18T23:30:42.918Z,2025-06-19T01:18:22Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5775153425,233,155,5775153421,346,,5775153419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357049,246,1,1,24,22,e3k8yw2rbmphyfu5htn4yi5jk,1,3.9,61.1,2025-06-18T23:31:04.879Z,2025-06-18T23:31:06Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5775153505,212,8.6,5775153501,140,4.4,5775153511,237,,5775153499,56,Back,5775153497,124,,5775153507,213,4.77,5775153513,189,,5775153503,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357051,247,1,1,24,23,e3k8yw2rbmphyfu5htn4yi5jk,1,4.4,48.4,2025-06-18T23:31:06.640Z,2025-06-18T23:31:07Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5775153515,56,Back,5775153521,212,31.8,5775153519,141,66.7,5775153517,140,32.3,5775153523,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357053,248,1,1,24,24,e3k8yw2rbmphyfu5htn4yi5jk,1,32.3,66.7,2025-06-18T23:31:07.631Z,2025-06-18T23:31:09Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5775153529,140,23.7,5775153527,56,Back,5775153533,212,21.5,5775153531,141,95.4,5775153535,213,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357059,249,1,1,24,26,e3k8yw2rbmphyfu5htn4yi5jk,1,23.7,95.4,2025-06-18T23:31:08.974Z,2025-06-18T23:31:12Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5775153569,213,5.88,5775153567,212,15.2,5775153565,141,86.6,5775153561,56,Back,5775153563,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357061,250,1,1,24,29,e3k8yw2rbmphyfu5htn4yi5jk,1,32.8,84.2,2025-06-18T23:31:12.263Z,2025-06-18T23:31:14Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5775153573,56,Back,5775153579,212,23.2,5775153577,141,52.2,5775153575,140,40.4,5775153581,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357077,251,1,1,24,31,e3k8yw2rbmphyfu5htn4yi5jk,1,40.2,52.2,2025-06-18T23:31:14.287Z,2025-06-18T23:31:19Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5775153659,212,24.2,5775153655,140,23.2,5775153657,141,28.2,5775153661,213,3.88,5775153653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357083,252,1,1,24,37,e3k8yw2rbmphyfu5htn4yi5jk,1,31.2,24.6,2025-06-18T23:31:19.887Z,2025-06-18T23:31:23Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5775153679,140,51.5,5775153677,56,Center,5775153685,213,0.50,5775153681,141,41.9,5775153683,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357089,253,43,1,24,40,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-06-18T23:31:23.056Z,2025-06-18T23:33:57Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775154569,144,3,5775153715,56,Center,5775153717,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357091,254,1,1,24,42,e3k8yw2rbmphyfu5htn4yi5jk,1,55.6,50.9,2025-06-18T23:31:25.567Z,2025-06-18T23:31:28Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5775153721,140,68.2,5775153725,212,27.5,5775153719,56,Left,5775153723,141,86.3,5775153727,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357095,255,1,1,24,46,e3k8yw2rbmphyfu5htn4yi5jk,0,81.7,90.0,2025-06-18T23:31:28.847Z,2025-06-18T23:31:30Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5775153753,212,22.4,5775153745,155,,5775153755,213,4.93,5775153751,141,57.9,5775153743,2,,5775153749,140,86.4,5775153747,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357101,157,12,1,24,48,bu5w8wprynlj9mvphvy8sd94f,1,11.8,43.1,2025-06-18T23:31:31.036Z,2025-06-18T23:31:36Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775153791,141,11.7,5775153795,213,5.40,5775153789,140,28.4,5775153787,56,Back,5775153793,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357107,158,1,1,24,53,bu5w8wprynlj9mvphvy8sd94f,1,28.5,11.7,2025-06-18T23:31:36.059Z,2025-06-18T23:31:38Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5775153825,212,17.3,5775153821,140,12.1,5775153819,56,Back,5775153817,3,,5775153827,213,3.24,5775153823,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357115,160,1,1,24,55,bu5w8wprynlj9mvphvy8sd94f,1,11.4,9.1,2025-06-18T23:31:38.171Z,2025-06-18T23:31:41Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,,5775153849,141,20.4,5775153847,140,34.7,5775153843,157,,5775153855,1,,5775153851,212,25.6,5775153853,213,0.30,5775153845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357117,161,4,1,24,58,bu5w8wprynlj9mvphvy8sd94f,1,35.6,19.0,2025-06-18T23:31:41.054Z,2025-06-18T23:31:46Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5775153883,152,,5775153889,233,256,5775153879,295,,5775153877,13,,5775153885,286,,5775153881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357111,256,4,1,24,58,e3k8yw2rbmphyfu5htn4yi5jk,0,64.4,81.0,2025-06-18T23:31:41.055Z,2025-06-18T23:31:47Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5775153873,152,,5775153869,295,,5775153867,13,,5775153909,233,161,5775153875,285,,5775153871,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357133,162,1,1,25,12,bu5w8wprynlj9mvphvy8sd94f,1,23.1,24.7,2025-06-18T23:31:55.418Z,2025-06-18T23:31:57Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5775153995,213,0.76,5775153991,141,71.1,5775153989,140,54.5,5775153987,56,Center,5775153983,5,,5775153985,152,,5775153997,1,,5775153993,212,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823357135,163,1,1,25,14,bu5w8wprynlj9mvphvy8sd94f,1,54.5,71.1,2025-06-18T23:31:57.515Z,2025-06-18T23:32:00Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5775154007,140,63.5,5775154009,141,82.3,5775154013,213,0.68,5775154005,56,Left,5775154011,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
