id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2788847699,211,1,1,25,22,5x54jbfk11lrsmipgsx7cdbai,1,62.0,71.5,2025-03-15T23:33:11.454Z,2025-03-15T23:33:12Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5584526921,141,76.6,5584526923,212,3.7,5584526919,140,60.9,5584526917,56,Center,5584526915,155,,5584526925,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847711,212,1,1,25,23,5x54jbfk11lrsmipgsx7cdbai,1,60.9,76.6,2025-03-15T23:33:12.438Z,2025-03-15T23:33:14Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5584526995,213,1.55,5584526987,56,Left,5584526991,141,92.1,5584526989,140,61.1,5584526993,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847731,213,1,1,25,24,5x54jbfk11lrsmipgsx7cdbai,1,61.1,92.1,2025-03-15T23:33:13.909Z,2025-03-15T23:33:15Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5584527089,141,80.5,5584527093,213,3.75,5584527091,212,13.8,5584527087,140,50.3,5584527085,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847737,214,1,1,25,26,5x54jbfk11lrsmipgsx7cdbai,1,49.4,80.0,2025-03-15T23:33:15.797Z,2025-03-15T23:33:16Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5584527117,213,5.13,5584527113,141,68.1,5584527115,212,8.8,5584527111,140,52.8,5584527109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847763,215,1,1,25,27,5x54jbfk11lrsmipgsx7cdbai,1,52.8,68.1,2025-03-15T23:33:16.775Z,2025-03-15T23:33:19Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5584527261,141,69.7,5584527259,140,33.2,5584527257,56,Back,5584527263,212,20.6,5584527265,213,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847793,216,1,1,25,30,5x54jbfk11lrsmipgsx7cdbai,1,32.3,60.0,2025-03-15T23:33:19.469Z,2025-03-15T23:33:23Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584527415,212,21.4,5584527413,141,28.6,5584527417,213,4.69,5584527409,56,Back,5584527411,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847815,217,1,1,25,33,5x54jbfk11lrsmipgsx7cdbai,1,33.7,24.6,2025-03-15T23:33:23.324Z,2025-03-15T23:33:26Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5584527527,141,50.4,5584527523,56,Back,5584527525,140,29.5,5584527529,212,18.1,5584527531,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847871,218,1,1,25,37,5x54jbfk11lrsmipgsx7cdbai,1,29.9,51.8,2025-03-15T23:33:26.582Z,2025-03-15T23:33:31Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584527825,56,Back,5584527827,140,30.3,5584527833,213,1.55,5584527831,212,17.8,5584527829,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847907,219,1,1,25,42,5x54jbfk11lrsmipgsx7cdbai,1,31.1,92.7,2025-03-15T23:33:31.525Z,2025-03-15T23:33:37Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5584528027,213,3.93,5584528025,212,34.6,5584528023,141,56.6,5584528029,1,,5584528019,56,Back,5584528021,140,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847933,220,1,1,25,47,5x54jbfk11lrsmipgsx7cdbai,1,8.7,45.1,2025-03-15T23:33:37.156Z,2025-03-15T23:33:39Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5584528157,56,Back,5584528163,141,28.8,5584528173,1,,5584528169,213,5.94,5584528153,155,,5584528159,140,38.5,5584528165,212,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847959,221,1,1,25,50,5x54jbfk11lrsmipgsx7cdbai,0,38.5,28.8,2025-03-15T23:33:39.413Z,2025-03-15T23:33:43Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5584528325,212,20.4,5584528315,3,,5584528317,56,Back,5584528327,213,4.80,5584528323,141,0.0,5584528319,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847961,222,5,1,25,54,5x54jbfk11lrsmipgsx7cdbai,0,39.8,-1.0,2025-03-15T23:33:43.828Z,2025-03-16T01:46:25Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5584528339,347,,5584528337,56,Back,5584528923,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848045,232,5,1,25,54,6597wqy6gmpv3zjx7rp8cdj46,1,60.2,101.0,2025-03-15T23:33:43.828Z,2025-03-16T01:46:24Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5584528903,56,Left,5584528905,347,,5584528915,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848063,233,1,1,26,9,6597wqy6gmpv3zjx7rp8cdj46,1,67.5,100.0,2025-03-15T23:33:58.618Z,2025-03-15T23:34:00Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5584529009,107,,5584529017,212,9.9,5584529015,141,86.6,5584529011,56,Left,5584529013,140,67.5,5584529019,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848067,234,1,1,26,10,6597wqy6gmpv3zjx7rp8cdj46,1,67.5,86.6,2025-03-15T23:34:00.105Z,2025-03-15T23:34:01Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5584529031,141,92.4,5584529033,212,5.3,5584529027,56,Left,5584529029,140,70.9,5584529035,213,0.84,5584529043,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848083,235,1,1,26,12,6597wqy6gmpv3zjx7rp8cdj46,1,70.9,93.9,2025-03-15T23:34:01.609Z,2025-03-15T23:34:04Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5584529139,56,Left,5584529145,212,6.4,5584529147,213,4.04,5584529141,140,67.1,5584529143,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848099,236,1,1,26,14,6597wqy6gmpv3zjx7rp8cdj46,1,67.1,86.6,2025-03-15T23:34:03.962Z,2025-03-15T23:34:05Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5584529231,213,2.82,5584529229,212,5.4,5584529223,56,Left,5584529225,140,62.2,5584529227,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848087,223,83,1,26,14,5x54jbfk11lrsmipgsx7cdbai,0,25.2,15.3,2025-03-15T23:34:04.045Z,2025-03-15T23:34:07Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5584529265,399,vg3ha8h2d35wgexer2i6ao0k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848103,237,1,1,26,16,6597wqy6gmpv3zjx7rp8cdj46,1,62.2,89.1,2025-03-15T23:34:05.425Z,2025-03-15T23:34:06Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5584529247,56,Center,5584529255,213,4.42,5584529251,141,77.0,5584529253,212,8.6,5584529249,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848139,238,1,1,26,19,6597wqy6gmpv3zjx7rp8cdj46,1,59.6,77.0,2025-03-15T23:34:08.579Z,2025-03-15T23:34:12Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5584529489,213,3.52,5584529483,140,17.8,5584529485,141,51.5,5584529487,212,47.2,5584529479,155,,5584529481,56,Back,5584529491,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848155,239,1,1,26,23,6597wqy6gmpv3zjx7rp8cdj46,0,19.9,46.6,2025-03-15T23:34:12.410Z,2025-03-15T23:34:14Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5584529585,141,24.7,5584529587,212,47.8,5584529579,155,,5584529607,1,,5584529583,140,63.2,5584529589,213,5.97,5584529581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848181,224,1,1,26,27,5x54jbfk11lrsmipgsx7cdbai,1,28.6,67.9,2025-03-15T23:34:17.037Z,2025-03-15T23:34:18Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584529715,213,6.06,5584529709,140,37.2,5584529713,212,9.3,5584529711,141,64.9,5584529705,3,,5584529707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848189,225,1,1,26,28,5x54jbfk11lrsmipgsx7cdbai,1,46.9,65.2,2025-03-15T23:34:18.239Z,2025-03-15T23:45:47Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5584566911,213,3.19,5584566909,212,12.3,5584566903,56,Back,5584566905,140,35.2,5584566907,141,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848193,226,1,1,26,29,5x54jbfk11lrsmipgsx7cdbai,0,32.3,61.7,2025-03-15T23:34:18.405Z,2025-03-15T23:45:52Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584567161,140,43.6,5584567159,56,Back,5584567167,213,0.23,5584567163,141,65.8,5584567165,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848215,240,61,1,26,31,6597wqy6gmpv3zjx7rp8cdj46,1,55.3,30.9,2025-03-15T23:34:20.386Z,2025-03-15T23:34:21Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5584529875,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848277,241,1,1,26,34,6597wqy6gmpv3zjx7rp8cdj46,1,61.2,22.5,2025-03-15T23:34:23.401Z,2025-03-15T23:34:26Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5584530219,213,2.61,5584530213,140,52.7,5584530211,56,Center,5584530215,141,30.3,5584530217,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848295,242,1,1,26,36,6597wqy6gmpv3zjx7rp8cdj46,1,52.6,30.6,2025-03-15T23:34:25.921Z,2025-03-15T23:34:27Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5584530309,212,17.2,5584530305,141,55.8,5584530303,140,51.7,5584530301,56,Center,5584530313,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848335,243,1,1,26,38,6597wqy6gmpv3zjx7rp8cdj46,1,51.7,55.8,2025-03-15T23:34:27.617Z,2025-03-15T23:34:30Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5584530501,212,32.1,5584530497,140,74.4,5584530495,56,Left,5584530503,213,0.74,5584530499,141,87.5,5584530505,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848379,244,1,1,26,40,6597wqy6gmpv3zjx7rp8cdj46,1,77.3,87.7,2025-03-15T23:34:30.274Z,2025-03-15T23:34:34Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5584530709,56,Center,5584530717,213,5.07,5584530715,212,45.3,5584530705,2,,5584530707,155,,5584530711,140,92.5,5584530713,141,25.3,5584530719,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848383,245,61,1,26,45,6597wqy6gmpv3zjx7rp8cdj46,0,92.5,25.3,2025-03-15T23:34:34.353Z,2025-03-15T23:34:34Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5584530731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848401,227,1,1,26,45,5x54jbfk11lrsmipgsx7cdbai,1,10.1,72.6,2025-03-15T23:34:35.125Z,2025-03-15T23:34:36Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5584530831,213,0.48,5584530829,212,20.1,5584530823,56,Back,5584530825,140,27.1,5584530827,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848451,229,1,1,26,50,5x54jbfk11lrsmipgsx7cdbai,0,32.5,88.1,2025-03-15T23:34:39.964Z,2025-03-15T23:34:41Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5584531087,56,Left,5584531093,212,29.3,5584531095,213,0.01,5584531089,140,60.4,5584531091,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848495,247,1,1,26,53,6597wqy6gmpv3zjx7rp8cdj46,1,27.1,11.9,2025-03-15T23:34:42.842Z,2025-03-15T23:34:46Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5584531341,141,44.5,5584531343,212,26.0,5584531337,56,Back,5584531345,213,2.12,5584531339,140,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848523,248,1,1,26,57,6597wqy6gmpv3zjx7rp8cdj46,1,14.3,45.5,2025-03-15T23:34:46.609Z,2025-03-15T23:34:49Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5584531451,141,70.5,5584531441,56,Back,5584531447,140,24.4,5584531457,213,1.01,5584531455,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848555,249,1,1,26,59,6597wqy6gmpv3zjx7rp8cdj46,1,24.4,70.5,2025-03-15T23:34:49.193Z,2025-03-15T23:34:52Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5584531635,213,0.06,5584531629,140,30.5,5584531631,141,71.1,5584531633,212,6.4,5584531627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848579,250,1,1,27,3,6597wqy6gmpv3zjx7rp8cdj46,1,32.6,69.4,2025-03-15T23:34:52.649Z,2025-03-15T23:34:56Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5584531817,213,4.05,5584531813,141,46.3,5584531815,212,19.9,5584531811,140,20.9,5584531809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848623,251,1,1,27,7,6597wqy6gmpv3zjx7rp8cdj46,1,27.4,49.7,2025-03-15T23:34:56.489Z,2025-03-15T23:35:01Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5584532013,212,17.9,5584532015,213,1.63,5584532007,56,Back,5584532011,141,76.0,5584532009,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848629,252,1,1,27,11,6597wqy6gmpv3zjx7rp8cdj46,1,25.7,80.3,2025-03-15T23:35:00.938Z,2025-03-15T23:35:02Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5584532049,212,12.4,5584532043,56,Back,5584532045,140,32.3,5584532047,141,95.4,5584532051,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848645,253,1,1,27,12,6597wqy6gmpv3zjx7rp8cdj46,1,32.3,95.4,2025-03-15T23:35:02.082Z,2025-03-15T23:35:04Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5584532159,141,84.2,5584532163,213,3.96,5584532161,212,10.4,5584532155,56,Back,5584532157,140,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848677,254,1,1,27,15,6597wqy6gmpv3zjx7rp8cdj46,1,23.8,82.7,2025-03-15T23:35:04.433Z,2025-03-15T23:35:08Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5584532389,212,16.0,5584532387,141,60.9,5584532383,56,Back,5584532385,140,18.1,5584532391,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848725,255,1,1,27,19,6597wqy6gmpv3zjx7rp8cdj46,0,15.8,57.8,2025-03-15T23:35:08.530Z,2025-03-15T23:35:14Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5584532591,155,,5584532603,1,,5584532599,212,54.7,5584532601,213,5.58,5584532597,141,5.9,5584532593,56,Right,5584532595,140,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848743,230,1,1,27,25,5x54jbfk11lrsmipgsx7cdbai,1,36.4,85.9,2025-03-15T23:35:15.252Z,2025-03-15T23:35:16Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584532691,141,88.0,5584532689,140,43.6,5584532693,212,7.7,5584532687,56,Back,5584532695,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848757,232,1,1,27,26,5x54jbfk11lrsmipgsx7cdbai,1,43.6,88.0,2025-03-15T23:35:16.324Z,2025-03-15T23:35:17Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5584532761,56,Back,5584532769,213,4.57,5584532765,141,80.3,5584532763,140,42.9,5584532767,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848765,233,1,1,27,27,5x54jbfk11lrsmipgsx7cdbai,0,42.9,80.3,2025-03-15T23:35:17.325Z,2025-03-15T23:35:18Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5584532807,212,21.4,5584532805,141,78.8,5584532803,140,63.3,5584532809,213,6.24,5584532799,155,,5584532801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848785,256,1,1,27,30,6597wqy6gmpv3zjx7rp8cdj46,1,30.4,12.6,2025-03-15T23:35:19.465Z,2025-03-15T23:35:21Z,bjdoqj8tsm1wlxiqaavduwo9h,C. Donovan,,,5584532933,212,9.9,5584532927,56,Back,5584532931,141,5.0,5584532929,140,38.4,5584532935,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848805,258,50,1,27,32,6597wqy6gmpv3zjx7rp8cdj46,1,38.0,9.8,2025-03-15T23:35:22.188Z,2025-03-15T23:35:27Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5584533005,286,,5584533003,56,Back,5584533059,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848815,234,7,1,27,32,5x54jbfk11lrsmipgsx7cdbai,1,62.0,90.2,2025-03-15T23:35:22.189Z,2025-03-15T23:35:27Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5584533049,56,Left,5584533053,233,258,5584533051,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848847,235,1,1,27,33,5x54jbfk11lrsmipgsx7cdbai,1,62.5,82.9,2025-03-15T23:35:22.612Z,2025-03-15T23:35:27Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5584533217,140,66.6,5584533215,56,Left,5584533223,213,6.10,5584533219,141,81.7,5584533221,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848853,236,3,1,27,34,5x54jbfk11lrsmipgsx7cdbai,1,70.4,88.1,2025-03-15T23:35:23.578Z,2025-03-16T01:19:06Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5584533663,233,259,5584533245,286,,5584533243,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848821,259,45,1,27,34,6597wqy6gmpv3zjx7rp8cdj46,0,29.6,11.9,2025-03-15T23:35:23.578Z,2025-03-16T01:19:07Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5584533683,233,236,5584533647,56,Back,5584533649,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848863,238,1,1,27,37,5x54jbfk11lrsmipgsx7cdbai,1,70.5,70.0,2025-03-15T23:35:26.981Z,2025-03-15T23:35:28Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5584533287,140,74.3,5584533285,56,Center,5584533291,212,9.9,5584533289,141,56.6,5584533293,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848875,239,1,1,27,38,5x54jbfk11lrsmipgsx7cdbai,1,74.3,56.6,2025-03-15T23:35:28.228Z,2025-03-15T23:47:08Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5584571557,3,,5584533361,213,2.37,5584533357,141,63.0,5584533355,140,70.0,5584533359,212,6.3,5584533353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848887,240,1,1,27,39,5x54jbfk11lrsmipgsx7cdbai,0,70.0,63.0,2025-03-15T23:35:29.020Z,2025-03-15T23:48:34Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5584533423,212,19.4,5584533425,213,5.27,5584533417,56,Center,5584533419,140,79.8,5584533421,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848915,260,1,1,27,41,6597wqy6gmpv3zjx7rp8cdj46,0,20.7,63.7,2025-03-15T23:35:31.146Z,2025-03-15T23:35:33Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5584533525,212,36.9,5584533527,213,0.32,5584533517,157,,5584533521,140,54.1,5584533523,141,80.6,5584533529,1,,5584533519,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848945,241,1,1,27,45,5x54jbfk11lrsmipgsx7cdbai,1,40.0,12.2,2025-03-15T23:35:34.620Z,2025-03-15T23:35:37Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5584533727,140,61.4,5584533725,56,Right,5584533733,213,0.00,5584533731,212,22.5,5584533729,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848947,242,1,1,27,48,5x54jbfk11lrsmipgsx7cdbai,0,65.5,10.7,2025-03-15T23:35:37.572Z,2025-03-15T23:35:38Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5584533741,56,Right,5584533751,212,2.8,5584533753,213,2.08,5584533745,140,64.2,5584533747,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848961,261,61,1,27,50,6597wqy6gmpv3zjx7rp8cdj46,1,33.7,86.9,2025-03-15T23:35:39.506Z,2025-03-15T23:35:39Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5584533809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848975,243,1,1,27,50,5x54jbfk11lrsmipgsx7cdbai,1,62.3,20.6,2025-03-15T23:35:39.964Z,2025-03-15T23:35:41Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5584533879,141,22.1,5584533877,140,48.4,5584533875,56,Back,5584533881,212,14.6,5584533883,213,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848995,244,1,1,27,51,5x54jbfk11lrsmipgsx7cdbai,1,48.4,22.1,2025-03-15T23:35:41.277Z,2025-03-15T23:35:44Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5584533997,140,53.8,5584534003,213,1.16,5584533995,56,Center,5584534001,212,14.0,5584533999,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788849009,245,1,1,27,54,5x54jbfk11lrsmipgsx7cdbai,1,57.0,38.3,2025-03-15T23:35:44.069Z,2025-03-15T23:35:46Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5584534089,212,10.3,5584534083,56,Center,5584534091,213,0.06,5584534085,140,66.8,5584534087,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788849031,246,1,1,27,56,5x54jbfk11lrsmipgsx7cdbai,1,66.8,41.3,2025-03-15T23:35:46.052Z,2025-03-15T23:35:48Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5584534229,212,22.9,5584534225,140,52.9,5584534223,56,Center,5584534227,141,67.3,5584534231,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788849059,247,1,1,27,59,5x54jbfk11lrsmipgsx7cdbai,1,54.4,67.5,2025-03-15T23:35:48.764Z,2025-03-15T23:35:51Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584534371,141,95.4,5584534369,140,66.1,5584534375,213,1.00,5584534373,212,22.6,5584534367,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788849069,248,1,1,28,2,5x54jbfk11lrsmipgsx7cdbai,1,66.1,95.4,2025-03-15T23:35:51.757Z,2025-03-15T23:35:53Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5584534421,141,84.5,5584534419,140,56.2,5584534423,212,12.8,5584534417,56,Left,5584534425,213,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788849097,249,1,1,28,4,5x54jbfk11lrsmipgsx7cdbai,1,55.6,82.7,2025-03-15T23:35:53.365Z,2025-03-15T23:35:55Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5584534471,141,66.7,5584534467,56,Center,5584534475,213,4.71,5584534469,140,55.6,5584534473,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788849103,250,1,1,28,6,5x54jbfk11lrsmipgsx7cdbai,1,55.6,66.3,2025-03-15T23:35:55.765Z,2025-03-15T23:35:56Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5584534531,140,68.5,5584534533,141,66.3,5584534535,212,13.5,5584534537,213,0.00,5584534529,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788849131,251,1,1,28,7,5x54jbfk11lrsmipgsx7cdbai,0,68.5,66.3,2025-03-15T23:35:56.724Z,2025-03-15T23:35:58Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5584534671,213,1.63,5584534665,140,67.4,5584534663,56,Left,5584534667,141,95.9,5584534669,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
