id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2818500205,230,1,1,28,45,b1rpb2ox52uxcmjrsnqd95pk5,1,62.7,75.3,2025-05-24T20:35:41.246Z,2025-05-24T21:07:03Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5747942009,212,5.6,5747942007,141,69.6,5747942011,213,3.90,5747942005,140,58.8,5747942003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818517471,366,1,1,28,46,b1rpb2ox52uxcmjrsnqd95pk5,1,56.3,67.0,2025-05-24T20:35:41.929Z,2025-05-24T21:07:12Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5748041069,56,Back,5748041083,212,12.8,5748041075,140,44.3,5748041085,213,3.30,5748041079,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500297,231,1,1,28,52,b1rpb2ox52uxcmjrsnqd95pk5,1,48.4,62.4,2025-05-24T20:35:48.175Z,2025-05-24T20:35:52Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5747942541,212,10.4,5747942537,140,47.1,5747942539,141,77.6,5747942543,213,1.70,5747942535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500353,232,1,1,28,56,b1rpb2ox52uxcmjrsnqd95pk5,1,56.1,77.9,2025-05-24T20:35:52.734Z,2025-05-24T21:07:23Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5747942869,141,88.9,5748041521,155,,5747942873,213,0.29,5747942867,140,80.4,5747942871,212,26.6,5747942865,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500347,241,83,1,29,0,e3k8yw2rbmphyfu5htn4yi5jk,0,20.0,6.5,2025-05-24T20:35:56.229Z,2025-05-24T20:36:33Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5747943009,399,3ldhrzekr0tztaxr3sc8mmg2x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500361,233,1,1,29,1,b1rpb2ox52uxcmjrsnqd95pk5,0,80.1,93.0,2025-05-24T20:35:56.942Z,2025-05-24T21:07:34Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5747942911,140,81.1,5747942917,213,5.00,5747942909,56,Left,5747942913,141,87.7,5747942915,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500389,243,1,1,29,3,e3k8yw2rbmphyfu5htn4yi5jk,1,23.7,9.7,2025-05-24T20:35:59.422Z,2025-05-24T20:36:00Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5747943053,213,1.67,5747943039,56,Back,5747943051,212,10.9,5747943047,140,22.7,5747943049,141,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500411,244,1,1,29,4,e3k8yw2rbmphyfu5htn4yi5jk,1,22.7,25.6,2025-05-24T20:36:00.166Z,2025-05-24T20:36:02Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5747943153,140,27.8,5747943155,141,14.7,5747943151,56,Back,5747943159,213,5.34,5747943157,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500445,245,1,1,29,6,e3k8yw2rbmphyfu5htn4yi5jk,1,27.8,14.9,2025-05-24T20:36:02.486Z,2025-05-24T20:36:05Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5747943399,212,10.4,5747943397,141,6.8,5747943395,140,36.2,5747943401,213,5.72,5747943393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500453,246,1,1,29,9,e3k8yw2rbmphyfu5htn4yi5jk,1,36.2,6.8,2025-05-24T20:36:05.638Z,2025-05-24T20:36:06Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5747943455,140,32.3,5747943453,56,Back,5747943461,213,2.24,5747943457,141,14.4,5747943459,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500463,247,1,1,29,10,e3k8yw2rbmphyfu5htn4yi5jk,1,32.3,14.4,2025-05-24T20:36:06.582Z,2025-05-24T20:36:07Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5747943531,56,Back,5747943535,141,36.3,5747943533,140,29.2,5747943537,212,15.2,5747943539,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500523,248,1,1,29,11,e3k8yw2rbmphyfu5htn4yi5jk,1,29.2,36.3,2025-05-24T20:36:07.302Z,2025-05-24T20:36:11Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5747943835,213,1.79,5747943833,212,23.2,5747943827,56,Back,5747943829,140,24.3,5747943831,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500553,249,1,1,29,15,e3k8yw2rbmphyfu5htn4yi5jk,1,28.8,87.1,2025-05-24T20:36:11.726Z,2025-05-24T20:36:13Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5747943927,141,95.9,5747943929,212,15.7,5747943931,213,0.39,5747943923,56,Back,5747943925,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500561,250,61,1,29,17,e3k8yw2rbmphyfu5htn4yi5jk,0,42.4,95.7,2025-05-24T20:36:13.654Z,2025-05-24T21:02:04Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5747943965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500583,234,8,1,29,18,b1rpb2ox52uxcmjrsnqd95pk5,1,55.0,10.0,2025-05-24T20:36:14.606Z,2025-05-24T21:08:00Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5747944081,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500617,236,1,1,29,21,b1rpb2ox52uxcmjrsnqd95pk5,0,63.8,16.1,2025-05-24T20:36:17.006Z,2025-05-24T21:08:09Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5747944307,141,8.5,5747944309,212,36.6,5747944311,213,6.14,5747944301,155,,5747944305,140,98.3,5747944303,56,Right,5747944313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500619,237,43,1,29,24,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-05-24T20:36:20.582Z,2025-05-24T20:36:29Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5747944839,144,1,5747944321,56,Center,5747944325,141,49.1,5747944323,140,94.3,5747944327,212,27.9,5747944329,213,1.71,5747944319,155,0,5747944317,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500661,238,5,1,29,29,b1rpb2ox52uxcmjrsnqd95pk5,0,100.6,40.8,2025-05-24T20:36:24.958Z,2025-05-24T22:20:20Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5747944565,56,Center,5747944567,346,,5747945169,233,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500743,251,5,1,29,29,e3k8yw2rbmphyfu5htn4yi5jk,1,-0.6,59.2,2025-05-24T20:36:24.958Z,2025-05-24T22:20:19Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5747945133,233,238,5747945055,346,,5747945053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500887,252,1,1,29,47,e3k8yw2rbmphyfu5htn4yi5jk,1,4.7,61.1,2025-05-24T20:36:43.103Z,2025-05-24T20:39:59Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5747945895,212,7.0,5747945877,124,,5747945891,141,50.9,5747945881,56,Back,5747945885,140,4.1,5747945899,213,4.62,5747945903,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500905,253,1,1,29,48,e3k8yw2rbmphyfu5htn4yi5jk,0,3.8,51.9,2025-05-24T20:36:44.079Z,2025-05-24T21:00:55Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5747946027,141,64.8,5747946031,213,0.14,5747946029,212,61.5,5747957107,157,,5747957109,1,,5747946025,140,61.8,5747946023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500921,254,43,1,29,49,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-05-24T20:36:45.927Z,2025-05-24T20:39:57Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5747946123,212,47.9,5747946111,157,0,5747946125,213,6.06,5747946115,140,49.9,5747946113,56,Back,5747946119,141,44.9,5747957237,144,1,5747946127,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500923,239,44,1,29,51,b1rpb2ox52uxcmjrsnqd95pk5,1,48.5,59.0,2025-05-24T20:36:47.192Z,2025-05-24T22:19:41Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5747946133,285,,5747946379,233,255,5747946131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500931,255,44,1,29,51,e3k8yw2rbmphyfu5htn4yi5jk,0,51.5,41.0,2025-05-24T20:36:47.193Z,2025-05-24T22:19:42Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5747946421,233,239,5747946155,56,Center,5747946425,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500935,240,1,1,29,51,b1rpb2ox52uxcmjrsnqd95pk5,0,45.8,65.5,2025-05-24T20:36:47.613Z,2025-05-24T21:02:54Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5747946191,213,4.87,5747946189,212,0.7,5747946187,141,64.5,5747946185,140,45.9,5747946183,56,Back,5747946181,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818500957,256,43,1,29,52,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-05-24T20:36:48.767Z,2025-05-24T21:01:31Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5748025565,144,61,5747946341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501027,257,1,1,29,55,e3k8yw2rbmphyfu5htn4yi5jk,1,59.3,75.0,2025-05-24T20:36:51.006Z,2025-05-24T20:36:53Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5747946703,56,Left,5747946705,140,72.6,5747946709,212,18.6,5747946711,213,0.72,5747946707,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501037,258,61,1,29,57,e3k8yw2rbmphyfu5htn4yi5jk,0,72.6,93.0,2025-05-24T20:36:53.398Z,2025-05-24T20:36:54Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5747946757,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501245,241,5,1,29,57,b1rpb2ox52uxcmjrsnqd95pk5,1,26.9,-1.6,2025-05-24T20:36:53.629Z,2025-05-24T22:20:20Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5747947881,347,,5747947879,56,Back,5747947907,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501085,259,5,1,29,57,e3k8yw2rbmphyfu5htn4yi5jk,0,73.1,101.6,2025-05-24T20:36:53.629Z,2025-05-24T22:20:21Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5747947923,233,241,5747947019,347,,5747947017,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501273,242,1,1,30,16,b1rpb2ox52uxcmjrsnqd95pk5,1,35.4,0.0,2025-05-24T20:37:12.660Z,2025-05-24T20:37:16Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5747948067,1,,5747948057,56,Back,5747948059,140,45.6,5747948055,107,,5747948063,212,25.7,5747948065,213,1.14,5747948061,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501281,243,1,1,30,20,b1rpb2ox52uxcmjrsnqd95pk5,0,46.9,37.0,2025-05-24T20:37:16.109Z,2025-05-24T20:37:17Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5747948103,140,55.6,5747948105,141,67.2,5747948101,56,Center,5747948109,213,1.15,5747948107,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501327,260,1,1,30,23,e3k8yw2rbmphyfu5htn4yi5jk,1,46.6,27.7,2025-05-24T20:37:19.062Z,2025-05-24T20:37:21Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5747948349,56,Center,5747948357,213,0.23,5747948355,212,18.0,5747948353,141,33.7,5747948351,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501339,262,1,1,30,25,e3k8yw2rbmphyfu5htn4yi5jk,1,63.3,33.7,2025-05-24T20:37:21.398Z,2025-05-24T20:37:22Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5747948419,141,34.9,5747948417,140,53.1,5747948423,213,3.07,5747948421,212,10.7,5747948413,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501359,263,1,1,30,26,e3k8yw2rbmphyfu5htn4yi5jk,1,53.1,34.9,2025-05-24T20:37:22.334Z,2025-05-24T20:37:23Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5747948533,141,6.1,5747948535,212,21.1,5747948531,140,60.6,5747948529,56,Right,5747948537,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501431,264,1,1,30,27,e3k8yw2rbmphyfu5htn4yi5jk,1,60.6,6.1,2025-05-24T20:37:23.558Z,2025-05-24T20:37:27Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5747948807,56,Right,5747948809,140,56.6,5747948811,141,17.0,5747948815,213,2.09,5747948813,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501447,265,1,1,30,31,e3k8yw2rbmphyfu5htn4yi5jk,1,61.5,16.7,2025-05-24T20:37:27.567Z,2025-05-24T20:37:28Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5747948881,213,0.63,5747948873,56,Center,5747948875,140,71.0,5747948879,212,12.3,5747948877,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501453,266,1,1,30,32,e3k8yw2rbmphyfu5htn4yi5jk,0,70.8,27.3,2025-05-24T20:37:28.758Z,2025-05-24T20:37:30Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5747948911,56,Center,5747948941,236,,5747948913,140,75.6,5747948915,141,32.7,5747948943,233,244,5747948919,213,0.63,5747948917,212,6.2,5747948947,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501457,244,74,1,30,32,b1rpb2ox52uxcmjrsnqd95pk5,1,34.0,59.4,2025-05-24T20:37:28.759Z,2025-05-24T21:36:15Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5747948933,56,Back,5747948935,285,,5747948953,233,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501465,267,61,1,30,34,e3k8yw2rbmphyfu5htn4yi5jk,1,75.6,32.7,2025-05-24T20:37:30.238Z,2025-05-24T20:38:31Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5747948977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501475,246,1,1,30,34,b1rpb2ox52uxcmjrsnqd95pk5,1,36.4,64.3,2025-05-24T20:37:30.901Z,2025-05-24T21:03:47Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5747949033,213,6.08,5747949025,56,Back,5747949027,140,45.1,5747949031,212,9.3,5747949029,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501485,247,1,1,30,35,b1rpb2ox52uxcmjrsnqd95pk5,1,45.1,61.5,2025-05-24T20:37:31.720Z,2025-05-24T21:03:57Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5747949087,140,41.7,5747949089,141,87.4,5747949093,213,1.77,5747949091,212,18.0,5747949085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501507,248,1,1,30,37,b1rpb2ox52uxcmjrsnqd95pk5,1,41.7,87.4,2025-05-24T20:37:33.460Z,2025-05-24T21:04:05Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5747949269,140,35.9,5747949275,213,3.26,5747949267,56,Back,5747949273,212,6.1,5747949271,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501517,249,1,1,30,38,b1rpb2ox52uxcmjrsnqd95pk5,1,35.9,86.3,2025-05-24T20:37:34.725Z,2025-05-24T21:04:13Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5747949307,56,Back,5747949309,140,19.3,5747949311,141,81.2,5747949315,213,3.34,5747949313,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501551,250,1,1,30,41,b1rpb2ox52uxcmjrsnqd95pk5,1,19.3,81.2,2025-05-24T20:37:37.436Z,2025-05-24T20:37:41Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5747949517,213,5.28,5747949509,56,Back,5747949511,140,24.9,5747949513,141,67.6,5747949515,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501583,251,3,1,30,45,b1rpb2ox52uxcmjrsnqd95pk5,1,25.0,51.6,2025-05-24T20:37:40.940Z,2025-05-24T21:36:08Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5747949653,285,,5747949867,233,268,5747949651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501615,268,45,1,30,45,e3k8yw2rbmphyfu5htn4yi5jk,0,75.0,48.4,2025-05-24T20:37:40.940Z,2025-05-24T21:36:08Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5747949815,56,Center,5747949919,233,251,5747949817,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501605,252,1,1,30,47,b1rpb2ox52uxcmjrsnqd95pk5,1,21.5,61.1,2025-05-24T20:37:43.348Z,2025-05-24T21:04:29Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5747949767,213,4.22,5747949759,56,Back,5747949765,212,13.6,5747949763,141,43.4,5747949761,140,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501691,253,1,1,30,52,b1rpb2ox52uxcmjrsnqd95pk5,1,15.4,37.6,2025-05-24T20:37:48.645Z,2025-05-24T20:37:51Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5747950277,141,32.8,5747950279,212,35.5,5747950275,140,49.1,5747950273,56,Back,5747950283,1,,5747950281,213,6.19,5747950271,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501697,254,61,1,30,55,b1rpb2ox52uxcmjrsnqd95pk5,0,49.1,32.8,2025-05-24T20:37:51.596Z,2025-05-24T21:04:42Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5747950319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501797,270,1,1,30,59,e3k8yw2rbmphyfu5htn4yi5jk,1,31.6,39.7,2025-05-24T20:37:55.422Z,2025-05-24T20:38:02Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5747950965,213,1.51,5747950963,212,20.4,5747950957,56,Back,5747950959,140,32.7,5747950961,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501779,255,83,1,31,5,b1rpb2ox52uxcmjrsnqd95pk5,0,67.2,40.0,2025-05-24T20:38:00.948Z,2025-05-24T21:04:49Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5747951123,399,3s1a50dskuehneuuy9b1nxg4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501821,271,1,1,31,6,e3k8yw2rbmphyfu5htn4yi5jk,1,30.0,60.6,2025-05-24T20:38:02.750Z,2025-05-24T20:38:05Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5747951067,56,Back,5747951073,212,21.0,5747951075,213,4.76,5747951069,140,30.9,5747951071,141,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501851,272,1,1,31,8,e3k8yw2rbmphyfu5htn4yi5jk,0,30.9,29.7,2025-05-24T20:38:04.887Z,2025-05-24T20:38:07Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5747951243,56,Right,5747951245,140,75.3,5747951251,213,5.97,5747951247,141,7.4,5747951253,1,,5747951241,155,,5747951249,212,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501867,256,1,1,31,12,b1rpb2ox52uxcmjrsnqd95pk5,0,33.6,94.1,2025-05-24T20:38:08.067Z,2025-05-24T20:38:09Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5747951325,56,Back,5747951323,3,,5747951331,212,6.7,5747951329,141,85.9,5747951327,140,37.2,5747951333,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501897,273,4,1,31,15,e3k8yw2rbmphyfu5htn4yi5jk,1,66.9,15.9,2025-05-24T20:38:11.270Z,2025-05-24T21:35:51Z,1h85rt7bnqep3qovatft86pgq,A. Rodríguez,,,5748022483,233,257,5747951699,286,,5747951697,152,,5747951687,13,,5747951689,295,,5747951695,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818501953,257,4,1,31,15,b1rpb2ox52uxcmjrsnqd95pk5,0,33.1,84.1,2025-05-24T20:38:11.271Z,2025-05-24T21:35:52Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5747952747,295,,5747951935,152,,5747951933,56,Back,5747951931,13,,5747951939,285,,5748022521,233,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818502227,258,17,1,31,30,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-05-24T20:38:26.163Z,2025-05-24T20:38:52Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5747953365,393,,5747953363,31,,5747953367,13,243,5747953681,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818502475,274,1,1,32,14,e3k8yw2rbmphyfu5htn4yi5jk,0,70.4,20.3,2025-05-24T20:39:10.591Z,2025-05-24T20:39:12Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5747954551,5,,5747954561,152,,5747954565,56,Center,5747954555,155,,5747954577,213,0.73,5747954579,1,,5747954575,212,33.6,5747954573,141,53.1,5747954569,140,94.3,5747954549,2,,,,,,,,,,,,,,,,,,,,,,
2818502563,275,61,1,32,15,e3k8yw2rbmphyfu5htn4yi5jk,0,39.8,85.0,2025-05-24T20:39:11.270Z,2025-05-24T23:41:56Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5747954955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818502503,260,1,1,32,18,b1rpb2ox52uxcmjrsnqd95pk5,1,14.5,38.0,2025-05-24T20:39:14.213Z,2025-05-24T23:41:37Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,1.0,5747954707,213,5.89,5747954695,123,,5747954697,56,Right,5747954701,141,12.7,5747954699,140,54.4,5747954795,1,,5748479401,210,15,5747954713,287,,5747954703,212,45.3,,,,,,,,,,,,,,,,,,,,,,,,
2818502631,261,15,1,32,30,b1rpb2ox52uxcmjrsnqd95pk5,1,81.1,34.0,2025-05-24T20:39:26.562Z,2025-05-24T23:32:50Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5747956435,146,84.6,5747956481,233,276,5748479413,215,,5747956431,103,19,5747956437,147,36.3,5747956439,230,99.3,5747956187,82,,5747955355,18,,5748479405,23,,5747956427,80,5747956429,102,5747956441,231,48.2,5748479407,29,,,46.3,5748479409,55,260,5747956183,72,5747955357,56,,,,,Center
2818502635,276,10,1,32,30,e3k8yw2rbmphyfu5htn4yi5jk,1,14.9,63.4,2025-05-24T20:39:26.662Z,2025-05-24T20:39:45Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5747955377,94,,5747956525,233,261,5747955379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818502699,262,1,1,32,35,b1rpb2ox52uxcmjrsnqd95pk5,1,79.7,30.6,2025-05-24T20:39:31.323Z,2025-05-24T23:45:33Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,1.0,5747955743,141,24.9,5747955739,140,90.0,5748529815,210,13,5747955753,213,5.94,5747955735,56,Center,5748529817,154,,5747955747,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818502717,263,13,1,32,37,b1rpb2ox52uxcmjrsnqd95pk5,1,86.1,31.6,2025-05-24T20:39:33.714Z,2025-05-24T23:46:34Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5748529863,55,262,5748525691,63,,5748529401,23,,5748529403,20,,5748529861,154,,5748529871,328,,5748529875,231,47.1,5748529873,230,98.5,5748529867,102,59.7,5747955851,56,5748529869,103,5748529857,73,,5748529859,29,,Center,15.3,,,,,,,,,,,,
2818502751,264,5,1,32,39,b1rpb2ox52uxcmjrsnqd95pk5,0,100.8,63.7,2025-05-24T20:39:35.020Z,2025-05-24T22:20:21Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5747955973,56,Center,5747955975,346,,5747957171,233,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818502963,277,5,1,32,39,e3k8yw2rbmphyfu5htn4yi5jk,1,-0.8,36.3,2025-05-24T20:39:35.020Z,2025-05-24T22:20:21Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5747957077,346,,5747957143,233,264,5747957075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
