id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2800306047,187,1,1,18,59,5x54jbfk11lrsmipgsx7cdbai,1,25.0,28.2,2025-04-12T23:57:00.479Z,2025-04-12T23:57:01Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5647472057,156,,5647472027,140,8.8,5647472033,212,17.4,5647472031,141,33.7,5647472035,213,2.93,5647472025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306085,188,1,1,19,2,5x54jbfk11lrsmipgsx7cdbai,1,14.0,33.4,2025-04-12T23:57:03.326Z,2025-04-12T23:57:05Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5647472245,140,21.3,5647472249,212,24.9,5647472247,141,68.2,5647472243,56,Back,5647472253,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306119,189,1,1,19,4,5x54jbfk11lrsmipgsx7cdbai,1,21.3,68.2,2025-04-12T23:57:05.513Z,2025-04-12T23:57:09Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5647472395,56,Back,5647472405,213,0.87,5647472403,212,22.7,5647472397,140,35.3,5647472399,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306137,190,1,1,19,8,5x54jbfk11lrsmipgsx7cdbai,0,35.3,93.6,2025-04-12T23:57:09.310Z,2025-04-12T23:57:12Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5647472579,140,86.2,5647472581,141,71.2,5647472583,212,55.6,5647472587,1,,5647472577,56,Center,5647472585,213,6.01,5647472575,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306181,161,1,1,19,14,5qfq6cwtrgzd2szijivns7rjl,1,14.0,38.9,2025-04-12T23:57:15.495Z,2025-04-12T23:57:17Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5647472769,56,Back,5647472767,123,,5647472775,212,19.8,5647472777,213,1.18,5647472773,141,65.8,5647472771,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306193,162,1,1,19,17,5qfq6cwtrgzd2szijivns7rjl,1,21.2,65.8,2025-04-12T23:57:17.799Z,2025-04-12T23:57:19Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5647472835,141,39.1,5647472839,213,4.23,5647472837,212,20.5,5647472833,140,12.2,5647472831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306217,163,1,1,19,18,5qfq6cwtrgzd2szijivns7rjl,1,12.2,39.1,2025-04-12T23:57:19.271Z,2025-04-12T23:57:23Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5647473019,213,5.35,5647473015,141,16.2,5647473017,212,19.4,5647473013,140,23.2,5647473011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306269,164,1,1,19,22,5qfq6cwtrgzd2szijivns7rjl,0,22.5,14.3,2025-04-12T23:57:23.032Z,2025-04-13T02:03:27Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5647473269,56,Back,5647473275,212,22.8,5647473267,155,,5647473271,140,43.7,5647473273,141,7.1,5647473277,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306275,165,5,1,19,27,5qfq6cwtrgzd2szijivns7rjl,0,45.0,-1.3,2025-04-12T23:57:28.215Z,2025-04-13T02:01:07Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5647473319,347,,5647473771,233,191,5647473317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306331,191,5,1,19,27,5x54jbfk11lrsmipgsx7cdbai,1,55.0,101.3,2025-04-12T23:57:28.215Z,2025-04-13T02:01:07Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5647473727,233,165,5647473659,347,,5647473657,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306357,192,1,1,19,36,5x54jbfk11lrsmipgsx7cdbai,1,50.8,100.0,2025-04-12T23:57:37.021Z,2025-04-12T23:57:40Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5647473839,107,,5647473845,141,85.0,5647473843,140,33.8,5647473847,212,21.1,5647473841,56,Back,5647473849,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306451,193,1,1,19,40,5x54jbfk11lrsmipgsx7cdbai,1,32.9,80.3,2025-04-12T23:57:40.605Z,2025-04-12T23:57:52Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5647474373,213,3.83,5647474371,212,18.8,5647474365,56,Back,5647474369,141,62.7,5647474367,140,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306527,194,1,1,19,51,5x54jbfk11lrsmipgsx7cdbai,0,21.2,47.9,2025-04-12T23:57:52.102Z,2025-04-12T23:58:00Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5647474775,140,94.0,5647474771,157,,5647474781,213,6.11,5647474783,1,,5647474779,212,77.6,5647474773,56,Center,5647474777,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306605,167,1,1,20,4,5qfq6cwtrgzd2szijivns7rjl,1,8.6,70.2,2025-04-12T23:58:05.471Z,2025-04-12T23:58:08Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5647475155,141,33.7,5647475153,140,11.6,5647475159,213,4.84,5647475157,212,25.0,5647475151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306631,168,1,1,20,8,5qfq6cwtrgzd2szijivns7rjl,1,11.6,33.7,2025-04-12T23:58:08.535Z,2025-04-12T23:58:11Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5647475319,141,26.2,5647475317,140,31.9,5647475323,213,6.05,5647475321,212,21.9,5647475315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306647,169,1,1,20,11,5qfq6cwtrgzd2szijivns7rjl,1,31.9,26.2,2025-04-12T23:58:11.742Z,2025-04-12T23:58:13Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5647475399,212,5.0,5647475393,56,Back,5647475397,141,18.9,5647475401,213,4.65,5647475395,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306657,170,1,1,20,12,5qfq6cwtrgzd2szijivns7rjl,1,31.6,16.5,2025-04-12T23:58:12.910Z,2025-04-12T23:58:14Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5647475437,140,34.4,5647475435,56,Back,5647475439,141,19.4,5647475443,213,0.59,5647475441,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306699,171,1,1,20,13,5qfq6cwtrgzd2szijivns7rjl,0,34.4,19.4,2025-04-12T23:58:13.960Z,2025-04-12T23:58:19Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5647475671,141,0.0,5647475665,140,75.7,5647475683,213,5.97,5647475687,1,,5647475677,212,45.7,5647475661,56,Right,5647475657,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306705,172,5,1,20,17,5qfq6cwtrgzd2szijivns7rjl,0,71.6,-1.8,2025-04-12T23:58:18.046Z,2025-04-13T02:01:08Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5647475705,347,,5647475703,56,Right,5647475835,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306715,195,5,1,20,17,5x54jbfk11lrsmipgsx7cdbai,1,28.4,101.8,2025-04-12T23:58:18.046Z,2025-04-13T02:01:07Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5647475791,56,Back,5647475793,347,,5647475829,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306747,196,1,1,20,20,5x54jbfk11lrsmipgsx7cdbai,1,35.3,100.0,2025-04-12T23:58:20.837Z,2025-04-12T23:58:24Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5647475985,1,,5647475975,140,9.6,5647475981,212,30.7,5647475983,213,3.64,5647475973,56,Back,5647475969,107,,5647475979,141,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306761,197,1,1,20,24,5x54jbfk11lrsmipgsx7cdbai,1,9.4,78.1,2025-04-12T23:58:24.781Z,2025-04-12T23:58:27Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5647476089,213,0.75,5647476087,212,11.8,5647476083,140,17.6,5647476081,56,Back,5647476085,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306835,198,1,1,20,26,5x54jbfk11lrsmipgsx7cdbai,1,17.6,90.0,2025-04-12T23:58:27.117Z,2025-04-12T23:58:34Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5647476509,212,19.5,5647476511,213,4.02,5647476503,56,Back,5647476507,141,67.9,5647476505,140,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306861,199,1,1,20,34,5x54jbfk11lrsmipgsx7cdbai,1,8.5,55.1,2025-04-12T23:58:34.646Z,2025-04-12T23:58:38Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5647476705,140,29.3,5647476701,155,,5647476711,213,0.01,5647476703,56,Back,5647476707,141,55.5,5647476709,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306869,200,1,1,20,38,5x54jbfk11lrsmipgsx7cdbai,0,29.3,55.5,2025-04-12T23:58:38.598Z,2025-04-12T23:58:39Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5647476763,141,51.8,5647476767,213,6.00,5647476761,140,37.4,5647476759,56,Back,5647476765,212,8.9,5647476755,3,,5647476757,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306881,173,1,1,20,39,5qfq6cwtrgzd2szijivns7rjl,0,40.6,39.5,2025-04-12T23:58:39.919Z,2025-04-13T00:35:33Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5647476837,213,6.04,5647476885,286,,5647476833,141,34.3,5647476831,140,53.9,5647476881,233,201,5647476835,212,14.4,5647476829,56,Center,5647476879,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306887,201,74,1,20,39,5x54jbfk11lrsmipgsx7cdbai,1,35.8,42.8,2025-04-12T23:58:39.920Z,2025-04-13T02:00:37Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5647476875,285,,5647476873,56,Back,5647476917,233,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306921,174,43,1,20,43,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-04-12T23:58:44.103Z,2025-04-13T01:58:55Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5647911709,144,1,5647477037,56,Back,5647477041,141,20.3,5647477043,212,9.6,5647477045,213,4.19,5647477039,140,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306941,175,1,1,20,44,5qfq6cwtrgzd2szijivns7rjl,1,48.3,20.3,2025-04-12T23:58:44.928Z,2025-04-13T00:36:57Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5647477149,140,60.7,5647477155,213,5.98,5647477153,212,13.6,5647477147,56,Right,5647477151,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306981,176,1,1,20,45,5qfq6cwtrgzd2szijivns7rjl,1,60.7,14.4,2025-04-12T23:58:46.062Z,2025-04-13T00:36:09Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5647477441,213,5.76,5647477439,212,12.9,5647477435,140,71.3,5647477433,56,Right,5647477437,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800331531,422,1,1,20,46,5qfq6cwtrgzd2szijivns7rjl,1,55.4,34.2,2025-04-12T23:58:46.530Z,2025-04-13T00:36:41Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5647612659,141,33.9,5647612657,140,64.8,5647612661,212,9.9,5647612655,56,Center,5647612663,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800331715,423,1,1,20,47,5qfq6cwtrgzd2szijivns7rjl,1,63.7,36.1,2025-04-12T23:58:47.530Z,2025-04-13T00:36:57Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5647613581,56,Center,5647613589,213,4.71,5647613587,212,7.8,5647613583,140,63.7,5647613585,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800306993,177,1,1,20,50,5qfq6cwtrgzd2szijivns7rjl,1,78.2,14.6,2025-04-12T23:58:51.198Z,2025-04-12T23:58:52Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5647477529,212,3.8,5647477523,56,Right,5647477527,141,13.4,5647477531,213,3.36,5647477525,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307001,178,1,1,20,51,5qfq6cwtrgzd2szijivns7rjl,1,74.7,13.4,2025-04-12T23:58:52.528Z,2025-04-12T23:58:53Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5647477571,213,2.33,5647477557,56,Right,5647477561,140,70.6,5647477569,212,6.3,5647477567,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307011,179,1,1,20,52,5qfq6cwtrgzd2szijivns7rjl,1,70.6,19.8,2025-04-12T23:58:53.327Z,2025-04-12T23:58:54Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5647477643,141,21.9,5647477647,213,0.77,5647477641,140,72.0,5647477645,212,2.0,5647477639,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307023,180,1,1,20,53,5qfq6cwtrgzd2szijivns7rjl,1,72.0,21.9,2025-04-12T23:58:53.912Z,2025-04-12T23:58:55Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5647477709,140,84.7,5647477713,212,15.2,5647477711,141,11.1,5647477707,56,Right,5647477715,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307047,181,1,1,20,55,5qfq6cwtrgzd2szijivns7rjl,1,84.7,11.1,2025-04-12T23:58:55.744Z,2025-04-12T23:58:57Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5647477859,141,14.4,5647477857,140,78.1,5647477861,212,7.3,5647477863,213,2.83,5647477855,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307081,182,1,1,20,57,5qfq6cwtrgzd2szijivns7rjl,0,78.4,11.0,2025-04-12T23:58:57.790Z,2025-04-12T23:59:00Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5647478013,2,,5647478017,56,Center,5647478025,213,0.93,5647478027,1,,5647478023,212,40.2,5647478015,155,,5647478021,141,58.5,5647478019,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307091,183,5,1,21,0,5qfq6cwtrgzd2szijivns7rjl,0,101.2,61.3,2025-04-12T23:59:00.698Z,2025-04-13T02:01:09Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5647478075,346,,5647478893,233,202,5647478073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307225,202,5,1,21,0,5x54jbfk11lrsmipgsx7cdbai,1,-1.2,38.7,2025-04-12T23:59:00.698Z,2025-04-13T02:01:08Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5647478837,56,Back,5647478839,346,,5647478869,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307295,203,1,1,21,26,5x54jbfk11lrsmipgsx7cdbai,1,2.6,50.4,2025-04-12T23:59:27.493Z,2025-04-12T23:59:29Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5647479217,141,31.3,5647479213,56,Center,5647479211,124,,5647479227,74,,5647479223,1,,5647479215,140,61.8,5647479221,213,6.08,5647479219,212,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307313,204,1,1,21,29,5x54jbfk11lrsmipgsx7cdbai,1,61.8,31.3,2025-04-12T23:59:29.604Z,2025-04-12T23:59:31Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5647479331,141,41.2,5647479327,56,Back,5647479333,212,21.1,5647479335,213,2.82,5647479329,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307345,205,1,1,21,30,5x54jbfk11lrsmipgsx7cdbai,1,42.8,41.2,2025-04-12T23:59:31.284Z,2025-04-12T23:59:35Z,87n7hmq7f1q1avazbmwmcg222,A. Skundrich,,,5647479525,212,32.5,5647479523,141,88.6,5647479527,213,1.44,5647479521,140,46.7,5647479519,56,Back,5647479529,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307373,206,1,1,21,34,5x54jbfk11lrsmipgsx7cdbai,1,54.2,90.6,2025-04-12T23:59:34.988Z,2025-04-12T23:59:39Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5647479743,141,95.1,5647479747,213,0.24,5647479741,140,66.2,5647479745,212,13.0,5647479739,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307413,207,1,1,21,38,5x54jbfk11lrsmipgsx7cdbai,1,67.6,81.1,2025-04-12T23:59:38.988Z,2025-04-12T23:59:44Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5647479969,140,63.9,5647479973,212,13.9,5647479971,141,61.4,5647479967,56,Center,5647479975,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307423,208,1,1,21,43,5x54jbfk11lrsmipgsx7cdbai,1,63.4,53.9,2025-04-12T23:59:43.884Z,2025-04-12T23:59:45Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5647480019,140,53.4,5647480017,56,Center,5647480025,213,2.59,5647480023,212,12.3,5647480021,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307435,209,1,1,21,45,5x54jbfk11lrsmipgsx7cdbai,1,53.4,63.3,2025-04-12T23:59:45.676Z,2025-04-12T23:59:47Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5647480087,140,45.5,5647480089,141,34.5,5647480093,213,4.31,5647480091,212,21.3,5647480085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307451,210,1,1,21,46,5x54jbfk11lrsmipgsx7cdbai,1,45.5,34.5,2025-04-12T23:59:47.324Z,2025-04-12T23:59:50Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5647480199,140,59.0,5647480201,141,5.5,5647480197,56,Right,5647480203,212,24.3,5647480205,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307457,211,1,1,21,49,5x54jbfk11lrsmipgsx7cdbai,0,59.0,5.5,2025-04-12T23:59:50.276Z,2025-04-12T23:59:51Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5647480251,213,0.12,5647480243,141,8.8,5647480247,212,18.1,5647480237,56,Right,5647480239,140,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307477,184,1,1,21,53,5qfq6cwtrgzd2szijivns7rjl,1,36.1,78.1,2025-04-12T23:59:53.765Z,2025-04-12T23:59:54Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5647480385,56,Back,5647480393,213,5.25,5647480389,141,65.2,5647480387,140,41.1,5647480391,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307501,186,1,1,21,54,5qfq6cwtrgzd2szijivns7rjl,1,42.1,64.6,2025-04-12T23:59:54.863Z,2025-04-12T23:59:56Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5647480525,56,Back,5647480531,212,16.3,5647480533,213,3.22,5647480527,140,26.6,5647480529,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307509,187,1,1,21,56,5qfq6cwtrgzd2szijivns7rjl,1,25.0,65.5,2025-04-12T23:59:56.697Z,2025-04-12T23:59:58Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5647480581,212,22.8,5647480577,140,9.4,5647480579,141,42.2,5647480583,213,3.91,5647480575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307563,188,1,1,21,57,5qfq6cwtrgzd2szijivns7rjl,1,6.9,39.2,2025-04-12T23:59:57.918Z,2025-04-13T00:00:05Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5647480891,213,5.54,5647480889,212,27.9,5647480887,141,11.4,5647480883,56,Back,5647480885,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307569,189,1,1,22,4,5qfq6cwtrgzd2szijivns7rjl,1,21.4,17.0,2025-04-13T00:00:05.397Z,2025-04-13T00:00:07Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5647480919,56,Center,5647480929,1,,5647480917,155,,5647480925,212,47.2,5647480927,213,0.07,5647480923,141,21.6,5647480921,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307575,190,4,1,22,6,5qfq6cwtrgzd2szijivns7rjl,1,63.8,23.6,2025-04-13T00:00:07.517Z,2025-04-13T00:00:15Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5647481073,233,212,5647481307,295,,5647480979,56,Center,5647480977,13,,5647480981,152,,5647480985,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307577,212,4,1,22,6,5x54jbfk11lrsmipgsx7cdbai,0,36.2,76.4,2025-04-13T00:00:07.518Z,2025-04-13T00:00:16Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5647481069,152,,5647481087,233,190,5647481065,295,,5647481071,285,,5647481063,13,,5647481067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307739,191,1,1,22,25,5qfq6cwtrgzd2szijivns7rjl,1,69.4,17.6,2025-04-13T00:00:25.917Z,2025-04-13T00:00:27Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5647481915,141,27.3,5647481907,5,,5647481911,56,Back,5647481913,140,46.9,5647481917,212,24.5,5647481909,152,,5647481919,213,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307769,192,1,1,22,26,5qfq6cwtrgzd2szijivns7rjl,1,46.0,27.6,2025-04-13T00:00:27.509Z,2025-04-13T00:00:31Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5647482119,140,44.7,5647482117,56,Back,5647482125,213,1.62,5647482123,212,27.4,5647482121,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307795,193,1,1,22,30,5qfq6cwtrgzd2szijivns7rjl,1,44.2,73.5,2025-04-13T00:00:31.463Z,2025-04-13T00:00:34Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5647482265,212,20.8,5647482259,56,Left,5647482267,213,0.40,5647482263,141,85.4,5647482261,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307827,194,1,1,22,34,5qfq6cwtrgzd2szijivns7rjl,1,54.7,89.7,2025-04-13T00:00:34.735Z,2025-04-13T00:00:37Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5647482417,213,3.84,5647482413,141,72.1,5647482411,140,41.0,5647482415,212,18.7,5647482409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307877,195,1,1,22,36,5qfq6cwtrgzd2szijivns7rjl,1,38.5,72.0,2025-04-13T00:00:37.493Z,2025-04-13T00:00:42Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5647482679,140,40.0,5647482685,213,4.77,5647482677,56,Back,5647482683,212,27.7,5647482681,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307909,196,1,1,22,41,5qfq6cwtrgzd2szijivns7rjl,1,39.0,28.8,2025-04-13T00:00:41.797Z,2025-04-13T00:00:45Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5647482879,56,Back,5647482881,140,43.4,5647482883,141,34.9,5647482887,213,0.73,5647482885,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307937,197,1,1,22,44,5qfq6cwtrgzd2szijivns7rjl,1,42.8,41.0,2025-04-13T00:00:45.369Z,2025-04-13T00:00:48Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5647483001,140,34.9,5647483003,141,73.3,5647483007,213,1.93,5647483005,212,23.5,5647482999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800307957,198,1,1,22,47,5qfq6cwtrgzd2szijivns7rjl,1,34.9,75.0,2025-04-13T00:00:48.461Z,2025-04-13T00:00:52Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5647483135,56,Center,5647483137,140,85.0,5647483133,155,,5647483143,213,6.11,5647483141,212,53.4,5647483139,141,61.7,5647483145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
