id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/15/value,qualifier/8/value,qualifier/14/value
2822710985,199,1,1,25,55,aj8ytsr2ap33tod0hd8ofzaw9,1,77.0,11.6,2025-06-15T01:03:11.822Z,2025-06-15T01:03:15Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5771504919,140,72.1,5771504925,213,3.88,5771504923,212,7.0,5771504917,56,Right,5771504921,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822710987,200,3,1,25,58,aj8ytsr2ap33tod0hd8ofzaw9,0,72.2,22.4,2025-06-15T01:03:15.574Z,2025-06-15T01:03:20Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5771504959,286,,5771504957,56,Center,5771505115,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711007,232,7,1,25,58,2iwybwokic7nmr1t33abdbjoq,0,27.8,77.6,2025-06-15T01:03:15.575Z,2025-06-15T01:03:21Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5771505109,233,200,5771505075,285,,5771505073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822710993,201,61,1,25,59,aj8ytsr2ap33tod0hd8ofzaw9,1,72.0,19.2,2025-06-15T01:03:16.398Z,2025-06-15T01:05:19Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5771504993,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711043,234,1,1,26,2,2iwybwokic7nmr1t33abdbjoq,1,27.6,73.0,2025-06-15T01:03:19.064Z,2025-06-15T01:03:22Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5771505289,140,31.0,5771505295,213,4.85,5771505293,212,25.7,5771505287,56,Back,5771505291,141,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711047,235,1,1,26,4,2iwybwokic7nmr1t33abdbjoq,0,31.0,35.6,2025-06-15T01:03:21.480Z,2025-06-15T01:03:23Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,,5771505321,56,Back,5771505329,213,0.18,5771505343,236,,5771505345,233,202,5771505349,286,,5771505323,140,33.8,5771505327,212,3.0,5771505325,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711039,202,74,1,26,4,aj8ytsr2ap33tod0hd8ofzaw9,1,67.6,58.4,2025-06-15T01:03:21.481Z,2025-06-15T01:03:24Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5771505355,233,235,5771505279,285,,5771505277,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711079,236,1,1,26,6,2iwybwokic7nmr1t33abdbjoq,0,27.4,32.7,2025-06-15T01:03:23.448Z,2025-06-15T01:03:27Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5771505517,157,,5771505521,140,44.9,5771505529,1,,5771505525,212,22.4,5771505527,213,0.61,5771505523,141,51.5,5771505519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711089,203,44,1,26,10,aj8ytsr2ap33tod0hd8ofzaw9,1,55.0,49.0,2025-06-15T01:03:26.687Z,2025-06-15T01:42:12Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5771505645,233,237,5771505585,56,Center,5771505587,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711087,237,44,1,26,10,2iwybwokic7nmr1t33abdbjoq,0,45.0,51.0,2025-06-15T01:03:26.688Z,2025-06-15T01:42:13Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5771505573,56,Back,5771505665,233,203,5771505575,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711095,204,61,1,26,10,aj8ytsr2ap33tod0hd8ofzaw9,1,54.7,49.7,2025-06-15T01:03:27.246Z,2025-06-15T01:03:27Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5771505623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711143,238,1,1,26,11,2iwybwokic7nmr1t33abdbjoq,1,57.8,60.2,2025-06-15T01:03:28.561Z,2025-06-15T01:03:32Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5771505961,140,64.5,5771505959,56,Left,5771505965,212,16.8,5771505967,213,1.14,5771505963,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711169,239,1,1,26,15,2iwybwokic7nmr1t33abdbjoq,1,64.5,82.7,2025-06-15T01:03:32.168Z,2025-06-15T01:41:45Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5771506097,140,76.1,5771506095,56,Left,5771506099,141,90.0,5771506103,213,0.39,5771506101,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711185,240,1,1,26,18,2iwybwokic7nmr1t33abdbjoq,1,73.0,91.7,2025-06-15T01:03:35.417Z,2025-06-15T01:03:37Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5771506187,56,Left,5771506195,212,10.4,5771506191,140,63.2,5771506197,213,3.30,5771506193,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711195,241,1,1,26,20,2iwybwokic7nmr1t33abdbjoq,1,63.2,89.3,2025-06-15T01:03:36.896Z,2025-06-15T01:03:37Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5771506251,141,90.8,5771506255,213,0.17,5771506253,212,6.2,5771506247,140,69.0,5771506243,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711203,242,1,1,26,21,2iwybwokic7nmr1t33abdbjoq,1,69.0,90.8,2025-06-15T01:03:37.752Z,2025-06-15T01:03:38Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5771506317,213,3.62,5771506313,141,83.0,5771506311,140,59.2,5771506315,212,11.6,5771506309,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822721035,359,1,1,26,23,2iwybwokic7nmr1t33abdbjoq,1,57.8,88.1,2025-06-15T01:03:39.713Z,2025-06-15T01:41:58Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5771562947,141,89.9,5771562943,56,Left,5771562945,140,65.2,5771562949,212,7.9,5771562951,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822721027,358,1,1,26,23,2iwybwokic7nmr1t33abdbjoq,1,69.7,90.4,2025-06-15T01:03:40.553Z,2025-06-15T01:42:05Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5771563247,56,Left,5771563253,212,15.4,5771563255,213,3.22,5771563249,140,55.1,5771563251,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711221,243,1,1,26,24,2iwybwokic7nmr1t33abdbjoq,1,59.2,83.0,2025-06-15T01:03:40.890Z,2025-06-15T01:17:51Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5771506409,56,Left,5771506415,212,12.3,5771506417,213,0.60,5771506411,140,68.9,5771506413,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711233,244,1,1,26,24,2iwybwokic7nmr1t33abdbjoq,1,67.1,92.8,2025-06-15T01:03:40.960Z,2025-06-15T01:03:43Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5771506479,140,59.5,5771506485,213,3.54,5771506483,212,8.6,5771506477,56,Left,5771506481,141,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711255,245,1,1,26,26,2iwybwokic7nmr1t33abdbjoq,1,59.9,89.9,2025-06-15T01:03:43.023Z,2025-06-15T01:42:34Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5771506609,212,3.8,5771506603,56,Left,5771506607,141,89.0,5771506605,140,56.3,5771506611,213,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711267,246,1,1,26,28,2iwybwokic7nmr1t33abdbjoq,1,56.3,89.0,2025-06-15T01:03:44.880Z,2025-06-15T01:03:45Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771506675,141,92.8,5771506677,212,4.2,5771506671,56,Left,5771506673,140,59.4,5771506679,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711289,247,1,1,26,29,2iwybwokic7nmr1t33abdbjoq,1,59.4,92.8,2025-06-15T01:03:45.665Z,2025-06-15T01:42:41Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5771506793,213,3.27,5771506789,141,91.5,5771506787,140,53.1,5771631937,156,,5771506791,212,6.7,5771506785,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711337,248,1,1,26,30,2iwybwokic7nmr1t33abdbjoq,1,53.2,89.9,2025-06-15T01:03:47.288Z,2025-06-15T01:03:51Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771507089,141,71.7,5771507085,56,Back,5771507091,212,16.4,5771507093,213,4.00,5771507087,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711347,249,1,1,26,34,2iwybwokic7nmr1t33abdbjoq,1,43.0,71.7,2025-06-15T01:03:51.025Z,2025-06-15T01:03:52Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5771507117,213,1.44,5771507113,141,85.3,5771507111,140,44.2,5771507115,212,9.3,5771507109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711363,250,1,1,26,35,2iwybwokic7nmr1t33abdbjoq,1,44.2,85.3,2025-06-15T01:03:52.344Z,2025-06-15T01:03:54Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771507185,212,11.3,5771507179,56,Center,5771507187,213,5.61,5771507183,141,74.9,5771507181,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711387,251,1,1,26,37,2iwybwokic7nmr1t33abdbjoq,1,54.8,77.7,2025-06-15T01:03:54.040Z,2025-06-15T01:03:57Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5771507371,140,40.1,5771507377,213,2.75,5771507373,141,87.1,5771507369,56,Back,5771507375,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711413,252,1,1,26,41,2iwybwokic7nmr1t33abdbjoq,1,42.6,87.9,2025-06-15T01:03:58.359Z,2025-06-15T01:04:00Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771507551,213,4.16,5771507549,212,11.2,5771507545,140,37.0,5771507543,56,Back,5771507547,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711443,253,1,1,26,43,2iwybwokic7nmr1t33abdbjoq,1,38.0,74.9,2025-06-15T01:04:00.279Z,2025-06-15T01:04:02Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5771507705,140,43.0,5771507703,56,Back,5771507707,141,88.2,5771507711,213,1.04,5771507709,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711489,254,2,1,26,46,2iwybwokic7nmr1t33abdbjoq,1,45.6,92.6,2025-06-15T01:04:02.873Z,2025-06-15T01:04:07Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771507995,1,,5771507957,140,78.3,5771507997,56,Left,5771507993,7,c0of0cn2tec0yn2vtwdqgxxpl,5771507959,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711861,206,1,1,27,23,aj8ytsr2ap33tod0hd8ofzaw9,1,26.4,15.0,2025-06-15T01:04:40.206Z,2025-06-15T01:04:41Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5771509995,213,0.28,5771509993,212,11.6,5771509989,140,37.0,5771510033,189,,5771509987,56,Back,5771509983,5,,5771509985,241,,5771509991,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711901,207,1,1,27,25,aj8ytsr2ap33tod0hd8ofzaw9,1,42.4,23.4,2025-06-15T01:04:42.317Z,2025-06-15T01:04:44Z,bw0h202lprp7jzdtp6hv78ixh,Marcos Cerato,,,5771510219,141,64.9,5771510223,213,1.69,5771510215,56,Back,5771510221,212,28.4,5771510217,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711925,208,1,1,27,27,aj8ytsr2ap33tod0hd8ofzaw9,1,39.8,66.1,2025-06-15T01:04:43.958Z,2025-06-15T01:04:47Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5771510369,141,38.8,5771510371,212,18.8,5771510373,213,4.56,5771510367,140,37.1,5771510365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711965,209,1,1,27,30,aj8ytsr2ap33tod0hd8ofzaw9,1,42.2,32.4,2025-06-15T01:04:47.118Z,2025-06-15T01:04:50Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5771510587,213,0.73,5771510583,212,58.6,5771510579,141,89.9,5771510571,56,Left,5771510567,155,,5771510589,1,,5771510575,140,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822711989,210,1,1,27,34,aj8ytsr2ap33tod0hd8ofzaw9,1,84.7,90.3,2025-06-15T01:04:50.847Z,2025-06-15T01:04:53Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5771510717,212,11.6,5771510713,140,75.2,5771510709,3,,5771510715,141,81.7,5771510711,56,Left,5771510719,213,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712005,211,1,1,27,36,aj8ytsr2ap33tod0hd8ofzaw9,1,78.7,86.9,2025-06-15T01:04:53.054Z,2025-06-15T01:04:54Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5771510807,140,81.2,5771510805,56,Left,5771510809,141,91.2,5771510811,212,3.9,5771510813,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712017,212,1,1,27,37,aj8ytsr2ap33tod0hd8ofzaw9,1,81.2,91.5,2025-06-15T01:04:54.358Z,2025-06-15T01:04:55Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5771510897,56,Center,5771510901,141,77.0,5771510905,213,4.30,5771510903,212,10.8,5771510899,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712025,213,1,1,27,38,aj8ytsr2ap33tod0hd8ofzaw9,1,77.1,77.0,2025-06-15T01:04:55.221Z,2025-06-15T01:04:58Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5771510951,212,10.2,5771510953,213,2.45,5771510949,141,86.5,5771510975,156,,5771510947,140,69.6,5771510945,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712067,214,1,1,27,41,aj8ytsr2ap33tod0hd8ofzaw9,1,69.1,85.3,2025-06-15T01:04:58.101Z,2025-06-15T01:04:59Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5771511203,212,10.2,5771511205,213,4.54,5771511199,140,67.4,5771511201,141,70.5,5771511197,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712091,215,1,1,27,42,aj8ytsr2ap33tod0hd8ofzaw9,1,67.4,70.5,2025-06-15T01:04:59.222Z,2025-06-15T01:05:02Z,bw0h202lprp7jzdtp6hv78ixh,Marcos Cerato,,,5771511331,56,Left,5771511339,213,0.71,5771511335,141,93.8,5771511337,212,24.3,5771511333,140,85.0,5771511329,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712097,216,1,1,27,45,aj8ytsr2ap33tod0hd8ofzaw9,0,86.6,93.5,2025-06-15T01:05:02.085Z,2025-06-15T01:05:02Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5771511381,213,5.14,5771511379,212,7.2,5771511375,140,89.4,5771511377,141,83.9,5771511373,56,Left,5771511371,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712109,256,8,1,27,47,2iwybwokic7nmr1t33abdbjoq,1,16.5,17.1,2025-06-15T01:05:03.968Z,2025-06-15T01:05:04Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,,5771511435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712131,258,1,1,27,49,2iwybwokic7nmr1t33abdbjoq,0,17.8,6.8,2025-06-15T01:05:05.791Z,2025-06-15T01:05:07Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,,5771511547,141,5.0,5771511549,212,1.6,5771511551,213,5.42,5771511541,157,,5771511609,286,,5771511603,236,,5771511553,1,,5771511605,233,217,5771511543,56,5771511545,140,,,,,,,,,,,,,,,,,,18.8,,,,Back,
2822712121,217,74,1,27,49,aj8ytsr2ap33tod0hd8ofzaw9,1,89.8,93.9,2025-06-15T01:05:05.792Z,2025-06-15T01:05:07Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5771511497,56,Left,5771511629,233,258,5771511499,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712149,218,5,1,27,50,aj8ytsr2ap33tod0hd8ofzaw9,0,84.2,101.2,2025-06-15T01:05:06.807Z,2025-06-15T01:41:40Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5771512457,233,259,5771511633,347,,5771511631,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712297,259,5,1,27,50,2iwybwokic7nmr1t33abdbjoq,1,15.8,-1.2,2025-06-15T01:05:06.807Z,2025-06-15T01:41:40Z,dv155f8jlvq8frvhjcokboiy1,C. Dennis,,,5771512385,56,Back,5771512389,347,,5771512413,233,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712339,260,1,1,28,5,2iwybwokic7nmr1t33abdbjoq,1,20.7,0.0,2025-06-15T01:05:21.656Z,2025-06-15T01:05:24Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5771512599,141,8.6,5771512605,1,,5771512603,213,0.24,5771512597,140,44.6,5771512593,107,,5771512595,56,Back,5771512601,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712349,261,1,1,28,7,2iwybwokic7nmr1t33abdbjoq,0,44.6,8.6,2025-06-15T01:05:24.583Z,2025-06-15T01:05:25Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5771512627,56,Back,5771512631,141,11.0,5771512629,140,41.8,5771512643,156,,5771512635,213,2.63,5771512633,212,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712379,219,1,1,28,8,aj8ytsr2ap33tod0hd8ofzaw9,1,63.8,76.0,2025-06-15T01:05:24.886Z,2025-06-15T01:05:27Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5771512745,140,71.0,5771512747,141,82.3,5771512743,56,Left,5771512741,155,,5771512751,213,0.52,5771512749,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712387,220,3,1,28,10,aj8ytsr2ap33tod0hd8ofzaw9,0,72.5,75.7,2025-06-15T01:05:26.941Z,2025-06-15T01:05:27Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5771512797,56,Center,5771512831,211,,5771512799,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712413,262,12,1,28,12,2iwybwokic7nmr1t33abdbjoq,1,19.3,32.6,2025-06-15T01:05:29.369Z,2025-06-15T01:46:51Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5771512937,140,60.5,5771512935,56,Right,5771512939,141,18.5,5771512941,212,44.3,5771512943,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712491,222,1,1,28,16,aj8ytsr2ap33tod0hd8ofzaw9,1,45.5,50.6,2025-06-15T01:05:33.333Z,2025-06-15T01:05:38Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5771513407,56,Back,5771513411,141,27.3,5771513415,213,4.50,5771513409,140,42.2,5771513413,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712551,223,1,1,28,21,aj8ytsr2ap33tod0hd8ofzaw9,1,43.1,18.0,2025-06-15T01:05:38.302Z,2025-06-15T01:05:43Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5771513739,140,13.9,5771513741,141,46.6,5771513745,213,2.58,5771513743,212,36.3,5771513747,1,,5771513737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712589,224,1,1,28,26,aj8ytsr2ap33tod0hd8ofzaw9,1,14.2,36.6,2025-06-15T01:05:43.589Z,2025-06-15T01:05:47Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5771513919,213,5.34,5771513911,56,Back,5771513915,141,13.2,5771513913,140,25.1,5771513917,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712617,225,1,1,28,30,aj8ytsr2ap33tod0hd8ofzaw9,1,25.1,13.2,2025-06-15T01:05:47.565Z,2025-06-15T01:05:49Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5771514035,56,Back,5771514037,140,33.9,5771514041,212,9.4,5771514043,213,0.19,5771514039,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712623,226,1,1,28,33,aj8ytsr2ap33tod0hd8ofzaw9,0,34.5,11.4,2025-06-15T01:05:49.749Z,2025-06-15T01:05:50Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5771514077,212,22.3,5771514071,56,Right,5771514073,140,55.7,5771514075,141,9.7,5771514079,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712643,264,1,1,28,35,2iwybwokic7nmr1t33abdbjoq,1,55.1,92.8,2025-06-15T01:05:52.288Z,2025-06-15T01:05:53Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771514201,212,5.5,5771514197,140,56.5,5771514195,56,Left,5771514199,141,85.0,5771514203,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712693,265,1,1,28,40,2iwybwokic7nmr1t33abdbjoq,1,42.4,88.7,2025-06-15T01:05:56.768Z,2025-06-15T01:05:59Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5771514539,140,33.0,5771514541,141,81.5,5771514545,213,3.60,5771514543,212,11.0,5771514537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712737,266,1,1,28,42,2iwybwokic7nmr1t33abdbjoq,1,33.0,80.0,2025-06-15T01:05:59.184Z,2025-06-15T01:06:03Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5771514813,212,26.2,5771514815,213,3.73,5771514809,141,58.5,5771514807,140,12.3,5771514803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712785,267,1,1,28,46,2iwybwokic7nmr1t33abdbjoq,1,13.1,60.0,2025-06-15T01:06:03.512Z,2025-06-15T01:06:09Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5771515091,56,Back,5771515099,213,0.85,5771515095,141,76.2,5771515093,140,22.4,5771515097,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712819,268,1,1,28,52,2iwybwokic7nmr1t33abdbjoq,0,31.3,79.1,2025-06-15T01:06:08.889Z,2025-06-15T01:06:12Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5771515251,1,,5771515249,213,0.06,5771515241,56,Left,5771515247,212,35.9,5771515243,140,65.4,5771515239,155,,5771515245,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712831,227,12,1,28,56,aj8ytsr2ap33tod0hd8ofzaw9,1,29.2,12.9,2025-06-15T01:06:12.685Z,2025-06-15T01:06:14Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5771515289,140,33.0,5771515391,167,,5771515295,213,5.09,5771515293,212,10.9,5771515305,15,,5771515287,56,Back,5771515291,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712843,228,5,1,28,56,aj8ytsr2ap33tod0hd8ofzaw9,0,34.4,-1.8,2025-06-15T01:06:13.605Z,2025-06-15T01:41:41Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5771515345,56,Back,5771516113,233,269,5771515347,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822712989,269,5,1,28,56,2iwybwokic7nmr1t33abdbjoq,1,65.6,101.8,2025-06-15T01:06:13.605Z,2025-06-15T01:41:40Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5771516093,347,,5771516091,56,Left,5771516107,233,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822713011,270,1,1,29,11,2iwybwokic7nmr1t33abdbjoq,1,63.5,100.0,2025-06-15T01:06:28.072Z,2025-06-15T01:06:30Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771516213,140,73.1,5771516217,212,15.9,5771516209,107,,5771516215,141,83.4,5771516211,56,Left,5771516219,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822713027,271,1,1,29,13,2iwybwokic7nmr1t33abdbjoq,1,72.3,86.5,2025-06-15T01:06:30.247Z,2025-06-15T01:06:31Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5771516309,212,9.2,5771516305,140,63.7,5771516307,141,89.1,5771516303,56,Left,5771516311,213,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822713043,272,1,1,29,14,2iwybwokic7nmr1t33abdbjoq,1,63.7,89.1,2025-06-15T01:06:31.584Z,2025-06-15T01:06:32Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5771516397,213,5.73,5771516391,140,69.9,5771516393,141,83.2,5771516395,212,7.6,5771516389,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
