id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2813104849,140,1,1,16,24,83cpn99fh7ulkwe8nezy8a3mx,1,21.1,37.6,2025-05-10T23:52:59.373Z,2025-05-10T23:53:02Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718105589,56,Back,5718105597,213,2.89,5718105591,140,7.7,5718105593,141,43.0,5718105595,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813104855,141,1,1,16,26,83cpn99fh7ulkwe8nezy8a3mx,1,7.7,43.0,2025-05-10T23:53:02.053Z,2025-05-10T23:53:03Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,5718105659,212,30.8,5718105661,213,0.31,5718105663,1,,5718105657,141,56.7,5718105651,157,,5718105653,56,Back,5718105655,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813104861,142,1,1,16,28,83cpn99fh7ulkwe8nezy8a3mx,0,35.7,56.7,2025-05-10T23:53:03.213Z,2025-05-10T23:53:05Z,1xb2wmuzlhgo6vt7f9yl2rnkk,C. Moguel,,5718105739,141,72.3,5718105741,212,25.9,5718105743,213,0.42,5718105735,56,Center,5718105745,1,,5718105733,157,,5718105737,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813104895,164,1,1,16,31,224tl8u2smnbyliroayk69nt0,1,29.3,18.8,2025-05-10T23:53:06.309Z,2025-05-10T23:53:08Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5718105907,56,Back,5718105915,213,2.51,5718105909,140,11.2,5718105913,212,23.5,5718105911,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813104949,165,1,1,16,33,224tl8u2smnbyliroayk69nt0,0,12.6,33.3,2025-05-10T23:53:08.381Z,2025-05-10T23:53:12Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5718106225,141,20.4,5718106221,56,Right,5718106227,212,44.2,5718106223,140,53.9,5718106229,213,6.08,5718106219,157,,5718106231,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813104947,143,61,1,16,37,83cpn99fh7ulkwe8nezy8a3mx,1,38.5,69.6,2025-05-10T23:53:12.538Z,2025-05-10T23:53:12Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718106217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105003,145,1,1,16,42,83cpn99fh7ulkwe8nezy8a3mx,0,37.6,83.2,2025-05-10T23:53:17.685Z,2025-05-10T23:53:18Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718106603,157,,5718106619,1,,5718106607,140,61.3,5718106605,56,Left,5718106611,141,85.3,5718106617,213,0.06,5718106615,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105039,166,12,1,16,46,224tl8u2smnbyliroayk69nt0,1,30.6,25.3,2025-05-10T23:53:21.293Z,2025-05-10T23:59:08Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718106857,141,24.3,5718106851,56,Back,5718106855,140,49.8,5718106861,212,20.2,5718106865,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105041,146,1,1,16,46,83cpn99fh7ulkwe8nezy8a3mx,1,59.4,71.8,2025-05-10T23:53:21.461Z,2025-05-10T23:53:23Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,5718106895,213,4.42,5718106893,212,10.3,5718106887,56,Center,5718106891,141,57.3,5718106889,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105063,147,1,1,16,47,83cpn99fh7ulkwe8nezy8a3mx,1,56.6,57.3,2025-05-10T23:53:22.861Z,2025-05-10T23:53:25Z,1xb2wmuzlhgo6vt7f9yl2rnkk,C. Moguel,,5718107045,213,5.07,5718107037,56,Center,5718107043,212,24.1,5718107041,141,24.1,5718107039,140,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105137,148,1,1,16,50,83cpn99fh7ulkwe8nezy8a3mx,1,64.7,24.1,2025-05-10T23:53:25.189Z,2025-05-10T23:53:33Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,5718107529,141,36.0,5718107525,56,Back,5718107527,140,42.4,5718107533,213,2.81,5718107531,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105165,149,1,1,16,57,83cpn99fh7ulkwe8nezy8a3mx,1,49.3,34.2,2025-05-10T23:53:32.861Z,2025-05-10T23:53:36Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718107737,140,44.0,5718107741,212,21.9,5718107743,213,1.83,5718107735,56,Back,5718107739,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105199,150,1,1,17,0,83cpn99fh7ulkwe8nezy8a3mx,1,43.9,65.4,2025-05-10T23:53:36.045Z,2025-05-10T23:53:39Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718107915,212,20.6,5718107909,56,Left,5718107917,213,0.74,5718107913,141,85.9,5718107911,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105223,151,1,1,17,4,83cpn99fh7ulkwe8nezy8a3mx,1,57.7,84.1,2025-05-10T23:53:39.341Z,2025-05-10T23:53:42Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718108049,56,Back,5718108053,141,73.3,5718108057,213,3.67,5718108051,140,45.8,5718108055,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105299,152,1,1,17,6,83cpn99fh7ulkwe8nezy8a3mx,1,45.8,73.3,2025-05-10T23:53:41.797Z,2025-05-10T23:53:48Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718108529,140,44.7,5718108527,56,Back,5718108535,213,4.67,5718108531,141,35.4,5718108533,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105341,153,1,1,17,13,83cpn99fh7ulkwe8nezy8a3mx,1,47.5,41.0,2025-05-10T23:53:48.269Z,2025-05-10T23:53:51Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718108739,140,45.6,5718108745,213,1.69,5718108737,56,Back,5718108743,212,17.3,5718108741,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105361,154,1,1,17,16,83cpn99fh7ulkwe8nezy8a3mx,1,53.1,67.5,2025-05-10T23:53:51.453Z,2025-05-10T23:53:52Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718108857,56,Center,5718108863,212,9.5,5718108861,141,72.9,5718108865,213,0.40,5718108859,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105389,155,1,1,17,17,83cpn99fh7ulkwe8nezy8a3mx,1,61.4,72.9,2025-05-10T23:53:52.732Z,2025-05-10T23:53:54Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,5718109009,213,1.58,5718109005,141,86.8,5718109007,212,9.5,5718109001,56,Left,5718109003,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105563,156,2,1,17,19,83cpn99fh7ulkwe8nezy8a3mx,1,61.3,86.8,2025-05-10T23:53:54.437Z,2025-05-11T01:50:53Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718110079,141,88.7,5718110077,140,72.3,5718110073,7,cla0i94uyddjw7jzqoyfsplre,5718110075,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105803,168,1,1,17,57,224tl8u2smnbyliroayk69nt0,0,23.9,13.4,2025-05-10T23:54:32.254Z,2025-05-11T00:47:57Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5718111279,157,,5718111285,140,72.5,5718111293,1,,5718111291,213,0.10,5718111283,56,Right,5718111287,141,21.0,5718111281,241,,5718111289,212,51.3,5718111277,5,,,,,,,,,,,,,,,,,,,,,,,,,
2813105809,157,44,1,18,1,83cpn99fh7ulkwe8nezy8a3mx,1,29.2,74.2,2025-05-10T23:54:36.285Z,2025-05-11T02:03:24Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718111305,56,Back,5718111307,285,,5718111327,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105807,169,44,1,18,1,224tl8u2smnbyliroayk69nt0,0,70.8,25.8,2025-05-10T23:54:36.286Z,2025-05-11T02:03:24Z,aqqbh1ugeh2f8jjiq8fu2qwru,B. Jacquesson,,5718111303,286,,5718111301,56,Center,5718111389,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105843,158,1,1,18,1,83cpn99fh7ulkwe8nezy8a3mx,0,31.9,66.3,2025-05-10T23:54:36.309Z,2025-05-11T02:04:12Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718111511,213,6.03,5718111509,212,16.9,5718111505,140,47.5,5718111507,141,60.0,5718111503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813144683,496,8,1,18,3,224tl8u2smnbyliroayk69nt0,1,61.3,50.0,2025-05-10T23:54:38.534Z,2025-05-11T00:49:32Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5718330523,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105855,170,1,1,18,4,224tl8u2smnbyliroayk69nt0,0,71.2,43.3,2025-05-10T23:54:39.749Z,2025-05-10T23:54:40Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5718111575,56,Center,5718111573,155,,5718111577,140,92.9,5718111581,212,23.1,5718111583,213,6.12,5718111579,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105859,159,1,1,18,4,83cpn99fh7ulkwe8nezy8a3mx,0,45.1,64.9,2025-05-10T23:54:39.980Z,2025-05-11T01:50:56Z,1xb2wmuzlhgo6vt7f9yl2rnkk,C. Moguel,,5718111595,213,3.69,5718111593,212,12.7,5718111591,141,55.1,5718111587,56,Back,5718111589,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813105997,161,1,1,18,14,83cpn99fh7ulkwe8nezy8a3mx,1,14.3,63.4,2025-05-10T23:54:49.372Z,2025-05-10T23:54:54Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,5718112329,212,8.5,5718112323,56,Back,5718112327,141,75.7,5718112321,123,,5718112325,140,15.6,5718112331,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106041,162,1,1,18,19,83cpn99fh7ulkwe8nezy8a3mx,1,19.2,77.2,2025-05-10T23:54:54.229Z,2025-05-10T23:54:58Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718112533,213,4.15,5718112529,212,12.2,5718112521,56,Back,5718112523,140,13.0,5718112525,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106083,163,1,1,18,22,83cpn99fh7ulkwe8nezy8a3mx,1,12.9,58.2,2025-05-10T23:54:57.980Z,2025-05-10T23:55:01Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,5718112751,212,16.1,5718112753,213,5.14,5718112749,141,36.6,5718112747,140,19.2,5718112745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106153,164,1,1,18,26,83cpn99fh7ulkwe8nezy8a3mx,1,20.6,33.3,2025-05-10T23:55:01.580Z,2025-05-10T23:55:08Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718113137,56,Right,5718113145,213,6.02,5718113141,141,19.8,5718113147,1,,5718113143,212,35.1,5718113135,155,,5718113139,140,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106163,165,61,1,18,32,83cpn99fh7ulkwe8nezy8a3mx,0,56.6,7.9,2025-05-10T23:55:07.973Z,2025-05-10T23:55:08Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,5718113195,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106177,166,5,1,18,34,83cpn99fh7ulkwe8nezy8a3mx,0,64.3,-1.0,2025-05-10T23:55:09.695Z,2025-05-11T02:04:42Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,5718113267,56,Right,5718113945,233,171,5718113269,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106271,171,5,1,18,34,224tl8u2smnbyliroayk69nt0,1,35.7,101.0,2025-05-10T23:55:09.695Z,2025-05-11T02:04:42Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5718113883,347,,5718113879,56,Back,5718113923,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106325,172,1,1,18,45,224tl8u2smnbyliroayk69nt0,1,33.3,100.0,2025-05-10T23:55:20.749Z,2025-05-10T23:55:26Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718114199,140,61.3,5718114205,213,5.87,5718114203,212,32.1,5718114207,1,,5718114201,141,82.6,5718114197,56,Left,5718114195,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106335,173,1,1,18,51,224tl8u2smnbyliroayk69nt0,1,61.2,82.6,2025-05-10T23:55:26.429Z,2025-05-10T23:55:27Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5718114257,140,55.7,5718114255,56,Left,5718114259,141,83.0,5718114263,213,3.09,5718114261,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106343,174,1,1,18,52,224tl8u2smnbyliroayk69nt0,1,55.7,83.0,2025-05-10T23:55:27.477Z,2025-05-11T00:52:16Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5718114299,140,62.2,5718114305,213,0.14,5718114301,141,84.4,5718114303,212,6.9,5718114297,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106345,175,61,1,18,53,224tl8u2smnbyliroayk69nt0,0,62.2,84.4,2025-05-10T23:55:28.445Z,2025-05-10T23:55:29Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5718114309,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106411,167,1,1,18,54,83cpn99fh7ulkwe8nezy8a3mx,1,26.5,15.0,2025-05-10T23:55:29.372Z,2025-05-10T23:55:33Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,5718114627,213,0.53,5718114623,212,39.9,5718114621,141,44.9,5718114619,140,59.2,5718114629,1,,5718114617,56,Center,5718114615,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106425,169,1,1,18,58,83cpn99fh7ulkwe8nezy8a3mx,1,60.2,43.1,2025-05-10T23:55:33.709Z,2025-05-10T23:55:36Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,5718114707,141,43.4,5718114703,56,Back,5718114705,140,49.9,5718114711,213,3.12,5718114709,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106477,170,1,1,19,0,83cpn99fh7ulkwe8nezy8a3mx,1,49.1,41.5,2025-05-10T23:55:36.117Z,2025-05-10T23:55:40Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,5718115029,157,,5718115035,56,Center,5718115047,212,25.3,5718115043,141,23.7,5718115041,140,70.3,5718115051,213,5.79,5718115053,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106505,171,1,1,19,5,83cpn99fh7ulkwe8nezy8a3mx,1,70.3,23.7,2025-05-10T23:55:40.685Z,2025-05-10T23:55:42Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,5718115225,140,86.0,5718115223,56,Right,5718115227,141,13.4,5718115231,213,5.88,5718115229,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106525,172,1,1,19,6,83cpn99fh7ulkwe8nezy8a3mx,0,86.2,12.6,2025-05-10T23:55:41.709Z,2025-05-11T01:56:52Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,5718115319,2,,5718115331,213,1.55,5718115325,140,86.5,5718115327,141,33.1,5718115321,155,,5718115323,56,Center,5718115329,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106513,176,12,1,19,6,224tl8u2smnbyliroayk69nt0,1,14.7,62.3,2025-05-10T23:55:42.149Z,2025-05-10T23:55:43Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718115265,140,26.9,5718115267,141,63.1,5718115263,56,Back,5718115271,213,0.04,5718115269,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106535,178,1,1,19,8,224tl8u2smnbyliroayk69nt0,0,27.0,63.1,2025-05-10T23:55:43.358Z,2025-05-10T23:55:45Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5718115397,213,5.45,5718115393,141,39.2,5718115391,140,41.1,5718115395,212,22.0,5718115389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106557,173,1,1,19,11,83cpn99fh7ulkwe8nezy8a3mx,1,62.7,55.4,2025-05-10T23:55:46.588Z,2025-05-10T23:55:47Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718115495,213,1.13,5718115493,212,8.2,5718115491,141,66.3,5718115487,56,Center,5718115489,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106583,174,1,1,19,12,83cpn99fh7ulkwe8nezy8a3mx,1,66.0,66.3,2025-05-10T23:55:47.413Z,2025-05-10T23:55:49Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,5718115605,141,45.2,5718115607,212,14.4,5718115601,56,Center,5718115603,140,67.3,5718115609,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106633,175,1,1,19,13,83cpn99fh7ulkwe8nezy8a3mx,1,67.3,45.2,2025-05-10T23:55:49.141Z,2025-05-10T23:55:53Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,5718115917,140,70.8,5718115915,56,Center,5718115919,141,72.1,5718115923,213,1.37,5718115921,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106659,176,1,1,19,18,83cpn99fh7ulkwe8nezy8a3mx,1,72.0,69.1,2025-05-10T23:55:53.661Z,2025-05-10T23:55:56Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,5718116075,56,Center,5718116077,140,60.1,5718116079,141,71.8,5718116081,212,12.6,5718116083,213,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106679,177,1,1,19,21,83cpn99fh7ulkwe8nezy8a3mx,1,64.8,68.2,2025-05-10T23:55:56.764Z,2025-05-10T23:56:00Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718116261,56,Center,5718116267,212,8.7,5718116263,140,69.6,5718116265,141,78.7,5718116269,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106723,178,1,1,19,25,83cpn99fh7ulkwe8nezy8a3mx,1,71.0,76.3,2025-05-10T23:56:00.173Z,2025-05-10T23:56:04Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,5718116529,141,88.7,5718116527,140,81.9,5718116525,56,Left,5718116531,212,14.2,5718116533,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813106761,179,1,1,19,29,83cpn99fh7ulkwe8nezy8a3mx,1,80.2,82.0,2025-05-10T23:56:04.356Z,2025-05-10T23:56:19Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,1.0,5718116747,2,,5718116755,141,50.7,5718116751,56,Center,5718116753,140,86.5,5718116757,212,22.3,5718116749,155,,5718117285,210,15,5718117287,154,,5718116759,213,,,,,,,,,,,5.01,,,,,,,,,,,,,,
2813106771,180,15,1,19,33,83cpn99fh7ulkwe8nezy8a3mx,1,86.5,50.7,2025-05-10T23:56:08.212Z,2025-05-11T02:13:31Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,5718117297,154,,5718117309,146,98.9,5718117317,233,179,5718117311,147,50,5718117299,55,179,5718640901,72,,5718116797,22,,5718117303,102,49.5,5718117293,78,5718117295,29,5718117305,103,7.0,5718116799,17,,5718116801,56,,,,,,Center,,,,,,,,,
2813106765,179,10,1,19,33,224tl8u2smnbyliroayk69nt0,1,3.5,50.3,2025-05-10T23:56:08.312Z,2025-05-11T00:52:47Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5718117349,233,180,5718116771,182,,5718116887,177,,5718116773,56,Back,5718116769,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107021,181,1,1,20,1,224tl8u2smnbyliroayk69nt0,0,3.8,55.4,2025-05-10T23:56:36.877Z,2025-05-11T01:56:17Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5718597013,199,,5718597017,140,39.0,5718597015,56,Back,5718597025,1,,5718597023,213,6.25,5718597021,212,37.0,5718597019,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107035,181,44,1,20,3,83cpn99fh7ulkwe8nezy8a3mx,1,37.4,33.6,2025-05-10T23:56:38.500Z,2025-05-10T23:56:41Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718118437,285,,5718118433,233,182,5718118393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107023,182,44,1,20,3,224tl8u2smnbyliroayk69nt0,0,62.6,66.4,2025-05-10T23:56:38.501Z,2025-05-10T23:57:02Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5718118321,286,,5718118455,233,181,5718118319,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107051,182,1,1,20,3,83cpn99fh7ulkwe8nezy8a3mx,0,43.0,25.2,2025-05-10T23:56:38.564Z,2025-05-11T01:55:58Z,5rdtu4wmswu65eqjjw38uao0k,J. Jones,,5718118499,141,35.8,5718118501,212,17.4,5718118503,213,0.43,5718118497,140,58.1,5718119131,3,,5718118495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107055,183,12,1,20,5,224tl8u2smnbyliroayk69nt0,1,46.3,63.7,2025-05-10T23:56:41.021Z,2025-05-10T23:56:56Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5718118523,140,62.9,5718118521,56,Center,5718118527,212,17.4,5718118525,141,63.7,5718118529,213,0.00,5718119411,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107103,183,1,1,20,6,83cpn99fh7ulkwe8nezy8a3mx,0,35.2,27.0,2025-05-10T23:56:41.172Z,2025-05-11T01:57:06Z,1xb2wmuzlhgo6vt7f9yl2rnkk,C. Moguel,,5718118797,56,Center,5718118795,3,,5718118799,140,60.8,5718118803,212,28.4,5718118801,141,40.4,5718118805,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107073,184,44,1,20,7,224tl8u2smnbyliroayk69nt0,1,37.2,56.0,2025-05-10T23:56:43.085Z,2025-05-11T02:03:25Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718118613,56,Back,5718118953,233,184,5718118615,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107109,184,44,1,20,7,83cpn99fh7ulkwe8nezy8a3mx,0,62.8,44.0,2025-05-10T23:56:43.086Z,2025-05-11T02:03:25Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,5718118987,233,184,5718118821,56,Center,5718118823,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107127,185,1,1,20,8,224tl8u2smnbyliroayk69nt0,1,33.9,50.1,2025-05-10T23:56:43.398Z,2025-05-10T23:56:47Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5718118897,56,Center,5718118895,3,,5718118905,213,5.86,5718118903,212,20.1,5718118901,141,37.9,5718118899,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107149,187,1,1,20,12,224tl8u2smnbyliroayk69nt0,1,54.5,40.7,2025-05-10T23:56:47.461Z,2025-05-10T23:56:49Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,5718119039,141,18.5,5718119037,140,51.0,5718119043,213,4.47,5718119035,56,Right,5718119041,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107163,188,1,1,20,13,224tl8u2smnbyliroayk69nt0,0,50.3,13.2,2025-05-10T23:56:49.134Z,2025-05-10T23:56:50Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5718119105,140,79.4,5718119103,56,Right,5718119107,141,5.2,5718119109,212,31.0,5718119111,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107189,185,61,1,20,18,83cpn99fh7ulkwe8nezy8a3mx,0,38.3,93.2,2025-05-10T23:56:53.236Z,2025-05-10T23:56:53Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718119247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107209,186,5,1,20,19,83cpn99fh7ulkwe8nezy8a3mx,0,36.0,101.6,2025-05-10T23:56:54.470Z,2025-05-11T02:04:42Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,5718119389,56,Back,5718119435,233,189,5718119391,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107211,189,5,1,20,19,224tl8u2smnbyliroayk69nt0,1,64.0,-1.6,2025-05-10T23:56:54.470Z,2025-05-11T01:56:03Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5718119395,56,Right,5718119413,233,186,5718119397,347,,5718596191,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813107263,190,1,1,20,23,224tl8u2smnbyliroayk69nt0,1,71.9,0.0,2025-05-10T23:56:58.677Z,2025-05-10T23:57:03Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5718119717,107,,5718119721,140,56.6,5718119723,141,12.2,5718119727,213,2.60,5718119725,212,18.7,5718119719,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
