id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2821672577,136,1,1,12,33,224tl8u2smnbyliroayk69nt0,1,23.5,39.8,2025-06-07T23:19:48.178Z,2025-06-07T23:19:50Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5765702885,141,44.9,5765702879,3,,5765702883,140,34.4,5765702889,213,0.29,5765702887,212,12.0,5765702881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672583,137,44,1,12,35,224tl8u2smnbyliroayk69nt0,1,33.6,32.8,2025-06-07T23:19:50.570Z,2025-06-08T00:08:58Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5765702979,233,115,5765702935,285,,5765702933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672595,115,44,1,12,35,b1rpb2ox52uxcmjrsnqd95pk5,0,66.4,67.2,2025-06-07T23:19:50.571Z,2025-06-08T00:08:59Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,,5765702967,56,Center,5765702969,286,,5765703007,233,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672593,138,1,1,12,36,224tl8u2smnbyliroayk69nt0,0,34.4,44.9,2025-06-07T23:19:51.018Z,2025-06-07T23:19:51Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5765702957,141,32.1,5765702951,3,,5765702955,140,44.8,5765702959,212,14.0,5765702953,56,Back,5765702961,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672605,116,1,1,12,38,b1rpb2ox52uxcmjrsnqd95pk5,1,64.3,71.5,2025-06-07T23:19:53.516Z,2025-06-07T23:19:54Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5765703073,140,63.5,5765703079,213,1.71,5765703075,141,80.5,5765703077,212,6.2,5765703071,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672615,117,1,1,12,40,b1rpb2ox52uxcmjrsnqd95pk5,1,63.5,80.5,2025-06-07T23:19:54.636Z,2025-06-08T01:23:59Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5765703133,141,70.2,5765703135,212,15.0,5765703129,56,Center,5765703137,213,3.63,5765703131,140,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672657,118,1,1,12,41,b1rpb2ox52uxcmjrsnqd95pk5,1,47.1,63.7,2025-06-07T23:19:56.285Z,2025-06-07T23:20:01Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5765703399,56,Back,5765703405,212,30.9,5765703403,141,18.3,5765703409,213,4.71,5765703401,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672675,119,1,1,12,46,b1rpb2ox52uxcmjrsnqd95pk5,0,62.2,15.6,2025-06-07T23:20:01.166Z,2025-06-07T23:20:05Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5765703567,140,82.0,5765703561,155,,5765703571,212,47.9,5765703565,56,Left,5765703573,213,1.12,5765703569,141,79.0,5765703563,196,,5765703575,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672679,139,1,1,12,50,224tl8u2smnbyliroayk69nt0,1,23.3,30.4,2025-06-07T23:20:05.178Z,2025-06-08T00:06:35Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5765703593,56,Back,5765703599,212,10.7,5765703595,140,32.2,5765703813,3,,5765703601,213,5.77,5765703597,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672693,140,3,1,12,53,224tl8u2smnbyliroayk69nt0,0,30.3,15.6,2025-06-07T23:20:07.649Z,2025-06-08T00:08:44Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5765703645,56,Back,5765770207,233,120,5765769905,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672699,120,7,1,12,53,b1rpb2ox52uxcmjrsnqd95pk5,1,69.7,84.4,2025-06-07T23:20:07.650Z,2025-06-08T00:08:44Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5765703687,56,Left,5765770193,233,140,5765770139,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672707,121,5,1,12,54,b1rpb2ox52uxcmjrsnqd95pk5,0,67.2,102.0,2025-06-07T23:20:08.859Z,2025-06-08T01:33:02Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5765703877,233,141,5765703741,56,Left,5765703743,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821672719,141,5,1,12,54,224tl8u2smnbyliroayk69nt0,1,32.8,-2.0,2025-06-07T23:20:08.859Z,2025-06-07T23:20:12Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5765703799,347,,5765703873,233,121,5765703797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673011,142,1,1,13,36,224tl8u2smnbyliroayk69nt0,0,29.2,0.0,2025-06-07T23:20:51.515Z,2025-06-07T23:49:55Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5765705397,213,0.37,5765705391,140,46.0,5765705389,56,Back,5765705395,212,18.9,5765705387,107,,5765705393,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673009,122,44,1,13,38,b1rpb2ox52uxcmjrsnqd95pk5,1,58.6,91.8,2025-06-07T23:20:53.116Z,2025-06-08T01:24:01Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5765705497,233,143,5765705385,286,,5765705383,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673019,143,44,1,13,38,224tl8u2smnbyliroayk69nt0,0,41.4,8.2,2025-06-07T23:20:53.117Z,2025-06-07T23:50:25Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5765705427,285,,5765705487,233,122,5765705425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821685385,370,8,1,13,38,b1rpb2ox52uxcmjrsnqd95pk5,1,46.4,94.4,2025-06-07T23:20:53.296Z,2025-06-08T01:24:02Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5765775889,15,,5765775749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673023,144,43,1,13,40,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-07T23:20:54.715Z,2025-06-07T23:49:31Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5765705447,56,Right,5765705451,141,7.7,5765774153,144,1,5765705455,213,6.25,5765705453,212,5.7,5765705449,140,51.4,5765705445,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673035,124,1,1,13,41,b1rpb2ox52uxcmjrsnqd95pk5,1,60.1,92.6,2025-06-07T23:20:56.061Z,2025-06-07T23:20:57Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5765705521,141,92.6,5765705517,56,Back,5765705525,213,3.14,5765705519,140,42.0,5765705523,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673041,125,1,1,13,42,b1rpb2ox52uxcmjrsnqd95pk5,1,42.0,92.6,2025-06-07T23:20:56.862Z,2025-06-07T23:20:57Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5765705541,140,42.2,5765705547,213,4.73,5765705539,56,Back,5765705545,212,11.7,5765705543,141,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673069,126,1,1,13,42,b1rpb2ox52uxcmjrsnqd95pk5,1,42.2,75.4,2025-06-07T23:20:57.549Z,2025-06-07T23:21:03Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5765705727,141,48.5,5765705725,140,37.0,5765705729,212,19.1,5765705731,213,4.42,5765705723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673079,127,1,1,13,49,b1rpb2ox52uxcmjrsnqd95pk5,1,46.8,33.6,2025-06-07T23:21:03.638Z,2025-06-07T23:21:04Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5765705773,141,10.3,5765705775,212,18.7,5765705769,56,Right,5765705771,140,56.2,5765705777,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673109,128,1,1,13,50,b1rpb2ox52uxcmjrsnqd95pk5,1,56.2,10.3,2025-06-07T23:21:04.734Z,2025-06-07T23:21:06Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5765705923,213,2.64,5765705917,140,43.8,5765705915,56,Back,5765705919,141,20.7,5765705921,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673147,129,1,1,13,52,b1rpb2ox52uxcmjrsnqd95pk5,0,50.3,18.9,2025-06-07T23:21:06.742Z,2025-06-07T23:21:10Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5765706123,140,87.7,5765706129,213,6.18,5765706125,141,12.8,5765706131,1,,5765706119,155,,5765706121,56,Right,5765706127,212,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673157,145,1,1,13,56,224tl8u2smnbyliroayk69nt0,1,14.8,82.1,2025-06-07T23:21:10.651Z,2025-06-07T23:21:13Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5765706175,141,96.0,5765706173,140,29.5,5765706179,213,0.55,5765706171,56,Back,5765706177,212,18.1,5765706169,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673171,146,1,1,13,57,224tl8u2smnbyliroayk69nt0,0,34.0,97.7,2025-06-07T23:21:11.843Z,2025-06-08T01:18:24Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5765706217,212,3.7,5765706211,56,Back,5765706215,141,97.5,5765706213,140,30.5,5765706219,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821686377,402,61,1,13,59,b1rpb2ox52uxcmjrsnqd95pk5,1,69.9,4.5,2025-06-07T23:21:13.931Z,2025-06-08T01:24:02Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,,5765780523,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673195,148,1,1,14,3,224tl8u2smnbyliroayk69nt0,0,7.5,88.6,2025-06-07T23:21:18.587Z,2025-06-08T01:18:20Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5765706337,56,Back,5765706505,286,,5765706345,213,6.25,5765706343,212,11.9,5765706341,141,88.1,5765706347,1,,5765974549,233,130,5765706499,236,,5765706335,157,5765706339,140,18.8,,,,,,,,,,,,,,,,,,,,,,,
2821673219,130,74,1,14,3,b1rpb2ox52uxcmjrsnqd95pk5,1,96.9,14.3,2025-06-07T23:21:18.588Z,2025-06-08T01:18:21Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,,5765706483,285,,5765974555,233,148,5765706481,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673225,131,5,1,14,7,b1rpb2ox52uxcmjrsnqd95pk5,0,100.7,16.2,2025-06-07T23:21:21.787Z,2025-06-08T01:33:03Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,,5765706511,346,,5765707623,233,149,5765706509,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673415,149,5,1,14,7,224tl8u2smnbyliroayk69nt0,1,-0.7,83.8,2025-06-07T23:21:21.787Z,2025-06-08T01:33:03Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5765707607,56,Back,5765707615,233,131,5765707609,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673427,150,1,1,14,38,224tl8u2smnbyliroayk69nt0,0,4.7,57.9,2025-06-07T23:21:52.924Z,2025-06-07T23:21:55Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5765707671,1,,5765707663,140,69.1,5765707669,213,6.03,5765707665,141,32.2,5765707667,212,69.8,5765707661,56,Center,5765707659,124,,5765707673,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673443,132,1,1,14,42,b1rpb2ox52uxcmjrsnqd95pk5,1,42.4,83.0,2025-06-07T23:21:56.711Z,2025-06-07T23:21:59Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5765707757,141,66.6,5765707751,3,,5765707755,140,59.4,5765707759,212,21.0,5765707753,56,Center,5765707761,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673453,133,1,1,14,44,b1rpb2ox52uxcmjrsnqd95pk5,1,59.4,66.6,2025-06-07T23:21:59.597Z,2025-06-07T23:22:01Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,,5765707813,213,1.53,5765707807,140,60.0,5765707809,141,89.7,5765707805,56,Left,5765707811,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673463,135,3,1,14,46,b1rpb2ox52uxcmjrsnqd95pk5,0,61.0,85.8,2025-06-07T23:22:01.606Z,2025-06-08T01:24:04Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5765707841,56,Left,5765707843,286,,5765707903,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673469,151,7,1,14,46,224tl8u2smnbyliroayk69nt0,1,39.0,14.2,2025-06-07T23:22:01.607Z,2025-06-07T23:22:07Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5765707895,233,135,5765707877,56,Back,5765707879,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673473,152,61,1,14,48,224tl8u2smnbyliroayk69nt0,0,36.8,14.4,2025-06-07T23:22:02.852Z,2025-06-07T23:22:03Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5765707893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673501,136,1,1,14,50,b1rpb2ox52uxcmjrsnqd95pk5,1,60.6,91.4,2025-06-07T23:22:04.677Z,2025-06-07T23:22:09Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5765708079,212,54.2,5765708085,1,,5765708073,141,12.5,5765708059,155,,5765708083,213,4.57,5765708061,196,,5765708065,56,Right,5765708069,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673511,137,61,1,14,54,b1rpb2ox52uxcmjrsnqd95pk5,0,53.1,12.5,2025-06-07T23:22:08.975Z,2025-06-07T23:22:09Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5765708129,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673515,138,5,1,14,55,b1rpb2ox52uxcmjrsnqd95pk5,0,45.7,-2.0,2025-06-07T23:22:10.006Z,2025-06-08T01:33:04Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5765708147,347,,5765708421,233,153,5765708145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673577,153,5,1,14,55,224tl8u2smnbyliroayk69nt0,1,54.3,102.0,2025-06-07T23:22:10.006Z,2025-06-08T01:33:03Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5765708379,233,138,5765708369,347,,5765708367,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673597,154,1,1,15,0,224tl8u2smnbyliroayk69nt0,1,60.7,100.0,2025-06-07T23:22:15.204Z,2025-06-07T23:22:18Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5765708483,140,51.4,5765708489,213,3.74,5765708485,141,92.3,5765708479,107,,5765708481,56,Left,5765708487,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673641,155,1,1,15,3,224tl8u2smnbyliroayk69nt0,1,48.1,91.2,2025-06-07T23:22:18.020Z,2025-06-07T23:22:21Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5765708735,56,Back,5765708745,213,3.83,5765708739,141,77.2,5765708741,212,15.0,5765708737,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673655,156,1,1,15,6,224tl8u2smnbyliroayk69nt0,1,36.7,72.6,2025-06-07T23:22:21.244Z,2025-06-07T23:22:24Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5765708811,212,14.4,5765708809,141,88.9,5765708805,140,45.4,5765708801,56,Back,5765708815,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673675,157,1,1,15,9,224tl8u2smnbyliroayk69nt0,0,44.1,86.8,2025-06-07T23:22:24.525Z,2025-06-07T23:22:28Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5765708925,140,95.3,5765708929,212,54.3,5765708923,56,Center,5765708933,1,,5765708931,213,6.14,5765708927,141,75.4,5765708921,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673687,139,44,1,15,12,b1rpb2ox52uxcmjrsnqd95pk5,1,12.8,25.2,2025-06-07T23:22:26.980Z,2025-06-07T23:22:32Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5765708999,285,,5765709005,233,158,5765708997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673683,158,44,1,15,12,224tl8u2smnbyliroayk69nt0,0,87.2,74.8,2025-06-07T23:22:26.981Z,2025-06-07T23:22:35Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5765708967,56,Center,5765708969,286,,5765709027,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673715,140,12,1,15,12,b1rpb2ox52uxcmjrsnqd95pk5,1,24.8,25.8,2025-06-07T23:22:27.367Z,2025-06-08T01:24:09Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5765709155,141,31.3,5765709153,140,31.4,5765709159,213,0.49,5765709161,15,,5765709151,56,Back,5765709157,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673721,141,1,1,15,15,b1rpb2ox52uxcmjrsnqd95pk5,1,31.4,31.3,2025-06-07T23:22:30.262Z,2025-06-07T23:22:34Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5765709195,213,5.09,5765709187,56,Back,5765709193,212,17.6,5765709191,141,7.3,5765709189,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673723,142,1,1,15,16,b1rpb2ox52uxcmjrsnqd95pk5,1,37.6,7.3,2025-06-07T23:22:31.302Z,2025-06-07T23:22:34Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5765709199,56,Back,5765709203,141,11.7,5765709205,212,10.8,5765709201,140,27.7,5765709207,213,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673727,143,1,1,15,17,b1rpb2ox52uxcmjrsnqd95pk5,0,27.7,11.7,2025-06-07T23:22:32.223Z,2025-06-08T01:24:08Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5765709227,56,Back,5765709233,212,22.9,5765709235,213,0.58,5765709225,157,,5765709229,140,46.0,5765709231,141,30.1,5765709237,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673731,159,61,1,15,21,224tl8u2smnbyliroayk69nt0,1,58.0,70.2,2025-06-07T23:22:35.640Z,2025-06-07T23:22:36Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5765709245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673739,160,1,1,15,21,224tl8u2smnbyliroayk69nt0,0,58.9,61.4,2025-06-07T23:22:36.549Z,2025-06-07T23:22:37Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5765709289,140,48.6,5765709291,141,68.8,5765709293,212,11.9,5765709295,213,2.71,5765709287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673755,145,1,1,15,23,b1rpb2ox52uxcmjrsnqd95pk5,0,58.6,27.6,2025-06-07T23:22:37.896Z,2025-06-08T01:24:10Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,,5765709385,155,,5765709391,141,42.2,5765709389,140,70.9,5765709395,213,0.66,5765709387,56,Center,5765709393,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673757,161,12,1,15,24,224tl8u2smnbyliroayk69nt0,1,27.1,54.2,2025-06-07T23:22:38.870Z,2025-06-07T23:22:40Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5765709399,140,32.2,5765709403,212,8.8,5765709405,213,0.92,5765709401,141,64.5,5765709397,56,Back,5765709431,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673793,162,1,1,15,25,224tl8u2smnbyliroayk69nt0,0,32.3,64.6,2025-06-07T23:22:40.292Z,2025-06-07T23:22:45Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5765709583,56,Center,5765709589,212,34.5,5765709591,213,0.09,5765709585,140,65.0,5765709593,1,,5765709587,141,69.0,5765709581,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673801,146,44,1,15,30,b1rpb2ox52uxcmjrsnqd95pk5,1,35.8,23.1,2025-06-07T23:22:44.739Z,2025-06-08T00:08:59Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5765709643,233,163,5765709617,285,,5765709615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673795,163,44,1,15,30,224tl8u2smnbyliroayk69nt0,0,64.2,76.9,2025-06-07T23:22:44.740Z,2025-06-08T00:09:00Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5765709599,286,,5765709659,233,146,5765709597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673813,147,1,1,15,31,b1rpb2ox52uxcmjrsnqd95pk5,0,36.9,9.7,2025-06-07T23:22:45.662Z,2025-06-08T01:24:11Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5765709699,56,Back,5765709703,141,18.8,5765709705,212,11.9,5765709697,3,,5765709701,140,46.6,5765709707,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673815,164,1,1,15,31,224tl8u2smnbyliroayk69nt0,0,56.0,62.7,2025-06-07T23:22:46.340Z,2025-06-07T23:56:03Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5765709715,56,Center,5765709713,157,,5765709719,141,53.9,5765709721,212,14.0,5765709723,213,5.84,5765709725,1,,5765709717,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673823,148,44,1,15,33,b1rpb2ox52uxcmjrsnqd95pk5,1,34.4,35.6,2025-06-07T23:22:47.699Z,2025-06-08T01:24:12Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5765709753,285,,5765709779,233,165,5765709751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673817,165,44,1,15,33,224tl8u2smnbyliroayk69nt0,0,65.6,64.4,2025-06-07T23:22:47.700Z,2025-06-07T23:22:53Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5765709803,233,148,5765709733,286,,5765709731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673869,149,1,1,15,33,b1rpb2ox52uxcmjrsnqd95pk5,1,38.3,19.8,2025-06-07T23:22:48.221Z,2025-06-08T01:18:28Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5765710013,213,5.13,5765710007,140,41.4,5765710003,3,,5765710009,141,8.9,5765710005,56,Back,5765710011,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673877,150,61,1,15,35,b1rpb2ox52uxcmjrsnqd95pk5,0,38.6,28.9,2025-06-07T23:22:50.202Z,2025-06-08T01:24:16Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5765790435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673863,166,1,1,15,36,224tl8u2smnbyliroayk69nt0,1,56.0,58.7,2025-06-07T23:22:51.068Z,2025-06-07T23:56:49Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5765709989,212,13.3,5765709983,56,Center,5765709991,213,5.96,5765709985,140,68.0,5765709993,1,,5765709987,141,52.4,5765709981,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673895,168,1,1,15,41,224tl8u2smnbyliroayk69nt0,1,67.0,63.0,2025-06-07T23:22:55.924Z,2025-06-07T23:22:57Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5765710117,56,Center,5765710121,141,65.8,5765710123,212,9.0,5765710119,140,58.6,5765710125,213,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673919,169,1,1,15,42,224tl8u2smnbyliroayk69nt0,1,58.6,65.8,2025-06-07T23:22:57.229Z,2025-06-07T23:23:01Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5765710237,141,36.6,5765710241,213,4.19,5765710239,212,22.9,5765710233,56,Back,5765710235,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821673957,170,1,1,15,46,224tl8u2smnbyliroayk69nt0,1,46.6,36.0,2025-06-07T23:23:01.444Z,2025-06-07T23:23:05Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5765710435,141,52.4,5765710439,212,11.6,5765710433,140,43.6,5765710441,213,1.85,5765710431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
