id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/14/value
2810761645,178,1,1,21,14,bu5w8wprynlj9mvphvy8sd94f,0,63.0,43.1,2025-05-04T23:28:34.611Z,2025-05-04T23:28:36Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5705058911,213,0.65,5705058907,141,57.2,5705058905,140,75.0,5705058909,212,15.8,5705058903,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810761749,182,1,1,21,18,kfq8fhwnmycbtad1u0fyefx0,1,31.7,26.5,2025-05-04T23:28:38.826Z,2025-05-04T23:28:47Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5705059445,141,17.6,5705059447,212,26.6,5705059441,56,Right,5705059449,213,6.05,5705059443,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810761723,179,4,1,21,23,bu5w8wprynlj9mvphvy8sd94f,1,42.4,81.5,2025-05-04T23:28:44.107Z,2025-05-05T01:25:41Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5705059313,56,Back,5705059317,265,,5705059311,13,,5705060081,286,,5705060083,233,183,5705059315,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810761753,183,4,1,21,23,kfq8fhwnmycbtad1u0fyefx0,0,57.6,18.5,2025-05-04T23:28:44.108Z,2025-05-05T01:25:42Z,7d326gljgym4qtmxvx5t5poq2,A. Larsson,,,5705059517,56,Right,5705059523,285,,5705059515,13,,5705060087,233,179,5705059521,265,,5705059519,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810761965,180,1,1,21,55,bu5w8wprynlj9mvphvy8sd94f,0,40.2,87.5,2025-05-04T23:29:15.508Z,2025-05-04T23:29:19Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5705060577,152,,5705060583,141,81.8,5705060589,1,,5705060581,140,80.6,5705060573,5,,5705060587,213,6.19,5705060579,56,Left,5705060575,155,,5705060585,212,,,,,,,,,42.6,,,,,,,,,,,,,
2810761977,184,12,1,21,58,kfq8fhwnmycbtad1u0fyefx0,1,18.7,26.5,2025-05-04T23:29:19.097Z,2025-05-04T23:29:20Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5705060649,212,5.9,5705060643,56,Back,5705060669,15,,5705060645,140,23.6,5705060647,141,22.4,5705060651,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762003,185,1,1,22,0,kfq8fhwnmycbtad1u0fyefx0,0,21.6,17.1,2025-05-04T23:29:20.906Z,2025-05-04T23:29:23Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5705060765,157,,5705060775,213,0.13,5705060771,141,25.0,5705060767,56,Center,5705060777,1,,5705060769,140,61.0,5705060773,212,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762019,181,1,1,22,3,bu5w8wprynlj9mvphvy8sd94f,0,37.5,84.7,2025-05-04T23:29:24.315Z,2025-05-04T23:29:25Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5705060871,140,48.9,5705060867,3,,5705060877,213,5.98,5705060873,141,79.1,5705060869,56,Back,5705060875,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762039,186,1,1,22,5,kfq8fhwnmycbtad1u0fyefx0,0,45.7,23.9,2025-05-04T23:29:25.673Z,2025-05-04T23:29:26Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5705061015,56,Right,5705061023,213,5.95,5705061021,212,18.6,5705061017,140,62.5,5705061013,3,,5705061019,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762079,182,1,1,22,8,bu5w8wprynlj9mvphvy8sd94f,1,38.7,90.2,2025-05-04T23:29:29.107Z,2025-05-04T23:29:32Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5705061215,212,20.8,5705061211,140,58.5,5705061217,213,0.02,5705061213,141,90.8,5705061209,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762083,183,1,1,22,11,bu5w8wprynlj9mvphvy8sd94f,0,58.5,90.9,2025-05-04T23:29:31.954Z,2025-05-04T23:29:33Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5705061283,213,5.90,5705061277,140,65.6,5705061279,141,86.5,5705061273,168,,5705061281,212,8.0,5705061275,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762129,188,1,1,22,15,kfq8fhwnmycbtad1u0fyefx0,1,28.8,16.7,2025-05-04T23:29:35.426Z,2025-05-04T23:29:37Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5705061501,212,14.6,5705061495,56,Back,5705061503,213,1.43,5705061499,141,37.9,5705061497,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762229,189,1,1,22,17,kfq8fhwnmycbtad1u0fyefx0,1,30.2,58.2,2025-05-04T23:29:37.729Z,2025-05-04T23:29:46Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5705062011,56,Back,5705062017,212,21.9,5705062015,141,85.9,5705062019,213,1.04,5705062013,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762243,190,1,1,22,25,kfq8fhwnmycbtad1u0fyefx0,1,62.8,81.2,2025-05-04T23:29:46.193Z,2025-05-04T23:29:47Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5705062077,56,Back,5705062083,212,16.7,5705062081,141,71.7,5705062079,140,48.1,5705062085,213,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762253,191,1,1,22,27,kfq8fhwnmycbtad1u0fyefx0,1,41.4,70.3,2025-05-04T23:29:47.777Z,2025-05-04T23:29:49Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5705062159,56,Back,5705062161,140,32.7,5705062167,213,2.19,5705062165,212,15.8,5705062163,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762279,192,1,1,22,29,kfq8fhwnmycbtad1u0fyefx0,1,32.4,88.0,2025-05-04T23:29:49.697Z,2025-05-04T23:29:52Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5705062305,140,23.6,5705062309,212,16.2,5705062303,56,Back,5705062307,141,68.4,5705062311,213,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762291,193,1,1,22,31,kfq8fhwnmycbtad1u0fyefx0,1,23.6,68.4,2025-05-04T23:29:52.145Z,2025-05-04T23:29:54Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5705062389,141,40.4,5705062391,212,19.1,5705062387,140,22.6,5705062385,56,Back,5705062393,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762335,194,1,1,22,34,kfq8fhwnmycbtad1u0fyefx0,1,24.5,37.6,2025-05-04T23:29:54.785Z,2025-05-04T23:30:01Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5705062609,141,10.1,5705062613,213,5.75,5705062607,140,54.9,5705062611,212,37.0,5705062605,56,Right,5705062615,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762349,195,1,1,22,40,kfq8fhwnmycbtad1u0fyefx0,1,43.7,11.3,2025-05-04T23:30:00.850Z,2025-05-04T23:30:02Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,5705062657,141,29.7,5705062655,140,28.0,5705062661,213,2.49,5705062653,56,Back,5705062659,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762377,196,1,1,22,42,kfq8fhwnmycbtad1u0fyefx0,1,28.0,29.7,2025-05-04T23:30:02.761Z,2025-05-04T23:30:05Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5705062761,141,47.3,5705062763,212,19.0,5705062759,140,42.1,5705062765,213,0.68,5705062757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762427,197,1,1,22,44,kfq8fhwnmycbtad1u0fyefx0,1,44.0,44.5,2025-05-04T23:30:05.306Z,2025-05-04T23:30:10Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5705063005,212,41.6,5705062999,56,Left,5705062997,155,,5705063001,140,76.3,5705063007,213,0.62,5705063003,141,79.9,5705063009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762429,198,61,1,22,50,kfq8fhwnmycbtad1u0fyefx0,1,77.3,76.9,2025-05-04T23:30:10.589Z,2025-05-04T23:30:11Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5705063021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762453,199,1,1,22,52,kfq8fhwnmycbtad1u0fyefx0,1,76.9,75.4,2025-05-04T23:30:13.113Z,2025-05-04T23:30:15Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5705063133,140,87.1,5705063139,213,0.26,5705063135,141,79.6,5705063137,212,11.1,5705063131,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762459,200,1,1,22,54,kfq8fhwnmycbtad1u0fyefx0,1,89.0,74.8,2025-05-04T23:30:15.281Z,2025-05-04T23:30:17Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5705063171,140,89.5,5705063175,212,7.6,5705063177,213,4.78,5705063173,141,63.6,5705063169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762465,201,43,1,22,56,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-05-04T23:30:17.185Z,2025-05-04T23:30:27Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5705063219,250,0,5705063209,22,0,5705063213,56,Center,5705063459,144,39,5705063211,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762583,202,2,1,23,1,kfq8fhwnmycbtad1u0fyefx0,1,81.5,54.6,2025-05-04T23:30:22.250Z,2025-05-05T02:13:55Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5705063875,56,Center,5705063855,140,91.8,5705063873,7,7d326gljgym4qtmxvx5t5poq2,5705063857,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762685,185,1,1,23,28,bu5w8wprynlj9mvphvy8sd94f,1,10.9,50.6,2025-05-04T23:30:48.587Z,2025-05-04T23:30:51Z,amy6q1u6b1rvlsudoc73mj2ms,F. Rodriguez,,,5705064385,241,,5705064401,1,,5705064387,56,Center,5705064399,213,6.13,5705064381,5,,5705064393,141,38.5,5705064383,157,,5705064397,212,54.5,5705064389,140,,,,,,,,,62.2,,,,,,,,,,,,,
2810762693,186,44,1,23,31,bu5w8wprynlj9mvphvy8sd94f,1,65.2,37.4,2025-05-04T23:30:51.611Z,2025-05-05T01:26:11Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5705064421,56,Center,5705064519,233,203,5705064423,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762691,203,44,1,23,31,kfq8fhwnmycbtad1u0fyefx0,0,34.8,62.6,2025-05-04T23:30:51.612Z,2025-05-05T01:26:12Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5705064419,285,,5705064555,233,186,5705064417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762713,187,1,1,23,31,bu5w8wprynlj9mvphvy8sd94f,0,63.2,38.8,2025-05-04T23:30:52.029Z,2025-05-04T23:30:54Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5705064565,3,,5705064571,141,18.2,5705064567,56,Right,5705064575,213,5.02,5705064569,140,67.4,5705064573,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762767,189,61,1,23,33,bu5w8wprynlj9mvphvy8sd94f,1,65.0,7.6,2025-05-04T23:30:53.747Z,2025-05-04T23:31:03Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5705064863,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762745,204,12,1,23,35,kfq8fhwnmycbtad1u0fyefx0,1,30.4,76.4,2025-05-04T23:30:55.928Z,2025-05-04T23:30:58Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5705064763,56,Back,5705064769,212,6.5,5705064771,213,0.80,5705064767,141,83.3,5705064765,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762763,188,5,1,23,37,bu5w8wprynlj9mvphvy8sd94f,0,64.8,-1.2,2025-05-04T23:30:57.833Z,2025-05-05T02:28:04Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5705064855,56,Right,5705064857,347,,5705065273,233,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762837,205,5,1,23,37,kfq8fhwnmycbtad1u0fyefx0,1,35.2,101.2,2025-05-04T23:30:57.833Z,2025-05-05T01:23:38Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5705065265,233,188,5705065239,347,,5705065237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762871,206,1,1,23,46,kfq8fhwnmycbtad1u0fyefx0,0,37.2,100.0,2025-05-04T23:31:07.169Z,2025-05-04T23:31:12Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5705065439,213,5.82,5705065429,107,,5705065433,140,62.4,5705065441,1,,5705065431,56,Left,5705065437,212,29.6,5705065435,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762861,190,44,1,23,49,bu5w8wprynlj9mvphvy8sd94f,1,35.8,14.8,2025-05-04T23:31:10.267Z,2025-05-05T01:26:12Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5705065373,285,,5705065371,56,Back,5705065557,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762881,207,44,1,23,49,kfq8fhwnmycbtad1u0fyefx0,0,64.2,85.2,2025-05-04T23:31:10.268Z,2025-05-05T01:26:12Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,,5705065483,56,Left,5705065485,286,,5705065577,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762869,191,1,1,23,50,bu5w8wprynlj9mvphvy8sd94f,0,32.4,9.5,2025-05-04T23:31:10.644Z,2025-05-04T23:31:11Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5705065421,140,38.2,5705065427,213,0.72,5705065423,141,17.3,5705065419,56,Back,5705065425,212,8.1,5705065417,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762897,208,3,1,23,52,kfq8fhwnmycbtad1u0fyefx0,0,63.0,80.4,2025-05-04T23:31:12.610Z,2025-05-04T23:31:19Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5705065581,56,Left,5705065643,233,192,5705065583,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762903,192,7,1,23,52,bu5w8wprynlj9mvphvy8sd94f,0,37.0,19.6,2025-05-04T23:31:12.611Z,2025-05-04T23:31:17Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5705065597,56,Back,5705065599,285,,5705065617,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762947,193,83,1,23,54,bu5w8wprynlj9mvphvy8sd94f,0,42.3,14.0,2025-05-04T23:31:14.403Z,2025-05-04T23:31:19Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5705065841,399,2m28wyud6xi78nt8e92p9keay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762937,209,1,1,23,54,kfq8fhwnmycbtad1u0fyefx0,1,57.6,77.0,2025-05-04T23:31:14.969Z,2025-05-04T23:31:17Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5705065739,141,80.8,5705065743,213,2.36,5705065737,140,55.1,5705065735,56,Left,5705065741,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762959,210,1,1,23,56,kfq8fhwnmycbtad1u0fyefx0,1,56.4,86.0,2025-05-04T23:31:17.009Z,2025-05-04T23:31:19Z,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,,,5705065863,213,4.85,5705065857,140,57.6,5705065855,56,Center,5705065861,212,9.0,5705065859,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810762993,211,1,1,24,0,kfq8fhwnmycbtad1u0fyefx0,1,61.4,63.6,2025-05-04T23:31:20.385Z,2025-05-04T23:31:24Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5705066035,1,,5705066027,140,87.2,5705066029,141,12.6,5705066023,155,,5705066031,212,44.0,5705066025,56,Right,5705066033,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763019,212,1,1,24,4,kfq8fhwnmycbtad1u0fyefx0,0,93.7,13.8,2025-05-04T23:31:24.553Z,2025-05-04T23:31:27Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,5705066199,212,29.4,5705066193,56,Center,5705066191,155,,5705066189,2,,5705066197,141,56.9,5705066201,213,1.63,5705066195,140,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763035,194,12,1,24,8,bu5w8wprynlj9mvphvy8sd94f,1,6.2,42.4,2025-05-04T23:31:28.802Z,2025-05-04T23:31:31Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5705066267,212,11.6,5705066265,141,28.9,5705066261,56,Back,5705066269,213,5.37,5705066263,140,12.9,5705066273,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763047,213,1,1,24,9,kfq8fhwnmycbtad1u0fyefx0,0,90.7,66.7,2025-05-04T23:31:29.368Z,2025-05-04T23:31:30Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,,5705066329,56,Center,5705066333,141,43.6,5705066331,140,91.2,5705066335,212,15.7,5705066337,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763061,195,12,1,24,10,bu5w8wprynlj9mvphvy8sd94f,1,9.0,48.5,2025-05-04T23:31:31.314Z,2025-05-04T23:31:34Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5705066489,212,36.8,5705066491,213,6.06,5705066483,56,Back,5705066487,141,36.7,5705066485,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763059,214,44,1,24,13,kfq8fhwnmycbtad1u0fyefx0,1,61.0,61.9,2025-05-04T23:31:33.505Z,2025-05-05T01:26:13Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5705066565,233,196,5705066481,286,,5705066479,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763069,196,44,1,24,13,bu5w8wprynlj9mvphvy8sd94f,0,39.0,38.1,2025-05-04T23:31:33.506Z,2025-05-05T01:26:13Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5705066517,56,Back,5705066585,233,214,5705066519,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763071,215,1,1,24,13,kfq8fhwnmycbtad1u0fyefx0,0,68.2,59.3,2025-05-04T23:31:33.840Z,2025-05-04T23:31:35Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5705066529,212,16.0,5705066523,56,Left,5705066531,213,1.19,5705066527,141,81.1,5705066525,140,73.9,5705066521,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763131,198,1,1,24,17,bu5w8wprynlj9mvphvy8sd94f,0,36.6,14.6,2025-05-04T23:31:37.635Z,2025-05-04T23:31:41Z,eqge8se9qvv9oqyivp267l016,T. Zárate,,,5705066865,1,,5705066853,196,,5705066859,141,79.7,5705066851,155,,5705066857,140,46.5,5705066861,212,45.5,5705066863,213,1.34,5705066855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,
2810763149,216,8,1,24,22,kfq8fhwnmycbtad1u0fyefx0,1,56.7,25.3,2025-05-04T23:31:43.064Z,2025-05-04T23:31:43Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,5705066953,56,Center,5705066973,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763203,218,1,1,24,26,kfq8fhwnmycbtad1u0fyefx0,1,48.0,33.7,2025-05-04T23:31:46.465Z,2025-05-04T23:31:50Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5705067215,56,Right,5705067223,213,5.68,5705067217,140,62.4,5705067219,141,18.3,5705067221,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763207,219,1,1,24,30,kfq8fhwnmycbtad1u0fyefx0,0,77.0,11.3,2025-05-04T23:31:50.450Z,2025-05-04T23:31:51Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,5705067249,212,27.7,5705067239,2,,5705067243,56,Center,5705067247,141,48.4,5705067241,155,,5705067251,213,1.14,5705067245,140,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763317,199,12,1,24,32,bu5w8wprynlj9mvphvy8sd94f,1,11.6,56.3,2025-05-04T23:31:53.218Z,2025-05-04T23:32:07Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5705067799,213,1.73,5705067831,167,,5705067793,140,7.0,5705067791,56,Back,5705067795,141,100.0,5705067797,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763323,200,5,1,24,45,bu5w8wprynlj9mvphvy8sd94f,0,9.1,101.0,2025-05-04T23:32:06.180Z,2025-05-05T02:28:05Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5705068325,233,220,5705067815,347,,5705067813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763415,220,5,1,24,45,kfq8fhwnmycbtad1u0fyefx0,1,90.9,-1.0,2025-05-04T23:32:06.180Z,2025-05-05T02:28:04Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,5705068259,347,,5705068309,233,200,5705068257,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763425,221,1,1,24,57,kfq8fhwnmycbtad1u0fyefx0,0,94.1,0.0,2025-05-04T23:32:18.081Z,2025-05-04T23:32:20Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5705068351,140,91.6,5705068357,213,1.69,5705068347,107,,5705068353,141,30.6,5705068359,1,,5705068349,56,Center,5705068355,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763431,201,12,1,25,0,bu5w8wprynlj9mvphvy8sd94f,1,13.1,62.9,2025-05-04T23:32:21.044Z,2025-05-04T23:32:22Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5705068427,56,Back,5705068435,213,0.69,5705068431,141,77.2,5705068443,15,,5705068433,212,15.3,5705068429,140,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763439,202,1,1,25,1,bu5w8wprynlj9mvphvy8sd94f,0,24.3,77.2,2025-05-04T23:32:22.267Z,2025-05-04T23:32:23Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5705068483,140,23.9,5705068489,213,4.67,5705068481,56,Back,5705068485,141,62.4,5705068487,212,10.1,5705068479,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763469,203,83,1,25,3,bu5w8wprynlj9mvphvy8sd94f,0,29.2,66.1,2025-05-04T23:32:24.082Z,2025-05-04T23:32:36Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5705068893,399,djz5cm1g7ouen2y4o7w35jbl6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763465,222,4,1,25,5,kfq8fhwnmycbtad1u0fyefx0,1,69.7,33.2,2025-05-04T23:32:26.330Z,2025-05-04T23:32:31Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,5705068675,265,,5705068749,233,204,5705068671,56,Center,5705068677,286,,5705068673,152,,5705068669,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810763479,204,4,1,25,5,bu5w8wprynlj9mvphvy8sd94f,0,30.3,66.8,2025-05-04T23:32:26.331Z,2025-05-04T23:32:30Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5705068707,13,,5705068711,152,,5705068713,265,,5705068709,56,Back,5705068715,285,,5705068773,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810764067,223,14,1,26,9,kfq8fhwnmycbtad1u0fyefx0,1,74.4,36.3,2025-05-04T23:33:30.112Z,2025-05-04T23:34:23Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,5705073531,74,,5705073547,230,98.5,5705073549,231,48.0,5705071651,56,Center,5705073543,458,,5705071649,18,,5705073533,102,50.1,5705073409,20,,5705071647,26,5705073535,103,,,,,,,,,,,,,,,,,,,39.2,
2810764147,224,1,1,26,18,kfq8fhwnmycbtad1u0fyefx0,1,87.0,79.4,2025-05-04T23:33:39.136Z,2025-05-05T00:05:35Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5705072083,2,,5705072091,141,43.7,5705072089,140,93.9,5705072087,56,Center,5705072093,212,25.3,5705072095,213,5.00,5705072085,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810764155,225,1,1,26,20,kfq8fhwnmycbtad1u0fyefx0,0,93.2,41.6,2025-05-04T23:33:40.560Z,2025-05-04T23:33:41Z,7d326gljgym4qtmxvx5t5poq2,A. Larsson,,,5705072121,212,7.3,5705072123,213,1.27,5705072115,56,Center,5705072119,141,51.9,5705072113,3,,5705072117,140,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810764171,205,12,1,26,21,bu5w8wprynlj9mvphvy8sd94f,1,10.2,50.1,2025-05-04T23:33:42.154Z,2025-05-05T01:08:45Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5705072175,140,10.3,5705072207,15,,5705072177,141,88.4,5705072179,212,26.0,5705072173,56,Back,5705072181,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810764219,226,1,1,26,26,kfq8fhwnmycbtad1u0fyefx0,0,91.2,12.6,2025-05-04T23:33:46.512Z,2025-05-04T23:34:11Z,7d326gljgym4qtmxvx5t5poq2,A. Larsson,,,5705072427,213,1.64,5705072421,140,89.7,5705072423,141,47.5,5705072415,2,,5705072419,56,Center,5705072425,212,23.8,5705072417,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
