id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId
2793198229,687,61,1,11,28,83cpn99fh7ulkwe8nezy8a3mx,1,86.9,50.9,2025-03-29T20:18:12.771Z,2025-03-29T22:23:57Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5608370641,228,,5608370573,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793103289,79,5,1,11,30,83cpn99fh7ulkwe8nezy8a3mx,0,100.6,58.0,2025-03-29T20:18:15.563Z,2025-03-29T21:06:15Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5607847495,233,99,5607847417,346,,5607847415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793103221,99,5,1,11,30,b1rpb2ox52uxcmjrsnqd95pk5,1,-0.6,42.0,2025-03-29T20:18:15.563Z,2025-03-29T20:18:31Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607847097,56,Back,5607847099,346,,5607847475,233,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793103607,100,1,1,12,1,b1rpb2ox52uxcmjrsnqd95pk5,1,4.4,48.5,2025-03-29T20:18:45.899Z,2025-03-29T20:19:09Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5607849133,213,1.71,5607849129,141,52.8,5607849137,237,,5607849123,124,,5607849131,212,3.0,5607849125,56,Back,5607849127,140,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793103621,101,1,1,12,2,b1rpb2ox52uxcmjrsnqd95pk5,0,12.4,60.0,2025-03-29T20:18:47.034Z,2025-03-29T20:35:24Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5607849209,213,6.23,5607849201,56,Center,5607849205,141,56.7,5607849199,157,,5607849207,212,43.0,5607849203,140,53.3,5607849213,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793103587,82,1,1,12,6,83cpn99fh7ulkwe8nezy8a3mx,1,48.7,51.7,2025-03-29T20:18:50.909Z,2025-03-29T20:36:03Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5607927873,140,67.7,5607927875,141,42.7,5607927877,212,20.9,5607849021,56,Center,5607927879,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793103685,84,1,1,12,7,83cpn99fh7ulkwe8nezy8a3mx,0,65.3,35.2,2025-03-29T20:18:52.635Z,2025-03-29T20:18:57Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5607849539,141,29.8,5607849537,140,100.0,5607849543,213,6.19,5607849535,56,Center,5607849541,212,37.8,5607849545,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104133,85,5,1,12,12,83cpn99fh7ulkwe8nezy8a3mx,0,101.2,27.4,2025-03-29T20:18:57.319Z,2025-03-29T21:06:15Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5607851869,56,Center,5607851913,233,102,5607851871,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793103861,102,5,1,12,12,b1rpb2ox52uxcmjrsnqd95pk5,1,-1.2,72.6,2025-03-29T20:18:57.319Z,2025-03-29T21:06:15Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5607851907,233,85,5607850459,346,,5607850457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793103977,103,1,1,12,28,b1rpb2ox52uxcmjrsnqd95pk5,1,5.0,42.4,2025-03-29T20:19:13.626Z,2025-03-29T20:19:16Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607851023,140,4.5,5607851027,212,7.7,5607851025,141,53.7,5607851019,56,Back,5607851033,237,,5607851029,213,1.64,5607851017,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104049,104,1,1,12,31,b1rpb2ox52uxcmjrsnqd95pk5,1,4.7,53.7,2025-03-29T20:19:16.098Z,2025-03-29T20:19:20Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5607851433,56,Back,5607851437,141,83.8,5607851439,212,20.8,5607851441,213,1.39,5607851435,140,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104099,105,1,1,12,35,b1rpb2ox52uxcmjrsnqd95pk5,1,9.5,85.3,2025-03-29T20:19:20.322Z,2025-03-29T20:19:23Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5607851733,56,Back,5607851739,212,6.2,5607851737,141,93.9,5607851735,140,11.5,5607851741,213,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104123,106,1,1,12,38,b1rpb2ox52uxcmjrsnqd95pk5,0,11.0,95.1,2025-03-29T20:19:23.763Z,2025-03-29T20:19:25Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5607851839,213,6.20,5607851827,157,,5607851835,141,91.4,5607851841,1,,5607851837,212,29.7,5607851829,56,Back,5607851833,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104189,86,1,1,12,41,83cpn99fh7ulkwe8nezy8a3mx,1,56.6,14.4,2025-03-29T20:19:26.026Z,2025-03-29T20:19:29Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5607852201,56,Center,5607852209,213,0.68,5607852203,140,65.7,5607852207,212,12.3,5607852205,141,25.8,5607852199,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104215,88,1,1,12,44,83cpn99fh7ulkwe8nezy8a3mx,1,65.7,25.8,2025-03-29T20:19:29.547Z,2025-03-29T20:19:30Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5607852345,212,16.5,5607852347,213,1.09,5607852343,141,47.3,5607852339,56,Center,5607852341,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104235,89,1,1,12,45,83cpn99fh7ulkwe8nezy8a3mx,0,72.9,47.3,2025-03-29T20:19:29.821Z,2025-03-29T20:36:54Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5607852457,213,5.95,5607852455,212,12.3,5607852447,56,Center,5607852453,141,41.3,5607852451,140,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104419,108,1,1,12,46,b1rpb2ox52uxcmjrsnqd95pk5,1,19.8,60.9,2025-03-29T20:19:31.451Z,2025-03-29T20:19:41Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607853363,213,5.30,5607853361,212,30.0,5607853357,140,35.6,5607853359,141,24.1,5607853355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104439,109,1,1,12,56,b1rpb2ox52uxcmjrsnqd95pk5,1,75.4,13.7,2025-03-29T20:19:41.122Z,2025-03-29T20:19:43Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5607853521,56,Center,5607853531,213,0.24,5607853527,141,21.6,5607853529,212,22.8,5607853525,140,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104445,110,1,1,12,58,b1rpb2ox52uxcmjrsnqd95pk5,0,96.7,24.1,2025-03-29T20:19:43.330Z,2025-03-29T20:19:45Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5607853673,233,90,5607853575,56,Center,5607853677,286,,5607853583,213,1.31,5607853577,140,97.1,5607853671,236,,5607853581,212,1.6,5607853579,141,26.4,,,,,,,,,,,,,,,,,,,,,,,,,
2793104463,90,74,1,12,58,83cpn99fh7ulkwe8nezy8a3mx,1,2.7,75.3,2025-03-29T20:19:43.331Z,2025-03-29T21:06:12Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5607853711,233,110,5607853641,285,,5607853639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104503,91,5,1,13,1,83cpn99fh7ulkwe8nezy8a3mx,0,4.4,101.7,2025-03-29T20:19:45.867Z,2025-03-29T21:06:16Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5607853889,347,,5607853887,56,Back,5607855373,233,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104733,111,5,1,13,1,b1rpb2ox52uxcmjrsnqd95pk5,1,95.6,-1.7,2025-03-29T20:19:45.867Z,2025-03-29T21:06:16Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5607855253,56,Right,5607855255,347,,5607855325,233,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104783,112,1,1,13,21,b1rpb2ox52uxcmjrsnqd95pk5,1,96.4,0.0,2025-03-29T20:20:06.322Z,2025-03-29T20:20:09Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5607855567,213,1.79,5607855565,212,10.4,5607855557,107,,5607855563,141,13.8,5607855559,56,Right,5607855561,140,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104795,113,61,1,13,24,b1rpb2ox52uxcmjrsnqd95pk5,0,94.3,14.0,2025-03-29T20:20:09.754Z,2025-03-29T20:28:51Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5607855585,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104841,92,1,1,13,27,83cpn99fh7ulkwe8nezy8a3mx,1,8.3,86.3,2025-03-29T20:20:11.907Z,2025-03-29T23:02:51Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5607855841,213,0.11,5607855835,140,27.9,5607855837,141,89.6,5607855839,212,20.7,5607855833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104861,94,1,1,13,27,83cpn99fh7ulkwe8nezy8a3mx,1,27.5,89.3,2025-03-29T20:20:12.163Z,2025-03-29T20:38:36Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5607855941,140,14.4,5607855939,56,Back,5607855943,141,93.3,5607855947,213,2.95,5607855945,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104871,95,1,1,13,28,83cpn99fh7ulkwe8nezy8a3mx,0,14.1,93.0,2025-03-29T20:20:13.539Z,2025-03-29T23:02:44Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5607856023,141,84.5,5607856019,56,Back,5607856025,212,12.2,5607942515,155,,5607856027,213,5.79,5607856021,140,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793109597,168,61,1,13,29,b1rpb2ox52uxcmjrsnqd95pk5,1,72.5,14.6,2025-03-29T20:20:14.257Z,2025-03-29T20:38:18Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5607881945,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793104919,96,1,1,13,35,83cpn99fh7ulkwe8nezy8a3mx,0,10.2,76.4,2025-03-29T20:20:20.195Z,2025-03-29T23:02:47Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5607856291,157,,5607856303,1,,5607856299,212,23.1,5607856293,56,Back,5607856297,141,67.0,5607856301,213,6.00,5607856295,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105019,114,2,1,13,38,b1rpb2ox52uxcmjrsnqd95pk5,1,68.7,54.6,2025-03-29T20:20:22.795Z,2025-03-29T20:20:32Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5607857001,56,Center,5607856997,1,,5607856951,141,26.5,5607856949,140,93.7,5607856995,7,9irc1xmfpa2395qef78rfyjje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105633,98,1,1,14,21,83cpn99fh7ulkwe8nezy8a3mx,0,8.5,64.8,2025-03-29T20:21:05.930Z,2025-03-29T20:21:08Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5607860171,241,,5607860167,5,,5607860179,212,57.5,5607860181,213,0.18,5607860173,56,Left,5607860169,157,,5607860175,140,62.3,5607860177,141,80.2,5607860183,1,,,,,,,,,,,,,,,,,,,,,,,
2793105663,116,1,1,14,24,b1rpb2ox52uxcmjrsnqd95pk5,1,36.2,27.7,2025-03-29T20:21:09.122Z,2025-03-29T20:21:11Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5607860353,140,32.1,5607860355,141,20.7,5607860357,212,6.4,5607860351,56,Back,5607860349,3,,5607860359,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105665,117,61,1,14,26,b1rpb2ox52uxcmjrsnqd95pk5,0,31.6,19.4,2025-03-29T20:21:11.115Z,2025-03-29T20:21:11Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5607860369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105697,99,1,1,14,27,83cpn99fh7ulkwe8nezy8a3mx,1,69.9,89.7,2025-03-29T20:21:12.115Z,2025-03-29T20:21:14Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5607860495,56,Left,5607860497,140,52.3,5607860503,213,3.02,5607860499,141,92.9,5607860501,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105711,100,1,1,14,29,83cpn99fh7ulkwe8nezy8a3mx,1,61.9,90.3,2025-03-29T20:21:13.941Z,2025-03-29T23:02:40Z,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,,,5607860569,213,4.41,5607860565,212,13.3,5607860559,140,58.1,5607860561,141,71.7,5607860557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793126763,300,1,1,14,29,83cpn99fh7ulkwe8nezy8a3mx,1,42.0,68.5,2025-03-29T20:21:14.441Z,2025-03-29T20:46:00Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5607973489,56,Center,5607973493,140,57.4,5607973497,212,16.2,5607973499,213,6.27,5607973495,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105767,101,1,1,14,30,83cpn99fh7ulkwe8nezy8a3mx,0,58.3,73.0,2025-03-29T20:21:14.907Z,2025-03-29T20:44:54Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5607860821,56,Center,5607967529,236,,5607860829,213,5.46,5607967535,286,,5607860823,140,60.4,5607967531,233,118,5607860825,141,69.5,5607860827,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,
2793105773,118,74,1,14,30,b1rpb2ox52uxcmjrsnqd95pk5,1,35.6,24.9,2025-03-29T20:21:14.908Z,2025-03-29T21:06:12Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607967513,285,,5607860845,56,Back,5607967569,233,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105801,119,1,1,14,33,b1rpb2ox52uxcmjrsnqd95pk5,1,39.9,21.9,2025-03-29T20:21:18.698Z,2025-03-29T20:21:19Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5607860963,212,1.9,5607860961,141,19.2,5607860957,56,Back,5607860959,140,39.3,5607860965,213,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105815,121,1,1,14,34,b1rpb2ox52uxcmjrsnqd95pk5,0,39.3,19.2,2025-03-29T20:21:19.474Z,2025-03-29T20:21:20Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5607861049,56,Back,5607861053,141,28.3,5607861051,140,42.9,5607861057,213,1.02,5607861055,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105869,102,1,1,14,37,83cpn99fh7ulkwe8nezy8a3mx,1,54.2,69.7,2025-03-29T20:21:21.938Z,2025-03-29T20:21:24Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5607861333,212,10.2,5607861329,140,63.9,5607861335,213,6.26,5607861331,141,69.3,5607861327,56,Center,5607861325,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105885,103,1,1,14,39,83cpn99fh7ulkwe8nezy8a3mx,1,63.7,66.6,2025-03-29T20:21:23.939Z,2025-03-29T23:07:13Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5607861433,56,Center,5607861435,140,69.5,5607861441,213,0.72,5607861439,212,8.1,5607861437,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105907,105,1,1,14,40,83cpn99fh7ulkwe8nezy8a3mx,0,69.5,74.5,2025-03-29T20:21:25.035Z,2025-03-29T23:02:27Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5607861527,141,53.9,5607861529,212,30.4,5607861525,140,43.8,5607861523,56,Back,5607861531,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105895,122,61,1,14,40,b1rpb2ox52uxcmjrsnqd95pk5,0,48.8,49.9,2025-03-29T20:21:25.513Z,2025-03-29T20:21:25Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5607861465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793105979,106,1,1,14,42,83cpn99fh7ulkwe8nezy8a3mx,1,40.2,55.8,2025-03-29T20:21:27.628Z,2025-03-29T20:21:30Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5607861873,141,32.4,5607861875,212,25.8,5607861869,56,Center,5607861877,213,5.62,5607861871,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106063,107,1,1,14,45,83cpn99fh7ulkwe8nezy8a3mx,0,59.9,32.1,2025-03-29T20:21:30.770Z,2025-03-29T20:21:34Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5607862255,141,32.2,5607862257,212,38.0,5607862253,140,96.1,5607862259,213,0.00,5607862261,1,,5607862251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106363,124,1,1,15,0,b1rpb2ox52uxcmjrsnqd95pk5,1,11.7,56.1,2025-03-29T20:21:45.370Z,2025-03-29T20:21:55Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5607863835,56,Back,5607863841,212,11.5,5607863843,213,4.89,5607863839,141,39.4,5607863837,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106397,125,1,1,15,10,b1rpb2ox52uxcmjrsnqd95pk5,1,27.4,32.8,2025-03-29T20:21:54.946Z,2025-03-29T20:21:57Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607864059,213,0.84,5607864051,140,34.7,5607864057,212,11.5,5607864053,141,45.4,5607864047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106413,126,1,1,15,12,b1rpb2ox52uxcmjrsnqd95pk5,0,34.8,45.4,2025-03-29T20:21:57.106Z,2025-03-29T20:21:58Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5607864165,213,5.77,5607864159,140,47.5,5607864161,141,34.3,5607864157,56,Back,5607864163,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106481,108,1,1,15,15,83cpn99fh7ulkwe8nezy8a3mx,0,53.7,74.4,2025-03-29T20:22:00.394Z,2025-03-29T20:22:01Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5607864493,141,100.0,5607864491,140,63.4,5607864489,56,Left,5607864495,212,20.9,5607864497,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106485,109,5,1,15,17,83cpn99fh7ulkwe8nezy8a3mx,0,61.9,101.5,2025-03-29T20:22:01.796Z,2025-03-29T21:06:17Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5607864517,347,,5607865785,233,127,5607864515,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106691,127,5,1,15,17,b1rpb2ox52uxcmjrsnqd95pk5,1,38.1,-1.5,2025-03-29T20:22:01.796Z,2025-03-29T21:06:17Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5607865743,233,109,5607865651,56,Back,5607865653,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106717,128,1,1,15,32,b1rpb2ox52uxcmjrsnqd95pk5,1,40.6,0.0,2025-03-29T20:22:17.729Z,2025-03-29T20:22:24Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5607865819,141,18.9,5607865825,1,,5607866145,189,,5607865823,213,0.58,5607865817,140,61.3,5607865815,56,Right,5607865821,212,25.9,5607865813,107,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106729,129,1,1,15,34,b1rpb2ox52uxcmjrsnqd95pk5,1,61.7,19.4,2025-03-29T20:22:19.193Z,2025-03-29T20:22:21Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5607865897,141,19.8,5607865899,212,9.1,5607865895,140,70.4,5607865901,213,0.03,5607865893,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106737,130,50,1,15,36,b1rpb2ox52uxcmjrsnqd95pk5,1,71.2,18.4,2025-03-29T20:22:21.193Z,2025-03-29T21:06:01Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5607865943,286,,5607865941,56,Right,5607866199,233,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106767,110,7,1,15,36,83cpn99fh7ulkwe8nezy8a3mx,1,28.8,81.6,2025-03-29T20:22:21.194Z,2025-03-29T21:06:01Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5607866133,233,130,5607866081,285,,5607866079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106813,112,1,1,15,39,83cpn99fh7ulkwe8nezy8a3mx,0,9.6,58.7,2025-03-29T20:22:24.327Z,2025-03-29T20:22:28Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5607866405,141,95.0,5607866407,212,60.8,5607866403,140,62.5,5607866399,157,,5607866409,213,0.42,5607866401,56,Left,5607866411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106883,132,1,1,15,46,b1rpb2ox52uxcmjrsnqd95pk5,1,42.8,6.8,2025-03-29T20:22:31.097Z,2025-03-29T20:59:38Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5607866795,56,Back,5607866797,140,31.8,5607866803,213,2.01,5607866799,141,43.1,5607866801,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106925,133,1,1,15,49,b1rpb2ox52uxcmjrsnqd95pk5,1,31.9,46.0,2025-03-29T20:22:34.281Z,2025-03-29T20:22:37Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607867029,141,81.4,5607867033,213,1.29,5607867025,56,Back,5607867027,140,38.4,5607867031,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106957,134,1,1,15,52,b1rpb2ox52uxcmjrsnqd95pk5,1,41.8,87.1,2025-03-29T20:22:37.257Z,2025-03-29T20:22:39Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5607867191,212,11.3,5607867185,56,Back,5607867193,213,4.01,5607867189,141,74.4,5607867187,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793106977,135,1,1,15,54,b1rpb2ox52uxcmjrsnqd95pk5,0,34.9,74.4,2025-03-29T20:22:39.209Z,2025-03-29T20:22:40Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5607867293,141,88.6,5607867291,140,43.4,5607867287,56,Back,5607867295,212,13.1,5607867297,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793107041,114,1,1,15,57,83cpn99fh7ulkwe8nezy8a3mx,1,65.2,13.8,2025-03-29T20:22:42.362Z,2025-03-29T20:22:44Z,achy1l1rfq2d4ftn6l1esht9m,A. Pérez,,,5607867633,212,9.7,5607867629,140,58.8,5607867635,213,2.34,5607867631,141,24.0,5607867627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793107083,115,1,1,15,59,83cpn99fh7ulkwe8nezy8a3mx,1,57.6,28.2,2025-03-29T20:22:43.885Z,2025-03-29T20:22:47Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5607867855,213,1.40,5607867847,56,Center,5607867849,140,59.8,5607867851,141,48.2,5607867853,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793107101,116,1,1,16,2,83cpn99fh7ulkwe8nezy8a3mx,0,59.8,48.2,2025-03-29T20:22:47.138Z,2025-03-29T20:22:48Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5607867929,212,11.3,5607867927,141,42.8,5607867925,140,70.0,5607867923,56,Center,5607867931,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793107109,136,61,1,16,4,b1rpb2ox52uxcmjrsnqd95pk5,1,28.3,32.7,2025-03-29T20:22:49.189Z,2025-03-29T20:22:49Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5607867975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793107149,138,1,1,16,5,b1rpb2ox52uxcmjrsnqd95pk5,1,29.0,32.8,2025-03-29T20:22:50.741Z,2025-03-29T20:22:52Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5607868195,213,2.79,5607868193,212,21.0,5607868191,141,43.4,5607868187,56,Back,5607868189,140,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793107181,139,1,1,16,7,b1rpb2ox52uxcmjrsnqd95pk5,0,10.2,43.4,2025-03-29T20:22:52.289Z,2025-03-29T20:22:55Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5607868385,157,,5607868391,140,66.8,5607868387,56,Center,5607868399,1,,5607868393,141,38.9,5607868395,212,59.5,5607868397,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793107205,117,61,1,16,11,83cpn99fh7ulkwe8nezy8a3mx,1,30.2,63.0,2025-03-29T20:22:56.683Z,2025-03-29T20:22:56Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5607868497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
