id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2792998479,206,1,1,24,58,5h878vnmkbuy2ummddprusxgq,1,39.0,78.4,2025-03-29T18:31:23.064Z,2025-03-29T18:31:26Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607256733,140,58.5,5607256729,56,Left,5607256735,141,92.1,5607256737,212,22.5,5607256739,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792998505,207,1,1,25,1,5h878vnmkbuy2ummddprusxgq,1,55.7,92.9,2025-03-29T18:31:26.295Z,2025-03-29T18:31:27Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607256841,140,77.4,5607256843,141,88.6,5607256847,213,6.16,5607256839,56,Left,5607256845,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792998521,208,61,1,25,3,5h878vnmkbuy2ummddprusxgq,0,77.5,88.4,2025-03-29T18:31:27.776Z,2025-03-29T18:31:28Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607256903,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792998717,182,5,1,25,6,2n3wgr89m7jl8tmioemit2pgq,1,-0.8,36.6,2025-03-29T18:31:30.783Z,2025-03-29T20:33:29Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607257993,56,Back,5607257995,346,,5607279191,233,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793002501,241,5,1,25,6,5h878vnmkbuy2ummddprusxgq,0,100.8,63.4,2025-03-29T18:31:30.783Z,2025-03-29T20:33:29Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607279169,346,,5607279205,233,182,5607279167,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792998767,183,1,1,25,13,2n3wgr89m7jl8tmioemit2pgq,1,4.7,43.7,2025-03-29T18:31:38.170Z,2025-03-29T18:31:40Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5607258265,124,,5607258275,212,11.4,5607258267,56,Back,5607258271,141,33.9,5607258269,140,13.5,5607258279,213,5.66,5607258283,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792998843,184,1,1,25,16,2n3wgr89m7jl8tmioemit2pgq,1,13.6,33.4,2025-03-29T18:31:40.586Z,2025-03-29T18:31:44Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607258671,56,Back,5607258679,213,1.30,5607258675,141,64.0,5607258673,140,19.2,5607258677,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792998995,185,1,1,25,20,2n3wgr89m7jl8tmioemit2pgq,1,25.5,66.3,2025-03-29T18:31:44.803Z,2025-03-29T18:31:51Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607259389,141,89.1,5607259393,213,0.69,5607259387,140,43.4,5607259391,212,24.4,5607259385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792999065,186,1,1,25,26,2n3wgr89m7jl8tmioemit2pgq,1,52.9,69.9,2025-03-29T18:31:50.978Z,2025-03-29T18:31:54Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607259783,213,5.22,5607259779,141,40.6,5607259775,56,Center,5607259781,212,22.8,5607259777,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792999107,187,1,1,25,29,2n3wgr89m7jl8tmioemit2pgq,1,66.1,25.0,2025-03-29T18:31:54.114Z,2025-03-29T18:31:56Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5607260061,140,78.7,5607260065,212,16.7,5607260059,56,Right,5607260063,141,10.0,5607260067,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792999139,188,3,1,25,32,2n3wgr89m7jl8tmioemit2pgq,1,74.6,12.2,2025-03-29T18:31:56.706Z,2025-03-29T20:15:19Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607260351,233,209,5607260245,286,,5607260243,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792999115,209,45,1,25,32,5h878vnmkbuy2ummddprusxgq,0,25.4,87.8,2025-03-29T18:31:56.706Z,2025-03-29T20:15:20Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607260111,285,,5607260109,56,Back,5607260417,233,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792999201,189,1,1,25,33,2n3wgr89m7jl8tmioemit2pgq,1,74.9,18.8,2025-03-29T18:31:57.938Z,2025-03-29T18:32:01Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607260669,213,6.28,5607260659,56,Right,5607260665,141,18.6,5607260663,140,95.3,5607260667,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792999229,190,1,1,25,36,2n3wgr89m7jl8tmioemit2pgq,0,96.6,18.6,2025-03-29T18:32:00.994Z,2025-03-29T19:00:59Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,,5607260779,56,Center,5607260795,213,1.55,5607430089,286,,5607260783,140,96.7,5607260787,141,24.6,5607260791,212,4.1,5607430083,236,,5607260775,155,,5607260773,2,5607430085,233,210,,,,,,,,,,,,,,,,,,,,,,,,,
2792999215,210,12,1,25,36,5h878vnmkbuy2ummddprusxgq,1,3.6,70.0,2025-03-29T18:32:01.094Z,2025-03-29T19:00:59Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607430109,233,190,5607260719,56,Back,5607430065,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792999305,191,6,1,25,37,2n3wgr89m7jl8tmioemit2pgq,1,98.4,24.2,2025-03-29T18:32:02.102Z,2025-03-29T20:15:03Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,,5607261229,56,Center,5607261231,75,,5607261283,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792999237,211,6,1,25,37,5h878vnmkbuy2ummddprusxgq,0,1.6,75.8,2025-03-29T18:32:02.102Z,2025-03-29T18:32:11Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607261363,233,191,5607260855,56,Back,5607260857,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792999813,192,1,1,26,8,2n3wgr89m7jl8tmioemit2pgq,0,99.5,0.5,2025-03-29T18:32:32.409Z,2025-03-29T18:32:34Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607264049,155,,5607264053,56,Center,5607264045,2,,5607264047,6,,5607264055,140,94.4,5607264057,141,44.6,5607264061,213,1.75,5607264051,223,,5607264059,212,,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,
2792999849,212,12,1,26,11,5h878vnmkbuy2ummddprusxgq,1,7.2,52.5,2025-03-29T18:32:36.183Z,2025-03-29T19:01:13Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607264371,15,,5607264299,56,Back,5607264301,140,13.9,5607264303,141,56.4,5607264307,213,0.36,5607264305,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792999929,213,12,1,26,14,5h878vnmkbuy2ummddprusxgq,1,13.9,56.4,2025-03-29T18:32:38.344Z,2025-03-29T18:32:42Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607264883,167,,5607264835,141,100.0,5607264837,212,48.8,5607264827,56,Left,5607264831,140,50.1,5607264839,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000029,193,5,1,26,17,2n3wgr89m7jl8tmioemit2pgq,1,50.6,-1.2,2025-03-29T18:32:41.951Z,2025-03-29T20:33:30Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607265433,347,,5607265455,233,214,5607265431,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792999931,214,5,1,26,17,5h878vnmkbuy2ummddprusxgq,0,49.4,101.2,2025-03-29T18:32:41.951Z,2025-03-29T20:33:30Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607264843,56,Back,5607264845,347,,5607265499,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000059,194,1,1,26,23,2n3wgr89m7jl8tmioemit2pgq,1,49.3,0.0,2025-03-29T18:32:48.178Z,2025-03-29T18:32:50Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607265603,141,17.9,5607265613,213,2.63,5607265617,1,,5607265599,140,26.3,5607265609,212,27.7,5607265595,107,,5607265597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000199,195,1,1,26,25,2n3wgr89m7jl8tmioemit2pgq,1,26.3,17.9,2025-03-29T18:32:49.898Z,2025-03-29T18:32:56Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5607266375,212,9.2,5607266377,213,5.64,5607266371,140,33.3,5607266369,56,Back,5607266373,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000251,196,1,1,26,32,2n3wgr89m7jl8tmioemit2pgq,1,41.5,11.4,2025-03-29T18:32:56.474Z,2025-03-29T18:32:59Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607266653,56,Right,5607266657,140,60.9,5607266661,141,11.7,5607266665,212,20.4,5607266667,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000323,197,1,1,26,34,2n3wgr89m7jl8tmioemit2pgq,1,66.0,11.6,2025-03-29T18:32:59.273Z,2025-03-29T18:33:04Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5607267165,56,Right,5607267167,140,88.6,5607267171,212,23.8,5607267169,141,15.0,5607267173,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000327,198,3,1,26,40,2n3wgr89m7jl8tmioemit2pgq,0,89.9,13.8,2025-03-29T18:33:04.569Z,2025-03-29T18:33:05Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5607267189,56,Right,5607267213,211,,5607267191,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000391,216,1,1,26,42,5h878vnmkbuy2ummddprusxgq,0,8.7,86.3,2025-03-29T18:33:06.648Z,2025-03-29T18:33:09Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607267497,56,Back,5607267501,141,71.4,5607267495,157,,5607267499,140,36.4,5607267505,213,5.95,5607267507,1,,5607267503,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793030317,338,44,1,26,44,2n3wgr89m7jl8tmioemit2pgq,1,62.4,29.8,2025-03-29T18:33:08.304Z,2025-03-29T19:02:04Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5607434295,286,,5607434321,233,217,5607434293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000411,217,44,1,26,44,5h878vnmkbuy2ummddprusxgq,0,37.6,70.2,2025-03-29T18:33:08.305Z,2025-03-29T19:02:04Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5607267571,285,,5607434343,233,338,5607267569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000483,199,1,1,26,44,2n3wgr89m7jl8tmioemit2pgq,1,58.8,33.0,2025-03-29T18:33:09.233Z,2025-03-29T19:05:42Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5607267963,213,4.42,5607434697,3,,5607267959,141,17.9,5607267957,140,55.9,5607267961,212,10.7,5607267955,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000519,201,1,1,26,50,2n3wgr89m7jl8tmioemit2pgq,1,56.6,16.2,2025-03-29T18:33:15.017Z,2025-03-29T18:33:16Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607268205,213,2.45,5607268201,141,33.6,5607268199,140,42.9,5607268203,212,18.6,5607268197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000599,202,1,1,26,52,2n3wgr89m7jl8tmioemit2pgq,1,43.0,34.2,2025-03-29T18:33:16.529Z,2025-03-29T18:33:22Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607268649,213,1.80,5607268641,56,Back,5607268647,212,21.2,5607268643,140,38.4,5607268645,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000669,203,1,1,26,58,2n3wgr89m7jl8tmioemit2pgq,1,50.8,63.1,2025-03-29T18:33:22.401Z,2025-03-29T18:33:26Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607269033,140,62.8,5607269037,141,88.7,5607269041,213,0.94,5607269039,212,21.5,5607269031,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000693,204,1,1,27,1,2n3wgr89m7jl8tmioemit2pgq,0,71.1,89.6,2025-03-29T18:33:25.865Z,2025-03-29T18:33:27Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607269163,140,90.8,5607269161,56,Center,5607269171,1,,5607269157,2,,5607269169,213,5.36,5607269165,141,49.4,5607269159,155,,5607269167,212,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000709,218,12,1,27,3,5h878vnmkbuy2ummddprusxgq,1,14.1,44.0,2025-03-29T18:33:27.638Z,2025-03-29T18:33:30Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607269269,15,,5607269241,140,18.4,5607269247,213,4.90,5607269239,56,Back,5607269243,141,8.5,5607269245,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000805,220,1,1,27,7,5h878vnmkbuy2ummddprusxgq,1,18.5,8.3,2025-03-29T18:33:31.423Z,2025-03-29T18:33:33Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607269735,141,16.8,5607269731,140,36.5,5607269739,212,19.8,5607269743,213,0.30,5607269729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000891,221,1,1,27,9,5h878vnmkbuy2ummddprusxgq,1,36.5,16.8,2025-03-29T18:33:33.743Z,2025-03-29T18:33:38Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5607270139,140,14.7,5607270145,213,3.20,5607270137,56,Back,5607270141,141,14.7,5607270143,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793000935,222,1,1,27,13,5h878vnmkbuy2ummddprusxgq,0,21.9,13.4,2025-03-29T18:33:38.199Z,2025-03-29T18:33:41Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607270451,155,,5607270459,212,50.3,5607270455,140,55.9,5607270457,141,65.5,5607270461,213,0.78,5607270463,1,,5607270453,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001029,206,1,1,27,20,2n3wgr89m7jl8tmioemit2pgq,1,40.8,7.7,2025-03-29T18:33:45.074Z,2025-03-29T18:33:48Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5607270943,213,0.18,5607270933,155,,5607270939,141,19.8,5607270945,1,,5607270937,140,84.7,5607270941,212,46.8,5607270935,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001053,207,3,1,27,23,2n3wgr89m7jl8tmioemit2pgq,1,81.8,19.6,2025-03-29T18:33:47.987Z,2025-03-29T20:15:20Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5607271045,286,,5607271043,56,Right,5607271099,233,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001035,223,45,1,27,23,5h878vnmkbuy2ummddprusxgq,0,18.2,80.4,2025-03-29T18:33:47.987Z,2025-03-29T20:15:20Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5607271131,233,207,5607270961,285,,5607270959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001079,208,1,1,27,24,2n3wgr89m7jl8tmioemit2pgq,0,81.1,20.9,2025-03-29T18:33:49.113Z,2025-03-29T18:33:50Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5607271191,140,86.9,5607271189,56,Center,5607271193,141,33.1,5607271197,213,0.94,5607271195,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001095,224,12,1,27,26,5h878vnmkbuy2ummddprusxgq,1,14.3,60.6,2025-03-29T18:33:50.312Z,2025-03-29T18:33:52Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607271265,212,7.2,5607271259,56,Back,5607271263,141,70.5,5607271267,213,1.92,5607271261,140,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001131,225,12,1,27,27,5h878vnmkbuy2ummddprusxgq,1,12.0,70.5,2025-03-29T18:33:51.904Z,2025-03-29T18:33:54Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5607271487,141,90.2,5607271483,56,Back,5607271491,213,1.08,5607271485,140,18.9,5607271489,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001199,227,1,1,27,30,5h878vnmkbuy2ummddprusxgq,1,18.9,90.2,2025-03-29T18:33:54.655Z,2025-03-29T18:33:58Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607271859,212,11.5,5607271855,140,29.8,5607271861,213,0.09,5607271857,141,91.8,5607271853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001265,228,1,1,27,34,5h878vnmkbuy2ummddprusxgq,1,24.7,87.8,2025-03-29T18:33:58.558Z,2025-03-29T18:34:01Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5607272229,213,4.66,5607272221,56,Back,5607272227,212,16.4,5607272223,140,23.9,5607272225,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001221,209,43,1,27,35,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-03-29T18:33:59.641Z,2025-03-29T18:34:05Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607272617,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001347,229,1,1,27,37,5h878vnmkbuy2ummddprusxgq,1,23.9,63.7,2025-03-29T18:34:01.319Z,2025-03-29T18:34:05Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5607272743,212,43.7,5607272737,56,Back,5607272735,155,,5607272741,141,6.4,5607272739,140,42.8,5607272747,1,,5607272745,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001421,230,1,1,27,41,5h878vnmkbuy2ummddprusxgq,1,42.8,6.4,2025-03-29T18:34:05.719Z,2025-03-29T18:34:09Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5607273133,212,13.2,5607273127,56,Back,5607273135,213,3.16,5607273129,140,30.2,5607273131,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001481,231,1,1,27,45,5h878vnmkbuy2ummddprusxgq,1,32.6,7.6,2025-03-29T18:34:09.783Z,2025-03-29T18:34:13Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607273439,212,11.2,5607273437,141,15.2,5607273433,56,Back,5607273435,140,23.1,5607273441,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001533,232,1,1,27,48,5h878vnmkbuy2ummddprusxgq,1,30.1,13.1,2025-03-29T18:34:13.190Z,2025-03-29T18:34:16Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607273719,212,10.3,5607273717,141,27.0,5607273721,213,1.15,5607273713,56,Back,5607273715,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001561,233,1,1,27,51,5h878vnmkbuy2ummddprusxgq,1,34.1,27.0,2025-03-29T18:34:15.894Z,2025-03-29T19:03:04Z,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,,,5607273843,140,21.6,5607273847,212,14.2,5607273845,141,35.1,5607273849,213,2.74,5607273841,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001639,234,1,1,27,54,5h878vnmkbuy2ummddprusxgq,1,23.1,39.1,2025-03-29T18:34:19.247Z,2025-03-29T18:34:22Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5607274331,213,1.62,5607274323,56,Back,5607274329,212,20.8,5607274325,140,22.2,5607274327,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001667,235,1,1,27,57,5h878vnmkbuy2ummddprusxgq,1,22.2,69.7,2025-03-29T18:34:22.094Z,2025-03-29T18:34:25Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5607274473,56,Back,5607274477,140,19.8,5607274481,141,57.2,5607274487,213,4.42,5607274485,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001747,236,1,1,28,0,5h878vnmkbuy2ummddprusxgq,1,19.7,57.8,2025-03-29T18:34:25.174Z,2025-03-29T18:34:30Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5607274947,56,Back,5607274951,140,24.0,5607274957,213,4.88,5607274953,141,18.5,5607274955,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001809,237,1,1,28,5,5h878vnmkbuy2ummddprusxgq,0,30.2,15.5,2025-03-29T18:34:29.951Z,2025-03-29T18:34:32Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607275283,141,0.0,5607275279,56,Right,5607275287,213,6.01,5607275285,212,42.6,5607275277,155,,5607275289,1,,5607275281,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001993,210,5,1,28,8,2n3wgr89m7jl8tmioemit2pgq,1,34.2,101.4,2025-03-29T18:34:32.645Z,2025-03-29T20:33:30Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607276301,56,Back,5607276417,233,238,5607276303,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793001811,238,5,1,28,8,5h878vnmkbuy2ummddprusxgq,0,65.8,-1.4,2025-03-29T18:34:32.645Z,2025-03-29T20:33:31Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5607275303,347,,5607275301,56,Right,5607276437,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793002005,211,1,1,28,17,2n3wgr89m7jl8tmioemit2pgq,1,33.4,100.0,2025-03-29T18:34:41.442Z,2025-03-29T18:34:42Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5607276365,56,Back,5607276367,140,29.6,5607276371,212,21.3,5607276369,141,70.6,5607276373,213,4.52,5607276363,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793002049,212,1,1,28,17,2n3wgr89m7jl8tmioemit2pgq,1,29.6,70.6,2025-03-29T18:34:42.153Z,2025-03-29T18:34:45Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5607276609,213,4.98,5607276601,140,35.8,5607276607,212,24.8,5607276603,141,35.4,5607276599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793002097,213,1,1,28,20,2n3wgr89m7jl8tmioemit2pgq,1,38.6,19.2,2025-03-29T18:34:44.970Z,2025-03-29T18:34:47Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5607276855,140,75.6,5607276861,213,6.18,5607276857,141,13.5,5607276859,212,39.0,5607276853,56,Right,5607276863,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793002191,214,1,1,28,23,2n3wgr89m7jl8tmioemit2pgq,1,77.0,13.1,2025-03-29T18:34:47.537Z,2025-03-29T18:34:53Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5607277387,213,5.90,5607277379,56,Right,5607277383,141,5.9,5607277385,212,13.0,5607277381,140,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793002155,239,83,1,28,26,5h878vnmkbuy2ummddprusxgq,0,25.4,89.7,2025-03-29T18:34:50.606Z,2025-03-29T18:34:54Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607277481,399,dkk3twgai2ldi75eh0xr37hbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793002207,215,3,1,28,28,2n3wgr89m7jl8tmioemit2pgq,1,75.0,9.0,2025-03-29T18:34:53.257Z,2025-03-29T20:15:21Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5607277459,56,Right,5607277525,233,240,5607277461,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793002197,240,45,1,28,28,5h878vnmkbuy2ummddprusxgq,0,25.0,91.0,2025-03-29T18:34:53.257Z,2025-03-29T20:15:21Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5607277547,233,215,5607277415,285,,5607277413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793002319,216,1,1,28,29,2n3wgr89m7jl8tmioemit2pgq,1,87.3,6.1,2025-03-29T18:34:53.674Z,2025-03-29T18:35:42Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5607278053,213,1.77,5607278049,141,36.6,5607278043,56,Center,5607278047,140,83.4,5607278051,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
