id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2812289063,134,1,1,12,36,6597wqy6gmpv3zjx7rp8cdj46,1,28.6,77.9,2025-05-09T23:20:56.706Z,2025-05-09T23:20:58Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5713665029,140,25.5,5713665035,213,4.41,5713665033,212,11.0,5713665031,141,62.4,5713665027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289095,135,1,1,12,38,6597wqy6gmpv3zjx7rp8cdj46,1,27.3,51.1,2025-05-09T23:20:58.331Z,2025-05-10T16:16:23Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5713665301,213,5.24,5713665297,141,13.1,5713665293,56,Back,5713665295,140,41.7,5713665299,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289111,136,1,1,12,44,6597wqy6gmpv3zjx7rp8cdj46,1,54.9,25.0,2025-05-09T23:21:05.155Z,2025-05-09T23:21:08Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5713665385,141,12.6,5713665381,56,Right,5713665387,212,15.5,5713665383,140,67.3,5713665389,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289125,137,1,1,12,48,6597wqy6gmpv3zjx7rp8cdj46,1,67.3,12.8,2025-05-09T23:21:08.683Z,2025-05-09T23:21:10Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5713665459,213,2.91,5713665457,212,20.1,5713665453,140,48.7,5713665451,56,Back,5713665455,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289139,138,1,1,12,50,6597wqy6gmpv3zjx7rp8cdj46,1,54.7,21.6,2025-05-09T23:21:10.467Z,2025-05-09T23:21:14Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5713665525,56,Back,5713665527,140,45.5,5713665529,141,66.4,5713665533,213,1.88,5713665531,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289157,139,1,1,12,53,6597wqy6gmpv3zjx7rp8cdj46,1,45.0,66.4,2025-05-09T23:21:13.842Z,2025-05-09T23:21:18Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5713665605,56,Center,5713665607,140,51.9,5713665613,213,5.45,5713665611,212,10.8,5713665609,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289165,140,1,1,12,58,6597wqy6gmpv3zjx7rp8cdj46,0,60.9,53.3,2025-05-09T23:21:18.507Z,2025-05-09T23:21:19Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5713665651,213,0.19,5713665647,141,56.7,5713665643,56,Center,5713665645,140,72.6,5713665649,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289173,102,1,1,13,2,cf5r1qpotp6n5i3vdchsp2en1,1,26.4,35.0,2025-05-09T23:21:22.990Z,2025-05-10T00:05:46Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5713729855,213,6.21,5713729851,141,34.4,5713729853,212,5.7,5713665691,56,Back,5713729849,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289181,104,1,1,13,5,cf5r1qpotp6n5i3vdchsp2en1,1,29.6,33.1,2025-05-09T23:21:25.518Z,2025-05-09T23:21:28Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5713665739,213,4.20,5713665731,56,Back,5713665737,212,11.8,5713665733,140,24.1,5713665735,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289195,105,1,1,13,8,cf5r1qpotp6n5i3vdchsp2en1,0,27.0,17.1,2025-05-09T23:21:28.539Z,2025-05-09T23:21:30Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5713665799,140,49.0,5713665803,212,25.3,5713665801,141,32.1,5713665797,56,Back,5713665805,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289213,141,8,1,13,13,6597wqy6gmpv3zjx7rp8cdj46,1,40.4,76.7,2025-05-09T23:21:33.251Z,2025-05-10T16:16:46Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5715982217,385,,5713665887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289239,106,5,1,13,14,cf5r1qpotp6n5i3vdchsp2en1,1,54.8,-1.3,2025-05-09T23:21:34.322Z,2025-05-10T00:11:34Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5713666021,347,,5713666025,233,142,5713666019,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289221,142,5,1,13,14,6597wqy6gmpv3zjx7rp8cdj46,0,45.2,101.3,2025-05-09T23:21:34.322Z,2025-05-10T00:11:34Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5713665913,56,Back,5713665915,347,,5713666029,233,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289265,107,1,1,13,18,cf5r1qpotp6n5i3vdchsp2en1,1,49.3,0.0,2025-05-09T23:21:39.071Z,2025-05-09T23:21:46Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5713666165,107,,5713666167,56,Back,5713666175,213,2.58,5713666177,1,,5713666173,212,26.5,5713666171,141,19.1,5713666169,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289285,108,1,1,13,25,cf5r1qpotp6n5i3vdchsp2en1,1,25.9,25.6,2025-05-09T23:21:45.998Z,2025-05-09T23:21:49Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5713666255,212,22.4,5713666257,213,1.50,5713666251,140,27.5,5713666253,141,58.4,5713666249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289329,109,1,1,13,28,cf5r1qpotp6n5i3vdchsp2en1,1,26.8,66.7,2025-05-09T23:21:49.022Z,2025-05-09T23:21:58Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5713666499,213,4.70,5713666493,140,26.6,5713666497,212,18.2,5713666491,56,Back,5713666495,141,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289343,110,1,1,13,38,cf5r1qpotp6n5i3vdchsp2en1,1,30.9,33.9,2025-05-09T23:21:58.710Z,2025-05-09T23:22:02Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5713666585,212,12.3,5713666583,141,46.6,5713666587,213,2.37,5713666581,140,22.5,5713666579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289351,111,1,1,13,42,cf5r1qpotp6n5i3vdchsp2en1,1,22.5,46.6,2025-05-09T23:22:02.727Z,2025-05-09T23:22:04Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5713666629,56,Back,5713666637,213,5.01,5713666633,141,33.0,5713666631,140,25.2,5713666635,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289365,112,1,1,13,44,cf5r1qpotp6n5i3vdchsp2en1,1,25.9,34.5,2025-05-09T23:22:04.206Z,2025-05-09T23:22:06Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5713666697,56,Back,5713666699,140,21.2,5713666705,213,2.01,5713666701,141,50.0,5713666703,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289399,113,1,1,13,46,cf5r1qpotp6n5i3vdchsp2en1,1,22.5,48.8,2025-05-09T23:22:06.718Z,2025-05-09T23:22:12Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5713666847,56,Back,5713666853,212,17.3,5713666851,141,72.6,5713666855,213,1.21,5713666849,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289433,114,1,1,13,52,cf5r1qpotp6n5i3vdchsp2en1,1,28.3,77.6,2025-05-09T23:22:12.406Z,2025-05-09T23:22:17Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5713666999,213,4.25,5713666995,141,58.2,5713666997,212,14.7,5713666993,140,22.1,5713666991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289445,115,2,1,13,57,cf5r1qpotp6n5i3vdchsp2en1,1,30.8,57.5,2025-05-09T23:22:17.287Z,2025-05-10T16:58:53Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5713667017,141,46.2,5713667263,1,,5713667261,7,5nv5d35t6x08kuujy5qptrlec,5713667015,140,63.1,5713667265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289455,143,43,1,14,0,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-05-09T23:22:20.537Z,2025-05-09T23:22:31Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5713667101,141,39.4,5713667103,212,16.9,5713667105,213,3.09,5713667095,3,0,5713667097,56,Back,5713667299,144,1,5713667099,140,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289459,144,43,1,14,1,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-05-09T23:22:22.054Z,2025-05-09T23:22:32Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5713667323,144,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289509,146,1,1,14,13,6597wqy6gmpv3zjx7rp8cdj46,1,32.2,29.8,2025-05-09T23:22:33.793Z,2025-05-09T23:22:36Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5713667373,189,,5713667355,241,,5713667353,5,,5713667357,56,Back,5713667365,213,1.09,5713667363,212,7.2,5713667361,141,39.2,5713667359,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289521,147,1,1,14,18,6597wqy6gmpv3zjx7rp8cdj46,1,33.9,57.2,2025-05-09T23:22:38.635Z,2025-05-09T23:22:40Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5713667429,213,2.14,5713667427,212,16.4,5713667421,56,Back,5713667423,140,25.4,5713667425,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289527,148,1,1,14,20,6597wqy6gmpv3zjx7rp8cdj46,1,25.0,78.1,2025-05-09T23:22:40.169Z,2025-05-09T23:22:42Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5713667473,141,56.1,5713667477,213,4.61,5713667469,56,Back,5713667471,140,23.6,5713667475,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289543,149,1,1,14,22,6597wqy6gmpv3zjx7rp8cdj46,1,24.3,55.2,2025-05-09T23:22:42.425Z,2025-05-09T23:22:46Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5713667561,212,11.3,5713667563,213,3.57,5713667559,141,48.2,5713667555,56,Back,5713667557,140,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289557,150,1,1,14,26,6597wqy6gmpv3zjx7rp8cdj46,0,14.1,41.2,2025-05-09T23:22:46.317Z,2025-05-09T23:22:49Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5713667637,140,56.9,5713667645,1,,5713667633,155,,5713667643,213,5.88,5713667641,212,48.8,5713667635,56,Right,5713667639,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289573,116,1,1,14,29,cf5r1qpotp6n5i3vdchsp2en1,1,38.4,79.7,2025-05-09T23:22:50.038Z,2025-05-09T23:22:52Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5713667719,3,,5713667725,141,72.9,5713667723,140,51.8,5713667727,212,14.8,5713667721,56,Center,5713667729,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289575,117,1,1,14,31,cf5r1qpotp6n5i3vdchsp2en1,0,53.8,67.3,2025-05-09T23:22:52.111Z,2025-05-10T16:18:04Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5713667749,212,15.0,5713667743,56,Center,5713667747,141,68.7,5713667741,155,,5713667745,140,68.1,5713667751,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289605,151,1,1,14,33,6597wqy6gmpv3zjx7rp8cdj46,0,36.3,28.9,2025-05-09T23:22:53.602Z,2025-05-10T16:18:10Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5713667899,141,15.4,5713667905,1,,5713667903,213,5.99,5713667901,212,31.6,5713667897,140,65.1,5713667893,157,,5713667895,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289597,118,1,1,14,35,cf5r1qpotp6n5i3vdchsp2en1,1,37.8,79.4,2025-05-09T23:22:55.671Z,2025-05-09T23:22:56Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5713667849,140,38.9,5713667855,213,1.30,5713667853,212,4.4,5713667851,141,85.6,5713667847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289621,120,1,1,14,36,cf5r1qpotp6n5i3vdchsp2en1,1,38.9,85.7,2025-05-09T23:22:57.159Z,2025-05-09T23:23:01Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5713667989,141,78.1,5713667985,56,Center,5713667993,213,5.98,5713667987,140,54.7,5713667991,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289629,121,1,1,14,40,cf5r1qpotp6n5i3vdchsp2en1,0,55.6,83.9,2025-05-09T23:23:00.830Z,2025-05-10T00:05:12Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5713668023,213,6.06,5713668021,212,13.0,5713668019,141,79.6,5713668017,140,67.7,5713668015,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289641,152,61,1,14,44,6597wqy6gmpv3zjx7rp8cdj46,1,24.8,25.6,2025-05-09T23:23:04.361Z,2025-05-10T00:02:59Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5713668067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289649,122,1,1,14,46,cf5r1qpotp6n5i3vdchsp2en1,1,85.9,89.3,2025-05-09T23:23:06.638Z,2025-05-10T16:18:32Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,1.0,,5715994435,72,,5715994433,224,,5713668115,141,53.2,5713668117,212,24.7,5713668113,140,88.8,5713668111,56,Center,5713668107,2,,5713668119,213,4.84,5713668601,210,15,5713668603,154,,,,,,,,,,,,,,,,,,,,,,,,,
2812289663,123,15,1,14,47,cf5r1qpotp6n5i3vdchsp2en1,1,85.8,51.1,2025-05-09T23:23:07.566Z,2025-05-10T16:19:54Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5713668647,55,122,5713668657,147,50.7,5713668651,102,52.2,5713736839,233,154,5715998333,22,,5713668387,72,,5713876005,328,,5713668645,154,,5713668643,29,,5715997809,77,5713668653,103,25.9,5713668211,56,,Center,5713668209,17,5713668655,146,97.8,,,,,,,,,,,,,
2812289735,154,10,1,14,47,6597wqy6gmpv3zjx7rp8cdj46,1,2.0,48.5,2025-05-09T23:23:07.666Z,2025-05-10T16:19:19Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5713668677,173,,5715999297,378,,5715999291,179,,5713668683,56,Back,5713668681,182,,5713736843,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289733,153,43,1,14,49,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-05-09T23:23:09.449Z,2025-05-09T23:23:31Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5713668717,144,5,5713668675,346,0,5713668673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289679,124,6,1,15,8,cf5r1qpotp6n5i3vdchsp2en1,1,98.9,54.9,2025-05-09T23:23:28.560Z,2025-05-10T00:09:18Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5713668341,73,,5713668899,233,155,5713668339,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289737,155,6,1,15,8,6597wqy6gmpv3zjx7rp8cdj46,0,1.1,45.1,2025-05-09T23:23:28.560Z,2025-05-10T16:20:33Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5713668903,233,124,5713668687,56,Back,5713668689,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289827,125,1,1,15,24,cf5r1qpotp6n5i3vdchsp2en1,0,99.5,99.5,2025-05-09T23:23:45.138Z,2025-05-10T16:20:36Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5716008363,20,,5713669149,213,4.35,5713669139,223,,5713669151,1,,5713669147,212,37.2,5713669143,140,86.8,5713669141,56,Center,5713669135,6,,5713669145,141,48.5,5713669137,155,5713669133,2,,,,,,,,,,,,,,,,,,,,,,,
2812289839,156,12,1,15,27,6597wqy6gmpv3zjx7rp8cdj46,1,9.3,55.7,2025-05-09T23:23:47.512Z,2025-05-09T23:23:49Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5713669223,15,,5713669211,140,28.7,5713669217,213,0.41,5713669213,141,68.7,5713669209,56,Back,5713669215,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289851,126,2,1,15,29,cf5r1qpotp6n5i3vdchsp2en1,1,79.8,34.2,2025-05-09T23:23:49.902Z,2025-05-10T16:20:50Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5713669269,141,94.8,5713669547,56,Left,5713669543,7,6ydk69km9oe49cg6plrc6u0wk,5713669267,140,97.3,5713669545,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812289857,127,43,1,15,32,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-05-09T23:23:52.167Z,2025-05-09T23:23:58Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5713669301,141,57.2,5713669303,212,17.7,5713669293,2,0,5713669297,56,Center,5713669305,213,4.91,5713669295,155,0,5713669473,144,1,5713669299,140,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290049,158,1,1,16,14,6597wqy6gmpv3zjx7rp8cdj46,1,16.0,15.6,2025-05-09T23:24:34.803Z,2025-05-09T23:24:40Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5713670315,241,,5713670313,157,,5713670317,56,Center,5713670311,5,,5713670327,1,,5713670323,212,50.8,5713670321,141,25.6,5713670325,213,0.13,5713670319,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812728747,737,61,1,16,18,6597wqy6gmpv3zjx7rp8cdj46,0,61.6,19.3,2025-05-09T23:24:38.663Z,2025-05-10T16:21:45Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5716015265,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812729123,795,61,1,16,19,cf5r1qpotp6n5i3vdchsp2en1,0,39.8,83.3,2025-05-09T23:24:39.414Z,2025-05-10T16:22:09Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5716017469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290055,160,1,1,16,20,6597wqy6gmpv3zjx7rp8cdj46,0,64.1,25.8,2025-05-09T23:24:41.023Z,2025-05-10T00:04:15Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5713670357,212,0.9,5713670353,141,24.6,5713727743,236,,5713727745,233,129,5713670345,56,Center,5713670361,213,5.08,5713727749,286,,5713670349,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290071,129,74,1,16,20,cf5r1qpotp6n5i3vdchsp2en1,1,36.2,74.4,2025-05-09T23:24:41.024Z,2025-05-10T00:11:09Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5713727763,233,160,5713727741,285,,5713727739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812299573,350,1,1,16,21,cf5r1qpotp6n5i3vdchsp2en1,0,32.1,77.6,2025-05-09T23:24:41.163Z,2025-05-10T16:22:29Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5713727925,213,0.36,5713727923,212,10.4,5713727921,141,83.0,5713727919,140,41.4,5713727917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812729441,738,8,1,16,22,6597wqy6gmpv3zjx7rp8cdj46,1,58.2,9.8,2025-05-09T23:24:42.913Z,2025-05-10T16:22:32Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5716019969,384,,5716019309,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290069,161,43,1,16,22,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-05-09T23:24:43.096Z,2025-05-10T16:22:16Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5713670405,56,Center,5716018079,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290067,128,43,1,16,23,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-05-09T23:24:43.712Z,2025-05-10T16:22:14Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5716017901,144,61,5713727295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290073,162,1,1,16,24,6597wqy6gmpv3zjx7rp8cdj46,1,65.7,19.1,2025-05-09T23:24:44.736Z,2025-05-09T23:24:45Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5713670419,140,63.8,5713670423,212,4.8,5713670421,141,25.6,5713670425,213,1.99,5713670417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290081,163,1,1,16,25,6597wqy6gmpv3zjx7rp8cdj46,1,63.7,25.5,2025-05-09T23:24:45.575Z,2025-05-09T23:24:47Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5713670475,212,5.8,5713670471,140,62.9,5713670477,213,4.57,5713670473,141,17.1,5713670469,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290089,164,1,1,16,27,6597wqy6gmpv3zjx7rp8cdj46,1,63.2,18.0,2025-05-09T23:24:47.761Z,2025-05-09T23:24:49Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5713670519,56,Center,5713670525,212,5.3,5713670521,140,58.9,5713670527,213,2.59,5713670523,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290093,165,1,1,16,29,6597wqy6gmpv3zjx7rp8cdj46,1,58.9,22.1,2025-05-09T23:24:49.728Z,2025-05-09T23:24:51Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5713670547,141,28.9,5713670543,56,Center,5713670545,140,59.9,5713670551,213,1.35,5713670549,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290105,166,1,1,16,30,6597wqy6gmpv3zjx7rp8cdj46,1,59.1,29.5,2025-05-09T23:24:51.007Z,2025-05-09T23:24:55Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5713670615,56,Back,5713670617,140,35.0,5713670619,141,54.5,5713670621,212,30.5,5713670623,213,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290111,167,1,1,16,34,6597wqy6gmpv3zjx7rp8cdj46,1,35.0,54.5,2025-05-09T23:24:55.087Z,2025-05-10T00:09:09Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5713670647,140,54.4,5713670645,56,Center,5713670649,141,69.9,5713670651,212,22.9,5713670653,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290113,168,1,1,16,36,6597wqy6gmpv3zjx7rp8cdj46,1,56.9,73.0,2025-05-09T23:24:56.383Z,2025-05-09T23:24:57Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5713670665,212,6.4,5713670661,140,56.5,5713670667,213,4.65,5713670663,141,63.6,5713670659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290121,169,1,1,16,37,6597wqy6gmpv3zjx7rp8cdj46,1,58.9,64.6,2025-05-09T23:24:57.511Z,2025-05-09T23:24:58Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5713670715,140,62.9,5713670717,141,49.1,5713670713,56,Center,5713670721,213,5.09,5713670719,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290125,170,1,1,16,38,6597wqy6gmpv3zjx7rp8cdj46,0,63.2,49.3,2025-05-09T23:24:58.695Z,2025-05-09T23:25:00Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5713670739,140,70.6,5713670741,141,59.9,5713670743,212,10.6,5713670737,56,Center,5713670745,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290133,130,1,1,16,40,cf5r1qpotp6n5i3vdchsp2en1,1,26.9,36.1,2025-05-09T23:25:01.087Z,2025-05-10T00:04:37Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5713670791,212,12.0,5713670793,213,1.02,5713670787,140,32.9,5713670785,56,Back,5713670789,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812290151,132,4,1,16,46,cf5r1qpotp6n5i3vdchsp2en1,1,34.3,33.4,2025-05-09T23:25:06.425Z,2025-05-10T00:09:16Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5713670893,13,,5713670897,152,,5713670901,286,,5713670895,56,Back,5713670899,265,,5713671039,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
