id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818705021,147,1,1,12,52,5h878vnmkbuy2ummddprusxgq,1,46.7,56.3,2025-05-25T02:49:41.113Z,2025-05-25T04:45:54Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5749058777,140,54.1,5749058775,56,Left,5749058779,141,80.6,5749058783,213,1.13,5749058781,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705059,148,1,1,12,55,5h878vnmkbuy2ummddprusxgq,1,54.0,80.9,2025-05-25T02:49:43.681Z,2025-05-25T02:49:52Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5749059013,212,16.1,5749059011,141,97.4,5749059015,213,0.77,5749059007,140,65.0,5749059003,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705065,149,3,1,13,3,5h878vnmkbuy2ummddprusxgq,0,87.8,87.8,2025-05-25T02:49:51.666Z,2025-05-25T04:46:27Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5749059055,233,102,5749059037,286,,5749059035,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705063,102,7,1,13,3,7c9knuwazz9k9449u5rnuuy5m,0,12.2,12.2,2025-05-25T02:49:51.667Z,2025-05-25T04:41:49Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5749059039,233,149,5749059031,56,Back,5749059033,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705105,150,1,1,13,8,5h878vnmkbuy2ummddprusxgq,1,90.3,73.2,2025-05-25T02:49:56.777Z,2025-05-25T02:49:58Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5749059245,212,10.5,5749059247,213,3.74,5749059243,141,64.5,5749059241,140,82.0,5749059239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705137,151,1,1,13,10,5h878vnmkbuy2ummddprusxgq,1,81.9,64.3,2025-05-25T02:49:58.337Z,2025-05-25T05:26:27Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,1.0,,5749094367,210,15,5749059377,140,86.4,5749059379,141,43.6,5749059383,213,5.04,5749059381,212,14.8,5749059375,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705143,152,15,1,13,14,5h878vnmkbuy2ummddprusxgq,1,82.1,40.1,2025-05-25T02:50:02.945Z,2025-05-25T04:59:09Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5749094387,103,19,5749094385,102,53.0,5749094391,146,83.3,5749094429,233,103,5749224129,343,3,5749094389,215,,5749094375,18,,5749095139,76,,5749060661,82,5749094381,55,151,5749094393,147,5749059407,22,,5749094397,231,,41.0,5749094379,29,,5749059411,56,47.3,Center,5749094373,72,5749094395,230,95.9,,,,
2818705147,103,10,1,13,14,7c9knuwazz9k9449u5rnuuy5m,1,15.3,58.8,2025-05-25T02:50:03.045Z,2025-05-25T05:26:37Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5749059469,94,,5749059471,56,Back,5749094831,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705163,153,1,1,13,19,5h878vnmkbuy2ummddprusxgq,1,77.2,4.1,2025-05-25T02:50:08.314Z,2025-05-25T02:50:09Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5749059547,140,88.4,5749059551,212,12.5,5749059545,56,Right,5749059553,213,0.35,5749059549,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705173,154,1,1,13,21,5h878vnmkbuy2ummddprusxgq,0,88.4,10.4,2025-05-25T02:50:09.457Z,2025-05-25T02:50:15Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749059623,212,62.2,5749059627,1,,5749059611,2,,5749059617,140,85.2,5749059613,155,,5749059619,141,100.0,5749059625,213,1.62,5749059615,56,Left,5749059635,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705177,104,5,1,13,24,7c9knuwazz9k9449u5rnuuy5m,1,14.0,-1.8,2025-05-25T02:50:12.673Z,2025-05-25T04:41:18Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5749059637,56,Back,5749059641,233,155,5749059639,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705175,155,5,1,13,24,5h878vnmkbuy2ummddprusxgq,0,86.0,101.8,2025-05-25T02:50:12.673Z,2025-05-25T02:50:17Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749059629,56,Left,5749059631,347,,5749059647,233,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705239,105,1,1,13,49,7c9knuwazz9k9449u5rnuuy5m,1,14.0,0.0,2025-05-25T02:50:37.986Z,2025-05-25T02:50:40Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5749060009,56,Back,5749060011,140,22.7,5749060013,141,6.1,5749060017,213,0.54,5749060007,107,,5749060015,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705241,106,50,1,13,51,7c9knuwazz9k9449u5rnuuy5m,1,28.8,6.2,2025-05-25T02:50:40.092Z,2025-05-25T02:50:47Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5749060025,56,Back,5749060027,285,,5749060089,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705251,156,7,1,13,51,5h878vnmkbuy2ummddprusxgq,0,71.2,93.8,2025-05-25T02:50:40.093Z,2025-05-25T02:56:50Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5749060069,233,106,5749060065,56,Left,5749060073,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705257,107,1,1,13,55,7c9knuwazz9k9449u5rnuuy5m,0,12.9,13.2,2025-05-25T02:50:43.555Z,2025-05-25T02:50:44Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5749060101,157,,5749060107,141,22.7,5749060103,56,Center,5749060113,1,,5749060105,140,54.9,5749060111,213,0.15,5749060109,212,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705285,108,43,1,14,0,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-25T02:50:48.932Z,2025-05-25T02:50:53Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5749060431,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705311,158,1,1,14,1,5h878vnmkbuy2ummddprusxgq,1,36.4,68.5,2025-05-25T02:50:50.170Z,2025-05-25T02:50:51Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749060369,141,46.0,5749060371,212,30.0,5749060365,56,Back,5749060373,213,3.68,5749060367,140,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705323,159,1,1,14,3,5h878vnmkbuy2ummddprusxgq,1,11.8,46.0,2025-05-25T02:50:51.378Z,2025-05-25T02:50:53Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5749060439,141,29.5,5749060437,140,23.1,5749060435,56,Back,5749060447,213,5.53,5749060443,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705339,160,1,1,14,4,5h878vnmkbuy2ummddprusxgq,1,26.0,24.9,2025-05-25T02:50:53.273Z,2025-05-25T02:50:55Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749060537,212,9.2,5749060533,141,35.5,5749060525,56,Back,5749060539,213,2.24,5749060529,140,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705349,161,1,1,14,6,5h878vnmkbuy2ummddprusxgq,1,21.6,34.8,2025-05-25T02:50:55.042Z,2025-05-25T02:50:58Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749060607,141,75.4,5749060611,213,1.45,5749060603,56,Back,5749060605,140,24.9,5749060609,212,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705357,162,1,1,14,10,5h878vnmkbuy2ummddprusxgq,1,26.3,76.0,2025-05-25T02:50:58.378Z,2025-05-25T02:51:00Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5749060649,212,12.4,5749060647,141,90.3,5749060651,213,0.90,5749060643,56,Back,5749060645,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705371,163,1,1,14,12,5h878vnmkbuy2ummddprusxgq,1,33.7,90.3,2025-05-25T02:51:00.418Z,2025-05-25T02:51:03Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5749060717,212,15.7,5749060713,140,48.0,5749060711,56,Back,5749060719,213,0.30,5749060715,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705389,164,1,1,14,14,5h878vnmkbuy2ummddprusxgq,1,47.1,93.2,2025-05-25T02:51:03.322Z,2025-05-25T02:51:07Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5749060829,213,3.20,5749060827,212,18.7,5749060823,140,29.3,5749060825,141,91.5,5749060821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705391,165,1,1,14,18,5h878vnmkbuy2ummddprusxgq,1,34.1,92.3,2025-05-25T02:51:07.274Z,2025-05-25T02:51:08Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5749060839,212,9.2,5749060833,56,Back,5749060837,141,84.8,5749060835,140,41.4,5749060841,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705403,166,1,1,14,19,5h878vnmkbuy2ummddprusxgq,1,41.5,84.7,2025-05-25T02:51:08.314Z,2025-05-25T02:51:10Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5749060907,140,34.1,5749060913,213,2.53,5749060911,212,9.5,5749060905,56,Back,5749060909,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705427,167,1,1,14,21,5h878vnmkbuy2ummddprusxgq,1,34.1,92.7,2025-05-25T02:51:09.802Z,2025-05-25T02:51:14Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5749061033,213,4.50,5749061021,140,27.6,5749061035,1,,5749061025,141,46.6,5749061015,56,Back,5749061029,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705439,168,1,1,14,25,5h878vnmkbuy2ummddprusxgq,1,30.2,44.2,2025-05-25T02:51:13.915Z,2025-05-25T02:51:16Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749061109,212,17.9,5749061107,141,22.4,5749061111,213,5.30,5749061103,56,Back,5749061105,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705461,169,1,1,14,27,5h878vnmkbuy2ummddprusxgq,1,39.5,16.2,2025-05-25T02:51:16.226Z,2025-05-25T02:51:19Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749061219,141,6.4,5749061215,56,Right,5749061221,212,20.5,5749061217,140,58.0,5749061223,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705463,170,1,1,14,30,5h878vnmkbuy2ummddprusxgq,0,61.5,2.3,2025-05-25T02:51:18.978Z,2025-05-25T02:54:06Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,,5749066105,212,7.9,5749066121,233,109,5749061227,56,Right,5749066125,286,,5749066107,213,0.27,5749066103,141,5.4,5749066101,140,68.8,5749066119,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705493,109,74,1,14,30,7c9knuwazz9k9449u5rnuuy5m,1,42.3,93.4,2025-05-25T02:51:18.979Z,2025-05-25T02:54:07Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5749061369,285,,5749066135,233,170,5749061367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705503,110,4,1,14,34,7c9knuwazz9k9449u5rnuuy5m,1,47.2,89.2,2025-05-25T02:51:22.570Z,2025-05-25T02:51:28Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5749061475,13,,5749061483,286,,5749061481,265,,5749061479,152,,5749061477,56,Back,5749061513,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705489,171,4,1,14,34,5h878vnmkbuy2ummddprusxgq,0,52.8,10.8,2025-05-25T02:51:22.571Z,2025-05-25T02:51:30Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749061531,233,110,5749061449,265,,5749061445,56,Right,5749061451,285,,5749061447,152,,5749061443,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705677,112,1,1,15,2,7c9knuwazz9k9449u5rnuuy5m,0,43.9,83.6,2025-05-25T02:51:51.301Z,2025-05-25T02:51:52Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5749062375,155,,5749062379,56,Center,5749062381,140,73.6,5749062387,213,5.97,5749062383,141,69.0,5749062389,1,,5749062377,152,,5749062373,5,,5749062385,212,,,,,,,,,,,32.7,,,,,,,,,,,,,,,,,
2818705691,172,1,1,15,4,5h878vnmkbuy2ummddprusxgq,0,24.2,32.8,2025-05-25T02:51:52.619Z,2025-05-25T02:56:16Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749062459,141,32.4,5749062457,140,36.5,5749062463,213,6.26,5749062455,56,Back,5749062461,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705687,113,50,1,15,5,7c9knuwazz9k9449u5rnuuy5m,1,68.0,65.9,2025-05-25T02:51:54.069Z,2025-05-25T04:41:50Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5749062631,233,173,5749062445,56,Center,5749062447,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705711,173,7,1,15,5,5h878vnmkbuy2ummddprusxgq,1,32.0,34.1,2025-05-25T02:51:54.070Z,2025-05-25T04:41:49Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5749062587,56,Back,5749062619,233,113,5749062589,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705713,114,1,1,15,10,7c9knuwazz9k9449u5rnuuy5m,0,95.3,71.8,2025-05-25T02:51:59.005Z,2025-05-25T02:52:00Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5749062595,141,69.1,5749062623,236,,5749062599,213,4.66,5749062591,56,Center,5749062597,212,1.8,5749062593,140,95.2,5749062625,233,174,5749062629,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705715,174,74,1,15,10,5h878vnmkbuy2ummddprusxgq,1,4.2,31.5,2025-05-25T02:51:59.006Z,2025-05-25T04:16:12Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5749062603,285,,5749062647,233,114,5749062601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705725,115,6,1,15,11,7c9knuwazz9k9449u5rnuuy5m,1,98.8,73.0,2025-05-25T02:52:00.045Z,2025-05-25T02:52:05Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5749062691,233,175,5749062675,56,Center,5749062677,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705729,175,6,1,15,11,5h878vnmkbuy2ummddprusxgq,0,1.2,27.0,2025-05-25T02:52:00.045Z,2025-05-25T04:15:52Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5749062701,233,115,5749062671,56,Back,5749062673,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705825,116,1,1,15,26,7c9knuwazz9k9449u5rnuuy5m,1,99.5,99.5,2025-05-25T02:52:14.525Z,2025-05-25T02:52:16Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5749063219,212,15.8,5749063215,140,85.6,5749063221,213,3.54,5749063217,141,90.5,5749063213,56,Left,5749063211,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705831,117,1,1,15,27,7c9knuwazz9k9449u5rnuuy5m,0,87.5,88.7,2025-05-25T02:52:15.918Z,2025-05-25T02:52:19Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5749063255,141,33.0,5749063247,2,,5749063259,213,5.06,5749063323,345,,5749063257,212,40.3,5749063253,140,100.0,5749063251,56,Center,5749063269,1,,5749063249,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705833,118,5,1,15,28,7c9knuwazz9k9449u5rnuuy5m,0,101.1,33.8,2025-05-25T02:52:16.673Z,2025-05-25T04:41:18Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5749063443,233,176,5749063275,346,,5749063273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705863,176,5,1,15,28,5h878vnmkbuy2ummddprusxgq,1,-1.1,66.2,2025-05-25T02:52:16.673Z,2025-05-25T04:41:18Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5749063427,346,,5749063425,56,Back,5749063439,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705895,177,1,1,15,40,5h878vnmkbuy2ummddprusxgq,1,4.7,56.7,2025-05-25T02:52:28.715Z,2025-05-25T02:52:32Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5749063631,124,,5749063633,56,Back,5749063637,141,31.6,5749063641,213,4.91,5749063639,212,17.4,5749063635,140,8.0,5749063645,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705913,178,1,1,15,44,5h878vnmkbuy2ummddprusxgq,1,8.3,29.8,2025-05-25T02:52:32.619Z,2025-05-25T02:52:34Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749063745,213,1.98,5749063739,140,3.2,5749063737,56,Back,5749063743,212,13.5,5749063741,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705919,179,43,1,15,46,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-25T02:52:34.643Z,2025-05-25T02:53:37Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5749063795,213,5.10,5749063789,140,7.8,5749063787,56,Back,5749063791,141,30.4,5749065421,144,1,5749063793,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705937,180,43,1,15,48,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-05-25T02:52:36.395Z,2025-05-25T02:53:35Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749065365,144,1,5749063887,212,27.6,5749063883,140,12.5,5749063881,56,Back,5749063889,213,1.39,5749063885,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705949,181,1,1,15,52,5h878vnmkbuy2ummddprusxgq,1,18.1,70.9,2025-05-25T02:52:40.637Z,2025-05-25T02:52:42Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5749063965,213,0.68,5749063957,56,Back,5749063959,140,37.0,5749063961,141,94.7,5749063963,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705965,182,1,1,15,54,5h878vnmkbuy2ummddprusxgq,1,37.7,95.0,2025-05-25T02:52:42.403Z,2025-05-25T02:52:45Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5749064027,140,26.0,5749064033,213,3.33,5749064031,212,12.5,5749064029,141,91.5,5749064025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705981,183,1,1,15,56,5h878vnmkbuy2ummddprusxgq,1,26.0,91.5,2025-05-25T02:52:45.260Z,2025-05-25T02:52:49Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5749064149,140,36.2,5749064153,212,11.2,5749064151,141,96.5,5749064155,213,0.31,5749064147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705987,184,4,1,16,1,5h878vnmkbuy2ummddprusxgq,1,55.2,97.4,2025-05-25T02:52:49.468Z,2025-05-25T02:52:54Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5749064267,233,120,5749064247,152,,5749064251,286,,5749064245,56,Left,5749064243,13,,5749064249,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818705997,120,4,1,16,1,7c9knuwazz9k9449u5rnuuy5m,0,44.8,2.6,2025-05-25T02:52:49.469Z,2025-05-25T02:52:55Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5749064219,285,,5749064211,13,,5749064217,265,,5749064213,56,Back,5749064215,152,,5749064289,233,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706035,185,1,1,16,10,5h878vnmkbuy2ummddprusxgq,1,46.3,92.3,2025-05-25T02:52:59.059Z,2025-05-25T02:53:00Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5749064471,152,,5749064477,141,77.8,5749064475,140,31.7,5749064473,56,Back,5749064469,5,,5749064479,212,18.2,5749064481,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706047,186,1,1,16,11,5h878vnmkbuy2ummddprusxgq,1,31.7,77.8,2025-05-25T02:53:00.292Z,2025-05-25T02:53:03Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5749064519,213,5.03,5749064515,141,36.7,5749064511,56,Back,5749064517,212,29.4,5749064513,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706055,187,1,1,16,14,5h878vnmkbuy2ummddprusxgq,0,49.5,29.1,2025-05-25T02:53:03.323Z,2025-05-25T02:53:05Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749064563,213,5.93,5749064555,56,Right,5749064557,140,72.1,5749064561,212,25.3,5749064559,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706073,122,1,1,16,19,7c9knuwazz9k9449u5rnuuy5m,0,32.8,93.8,2025-05-25T02:53:07.438Z,2025-05-25T02:53:08Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5749064629,56,Left,5749064631,140,59.9,5749064637,213,5.95,5749064633,141,79.3,5749064635,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706109,189,1,1,16,23,5h878vnmkbuy2ummddprusxgq,1,55.8,21.0,2025-05-25T02:53:12.235Z,2025-05-25T02:53:17Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5749064839,56,Center,5749064843,141,36.7,5749064847,213,0.65,5749064845,212,17.7,5749064841,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706143,190,1,1,16,28,5h878vnmkbuy2ummddprusxgq,1,70.9,27.1,2025-05-25T02:53:17.308Z,2025-05-25T02:53:22Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5749065021,213,5.79,5749065013,56,Right,5749065017,141,13.4,5749065015,140,87.3,5749065019,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706153,191,61,1,16,33,5h878vnmkbuy2ummddprusxgq,0,85.6,12.3,2025-05-25T02:53:22.149Z,2025-05-25T02:53:22Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749065045,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706161,123,12,1,16,34,7c9knuwazz9k9449u5rnuuy5m,1,11.7,94.4,2025-05-25T02:53:22.647Z,2025-05-25T02:53:24Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5749065073,212,5.0,5749065075,213,1.51,5749065071,141,100.0,5749065067,56,Back,5749065109,167,,5749065069,140,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706163,124,5,1,16,34,7c9knuwazz9k9449u5rnuuy5m,0,12.6,101.2,2025-05-25T02:53:23.167Z,2025-05-25T04:41:19Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5749065921,233,192,5749065087,347,,5749065085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706317,192,5,1,16,34,5h878vnmkbuy2ummddprusxgq,1,87.4,-1.2,2025-05-25T02:53:23.167Z,2025-05-25T04:41:19Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749065899,56,Right,5749065917,233,124,5749065901,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706321,193,1,1,17,7,5h878vnmkbuy2ummddprusxgq,0,90.5,0.0,2025-05-25T02:53:55.988Z,2025-05-25T02:53:58Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5749065931,107,,5749065937,141,11.0,5749065935,140,91.3,5749065933,56,Right,5749065941,213,1.47,5749065939,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706327,125,8,1,17,8,7c9knuwazz9k9449u5rnuuy5m,1,10.0,92.1,2025-05-25T02:53:57.095Z,2025-05-25T02:54:11Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5749065959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818706335,126,6,1,17,9,7c9knuwazz9k9449u5rnuuy5m,0,9.6,91.0,2025-05-25T02:53:58.246Z,2025-05-25T04:15:53Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5749066021,233,194,5749065995,56,Back,5749065997,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
