id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2790982003,97,1,1,13,14,2n3wgr89m7jl8tmioemit2pgq,0,12.5,51.0,2025-03-22T23:21:01.569Z,2025-03-22T23:21:08Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5596254433,56,Center,5596254443,1,,5596254431,157,,5596254441,213,0.18,5596254435,140,87.7,5596254437,141,72.7,5596254439,212,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982007,150,11,1,13,21,224tl8u2smnbyliroayk69nt0,1,11.1,26.8,2025-03-22T23:21:09.269Z,2025-03-24T07:26:28Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5596254457,56,Back,5596254459,88,,5598580613,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982043,151,1,1,13,23,224tl8u2smnbyliroayk69nt0,1,8.5,27.1,2025-03-22T23:21:11.053Z,2025-03-22T23:21:22Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5596254651,141,60.5,5596254655,213,1.45,5596254649,140,11.1,5596254647,56,Back,5596254645,123,,5596254653,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982049,152,1,1,13,34,224tl8u2smnbyliroayk69nt0,1,24.4,64.8,2025-03-22T23:21:21.909Z,2025-03-22T23:21:24Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596254691,140,20.2,5596254693,141,27.6,5596254701,189,,5596254697,213,4.54,5596254695,212,25.7,5596254689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982057,153,1,1,13,37,224tl8u2smnbyliroayk69nt0,1,20.5,26.2,2025-03-22T23:21:24.565Z,2025-03-22T23:21:26Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596254743,141,6.8,5596254741,140,26.3,5596254739,56,Back,5596254745,212,14.5,5596254747,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982063,154,1,1,13,38,224tl8u2smnbyliroayk69nt0,1,26.3,6.5,2025-03-22T23:21:26.061Z,2025-03-22T23:21:29Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5596254781,212,13.9,5596254783,213,6.17,5596254775,56,Back,5596254779,141,4.1,5596254777,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982069,98,45,1,13,41,2n3wgr89m7jl8tmioemit2pgq,0,60.2,94.0,2025-03-22T23:21:28.887Z,2025-03-24T11:14:34Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596254799,56,Left,5596254801,285,,5598680617,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982065,155,3,1,13,41,224tl8u2smnbyliroayk69nt0,1,39.8,6.0,2025-03-22T23:21:28.887Z,2025-03-24T11:14:34Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5598680575,233,98,5596254985,286,,5598580733,465,,5596254983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982071,156,1,1,13,43,224tl8u2smnbyliroayk69nt0,0,42.5,8.9,2025-03-22T23:21:30.542Z,2025-03-23T01:12:37Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5596254811,213,5.97,5596254803,56,Right,5596254807,141,0.0,5596254809,212,21.6,5596254805,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982145,99,5,1,13,43,2n3wgr89m7jl8tmioemit2pgq,1,40.8,101.3,2025-03-22T23:21:31.224Z,2025-03-23T00:06:59Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596255193,347,,5596255209,233,157,5596255191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982075,157,5,1,13,43,224tl8u2smnbyliroayk69nt0,0,59.2,-1.3,2025-03-22T23:21:31.224Z,2025-03-23T00:06:59Z,5h4ldsd3uwkk4wxr9iqi5kqy2,A. O'Toole,,,5596254827,347,,5596255219,233,99,5596254825,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982171,100,1,1,13,59,2n3wgr89m7jl8tmioemit2pgq,0,47.5,100.0,2025-03-22T23:21:47.007Z,2025-03-22T23:21:51Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596255345,56,Left,5596255347,140,67.9,5596255349,141,89.4,5596255355,213,5.91,5596255359,1,,5596255351,212,23.0,5596255343,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982195,159,1,1,14,8,224tl8u2smnbyliroayk69nt0,0,19.9,2.5,2025-03-22T23:21:55.902Z,2025-03-22T23:21:58Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596255473,56,Back,5596255481,213,0.06,5596255475,140,48.8,5596255477,141,5.0,5596255479,212,30.4,5596255471,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982217,101,1,1,14,11,2n3wgr89m7jl8tmioemit2pgq,1,44.3,93.6,2025-03-22T23:21:58.895Z,2025-03-22T23:22:02Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596255593,213,5.91,5596255583,3,,5596255585,56,Left,5596255591,212,17.6,5596255587,140,59.9,5596255589,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982223,160,4,1,14,15,224tl8u2smnbyliroayk69nt0,1,36.4,16.2,2025-03-22T23:22:02.406Z,2025-03-22T23:22:08Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5596255633,294,,5596255641,233,102,5596255631,13,,5596255637,152,,5596255645,286,,5596255635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982221,102,4,1,14,15,2n3wgr89m7jl8tmioemit2pgq,0,63.6,83.8,2025-03-22T23:22:02.407Z,2025-03-22T23:22:08Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5596255629,285,,5596255621,13,,5596255623,294,,5596255625,56,Left,5596255627,152,,5596255665,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982233,161,1,1,14,20,224tl8u2smnbyliroayk69nt0,1,32.7,14.0,2025-03-22T23:22:08.142Z,2025-03-22T23:22:10Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5596255719,213,2.88,5596255711,56,Back,5596255713,140,22.3,5596255709,152,,5596255715,141,18.3,5596255717,212,11.3,5596255707,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982247,162,1,1,14,23,224tl8u2smnbyliroayk69nt0,1,24.3,18.8,2025-03-22T23:22:10.518Z,2025-03-22T23:22:13Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596255777,141,54.0,5596255779,212,24.0,5596255775,140,22.9,5596255781,213,1.63,5596255773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982257,163,1,1,14,26,224tl8u2smnbyliroayk69nt0,1,24.5,53.7,2025-03-22T23:22:13.453Z,2025-03-22T23:22:17Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596255843,212,24.1,5596255845,213,4.81,5596255837,56,Back,5596255839,140,26.8,5596255841,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982263,164,1,1,14,29,224tl8u2smnbyliroayk69nt0,1,31.2,27.1,2025-03-22T23:22:17.149Z,2025-03-22T23:22:19Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596255889,212,20.1,5596255887,141,54.8,5596255885,140,24.5,5596255891,213,1.93,5596255883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982275,165,1,1,14,32,224tl8u2smnbyliroayk69nt0,1,26.5,57.6,2025-03-22T23:22:19.629Z,2025-03-22T23:22:25Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596255983,56,Back,5596255989,212,22.4,5596255987,141,90.5,5596255991,213,1.51,5596255985,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982281,166,1,1,14,37,224tl8u2smnbyliroayk69nt0,1,38.4,84.8,2025-03-22T23:22:25.110Z,2025-03-22T23:22:27Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5596256021,212,24.5,5596256023,213,3.65,5596256017,140,18.0,5596256019,141,67.3,5596256015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982301,167,1,1,14,40,224tl8u2smnbyliroayk69nt0,1,20.8,64.9,2025-03-22T23:22:27.726Z,2025-03-22T23:22:32Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596256129,213,4.87,5596256127,212,28.6,5596256125,141,23.4,5596256121,56,Back,5596256123,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982311,168,1,1,14,45,224tl8u2smnbyliroayk69nt0,1,29.4,25.8,2025-03-22T23:22:32.670Z,2025-03-22T23:22:35Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596256203,141,56.9,5596256199,56,Back,5596256201,140,24.9,5596256205,212,21.7,5596256207,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982337,169,1,1,14,47,224tl8u2smnbyliroayk69nt0,1,26.8,60.2,2025-03-22T23:22:34.893Z,2025-03-22T23:22:40Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596256355,56,Back,5596256361,212,32.2,5596256359,141,97.5,5596256357,140,45.7,5596256365,1,,5596256363,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982367,170,1,1,14,53,224tl8u2smnbyliroayk69nt0,1,59.6,95.9,2025-03-22T23:22:40.494Z,2025-03-22T23:22:45Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5596256537,56,Back,5596256545,213,3.15,5596256539,140,40.7,5596256541,141,95.7,5596256543,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982373,171,1,1,14,58,224tl8u2smnbyliroayk69nt0,0,52.7,83.9,2025-03-22T23:22:45.470Z,2025-03-22T23:22:46Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5596256567,140,66.5,5596256573,213,6.10,5596256569,141,79.9,5596256565,56,Left,5596256571,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982385,103,50,1,15,1,2n3wgr89m7jl8tmioemit2pgq,1,37.0,24.4,2025-03-22T23:22:48.935Z,2025-03-22T23:22:55Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5596256679,233,172,5596256631,286,,5596256629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982395,172,7,1,15,1,224tl8u2smnbyliroayk69nt0,1,63.0,75.6,2025-03-22T23:22:48.936Z,2025-03-24T07:28:03Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5596256669,233,103,5596256661,56,Center,5596256659,167,,5596256663,285,,5598581117,385,,5598581119,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982409,104,5,1,15,2,2n3wgr89m7jl8tmioemit2pgq,1,42.5,-1.7,2025-03-22T23:22:49.936Z,2025-03-23T00:06:59Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5596256731,347,,5596256765,233,173,5596256729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982415,173,5,1,15,2,224tl8u2smnbyliroayk69nt0,0,57.5,101.7,2025-03-22T23:22:49.936Z,2025-03-23T00:07:00Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5596256763,347,,5596256797,233,104,5596256759,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982425,105,1,1,15,6,2n3wgr89m7jl8tmioemit2pgq,1,41.4,0.0,2025-03-22T23:22:54.127Z,2025-03-22T23:22:56Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5596256813,56,Back,5596256819,212,22.6,5596256811,107,,5596256821,213,2.63,5596256823,1,,5596256817,141,14.6,5596256815,140,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982469,106,1,1,15,7,2n3wgr89m7jl8tmioemit2pgq,1,22.6,14.6,2025-03-22T23:22:55.104Z,2025-03-22T23:23:02Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5596257043,212,34.0,5596257041,141,62.3,5596257039,140,13.0,5596257037,56,Back,5596257045,213,1.87,5596257047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982477,107,1,1,15,14,2n3wgr89m7jl8tmioemit2pgq,0,13.0,62.9,2025-03-22T23:23:01.613Z,2025-03-22T23:23:04Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5596257109,236,,5596257099,141,65.5,5596257101,212,2.4,5596257111,233,174,5596257093,157,,5596257103,213,0.81,5596257095,56,Back,5596257105,1,,5596257097,140,5596257115,286,,,,,,,,,,,14.6,,,,,,,,,,,,,
2790982465,174,74,1,15,14,224tl8u2smnbyliroayk69nt0,1,86.6,36.1,2025-03-22T23:23:01.614Z,2025-03-22T23:23:04Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5596257021,56,Center,5596257135,233,107,5596257023,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982523,108,5,1,15,15,2n3wgr89m7jl8tmioemit2pgq,1,2.2,101.6,2025-03-22T23:23:03.086Z,2025-03-23T00:07:00Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5596257351,56,Back,5596277797,233,175,5596257353,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982473,175,5,1,15,15,224tl8u2smnbyliroayk69nt0,0,97.8,-1.6,2025-03-22T23:23:03.086Z,2025-03-22T23:36:07Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5596257069,347,,5596257067,56,Right,5596277817,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982541,109,1,1,15,30,2n3wgr89m7jl8tmioemit2pgq,1,6.3,100.0,2025-03-22T23:23:17.399Z,2025-03-22T23:23:18Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596257453,107,,5596257463,213,5.00,5596257457,140,8.0,5596257461,212,6.2,5596257459,141,92.6,5596257455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982545,110,1,1,15,31,2n3wgr89m7jl8tmioemit2pgq,1,8.0,92.6,2025-03-22T23:23:18.711Z,2025-03-22T23:23:20Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5596257483,141,96.3,5596257481,140,6.0,5596257479,56,Back,5596257487,213,2.27,5596257485,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982559,111,1,1,15,32,2n3wgr89m7jl8tmioemit2pgq,1,6.0,96.3,2025-03-22T23:23:20.025Z,2025-03-22T23:23:23Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596257569,157,,5596257573,140,39.4,5596257571,56,Back,5596257579,213,6.03,5596257581,1,,5596257577,212,36.2,5596257575,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982561,112,44,1,15,35,2n3wgr89m7jl8tmioemit2pgq,1,37.2,76.0,2025-03-22T23:23:23.247Z,2025-03-23T00:06:44Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5596257585,56,Back,5596257587,285,,5596257645,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982565,176,44,1,15,35,224tl8u2smnbyliroayk69nt0,0,62.8,24.0,2025-03-22T23:23:23.248Z,2025-03-23T00:06:44Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596257601,56,Center,5596257603,286,,5596257663,233,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982567,113,1,1,15,36,2n3wgr89m7jl8tmioemit2pgq,0,39.5,83.0,2025-03-22T23:23:23.479Z,2025-03-22T23:23:24Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5596257623,213,6.02,5596257615,141,82.0,5596257605,3,,5596257607,168,,5596257619,212,2.6,5596257611,140,41.9,5596257609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982583,177,61,1,15,36,224tl8u2smnbyliroayk69nt0,1,59.9,34.6,2025-03-22T23:23:23.620Z,2025-03-22T23:23:42Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596257705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791000441,463,45,1,15,38,224tl8u2smnbyliroayk69nt0,0,56.4,41.2,2025-03-22T23:23:25.392Z,2025-03-24T11:14:34Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5598581851,285,,5598581849,56,Center,5598680629,233,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791403947,750,3,1,15,38,2n3wgr89m7jl8tmioemit2pgq,1,43.6,58.8,2025-03-22T23:23:25.392Z,2025-03-24T11:14:34Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5598581901,286,,5598680625,233,463,5598581903,464,,5598581899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791000613,464,43,1,15,39,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-03-22T23:23:26.392Z,2025-03-24T07:29:23Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596357629,399,b7pzjfl5fuvivmc2x9defzfmx,5598581781,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982593,114,61,1,15,41,2n3wgr89m7jl8tmioemit2pgq,0,48.9,45.7,2025-03-22T23:23:28.952Z,2025-03-23T01:12:38Z,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,,,5596257735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982607,178,3,1,15,44,224tl8u2smnbyliroayk69nt0,0,41.3,72.8,2025-03-22T23:23:31.805Z,2025-03-24T11:14:32Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5598680519,233,115,5598581611,286,,5596257801,56,Back,5598582031,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982605,115,7,1,15,44,2n3wgr89m7jl8tmioemit2pgq,0,58.7,27.2,2025-03-22T23:23:31.806Z,2025-03-24T11:14:32Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5598581701,385,,5598680495,233,178,5596257797,56,Center,5598581667,285,,5598581703,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982627,179,12,1,15,46,224tl8u2smnbyliroayk69nt0,1,30.9,76.3,2025-03-22T23:23:34.318Z,2025-03-24T07:30:00Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5598582041,167,,5596257893,140,56.2,5596257891,56,Left,5596257897,212,31.8,5596257899,213,0.58,5596257895,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982637,116,5,1,15,47,2n3wgr89m7jl8tmioemit2pgq,1,46.8,-2.0,2025-03-22T23:23:34.848Z,2025-03-23T00:07:00Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5596257961,56,Back,5596257963,347,,5596258033,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982631,180,5,1,15,47,224tl8u2smnbyliroayk69nt0,0,53.2,102.0,2025-03-22T23:23:34.848Z,2025-03-23T00:07:01Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5596257903,56,Left,5596258055,233,116,5596257905,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982701,117,1,1,16,3,2n3wgr89m7jl8tmioemit2pgq,1,51.9,0.0,2025-03-22T23:23:51.240Z,2025-03-22T23:24:21Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5596258335,213,1.82,5596258325,107,,5596258327,56,Back,5596258331,141,19.4,5596259233,189,,5596258329,140,48.3,5596258333,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982707,118,1,1,16,4,2n3wgr89m7jl8tmioemit2pgq,1,48.3,19.4,2025-03-22T23:23:52.152Z,2025-03-22T23:24:21Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5596258371,140,51.9,5596258373,141,5.9,5596258369,56,Right,5596258375,212,9.9,5596258377,213,5.10,5596259257,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982711,119,1,1,16,5,2n3wgr89m7jl8tmioemit2pgq,1,51.9,5.9,2025-03-22T23:23:52.942Z,2025-03-22T23:23:53Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5596258395,140,56.0,5596258397,141,12.3,5596258393,56,Right,5596258401,213,0.79,5596258399,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982713,120,1,1,16,6,2n3wgr89m7jl8tmioemit2pgq,1,66.0,24.2,2025-03-22T23:23:53.607Z,2025-03-23T01:12:43Z,3ei1s8oyub83owfxxbsygmsmi,J. Jiménez,,,5596259631,140,45.6,5596259775,156,,5596259633,141,20.7,5596259629,56,Back,5596259637,213,3.25,5596259635,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982731,121,1,1,16,7,2n3wgr89m7jl8tmioemit2pgq,1,46.4,23.6,2025-03-22T23:23:54.984Z,2025-03-22T23:23:56Z,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,,,5596258479,56,Back,5596258485,212,16.8,5596258487,213,3.82,5596258483,141,8.2,5596258481,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982741,122,1,1,16,8,2n3wgr89m7jl8tmioemit2pgq,1,33.9,8.2,2025-03-22T23:23:55.927Z,2025-03-22T23:23:59Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5596258561,212,27.5,5596258557,141,47.8,5596258565,213,1.77,5596258553,140,28.6,5596258547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982759,123,1,1,16,12,2n3wgr89m7jl8tmioemit2pgq,1,28.6,47.8,2025-03-22T23:23:59.399Z,2025-03-22T23:24:02Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5596258651,56,Back,5596258659,213,1.59,5596258653,140,28.3,5596258657,212,20.5,5596258655,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982769,124,1,1,16,15,2n3wgr89m7jl8tmioemit2pgq,0,28.0,84.4,2025-03-22T23:24:02.663Z,2025-03-22T23:24:04Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596258709,155,,5596258713,140,52.0,5596258711,56,Left,5596258719,213,0.43,5596258715,141,100.0,5596258717,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982777,125,5,1,16,17,2n3wgr89m7jl8tmioemit2pgq,0,49.6,101.4,2025-03-22T23:24:04.678Z,2025-03-23T00:07:01Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5596258743,347,,5596259129,233,181,5596258739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982841,181,5,1,16,17,224tl8u2smnbyliroayk69nt0,1,50.4,-1.4,2025-03-22T23:24:04.678Z,2025-03-23T00:07:01Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5596259097,56,Right,5596259105,233,125,5596259099,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982853,182,1,1,16,30,224tl8u2smnbyliroayk69nt0,1,60.5,0.0,2025-03-22T23:24:18.319Z,2025-03-22T23:24:20Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5596259205,140,39.8,5596259207,141,4.3,5596259209,212,22.2,5596259201,107,,5596259213,1,,5596259203,56,Back,5596259211,213,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982891,183,1,1,16,33,224tl8u2smnbyliroayk69nt0,1,40.8,3.7,2025-03-22T23:24:20.703Z,2025-03-22T23:24:27Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5596259461,213,2.37,5596259459,212,37.0,5596259457,141,41.5,5596259455,140,15.4,5596259463,1,,5596259453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982925,184,1,1,16,40,224tl8u2smnbyliroayk69nt0,1,17.5,46.0,2025-03-22T23:24:27.424Z,2025-03-22T23:24:35Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5596259643,140,24.3,5596259641,56,Back,5596259649,213,1.33,5596259645,141,88.3,5596259647,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982951,185,1,1,16,47,224tl8u2smnbyliroayk69nt0,1,39.8,93.2,2025-03-22T23:24:34.791Z,2025-03-22T23:24:40Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5596259805,213,3.66,5596259801,141,75.7,5596259803,212,23.9,5596259799,140,20.1,5596259797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790982979,186,1,1,16,52,224tl8u2smnbyliroayk69nt0,1,23.7,71.1,2025-03-22T23:24:39.887Z,2025-03-22T23:24:47Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5596259973,140,20.0,5596259975,141,37.7,5596259979,213,4.54,5596259977,212,23.0,5596259971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
