id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2822666329,247,1,1,27,47,8cpjplodpphtkbt0hq8sr8mqs,1,56.4,66.6,2025-06-14T23:34:17.273Z,2025-06-14T23:34:18Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771259067,141,95.6,5771259065,140,44.6,5771259069,212,23.3,5771259063,56,Back,5771259071,213,2.13,5771259061,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666345,249,1,1,27,49,8cpjplodpphtkbt0hq8sr8mqs,0,44.0,95.4,2025-06-14T23:34:19.569Z,2025-06-14T23:34:20Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5771259143,213,0.16,5771259135,56,Left,5771259137,140,68.7,5771259141,212,26.3,5771259139,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666351,250,5,1,27,50,8cpjplodpphtkbt0hq8sr8mqs,0,68.5,101.4,2025-06-14T23:34:20.319Z,2025-06-15T00:09:03Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5771259161,56,Left,5771259405,233,254,5771259163,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666387,254,5,1,27,50,224tl8u2smnbyliroayk69nt0,1,31.5,-1.4,2025-06-14T23:34:20.319Z,2025-06-15T00:09:03Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5771259371,56,Back,5771259389,233,250,5771259373,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666559,255,1,1,28,20,224tl8u2smnbyliroayk69nt0,1,51.1,0.0,2025-06-14T23:34:50.769Z,2025-06-14T23:34:55Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5771260171,56,Right,5771260181,1,,5771260169,107,,5771260175,141,13.7,5771260177,212,22.5,5771260179,213,0.49,5771260173,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666569,256,1,1,28,25,224tl8u2smnbyliroayk69nt0,1,65.0,19.5,2025-06-14T23:34:55.225Z,2025-06-14T23:34:57Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5771260241,212,9.6,5771260235,56,Right,5771260237,140,57.7,5771260239,141,11.0,5771260243,213,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666577,257,1,1,28,27,224tl8u2smnbyliroayk69nt0,1,57.7,11.0,2025-06-14T23:34:57.680Z,2025-06-14T23:34:59Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5771260281,56,Center,5771260283,140,56.6,5771260289,213,1.67,5771260287,212,12.0,5771260285,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666587,258,1,1,28,29,224tl8u2smnbyliroayk69nt0,1,56.6,25.2,2025-06-14T23:34:59.097Z,2025-06-14T23:35:01Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5771260359,141,27.3,5771260363,213,3.08,5771260357,140,33.8,5771260355,56,Back,5771260361,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666603,259,1,1,28,31,224tl8u2smnbyliroayk69nt0,1,33.8,27.3,2025-06-14T23:35:01.040Z,2025-06-14T23:35:04Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771260469,140,30.2,5771260471,141,53.0,5771260467,56,Back,5771260473,212,17.9,5771260475,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666625,260,1,1,28,34,224tl8u2smnbyliroayk69nt0,1,42.9,64.6,2025-06-14T23:35:04.520Z,2025-06-14T23:35:07Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771260601,212,25.4,5771260599,141,83.8,5771260597,140,63.6,5771260595,56,Left,5771260603,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666635,261,1,1,28,37,224tl8u2smnbyliroayk69nt0,1,61.5,71.2,2025-06-14T23:35:07.570Z,2025-06-14T23:35:09Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5771260661,213,4.29,5771260653,56,Center,5771260659,212,8.0,5771260655,140,58.4,5771260657,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666645,262,1,1,28,39,224tl8u2smnbyliroayk69nt0,1,58.4,62.1,2025-06-14T23:35:09.664Z,2025-06-14T23:35:12Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5771260727,141,69.7,5771260725,140,43.0,5771260723,56,Back,5771260731,213,2.83,5771260729,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666677,263,1,1,28,42,224tl8u2smnbyliroayk69nt0,1,43.8,71.4,2025-06-14T23:35:12.016Z,2025-06-14T23:35:16Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771260873,213,4.15,5771260869,141,50.3,5771260871,212,17.0,5771260867,140,35.2,5771260865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666697,264,1,1,28,46,224tl8u2smnbyliroayk69nt0,0,35.2,50.7,2025-06-14T23:35:16.258Z,2025-06-14T23:35:18Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771260933,213,5.65,5771260935,1,,5771260929,141,14.7,5771260931,212,41.5,5771260923,155,,5771260925,56,Right,5771260927,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666733,251,8,1,28,48,8cpjplodpphtkbt0hq8sr8mqs,1,19.1,99.6,2025-06-14T23:35:18.273Z,2025-06-15T23:32:44Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5771261085,56,Back,5771340613,15,,5772960629,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666735,252,43,1,28,49,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-14T23:35:19.853Z,2025-06-15T23:32:48Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771261099,285,0,5772960783,144,44,5771261097,56,Back,5771261107,233,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666723,265,43,1,28,50,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-14T23:35:19.854Z,2025-06-15T23:32:48Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5772960795,144,44,5771261041,286,0,5771261039,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681243,446,43,1,28,50,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-06-14T23:35:19.854Z,2025-06-15T00:12:26Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771341463,286,0,5771351983,144,44,5771341469,233,252,5771341461,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666761,253,1,1,28,50,8cpjplodpphtkbt0hq8sr8mqs,1,32.2,85.7,2025-06-14T23:35:20.527Z,2025-06-15T01:10:54Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771261243,213,0.12,5771261231,3,,5771261241,212,14.7,5771261235,56,Back,5771261237,140,46.1,5771261239,141,88.3,5771261233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666767,254,1,1,28,55,8cpjplodpphtkbt0hq8sr8mqs,1,43.9,81.0,2025-06-14T23:35:25.477Z,2025-06-15T00:08:25Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5771341191,213,3.30,5771341187,141,78.1,5771341185,140,31.8,5771341183,56,Back,5771341189,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666755,266,83,1,28,55,224tl8u2smnbyliroayk69nt0,0,65.0,19.7,2025-06-14T23:35:25.521Z,2025-06-14T23:35:32Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5771261431,399,blts89a19itip4gjeagcwc1xx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666791,255,1,1,28,57,8cpjplodpphtkbt0hq8sr8mqs,1,24.0,83.3,2025-06-14T23:35:27.246Z,2025-06-14T23:35:30Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771261391,141,82.6,5771261395,213,6.26,5771261389,140,47.9,5771261387,56,Back,5771261393,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666785,267,83,1,28,59,224tl8u2smnbyliroayk69nt0,0,54.8,21.2,2025-06-14T23:35:29.025Z,2025-06-15T00:12:40Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771352613,399,5fhb206czgy2ul5j0tsqeo7ah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666797,256,61,1,29,0,8cpjplodpphtkbt0hq8sr8mqs,0,43.8,77.0,2025-06-14T23:35:30.024Z,2025-06-15T00:09:12Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5771261403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666817,269,1,1,29,2,224tl8u2smnbyliroayk69nt0,1,60.2,31.0,2025-06-14T23:35:32.192Z,2025-06-14T23:35:35Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5771261499,140,70.4,5771261497,56,Center,5771261505,213,0.46,5771261503,212,12.0,5771261501,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666837,270,1,1,29,5,224tl8u2smnbyliroayk69nt0,0,71.2,38.5,2025-06-14T23:35:35.073Z,2025-06-14T23:35:38Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5771261631,140,100.0,5771261629,56,Center,5771261647,4,,5771261649,1,,5771261633,141,29.1,5771261637,213,6.09,5771261635,212,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666923,257,5,1,29,8,8cpjplodpphtkbt0hq8sr8mqs,1,-1.4,72.2,2025-06-14T23:35:38.304Z,2025-06-15T00:09:03Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5771262051,56,Back,5771262053,346,,5771262071,233,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666853,271,5,1,29,8,224tl8u2smnbyliroayk69nt0,0,101.4,27.8,2025-06-14T23:35:38.304Z,2025-06-15T00:09:04Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5771262105,233,257,5771261737,346,,5771261735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666933,258,1,1,29,26,8cpjplodpphtkbt0hq8sr8mqs,1,4.3,50.7,2025-06-14T23:35:56.246Z,2025-06-14T23:35:57Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5771262121,141,32.8,5771262119,140,10.4,5771262117,56,Back,5771262115,124,,5771262123,212,13.8,5771262129,237,,5771262125,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666943,259,1,1,29,27,8cpjplodpphtkbt0hq8sr8mqs,1,10.4,32.8,2025-06-14T23:35:57.150Z,2025-06-14T23:35:59Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5771262167,141,10.3,5771262165,140,13.3,5771262169,212,15.6,5771262163,56,Back,5771262171,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666955,260,1,1,29,29,8cpjplodpphtkbt0hq8sr8mqs,1,11.4,4.4,2025-06-14T23:35:59.215Z,2025-06-14T23:36:01Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5771262241,141,23.4,5771262243,212,41.7,5771262247,1,,5771262245,213,0.31,5771262235,155,,5771262237,56,Back,5771262239,140,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666965,261,1,1,29,31,8cpjplodpphtkbt0hq8sr8mqs,1,48.4,23.6,2025-06-14T23:36:01.686Z,2025-06-14T23:36:04Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5771262289,140,34.6,5771262295,213,2.88,5771262293,212,15.0,5771262287,56,Back,5771262291,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666977,262,1,1,29,34,8cpjplodpphtkbt0hq8sr8mqs,1,35.3,28.3,2025-06-14T23:36:04.191Z,2025-06-14T23:36:07Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5771262381,141,96.0,5771262383,212,52.1,5771262373,155,,5771262379,140,58.6,5771262377,56,Left,5771262387,1,,5771262385,213,1.08,5771262375,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822666997,263,1,1,29,37,8cpjplodpphtkbt0hq8sr8mqs,1,59.8,95.4,2025-06-14T23:36:07.838Z,2025-06-14T23:36:11Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5771262497,141,71.7,5771262501,213,3.81,5771262495,140,40.2,5771262499,212,26.1,5771262493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667019,264,1,1,29,41,8cpjplodpphtkbt0hq8sr8mqs,1,41.7,69.3,2025-06-14T23:36:11.391Z,2025-06-14T23:36:15Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5771262621,1,,5771262611,56,Right,5771262609,196,,5771262613,140,88.4,5771262619,213,5.55,5771262617,212,65.8,5771262615,141,4.7,5771262607,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667035,265,3,1,29,45,8cpjplodpphtkbt0hq8sr8mqs,1,90.1,9.6,2025-06-14T23:36:15.398Z,2025-06-15T23:33:57Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5772963419,465,,5771262707,233,272,5771262687,286,,5771262685,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667027,272,45,1,29,45,224tl8u2smnbyliroayk69nt0,0,9.9,90.4,2025-06-14T23:36:15.398Z,2025-06-15T00:08:51Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5771262647,56,Back,5771262713,233,265,5771262649,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667049,266,1,1,29,47,8cpjplodpphtkbt0hq8sr8mqs,1,89.0,15.9,2025-06-14T23:36:17.662Z,2025-06-14T23:36:19Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5771262733,56,Center,5771262739,212,12.6,5771262741,213,2.76,5771262737,141,22.8,5771262735,140,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667055,267,61,1,29,49,8cpjplodpphtkbt0hq8sr8mqs,0,78.3,22.8,2025-06-14T23:36:19.278Z,2025-06-15T00:07:41Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5771262759,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667095,274,1,1,29,56,224tl8u2smnbyliroayk69nt0,1,39.0,68.7,2025-06-14T23:36:26.641Z,2025-06-14T23:36:29Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5771262933,56,Center,5771262939,212,15.1,5771262941,213,0.13,5771262935,140,53.3,5771262937,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667135,275,1,1,29,59,224tl8u2smnbyliroayk69nt0,1,53.1,72.1,2025-06-14T23:36:29.424Z,2025-06-14T23:36:35Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5771263061,212,23.6,5771263059,141,78.7,5771263063,213,2.95,5771263055,56,Back,5771263057,140,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667151,276,1,1,30,5,224tl8u2smnbyliroayk69nt0,1,34.2,76.4,2025-06-14T23:36:35.088Z,2025-06-14T23:36:38Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5771263127,212,12.6,5771263125,141,59.4,5771263129,213,5.12,5771263123,140,38.9,5771263121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667163,277,1,1,30,8,224tl8u2smnbyliroayk69nt0,1,33.4,58.1,2025-06-14T23:36:38.840Z,2025-06-14T23:36:41Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5771263189,141,49.6,5771263187,140,26.5,5771263185,56,Back,5771263193,213,3.81,5771263191,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667187,278,1,1,30,11,224tl8u2smnbyliroayk69nt0,1,25.1,42.8,2025-06-14T23:36:41.177Z,2025-06-14T23:36:44Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5771263285,141,16.7,5771263287,212,19.1,5771263289,213,5.09,5771263283,140,31.9,5771263281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667205,279,1,1,30,14,224tl8u2smnbyliroayk69nt0,1,30.2,15.0,2025-06-14T23:36:44.496Z,2025-06-14T23:36:46Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5771263373,213,5.92,5771263365,56,Back,5771263367,140,37.1,5771263369,141,10.9,5771263371,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667223,280,1,1,30,16,224tl8u2smnbyliroayk69nt0,1,37.1,10.9,2025-06-14T23:36:46.776Z,2025-06-14T23:36:50Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771263473,213,0.65,5771263467,140,45.4,5771263465,56,Back,5771263471,212,10.9,5771263469,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667233,281,1,1,30,20,224tl8u2smnbyliroayk69nt0,1,59.5,30.7,2025-06-14T23:36:50.640Z,2025-06-14T23:36:52Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5771263523,213,5.80,5771263515,56,Center,5771263517,140,70.7,5771263519,141,21.6,5771263521,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667255,282,1,1,30,22,224tl8u2smnbyliroayk69nt0,0,70.4,22.4,2025-06-14T23:36:52.224Z,2025-06-14T23:36:54Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5771263627,140,91.9,5771263625,56,Center,5771263631,212,25.6,5771263629,141,40.1,5771263633,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667265,268,43,1,30,25,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-06-14T23:36:55.279Z,2025-06-16T02:42:33Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5773217065,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822972263,844,52,1,30,39,8cpjplodpphtkbt0hq8sr8mqs,1,3.6,49.0,2025-06-14T23:37:09.114Z,2025-06-15T23:34:47Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5772965665,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667421,269,1,1,30,40,8cpjplodpphtkbt0hq8sr8mqs,1,9.9,51.2,2025-06-14T23:37:10.398Z,2025-06-15T23:38:37Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5771264441,56,Back,5772973345,287,,5771264439,123,,5771264449,213,1.13,5771264443,140,22.7,5771264447,212,31.6,5771264445,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667447,270,1,1,30,44,8cpjplodpphtkbt0hq8sr8mqs,1,21.4,95.9,2025-06-14T23:37:14.429Z,2025-06-14T23:37:17Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5771264581,140,58.9,5771264583,141,74.1,5771264589,1,,5771264579,56,Center,5771264585,212,42.1,5771264577,155,,5771264587,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667451,271,44,1,30,47,8cpjplodpphtkbt0hq8sr8mqs,1,62.0,69.8,2025-06-14T23:37:17.533Z,2025-06-15T00:12:50Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5771264613,233,283,5771264603,56,Center,5771264605,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667453,283,44,1,30,47,224tl8u2smnbyliroayk69nt0,0,38.0,30.2,2025-06-14T23:37:17.534Z,2025-06-15T00:12:51Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5771264611,285,,5771264617,233,271,5771264609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667457,272,1,1,30,48,8cpjplodpphtkbt0hq8sr8mqs,0,58.9,74.1,2025-06-14T23:37:17.894Z,2025-06-14T23:37:19Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5771264639,3,,5771264645,141,61.7,5771264647,212,8.4,5771264643,140,58.8,5771264649,213,4.70,5771264641,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667471,284,1,1,30,50,224tl8u2smnbyliroayk69nt0,1,42.6,49.4,2025-06-14T23:37:20.320Z,2025-06-14T23:37:21Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771264711,56,Back,5771264715,141,65.5,5771264717,212,11.0,5771264713,140,41.3,5771264719,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667509,286,1,1,30,55,224tl8u2smnbyliroayk69nt0,1,41.1,64.5,2025-06-14T23:37:25.033Z,2025-06-14T23:37:29Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5771264903,140,49.6,5771264909,213,5.30,5771264905,141,44.8,5771264907,212,16.1,5771264901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667517,287,1,1,30,59,224tl8u2smnbyliroayk69nt0,1,47.3,54.0,2025-06-14T23:37:29.528Z,2025-06-14T23:37:31Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5771264947,141,72.6,5771264945,140,41.2,5771264943,56,Back,5771264951,213,2.04,5771264949,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667541,288,1,1,31,1,224tl8u2smnbyliroayk69nt0,1,41.2,72.6,2025-06-14T23:37:31.304Z,2025-06-14T23:37:34Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5771265073,212,12.2,5771265075,213,4.03,5771265071,141,58.7,5771265069,140,33.9,5771265067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667569,289,1,1,31,4,224tl8u2smnbyliroayk69nt0,1,34.9,59.1,2025-06-14T23:37:34.056Z,2025-06-14T23:37:36Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,,5771265227,56,Center,5771265229,140,59.0,5771265231,141,60.9,5771265235,213,0.05,5771265233,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667575,290,1,1,31,6,224tl8u2smnbyliroayk69nt0,0,59.0,60.9,2025-06-14T23:37:35.938Z,2025-06-15T23:39:05Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5771265261,56,Center,5771265269,213,5.35,5771265263,140,70.6,5771265267,212,20.5,5771265265,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667607,273,1,1,31,8,8cpjplodpphtkbt0hq8sr8mqs,1,31.9,47.5,2025-06-14T23:37:38.390Z,2025-06-14T23:37:40Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5771265411,3,,5771265415,140,61.4,5771265417,141,40.0,5771265413,56,Center,5771265419,212,31.4,5771265421,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667613,274,1,1,31,10,8cpjplodpphtkbt0hq8sr8mqs,1,61.4,39.8,2025-06-14T23:37:39.981Z,2025-06-15T23:39:17Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5771265495,212,17.8,5771265497,213,4.18,5771265489,56,Right,5771265487,3,,5771265493,141,17.3,5772975141,156,,5771265491,140,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667637,276,1,1,31,12,8cpjplodpphtkbt0hq8sr8mqs,0,54.3,20.3,2025-06-14T23:37:42.150Z,2025-06-15T00:06:25Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5771265611,141,89.1,5771265613,212,48.4,5771265609,140,66.2,5771265607,56,Left,5771265605,157,,5771265615,213,1.31,5771265617,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667695,291,61,1,31,20,224tl8u2smnbyliroayk69nt0,0,36.6,8.8,2025-06-14T23:37:50.608Z,2025-06-14T23:59:33Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5771265871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822667713,277,5,1,31,21,8cpjplodpphtkbt0hq8sr8mqs,1,61.8,101.4,2025-06-14T23:37:51.413Z,2025-06-15T00:09:04Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5771265951,233,292,5771265943,56,Left,5771265945,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
