id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId
2821743827,169,1,1,12,8,2iwybwokic7nmr1t33abdbjoq,1,75.3,22.8,2025-06-08T02:48:47.292Z,2025-06-08T02:48:50Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766103715,141,9.1,5766103711,56,Right,5766103717,212,17.6,5766103719,213,5.72,5766103713,140,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821743835,170,1,1,12,10,2iwybwokic7nmr1t33abdbjoq,0,89.5,9.1,2025-06-08T02:48:49.901Z,2025-06-08T02:48:50Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766103769,213,1.57,5766103765,141,18.0,5766103767,212,6.1,5766103761,56,Right,5766103759,155,,5766103763,140,89.5,5766103757,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821743837,83,61,1,12,12,cf5r1qpotp6n5i3vdchsp2en1,1,5.4,88.4,2025-06-08T02:48:51.081Z,2025-06-08T02:48:51Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766103773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821743843,84,6,1,12,12,cf5r1qpotp6n5i3vdchsp2en1,0,7.4,86.0,2025-06-08T02:48:51.828Z,2025-06-08T05:04:12Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766103851,73,,5766103881,233,171,5766103849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821743847,171,6,1,12,12,2iwybwokic7nmr1t33abdbjoq,1,92.6,14.0,2025-06-08T02:48:51.828Z,2025-06-08T05:04:12Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766103847,75,,5766103865,233,84,5766103845,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821743999,172,1,1,12,44,2iwybwokic7nmr1t33abdbjoq,0,99.5,0.5,2025-06-08T02:49:23.709Z,2025-06-08T02:49:28Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766104711,140,90.3,5766104717,213,1.80,5766104709,56,Center,5766104705,155,,5766104713,141,62.6,5766104715,212,43.3,5766104703,6,,5766104719,1,,5766104755,233,85,5766104701,2,5766104707,224,,,,,,,,,,,,,,,,,,,
2821744007,85,41,1,12,48,cf5r1qpotp6n5i3vdchsp2en1,1,3.7,47.9,2025-06-08T02:49:27.115Z,2025-06-08T03:40:23Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5766104751,212,17.6,5766104747,140,19.4,5766104749,141,56.9,5766104765,233,172,5766104753,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744797,111,12,1,12,48,cf5r1qpotp6n5i3vdchsp2en1,1,13.9,58.7,2025-06-08T02:49:27.869Z,2025-06-08T02:52:00Z,4eo92l592013pjmwitoxmuyvo,M. War,,,5766109061,213,5.32,5766109057,212,3.9,5766109051,140,16.0,5766109049,56,Back,5766109053,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744013,173,1,1,12,49,2iwybwokic7nmr1t33abdbjoq,1,77.8,31.6,2025-06-08T02:49:28.124Z,2025-06-08T02:49:31Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766104783,140,83.1,5766104781,56,Right,5766104787,212,15.6,5766104785,141,10.1,5766104789,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744023,174,1,1,12,51,2iwybwokic7nmr1t33abdbjoq,0,83.1,10.1,2025-06-08T02:49:30.869Z,2025-06-08T03:41:52Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766104843,213,1.04,5766104833,155,,5766104831,2,,5766104837,140,95.0,5766104835,56,Center,5766104839,141,41.5,5766104841,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744029,86,61,1,12,56,cf5r1qpotp6n5i3vdchsp2en1,1,4.4,49.9,2025-06-08T02:49:35.225Z,2025-06-08T03:41:25Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5766104871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744183,87,12,1,12,57,cf5r1qpotp6n5i3vdchsp2en1,1,3.8,52.2,2025-06-08T02:49:36.451Z,2025-06-08T02:50:01Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5766105761,56,Back,5766105767,212,36.4,5766105765,141,41.8,5766105769,213,6.09,5766105763,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744075,175,1,1,12,59,2iwybwokic7nmr1t33abdbjoq,1,66.4,62.1,2025-06-08T02:49:38.613Z,2025-06-08T02:49:46Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5766105151,140,79.2,5766105157,213,0.88,5766105155,212,21.2,5766105153,141,86.2,5766105149,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744099,176,1,1,13,6,2iwybwokic7nmr1t33abdbjoq,1,66.7,73.9,2025-06-08T02:49:45.814Z,2025-06-08T02:50:15Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5766105273,140,57.9,5766105281,1,,5766105279,213,4.43,5766105275,141,26.5,5766105277,212,33.5,5766105271,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744115,177,1,1,13,10,2iwybwokic7nmr1t33abdbjoq,1,57.9,26.5,2025-06-08T02:49:49.485Z,2025-06-08T02:49:51Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766105359,56,Center,5766105363,141,67.8,5766105365,212,28.3,5766105361,140,54.4,5766105367,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744137,178,2,1,13,12,2iwybwokic7nmr1t33abdbjoq,1,54.4,67.8,2025-06-08T02:49:51.501Z,2025-06-08T06:05:13Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5766105485,140,70.7,5766105487,141,63.6,5766105885,7,c0of0cn2tec0yn2vtwdqgxxpl,5766105887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744187,88,55,1,13,12,cf5r1qpotp6n5i3vdchsp2en1,1,23.0,37.7,2025-06-08T02:49:51.502Z,2025-06-08T04:51:52Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5766105811,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744139,179,43,1,13,16,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-06-08T02:49:55.298Z,2025-06-08T02:50:03Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5766105819,144,61,5766105497,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744259,89,1,1,13,32,cf5r1qpotp6n5i3vdchsp2en1,1,24.3,37.7,2025-06-08T02:50:11.146Z,2025-06-08T02:50:14Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5766106225,212,20.6,5766106221,140,21.9,5766106227,213,1.69,5766106217,241,,5766106215,5,,5766106219,56,Back,5766106223,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744281,90,1,1,13,35,cf5r1qpotp6n5i3vdchsp2en1,1,22.3,76.1,2025-06-08T02:50:14.649Z,2025-06-08T02:50:19Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5766106333,212,20.6,5766106329,140,36.3,5766106335,213,0.78,5766106327,56,Back,5766106331,141,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744291,91,1,1,13,39,cf5r1qpotp6n5i3vdchsp2en1,1,37.2,92.6,2025-06-08T02:50:18.946Z,2025-06-08T02:50:21Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766106403,141,93.0,5766106405,212,14.2,5766106399,56,Back,5766106401,140,23.7,5766106407,213,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744295,92,1,1,13,42,cf5r1qpotp6n5i3vdchsp2en1,1,28.3,89.3,2025-06-08T02:50:21.434Z,2025-06-08T02:50:22Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5766106451,213,5.37,5766106445,140,34.6,5766106447,141,76.6,5766106443,56,Back,5766106449,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744309,93,1,1,13,43,cf5r1qpotp6n5i3vdchsp2en1,1,34.6,76.6,2025-06-08T02:50:22.426Z,2025-06-08T02:50:26Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5766106517,141,93.6,5766106521,213,1.04,5766106515,140,41.1,5766106513,56,Back,5766106519,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744315,94,1,1,13,47,cf5r1qpotp6n5i3vdchsp2en1,1,40.7,92.9,2025-06-08T02:50:26.034Z,2025-06-08T02:50:30Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766106559,213,5.36,5766106551,56,Back,5766106557,212,13.1,5766106555,141,77.5,5766106553,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744327,95,1,1,13,50,cf5r1qpotp6n5i3vdchsp2en1,0,61.0,77.9,2025-06-08T02:50:29.794Z,2025-06-08T02:50:32Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766106613,140,75.5,5766106619,213,6.10,5766106617,212,15.5,5766106611,56,Center,5766106615,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744325,180,61,1,13,53,2iwybwokic7nmr1t33abdbjoq,1,28.7,27.4,2025-06-08T02:50:32.245Z,2025-06-08T02:50:32Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766106609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744399,182,1,1,13,58,2iwybwokic7nmr1t33abdbjoq,1,13.3,56.6,2025-06-08T02:50:37.551Z,2025-06-08T02:50:44Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5766107037,140,17.0,5766107035,56,Back,5766107039,141,32.2,5766107041,212,17.0,5766107043,213,4.94,5766107033,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744433,183,1,1,14,5,2iwybwokic7nmr1t33abdbjoq,1,27.4,36.0,2025-06-08T02:50:44.374Z,2025-06-08T02:50:51Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766107213,140,20.0,5766107219,213,1.98,5766107215,141,62.6,5766107217,212,19.7,5766107211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744455,184,1,1,14,12,2iwybwokic7nmr1t33abdbjoq,1,28.8,67.3,2025-06-08T02:50:51.719Z,2025-06-08T02:50:54Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5766107329,213,4.59,5766107321,56,Back,5766107327,212,18.3,5766107325,141,40.6,5766107323,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744493,185,1,1,14,15,2iwybwokic7nmr1t33abdbjoq,1,26.3,33.3,2025-06-08T02:50:54.358Z,2025-06-08T02:51:00Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766107517,212,23.2,5766107511,56,Back,5766107515,141,6.8,5766107513,140,40.2,5766107519,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744495,186,50,1,14,21,2iwybwokic7nmr1t33abdbjoq,1,40.6,8.5,2025-06-08T02:51:00.423Z,2025-06-08T04:53:26Z,dt8nthxqalx3bhz723zdty39w,C. Kowell,,,5766107525,286,,5766107561,233,96,5766107523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744499,96,7,1,14,21,cf5r1qpotp6n5i3vdchsp2en1,1,59.4,91.5,2025-06-08T02:51:00.424Z,2025-06-08T04:53:26Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766107527,56,Left,5766107529,285,,5766107545,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744503,97,3,1,14,22,cf5r1qpotp6n5i3vdchsp2en1,0,60.2,85.5,2025-06-08T02:51:01.916Z,2025-06-08T04:53:27Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766107537,286,,5766107747,233,187,5766107533,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744531,187,7,1,14,22,2iwybwokic7nmr1t33abdbjoq,1,39.8,14.5,2025-06-08T02:51:01.917Z,2025-06-08T04:53:27Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766107695,56,Back,5766107725,233,97,5766107699,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744535,188,50,1,14,22,2iwybwokic7nmr1t33abdbjoq,1,37.0,13.8,2025-06-08T02:51:02.023Z,2025-06-08T03:36:08Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766107707,56,Back,5766153459,233,304,5766153391,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821752639,304,7,1,14,23,cf5r1qpotp6n5i3vdchsp2en1,0,63.0,86.2,2025-06-08T02:51:02.024Z,2025-06-08T03:36:07Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5766153441,233,188,5766153433,285,,5766153431,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821752655,465,61,1,14,24,2iwybwokic7nmr1t33abdbjoq,1,39.7,12.2,2025-06-08T02:51:03.024Z,2025-06-08T03:36:11Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5766153539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744547,98,5,1,14,26,cf5r1qpotp6n5i3vdchsp2en1,1,66.8,101.4,2025-06-08T02:51:05.802Z,2025-06-08T02:51:13Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5766107787,56,Left,5766107789,347,,5766107791,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744545,189,5,1,14,29,2iwybwokic7nmr1t33abdbjoq,0,33.2,-1.4,2025-06-08T02:51:08.360Z,2025-06-08T02:51:12Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,,5766107781,347,,5766107779,56,Back,5766107797,233,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744567,99,1,1,14,30,cf5r1qpotp6n5i3vdchsp2en1,1,60.7,100.0,2025-06-08T02:51:09.339Z,2025-06-08T03:36:15Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766107873,212,12.5,5766107871,141,84.5,5766107867,56,Left,5766107875,213,4.27,5766107865,107,,5766107869,140,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744569,100,1,1,14,31,cf5r1qpotp6n5i3vdchsp2en1,1,55.6,84.5,2025-06-08T02:51:10.538Z,2025-06-08T02:51:14Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5766107893,212,9.4,5766107895,213,5.66,5766107889,140,62.9,5766107891,141,76.4,5766107887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744573,101,1,1,14,34,cf5r1qpotp6n5i3vdchsp2en1,1,62.9,76.4,2025-06-08T02:51:13.082Z,2025-06-08T02:51:14Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5766107905,140,58.9,5766107907,141,82.9,5766107909,212,6.1,5766107903,56,Left,5766107911,213,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744575,102,1,1,14,35,cf5r1qpotp6n5i3vdchsp2en1,1,58.9,82.9,2025-06-08T02:51:14.091Z,2025-06-08T02:51:15Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5766107923,56,Left,5766107929,212,7.8,5766107927,141,94.1,5766107925,140,60.4,5766107931,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744587,103,1,1,14,35,cf5r1qpotp6n5i3vdchsp2en1,1,60.4,94.1,2025-06-08T02:51:14.763Z,2025-06-08T02:51:17Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5766107983,140,55.7,5766107981,56,Center,5766107987,212,14.1,5766107985,141,74.7,5766107989,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744613,104,1,1,14,38,cf5r1qpotp6n5i3vdchsp2en1,1,53.2,65.5,2025-06-08T02:51:17.363Z,2025-06-08T02:51:23Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5766108095,141,31.6,5766108097,212,26.6,5766108091,56,Back,5766108099,213,4.19,5766108093,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744621,105,1,1,14,44,cf5r1qpotp6n5i3vdchsp2en1,1,44.0,24.3,2025-06-08T02:51:23.091Z,2025-06-08T02:51:24Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5766108143,141,8.2,5766108139,56,Back,5766108145,212,11.2,5766108141,140,46.4,5766108147,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744629,106,1,1,14,45,cf5r1qpotp6n5i3vdchsp2en1,0,46.0,6.1,2025-06-08T02:51:24.354Z,2025-06-08T02:51:26Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5766108179,141,4.0,5766108183,213,6.22,5766108175,56,Right,5766108177,140,66.0,5766108181,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744657,191,1,1,14,51,2iwybwokic7nmr1t33abdbjoq,1,67.1,85.9,2025-06-08T02:51:30.174Z,2025-06-08T02:51:31Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5766108309,212,23.1,5766108307,141,52.2,5766108305,140,69.6,5766108311,213,4.83,5766108303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744667,192,1,1,14,52,2iwybwokic7nmr1t33abdbjoq,1,69.6,52.2,2025-06-08T02:51:31.568Z,2025-06-08T02:51:35Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5766108375,140,64.3,5766108377,141,72.7,5766108379,212,15.0,5766108381,213,1.95,5766108373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744697,193,1,1,14,55,2iwybwokic7nmr1t33abdbjoq,1,62.3,70.5,2025-06-08T02:51:34.999Z,2025-06-08T02:51:40Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5766108527,141,18.3,5766108525,140,66.6,5766108531,213,4.84,5766108529,212,35.8,5766108523,56,Right,5766108533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744727,194,1,1,15,1,2iwybwokic7nmr1t33abdbjoq,0,66.6,18.3,2025-06-08T02:51:40.205Z,2025-06-08T02:51:44Z,dt8nthxqalx3bhz723zdty39w,C. Kowell,,,5766108689,213,0.91,5766108691,1,,5766108685,141,64.6,5766108681,56,Center,5766108687,212,39.9,5766108683,140,89.9,5766108679,155,,5766108677,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744735,107,12,1,15,5,cf5r1qpotp6n5i3vdchsp2en1,1,9.2,37.9,2025-06-08T02:51:44.253Z,2025-06-08T02:51:46Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5766108715,212,9.6,5766108709,56,Back,5766108717,213,5.19,5766108711,140,13.4,5766108713,141,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744751,109,1,1,15,7,cf5r1qpotp6n5i3vdchsp2en1,1,8.5,20.0,2025-06-08T02:51:46.696Z,2025-06-08T02:51:49Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5766108793,155,,5766108803,212,28.4,5766108801,141,5.2,5766108799,140,33.8,5766108805,213,5.92,5766108797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744753,110,61,1,15,9,cf5r1qpotp6n5i3vdchsp2en1,0,33.8,5.2,2025-06-08T02:51:48.948Z,2025-06-08T03:36:30Z,4eo92l592013pjmwitoxmuyvo,M. War,,,5766108809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744777,196,1,1,15,11,2iwybwokic7nmr1t33abdbjoq,1,65.4,77.8,2025-06-08T02:51:50.854Z,2025-06-08T02:51:57Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5766108953,140,51.1,5766108951,56,Center,5766108957,212,20.3,5766108955,141,57.8,5766108959,213,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744779,197,1,1,15,17,2iwybwokic7nmr1t33abdbjoq,1,45.7,52.5,2025-06-08T02:51:56.856Z,2025-06-08T02:51:58Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766108965,140,62.4,5766108971,213,5.99,5766108967,141,44.6,5766108969,212,18.3,5766108963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744785,198,1,1,15,19,2iwybwokic7nmr1t33abdbjoq,1,62.4,44.6,2025-06-08T02:51:58.629Z,2025-06-08T02:52:00Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766109011,141,47.9,5766109015,213,3.02,5766109009,140,45.0,5766109007,56,Back,5766109013,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744807,199,1,1,15,20,2iwybwokic7nmr1t33abdbjoq,1,45.0,47.9,2025-06-08T02:51:59.926Z,2025-06-08T02:52:02Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5766109129,56,Center,5766109133,141,30.9,5766109135,212,18.8,5766109137,213,5.62,5766109131,140,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744811,200,1,1,15,23,2iwybwokic7nmr1t33abdbjoq,1,59.0,30.9,2025-06-08T02:52:02.599Z,2025-06-08T02:52:04Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766109161,141,23.0,5766109165,213,5.66,5766109163,212,9.2,5766109159,140,66.1,5766109157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744815,201,1,1,15,24,2iwybwokic7nmr1t33abdbjoq,1,66.1,23.0,2025-06-08T02:52:03.926Z,2025-06-08T02:52:05Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5766109185,141,29.2,5766109181,56,Back,5766109187,212,18.2,5766109189,213,2.91,5766109183,140,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744823,202,1,1,15,26,2iwybwokic7nmr1t33abdbjoq,1,49.2,29.2,2025-06-08T02:52:05.230Z,2025-06-08T02:52:06Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766109217,56,Center,5766109223,212,16.8,5766109219,140,60.7,5766109221,141,46.4,5766109225,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744831,203,1,1,15,27,2iwybwokic7nmr1t33abdbjoq,1,60.7,46.4,2025-06-08T02:52:06.230Z,2025-06-08T02:52:09Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5766109263,56,Back,5766109269,212,20.4,5766109267,141,31.6,5766109271,213,3.66,5766109265,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744849,204,2,1,15,29,2iwybwokic7nmr1t33abdbjoq,1,42.2,32.4,2025-06-08T02:52:08.983Z,2025-06-08T02:52:14Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5766109369,140,87.2,5766109373,7,c0of0cn2tec0yn2vtwdqgxxpl,5766109375,1,,5766109371,141,65.8,5766109377,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744851,112,55,1,15,29,cf5r1qpotp6n5i3vdchsp2en1,1,22.0,33.9,2025-06-08T02:52:08.984Z,2025-06-08T04:51:53Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5766109379,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744987,113,1,1,16,9,cf5r1qpotp6n5i3vdchsp2en1,1,20.0,41.2,2025-06-08T02:52:48.621Z,2025-06-08T02:52:52Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5766110033,140,59.3,5766110035,141,96.5,5766110027,155,,5766110025,5,,5766110037,212,55.8,5766110031,56,Left,5766110041,1,,5766110029,241,,5766110039,213,0.74,,,,,,,,,,,,,,,,,,,,,,,
2821744989,114,1,1,16,13,cf5r1qpotp6n5i3vdchsp2en1,0,59.3,96.5,2025-06-08T02:52:52.035Z,2025-06-08T02:52:54Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5766110053,213,3.46,5766110079,236,,5766110049,141,95.0,5766110085,286,,5766110047,140,56.4,5766110081,233,205,5766110045,56,Left,5766110051,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2821744995,205,74,1,16,13,2iwybwokic7nmr1t33abdbjoq,1,42.8,8.5,2025-06-08T02:52:52.036Z,2025-06-08T04:51:55Z,dt8nthxqalx3bhz723zdty39w,C. Kowell,,,5766110087,233,114,5766110071,56,Back,5766110073,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821745003,206,5,1,16,14,2iwybwokic7nmr1t33abdbjoq,0,42.8,-2.0,2025-06-08T02:52:53.248Z,2025-06-08T05:45:40Z,dt8nthxqalx3bhz723zdty39w,C. Kowell,,,5766110119,347,,5766110141,233,115,5766110117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821745001,115,5,1,16,14,cf5r1qpotp6n5i3vdchsp2en1,1,57.2,102.0,2025-06-08T02:52:53.284Z,2025-06-08T04:59:48Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5766110111,56,Left,5766110125,233,206,5766110113,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
