id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2813091969,156,1,1,26,10,b1rpb2ox52uxcmjrsnqd95pk5,0,34.1,51.6,2025-05-10T23:32:35.541Z,2025-05-10T23:36:55Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,5718031781,213,6.19,5718031771,3,,5718031775,140,51.7,5718031779,212,18.6,5718031777,141,49.0,5718031773,56,Center,5718039039,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813091981,207,44,1,26,14,2n3wgr89m7jl8tmioemit2pgq,1,62.2,46.4,2025-05-10T23:32:40.213Z,2025-05-11T00:13:39Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,5718031827,56,Center,5718031829,286,,5718031879,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813091973,157,44,1,26,14,b1rpb2ox52uxcmjrsnqd95pk5,0,37.8,53.6,2025-05-10T23:32:40.214Z,2025-05-11T00:13:39Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,5718031861,285,,5718031857,233,207,5718031785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094007,235,1,1,26,15,2n3wgr89m7jl8tmioemit2pgq,0,45.0,46.1,2025-05-10T23:32:40.420Z,2025-05-10T23:39:03Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,5718043327,140,37.6,5718043323,3,,5718043333,212,8.1,5718043335,213,2.84,5718043325,56,Back,5718043329,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813091991,158,1,1,26,15,b1rpb2ox52uxcmjrsnqd95pk5,0,50.7,49.4,2025-05-10T23:32:40.693Z,2025-05-10T23:39:57Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,5718031895,3,,5718031901,141,53.4,5718031905,213,0.20,5718031899,140,63.2,5718051791,168,,5718031903,212,13.4,5718031897,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092051,208,4,1,26,17,2n3wgr89m7jl8tmioemit2pgq,1,36.9,48.0,2025-05-10T23:32:42.367Z,2025-05-11T00:13:16Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,5718032301,56,Back,5718032305,265,,5718032299,13,,5718052741,233,159,5718032307,286,,5718032303,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813091999,159,4,1,26,17,b1rpb2ox52uxcmjrsnqd95pk5,0,63.1,52.0,2025-05-10T23:32:42.368Z,2025-05-11T00:13:17Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,5718031959,13,,5718052749,233,208,5718031967,285,,5718031963,152,,5718031965,265,,5718031961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092217,209,1,1,26,39,2n3wgr89m7jl8tmioemit2pgq,1,34.5,52.7,2025-05-10T23:33:04.847Z,2025-05-10T23:33:08Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,5718033263,152,,5718033267,140,40.0,5718033273,213,4.94,5718033271,212,25.9,5718033269,141,15.5,5718033265,56,Back,5718033261,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092235,210,1,1,26,43,2n3wgr89m7jl8tmioemit2pgq,0,55.7,19.8,2025-05-10T23:33:08.567Z,2025-05-10T23:33:10Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,5718033383,140,76.5,5718033387,212,21.9,5718033389,213,6.24,5718033381,56,Right,5718033385,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092245,160,8,1,26,46,b1rpb2ox52uxcmjrsnqd95pk5,1,20.1,89.7,2025-05-10T23:33:12.206Z,2025-05-10T23:39:35Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5718033447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092283,211,1,1,26,49,2n3wgr89m7jl8tmioemit2pgq,0,74.7,21.3,2025-05-10T23:33:14.239Z,2025-05-10T23:33:17Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,5718033773,236,,5718033641,213,6.10,5718033637,141,19.2,5718033633,56,Right,5718033635,140,82.0,5718033639,212,7.8,5718033779,286,,5718033775,233,161,,,,,,,,,,,,,,,,,,,,,,,,
2813092301,161,74,1,26,49,b1rpb2ox52uxcmjrsnqd95pk5,1,17.4,80.5,2025-05-10T23:33:14.240Z,2025-05-11T00:13:30Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5718033757,56,Back,5718033809,233,211,5718033759,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092329,163,1,1,26,53,b1rpb2ox52uxcmjrsnqd95pk5,1,20.1,80.9,2025-05-10T23:33:18.909Z,2025-05-10T23:39:53Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5718033929,141,86.9,5718033925,56,Back,5718033933,213,0.25,5718033931,212,16.4,5718033927,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092347,164,1,1,26,54,b1rpb2ox52uxcmjrsnqd95pk5,0,37.5,88.3,2025-05-10T23:33:19.829Z,2025-05-10T23:39:51Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,5718034023,156,,5718034007,56,Back,5718034015,213,3.89,5718034011,141,77.6,5718034013,212,10.7,5718034009,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092351,212,61,1,26,56,2n3wgr89m7jl8tmioemit2pgq,1,80.2,23.6,2025-05-10T23:33:21.271Z,2025-05-10T23:33:21Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,5718034039,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092389,214,1,1,26,57,2n3wgr89m7jl8tmioemit2pgq,1,73.8,26.8,2025-05-10T23:33:22.662Z,2025-05-10T23:33:25Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,5718034213,56,Center,5718034217,140,62.6,5718034225,213,2.87,5718034221,141,31.6,5718034223,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092417,215,1,1,26,59,2n3wgr89m7jl8tmioemit2pgq,1,43.1,33.9,2025-05-10T23:33:24.942Z,2025-05-10T23:33:29Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,5718034381,155,,5718034385,140,83.5,5718034389,212,49.6,5718034391,213,0.54,5718034393,1,,5718034383,56,Center,5718034387,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092425,216,3,1,27,4,2n3wgr89m7jl8tmioemit2pgq,0,85.8,61.3,2025-05-10T23:33:29.302Z,2025-05-11T00:13:25Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,5718034427,286,,5718034423,56,Center,5718034693,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092467,165,7,1,27,4,b1rpb2ox52uxcmjrsnqd95pk5,1,14.2,38.7,2025-05-10T23:33:29.303Z,2025-05-11T00:13:24Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5718034643,285,,5718034661,233,216,5718034641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092721,168,1,1,27,31,b1rpb2ox52uxcmjrsnqd95pk5,0,21.8,40.1,2025-05-10T23:33:56.373Z,2025-05-10T23:33:59Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,5718035995,56,Center,5718035991,157,,5718035999,141,29.2,5718036003,213,6.15,5718036005,1,,5718036001,212,56.1,5718035997,140,74.8,5718035993,198,,,,,,,,,,,,,,,,,,,,,,,,,
2813092737,217,12,1,27,35,2n3wgr89m7jl8tmioemit2pgq,1,36.9,71.1,2025-05-10T23:34:00.350Z,2025-05-10T23:34:02Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,5718036165,167,,5718036087,212,21.3,5718036083,140,33.6,5718036115,15,,5718036085,141,100.0,5718036081,56,Back,5718036089,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092831,169,5,1,27,36,b1rpb2ox52uxcmjrsnqd95pk5,1,70.4,-1.8,2025-05-10T23:34:01.540Z,2025-05-11T00:12:53Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,5718036595,56,Right,5718036625,233,218,5718036597,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092745,218,5,1,27,36,2n3wgr89m7jl8tmioemit2pgq,0,29.6,101.8,2025-05-10T23:34:01.540Z,2025-05-11T00:12:54Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,5718036639,233,169,5718036145,56,Back,5718036147,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092843,170,1,1,27,42,b1rpb2ox52uxcmjrsnqd95pk5,1,77.2,0.0,2025-05-10T23:34:07.676Z,2025-05-10T23:34:09Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,5718036675,213,1.83,5718036671,141,20.4,5718036669,140,73.5,5718036665,107,,5718036667,56,Right,5718036673,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092851,171,1,1,27,44,b1rpb2ox52uxcmjrsnqd95pk5,0,72.6,23.1,2025-05-10T23:34:09.388Z,2025-05-10T23:34:10Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,5718036731,141,8.2,5718036735,212,10.2,5718036729,140,73.6,5718036725,56,Right,5718036737,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092867,219,8,1,27,46,2n3wgr89m7jl8tmioemit2pgq,1,24.1,80.3,2025-05-10T23:34:11.719Z,2025-05-10T23:34:11Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,5718036819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092893,220,43,1,27,48,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-10T23:34:13.678Z,2025-05-10T23:34:17Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,5718036915,56,Back,5718036919,285,0,5718037197,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092903,221,43,1,27,48,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-05-10T23:34:13.690Z,2025-05-10T23:39:50Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,5718036967,56,Back,5718054731,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093013,172,5,1,27,49,b1rpb2ox52uxcmjrsnqd95pk5,1,68.2,-1.6,2025-05-10T23:34:14.388Z,2025-05-11T00:12:54Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,5718037603,347,,5718037673,233,222,5718037599,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813092937,222,5,1,27,49,2n3wgr89m7jl8tmioemit2pgq,0,31.8,101.6,2025-05-10T23:34:14.388Z,2025-05-11T00:12:54Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,5718037695,233,172,5718037103,56,Back,5718037105,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093035,173,1,1,27,58,b1rpb2ox52uxcmjrsnqd95pk5,0,71.1,0.0,2025-05-10T23:34:24.013Z,2025-05-10T23:34:26Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,5718037735,141,30.1,5718037731,56,Center,5718037739,213,1.86,5718037737,212,22.7,5718037733,140,65.0,5718037741,1,,5718037729,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093043,223,8,1,28,1,2n3wgr89m7jl8tmioemit2pgq,1,39.5,75.4,2025-05-10T23:34:26.437Z,2025-05-10T23:34:26Z,4iepghv4p490fxo5s429qeicq,J. Panayotou,,5718037787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093061,224,1,1,28,2,2n3wgr89m7jl8tmioemit2pgq,1,35.6,85.4,2025-05-10T23:34:27.757Z,2025-05-10T23:34:29Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,5718037871,141,79.6,5718037875,213,5.30,5718037869,140,38.1,5718037867,56,Back,5718037873,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093075,226,3,1,28,4,2n3wgr89m7jl8tmioemit2pgq,0,35.8,80.0,2025-05-10T23:34:29.283Z,2025-05-10T23:34:34Z,4iepghv4p490fxo5s429qeicq,J. Panayotou,,5718037927,286,,5718037925,56,Back,5718037989,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093079,174,7,1,28,4,b1rpb2ox52uxcmjrsnqd95pk5,1,64.2,20.0,2025-05-10T23:34:29.284Z,2025-05-10T23:34:33Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,5718037945,56,Right,5718037965,233,226,5718037969,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093107,176,1,1,28,6,b1rpb2ox52uxcmjrsnqd95pk5,1,70.5,21.3,2025-05-10T23:34:31.405Z,2025-05-10T23:34:35Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,5718038103,140,82.0,5718038107,212,14.0,5718038105,141,11.0,5718038101,56,Right,5718038109,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093109,177,1,1,28,9,b1rpb2ox52uxcmjrsnqd95pk5,1,83.4,10.6,2025-05-10T23:34:34.821Z,2025-05-10T23:34:38Z,cujkrjaqaizwr771ist04uaj9,S. Guenzatti,,5718038119,56,Center,5718038115,2,,5718038123,141,54.6,5718038127,213,1.39,5718038121,140,88.6,5718038125,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093129,227,4,1,28,12,2n3wgr89m7jl8tmioemit2pgq,1,11.8,46.2,2025-05-10T23:34:38.091Z,2025-05-10T23:34:43Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,5718038317,233,178,5718038293,56,Back,5718038297,265,,5718038295,152,,5718038291,13,,5718038299,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093127,178,4,1,28,12,b1rpb2ox52uxcmjrsnqd95pk5,0,88.2,53.8,2025-05-10T23:34:38.092Z,2025-05-10T23:34:42Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5718038237,13,,5718038369,233,227,5718038245,286,,5718038241,152,,5718038243,265,,5718038239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093495,228,1,1,28,55,2n3wgr89m7jl8tmioemit2pgq,1,13.5,43.7,2025-05-10T23:35:20.798Z,2025-05-10T23:35:21Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,5718040397,56,Back,5718040393,5,,5718040403,212,11.7,5718040405,213,5.54,5718040401,141,32.1,5718040395,152,,5718040399,140,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093563,229,1,1,28,56,2n3wgr89m7jl8tmioemit2pgq,1,21.7,32.1,2025-05-10T23:35:21.597Z,2025-05-10T23:35:27Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,5718040767,141,53.7,5718040763,56,Back,5718040771,213,2.32,5718040765,140,8.7,5718040769,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093597,230,1,1,29,2,2n3wgr89m7jl8tmioemit2pgq,0,14.9,54.9,2025-05-10T23:35:27.669Z,2025-05-10T23:35:32Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,5718040975,1,,5718040971,212,55.1,5718040969,141,59.1,5718040965,56,Center,5718040967,140,67.3,5718040963,155,,5718040973,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093609,179,44,1,29,6,b1rpb2ox52uxcmjrsnqd95pk5,1,32.7,42.7,2025-05-10T23:35:31.700Z,2025-05-11T00:13:39Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5718041063,233,231,5718041031,56,Back,5718041033,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093605,231,44,1,29,6,2n3wgr89m7jl8tmioemit2pgq,0,67.3,57.3,2025-05-10T23:35:31.701Z,2025-05-11T00:13:40Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,5718041007,286,,5718041005,56,Center,5718041079,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093631,180,1,1,29,6,b1rpb2ox52uxcmjrsnqd95pk5,0,32.5,45.8,2025-05-10T23:35:31.797Z,2025-05-11T00:09:40Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5718041121,141,43.1,5718041125,213,6.17,5718041117,56,Back,5718041115,3,,5718041119,140,48.5,5718041123,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093623,232,61,1,29,8,2n3wgr89m7jl8tmioemit2pgq,0,43.0,62.0,2025-05-10T23:35:33.805Z,2025-05-10T23:35:34Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,5718041077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093647,181,61,1,29,11,b1rpb2ox52uxcmjrsnqd95pk5,1,55.4,28.8,2025-05-10T23:35:36.614Z,2025-05-10T23:35:36Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,5718041193,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093693,183,1,1,29,13,b1rpb2ox52uxcmjrsnqd95pk5,1,55.2,28.0,2025-05-10T23:35:38.316Z,2025-05-10T23:35:42Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,5718041447,140,84.8,5718041453,213,5.84,5718041451,212,34.4,5718041455,1,,5718041449,141,6.2,5718041445,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093741,184,1,1,29,17,b1rpb2ox52uxcmjrsnqd95pk5,1,91.4,4.4,2025-05-10T23:35:42.269Z,2025-05-10T23:35:49Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,5718041703,155,,5718041707,140,85.9,5718041711,212,60.5,5718041715,1,,5718041719,345,,5718041713,213,1.67,5718041709,141,93.0,5718041701,2,,5718041705,56,Left,,,,,,,,,,,,,,,,,,,,,
2813093789,185,3,1,29,26,b1rpb2ox52uxcmjrsnqd95pk5,0,72.6,97.0,2025-05-10T23:35:52.149Z,2025-05-10T23:35:58Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5718041955,286,,5718041953,56,Left,5718042017,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093795,233,7,1,29,26,2n3wgr89m7jl8tmioemit2pgq,1,27.4,3.0,2025-05-10T23:35:52.150Z,2025-05-10T23:35:57Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,5718041997,233,185,5718041981,56,Back,5718041985,285,,5718041977,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093909,186,5,1,29,28,b1rpb2ox52uxcmjrsnqd95pk5,1,73.8,101.6,2025-05-10T23:35:53.333Z,2025-05-11T00:12:55Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5718042683,56,Left,5718042717,233,234,5718042685,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093835,234,5,1,29,28,2n3wgr89m7jl8tmioemit2pgq,0,26.2,-1.6,2025-05-10T23:35:53.333Z,2025-05-11T00:12:55Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,5718042181,56,Back,5718042735,233,186,5718042183,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093943,187,1,1,29,43,b1rpb2ox52uxcmjrsnqd95pk5,1,74.7,100.0,2025-05-10T23:36:08.452Z,2025-05-10T23:36:13Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5718042877,140,67.5,5718042873,107,,5718042883,213,4.19,5718042881,212,15.1,5718042879,141,82.1,5718042875,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093949,188,1,1,29,48,b1rpb2ox52uxcmjrsnqd95pk5,1,61.4,86.9,2025-05-10T23:36:13.300Z,2025-05-10T23:36:14Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,5718042927,213,2.44,5718042923,141,94.8,5718042921,140,55.3,5718042925,212,8.4,5718042919,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093977,189,1,1,29,49,b1rpb2ox52uxcmjrsnqd95pk5,1,55.3,94.8,2025-05-10T23:36:14.516Z,2025-05-10T23:36:18Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5718043115,213,3.47,5718043111,141,86.9,5718043107,56,Back,5718043109,140,40.4,5718043113,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813093999,190,1,1,29,53,b1rpb2ox52uxcmjrsnqd95pk5,1,41.0,81.2,2025-05-10T23:36:18.244Z,2025-05-10T23:36:21Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,5718043277,212,10.5,5718043273,140,44.6,5718043275,141,95.6,5718043271,56,Back,5718043279,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094043,191,1,1,29,56,b1rpb2ox52uxcmjrsnqd95pk5,1,44.1,94.5,2025-05-10T23:36:21.316Z,2025-05-10T23:36:26Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5718043545,212,14.0,5718043541,140,57.4,5718043539,56,Left,5718043547,213,6.22,5718043543,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094063,192,1,1,30,0,b1rpb2ox52uxcmjrsnqd95pk5,1,57.6,89.1,2025-05-10T23:36:26.020Z,2025-05-10T23:36:28Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5718043661,212,10.2,5718043657,140,56.5,5718043659,141,74.2,5718043655,56,Center,5718043663,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094083,193,1,1,30,3,b1rpb2ox52uxcmjrsnqd95pk5,1,57.7,72.3,2025-05-10T23:36:28.588Z,2025-05-10T23:36:43Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,1.0,5718044425,210,13,5718043783,141,53.3,5718043787,213,5.34,5718043779,56,Center,5718043785,212,15.9,5718043781,140,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094131,194,3,1,30,5,b1rpb2ox52uxcmjrsnqd95pk5,1,65.0,52.2,2025-05-10T23:36:30.988Z,2025-05-11T00:13:32Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,5718044101,233,236,5718044049,56,Center,5718044051,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094095,236,45,1,30,5,2n3wgr89m7jl8tmioemit2pgq,0,35.0,47.8,2025-05-10T23:36:30.988Z,2025-05-11T00:13:33Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,5718044111,233,194,5718043865,56,Back,5718043867,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094135,195,13,1,30,9,b1rpb2ox52uxcmjrsnqd95pk5,1,70.0,45.6,2025-05-10T23:36:34.668Z,2025-05-11T01:42:53Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,5718044065,18,,5718044245,20,,5718044459,231,50.9,5718044451,102,41.8,5718044455,215,,5718044447,55,193,5718044443,84,,5718044445,29,,5718554863,391,,5718044453,103,12.5,5718044457,230,98.2,5718044067,56,Center,5718044063,22,,,,,,,,,,
2813094149,196,5,1,30,11,b1rpb2ox52uxcmjrsnqd95pk5,0,100.7,35.6,2025-05-10T23:36:37.221Z,2025-05-11T00:12:56Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,5718044717,233,237,5718044167,56,Center,5718044169,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094217,237,5,1,30,11,2n3wgr89m7jl8tmioemit2pgq,1,-0.7,64.4,2025-05-10T23:36:37.221Z,2025-05-11T00:12:56Z,lu2g4n0jcfxk41i8ro05ad5g,A. Obalola,,5718044619,56,Back,5718044689,233,196,5718044621,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094311,238,1,1,30,32,2n3wgr89m7jl8tmioemit2pgq,1,4.4,49.0,2025-05-10T23:36:57.740Z,2025-05-10T23:37:00Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,5718045233,237,,5718045213,140,12.2,5718045229,213,5.28,5718045209,56,Back,5718045223,212,15.1,5718045207,124,,5718045219,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094333,239,1,1,30,34,2n3wgr89m7jl8tmioemit2pgq,1,14.2,29.4,2025-05-10T23:36:59.787Z,2025-05-10T23:37:02Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,5718045365,212,13.3,5718045361,140,22.6,5718045363,141,14.7,5718045367,213,5.44,5718045359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094371,240,1,1,30,37,2n3wgr89m7jl8tmioemit2pgq,0,22.6,14.7,2025-05-10T23:37:02.403Z,2025-05-10T23:37:06Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,5718045559,141,9.8,5718045555,56,Back,5718045563,213,6.16,5718045561,212,27.1,5718045553,155,,5718045557,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813095333,256,61,1,30,41,2n3wgr89m7jl8tmioemit2pgq,0,43.9,11.1,2025-05-10T23:37:06.706Z,2025-05-10T23:38:39Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,5718050869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813094407,197,44,1,30,42,b1rpb2ox52uxcmjrsnqd95pk5,1,51.8,91.0,2025-05-10T23:37:07.946Z,2025-05-11T00:13:41Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,5718045753,56,Left,5718045795,233,241,5718045755,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
