id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2800324301,155,1,1,17,12,aj8ytsr2ap33tod0hd8ofzaw9,0,31.6,100.0,2025-04-13T00:23:59.204Z,2025-04-13T00:24:02Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5647572823,140,74.6,5647572819,107,,5647572827,212,45.4,5647572829,213,6.17,5647572831,1,,5647572821,56,Left,5647572825,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324355,158,43,1,17,18,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-04-13T00:24:05.265Z,2025-04-16T06:19:14Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5655979277,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324367,159,1,1,17,18,b5l2e3csycjb8twvq9ek0j5gq,1,38.8,22.1,2025-04-13T00:24:05.304Z,2025-04-13T00:24:07Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5647573167,140,33.4,5647573171,212,6.3,5647573173,213,2.69,5647573169,141,26.1,5647573165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324373,160,1,1,17,20,b5l2e3csycjb8twvq9ek0j5gq,1,33.4,26.1,2025-04-13T00:24:07.024Z,2025-04-13T00:24:08Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5647573205,140,9.4,5647573207,141,52.4,5647573203,56,Back,5647573211,213,2.52,5647573209,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324391,161,1,1,17,21,b5l2e3csycjb8twvq9ek0j5gq,0,9.4,52.4,2025-04-13T00:24:07.992Z,2025-04-13T00:24:10Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5647573297,141,54.9,5647573303,1,,5647573293,56,Back,5647573291,157,,5647573295,140,36.0,5647573299,212,28.0,5647573301,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324411,156,44,1,17,22,aj8ytsr2ap33tod0hd8ofzaw9,1,59.4,51.8,2025-04-13T00:24:09.447Z,2025-04-13T00:24:15Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5647573419,233,162,5647573405,56,Center,5647573407,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324397,162,44,1,17,22,b5l2e3csycjb8twvq9ek0j5gq,0,40.6,48.2,2025-04-13T00:24:09.448Z,2025-04-13T00:24:16Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5647573323,56,Back,5647573453,233,156,5647573325,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324483,157,1,1,17,22,aj8ytsr2ap33tod0hd8ofzaw9,0,52.8,61.7,2025-04-13T00:24:09.724Z,2025-04-13T02:48:16Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5647573825,212,8.0,5647573817,3,,5647573821,140,60.3,5647573819,56,Center,5647573823,141,63.6,5647573827,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324487,158,43,1,17,25,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-13T00:24:12.052Z,2025-04-16T06:19:57Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5647573853,285,0,5655979449,144,45,5647573851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324435,163,43,1,17,25,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-04-13T00:24:12.052Z,2025-04-16T06:19:56Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5647573869,286,0,5647573865,233,158,5655979445,144,3,5655979381,464,0,5647573557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324447,164,1,1,17,26,b5l2e3csycjb8twvq9ek0j5gq,0,33.3,46.0,2025-04-13T00:24:13.099Z,2025-04-13T00:24:13Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5647573607,212,21.4,5647573603,140,53.4,5647573599,157,,5647573601,56,Center,5647573611,1,,5647573609,213,0.18,5647573605,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324497,159,44,1,17,27,aj8ytsr2ap33tod0hd8ofzaw9,1,46.8,51.3,2025-04-13T00:24:14.815Z,2025-04-13T04:05:43Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5647573895,285,,5647573983,233,165,5647573893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324469,165,44,1,17,27,b5l2e3csycjb8twvq9ek0j5gq,0,53.2,48.7,2025-04-13T00:24:14.816Z,2025-04-13T04:05:44Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5647573741,286,,5647573739,56,Center,5647573991,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324507,160,1,1,17,28,aj8ytsr2ap33tod0hd8ofzaw9,0,47.1,55.8,2025-04-13T00:24:15.479Z,2025-04-13T00:24:17Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5647573943,3,,5647573947,140,63.3,5647573953,213,0.16,5647573945,56,Center,5647573949,141,59.9,5647573951,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324523,166,1,1,17,28,b5l2e3csycjb8twvq9ek0j5gq,1,41.0,41.7,2025-04-13T00:24:15.689Z,2025-04-16T06:20:09Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5647574037,140,40.5,5647574043,213,4.64,5647574041,212,7.1,5647574035,56,Back,5647574039,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324541,167,1,1,17,31,b5l2e3csycjb8twvq9ek0j5gq,1,41.9,21.3,2025-04-13T00:24:18.793Z,2025-04-16T06:20:15Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5647574125,213,4.95,5647574117,56,Back,5647574121,141,10.3,5647574123,212,7.7,5647574119,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324583,168,1,1,17,33,b5l2e3csycjb8twvq9ek0j5gq,1,45.4,13.3,2025-04-13T00:24:20.544Z,2025-04-16T06:20:20Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5647574363,212,16.6,5647574357,56,Back,5647574359,140,33.9,5647574365,213,2.38,5647574361,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324643,169,1,1,17,37,b5l2e3csycjb8twvq9ek0j5gq,1,40.7,27.6,2025-04-13T00:24:24.457Z,2025-04-13T00:24:28Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5647574685,213,1.98,5647574677,56,Back,5647574681,141,55.7,5647574679,140,32.8,5647574683,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324679,170,1,1,17,41,b5l2e3csycjb8twvq9ek0j5gq,0,32.1,65.8,2025-04-13T00:24:28.362Z,2025-04-13T00:24:30Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5647574829,157,,5647574839,213,6.18,5647574831,56,Center,5647574833,140,90.2,5647574837,212,61.3,5647574835,141,56.3,5647574841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324723,161,52,1,17,46,aj8ytsr2ap33tod0hd8ofzaw9,1,5.0,48.5,2025-04-13T00:24:32.964Z,2025-04-16T06:20:31Z,4r4a2d3piuh8wusw8ftrsh016,B. Dowd,,,5655979593,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324797,162,1,1,17,49,aj8ytsr2ap33tod0hd8ofzaw9,1,9.2,48.5,2025-04-13T00:24:36.309Z,2025-04-13T00:24:39Z,4r4a2d3piuh8wusw8ftrsh016,B. Dowd,,,5647575393,212,30.1,5647575387,56,Back,5647575391,141,12.8,5647575389,140,26.2,5647575395,213,5.35,5647575385,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324823,163,1,1,17,52,aj8ytsr2ap33tod0hd8ofzaw9,1,26.2,12.8,2025-04-13T00:24:39.621Z,2025-04-13T00:24:42Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5647575515,212,8.0,5647575517,213,1.00,5647575513,141,22.7,5647575511,140,30.3,5647575509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324865,171,83,1,17,55,b5l2e3csycjb8twvq9ek0j5gq,0,76.1,75.3,2025-04-13T00:24:42.425Z,2025-04-16T09:30:41Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5647575967,399,1e1wh213cg8q6lsqa3kvbjdka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324861,164,1,1,17,55,aj8ytsr2ap33tod0hd8ofzaw9,1,28.9,21.2,2025-04-13T00:24:42.773Z,2025-04-13T00:24:44Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5647575681,212,5.6,5647575677,140,23.6,5647575683,213,3.00,5647575679,141,22.4,5647575675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324901,165,1,1,17,57,aj8ytsr2ap33tod0hd8ofzaw9,1,23.6,22.4,2025-04-13T00:24:44.317Z,2025-04-13T00:24:48Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5647575881,140,32.6,5647575887,213,0.69,5647575883,141,33.9,5647575879,56,Back,5647575885,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324911,166,1,1,18,1,aj8ytsr2ap33tod0hd8ofzaw9,1,32.1,38.2,2025-04-13T00:24:48.598Z,2025-04-13T00:24:54Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5647575949,212,46.8,5647576289,1,,5647575951,213,0.84,5647575943,56,Left,5647575947,141,89.7,5647575945,140,61.7,5647575939,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324981,167,50,1,18,6,aj8ytsr2ap33tod0hd8ofzaw9,1,59.2,86.5,2025-04-13T00:24:53.407Z,2025-04-13T02:48:48Z,dg0vj3tk1fqeyuocfy4rmyoh6,P. Seagrist,,,5647576361,233,172,5647576321,56,Left,5647576323,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800324973,172,7,1,18,6,b5l2e3csycjb8twvq9ek0j5gq,0,40.8,13.5,2025-04-13T00:24:53.408Z,2025-04-16T06:20:54Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5647576275,285,,5647576329,233,167,5647576273,56,Back,5655979677,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325015,173,83,1,18,7,b5l2e3csycjb8twvq9ek0j5gq,0,44.9,18.9,2025-04-13T00:24:54.849Z,2025-04-13T00:24:59Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5647576817,399,dg0vj3tk1fqeyuocfy4rmyoh6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325037,168,1,1,18,8,aj8ytsr2ap33tod0hd8ofzaw9,1,61.7,89.7,2025-04-13T00:24:55.286Z,2025-04-13T00:24:57Z,dg0vj3tk1fqeyuocfy4rmyoh6,P. Seagrist,,,5647576617,56,Back,5647576621,140,46.7,5647576629,213,3.24,5647576627,212,15.8,5647576623,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325051,169,1,1,18,10,aj8ytsr2ap33tod0hd8ofzaw9,1,46.7,87.5,2025-04-13T00:24:56.989Z,2025-04-13T00:24:58Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5647576703,213,5.61,5647576699,141,79.3,5647576695,56,Left,5647576697,140,53.4,5647576701,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325069,170,1,1,18,11,aj8ytsr2ap33tod0hd8ofzaw9,1,53.4,79.3,2025-04-13T00:24:58.485Z,2025-04-13T00:24:59Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5647576775,56,Center,5647576783,213,5.81,5647576779,141,73.5,5647576777,140,60.7,5647576781,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325119,171,1,1,18,14,aj8ytsr2ap33tod0hd8ofzaw9,0,60.7,73.5,2025-04-13T00:25:01.325Z,2025-04-13T00:25:03Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5647577043,213,5.97,5647577033,155,,5647577037,140,86.2,5647577039,141,60.8,5647577035,56,Center,5647577041,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325195,175,1,1,18,19,b5l2e3csycjb8twvq9ek0j5gq,1,18.8,39.1,2025-04-13T00:25:06.593Z,2025-04-13T00:25:09Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5647577403,213,6.00,5647577397,140,30.6,5647577395,56,Back,5647577399,141,33.7,5647577401,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325207,176,1,1,18,22,b5l2e3csycjb8twvq9ek0j5gq,0,31.5,33.0,2025-04-13T00:25:09.073Z,2025-04-13T00:25:10Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5647577481,213,5.74,5647577477,141,18.8,5647577473,56,Back,5647577479,212,18.8,5647577475,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325253,173,1,1,18,24,aj8ytsr2ap33tod0hd8ofzaw9,1,61.8,77.8,2025-04-13T00:25:11.630Z,2025-04-13T00:25:13Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5647577753,213,0.14,5647577747,140,70.1,5647577751,212,8.8,5647577745,56,Left,5647577749,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325293,174,1,1,18,26,aj8ytsr2ap33tod0hd8ofzaw9,1,70.4,79.6,2025-04-13T00:25:13.629Z,2025-04-13T00:25:16Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5647577955,212,6.7,5647577951,140,68.8,5647577949,56,Center,5647577957,213,4.46,5647577953,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325299,175,50,1,18,29,aj8ytsr2ap33tod0hd8ofzaw9,1,83.9,65.2,2025-04-13T00:25:16.485Z,2025-04-16T06:21:30Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5647577991,56,Center,5647578137,233,177,5647577993,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325319,177,7,1,18,29,b5l2e3csycjb8twvq9ek0j5gq,1,16.1,34.8,2025-04-13T00:25:16.486Z,2025-04-16T06:21:30Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5647578085,56,Back,5655979765,384,,5647578087,285,,5647578093,233,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325337,178,12,1,18,32,b5l2e3csycjb8twvq9ek0j5gq,1,30.1,30.1,2025-04-13T00:25:19.138Z,2025-04-13T00:25:21Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5647578233,213,5.83,5647578227,140,42.3,5647578229,141,20.9,5647578225,56,Back,5647578231,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325335,176,1,1,18,32,aj8ytsr2ap33tod0hd8ofzaw9,0,70.5,81.7,2025-04-13T00:25:19.325Z,2025-04-16T06:21:40Z,dg0vj3tk1fqeyuocfy4rmyoh6,P. Seagrist,,,5647578215,212,32.3,5647578205,2,,5655979815,224,,5647578211,140,89.7,5647578219,1,,5655979817,72,,5647578209,56,Center,5647578207,155,,5647578217,213,5.39,5647578213,141,,,,,,,44.5,,,,,,,,,,,,,,,,,,,,,
2800325355,179,12,1,18,34,b5l2e3csycjb8twvq9ek0j5gq,1,12.3,60.9,2025-04-13T00:25:21.561Z,2025-04-13T00:25:23Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5647578327,141,69.3,5647578323,56,Back,5647578365,167,,5647578331,213,2.76,5647578329,212,15.3,5647578325,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325351,177,6,1,18,35,aj8ytsr2ap33tod0hd8ofzaw9,1,96.8,35.9,2025-04-13T00:25:22.629Z,2025-04-13T02:48:36Z,dg0vj3tk1fqeyuocfy4rmyoh6,P. Seagrist,,,5647578433,56,Center,5647578435,75,,5647580053,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325359,180,6,1,18,35,b5l2e3csycjb8twvq9ek0j5gq,0,3.2,64.1,2025-04-13T00:25:22.629Z,2025-04-16T06:21:57Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5647580037,73,,5647580085,233,177,5647580035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325901,178,1,1,19,17,aj8ytsr2ap33tod0hd8ofzaw9,1,99.5,0.5,2025-04-13T00:26:04.262Z,2025-04-16T06:21:54Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5655979871,20,,5647581165,6,,5647581183,141,62.0,5647581179,140,89.1,5647581191,1,,5647581173,224,,5647581189,213,1.83,5647581175,56,Center,5647581187,212,43.2,5647581161,2,5647581169,155,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325921,180,61,1,19,18,aj8ytsr2ap33tod0hd8ofzaw9,1,88.9,62.4,2025-04-13T00:26:05.782Z,2025-04-13T02:49:10Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,,5647581235,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325905,179,43,1,19,21,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-13T00:26:08.407Z,2025-04-13T00:27:07Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5647584639,144,61,5647581199,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325943,181,12,1,19,22,b5l2e3csycjb8twvq9ek0j5gq,1,4.5,48.2,2025-04-13T00:26:09.728Z,2025-04-13T00:26:11Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5647581319,141,25.3,5647581323,212,22.4,5647581315,140,19.8,5647581327,213,5.51,5647581313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326257,184,50,1,19,23,aj8ytsr2ap33tod0hd8ofzaw9,1,73.0,80.6,2025-04-13T00:26:10.774Z,2025-04-13T02:48:48Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5647583583,233,182,5647583261,56,Left,5647583263,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325975,182,7,1,19,23,b5l2e3csycjb8twvq9ek0j5gq,1,27.0,19.4,2025-04-13T00:26:10.775Z,2025-04-16T06:22:11Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5647581475,56,Back,5655979929,385,,5647583573,233,184,5647582629,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326033,181,5,1,19,26,aj8ytsr2ap33tod0hd8ofzaw9,1,73.6,101.4,2025-04-13T00:26:13.361Z,2025-04-16T09:31:40Z,dg0vj3tk1fqeyuocfy4rmyoh6,P. Seagrist,,,5647581819,347,,5647581871,233,183,5647581817,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800325979,183,5,1,19,26,b5l2e3csycjb8twvq9ek0j5gq,0,26.4,-1.4,2025-04-13T00:26:13.361Z,2025-04-16T09:31:40Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5647581511,347,,5647581509,56,Back,5647581905,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326221,182,1,1,19,48,aj8ytsr2ap33tod0hd8ofzaw9,1,77.6,100.0,2025-04-13T00:26:35.646Z,2025-04-13T00:26:40Z,dg0vj3tk1fqeyuocfy4rmyoh6,P. Seagrist,,,5647583043,141,64.2,5647583053,1,,5647583049,213,5.26,5647583041,140,92.5,5647583037,107,,5647583039,56,Center,5647583045,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326237,184,4,1,19,53,b5l2e3csycjb8twvq9ek0j5gq,1,8.7,35.6,2025-04-13T00:26:40.782Z,2025-04-16T06:25:03Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5647583165,13,,5647583173,285,,5647583169,152,,5647583221,233,183,5655980565,295,,5647583167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326233,183,4,1,19,53,aj8ytsr2ap33tod0hd8ofzaw9,0,91.3,64.4,2025-04-13T00:26:40.783Z,2025-04-16T06:25:06Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5647583195,56,Center,5647583191,13,,5655980583,295,,5647583225,233,184,5647583199,286,,5647583197,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326525,185,1,1,20,19,b5l2e3csycjb8twvq9ek0j5gq,0,10.4,40.6,2025-04-13T00:27:06.088Z,2025-04-13T00:27:09Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5647584757,1,,5647584743,157,,5647584753,212,62.8,5647584747,56,Center,5647584751,141,40.9,5647584745,152,,5647584749,140,70.2,5647584755,213,0.00,5647584741,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326533,185,12,1,20,23,aj8ytsr2ap33tod0hd8ofzaw9,1,21.8,62.1,2025-04-13T00:27:10.463Z,2025-04-13T00:27:13Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5647584803,141,59.3,5647584807,213,6.06,5647584801,140,29.7,5647584841,15,,5647584799,56,Back,5647584805,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326553,186,44,1,20,26,aj8ytsr2ap33tod0hd8ofzaw9,1,31.8,59.0,2025-04-13T00:27:13.127Z,2025-04-13T04:05:44Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5647584927,285,,5647584925,56,Back,5647585095,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326583,186,44,1,20,26,b5l2e3csycjb8twvq9ek0j5gq,0,68.2,41.0,2025-04-13T00:27:13.128Z,2025-04-16T06:26:04Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5647585073,286,,5647585147,233,186,5647585071,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326565,187,1,1,20,26,aj8ytsr2ap33tod0hd8ofzaw9,0,29.7,59.3,2025-04-13T00:27:13.551Z,2025-04-13T00:27:14Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5647584985,56,Back,5647584983,3,,5647584987,140,28.9,5647584993,213,2.00,5647584991,212,2.0,5647584989,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326625,187,3,1,20,29,b5l2e3csycjb8twvq9ek0j5gq,1,71.0,39.6,2025-04-13T00:27:16.575Z,2025-04-16T06:26:08Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5655980795,464,,5647585239,286,,5647585235,56,Center,5647585273,233,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326597,188,45,1,20,29,aj8ytsr2ap33tod0hd8ofzaw9,0,29.0,60.4,2025-04-13T00:27:16.575Z,2025-04-13T02:20:28Z,dg0vj3tk1fqeyuocfy4rmyoh6,P. Seagrist,,,5647585153,285,,5647585307,233,187,5647585151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326649,189,1,1,20,33,b5l2e3csycjb8twvq9ek0j5gq,1,76.8,41.0,2025-04-13T00:27:20.216Z,2025-04-13T00:32:32Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5647585347,212,22.2,5647585343,140,90.6,5647585341,56,Right,5647585345,141,16.2,5647585349,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326661,190,1,1,20,34,b5l2e3csycjb8twvq9ek0j5gq,0,88.0,22.5,2025-04-13T00:27:21.003Z,2025-04-16T06:26:23Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5647585469,236,,5647585429,140,90.7,5647585423,2,,5647585435,213,0.80,5647585475,286,,5647585431,141,26.8,5655980849,20,,5647585427,56,Center,5647585433,212,4.1,5647585471,233,5655980889,224,,,,,189,,,,,,,,,,,,,,,,,,,,,
2800326647,189,12,1,20,34,aj8ytsr2ap33tod0hd8ofzaw9,1,9.3,67.6,2025-04-13T00:27:21.103Z,2025-04-13T00:27:24Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5647585337,185,,5647585497,233,190,5647585339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800326703,191,1,1,20,35,b5l2e3csycjb8twvq9ek0j5gq,0,90.0,13.7,2025-04-13T00:27:22.457Z,2025-04-13T00:32:31Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5647585685,213,3.52,5647585677,140,78.2,5647585681,212,13.3,5647585675,56,Right,5647585679,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
