id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2790951435,132,1,1,14,50,bk3zg8yaj5uoqhxzwons3bo8a,1,66.2,93.6,2025-03-22T21:21:55.138Z,2025-03-22T21:21:59Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596085149,141,96.0,5596085145,56,Left,5596085147,140,94.2,5596085153,213,0.06,5596085151,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951441,133,1,1,14,51,bk3zg8yaj5uoqhxzwons3bo8a,0,94.2,96.0,2025-03-22T21:21:56.690Z,2025-03-25T12:21:21Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5599848401,72,,5599848263,2,,5599848397,225,,5596085187,212,4.2,5596085185,141,90.3,5599881949,233,100,5596085189,213,4.33,5599848323,286,,5599848321,236,5599848399,386,5596085183,140,92.7,5596085181,56,Left,,,,,,,,,,,,,,,,,,,
2790951451,100,12,1,14,51,5h878vnmkbuy2ummddprusxgq,1,2.1,4.6,2025-03-22T21:21:56.790Z,2025-03-25T12:21:21Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5599848355,185,,5599881957,233,133,5596085237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951449,134,61,1,14,56,bk3zg8yaj5uoqhxzwons3bo8a,1,92.7,90.3,2025-03-22T21:22:00.959Z,2025-03-22T21:22:01Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5596085235,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951505,101,5,1,14,57,5h878vnmkbuy2ummddprusxgq,1,-1.2,4.8,2025-03-22T21:22:01.947Z,2025-03-25T11:38:19Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596085539,346,,5596085579,233,135,5599848593,361,,5596085537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951457,135,5,1,14,57,bk3zg8yaj5uoqhxzwons3bo8a,0,101.2,95.2,2025-03-22T21:22:01.947Z,2025-03-25T11:38:17Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5596085281,346,,5596085619,233,101,5599848531,361,,5596085279,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951715,102,1,1,15,18,5h878vnmkbuy2ummddprusxgq,1,4.5,59.9,2025-03-22T21:22:23.453Z,2025-03-22T21:22:31Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5596086665,124,,5596086667,56,Back,5596086679,213,4.40,5596086669,140,2.2,5596086671,141,49.0,5596086687,237,,5596086675,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951743,103,1,1,15,26,5h878vnmkbuy2ummddprusxgq,1,12.3,52.4,2025-03-22T21:22:30.958Z,2025-03-22T21:22:33Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5596086787,213,1.39,5596086773,56,Back,5596086775,140,16.0,5596086783,212,21.8,5596086779,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951767,104,1,1,15,28,5h878vnmkbuy2ummddprusxgq,1,15.7,82.7,2025-03-22T21:22:33.525Z,2025-03-22T21:22:35Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5596086889,212,22.5,5596086885,140,5.7,5596086887,141,53.4,5596086883,56,Back,5596086891,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951795,105,1,1,15,30,5h878vnmkbuy2ummddprusxgq,0,5.9,53.9,2025-03-22T21:22:35.356Z,2025-03-22T21:22:40Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5596087067,1,,5596087065,213,0.35,5596087055,140,58.5,5596087063,212,58.9,5596087053,56,Left,5596087051,157,,5596087059,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951849,137,1,1,15,39,bk3zg8yaj5uoqhxzwons3bo8a,1,29.5,24.6,2025-03-22T21:22:44.681Z,2025-03-22T21:22:47Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596087287,140,39.8,5596087285,56,Back,5596087293,213,0.56,5596087291,212,12.7,5596087289,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951855,138,1,1,15,42,bk3zg8yaj5uoqhxzwons3bo8a,1,38.4,35.7,2025-03-22T21:22:47.537Z,2025-03-22T21:22:48Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596087311,56,Back,5596087313,140,32.9,5596087315,141,28.6,5596087317,212,7.5,5596087319,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951869,139,1,1,15,43,bk3zg8yaj5uoqhxzwons3bo8a,1,32.8,28.8,2025-03-22T21:22:48.489Z,2025-03-22T21:22:50Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596087413,140,31.1,5596087411,56,Back,5596087417,212,6.9,5596087415,141,38.6,5596087419,213,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951895,140,1,1,15,45,bk3zg8yaj5uoqhxzwons3bo8a,1,30.8,49.3,2025-03-22T21:22:50.610Z,2025-03-25T11:38:54Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596087567,140,36.5,5596087565,56,Back,5596087569,141,92.4,5596087571,212,29.9,5596087573,213,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951925,141,1,1,15,49,bk3zg8yaj5uoqhxzwons3bo8a,1,34.8,93.0,2025-03-22T21:22:54.834Z,2025-03-22T21:22:58Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596087735,140,28.6,5596087737,141,79.9,5596087733,56,Back,5596087739,212,11.0,5596087741,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951953,142,1,1,15,53,bk3zg8yaj5uoqhxzwons3bo8a,1,32.2,70.0,2025-03-22T21:22:58.785Z,2025-03-22T21:23:04Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596087881,56,Back,5596087883,140,39.5,5596087885,141,37.0,5596087887,212,23.7,5596087889,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951965,143,1,1,15,59,bk3zg8yaj5uoqhxzwons3bo8a,1,54.3,33.3,2025-03-22T21:23:04.128Z,2025-03-22T21:23:05Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596087959,141,18.6,5596087961,212,10.0,5596087963,213,4.78,5596087955,56,Right,5596087957,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790951977,144,1,1,16,0,bk3zg8yaj5uoqhxzwons3bo8a,1,54.5,18.9,2025-03-22T21:23:05.720Z,2025-03-22T21:23:07Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5596088033,140,44.5,5596088031,56,Back,5596088037,212,12.4,5596088035,141,28.5,5596088039,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952017,145,1,1,16,2,bk3zg8yaj5uoqhxzwons3bo8a,1,43.9,29.4,2025-03-22T21:23:07.769Z,2025-03-22T21:23:13Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596088289,212,18.4,5596088285,140,45.9,5596088287,141,56.3,5596088283,56,Back,5596088291,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952029,146,1,1,16,8,bk3zg8yaj5uoqhxzwons3bo8a,0,58.6,65.5,2025-03-22T21:23:13.442Z,2025-03-22T21:23:16Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596088369,212,42.8,5596088371,213,5.31,5596088373,1,,5596088361,155,,5596088363,56,Right,5596088367,141,13.5,5596088365,140,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952031,106,12,1,16,11,5h878vnmkbuy2ummddprusxgq,1,18.5,89.7,2025-03-22T21:23:16.319Z,2025-03-22T21:23:18Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5596088383,213,1.47,5596088377,140,19.3,5596088381,212,8.1,5596088375,56,Back,5596088445,167,,5596088379,141,100.0,5596088401,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952039,107,5,1,16,12,5h878vnmkbuy2ummddprusxgq,0,19.8,101.6,2025-03-22T21:23:16.984Z,2025-03-22T22:52:12Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5596088643,233,147,5596088415,347,,5596088413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952075,147,5,1,16,12,bk3zg8yaj5uoqhxzwons3bo8a,1,80.2,-1.6,2025-03-22T21:23:16.984Z,2025-03-22T22:52:12Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596088635,56,Right,5596088637,347,,5596088639,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952085,148,1,1,16,19,bk3zg8yaj5uoqhxzwons3bo8a,1,78.0,0.0,2025-03-22T21:23:24.656Z,2025-03-22T21:23:28Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5596088713,213,2.71,5596088711,212,11.3,5596088703,107,,5596088705,56,Right,5596088707,140,68.2,5596088709,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952095,149,1,1,16,23,bk3zg8yaj5uoqhxzwons3bo8a,1,68.6,9.4,2025-03-22T21:23:28.069Z,2025-03-22T21:23:29Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5596088763,140,73.9,5596088761,56,Right,5596088767,212,7.9,5596088765,141,17.7,5596088769,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952101,150,1,1,16,24,bk3zg8yaj5uoqhxzwons3bo8a,1,73.9,17.7,2025-03-22T21:23:29.320Z,2025-03-22T21:23:30Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596088799,213,3.24,5596088813,156,,5596088791,56,Right,5596088793,140,65.0,5596088795,141,16.4,5596088797,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952137,151,1,1,16,28,bk3zg8yaj5uoqhxzwons3bo8a,1,61.8,29.1,2025-03-22T21:23:33.392Z,2025-03-22T21:23:34Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5596088995,212,7.9,5596088997,213,6.11,5596088993,141,27.1,5596088991,140,69.2,5596088989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952139,152,1,1,16,29,bk3zg8yaj5uoqhxzwons3bo8a,1,69.2,27.1,2025-03-22T21:23:34.225Z,2025-03-25T11:39:23Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596089009,213,3.39,5596089007,212,7.9,5596089005,141,24.3,5596089003,140,61.9,5596089001,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952153,153,1,1,16,30,bk3zg8yaj5uoqhxzwons3bo8a,1,63.2,23.4,2025-03-22T21:23:35.520Z,2025-03-22T21:23:37Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5596089093,213,5.92,5596089089,141,18.2,5596089091,212,10.0,5596089087,140,72.1,5596089083,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952167,154,1,1,16,33,bk3zg8yaj5uoqhxzwons3bo8a,1,71.0,17.9,2025-03-22T21:23:38.560Z,2025-03-22T21:23:39Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5596089193,213,3.14,5596089191,212,9.0,5596089189,141,17.9,5596089187,140,62.4,5596089185,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952179,155,1,1,16,34,bk3zg8yaj5uoqhxzwons3bo8a,1,62.2,18.5,2025-03-22T21:23:39.760Z,2025-03-22T21:23:42Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5596089247,140,56.9,5596089245,56,Center,5596089249,141,30.4,5596089253,213,2.17,5596089251,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952211,156,1,1,16,37,bk3zg8yaj5uoqhxzwons3bo8a,1,56.8,33.3,2025-03-22T21:23:42.136Z,2025-03-22T21:23:45Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596089433,56,Center,5596089435,140,55.1,5596089437,141,57.6,5596089441,213,1.68,5596089439,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952243,157,1,1,16,40,bk3zg8yaj5uoqhxzwons3bo8a,1,47.0,52.2,2025-03-22T21:23:45.386Z,2025-03-22T21:23:49Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596089599,56,Back,5596089603,141,45.8,5596089601,140,32.1,5596089607,213,3.41,5596089605,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952303,158,1,1,16,43,bk3zg8yaj5uoqhxzwons3bo8a,1,31.8,47.8,2025-03-22T21:23:48.832Z,2025-03-22T21:23:55Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5596089979,212,12.5,5596089977,141,33.0,5596089981,213,5.35,5596089975,140,38.9,5596089973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952313,159,1,1,16,50,bk3zg8yaj5uoqhxzwons3bo8a,0,52.5,33.1,2025-03-22T21:23:55.528Z,2025-03-22T21:23:57Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596090019,213,0.06,5596090013,140,65.3,5596090011,56,Center,5596090015,141,34.2,5596090017,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952327,108,61,1,16,53,5h878vnmkbuy2ummddprusxgq,1,32.0,63.4,2025-03-22T21:23:58.211Z,2025-03-22T21:23:58Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5596090057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952355,110,1,1,16,54,5h878vnmkbuy2ummddprusxgq,1,38.2,49.1,2025-03-22T21:23:59.659Z,2025-03-22T21:24:02Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5596090183,213,0.22,5596090181,212,10.2,5596090175,56,Back,5596090177,140,47.7,5596090179,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952369,111,1,1,16,57,5h878vnmkbuy2ummddprusxgq,0,47.9,52.5,2025-03-22T21:24:02.548Z,2025-03-22T21:24:05Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5596090269,140,83.6,5596090271,141,31.0,5596090273,212,40.2,5596090277,1,,5596090275,213,5.91,5596090267,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952409,161,1,1,17,1,bk3zg8yaj5uoqhxzwons3bo8a,1,18.5,74.4,2025-03-22T21:24:06.040Z,2025-03-22T21:24:10Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5596090481,212,16.8,5596090483,213,0.96,5596090477,140,27.7,5596090475,56,Back,5596090479,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952459,162,1,1,17,5,bk3zg8yaj5uoqhxzwons3bo8a,1,40.0,92.1,2025-03-22T21:24:10.159Z,2025-03-22T21:24:18Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596090719,141,75.6,5596090721,212,11.2,5596090723,213,4.65,5596090717,140,39.3,5596090715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952475,163,1,1,17,13,bk3zg8yaj5uoqhxzwons3bo8a,1,48.9,30.3,2025-03-22T21:24:18.496Z,2025-03-22T21:24:20Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596090787,140,55.6,5596090785,56,Right,5596090793,213,5.09,5596090791,212,19.0,5596090789,141,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952495,164,1,1,17,15,bk3zg8yaj5uoqhxzwons3bo8a,1,56.8,4.3,2025-03-22T21:24:20.535Z,2025-03-22T21:24:24Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5596090887,213,2.38,5596090885,212,11.4,5596090881,140,48.9,5596090883,141,15.9,5596090879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952537,165,1,1,17,18,bk3zg8yaj5uoqhxzwons3bo8a,1,51.8,16.8,2025-03-22T21:24:23.824Z,2025-03-22T21:24:28Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596091159,213,2.17,5596091155,141,31.8,5596091157,212,12.4,5596091153,140,45.1,5596091151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952565,166,1,1,17,23,bk3zg8yaj5uoqhxzwons3bo8a,1,54.8,50.9,2025-03-22T21:24:28.623Z,2025-03-25T11:40:25Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596091387,140,60.6,5596091385,56,Left,5596091393,213,1.36,5596091389,141,92.9,5596091391,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952587,167,1,1,17,27,bk3zg8yaj5uoqhxzwons3bo8a,1,61.2,94.5,2025-03-22T21:24:32.593Z,2025-03-22T21:24:35Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596091483,141,79.6,5596091481,140,57.0,5596091485,212,11.1,5596091487,213,4.30,5596091479,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952601,168,1,1,17,30,bk3zg8yaj5uoqhxzwons3bo8a,1,60.6,75.9,2025-03-22T21:24:35.535Z,2025-03-22T21:24:37Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5596091579,56,Center,5596091581,140,69.4,5596091583,141,68.2,5596091587,213,5.77,5596091585,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952607,169,50,1,17,32,bk3zg8yaj5uoqhxzwons3bo8a,1,68.4,67.2,2025-03-22T21:24:37.103Z,2025-03-22T21:24:41Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5596091639,233,112,5596091605,56,Center,5596091607,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952611,112,7,1,17,32,5h878vnmkbuy2ummddprusxgq,0,31.6,32.8,2025-03-22T21:24:37.104Z,2025-03-25T11:40:34Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5596091625,56,Back,5596091627,285,,5599851285,178,,5596091633,233,169,5599851283,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952647,170,1,1,17,37,bk3zg8yaj5uoqhxzwons3bo8a,1,56.8,82.4,2025-03-22T21:24:42.551Z,2025-03-22T21:24:46Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5596091813,213,4.31,5596091811,212,22.1,5596091807,140,48.6,5596091805,56,Back,5596091809,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952679,171,1,1,17,41,bk3zg8yaj5uoqhxzwons3bo8a,1,52.2,43.7,2025-03-22T21:24:46.719Z,2025-03-22T21:24:50Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5596091961,140,69.9,5596091963,141,8.3,5596091967,213,5.37,5596091965,212,30.4,5596091959,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952689,172,1,1,17,45,bk3zg8yaj5uoqhxzwons3bo8a,0,73.4,8.5,2025-03-22T21:24:50.015Z,2025-03-22T21:25:34Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5596092019,140,83.4,5596092021,141,17.0,5596092023,212,12.0,5596092017,56,Right,5596092025,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952741,114,1,1,17,49,5h878vnmkbuy2ummddprusxgq,0,27.5,80.0,2025-03-22T21:24:54.243Z,2025-03-22T21:24:54Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5596092235,56,Back,5596092237,140,28.1,5596092239,141,80.2,5596092243,213,0.21,5596092241,212,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952755,173,61,1,17,50,bk3zg8yaj5uoqhxzwons3bo8a,1,74.8,28.8,2025-03-22T21:24:55.734Z,2025-03-22T21:25:35Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5596092301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952787,115,1,1,17,52,5h878vnmkbuy2ummddprusxgq,1,28.7,88.1,2025-03-22T21:24:57.371Z,2025-03-22T21:24:58Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5596092471,213,6.04,5596092469,212,11.2,5596092463,56,Back,5596092467,141,84.2,5596092465,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952793,116,1,1,17,53,5h878vnmkbuy2ummddprusxgq,1,39.1,85.4,2025-03-22T21:24:58.499Z,2025-03-22T21:24:59Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5596092513,141,92.6,5596092511,140,36.2,5596092517,213,2.13,5596092515,212,5.8,5596092509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952799,117,1,1,17,54,5h878vnmkbuy2ummddprusxgq,1,36.2,92.6,2025-03-22T21:24:59.532Z,2025-03-22T21:25:00Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5596092551,212,10.7,5596092553,213,3.31,5596092549,141,89.9,5596092547,140,26.2,5596092545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952819,118,1,1,17,55,5h878vnmkbuy2ummddprusxgq,1,26.9,89.0,2025-03-22T21:25:00.547Z,2025-03-22T21:25:03Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5596092653,140,17.7,5596092651,56,Back,5596092655,141,72.7,5596092657,212,14.7,5596092659,213,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952861,119,1,1,17,57,5h878vnmkbuy2ummddprusxgq,1,18.8,71.5,2025-03-22T21:25:02.867Z,2025-03-22T21:25:07Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5596092889,213,4.66,5596092883,140,17.6,5596092881,56,Back,5596092885,141,34.0,5596092887,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952875,120,1,1,18,2,5h878vnmkbuy2ummddprusxgq,1,24.0,23.3,2025-03-22T21:25:07.579Z,2025-03-22T21:25:09Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596092981,56,Back,5596092983,140,31.7,5596092987,141,23.6,5596092995,213,0.03,5596092991,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952891,121,1,1,18,4,5h878vnmkbuy2ummddprusxgq,1,31.7,23.6,2025-03-22T21:25:09.363Z,2025-03-22T21:25:10Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5596093079,141,34.5,5596093081,212,8.2,5596093083,213,2.02,5596093075,56,Back,5596093077,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952921,122,1,1,18,5,5h878vnmkbuy2ummddprusxgq,1,28.4,34.5,2025-03-22T21:25:10.380Z,2025-03-22T21:25:14Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5596093279,213,1.10,5596093273,140,32.9,5596093271,56,Back,5596093275,141,48.1,5596093277,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952941,123,4,1,18,8,5h878vnmkbuy2ummddprusxgq,1,32.5,53.6,2025-03-22T21:25:13.518Z,2025-03-22T22:32:12Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5596101621,285,,5596093373,56,Back,5596101553,13,,5596101557,265,,5596101555,152,,5596101577,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790953105,174,4,1,18,8,bk3zg8yaj5uoqhxzwons3bo8a,0,67.5,46.4,2025-03-22T21:25:13.519Z,2025-03-22T22:32:13Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5596098397,13,,5596200529,286,,5596101613,233,123,5596098399,152,,5596098401,265,,5596094297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790952947,124,43,1,18,11,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-03-22T21:25:16.526Z,2025-03-22T21:28:07Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5596093409,347,0,5596101677,144,5,5596093407,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790953501,125,1,1,19,12,5h878vnmkbuy2ummddprusxgq,1,34.2,46.1,2025-03-22T21:26:17.386Z,2025-03-22T21:28:10Z,9hqo1ykdlw9iv4tlo8d3vu9ec,B. Romero,,,5596101789,152,,5596101787,5,,5596096479,141,91.4,5596096487,1,,5596096473,155,,5596096483,213,0.50,5596096475,56,Left,5596096481,212,64.6,5596096477,140,,,,,,,,,88.3,,,,,,,,,,,,,,,,,,
2790953509,126,3,1,19,16,5h878vnmkbuy2ummddprusxgq,0,92.4,90.4,2025-03-22T21:26:21.227Z,2025-03-25T11:42:23Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5596096505,286,,5599853539,465,,5596096597,233,175,5596096503,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
