id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/14/value
2809893687,189,12,1,25,9,8cpjplodpphtkbt0hq8sr8mqs,1,10.9,68.2,2025-05-03T23:31:42.201Z,2025-05-03T23:31:44Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5700336809,140,11.9,5700336807,56,Back,5700336813,212,1.1,5700336841,15,,5700336811,141,68.2,5700336815,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893703,190,12,1,25,11,8cpjplodpphtkbt0hq8sr8mqs,1,11.9,68.2,2025-05-03T23:31:44.161Z,2025-05-03T23:38:21Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5700336885,140,34.6,5700336889,212,23.8,5700336883,56,Back,5700336891,213,6.28,5700336887,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893739,246,1,1,25,11,b1rpb2ox52uxcmjrsnqd95pk5,0,66.1,45.5,2025-05-03T23:31:44.480Z,2025-05-04T01:11:49Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5700337053,56,Center,5700337057,141,50.1,5700337051,3,,5700337061,213,0.21,5700337059,212,14.8,5700337055,140,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893745,247,44,1,25,16,b1rpb2ox52uxcmjrsnqd95pk5,1,80.0,51.7,2025-05-03T23:31:49.129Z,2025-05-04T01:11:50Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5700337083,56,Center,5700337085,286,,5700371677,233,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893735,191,44,1,25,16,8cpjplodpphtkbt0hq8sr8mqs,0,20.0,48.3,2025-05-03T23:31:49.130Z,2025-05-04T00:05:25Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5700351943,56,Back,5700351945,285,,5700371683,233,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809900371,364,61,1,25,16,b1rpb2ox52uxcmjrsnqd95pk5,1,79.8,59.7,2025-05-03T23:31:49.182Z,2025-05-04T00:08:43Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5700371891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893777,195,1,1,25,18,8cpjplodpphtkbt0hq8sr8mqs,1,25.6,18.5,2025-05-03T23:31:50.738Z,2025-05-03T23:31:55Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5700337253,56,Back,5700337255,140,36.6,5700337261,213,0.01,5700337257,141,18.6,5700337259,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893793,196,1,1,25,22,8cpjplodpphtkbt0hq8sr8mqs,1,44.2,11.7,2025-05-03T23:31:55.249Z,2025-05-03T23:31:56Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5700337307,212,6.5,5700337303,140,38.1,5700337309,213,3.31,5700337305,141,10.1,5700337301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893809,197,1,1,25,23,8cpjplodpphtkbt0hq8sr8mqs,1,37.8,9.7,2025-05-03T23:31:56.242Z,2025-05-03T23:31:58Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5700337421,212,8.9,5700337419,141,22.5,5700337415,56,Back,5700337423,213,1.78,5700337417,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893823,198,1,1,25,26,8cpjplodpphtkbt0hq8sr8mqs,1,35.9,22.7,2025-05-03T23:31:58.706Z,2025-05-03T23:32:01Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5700337521,212,13.0,5700337519,141,3.8,5700337515,56,Back,5700337523,213,4.87,5700337517,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893835,199,1,1,25,28,8cpjplodpphtkbt0hq8sr8mqs,1,40.5,4.3,2025-05-03T23:32:01.025Z,2025-05-03T23:32:03Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5700337597,141,16.5,5700337603,213,2.43,5700337595,140,31.3,5700337593,56,Back,5700337601,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893867,200,1,1,25,31,8cpjplodpphtkbt0hq8sr8mqs,1,31.1,18.5,2025-05-03T23:32:03.777Z,2025-05-03T23:32:08Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5700337775,56,Back,5700337779,141,22.2,5700337781,212,8.2,5700337777,140,38.5,5700337783,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893907,201,1,1,25,35,8cpjplodpphtkbt0hq8sr8mqs,1,38.6,22.2,2025-05-03T23:32:08.594Z,2025-05-03T23:32:13Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5700337953,213,5.17,5700337949,141,5.5,5700337945,56,Back,5700337947,140,43.9,5700337951,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893935,202,1,1,25,40,8cpjplodpphtkbt0hq8sr8mqs,1,56.5,6.5,2025-05-03T23:32:13.393Z,2025-05-03T23:32:17Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5700338067,212,12.2,5700338069,213,1.39,5700338063,140,58.6,5700338065,141,24.1,5700338061,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893955,203,1,1,25,44,8cpjplodpphtkbt0hq8sr8mqs,1,60.1,30.0,2025-05-03T23:32:16.850Z,2025-05-03T23:32:19Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5700338159,56,Back,5700338167,213,2.11,5700338161,140,45.6,5700338165,212,29.6,5700338163,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893961,204,1,1,25,47,8cpjplodpphtkbt0hq8sr8mqs,0,57.4,72.1,2025-05-03T23:32:19.745Z,2025-05-03T23:32:20Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5700338197,212,7.9,5700338193,140,64.1,5700338191,56,Center,5700338199,213,0.47,5700338195,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809893979,248,1,1,25,49,b1rpb2ox52uxcmjrsnqd95pk5,1,29.2,29.3,2025-05-03T23:32:22.159Z,2025-05-04T01:11:53Z,2axflqcowldpal1ffaf2lw3dg,H. Yamazaki,,,5700338293,140,30.9,5700338297,212,6.9,5700338295,141,39.1,5700338299,213,1.31,5700338291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953745,900,61,1,25,50,b1rpb2ox52uxcmjrsnqd95pk5,1,34.5,37.1,2025-05-03T23:32:22.668Z,2025-05-04T01:11:44Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5700676123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894023,250,1,1,25,52,b1rpb2ox52uxcmjrsnqd95pk5,1,32.8,47.8,2025-05-03T23:32:24.798Z,2025-05-03T23:32:27Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5700338417,56,Back,5700338423,212,9.0,5700338419,140,31.9,5700338421,141,60.9,5700338425,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894067,251,1,1,25,54,b1rpb2ox52uxcmjrsnqd95pk5,1,31.7,57.6,2025-05-03T23:32:27.422Z,2025-05-03T23:32:30Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5700338525,213,4.52,5700338521,141,31.5,5700338519,140,28.4,5700338523,212,18.1,5700338517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894085,252,1,1,25,57,b1rpb2ox52uxcmjrsnqd95pk5,1,28.6,27.6,2025-05-03T23:32:30.503Z,2025-05-03T23:32:32Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5700338593,140,37.7,5700338597,212,17.1,5700338595,141,6.7,5700338599,213,5.30,5700338591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894121,253,1,1,25,59,b1rpb2ox52uxcmjrsnqd95pk5,1,37.7,6.8,2025-05-03T23:32:32.111Z,2025-05-03T23:32:37Z,2axflqcowldpal1ffaf2lw3dg,H. Yamazaki,,,5700338791,141,25.0,5700338787,56,Back,5700338795,213,2.19,5700338789,140,29.3,5700338793,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894143,254,1,1,26,5,b1rpb2ox52uxcmjrsnqd95pk5,1,29.3,25.0,2025-05-03T23:32:37.751Z,2025-05-03T23:32:40Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5700338891,56,Back,5700338899,213,1.95,5700338895,141,45.8,5700338897,212,15.2,5700338893,140,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894159,255,1,1,26,7,b1rpb2ox52uxcmjrsnqd95pk5,1,24.0,45.8,2025-05-03T23:32:39.886Z,2025-05-03T23:32:41Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5700338987,213,2.80,5700338983,141,54.9,5700338985,212,18.3,5700338979,56,Back,5700338981,140,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894179,256,1,1,26,9,b1rpb2ox52uxcmjrsnqd95pk5,1,7.6,54.9,2025-05-03T23:32:41.670Z,2025-05-03T23:32:43Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5700339051,56,Back,5700339059,213,6.10,5700339055,141,50.4,5700339053,140,23.0,5700339057,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894183,257,1,1,26,9,b1rpb2ox52uxcmjrsnqd95pk5,0,23.7,50.6,2025-05-03T23:32:41.934Z,2025-05-04T01:24:45Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5700339109,213,3.22,5700339107,212,12.6,5700339119,156,,5700339105,141,49.1,5700339101,56,Back,5700339103,140,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894199,258,51,1,26,10,b1rpb2ox52uxcmjrsnqd95pk5,1,17.6,49.7,2025-05-03T23:32:43.303Z,2025-05-04T01:27:04Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5700340199,170,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894389,205,16,1,26,14,8cpjplodpphtkbt0hq8sr8mqs,1,88.3,52.2,2025-05-03T23:32:46.674Z,2025-05-04T01:20:50Z,5fhb206czgy2ul5j0tsqeo7ah,E. Amoh,,,5700340431,214,,5700340435,230,92.8,5700340209,374,2025-05-04 00:32:45.931,5700445925,468,258,5700340055,22,,5700340213,375,26:13.263,5700340059,56,Center,5700717225,77,,5700340433,458,5700340057,17,5700340429,103,25.9,5700340201,20,,5700340437,231,52.0,5700340427,102,,,,,52.3,,,,,,,
2809894451,259,1,1,26,51,b1rpb2ox52uxcmjrsnqd95pk5,1,49.9,50.7,2025-05-03T23:33:24.231Z,2025-05-03T23:33:26Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5700340363,141,37.1,5700340361,140,37.0,5700340365,212,16.4,5700340367,213,3.74,5700340359,56,Back,5700340369,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894471,260,1,1,26,53,b1rpb2ox52uxcmjrsnqd95pk5,1,37.0,37.1,2025-05-03T23:33:26.350Z,2025-05-03T23:33:28Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5700340483,56,Back,5700340487,141,25.3,5700340491,213,3.81,5700340485,140,27.3,5700340489,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894483,261,1,1,26,55,b1rpb2ox52uxcmjrsnqd95pk5,1,27.3,25.3,2025-05-03T23:33:28.494Z,2025-05-03T23:33:29Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5700340537,140,36.0,5700340541,212,12.2,5700340543,213,5.56,5700340539,141,13.5,5700340535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894497,262,1,1,26,56,b1rpb2ox52uxcmjrsnqd95pk5,1,36.0,13.5,2025-05-03T23:33:29.486Z,2025-05-03T23:33:32Z,2axflqcowldpal1ffaf2lw3dg,H. Yamazaki,,,5700340593,141,34.6,5700340589,56,Back,5700340595,212,21.9,5700340591,140,20.3,5700340597,213,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894513,263,1,1,26,59,b1rpb2ox52uxcmjrsnqd95pk5,1,20.3,34.6,2025-05-03T23:33:31.822Z,2025-05-04T01:46:04Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5700340677,212,13.5,5700340679,213,2.25,5700340673,140,12.2,5700340671,56,Back,5700340675,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894537,264,1,1,27,2,b1rpb2ox52uxcmjrsnqd95pk5,0,13.4,52.5,2025-05-03T23:33:34.945Z,2025-05-03T23:33:36Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5700340771,141,84.1,5700340765,155,,5700340769,140,67.1,5700340775,213,0.36,5700340767,56,Left,5700340773,212,60.3,5700340777,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894551,207,8,1,27,5,8cpjplodpphtkbt0hq8sr8mqs,1,35.7,12.5,2025-05-03T23:33:38.036Z,2025-05-03T23:33:38Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5700340845,15,,5700340833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894575,208,5,1,27,6,8cpjplodpphtkbt0hq8sr8mqs,0,42.8,-1.6,2025-05-03T23:33:39.315Z,2025-05-04T00:05:39Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5700340905,56,Back,5700340907,347,,5700341085,233,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894625,265,5,1,27,6,b1rpb2ox52uxcmjrsnqd95pk5,1,57.2,101.6,2025-05-03T23:33:39.315Z,2025-05-04T00:05:38Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5700341069,233,208,5700341051,56,Left,5700341053,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894743,266,1,1,27,11,b1rpb2ox52uxcmjrsnqd95pk5,1,58.6,100.0,2025-05-03T23:33:44.222Z,2025-05-03T23:33:56Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5700341629,141,92.3,5700341627,140,38.3,5700341631,212,22.1,5700341635,1,,5700341625,56,Back,5700341633,213,3.42,5700341623,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894761,267,1,1,27,23,b1rpb2ox52uxcmjrsnqd95pk5,1,39.6,83.5,2025-05-03T23:33:56.055Z,2025-05-03T23:33:58Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5700341729,213,5.96,5700341727,212,17.8,5700341721,56,Center,5700341725,141,75.3,5700341723,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894767,268,1,1,27,25,b1rpb2ox52uxcmjrsnqd95pk5,0,55.2,74.4,2025-05-03T23:33:58.166Z,2025-05-03T23:33:58Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5700341753,140,60.2,5700341757,212,5.7,5700341751,56,Center,5700341755,141,77.6,5700341759,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894849,210,1,1,27,28,8cpjplodpphtkbt0hq8sr8mqs,1,45.3,24.4,2025-05-03T23:34:01.291Z,2025-05-03T23:34:06Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5700342167,56,Right,5700342173,212,16.0,5700342171,141,9.4,5700342169,140,57.0,5700342175,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894857,211,1,1,27,33,8cpjplodpphtkbt0hq8sr8mqs,0,77.5,9.4,2025-05-03T23:34:05.844Z,2025-05-03T23:34:07Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5700342213,213,0.76,5700342251,236,,5700342203,155,,5700342209,141,17.4,5700342207,140,83.0,5700342201,2,,5700342253,233,269,5700342205,56,Right,5700342211,212,5700342257,286,,,,,,,,,,,,,,7.9,,,,,,,,,
2809894863,269,12,1,27,33,b1rpb2ox52uxcmjrsnqd95pk5,1,16.6,86.8,2025-05-03T23:34:05.944Z,2025-05-03T23:34:07Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5700342277,233,211,5700342237,56,Back,5700342235,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894883,270,1,1,27,35,b1rpb2ox52uxcmjrsnqd95pk5,1,22.1,74.7,2025-05-03T23:34:08.494Z,2025-05-03T23:34:09Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5700342379,141,85.4,5700342381,212,8.8,5700342383,213,0.97,5700342377,140,26.8,5700342375,56,Back,5700342373,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894905,272,1,1,27,38,b1rpb2ox52uxcmjrsnqd95pk5,1,31.8,85.1,2025-05-03T23:34:10.734Z,2025-05-03T23:34:12Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5700342473,213,3.37,5700342467,140,21.6,5700342469,141,81.4,5700342471,212,11.0,5700342465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894923,273,1,1,27,39,b1rpb2ox52uxcmjrsnqd95pk5,1,21.3,80.9,2025-05-03T23:34:11.886Z,2025-05-03T23:34:14Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5700342569,213,5.77,5700342567,212,13.8,5700342565,141,70.9,5700342561,56,Back,5700342563,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894953,274,1,1,27,41,b1rpb2ox52uxcmjrsnqd95pk5,1,32.7,70.5,2025-05-03T23:34:14.198Z,2025-05-03T23:34:20Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5700342733,141,79.0,5700342735,212,5.8,5700342731,140,33.2,5700342737,213,1.48,5700342729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894981,275,1,1,27,47,b1rpb2ox52uxcmjrsnqd95pk5,1,55.5,65.4,2025-05-03T23:34:19.927Z,2025-05-03T23:34:24Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5700342953,141,42.2,5700342955,212,16.5,5700342951,140,60.1,5700342957,213,5.01,5700342949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894983,276,1,1,27,51,b1rpb2ox52uxcmjrsnqd95pk5,0,63.2,40.3,2025-05-03T23:34:23.831Z,2025-05-03T23:34:24Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5700342969,141,50.0,5700342971,212,16.1,5700342965,56,Center,5700342973,213,0.42,5700342967,140,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809894993,212,8,1,27,52,8cpjplodpphtkbt0hq8sr8mqs,1,25.2,44.9,2025-05-03T23:34:25.492Z,2025-05-03T23:34:25Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5700343009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895023,214,1,1,27,55,8cpjplodpphtkbt0hq8sr8mqs,1,32.7,33.6,2025-05-03T23:34:28.315Z,2025-05-03T23:34:30Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5700343185,140,38.5,5700343189,212,6.7,5700343183,56,Back,5700343187,141,37.7,5700343191,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895037,215,1,1,27,57,8cpjplodpphtkbt0hq8sr8mqs,1,37.7,37.1,2025-05-03T23:34:30.027Z,2025-05-03T23:34:32Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5700343245,141,27.4,5700343241,56,Back,5700343243,140,31.3,5700343249,213,3.92,5700343247,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895071,216,1,1,27,59,8cpjplodpphtkbt0hq8sr8mqs,1,31.3,27.4,2025-05-03T23:34:32.564Z,2025-05-03T23:34:37Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5700343417,212,43.5,5700343409,196,,5700343419,213,1.34,5700343407,155,,5700343413,140,40.7,5700343411,56,Back,5700343415,141,89.7,5700343421,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895099,217,1,1,28,4,8cpjplodpphtkbt0hq8sr8mqs,1,40.7,89.7,2025-05-03T23:34:36.940Z,2025-05-03T23:34:41Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5700343567,212,14.7,5700343569,213,6.03,5700343563,140,54.2,5700343565,141,84.2,5700343561,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895119,218,1,1,28,8,8cpjplodpphtkbt0hq8sr8mqs,1,38.4,86.9,2025-05-03T23:34:41.124Z,2025-05-03T23:34:44Z,8delieh6jv1cgaukmgcwfjsic,E. Kizza,,,5700343693,56,Back,5700343697,141,64.3,5700343701,213,4.56,5700343695,140,36.2,5700343699,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895137,219,1,1,28,11,8cpjplodpphtkbt0hq8sr8mqs,1,36.2,64.3,2025-05-03T23:34:44.403Z,2025-05-03T23:34:46Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5700343797,141,65.7,5700343805,213,0.04,5700343801,212,23.2,5700343793,140,58.3,5700343789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895143,220,3,1,28,13,8cpjplodpphtkbt0hq8sr8mqs,0,59.3,63.8,2025-05-03T23:34:46.660Z,2025-05-04T00:07:32Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5700343825,286,,5700343823,56,Center,5700343953,233,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895163,277,7,1,28,13,b1rpb2ox52uxcmjrsnqd95pk5,1,40.7,36.2,2025-05-03T23:34:46.661Z,2025-05-04T00:07:31Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5700343943,233,220,5700343921,56,Back,5700343923,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895173,279,1,1,28,16,b1rpb2ox52uxcmjrsnqd95pk5,1,41.5,36.4,2025-05-03T23:34:49.494Z,2025-05-03T23:34:52Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5700344057,212,10.0,5700344053,140,47.0,5700344051,56,Back,5700344059,213,0.95,5700344055,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895181,280,1,1,28,19,b1rpb2ox52uxcmjrsnqd95pk5,1,47.0,48.4,2025-05-03T23:34:52.398Z,2025-05-03T23:34:54Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5700344125,212,9.9,5700344121,140,54.6,5700344123,141,39.7,5700344119,56,Center,5700344127,213,5.65,5700344117,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895187,281,1,1,28,21,b1rpb2ox52uxcmjrsnqd95pk5,1,54.6,39.5,2025-05-03T23:34:54.422Z,2025-05-03T23:34:55Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5700344173,56,Back,5700344175,140,45.0,5700344177,141,65.5,5700344181,213,2.09,5700344179,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895247,282,1,1,28,22,b1rpb2ox52uxcmjrsnqd95pk5,1,45.0,65.7,2025-05-03T23:34:55.390Z,2025-05-03T23:35:05Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5700344631,141,88.9,5700344635,213,0.63,5700344633,212,26.9,5700344629,140,65.7,5700344627,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895289,283,1,1,28,32,b1rpb2ox52uxcmjrsnqd95pk5,1,73.8,80.0,2025-05-03T23:35:05.070Z,2025-05-03T23:37:37Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5700344929,212,50.7,5700344927,141,10.7,5700344925,140,91.7,5700344921,155,,5700344931,213,5.09,5700350909,196,,5700344923,56,Right,5700344933,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895309,284,1,1,28,39,b1rpb2ox52uxcmjrsnqd95pk5,1,92.9,5.3,2025-05-03T23:35:11.718Z,2025-05-03T23:35:14Z,2axflqcowldpal1ffaf2lw3dg,H. Yamazaki,,,5700345053,56,Right,5700345061,213,3.03,5700345055,140,79.3,5700345057,141,7.7,5700345059,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895321,285,1,1,28,41,b1rpb2ox52uxcmjrsnqd95pk5,1,80.5,8.0,2025-05-03T23:35:14.622Z,2025-05-03T23:35:16Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5700345099,56,Center,5700345103,141,32.1,5700345097,155,,5700345105,212,18.7,5700345101,140,89.1,5700345107,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809895353,286,1,1,28,44,b1rpb2ox52uxcmjrsnqd95pk5,1,88.4,31.6,2025-05-03T23:35:16.750Z,2025-05-03T23:36:15Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,1.0,5700345287,213,2.34,5700347371,210,13,5700345285,212,8.0,5700345279,56,Center,5700345281,140,83.1,5700345283,141,40.0,5700347373,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
