id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/11/value
2822744073,182,1,1,18,56,ak0rmms5xl49w57i2rvid1tk9,1,44.0,69.7,2025-06-15T02:06:05.571Z,2025-06-15T02:06:10Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5771693439,141,13.8,5771693435,56,Right,5771693437,140,53.0,5771693443,213,4.96,5771693441,212,39.2,5771693445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744095,183,1,1,19,2,ak0rmms5xl49w57i2rvid1tk9,1,55.3,18.2,2025-06-15T02:06:10.739Z,2025-06-15T02:06:15Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,5771693555,140,69.7,5771693561,213,0.44,5771693557,141,28.8,5771693553,56,Center,5771693559,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744099,184,1,1,19,6,ak0rmms5xl49w57i2rvid1tk9,1,74.2,22.3,2025-06-15T02:06:15.219Z,2025-06-15T02:06:26Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,5771693583,212,19.6,5771693581,141,7.0,5771693585,213,3.70,5771693589,156,,5771693577,56,Right,5771693579,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744111,185,1,1,19,7,ak0rmms5xl49w57i2rvid1tk9,0,67.9,15.8,2025-06-15T02:06:16.459Z,2025-06-15T04:39:21Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,5771753849,155,,5771693651,141,32.8,5771693655,213,0.50,5771693649,140,88.0,5771693653,212,24.1,5771693647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744135,153,1,1,19,9,b5l2e3csycjb8twvq9ek0j5gq,1,5.8,59.9,2025-06-15T02:06:18.189Z,2025-06-15T02:25:20Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5771693799,213,5.38,5771693791,56,Back,5771693795,141,40.7,5771693789,123,,5771693797,212,16.7,5771693793,140,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744167,154,1,1,19,16,b5l2e3csycjb8twvq9ek0j5gq,1,15.7,40.7,2025-06-15T02:06:24.683Z,2025-06-15T02:06:31Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5771694009,213,1.85,5771694001,56,Back,5771694005,141,61.4,5771694003,140,11.9,5771694007,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744175,155,1,1,19,23,b5l2e3csycjb8twvq9ek0j5gq,1,19.2,65.2,2025-06-15T02:06:31.747Z,2025-06-15T02:06:32Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5771694035,56,Back,5771694037,140,35.6,5771694039,141,68.8,5771694043,213,0.14,5771694041,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744181,156,1,1,19,24,b5l2e3csycjb8twvq9ek0j5gq,1,35.6,68.8,2025-06-15T02:06:32.715Z,2025-06-15T02:06:33Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5771694069,56,Back,5771694085,156,,5771694073,141,68.5,5771694077,213,3.15,5771694071,140,18.8,5771694075,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744215,157,1,1,19,25,b5l2e3csycjb8twvq9ek0j5gq,1,18.8,68.5,2025-06-15T02:06:34.188Z,2025-06-15T02:06:37Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5771694277,56,Back,5771694279,140,22.6,5771694281,141,82.4,5771694285,213,1.17,5771694283,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744259,158,1,1,19,28,b5l2e3csycjb8twvq9ek0j5gq,1,24.2,88.3,2025-06-15T02:06:37.332Z,2025-06-15T02:06:42Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5771694595,212,22.2,5771694591,140,45.3,5771694589,56,Back,5771694597,213,0.05,5771694593,141,89.9,5771694587,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744267,159,61,1,19,34,b5l2e3csycjb8twvq9ek0j5gq,0,55.0,87.8,2025-06-15T02:06:42.660Z,2025-06-15T02:06:43Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5771694611,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744291,187,1,1,19,35,ak0rmms5xl49w57i2rvid1tk9,0,44.3,9.5,2025-06-15T02:06:44.260Z,2025-06-15T04:39:25Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,5771694699,141,31.6,5771694701,212,21.8,5771694703,213,0.76,5771694697,140,59.3,5771694695,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744383,160,1,1,19,37,b5l2e3csycjb8twvq9ek0j5gq,1,39.5,71.5,2025-06-15T02:06:46.283Z,2025-06-15T02:06:55Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5771695149,212,9.9,5771695151,213,0.14,5771695147,141,73.5,5771695143,56,Back,5771695145,140,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822756901,364,61,1,19,44,b5l2e3csycjb8twvq9ek0j5gq,0,47.2,78.7,2025-06-15T02:06:53.413Z,2025-06-15T02:31:28Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5771767683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822756867,368,1,1,19,45,ak0rmms5xl49w57i2rvid1tk9,0,56.0,25.4,2025-06-15T02:06:54.169Z,2025-06-15T02:31:37Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,5771768101,140,50.3,5771768105,212,6.4,5771768099,56,Center,5771768107,213,3.52,5771768103,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744425,188,4,1,19,46,ak0rmms5xl49w57i2rvid1tk9,1,53.6,27.2,2025-06-15T02:06:54.973Z,2025-06-15T03:52:50Z,,,,5771695439,152,,5771695545,233,161,5771695435,10,,5771695437,56,Center,5771695441,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744393,161,4,1,19,46,b5l2e3csycjb8twvq9ek0j5gq,0,46.4,72.8,2025-06-15T02:06:54.974Z,2025-06-15T03:52:51Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5771695529,152,,5771695531,285,,5771695569,233,188,5771695527,56,Back,5771695525,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744651,189,1,1,20,10,ak0rmms5xl49w57i2rvid1tk9,1,49.2,25.9,2025-06-15T02:07:18.717Z,2025-06-15T02:07:21Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,5771696635,141,7.3,5771696631,56,Right,5771696637,212,21.8,5771696633,140,66.1,5771696639,213,5.66,5771696627,5,,5771696629,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744691,190,1,1,20,12,ak0rmms5xl49w57i2rvid1tk9,1,70.2,7.9,2025-06-15T02:07:21.636Z,2025-06-15T02:07:25Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,5771696869,56,Right,5771696875,212,13.3,5771696871,140,60.4,5771696873,141,20.3,5771696877,213,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744743,191,1,1,20,16,ak0rmms5xl49w57i2rvid1tk9,1,60.4,20.3,2025-06-15T02:07:25.013Z,2025-06-15T02:07:30Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,5771697139,56,Center,5771697137,155,,5771697149,1,,5771697143,141,75.0,5771697147,213,1.48,5771697141,140,63.8,5771697145,212,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744767,192,1,1,20,21,ak0rmms5xl49w57i2rvid1tk9,1,63.1,78.8,2025-06-15T02:07:30.364Z,2025-06-15T02:07:32Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,5771697285,212,19.3,5771697281,140,45.8,5771697283,141,69.4,5771697287,213,3.48,5771697279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744783,193,1,1,20,24,ak0rmms5xl49w57i2rvid1tk9,1,45.8,69.4,2025-06-15T02:07:32.884Z,2025-06-15T02:07:36Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5771697433,212,26.9,5771697435,213,4.64,5771697431,141,30.0,5771697429,140,43.9,5771697427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744811,194,1,1,20,27,ak0rmms5xl49w57i2rvid1tk9,0,39.0,31.0,2025-06-15T02:07:36.437Z,2025-06-15T02:07:40Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,5771697601,1,,5771697597,212,54.9,5771697593,140,74.5,5771697589,155,,5771697591,56,Left,5771697595,141,90.3,5771697599,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744813,162,8,1,20,31,b5l2e3csycjb8twvq9ek0j5gq,1,32.4,12.5,2025-06-15T02:07:40.252Z,2025-06-15T02:07:40Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5771697603,56,Back,5771697605,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744847,164,4,1,20,35,b5l2e3csycjb8twvq9ek0j5gq,1,38.8,15.5,2025-06-15T02:07:43.957Z,2025-06-15T03:52:51Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,5771697819,13,,5771698013,233,195,5771697929,294,,5771697827,286,,5771697823,152,,5771697821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744859,195,4,1,20,35,ak0rmms5xl49w57i2rvid1tk9,0,61.2,84.5,2025-06-15T02:07:43.958Z,2025-06-15T03:52:51Z,39t59x9q2xumbn2hphk7urp7u,I. Foster,,5771698067,233,164,5771698005,294,,5771698007,56,Left,5771698003,13,,5771698011,285,,5771698009,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745041,165,1,1,20,57,b5l2e3csycjb8twvq9ek0j5gq,1,35.1,8.8,2025-06-15T02:08:06.277Z,2025-06-15T02:08:10Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5771698979,152,,5771698975,155,,5771698977,196,,5771698973,5,,5771698989,213,1.41,5771698991,1,,5771698985,141,92.0,5771698981,56,Back,5771698987,212,5771698983,140,44.0,,,,,,,,57.3,,,,,,,,,,
2822745043,166,44,1,21,1,b5l2e3csycjb8twvq9ek0j5gq,1,43.0,86.2,2025-06-15T02:08:10.332Z,2025-06-15T03:53:21Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5771698995,56,Back,5771698997,285,,5771699029,233,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745049,196,44,1,21,1,ak0rmms5xl49w57i2rvid1tk9,0,57.0,13.8,2025-06-15T02:08:10.333Z,2025-06-15T03:53:21Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,5771699039,233,166,5771699009,56,Right,5771699011,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745063,167,1,1,21,2,b5l2e3csycjb8twvq9ek0j5gq,1,44.0,92.0,2025-06-15T02:08:10.717Z,2025-06-15T02:08:13Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5771699083,212,12.9,5771699081,141,88.1,5771699085,213,6.08,5771699077,56,Left,5771699075,3,,5771699079,140,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745071,168,1,1,21,4,b5l2e3csycjb8twvq9ek0j5gq,0,60.0,82.1,2025-06-15T02:08:13.292Z,2025-06-15T02:08:13Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5771699123,56,Center,5771699127,141,78.4,5771699131,213,3.65,5771699125,140,55.7,5771699129,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745077,197,8,1,21,6,ak0rmms5xl49w57i2rvid1tk9,1,42.8,28.0,2025-06-15T02:08:14.694Z,2025-06-15T02:08:14Z,bjm0d2f9er34ymm41sulmkout,S. Echevarria,,5771699181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745105,199,1,1,21,7,ak0rmms5xl49w57i2rvid1tk9,0,43.1,18.8,2025-06-15T02:08:16.229Z,2025-06-15T02:33:23Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,5771699359,141,37.6,5771699357,140,69.5,5771699363,213,0.43,5771699355,56,Center,5771699361,212,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745109,200,43,1,21,8,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-06-15T02:08:16.709Z,2025-06-15T02:33:20Z,3ljxfq84ubqzlooixppmpfdd6,J. Tejada,,5771772565,144,61,5771699381,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745131,170,1,1,21,10,b5l2e3csycjb8twvq9ek0j5gq,1,28.8,64.2,2025-06-15T02:08:19.279Z,2025-06-15T02:08:20Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5771699469,141,53.6,5771699467,140,37.8,5771699465,56,Back,5771699473,213,5.63,5771699471,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745169,171,1,1,21,11,b5l2e3csycjb8twvq9ek0j5gq,1,39.0,54.8,2025-06-15T02:08:20.659Z,2025-06-15T02:08:24Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5771699659,56,Back,5771699667,213,1.40,5771699663,141,71.7,5771699661,140,40.9,5771699665,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745213,172,1,1,21,15,b5l2e3csycjb8twvq9ek0j5gq,1,42.2,73.6,2025-06-15T02:08:24.355Z,2025-06-15T02:08:26Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5771699803,212,8.9,5771699801,141,66.9,5771699805,213,3.68,5771699797,56,Back,5771699799,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745239,173,1,1,21,17,b5l2e3csycjb8twvq9ek0j5gq,1,33.8,65.8,2025-06-15T02:08:26.277Z,2025-06-15T02:08:28Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5771699921,212,19.7,5771699923,213,4.66,5771699915,56,Back,5771699917,140,32.8,5771699919,141,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745267,174,1,1,21,20,b5l2e3csycjb8twvq9ek0j5gq,1,34.7,35.2,2025-06-15T02:08:28.700Z,2025-06-15T02:08:32Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5771700103,56,Back,5771700107,141,41.2,5771700105,140,46.8,5771700111,213,0.31,5771700109,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745317,175,1,1,21,23,b5l2e3csycjb8twvq9ek0j5gq,1,44.2,32.1,2025-06-15T02:08:32.180Z,2025-06-15T02:08:36Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5771700345,56,Back,5771700347,140,43.3,5771700351,212,12.4,5771700349,141,50.3,5771700353,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745349,176,1,1,21,27,b5l2e3csycjb8twvq9ek0j5gq,1,44.5,57.3,2025-06-15T02:08:36.205Z,2025-06-15T02:08:38Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5771700529,141,77.2,5771700527,140,42.8,5771700525,56,Back,5771700531,212,13.6,5771700533,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745393,177,1,1,21,29,b5l2e3csycjb8twvq9ek0j5gq,1,43.4,75.9,2025-06-15T02:08:38.436Z,2025-06-15T02:08:42Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5771700759,140,36.6,5771700757,56,Back,5771700765,213,4.24,5771700761,141,55.4,5771700763,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745417,178,1,1,21,33,b5l2e3csycjb8twvq9ek0j5gq,1,38.0,53.7,2025-06-15T02:08:42.565Z,2025-06-15T02:08:44Z,ei30dsbb51ri88sr7aku2t13p,G. Margvelashvili,,5771700915,141,70.5,5771700911,56,Back,5771700913,140,38.9,5771700917,212,11.5,5771700919,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745453,179,1,1,21,35,b5l2e3csycjb8twvq9ek0j5gq,1,39.8,73.6,2025-06-15T02:08:44.580Z,2025-06-15T02:08:48Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5771701081,212,15.4,5771701083,213,0.09,5771701075,56,Center,5771701077,140,54.4,5771701079,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745457,180,1,1,21,39,b5l2e3csycjb8twvq9ek0j5gq,1,54.4,75.6,2025-06-15T02:08:48.148Z,2025-06-15T02:08:49Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5771701099,56,Back,5771701107,213,3.80,5771701103,141,67.2,5771701101,140,47.4,5771701105,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745479,181,1,1,21,40,b5l2e3csycjb8twvq9ek0j5gq,1,47.4,67.2,2025-06-15T02:08:49.092Z,2025-06-15T02:08:52Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5771701213,141,89.0,5771701215,212,14.8,5771701211,140,47.7,5771701219,213,1.55,5771701207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745491,182,1,1,21,43,b5l2e3csycjb8twvq9ek0j5gq,1,56.6,82.4,2025-06-15T02:08:52.285Z,2025-06-15T02:08:54Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5771701313,56,Center,5771701317,141,71.4,5771701315,140,65.4,5771701321,213,5.60,5771701319,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745493,183,61,1,21,46,b5l2e3csycjb8twvq9ek0j5gq,0,65.8,71.2,2025-06-15T02:08:54.757Z,2025-06-15T02:08:55Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5771701325,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745507,202,50,1,21,47,ak0rmms5xl49w57i2rvid1tk9,1,39.7,24.5,2025-06-15T02:08:56.348Z,2025-06-15T03:53:02Z,dv0qqd4mx117y4al165nsdic4,T. Clegg,,5771701471,233,184,5771701397,56,Back,5771701399,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745515,184,7,1,21,47,b5l2e3csycjb8twvq9ek0j5gq,1,60.3,75.5,2025-06-15T02:08:56.349Z,2025-06-15T03:53:01Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5771701441,56,Center,5771701445,233,202,5771701443,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745527,185,1,1,21,49,b5l2e3csycjb8twvq9ek0j5gq,1,58.5,86.8,2025-06-15T02:08:57.780Z,2025-06-15T02:08:59Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5771701511,56,Left,5771701515,141,86.8,5771701513,140,53.7,5771701517,212,5.0,5771701519,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745537,186,1,1,21,49,b5l2e3csycjb8twvq9ek0j5gq,1,53.7,86.8,2025-06-15T02:08:58.420Z,2025-06-15T02:09:01Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,5771701559,56,Center,5771701563,141,78.4,5771701567,213,5.50,5771701565,212,8.1,5771701561,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745543,187,1,1,21,52,b5l2e3csycjb8twvq9ek0j5gq,1,62.4,75.6,2025-06-15T02:09:00.957Z,2025-06-15T02:09:01Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5771701589,140,57.1,5771701591,141,69.4,5771701595,213,3.79,5771701593,212,7.0,5771701587,56,Center,5771701617,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745563,188,1,1,21,53,b5l2e3csycjb8twvq9ek0j5gq,1,57.1,69.4,2025-06-15T02:09:02.133Z,2025-06-15T02:09:03Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5771701691,141,54.6,5771701695,213,3.96,5771701689,140,48.2,5771701693,212,13.7,5771701687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745591,189,1,1,21,54,b5l2e3csycjb8twvq9ek0j5gq,1,48.2,54.6,2025-06-15T02:09:03.588Z,2025-06-15T02:09:07Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5771701897,213,5.16,5771701893,141,31.5,5771701889,56,Center,5771701891,140,55.3,5771701895,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745595,190,50,1,21,58,b5l2e3csycjb8twvq9ek0j5gq,1,61.2,30.0,2025-06-15T02:09:07.476Z,2025-06-15T03:53:03Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5771701913,56,Center,5771701915,286,,5771702135,233,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745623,203,7,1,21,58,ak0rmms5xl49w57i2rvid1tk9,1,38.8,70.0,2025-06-15T02:09:07.477Z,2025-06-15T04:42:00Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,5771702085,285,,5771702107,233,190,5771702083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745647,205,1,1,22,2,ak0rmms5xl49w57i2rvid1tk9,1,36.3,57.0,2025-06-15T02:09:11.062Z,2025-06-15T02:09:12Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,5771702173,140,41.6,5771702177,212,6.8,5771702175,141,62.7,5771702171,56,Back,5771702179,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745695,206,1,1,22,3,ak0rmms5xl49w57i2rvid1tk9,1,41.6,62.7,2025-06-15T02:09:11.781Z,2025-06-15T02:09:18Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,5771702447,56,Left,5771702455,213,0.60,5771702451,141,86.8,5771702449,140,64.3,5771702453,212,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745719,207,1,1,22,9,ak0rmms5xl49w57i2rvid1tk9,1,62.8,83.2,2025-06-15T02:09:18.446Z,2025-06-15T02:09:21Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,5771702595,56,Left,5771702597,140,70.6,5771702599,141,90.2,5771702603,213,0.53,5771702601,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745741,208,1,1,22,13,ak0rmms5xl49w57i2rvid1tk9,1,74.5,90.6,2025-06-15T02:09:21.878Z,2025-06-15T02:09:24Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,5771702719,212,14.4,5771702721,213,4.35,5771702715,140,69.6,5771702717,141,70.8,5771702713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745751,209,1,1,22,15,ak0rmms5xl49w57i2rvid1tk9,1,73.5,77.2,2025-06-15T02:09:24.430Z,2025-06-15T02:09:25Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,5771702791,140,67.0,5771702795,212,8.3,5771702789,56,Center,5771702797,213,3.74,5771702793,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745793,210,1,1,22,16,ak0rmms5xl49w57i2rvid1tk9,1,67.0,70.3,2025-06-15T02:09:25.590Z,2025-06-15T02:09:29Z,bjm0d2f9er34ymm41sulmkout,S. Echevarria,,5771703063,56,Right,5771703067,141,14.1,5771703065,140,66.2,5771703069,212,38.2,5771703073,1,,5771703071,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745877,211,1,1,22,21,ak0rmms5xl49w57i2rvid1tk9,1,67.8,22.7,2025-06-15T02:09:29.862Z,2025-06-15T02:09:46Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,1.0,5771703491,140,88.8,5771703495,212,23.5,5771703489,56,Right,5771703497,213,5.93,5771703493,141,10.9,5771704105,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745889,212,13,1,22,27,ak0rmms5xl49w57i2rvid1tk9,1,87.8,26.8,2025-06-15T02:09:35.830Z,2025-06-15T02:09:46Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,5771704121,103,23.6,5771704123,215,,5771703537,22,,5771703539,63,,5771704115,55,211,5771703541,56,Center,5771704119,102,41.5,5771704125,230,99.4,5771703821,72,5771704127,231,46.4,5771704111,84,5771704113,29,,,,,,,,,,,,,,
2822746015,191,5,1,22,29,b5l2e3csycjb8twvq9ek0j5gq,1,-1.2,57.4,2025-06-15T02:09:38.175Z,2025-06-15T03:53:39Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,5771704331,346,,5771704361,233,213,5771704329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822745929,213,5,1,22,29,ak0rmms5xl49w57i2rvid1tk9,0,101.2,42.6,2025-06-15T02:09:38.175Z,2025-06-15T03:53:40Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,5771703803,346,,5771704385,233,191,5771703801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822746157,192,1,1,22,52,b5l2e3csycjb8twvq9ek0j5gq,1,3.7,50.9,2025-06-15T02:10:00.798Z,2025-06-15T02:10:03Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5771705083,213,1.32,5771705087,237,,5771705081,212,9.8,5771705079,141,64.8,5771705077,140,6.0,5771705073,124,,5771705075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2822746203,193,1,1,22,54,b5l2e3csycjb8twvq9ek0j5gq,1,7.6,67.0,2025-06-15T02:10:03.454Z,2025-06-15T02:10:09Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5771705365,1,,5771705361,212,48.5,5771705363,213,0.16,5771705355,56,Center,5771705353,155,,5771705357,140,53.2,5771705359,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,
