id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2823362669,219,43,1,26,19,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-19T00:33:05.940Z,2025-06-19T00:33:09Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5775185685,144,61,5775185583,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362677,220,4,1,26,20,7neuneh44n9rtsfsh6r0sb9no,1,68.2,11.6,2025-06-19T00:33:06.996Z,2025-06-19T00:43:54Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5775194135,294,,5775185795,233,218,5775185613,152,,5775185611,56,Right,5775185609,13,,5775185617,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362701,218,4,1,26,20,c9xffml4i7ihblp1qhus9w3fu,0,31.8,88.4,2025-06-19T00:33:06.997Z,2025-06-19T00:43:51Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5775185781,285,,5775185777,152,,5775185799,233,220,5775186063,55,217,5775185773,13,,5775185775,56,Back,5775194133,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362693,217,17,1,26,25,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-19T00:33:11.987Z,2025-06-19T02:17:06Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5775186059,55,218,5775185745,392,,5775185747,13,243,5775185743,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362887,221,43,1,27,41,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-19T00:34:27.941Z,2025-06-19T00:35:25Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5775186705,140,83.6,5775187377,144,1,5775186695,2,0,5775186703,56,Center,5775186697,5,0,5775186707,141,46.6,5775186711,213,1.29,5775186709,212,31.2,5775186699,155,0,5775186701,152,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2823362889,219,43,1,27,46,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-19T00:34:33.317Z,2025-06-19T00:35:13Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5775186723,285,0,5775186719,152,0,5775186717,56,Back,5775186737,233,222,5775187227,144,4,5775186721,265,0,5775186715,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362891,222,43,1,27,46,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-19T00:34:33.318Z,2025-06-19T00:35:22Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5775186731,152,0,5775186729,56,Center,5775186735,286,0,5775186733,265,0,5775187349,144,4,5775186727,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362969,223,1,1,28,30,7neuneh44n9rtsfsh6r0sb9no,0,70.9,2.9,2025-06-19T00:35:17.228Z,2025-06-19T00:35:54Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5775187301,56,Right,5775187485,5,,5775187309,213,0.61,5775187307,212,7.3,5775187297,2,,5775187487,152,,5775187303,140,76.6,5775187299,155,,5775187305,141,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362967,220,61,1,28,30,c9xffml4i7ihblp1qhus9w3fu,1,30.2,57.6,2025-06-19T00:35:17.410Z,2025-06-19T00:35:57Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5775187293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362971,221,12,1,28,31,c9xffml4i7ihblp1qhus9w3fu,1,27.3,46.6,2025-06-19T00:35:18.738Z,2025-06-19T00:35:58Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5775187329,15,,5775187321,140,52.5,5775187319,56,Center,5775187325,212,27.8,5775187327,213,5.97,5775187323,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362991,224,1,1,28,40,7neuneh44n9rtsfsh6r0sb9no,1,67.2,86.0,2025-06-19T00:35:27.044Z,2025-06-19T00:35:31Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5775187423,140,89.1,5775187431,1,,5775187425,141,16.8,5775187419,196,,5775187417,155,,5775187427,212,52.4,5775187421,56,Right,5775187429,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362989,222,43,1,28,43,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-19T00:35:29.994Z,2025-06-19T00:46:44Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5775196693,144,83,5775187461,399,t8bq7sttljbcrrspxz5tnm5l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363043,224,4,1,28,44,c9xffml4i7ihblp1qhus9w3fu,1,11.0,75.2,2025-06-19T00:35:31.020Z,2025-06-19T01:00:48Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5775187677,152,,5775187681,285,,5775187673,13,,5775196729,294,,5775196895,233,225,5775187675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362993,225,4,1,28,44,7neuneh44n9rtsfsh6r0sb9no,0,89.0,24.8,2025-06-19T00:35:31.021Z,2025-06-19T02:10:04Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5775196389,13,,5775187435,56,Center,5775196391,152,,5775196899,233,224,5775195787,286,,5775196737,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823362995,226,43,1,28,45,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-19T00:35:32.228Z,2025-06-19T00:46:31Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5775187441,56,Center,5775196411,144,5,5775187443,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363001,223,43,1,28,47,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-19T00:35:34.082Z,2025-06-19T00:36:17Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5775187687,144,5,5775187499,346,0,5775187513,233,226,5775187467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363047,225,1,1,29,32,c9xffml4i7ihblp1qhus9w3fu,0,12.6,69.3,2025-06-19T00:36:19.282Z,2025-06-19T00:36:23Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5775187703,213,0.32,5775187695,56,Left,5775187693,152,,5775187705,1,,5775187689,5,,5775187697,140,74.9,5775187701,212,69.0,5775187699,141,100.0,5775187691,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363049,226,5,1,29,36,c9xffml4i7ihblp1qhus9w3fu,0,73.5,101.2,2025-06-19T00:36:22.957Z,2025-06-19T01:04:01Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5775187845,233,227,5775187709,56,Left,5775187711,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363069,227,5,1,29,36,7neuneh44n9rtsfsh6r0sb9no,1,26.5,-1.2,2025-06-19T00:36:22.957Z,2025-06-19T01:04:01Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5775187823,233,226,5775187819,347,,5775187817,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363077,228,1,1,29,57,7neuneh44n9rtsfsh6r0sb9no,0,41.8,0.0,2025-06-19T00:36:44.493Z,2025-06-19T00:36:47Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5775187873,56,Right,5775187875,140,53.6,5775187877,141,12.8,5775187881,213,0.68,5775187871,107,,5775187879,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363173,232,83,1,30,0,7neuneh44n9rtsfsh6r0sb9no,0,41.3,12.5,2025-06-19T00:36:46.909Z,2025-06-19T00:37:21Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5775188427,399,bxlh35ww96wgrsgfc8blou50p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363089,227,1,1,30,0,c9xffml4i7ihblp1qhus9w3fu,1,52.7,84.4,2025-06-19T00:36:46.929Z,2025-06-19T00:36:48Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5775187937,212,12.8,5775187931,56,Left,5775187939,213,0.09,5775187933,140,64.8,5775187935,141,86.0,5775187929,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363091,228,50,1,30,1,c9xffml4i7ihblp1qhus9w3fu,1,59.6,86.6,2025-06-19T00:36:48.138Z,2025-06-19T00:36:54Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5775187947,286,,5775187945,56,Left,5775187961,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363093,229,7,1,30,1,7neuneh44n9rtsfsh6r0sb9no,0,40.4,13.4,2025-06-19T00:36:48.139Z,2025-06-19T00:36:53Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5775187951,56,Back,5775187955,233,228,5775187953,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363101,229,1,1,30,3,c9xffml4i7ihblp1qhus9w3fu,1,60.8,87.1,2025-06-19T00:36:49.858Z,2025-06-19T00:37:51Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5775187985,56,Left,5775187987,140,60.8,5775187991,212,0.1,5775187983,3,,5775187989,141,87.2,5775187993,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363103,230,3,1,30,5,c9xffml4i7ihblp1qhus9w3fu,0,57.8,87.5,2025-06-19T00:36:52.338Z,2025-06-19T01:00:00Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5775187997,56,Left,5775187999,286,,5775188043,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363111,230,7,1,30,5,7neuneh44n9rtsfsh6r0sb9no,1,42.2,12.5,2025-06-19T00:36:52.339Z,2025-06-19T01:00:00Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5775188007,56,Back,5775188009,285,,5775188027,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363115,231,3,1,30,6,7neuneh44n9rtsfsh6r0sb9no,0,45.5,13.2,2025-06-19T00:36:53.688Z,2025-06-19T01:00:01Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5775188035,233,231,5775188015,56,Back,5775188017,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363107,231,7,1,30,6,c9xffml4i7ihblp1qhus9w3fu,1,54.5,86.8,2025-06-19T00:36:53.689Z,2025-06-19T01:00:01Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5775188019,233,231,5775188005,285,,5775188003,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363117,233,1,1,30,7,c9xffml4i7ihblp1qhus9w3fu,1,60.4,85.0,2025-06-19T00:36:54.698Z,2025-06-19T00:36:57Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5775188051,141,85.4,5775188047,56,Back,5775188053,212,15.9,5775188049,140,45.3,5775188055,213,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363131,234,1,1,30,9,c9xffml4i7ihblp1qhus9w3fu,1,45.3,85.4,2025-06-19T00:36:56.002Z,2025-06-19T00:37:06Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5775188141,212,23.6,5775188135,56,Back,5775188137,140,29.7,5775188143,213,3.94,5775188139,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363171,235,1,1,30,29,c9xffml4i7ihblp1qhus9w3fu,1,13.5,58.8,2025-06-19T00:37:16.313Z,2025-06-19T00:37:17Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5775188343,213,5.48,5775188339,141,40.7,5775188341,212,17.1,5775188335,56,Back,5775188337,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363179,236,1,1,30,30,c9xffml4i7ihblp1qhus9w3fu,1,24.8,40.7,2025-06-19T00:37:16.921Z,2025-06-19T00:37:18Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5775188381,141,60.3,5775188379,140,18.0,5775188377,56,Back,5775188383,212,15.1,5775188385,213,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363187,237,1,1,30,31,c9xffml4i7ihblp1qhus9w3fu,1,18.0,60.3,2025-06-19T00:37:18.593Z,2025-06-19T00:37:20Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5775188417,213,0.86,5775188413,141,86.0,5775188415,212,23.1,5775188409,56,Back,5775188411,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363203,238,1,1,30,35,c9xffml4i7ihblp1qhus9w3fu,0,31.2,85.0,2025-06-19T00:37:22.385Z,2025-06-19T00:37:26Z,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,,,5775188481,56,Left,5775188479,155,,5775188489,213,6.22,5775188487,212,54.3,5775188491,1,,5775188483,140,82.8,5775188485,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363209,233,4,1,30,41,7neuneh44n9rtsfsh6r0sb9no,1,17.4,17.8,2025-06-19T00:37:28.653Z,2025-06-19T00:37:32Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5775188555,152,,5775188553,56,Back,5775188561,233,239,5775188557,265,,5775188559,285,,5775188551,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363211,239,4,1,30,41,c9xffml4i7ihblp1qhus9w3fu,0,82.6,82.2,2025-06-19T00:37:28.654Z,2025-06-19T00:37:33Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5775188537,265,,5775188531,13,,5775188539,286,,5775188533,56,Left,5775188535,152,,5775188567,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363305,234,1,1,31,18,7neuneh44n9rtsfsh6r0sb9no,0,20.7,23.0,2025-06-19T00:38:04.983Z,2025-06-19T00:38:09Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5775189095,213,0.24,5775189093,212,49.4,5775189085,152,,5775189083,157,,5775189089,140,66.4,5775189097,1,,5775189081,5,,5775189087,56,Center,5775189091,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363303,240,44,1,31,21,c9xffml4i7ihblp1qhus9w3fu,1,32.4,68.2,2025-06-19T00:38:08.146Z,2025-06-19T01:00:12Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5775189077,56,Back,5775189079,285,,5775189119,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363309,235,44,1,31,21,7neuneh44n9rtsfsh6r0sb9no,0,67.6,31.8,2025-06-19T00:38:08.147Z,2025-06-19T01:00:12Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5775189113,56,Center,5775189115,286,,5775189123,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363307,241,1,1,31,21,c9xffml4i7ihblp1qhus9w3fu,0,30.6,82.4,2025-06-19T00:38:08.522Z,2025-06-19T00:38:09Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5775189101,3,,5775189111,213,0.69,5775189109,212,9.4,5775189107,141,91.2,5775189103,56,Back,5775189105,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363315,242,43,1,31,24,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-19T00:38:10.961Z,2025-06-19T00:48:20Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5775189951,399,7y9k549gjh2183ylplvwg2q5l,5775197815,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363321,236,1,1,31,25,7neuneh44n9rtsfsh6r0sb9no,1,55.6,31.0,2025-06-19T00:38:12.397Z,2025-06-19T00:38:13Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5775189179,56,Right,5775189181,140,55.0,5775189187,213,4.67,5775189185,212,15.5,5775189183,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363329,237,1,1,31,26,7neuneh44n9rtsfsh6r0sb9no,1,55.0,8.2,2025-06-19T00:38:13.437Z,2025-06-19T00:38:15Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5775189221,140,49.1,5775189223,141,17.9,5775189227,213,2.32,5775189219,56,Back,5775189225,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363335,238,1,1,31,28,7neuneh44n9rtsfsh6r0sb9no,1,54.7,18.8,2025-06-19T00:38:15.565Z,2025-06-19T00:38:17Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5775189263,213,4.43,5775189259,141,3.2,5775189257,140,51.8,5775189261,212,11.0,5775189255,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363341,239,1,1,31,30,7neuneh44n9rtsfsh6r0sb9no,1,51.8,3.2,2025-06-19T00:38:17.581Z,2025-06-19T00:38:19Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5775189291,56,Right,5775189299,213,1.19,5775189293,140,55.6,5775189297,212,10.8,5775189295,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363349,240,1,1,31,32,7neuneh44n9rtsfsh6r0sb9no,1,55.8,20.4,2025-06-19T00:38:19.093Z,2025-06-19T00:38:21Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5775189329,140,39.3,5775189335,213,2.37,5775189333,212,24.3,5775189331,141,45.4,5775189327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363363,241,1,1,31,34,7neuneh44n9rtsfsh6r0sb9no,1,41.2,50.9,2025-06-19T00:38:21.437Z,2025-06-19T00:38:25Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5775189401,140,62.2,5775189399,56,Left,5775189407,213,0.80,5775189403,141,84.1,5775189405,212,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363369,242,1,1,31,38,7neuneh44n9rtsfsh6r0sb9no,1,65.2,84.5,2025-06-19T00:38:25.557Z,2025-06-19T00:38:27Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5775189447,212,11.3,5775189443,140,72.7,5775189445,141,72.6,5775189441,56,Center,5775189449,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363373,243,1,1,31,40,7neuneh44n9rtsfsh6r0sb9no,1,72.7,72.6,2025-06-19T00:38:26.990Z,2025-06-19T00:38:28Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5775189469,141,90.3,5775189467,140,72.7,5775189471,212,12.0,5775189473,213,1.57,5775189465,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363379,244,1,1,31,41,7neuneh44n9rtsfsh6r0sb9no,1,72.7,90.3,2025-06-19T00:38:28.149Z,2025-06-19T00:38:31Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5775189499,212,11.8,5775189493,56,Left,5775189497,141,90.6,5775189501,213,3.12,5775189495,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363375,243,43,1,31,44,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-19T00:38:31.049Z,2025-06-19T00:38:35Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5775189547,399,bgxiot2ugkc6t5jchxewen4k5,5775189589,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363381,245,4,1,31,44,7neuneh44n9rtsfsh6r0sb9no,1,67.4,85.6,2025-06-19T00:38:31.534Z,2025-06-19T00:59:53Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5775189563,233,244,5775189545,286,,5775189543,265,,5775189539,56,Left,5775189537,13,,5775189541,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363387,244,4,1,31,44,c9xffml4i7ihblp1qhus9w3fu,0,32.6,14.4,2025-06-19T00:38:31.535Z,2025-06-19T00:59:53Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5775189551,56,Back,5775189553,152,,5775189549,13,,5775189557,285,,5775189569,233,245,5775189555,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363537,246,1,1,32,34,7neuneh44n9rtsfsh6r0sb9no,0,70.4,96.9,2025-06-19T00:39:21.525Z,2025-06-19T00:39:29Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5775190403,212,46.0,5775190389,2,,5775190405,213,5.05,5775190397,56,Center,5775190399,140,85.1,5775190391,5,,5775190407,1,,5775190395,152,,5775190393,155,,5775190401,141,,,33.1,,,,,,,,,,,,,,,,,,,,,,,,,
2823363523,245,44,1,32,35,c9xffml4i7ihblp1qhus9w3fu,1,16.3,63.5,2025-06-19T00:39:22.329Z,2025-06-19T01:00:13Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5775190331,285,,5775190449,233,247,5775190329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363539,247,44,1,32,35,7neuneh44n9rtsfsh6r0sb9no,0,83.7,36.5,2025-06-19T00:39:22.330Z,2025-06-19T01:00:13Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5775190415,56,Center,5775190417,286,,5775190453,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363525,246,12,1,32,35,c9xffml4i7ihblp1qhus9w3fu,1,18.8,57.8,2025-06-19T00:39:22.594Z,2025-06-19T00:39:25Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5775190335,140,6.1,5775190341,213,2.34,5775190349,15,,5775190333,56,Back,5775190339,212,19.2,5775190337,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363657,247,12,1,32,38,c9xffml4i7ihblp1qhus9w3fu,1,6.1,78.4,2025-06-19T00:39:25.552Z,2025-06-19T00:39:52Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5775191051,213,6.17,5775191045,140,63.7,5775191043,56,Center,5775191047,141,68.1,5775191049,212,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363579,248,1,1,32,43,7neuneh44n9rtsfsh6r0sb9no,1,48.2,21.8,2025-06-19T00:39:30.790Z,2025-06-19T00:39:34Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5775190607,141,1.9,5775190609,212,15.1,5775190611,213,5.17,5775190601,3,,5775190605,140,54.6,5775190603,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363587,249,1,1,32,47,7neuneh44n9rtsfsh6r0sb9no,1,55.5,2.3,2025-06-19T00:39:34.429Z,2025-06-19T00:39:36Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5775190659,141,18.0,5775190663,213,1.90,5775190655,56,Right,5775190661,212,11.3,5775190657,140,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363589,250,1,1,32,49,7neuneh44n9rtsfsh6r0sb9no,1,52.0,18.0,2025-06-19T00:39:36.087Z,2025-06-19T00:39:37Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5775190671,141,4.6,5775190667,56,Right,5775190675,213,5.09,5775190669,140,55.4,5775190673,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363593,251,1,1,32,50,7neuneh44n9rtsfsh6r0sb9no,1,55.4,4.6,2025-06-19T00:39:37.598Z,2025-06-19T00:39:39Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5775190695,140,53.3,5775190703,212,13.4,5775190699,141,24.0,5775190709,213,1.74,5775190691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363607,252,1,1,32,52,7neuneh44n9rtsfsh6r0sb9no,1,53.3,24.0,2025-06-19T00:39:39.245Z,2025-06-19T00:39:43Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5775190787,212,12.0,5775190789,213,3.80,5775190781,56,Back,5775190785,141,13.2,5775190783,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823363617,253,1,1,32,56,7neuneh44n9rtsfsh6r0sb9no,1,45.7,28.9,2025-06-19T00:39:43.206Z,2025-06-19T00:39:45Z,6e7vgxyzx00c79hw1wg4d01sk,C. Ukaegbu,,,5775190825,141,45.1,5775190823,140,40.2,5775190829,213,2.05,5775190821,56,Back,5775190827,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
