id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2813150433,107,5,1,17,14,b5l2e3csycjb8twvq9ek0j5gq,1,-1.2,17.9,2025-05-11T00:56:28.243Z,2025-05-11T03:20:41Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5718361991,56,Back,5718362615,233,163,5718361993,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150531,163,5,1,17,14,87c66ubwpzykovmkaf1t46bis,0,101.2,82.1,2025-05-11T00:56:28.243Z,2025-05-11T03:20:41Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5718362577,346,,5718362575,56,Left,5718362693,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150489,108,1,1,17,20,b5l2e3csycjb8twvq9ek0j5gq,1,4.6,38.6,2025-05-11T00:56:35.059Z,2025-05-11T00:56:41Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5718362349,212,14.4,5718362351,213,1.31,5718362347,141,59.1,5718362345,140,8.2,5718362355,237,,5718362339,124,,5718362343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150509,109,1,1,17,27,b5l2e3csycjb8twvq9ek0j5gq,1,15.7,64.3,2025-05-11T00:56:41.522Z,2025-05-11T00:56:43Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5718362447,56,Back,5718362449,140,19.5,5718362451,141,88.7,5718362453,212,17.1,5718362455,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150567,110,1,1,17,28,b5l2e3csycjb8twvq9ek0j5gq,1,19.5,88.7,2025-05-11T00:56:43.186Z,2025-05-11T00:56:49Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5718362801,140,7.3,5718362807,213,4.27,5718362799,56,Back,5718362805,212,30.1,5718362803,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150619,111,1,1,17,34,b5l2e3csycjb8twvq9ek0j5gq,1,14.3,45.4,2025-05-11T00:56:49.130Z,2025-05-11T00:56:53Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5718363053,212,12.5,5718363055,213,5.26,5718363047,56,Back,5718363051,141,29.7,5718363049,140,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150649,112,1,1,17,38,b5l2e3csycjb8twvq9ek0j5gq,1,20.8,26.8,2025-05-11T00:56:52.522Z,2025-05-11T00:56:55Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5718363189,141,58.2,5718363183,56,Back,5718363191,212,21.5,5718363187,140,18.8,5718363193,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150671,113,1,1,17,40,b5l2e3csycjb8twvq9ek0j5gq,1,16.7,62.3,2025-05-11T00:56:54.935Z,2025-05-11T00:56:56Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5718363333,141,86.6,5718363337,213,1.18,5718363335,212,17.8,5718363331,140,23.1,5718363329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150715,114,1,1,17,42,b5l2e3csycjb8twvq9ek0j5gq,1,22.8,86.9,2025-05-11T00:56:56.546Z,2025-05-11T00:57:00Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5718363595,212,21.8,5718363597,213,5.24,5718363591,140,33.2,5718363593,141,59.1,5718363589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150763,115,1,1,17,45,b5l2e3csycjb8twvq9ek0j5gq,1,31.7,75.9,2025-05-11T00:57:00.106Z,2025-05-11T00:57:02Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5718363841,213,4.16,5718363839,212,13.6,5718363833,56,Back,5718363837,141,58.8,5718363835,140,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150823,116,1,1,17,48,b5l2e3csycjb8twvq9ek0j5gq,1,24.7,58.8,2025-05-11T00:57:02.378Z,2025-05-11T00:57:07Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5718364143,140,34.2,5718364141,56,Back,5718364149,213,5.14,5718364145,141,27.0,5718364147,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150851,117,1,1,17,52,b5l2e3csycjb8twvq9ek0j5gq,1,48.8,15.5,2025-05-11T00:57:06.954Z,2025-05-11T00:57:09Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5718364301,212,13.2,5718364297,140,60.5,5718364295,56,Right,5718364299,141,8.3,5718364303,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150891,118,1,1,17,55,b5l2e3csycjb8twvq9ek0j5gq,1,55.4,9.7,2025-05-11T00:57:09.450Z,2025-05-11T00:57:12Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5718364495,140,53.7,5718364497,141,25.8,5718364493,56,Center,5718364499,212,11.1,5718364501,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150943,119,1,1,17,58,b5l2e3csycjb8twvq9ek0j5gq,1,45.8,42.2,2025-05-11T00:57:12.778Z,2025-05-11T00:57:15Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5718364777,140,30.9,5718364775,56,Back,5718364779,141,48.7,5718364781,212,16.3,5718364783,213,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150955,120,1,1,18,1,b5l2e3csycjb8twvq9ek0j5gq,1,33.4,35.8,2025-05-11T00:57:15.486Z,2025-05-11T00:57:17Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5718364833,140,46.5,5718364839,213,0.14,5718364837,212,13.9,5718364835,141,38.6,5718364831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813150997,121,1,1,18,2,b5l2e3csycjb8twvq9ek0j5gq,1,46.5,38.6,2025-05-11T00:57:17.090Z,2025-05-11T00:57:20Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5718365065,141,17.1,5718365067,212,17.0,5718365063,140,38.3,5718365069,213,4.18,5718365061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151011,122,1,1,18,5,b5l2e3csycjb8twvq9ek0j5gq,1,38.3,17.1,2025-05-11T00:57:20.098Z,2025-05-11T00:57:21Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5718365143,140,47.7,5718365147,212,11.6,5718365145,141,8.0,5718365149,213,5.72,5718365141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151027,123,1,1,18,7,b5l2e3csycjb8twvq9ek0j5gq,1,47.4,8.0,2025-05-11T00:57:21.306Z,2025-05-11T00:57:22Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5718365263,141,2.5,5718365265,212,15.0,5718365267,213,6.03,5718365259,56,Right,5718365261,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151049,124,1,1,18,8,b5l2e3csycjb8twvq9ek0j5gq,1,61.2,2.5,2025-05-11T00:57:22.474Z,2025-05-11T00:57:24Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5718365417,56,Center,5718365419,140,71.6,5718365421,141,25.0,5718365423,212,18.8,5718365425,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151087,125,1,1,18,10,b5l2e3csycjb8twvq9ek0j5gq,1,76.2,31.0,2025-05-11T00:57:24.610Z,2025-05-11T00:57:27Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5718365621,56,Center,5718365627,212,9.0,5718365625,141,44.2,5718365629,213,1.54,5718365623,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151099,126,50,1,18,13,b5l2e3csycjb8twvq9ek0j5gq,1,73.0,43.8,2025-05-11T00:57:27.483Z,2025-05-11T00:57:32Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5718366053,233,164,5718365689,286,,5718365687,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151155,164,7,1,18,13,87c66ubwpzykovmkaf1t46bis,1,26.0,55.4,2025-05-11T00:57:27.484Z,2025-05-11T00:57:33Z,9izvs4qd03gfmqukkk5csxxxw,M. Omar,,,5718366001,56,Back,5718366017,233,126,5718366003,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151181,165,1,1,18,17,87c66ubwpzykovmkaf1t46bis,1,41.0,45.2,2025-05-11T00:57:31.844Z,2025-05-11T01:36:55Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5718366151,56,Center,5718366155,141,55.1,5718366157,212,16.6,5718366153,140,55.4,5718366159,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151183,166,1,1,18,18,87c66ubwpzykovmkaf1t46bis,0,55.4,55.1,2025-05-11T00:57:32.846Z,2025-05-11T00:57:39Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5718366171,56,Center,5718366179,213,5.16,5718366173,140,61.4,5718366175,141,35.7,5718366177,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151213,127,1,1,18,19,b5l2e3csycjb8twvq9ek0j5gq,1,39.9,74.5,2025-05-11T00:57:34.002Z,2025-05-11T00:57:36Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5718366363,213,1.13,5718366361,212,9.0,5718366359,141,86.5,5718366357,140,43.6,5718366355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151239,129,1,1,18,22,b5l2e3csycjb8twvq9ek0j5gq,1,43.7,86.6,2025-05-11T00:57:37.090Z,2025-05-11T00:57:38Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5718366521,56,Back,5718366529,213,4.32,5718366523,140,36.8,5718366525,141,61.1,5718366527,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151249,130,1,1,18,24,b5l2e3csycjb8twvq9ek0j5gq,1,36.8,61.1,2025-05-11T00:57:38.449Z,2025-05-11T00:57:39Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5718366575,56,Back,5718366591,213,0.85,5718366587,212,7.5,5718366583,141,69.4,5718366579,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151261,131,1,1,18,25,b5l2e3csycjb8twvq9ek0j5gq,1,41.5,69.4,2025-05-11T00:57:39.226Z,2025-05-11T00:57:40Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5718366647,140,38.7,5718366645,56,Back,5718366649,141,63.1,5718366651,212,5.2,5718366653,213,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151269,132,1,1,18,25,b5l2e3csycjb8twvq9ek0j5gq,1,38.7,63.1,2025-05-11T00:57:39.962Z,2025-05-11T00:57:41Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5718366713,212,14.8,5718366705,56,Back,5718366707,140,46.7,5718366709,141,45.1,5718366715,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151321,133,1,1,18,27,b5l2e3csycjb8twvq9ek0j5gq,1,47.2,44.6,2025-05-11T00:57:41.290Z,2025-05-11T00:57:44Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5718367033,213,0.76,5718367029,141,63.1,5718367031,212,18.3,5718367025,56,Center,5718367027,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151361,134,1,1,18,30,b5l2e3csycjb8twvq9ek0j5gq,1,71.3,61.2,2025-05-11T00:57:44.594Z,2025-05-11T00:58:15Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,1.0,,5718367233,140,76.4,5718369059,210,15,5718367231,56,Center,5718367239,213,4.99,5718367235,141,33.3,5718367237,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151367,135,15,1,18,33,b5l2e3csycjb8twvq9ek0j5gq,1,76.4,33.3,2025-05-11T00:57:47.970Z,2025-05-11T03:35:28Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5718369125,233,168,5718367261,22,,5718369091,215,,5718369081,29,,5718369087,102,50.3,5718368715,20,,5718369079,78,,5718369089,103,17.1,5718369095,147,47.3,5718367265,56,5718369083,55,5718369093,146,97.7,5718367263,18,,,134,Center,,,,,,,,,,,,,,
2813151375,168,10,1,18,33,87c66ubwpzykovmkaf1t46bis,1,1.4,49.0,2025-05-11T00:57:48.070Z,2025-05-11T00:58:16Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5718367325,178,,5718367327,182,,5718367323,173,,5718367329,56,Back,5718369169,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151597,169,12,1,18,38,87c66ubwpzykovmkaf1t46bis,1,9.8,37.3,2025-05-11T00:57:52.545Z,2025-05-11T00:58:09Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5718368577,213,5.81,5718368575,212,43.4,5718368571,141,8.3,5718368569,140,46.6,5718368567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151459,136,1,1,18,41,b5l2e3csycjb8twvq9ek0j5gq,1,61.4,83.3,2025-05-11T00:57:55.761Z,2025-05-11T00:58:57Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5718372061,189,,5718367791,213,5.04,5718367787,141,48.2,5718367785,140,69.2,5718367783,56,Center,5718367789,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151477,137,1,1,18,42,b5l2e3csycjb8twvq9ek0j5gq,1,69.2,48.2,2025-05-11T00:57:56.761Z,2025-05-11T00:58:59Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5718367859,141,51.8,5718367855,140,62.5,5718372287,189,,5718367869,213,2.81,5718367851,56,Center,5718367863,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151505,138,1,1,18,43,b5l2e3csycjb8twvq9ek0j5gq,1,62.4,51.9,2025-05-11T00:57:57.633Z,2025-05-11T00:57:59Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5718368027,56,Center,5718368029,140,61.9,5718368031,141,33.4,5718368033,212,12.6,5718368035,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151525,139,1,1,18,45,b5l2e3csycjb8twvq9ek0j5gq,1,61.9,30.1,2025-05-11T00:57:59.674Z,2025-05-11T00:58:02Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5718368179,141,5.3,5718368177,140,68.8,5718368175,56,Right,5718368181,212,18.4,5718368183,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151553,140,1,1,18,48,b5l2e3csycjb8twvq9ek0j5gq,0,71.1,5.0,2025-05-11T00:58:02.241Z,2025-05-11T00:58:05Z,24r8fdf8ypk7ejch9t86zjwgk,I. Alekseev,,,5718368331,56,Right,5718368339,213,6.22,5718368333,140,90.9,5718368337,212,20.8,5718368335,141,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151601,170,56,1,18,54,87c66ubwpzykovmkaf1t46bis,1,1.3,90.6,2025-05-11T00:58:08.855Z,2025-05-11T00:58:09Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5718368597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151811,171,5,1,18,56,87c66ubwpzykovmkaf1t46bis,1,-1.4,82.2,2025-05-11T00:58:10.196Z,2025-05-11T03:20:41Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5718554677,233,315,5718369841,56,Back,5718369845,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813185767,315,5,1,18,56,b5l2e3csycjb8twvq9ek0j5gq,0,101.4,17.8,2025-05-11T00:58:10.196Z,2025-05-11T03:20:42Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5718554701,233,171,5718554649,56,Right,5718554651,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151837,172,1,1,19,13,87c66ubwpzykovmkaf1t46bis,1,3.4,46.9,2025-05-11T00:58:28.070Z,2025-05-11T00:58:30Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5718369987,213,5.00,5718369977,140,7.7,5718369975,56,Back,5718369981,141,24.3,5718369973,124,,5718369983,212,16.0,5718369991,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151879,173,1,1,19,16,87c66ubwpzykovmkaf1t46bis,1,8.6,23.9,2025-05-11T00:58:30.454Z,2025-05-11T00:58:33Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5718370263,213,1.90,5718370253,56,Back,5718370261,212,16.1,5718370255,140,3.7,5718370257,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151933,174,1,1,19,19,87c66ubwpzykovmkaf1t46bis,1,4.2,49.6,2025-05-11T00:58:33.630Z,2025-05-11T00:58:38Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5718370585,56,Back,5718370591,212,13.8,5718370587,140,8.0,5718370589,141,69.1,5718370593,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151959,175,1,1,19,23,87c66ubwpzykovmkaf1t46bis,1,10.1,66.7,2025-05-11T00:58:38.182Z,2025-05-11T00:58:40Z,9izvs4qd03gfmqukkk5csxxxw,M. Omar,,,5718370731,56,Back,5718370735,141,75.3,5718370737,212,18.3,5718370739,213,0.33,5718370733,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813151975,176,1,1,19,25,87c66ubwpzykovmkaf1t46bis,1,26.8,75.7,2025-05-11T00:58:39.871Z,2025-05-11T00:58:41Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5718370813,140,12.3,5718370835,156,,5718370819,213,3.36,5718370815,141,70.8,5718370817,212,15.6,5718370811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152021,177,1,1,19,28,87c66ubwpzykovmkaf1t46bis,1,20.1,65.5,2025-05-11T00:58:42.591Z,2025-05-11T00:58:45Z,9izvs4qd03gfmqukkk5csxxxw,M. Omar,,,5718371081,140,23.0,5718371087,213,4.82,5718371085,212,28.5,5718371079,56,Back,5718371083,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152087,178,1,1,19,30,87c66ubwpzykovmkaf1t46bis,1,23.0,23.9,2025-05-11T00:58:44.814Z,2025-05-11T00:58:49Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5718371439,213,6.13,5718371433,140,34.0,5718371435,141,21.2,5718371437,212,11.7,5718371431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152139,179,1,1,19,35,87c66ubwpzykovmkaf1t46bis,1,33.7,26.8,2025-05-11T00:58:49.607Z,2025-05-11T00:58:54Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5718371711,141,11.6,5718371707,56,Back,5718371709,140,45.7,5718371715,213,5.60,5718371713,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152211,180,1,1,19,39,87c66ubwpzykovmkaf1t46bis,1,45.3,17.1,2025-05-11T00:58:53.879Z,2025-05-11T00:58:58Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5718372147,56,Back,5718372151,141,25.0,5718372149,140,27.5,5718372153,212,19.4,5718372155,213,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152221,181,1,1,19,43,87c66ubwpzykovmkaf1t46bis,1,27.5,26.5,2025-05-11T00:58:57.991Z,2025-05-11T00:58:59Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5718372231,56,Back,5718372237,212,18.8,5718372235,141,51.2,5718372239,213,1.10,5718372233,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152235,182,1,1,19,44,87c66ubwpzykovmkaf1t46bis,1,35.6,51.2,2025-05-11T00:58:59.063Z,2025-05-11T00:59:00Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5718372313,141,53.3,5718372327,156,,5718372309,56,Back,5718372317,213,3.03,5718372315,212,13.3,5718372311,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152331,183,1,1,19,47,87c66ubwpzykovmkaf1t46bis,1,23.1,56.4,2025-05-11T00:59:01.791Z,2025-05-11T00:59:05Z,9izvs4qd03gfmqukkk5csxxxw,M. Omar,,,5718372743,140,36.2,5718372741,56,Back,5718372749,213,0.32,5718372747,212,14.5,5718372745,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152317,141,83,1,19,50,b5l2e3csycjb8twvq9ek0j5gq,0,73.0,34.3,2025-05-11T00:59:05.073Z,2025-05-11T00:59:06Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5718372847,399,bfdes5ft117ggu7ue5tnu5hm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152341,184,1,1,19,51,87c66ubwpzykovmkaf1t46bis,1,37.1,54.0,2025-05-11T00:59:05.775Z,2025-05-11T00:59:08Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,,5718372793,141,22.2,5718372789,56,Back,5718372795,212,24.4,5718372797,213,5.20,5718372791,140,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152453,185,1,1,19,54,87c66ubwpzykovmkaf1t46bis,1,56.2,22.4,2025-05-11T00:59:08.464Z,2025-05-11T00:59:14Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5718373335,213,6.04,5718373337,1,,5718373327,56,Right,5718373329,140,88.0,5718373331,141,10.1,5718373333,212,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152537,186,1,1,19,59,87c66ubwpzykovmkaf1t46bis,1,96.5,27.7,2025-05-11T00:59:13.806Z,2025-05-11T00:59:20Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5718373781,141,93.8,5718373789,1,,5718373779,140,87.7,5718373785,212,45.9,5718373775,196,,5718373777,56,Left,5718373787,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152629,187,1,1,20,6,87c66ubwpzykovmkaf1t46bis,1,86.9,93.8,2025-05-11T00:59:20.270Z,2025-05-11T00:59:27Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5718374363,212,14.5,5718374365,213,4.46,5718374357,56,Center,5718374359,140,83.5,5718374361,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152605,142,83,1,20,11,b5l2e3csycjb8twvq9ek0j5gq,0,18.1,32.1,2025-05-11T00:59:26.058Z,2025-05-11T00:59:29Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5718374451,399,zd582wgzhdcz8n6oipywt3vt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152631,188,1,1,20,13,87c66ubwpzykovmkaf1t46bis,0,79.8,67.6,2025-05-11T00:59:27.776Z,2025-05-11T00:59:28Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5718374383,141,70.6,5718374385,212,8.5,5718374387,213,0.24,5718374377,56,Center,5718374381,140,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152713,144,1,1,20,16,b5l2e3csycjb8twvq9ek0j5gq,1,12.5,28.5,2025-05-11T00:59:30.257Z,2025-05-11T00:59:33Z,ov91zkisppven9tp72gfbjf8,B. Byaruhanga,,,5718374845,213,6.01,5718374843,212,20.9,5718374831,56,Back,5718374839,141,20.3,5718374835,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152723,145,50,1,20,18,b5l2e3csycjb8twvq9ek0j5gq,1,37.4,32.8,2025-05-11T00:59:32.802Z,2025-05-11T00:59:37Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5718374887,286,,5718375231,233,189,5718374885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152761,189,7,1,20,18,87c66ubwpzykovmkaf1t46bis,1,63.2,69.3,2025-05-11T00:59:32.803Z,2025-05-11T00:59:38Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5718375059,285,,5718375191,233,145,5718375057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152805,191,1,1,20,22,87c66ubwpzykovmkaf1t46bis,1,54.5,53.4,2025-05-11T00:59:36.480Z,2025-05-11T01:00:47Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5718375347,213,5.02,5718375341,141,29.4,5718375337,140,59.4,5718375335,56,Center,5718375343,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813152831,192,1,1,20,25,87c66ubwpzykovmkaf1t46bis,1,62.4,15.3,2025-05-11T00:59:40.113Z,2025-05-11T00:59:41Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5718375577,213,2.61,5718375559,56,Center,5718375573,212,13.9,5718375569,141,25.6,5718375563,140,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
