id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value
2821723973,149,1,1,18,33,7c9knuwazz9k9449u5rnuuy5m,1,4.6,25.2,2025-06-08T01:25:24.334Z,2025-06-08T01:25:28Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5765989855,141,72.7,5765989857,212,32.3,5765989851,56,Back,5765989859,213,1.56,5765989861,1,,5765989853,140,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724017,150,1,1,18,36,7c9knuwazz9k9449u5rnuuy5m,1,6.3,77.2,2025-06-08T01:25:27.198Z,2025-06-08T01:25:31Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5765990033,140,12.1,5765990039,213,1.10,5765990035,141,94.7,5765990037,212,13.4,5765990031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724021,151,1,1,18,40,7c9knuwazz9k9449u5rnuuy5m,0,12.1,94.7,2025-06-08T01:25:30.973Z,2025-06-08T01:25:34Z,2jxho5va9q638vkklji2n8cx6,S. Brewer,,,5765990059,157,,5765990063,140,16.5,5765990153,286,,5765990149,233,151,5765990069,213,5.77,5765990071,1,,5765990147,236,,5765990067,212,5.3,5765990061,56,Back,5765990065,141,,,90.9,,,,,,,,,,,,,,,,,,,,,,,
2821724029,151,74,1,18,40,87c66ubwpzykovmkaf1t46bis,1,83.6,5.8,2025-06-08T01:25:30.974Z,2025-06-08T01:26:30Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5765990105,285,,5765990103,56,Right,5765990169,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724025,152,61,1,18,42,7c9knuwazz9k9449u5rnuuy5m,1,9.1,94.7,2025-06-08T01:25:33.569Z,2025-06-08T01:25:34Z,2jxho5va9q638vkklji2n8cx6,S. Brewer,,,5765990087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724039,152,5,1,18,44,87c66ubwpzykovmkaf1t46bis,1,86.7,-1.6,2025-06-08T01:25:34.892Z,2025-06-08T03:04:08Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5765990159,56,Right,5765990213,233,153,5765990161,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724043,153,5,1,18,44,7c9knuwazz9k9449u5rnuuy5m,0,13.3,101.6,2025-06-08T01:25:34.892Z,2025-06-08T03:04:08Z,2jxho5va9q638vkklji2n8cx6,S. Brewer,,,5765990191,347,,5765990189,56,Back,5765990229,233,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724355,153,1,1,19,25,87c66ubwpzykovmkaf1t46bis,1,90.1,0.0,2025-06-08T01:26:16.285Z,2025-06-08T01:26:21Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5765991829,212,7.3,5765991821,107,,5765991827,141,8.9,5765991831,213,1.88,5765991825,140,88.0,5765991823,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724357,154,50,1,19,30,87c66ubwpzykovmkaf1t46bis,1,89.9,12.8,2025-06-08T01:26:21.197Z,2025-06-08T01:26:29Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5765991835,56,Right,5765991837,286,,5765992055,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724387,154,7,1,19,30,7c9knuwazz9k9449u5rnuuy5m,1,10.1,87.2,2025-06-08T01:26:21.198Z,2025-06-08T01:34:05Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5765992037,56,Back,5765992035,167,,5765992045,233,154,5765992039,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724415,155,6,1,19,31,7c9knuwazz9k9449u5rnuuy5m,0,3.0,82.4,2025-06-08T01:26:22.725Z,2025-06-08T01:37:24Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5765992177,73,,5765992175,56,Back,5765992221,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724363,155,6,1,19,31,87c66ubwpzykovmkaf1t46bis,1,97.0,17.6,2025-06-08T01:26:22.725Z,2025-06-08T01:37:24Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5765991925,56,Right,5765991927,75,,5765992195,233,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724937,156,1,1,20,53,87c66ubwpzykovmkaf1t46bis,0,99.5,0.5,2025-06-08T01:27:44.669Z,2025-06-08T01:27:47Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5765994965,212,30.2,5765994961,140,95.8,5765994967,213,1.70,5765994953,6,,5765994955,155,,5765994957,223,,5765994951,2,,5765994959,56,Center,5765994963,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724949,157,12,1,20,56,7c9knuwazz9k9449u5rnuuy5m,1,7.5,61.1,2025-06-08T01:27:47.685Z,2025-06-08T01:33:39Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5765995021,56,Back,5765995027,212,17.5,5765995025,141,50.4,5765995023,140,22.7,5765995029,213,5.86,5765995045,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724989,158,12,1,20,59,7c9knuwazz9k9449u5rnuuy5m,1,8.2,62.1,2025-06-08T01:27:50.815Z,2025-06-08T01:33:40Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5765995269,213,0.84,5765995265,141,100.0,5765995275,167,,5765995261,56,Back,5765995267,212,36.4,5765995263,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724965,157,13,1,21,0,87c66ubwpzykovmkaf1t46bis,1,76.1,57.0,2025-06-08T01:27:51.100Z,2025-06-08T01:29:01Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5765996525,103,12.5,5765995131,18,,5765996131,72,,5765996129,25,,5765996541,153,,5765996547,230,98.6,5765996543,146,94.7,5765995133,56,Center,5765996533,328,,5765996549,231,5765996539,458,48.7,5765996545,147,43.7,5765996517,75,,5765996523,102,40.3,,,,,,,,,,,,,,
2821725093,158,5,1,21,4,87c66ubwpzykovmkaf1t46bis,1,68.4,-1.7,2025-06-08T01:27:54.848Z,2025-06-08T03:04:09Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5765995755,347,,5765995753,56,Right,5765995769,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821724991,159,5,1,21,4,7c9knuwazz9k9449u5rnuuy5m,0,31.6,101.7,2025-06-08T01:27:54.848Z,2025-06-08T03:04:09Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5765995777,233,158,5765995273,347,,5765995271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725105,159,1,1,21,21,87c66ubwpzykovmkaf1t46bis,1,72.1,0.0,2025-06-08T01:28:12.108Z,2025-06-08T01:28:13Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5765995823,56,Right,5765995831,213,1.50,5765995825,140,72.9,5765995821,107,,5765995827,141,16.2,5765995829,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725109,160,1,1,21,22,87c66ubwpzykovmkaf1t46bis,1,72.9,16.2,2025-06-08T01:28:13.579Z,2025-06-08T01:28:14Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5765995843,140,76.3,5765995839,3,,5765995845,141,5.3,5765995847,212,8.2,5765995841,56,Right,5765995849,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725121,161,1,1,21,23,87c66ubwpzykovmkaf1t46bis,1,76.7,5.3,2025-06-08T01:28:14.739Z,2025-06-08T01:28:17Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5765995915,140,67.8,5765995921,213,2.71,5765995917,141,11.6,5765995919,212,10.3,5765995913,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725137,162,1,1,21,26,87c66ubwpzykovmkaf1t46bis,0,71.5,11.6,2025-06-08T01:28:16.939Z,2025-06-08T01:28:20Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5765996005,141,0.0,5765996007,212,15.5,5765996001,140,59.4,5765995999,56,Right,5765996009,213,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725227,160,5,1,21,29,7c9knuwazz9k9449u5rnuuy5m,1,36.7,101.4,2025-06-08T01:28:20.014Z,2025-06-08T03:04:09Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5765996489,347,,5765996487,56,Back,5765996499,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725141,163,5,1,21,29,87c66ubwpzykovmkaf1t46bis,0,63.3,-1.4,2025-06-08T01:28:20.014Z,2025-06-08T03:04:10Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5765996571,233,160,5765996015,56,Right,5765996017,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725245,161,1,1,21,42,7c9knuwazz9k9449u5rnuuy5m,0,30.8,100.0,2025-06-08T01:28:33.366Z,2025-06-08T01:28:46Z,2jxho5va9q638vkklji2n8cx6,S. Brewer,,,5765996605,140,64.8,5765996613,1,,5765996607,141,88.3,5765996601,107,,5765996609,212,36.8,5765996611,213,6.04,5765996603,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725293,165,1,1,21,49,87c66ubwpzykovmkaf1t46bis,1,28.6,29.2,2025-06-08T01:28:40.587Z,2025-06-08T01:28:45Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5765996949,213,1.23,5765996943,140,31.9,5765996941,56,Back,5765996947,212,10.3,5765996945,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725315,166,1,1,21,54,87c66ubwpzykovmkaf1t46bis,1,34.7,41.9,2025-06-08T01:28:45.300Z,2025-06-08T01:28:49Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5765997075,56,Back,5765997085,212,29.4,5765997087,213,5.14,5765997079,140,46.4,5765997083,141,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725333,167,1,1,21,58,87c66ubwpzykovmkaf1t46bis,0,50.6,3.5,2025-06-08T01:28:49.039Z,2025-06-08T01:28:51Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5765997211,1,,5765997203,140,80.8,5765997199,155,,5765997209,213,0.78,5765997207,212,44.6,5765997201,56,Center,5765997205,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725341,162,12,1,22,0,7c9knuwazz9k9449u5rnuuy5m,1,14.9,51.9,2025-06-08T01:28:51.535Z,2025-06-08T01:28:53Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5765997243,141,44.2,5765997245,212,7.9,5765997239,56,Back,5765997241,140,20.5,5765997247,213,5.56,5765997275,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725359,163,12,1,22,2,7c9knuwazz9k9449u5rnuuy5m,1,20.5,44.0,2025-06-08T01:28:53.542Z,2025-06-08T01:28:55Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765997327,212,20.9,5765997321,56,Back,5765997325,141,68.1,5765997323,140,32.9,5765997329,213,0.90,5765997333,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725375,164,61,1,22,4,7c9knuwazz9k9449u5rnuuy5m,0,23.6,58.8,2025-06-08T01:28:55.654Z,2025-06-08T03:09:21Z,9elhnfsovx9efu5f92mkkls7o,C. Pearson,,,5765997387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725389,168,1,1,22,5,87c66ubwpzykovmkaf1t46bis,1,65.3,41.2,2025-06-08T01:28:56.747Z,2025-06-08T01:28:58Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,,5765997441,212,6.3,5765997439,141,49.3,5765997443,213,2.08,5765997435,56,Center,5765997437,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725431,169,1,1,22,7,87c66ubwpzykovmkaf1t46bis,1,63.4,48.1,2025-06-08T01:28:58.355Z,2025-06-08T01:29:05Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5765997673,212,9.7,5765997675,213,6.13,5765997667,56,Center,5765997671,141,46.0,5765997669,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725437,170,50,1,22,14,87c66ubwpzykovmkaf1t46bis,1,74.6,61.2,2025-06-08T01:29:05.092Z,2025-06-08T01:37:25Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5765997707,56,Center,5765997709,286,,5765997889,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725467,165,7,1,22,14,7c9knuwazz9k9449u5rnuuy5m,1,25.4,38.8,2025-06-08T01:29:05.093Z,2025-06-08T01:37:24Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5765997853,56,Back,5765997865,233,170,5765997855,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725469,166,43,1,22,17,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-06-08T01:29:08.054Z,2025-06-08T01:29:15Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5765998063,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725475,171,83,1,22,18,87c66ubwpzykovmkaf1t46bis,0,90.3,88.6,2025-06-08T01:29:09.796Z,2025-06-08T01:29:15Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5765998083,399,3u22kckqpecmgcw7ee3xrdppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725497,167,12,1,22,20,7c9knuwazz9k9449u5rnuuy5m,1,2.7,5.2,2025-06-08T01:29:11.742Z,2025-06-08T01:29:13Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5765997993,140,7.8,5765997995,141,0.0,5765997991,56,Back,5765998023,167,,5765997997,212,7.2,5765997999,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725503,168,5,1,22,21,7c9knuwazz9k9449u5rnuuy5m,0,7.0,-1.2,2025-06-08T01:29:11.869Z,2025-06-08T03:04:11Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5765998095,233,172,5765998005,56,Back,5765998007,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725513,172,5,1,22,21,87c66ubwpzykovmkaf1t46bis,1,93.0,101.2,2025-06-08T01:29:11.869Z,2025-06-08T03:04:10Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5765998049,347,,5765998085,233,168,5765998047,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725557,173,1,1,22,32,87c66ubwpzykovmkaf1t46bis,1,87.1,100.0,2025-06-08T01:29:23.403Z,2025-06-08T01:29:24Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5765998399,213,5.13,5765998395,141,89.9,5765998391,56,Left,5765998397,212,8.5,5765998389,107,,5765998393,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725561,174,1,1,22,33,87c66ubwpzykovmkaf1t46bis,1,90.4,89.9,2025-06-08T01:29:24.307Z,2025-06-08T01:29:25Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5765998423,141,95.7,5765998419,56,Left,5765998443,156,,5765998427,213,2.74,5765998421,140,81.6,5765998425,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725605,175,1,1,22,37,87c66ubwpzykovmkaf1t46bis,1,73.1,91.7,2025-06-08T01:29:28.539Z,2025-06-08T01:29:31Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5765998693,140,54.5,5765998701,212,19.7,5765998705,213,3.03,5765998689,56,Left,5765998697,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725619,176,1,1,22,40,87c66ubwpzykovmkaf1t46bis,1,53.5,93.3,2025-06-08T01:29:30.892Z,2025-06-08T01:29:35Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5765998773,140,47.2,5765998779,213,4.50,5765998777,212,30.8,5765998771,56,Back,5765998775,141,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725633,177,1,1,22,43,87c66ubwpzykovmkaf1t46bis,1,51.8,42.4,2025-06-08T01:29:34.796Z,2025-06-08T01:29:38Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5765998853,140,66.4,5765998855,141,43.3,5765998851,56,Center,5765998857,212,15.3,5765998859,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725657,178,1,1,22,47,87c66ubwpzykovmkaf1t46bis,1,70.9,47.2,2025-06-08T01:29:38.715Z,2025-06-08T01:29:42Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5765998977,212,5.8,5765998971,56,Center,5765998975,141,49.9,5765998979,213,2.82,5765998973,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725663,169,81,1,22,48,7c9knuwazz9k9449u5rnuuy5m,0,31.3,59.6,2025-06-08T01:29:39.255Z,2025-06-08T01:29:42Z,,,,,5765999011,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725665,179,81,1,22,48,87c66ubwpzykovmkaf1t46bis,0,65.7,49.9,2025-06-08T01:29:39.436Z,2025-06-08T01:31:33Z,,,,,5765999013,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725677,170,27,1,22,52,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-06-08T01:29:42.853Z,2025-06-08T01:30:01Z,,,,,5765999585,40,,5765999101,233,180,5765999583,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725669,180,27,1,22,52,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-06-08T01:29:42.853Z,2025-06-08T01:29:45Z,,,,,5765999097,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725683,171,28,1,22,53,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-06-08T01:29:44.751Z,2025-06-08T01:29:46Z,,,,,5765999093,55,170,5765999145,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725679,181,28,1,22,53,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-06-08T01:29:44.751Z,2025-06-08T01:29:46Z,,,,,5765999075,55,180,5765999119,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725697,172,68,1,22,55,7c9knuwazz9k9449u5rnuuy5m,0,14.7,91.1,2025-06-08T01:29:46.751Z,2025-06-08T01:29:51Z,,,,,5765999297,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725695,182,68,1,22,56,87c66ubwpzykovmkaf1t46bis,1,64.9,48.8,2025-06-08T01:29:46.955Z,2025-06-08T01:29:48Z,,,,,5765999193,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725721,183,1,1,22,58,87c66ubwpzykovmkaf1t46bis,1,65.8,51.8,2025-06-08T01:29:49.547Z,2025-06-08T01:29:51Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5765999311,140,66.5,5765999317,213,1.54,5765999309,56,Left,5765999315,212,25.7,5765999313,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725747,184,1,1,23,0,87c66ubwpzykovmkaf1t46bis,0,66.5,89.9,2025-06-08T01:29:51.027Z,2025-06-08T01:29:55Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5765999465,212,6.6,5765999461,140,72.7,5765999467,213,0.12,5765999463,141,91.1,5765999459,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725751,173,8,1,23,3,7c9knuwazz9k9449u5rnuuy5m,1,22.2,3.4,2025-06-08T01:29:54.511Z,2025-06-08T01:32:44Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765999469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725755,174,5,1,23,4,7c9knuwazz9k9449u5rnuuy5m,0,25.7,-0.9,2025-06-08T01:29:55.791Z,2025-06-08T03:04:11Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5765999785,233,185,5765999473,347,,5765999471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725801,185,5,1,23,4,87c66ubwpzykovmkaf1t46bis,1,74.3,100.9,2025-06-08T01:29:55.791Z,2025-06-08T03:04:11Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5765999747,347,,5765999745,56,Left,5765999761,233,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725817,186,1,1,23,17,87c66ubwpzykovmkaf1t46bis,1,75.0,100.0,2025-06-08T01:30:08.139Z,2025-06-08T01:30:11Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5765999849,141,94.2,5765999843,107,,5765999853,213,3.38,5765999847,140,55.4,5765999845,56,Left,5765999851,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725841,187,4,1,23,22,87c66ubwpzykovmkaf1t46bis,1,55.5,92.0,2025-06-08T01:30:12.846Z,2025-06-08T01:30:19Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5766000021,286,,5766000013,13,,5766000207,233,175,5766000017,152,,5766000015,56,Left,5766000187,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725829,175,4,1,23,22,7c9knuwazz9k9449u5rnuuy5m,0,44.5,8.0,2025-06-08T01:30:12.847Z,2025-06-08T01:30:23Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5766000129,56,Back,5766000131,152,,5766000125,13,,5766000127,294,,5766000133,285,,5766000339,55,176,5766000169,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821725879,176,17,1,23,28,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-06-08T01:30:18.870Z,2025-06-08T01:30:23Z,bnsuxef1oaaye5fise5qlur8q,V. Covil,,,5766000313,13,243,5766000305,31,,5766000309,392,,5766000317,55,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821726009,188,1,1,23,52,87c66ubwpzykovmkaf1t46bis,1,55.2,82.4,2025-06-08T01:30:42.939Z,2025-06-08T01:30:45Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5766001051,5,,5766001057,140,61.4,5766001055,56,Center,5766001059,141,60.5,5766001063,213,5.12,5766001061,212,16.3,5766001067,189,,5766001053,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821726021,189,1,1,23,54,87c66ubwpzykovmkaf1t46bis,1,59.8,60.0,2025-06-08T01:30:45.635Z,2025-06-08T01:30:47Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5766001119,213,2.54,5766001113,140,44.9,5766001123,189,,5766001111,56,Back,5766001117,212,18.9,5766001115,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821726039,190,1,1,23,56,87c66ubwpzykovmkaf1t46bis,1,44.9,75.7,2025-06-08T01:30:47.427Z,2025-06-08T01:30:50Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5766001219,141,37.4,5766001223,213,4.48,5766001217,140,38.9,5766001215,56,Back,5766001221,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821726053,191,1,1,23,58,87c66ubwpzykovmkaf1t46bis,1,38.9,37.6,2025-06-08T01:30:49.787Z,2025-06-08T01:30:54Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5766001313,213,5.51,5766001307,140,56.7,5766001305,56,Right,5766001311,212,26.0,5766001309,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821726051,177,83,1,24,2,7c9knuwazz9k9449u5rnuuy5m,0,43.5,93.8,2025-06-08T01:30:53.718Z,2025-06-08T01:30:56Z,2jxho5va9q638vkklji2n8cx6,S. Brewer,,,5766001401,399,euesmrqkdyvekqtpk81ln7uqy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821726071,192,1,1,24,3,87c66ubwpzykovmkaf1t46bis,1,46.1,10.1,2025-06-08T01:30:54.723Z,2025-06-08T01:30:56Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5766001385,56,Back,5766001387,140,31.7,5766001393,213,2.85,5766001391,212,15.8,5766001389,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
