id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/17/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2785862987,156,1,1,16,16,2iwybwokic7nmr1t33abdbjoq,1,65.2,84.9,2025-03-09T02:24:10.247Z,2025-03-09T02:24:14Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,5568165559,140,83.3,5568165581,213,0.17,5568165557,56,Left,5568165563,212,19.3,5568165561,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863079,157,1,1,16,20,2iwybwokic7nmr1t33abdbjoq,0,94.7,74.0,2025-03-09T02:24:14.367Z,2025-03-09T04:53:11Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,5568166019,212,1.5,5568166013,56,Center,5568166021,213,3.94,5568166017,141,72.4,5568166015,140,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863087,158,15,1,16,25,2iwybwokic7nmr1t33abdbjoq,1,89.5,41.7,2025-03-09T02:24:19.462Z,2025-03-09T04:53:12Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,5568167277,82,,5568166043,17,,5568167465,100,,5568167467,146,98.6,5568166041,22,,5568167503,233,107,5568511043,458,,5568511041,328,,5568167273,20,,5568167469,147,49.6,5568167463,103,5568167461,102,5568166045,56,Center,50.8,5568440013,101,5568167451,78,5568511039,215,5568167471,230,5568167473,231,19,100,50.9,,,,,,
2785863055,107,10,1,16,25,aj8ytsr2ap33tod0hd8ofzaw9,1,1.4,50.4,2025-03-09T02:24:19.562Z,2025-03-09T02:25:04Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568166579,14,,5568167525,233,158,5568165897,56,Back,5568165895,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863113,108,3,1,16,29,aj8ytsr2ap33tod0hd8ofzaw9,0,25.2,78.5,2025-03-09T02:24:23.409Z,2025-03-09T02:24:24Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,5568166269,211,,5568166225,56,Back,5568166227,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863159,159,61,1,16,33,2iwybwokic7nmr1t33abdbjoq,0,63.5,30.4,2025-03-09T02:24:27.223Z,2025-03-09T02:24:27Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568166557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863143,109,5,1,16,35,aj8ytsr2ap33tod0hd8ofzaw9,0,32.5,101.0,2025-03-09T02:24:29.247Z,2025-03-09T04:30:02Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,5568166385,56,Back,5568167213,233,160,5568166387,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863255,160,5,1,16,35,2iwybwokic7nmr1t33abdbjoq,1,67.5,-1.0,2025-03-09T02:24:29.247Z,2025-03-09T03:08:00Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568167189,233,109,5568167143,347,,5568167141,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883107,381,1,1,16,54,2iwybwokic7nmr1t33abdbjoq,1,66.3,0.0,2025-03-09T02:24:47.964Z,2025-03-09T03:08:36Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,5568281717,189,,5568281633,212,22.0,5568281631,141,14.1,5568281629,140,47.9,5568281637,1,,5568281635,213,2.64,5568281625,107,,5568281627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863333,161,43,1,16,54,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-03-09T02:24:48.831Z,2025-03-09T03:08:40Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568281991,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863355,162,1,1,16,55,2iwybwokic7nmr1t33abdbjoq,1,31.9,71.7,2025-03-09T02:24:49.039Z,2025-03-09T04:53:31Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568167869,140,49.6,5568167873,212,18.6,5568167871,141,72.9,5568167875,213,0.04,5568167867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863363,163,1,1,16,56,2iwybwokic7nmr1t33abdbjoq,1,49.6,72.9,2025-03-09T02:24:50.327Z,2025-03-09T02:24:51Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,5568167901,56,Back,5568167903,140,45.5,5568167907,212,13.3,5568167905,141,91.4,5568167909,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863393,164,1,1,16,56,2iwybwokic7nmr1t33abdbjoq,1,45.5,91.4,2025-03-09T02:24:50.935Z,2025-03-09T02:24:53Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,5568168079,213,4.02,5568168075,141,71.4,5568168077,212,17.6,5568168071,56,Back,5568168073,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863429,165,1,1,17,1,2iwybwokic7nmr1t33abdbjoq,1,35.1,68.2,2025-03-09T02:24:55.319Z,2025-03-09T02:24:56Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568168249,212,8.1,5568168245,140,42.2,5568168247,141,63.6,5568168243,56,Back,5568168251,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863457,166,1,1,17,2,2iwybwokic7nmr1t33abdbjoq,1,42.2,63.6,2025-03-09T02:24:55.983Z,2025-03-09T02:24:58Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,5568168451,213,4.67,5568168443,56,Back,5568168447,141,20.7,5568168445,140,41.0,5568168449,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863473,167,1,1,17,4,2iwybwokic7nmr1t33abdbjoq,1,41.0,20.7,2025-03-09T02:24:58.079Z,2025-03-09T02:24:59Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568168543,213,5.77,5568168541,212,17.1,5568168535,56,Right,5568168537,140,55.2,5568168539,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863495,168,1,1,17,5,2iwybwokic7nmr1t33abdbjoq,1,55.2,8.3,2025-03-09T02:24:59.583Z,2025-03-09T02:25:00Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568168625,56,Back,5568168639,212,20.6,5568168635,141,21.7,5568168641,213,2.68,5568168631,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863525,169,1,1,17,6,2iwybwokic7nmr1t33abdbjoq,1,37.6,21.7,2025-03-09T02:25:00.647Z,2025-03-09T02:25:03Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568168791,140,46.3,5568168793,141,11.3,5568168795,212,11.6,5568168797,213,5.62,5568168789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863549,170,1,1,17,8,2iwybwokic7nmr1t33abdbjoq,1,45.3,12.3,2025-03-09T02:25:02.815Z,2025-03-09T02:25:05Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568168927,56,Center,5568168931,141,23.0,5568168933,212,9.4,5568168935,213,0.89,5568168929,140,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863563,171,1,1,17,10,2iwybwokic7nmr1t33abdbjoq,1,45.3,20.7,2025-03-09T02:25:04.847Z,2025-03-09T02:25:07Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,5568169019,56,Back,5568169021,140,37.5,5568169023,141,20.6,5568169027,213,3.15,5568169025,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863593,172,1,1,17,13,2iwybwokic7nmr1t33abdbjoq,1,39.7,19.2,2025-03-09T02:25:07.031Z,2025-03-09T02:25:10Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568169179,213,0.33,5568169175,141,28.8,5568169177,212,19.9,5568169171,56,Center,5568169173,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863609,173,1,1,17,15,2iwybwokic7nmr1t33abdbjoq,1,49.2,39.4,2025-03-09T02:25:09.791Z,2025-03-09T02:25:12Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568169327,140,32.9,5568169325,56,Back,5568169333,213,2.57,5568169331,212,20.4,5568169329,141,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863643,174,1,1,17,17,2iwybwokic7nmr1t33abdbjoq,1,32.9,55.6,2025-03-09T02:25:11.918Z,2025-03-09T02:25:14Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568169497,141,75.3,5568169495,140,41.4,5568169493,56,Back,5568169501,213,0.98,5568169499,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863709,175,1,1,17,20,2iwybwokic7nmr1t33abdbjoq,1,45.0,75.9,2025-03-09T02:25:14.711Z,2025-03-09T02:25:21Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,5568169913,1,,5568169911,213,0.00,5568169909,212,51.7,5568169905,140,94.2,5568169907,141,76.1,5568169901,155,,5568169903,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863673,110,83,1,17,24,aj8ytsr2ap33tod0hd8ofzaw9,0,4.6,13.8,2025-03-09T02:25:18.723Z,2025-03-09T02:25:28Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5568170087,399,2lpjr3oys0s0u2pnhut8epqwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863719,176,50,1,17,25,2iwybwokic7nmr1t33abdbjoq,1,95.0,75.0,2025-03-09T02:25:19.905Z,2025-03-09T04:30:35Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,5568169949,286,,5568169975,233,111,5568169947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863705,111,7,1,17,25,aj8ytsr2ap33tod0hd8ofzaw9,1,5.0,25.0,2025-03-09T02:25:19.906Z,2025-03-09T04:30:34Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5568169879,285,,5568169875,56,Back,5568169953,233,176,5568169871,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863715,112,6,1,17,27,aj8ytsr2ap33tod0hd8ofzaw9,0,2.0,25.8,2025-03-09T02:25:21.139Z,2025-03-09T02:25:27Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5568169935,73,,5568169933,56,Back,5568170113,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863721,177,6,1,17,27,2iwybwokic7nmr1t33abdbjoq,1,98.0,74.2,2025-03-09T02:25:21.139Z,2025-03-09T03:03:16Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,5568170039,73,,5568170037,56,Center,5568170067,233,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864031,178,1,1,17,57,2iwybwokic7nmr1t33abdbjoq,1,99.5,99.5,2025-03-09T02:25:51.736Z,2025-03-09T02:26:07Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,1.0,5568172459,154,,5568171937,155,,5568171935,6,,5568171933,2,,5568171949,213,4.56,5568171945,141,40.8,5568171947,212,40.4,5568171941,56,Center,5568171951,1,,5568171943,140,93.6,5568172457,210,5568171939,223,,,,,,,,,,,,,,,15,,,,,,,,
2785864039,179,15,1,17,59,2iwybwokic7nmr1t33abdbjoq,1,93.6,40.8,2025-03-09T02:25:53.864Z,2025-03-09T04:11:49Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568172493,147,48.2,5568172469,25,,5568172491,146,99.4,5568172479,154,,5568440637,233,593,5568172489,328,,5568171973,56,Center,5568171971,17,,5568172477,29,,5568172481,55,178,5568172475,80,5568172487,103,5568172471,15,,19.0,5568172485,102,,,,,,,,,,,,47.9,,,,,
2785913553,593,10,1,18,0,aj8ytsr2ap33tod0hd8ofzaw9,1,3.2,56.7,2025-03-09T02:25:53.964Z,2025-03-09T04:11:53Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5568440621,178,,5568440623,182,,5568440625,56,Back,5568440759,177,,5568440645,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864159,115,1,1,18,18,aj8ytsr2ap33tod0hd8ofzaw9,1,3.1,50.4,2025-03-09T02:26:12.786Z,2025-03-09T02:26:16Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5568172917,56,Back,5568172919,140,4.8,5568172925,213,4.86,5568172923,212,12.5,5568172921,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864189,116,1,1,18,22,aj8ytsr2ap33tod0hd8ofzaw9,1,4.8,32.2,2025-03-09T02:26:16.194Z,2025-03-09T02:26:20Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5568173119,213,4.94,5568173117,212,15.5,5568173115,141,10.0,5568173113,140,8.2,5568173111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864209,117,1,1,18,26,aj8ytsr2ap33tod0hd8ofzaw9,1,11.2,8.8,2025-03-09T02:26:20.706Z,2025-03-09T02:26:23Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5568173249,213,0.20,5568173243,140,40.6,5568173241,56,Back,5568173247,212,31.5,5568173245,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864213,118,1,1,18,29,aj8ytsr2ap33tod0hd8ofzaw9,1,40.6,18.2,2025-03-09T02:26:23.642Z,2025-03-09T02:26:24Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,5568173275,212,8.1,5568173277,213,1.54,5568173269,56,Back,5568173273,141,30.1,5568173271,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864241,119,1,1,18,30,aj8ytsr2ap33tod0hd8ofzaw9,1,40.8,30.1,2025-03-09T02:26:24.298Z,2025-03-09T02:26:25Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5568173409,141,43.1,5568173413,213,0.56,5568173407,140,54.1,5568173405,56,Center,5568173411,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864245,120,1,1,18,31,aj8ytsr2ap33tod0hd8ofzaw9,1,54.1,43.1,2025-03-09T02:26:25.443Z,2025-03-09T02:26:26Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,5568173483,156,,5568173431,56,Back,5568173435,140,45.9,5568173439,141,49.3,5568173443,212,9.6,5568173447,213,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864347,121,1,1,18,33,aj8ytsr2ap33tod0hd8ofzaw9,1,45.9,50.0,2025-03-09T02:26:27.242Z,2025-03-09T02:26:34Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5568174041,140,65.7,5568174051,213,0.80,5568174043,141,81.2,5568174047,212,29.7,5568174037,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864359,122,61,1,18,40,aj8ytsr2ap33tod0hd8ofzaw9,0,86.4,72.9,2025-03-09T02:26:34.570Z,2025-03-09T02:26:35Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5568174101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864377,123,5,1,18,41,aj8ytsr2ap33tod0hd8ofzaw9,0,101.2,62.3,2025-03-09T02:26:35.952Z,2025-03-09T04:30:03Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5568175051,233,180,5568174199,346,,5568174197,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864493,180,5,1,18,41,2iwybwokic7nmr1t33abdbjoq,1,-1.2,37.7,2025-03-09T02:26:35.952Z,2025-03-09T04:30:02Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568175021,233,123,5568174981,56,Back,5568174983,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864619,181,1,1,19,7,2iwybwokic7nmr1t33abdbjoq,1,4.7,43.5,2025-03-09T02:27:01.608Z,2025-03-09T02:27:04Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568175703,213,2.01,5568175701,212,4.9,5568175707,237,,5568175697,140,2.7,5568175695,56,Back,5568175693,124,,5568175699,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864647,182,1,1,19,10,2iwybwokic7nmr1t33abdbjoq,1,2.7,48.8,2025-03-09T02:27:04.184Z,2025-03-09T02:27:08Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,5568175853,141,28.5,5568175851,140,3.9,5568175857,213,4.80,5568175855,212,13.9,5568175849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864665,183,1,1,19,14,2iwybwokic7nmr1t33abdbjoq,1,17.1,19.1,2025-03-09T02:27:08.016Z,2025-03-09T02:27:09Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,5568175927,56,Back,5568175929,140,25.5,5568175935,213,0.14,5568175933,212,8.9,5568175931,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864669,184,1,1,19,15,2iwybwokic7nmr1t33abdbjoq,1,25.5,20.9,2025-03-09T02:27:08.984Z,2025-03-09T02:27:11Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568175959,56,Back,5568175961,140,23.1,5568175963,141,6.5,5568175967,213,4.46,5568175965,212,10.1,5568175991,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864697,185,1,1,19,17,2iwybwokic7nmr1t33abdbjoq,1,23.1,6.5,2025-03-09T02:27:10.984Z,2025-03-09T02:27:13Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,5568176137,212,18.9,5568176135,141,7.7,5568176133,140,41.1,5568176131,56,Back,5568176139,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864719,125,83,1,19,18,aj8ytsr2ap33tod0hd8ofzaw9,0,61.3,87.5,2025-03-09T02:27:12.866Z,2025-03-09T04:38:09Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568176695,399,6naqq6f6acfec3zh2msuxrmqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864747,186,1,1,19,19,2iwybwokic7nmr1t33abdbjoq,1,36.7,13.2,2025-03-09T02:27:13.520Z,2025-03-09T02:27:20Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,5568176473,140,34.7,5568176471,56,Back,5568176477,212,17.9,5568176475,141,39.4,5568176479,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864759,126,4,1,19,26,aj8ytsr2ap33tod0hd8ofzaw9,1,63.6,53.2,2025-03-09T02:27:20.766Z,2025-03-09T03:03:12Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,5568176741,233,187,5568176589,265,,5568176583,13,,5568176587,152,,5568176585,56,Center,5568176733,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864751,187,4,1,19,26,2iwybwokic7nmr1t33abdbjoq,0,36.4,46.8,2025-03-09T02:27:20.767Z,2025-03-09T03:03:12Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,5568176519,152,,5568176523,285,,5568176521,265,,5568176749,233,126,5568176517,56,Back,5568176515,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865125,127,1,1,20,15,aj8ytsr2ap33tod0hd8ofzaw9,1,56.4,46.6,2025-03-09T02:28:09.890Z,2025-03-09T02:28:14Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5568179049,213,2.11,5568179037,5,,5568179039,152,,5568179041,56,Back,5568179043,140,47.5,5568179047,212,18.1,5568179045,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865159,128,1,1,20,19,aj8ytsr2ap33tod0hd8ofzaw9,1,46.8,67.8,2025-03-09T02:28:13.850Z,2025-03-09T02:28:17Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568179247,140,41.4,5568179245,56,Back,5568179251,212,26.5,5568179253,213,4.50,5568179249,141,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865183,129,1,1,20,23,aj8ytsr2ap33tod0hd8ofzaw9,1,41.4,29.7,2025-03-09T02:28:17.306Z,2025-03-09T02:28:21Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5568179417,212,23.8,5568179415,141,11.6,5568179413,140,60.8,5568179411,56,Right,5568179419,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865189,130,50,1,20,27,aj8ytsr2ap33tod0hd8ofzaw9,1,67.1,11.2,2025-03-09T02:28:21.290Z,2025-03-09T04:30:35Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5568179611,233,188,5568179439,56,Right,5568179441,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865197,188,7,1,20,27,2iwybwokic7nmr1t33abdbjoq,1,32.9,88.8,2025-03-09T02:28:21.291Z,2025-03-09T04:30:35Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,5568179499,56,Back,5568179503,285,,5568179555,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865261,190,1,1,20,29,2iwybwokic7nmr1t33abdbjoq,1,35.1,92.3,2025-03-09T02:28:23.384Z,2025-03-09T02:28:27Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,5568179873,213,0.24,5568179869,141,96.2,5568179871,212,11.0,5568179867,140,45.3,5568179865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865267,191,3,1,20,33,2iwybwokic7nmr1t33abdbjoq,0,60.0,90.2,2025-03-09T02:28:27.312Z,2025-03-09T02:28:33Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,5568180087,233,131,5568179899,56,Left,5568179903,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865299,131,7,1,20,33,aj8ytsr2ap33tod0hd8ofzaw9,1,40.0,9.8,2025-03-09T02:28:27.313Z,2025-03-09T02:28:34Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5568180039,285,,5568180053,233,191,5568180035,167,,5568180037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865347,132,5,1,20,35,aj8ytsr2ap33tod0hd8ofzaw9,0,38.1,-1.4,2025-03-09T02:28:29.920Z,2025-03-09T04:30:03Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5568180329,56,Back,5568180331,347,,5568180629,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865393,192,5,1,20,35,2iwybwokic7nmr1t33abdbjoq,1,61.9,101.4,2025-03-09T02:28:29.920Z,2025-03-09T04:30:03Z,2lpjr3oys0s0u2pnhut8epqwa,D. Rivera,,5568180573,347,,5568180571,56,Left,5568180591,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865467,193,1,1,20,46,2iwybwokic7nmr1t33abdbjoq,1,52.8,100.0,2025-03-09T02:28:40.808Z,2025-03-09T02:28:42Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,5568180953,140,38.3,5568180955,141,86.8,5568180945,107,,5568180957,212,17.8,5568180949,56,Back,5568180959,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865475,194,1,1,20,48,2iwybwokic7nmr1t33abdbjoq,1,38.3,86.8,2025-03-09T02:28:42.528Z,2025-03-09T02:28:43Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568181009,140,43.9,5568181011,141,93.2,5568181013,212,7.3,5568181015,213,0.64,5568181007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865537,195,1,1,20,49,2iwybwokic7nmr1t33abdbjoq,1,43.9,93.2,2025-03-09T02:28:43.153Z,2025-03-09T02:28:49Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,5568181311,212,9.9,5568181305,56,Back,5568181313,213,3.96,5568181307,140,37.5,5568181309,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865553,196,1,1,20,55,2iwybwokic7nmr1t33abdbjoq,0,39.3,77.0,2025-03-09T02:28:49.008Z,2025-03-09T02:28:51Z,2p7o7pd4vfw3mvp5o8euss6xg,M. Traore,,5568181423,212,48.0,5568181421,141,44.7,5568181427,1,,5568181425,213,5.81,5568181419,140,79.9,5568181417,56,Center,5568181415,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865573,133,1,1,20,58,aj8ytsr2ap33tod0hd8ofzaw9,1,18.2,51.8,2025-03-09T02:28:52.178Z,2025-03-09T02:28:54Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5568181549,140,25.6,5568181555,213,5.18,5568181547,56,Back,5568181545,3,,5568181553,212,17.3,5568181551,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
