id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value
2788965187,141,1,1,16,41,cf5r1qpotp6n5i3vdchsp2en1,1,54.4,57.3,2025-03-16T02:53:41.478Z,2025-03-16T02:53:44Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5585160697,141,10.3,5585160693,56,Right,5585160699,212,33.2,5585160695,140,63.0,5585160703,1,,5585160701,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965205,142,1,1,16,44,cf5r1qpotp6n5i3vdchsp2en1,1,62.3,9.2,2025-03-16T02:53:44.158Z,2025-03-16T02:53:46Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5585160787,56,Right,5585160795,213,0.24,5585160789,140,71.7,5585160791,141,12.8,5585160793,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965209,143,1,1,16,46,cf5r1qpotp6n5i3vdchsp2en1,0,70.1,11.4,2025-03-16T02:53:46.502Z,2025-03-16T02:53:48Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5585160829,213,2.91,5585160823,140,66.8,5585160821,56,Right,5585160827,212,3.6,5585160897,236,,5585160903,286,,5585160899,233,157,5585160825,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965221,157,74,1,16,46,ck22dnk93ng8ax7wonlff7yms,1,26.5,89.4,2025-03-16T02:53:46.503Z,2025-03-16T03:31:59Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5585160895,285,,5585160913,233,143,5585160893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965273,144,5,1,16,49,cf5r1qpotp6n5i3vdchsp2en1,1,77.4,-1.8,2025-03-16T02:53:49.512Z,2025-03-16T03:31:43Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5585161137,347,,5585161135,56,Right,5585161139,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965229,158,5,1,16,49,ck22dnk93ng8ax7wonlff7yms,0,22.6,101.8,2025-03-16T02:53:49.512Z,2025-03-16T03:31:43Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5585160933,347,,5585160931,56,Back,5585161147,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965293,145,1,1,16,56,cf5r1qpotp6n5i3vdchsp2en1,1,71.2,0.0,2025-03-16T02:53:56.462Z,2025-03-16T02:54:00Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5585161231,212,29.9,5585161223,107,,5585161229,141,15.8,5585161227,140,45.0,5585161233,213,2.74,5585161235,1,,5585161225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965343,146,1,1,16,59,cf5r1qpotp6n5i3vdchsp2en1,1,37.5,25.3,2025-03-16T02:53:59.822Z,2025-03-16T02:54:08Z,2m8m4aavjwesbh6oea1ta1vys,A. Miles,,,5585161535,141,57.6,5585161539,213,1.60,5585161533,140,36.9,5585161531,56,Back,5585161537,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965361,147,1,1,17,8,cf5r1qpotp6n5i3vdchsp2en1,1,36.3,75.0,2025-03-16T02:54:08.470Z,2025-03-16T02:54:10Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5585161595,140,13.2,5585161607,213,3.80,5585161599,141,47.6,5585161603,212,30.6,5585161593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965369,148,1,1,17,10,cf5r1qpotp6n5i3vdchsp2en1,1,13.2,47.6,2025-03-16T02:54:10.510Z,2025-03-16T02:54:11Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5585161647,212,17.0,5585161641,56,Back,5585161643,140,21.8,5585161649,213,5.27,5585161645,141,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965379,149,1,1,17,11,cf5r1qpotp6n5i3vdchsp2en1,1,21.8,26.4,2025-03-16T02:54:11.614Z,2025-03-16T02:54:12Z,2m8m4aavjwesbh6oea1ta1vys,A. Miles,,,5585161711,212,13.6,5585161709,141,9.7,5585161707,140,29.0,5585161705,56,Back,5585161713,213,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965389,150,1,1,17,12,cf5r1qpotp6n5i3vdchsp2en1,1,29.1,9.5,2025-03-16T02:54:12.614Z,2025-03-16T02:54:15Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5585161777,141,17.0,5585161775,140,15.9,5585161779,212,14.8,5585161781,213,2.79,5585161773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965409,151,1,1,17,15,cf5r1qpotp6n5i3vdchsp2en1,1,11.1,15.6,2025-03-16T02:54:15.246Z,2025-03-16T02:54:19Z,2m8m4aavjwesbh6oea1ta1vys,A. Miles,,,5585161875,140,5.8,5585161877,141,54.0,5585161879,212,26.7,5585161881,213,1.78,5585161873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965441,152,1,1,17,19,cf5r1qpotp6n5i3vdchsp2en1,1,6.8,50.7,2025-03-16T02:54:19.542Z,2025-03-16T02:54:24Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5585162035,141,40.6,5585162037,212,20.2,5585162031,140,24.9,5585162039,213,5.94,5585162027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965455,153,1,1,17,24,cf5r1qpotp6n5i3vdchsp2en1,1,30.8,32.5,2025-03-16T02:54:24.079Z,2025-03-16T02:54:28Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5585162115,140,48.9,5585162121,213,5.58,5585162113,56,Back,5585162119,212,24.9,5585162117,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965471,154,1,1,17,28,cf5r1qpotp6n5i3vdchsp2en1,1,66.5,5.5,2025-03-16T02:54:28.222Z,2025-03-16T02:54:31Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5585162215,56,Right,5585162233,213,6.22,5585162223,141,4.4,5585162229,212,11.4,5585162219,140,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965501,155,1,1,17,30,cf5r1qpotp6n5i3vdchsp2en1,1,71.1,6.5,2025-03-16T02:54:30.822Z,2025-03-16T02:54:33Z,bqmln8wgwt0uazirmw682kt4a,R. Molina,,,5585162393,56,Center,5585162401,213,2.39,5585162399,212,15.1,5585162397,141,21.6,5585162395,140,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965535,156,1,1,17,33,cf5r1qpotp6n5i3vdchsp2en1,1,61.8,23.9,2025-03-16T02:54:33.510Z,2025-03-16T02:54:36Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5585162579,212,4.6,5585162581,213,0.54,5585162573,56,Center,5585162577,141,27.4,5585162575,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965551,157,1,1,17,36,cf5r1qpotp6n5i3vdchsp2en1,1,61.5,29.4,2025-03-16T02:54:36.047Z,2025-03-16T02:54:37Z,bqmln8wgwt0uazirmw682kt4a,R. Molina,,,5585162635,56,Right,5585162639,141,18.8,5585162641,212,7.8,5585162643,213,5.10,5585162637,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965557,158,1,1,17,37,cf5r1qpotp6n5i3vdchsp2en1,1,64.3,18.8,2025-03-16T02:54:37.064Z,2025-03-16T02:54:38Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5585162685,141,27.1,5585162687,212,6.9,5585162681,56,Center,5585162683,140,60.5,5585162689,213,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965569,159,1,1,17,38,cf5r1qpotp6n5i3vdchsp2en1,1,60.5,25.9,2025-03-16T02:54:38.398Z,2025-03-16T02:54:39Z,bqmln8wgwt0uazirmw682kt4a,R. Molina,,,5585162737,141,18.3,5585162735,140,62.8,5585162741,213,5.15,5585162733,56,Right,5585162739,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965575,160,1,1,17,39,cf5r1qpotp6n5i3vdchsp2en1,1,62.8,18.0,2025-03-16T02:54:39.254Z,2025-03-16T02:54:40Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5585162775,213,1.88,5585162773,212,5.1,5585162767,56,Center,5585162769,140,61.3,5585162771,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965593,161,1,1,17,40,cf5r1qpotp6n5i3vdchsp2en1,1,61.3,25.2,2025-03-16T02:54:39.950Z,2025-03-16T02:54:42Z,bqmln8wgwt0uazirmw682kt4a,R. Molina,,,5585162863,140,61.5,5585162869,213,4.74,5585162867,212,6.7,5585162861,56,Right,5585162865,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965617,162,1,1,17,42,cf5r1qpotp6n5i3vdchsp2en1,1,58.1,28.9,2025-03-16T02:54:42.327Z,2025-03-16T02:54:46Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5585163023,213,2.08,5585163021,212,34.3,5585163015,56,Back,5585163019,141,72.9,5585163017,140,42.2,5585163025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965635,163,1,1,17,46,cf5r1qpotp6n5i3vdchsp2en1,1,42.2,72.9,2025-03-16T02:54:45.885Z,2025-03-16T02:54:49Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5585163125,212,17.1,5585163119,56,Back,5585163121,140,37.7,5585163127,213,4.43,5585163123,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965641,164,1,1,17,49,cf5r1qpotp6n5i3vdchsp2en1,1,38.1,42.2,2025-03-16T02:54:49.390Z,2025-03-16T02:54:50Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5585163183,141,29.1,5585163181,140,58.8,5585163185,212,23.5,5585163187,213,5.89,5585163179,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965659,165,1,1,17,50,cf5r1qpotp6n5i3vdchsp2en1,0,60.2,28.5,2025-03-16T02:54:50.720Z,2025-03-16T02:54:53Z,bqmln8wgwt0uazirmw682kt4a,R. Molina,,,5585163301,56,Right,5585163307,212,20.2,5585163305,141,13.1,5585163309,213,5.74,5585163303,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965663,159,8,1,17,53,ck22dnk93ng8ax7wonlff7yms,1,26.8,86.5,2025-03-16T02:54:53.848Z,2025-03-16T02:54:54Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5585163333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965705,166,61,1,17,54,cf5r1qpotp6n5i3vdchsp2en1,1,70.8,7.9,2025-03-16T02:54:54.326Z,2025-03-16T02:55:10Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5585163577,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965823,160,5,1,17,58,ck22dnk93ng8ax7wonlff7yms,1,28.6,102.0,2025-03-16T02:54:58.064Z,2025-03-16T03:31:44Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5585164133,56,Back,5585164157,233,167,5585164135,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965717,167,5,1,17,58,cf5r1qpotp6n5i3vdchsp2en1,0,71.4,-2.0,2025-03-16T02:54:58.064Z,2025-03-16T03:31:44Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5585163639,56,Right,5585164173,233,160,5585163641,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965843,161,1,1,18,19,ck22dnk93ng8ax7wonlff7yms,1,25.7,100.0,2025-03-16T02:55:19.281Z,2025-03-16T02:55:22Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5585164235,107,,5585164245,213,3.98,5585164243,212,8.5,5585164237,56,Back,5585164239,140,20.3,5585164241,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965863,162,1,1,18,22,ck22dnk93ng8ax7wonlff7yms,1,19.3,90.5,2025-03-16T02:55:21.967Z,2025-03-16T02:55:25Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5585164329,213,3.37,5585164323,140,6.9,5585164321,56,Back,5585164327,212,13.4,5585164325,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965891,163,1,1,18,25,ck22dnk93ng8ax7wonlff7yms,1,12.7,83.9,2025-03-16T02:55:25.255Z,2025-03-16T02:55:29Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5585164449,140,37.8,5585164455,213,5.27,5585164443,155,,5585164447,56,Back,5585164451,141,22.4,5585164457,1,,5585164445,196,,5585164453,212,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965919,164,1,1,18,29,ck22dnk93ng8ax7wonlff7yms,1,38.4,30.3,2025-03-16T02:55:29.272Z,2025-03-16T02:55:32Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5585164593,141,44.2,5585164589,56,Back,5585164595,212,13.1,5585164597,213,0.81,5585164591,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965927,165,1,1,18,32,ck22dnk93ng8ax7wonlff7yms,1,43.5,54.2,2025-03-16T02:55:32.407Z,2025-03-16T02:55:34Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5585164673,212,18.8,5585164667,56,Center,5585164669,140,53.5,5585164671,141,77.2,5585164675,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788965961,166,2,1,18,34,ck22dnk93ng8ax7wonlff7yms,1,56.7,77.0,2025-03-16T02:55:34.599Z,2025-03-16T02:55:46Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5585164867,7,2wj1w4opn7f0jyz1ps6ebvc6i,5585164835,140,81.5,5585164839,141,92.3,5585164869,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966053,169,1,1,18,53,cf5r1qpotp6n5i3vdchsp2en1,1,23.7,13.5,2025-03-16T02:55:53.774Z,2025-03-16T02:55:55Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5585165265,241,,5585165275,213,1.96,5585165273,212,25.9,5585165267,56,Back,5585165269,140,14.3,5585165263,5,,5585165271,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966075,170,1,1,18,55,cf5r1qpotp6n5i3vdchsp2en1,1,14.3,48.7,2025-03-16T02:55:55.157Z,2025-03-16T02:55:58Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5585165389,213,1.41,5585165383,140,16.6,5585165381,56,Back,5585165387,212,14.7,5585165385,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966097,171,1,1,18,58,cf5r1qpotp6n5i3vdchsp2en1,1,16.6,70.0,2025-03-16T02:55:57.989Z,2025-03-16T02:56:00Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5585165465,141,94.7,5585165469,213,0.93,5585165463,140,28.6,5585165461,56,Back,5585165467,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966107,172,1,1,19,0,cf5r1qpotp6n5i3vdchsp2en1,0,29.6,94.5,2025-03-16T02:55:59.997Z,2025-03-16T02:56:01Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5585165511,56,Back,5585165515,141,83.6,5585165517,212,13.1,5585165519,213,5.68,5585165513,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966115,167,8,1,19,1,ck22dnk93ng8ax7wonlff7yms,1,69.4,21.8,2025-03-16T02:56:01.808Z,2025-03-16T02:56:01Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5585165577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966137,173,1,1,19,3,cf5r1qpotp6n5i3vdchsp2en1,1,31.5,86.8,2025-03-16T02:56:03.478Z,2025-03-16T02:56:05Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5585165675,213,0.27,5585165673,212,8.6,5585165667,56,Back,5585165669,140,39.4,5585165671,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966143,174,1,1,19,5,cf5r1qpotp6n5i3vdchsp2en1,0,37.7,89.4,2025-03-16T02:56:05.189Z,2025-03-16T02:56:07Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5585165705,141,88.7,5585165819,236,,5585165825,286,,5585165707,212,4.3,5585165701,56,Back,5585165821,233,168,5585165703,140,33.6,5585165709,213,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966167,168,74,1,19,5,ck22dnk93ng8ax7wonlff7yms,1,67.9,14.6,2025-03-16T02:56:05.190Z,2025-03-16T03:32:00Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5585165805,285,,5585165827,233,174,5585165803,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966181,169,1,1,19,8,ck22dnk93ng8ax7wonlff7yms,1,57.7,7.7,2025-03-16T02:56:08.247Z,2025-03-16T02:56:09Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5585165885,56,Right,5585165887,140,71.2,5585165891,212,15.8,5585165883,155,,5585165893,213,0.46,5585165889,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966185,171,1,1,19,9,ck22dnk93ng8ax7wonlff7yms,0,74.1,21.9,2025-03-16T02:56:09.527Z,2025-03-16T02:56:11Z,abhcwxqh35hbgze01m4ihopyi,J. Beer,,,5585165899,140,70.2,5585165903,212,4.6,5585165943,236,,5585165949,286,,5585165901,141,18.9,5585165897,56,Right,5585165945,233,175,5585165905,213,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966191,175,74,1,19,9,cf5r1qpotp6n5i3vdchsp2en1,1,32.0,83.2,2025-03-16T02:56:09.528Z,2025-03-16T03:32:00Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5585165927,56,Back,5585165955,233,171,5585165929,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966205,176,1,1,19,13,cf5r1qpotp6n5i3vdchsp2en1,0,32.4,79.3,2025-03-16T02:56:12.989Z,2025-03-16T02:58:50Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5585166013,213,0.37,5585166007,140,54.2,5585166005,56,Left,5585166015,1,,5585166003,157,,5585166009,141,92.4,5585166011,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966211,172,3,1,19,14,ck22dnk93ng8ax7wonlff7yms,1,54.4,15.7,2025-03-16T02:56:14.805Z,2025-03-16T03:32:04Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5585166039,286,,5585166037,56,Right,5585166061,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966209,177,45,1,19,14,cf5r1qpotp6n5i3vdchsp2en1,0,45.6,84.3,2025-03-16T02:56:14.805Z,2025-03-16T03:32:04Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5585166035,285,,5585166033,56,Back,5585166075,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966229,173,1,1,19,16,ck22dnk93ng8ax7wonlff7yms,1,55.6,19.4,2025-03-16T02:56:15.935Z,2025-03-16T02:56:18Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5585166133,56,Center,5585166141,213,0.52,5585166139,212,9.7,5585166137,141,26.4,5585166135,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966263,174,1,1,19,17,ck22dnk93ng8ax7wonlff7yms,1,58.4,31.5,2025-03-16T02:56:17.840Z,2025-03-16T02:56:23Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5585166283,140,65.1,5585166289,213,1.39,5585166285,141,87.4,5585166287,212,38.7,5585166279,155,,5585166281,56,Left,5585166291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966281,175,1,1,19,23,ck22dnk93ng8ax7wonlff7yms,1,67.9,88.9,2025-03-16T02:56:22.975Z,2025-03-16T02:56:25Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5585166361,141,74.1,5585166363,212,22.7,5585166365,213,3.60,5585166357,56,Back,5585166359,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966329,176,1,1,19,25,ck22dnk93ng8ax7wonlff7yms,1,48.2,74.1,2025-03-16T02:56:25.056Z,2025-03-16T02:56:32Z,rtercnq9nn7y0814ghe7wo2x,D. Barbir,,,5585166599,56,Back,5585166603,141,57.9,5585166601,140,46.3,5585166605,212,11.2,5585166607,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966349,177,1,1,19,32,ck22dnk93ng8ax7wonlff7yms,1,55.7,48.7,2025-03-16T02:56:32.159Z,2025-03-16T02:56:34Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5585166687,141,32.7,5585166685,140,45.3,5585166691,213,3.93,5585166681,56,Back,5585166689,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966373,178,1,1,19,34,ck22dnk93ng8ax7wonlff7yms,1,45.5,31.3,2025-03-16T02:56:34.552Z,2025-03-16T02:56:39Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5585166835,212,36.3,5585166837,213,5.79,5585166829,56,Right,5585166831,140,75.9,5585166833,141,5.8,5585166839,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966377,179,1,1,19,39,ck22dnk93ng8ax7wonlff7yms,0,74.2,8.8,2025-03-16T02:56:39.041Z,2025-03-16T03:33:20Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5585166847,56,Right,5585179299,236,,5585166855,213,0.48,5585179301,233,217,5585166849,140,78.6,5585166853,212,5.2,5585179305,286,,5585166851,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788968783,217,74,1,19,39,cf5r1qpotp6n5i3vdchsp2en1,1,25.5,94.8,2025-03-16T02:56:39.042Z,2025-03-16T03:32:00Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5585179307,233,179,5585179189,56,Back,5585179191,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788968047,217,61,1,19,40,ck22dnk93ng8ax7wonlff7yms,1,65.6,9.7,2025-03-16T02:56:40.419Z,2025-03-16T03:30:45Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5585175513,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966391,179,1,1,19,40,cf5r1qpotp6n5i3vdchsp2en1,1,37.1,76.7,2025-03-16T02:56:40.688Z,2025-03-16T02:56:41Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5585166917,213,3.39,5585166915,212,10.6,5585166909,56,Back,5585166911,140,27.3,5585166913,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966407,180,1,1,19,41,cf5r1qpotp6n5i3vdchsp2en1,1,27.0,72.7,2025-03-16T02:56:41.668Z,2025-03-16T02:56:43Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5585166993,140,32.6,5585166999,213,5.26,5585166995,141,58.4,5585166997,212,11.4,5585166991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966455,181,1,1,19,42,cf5r1qpotp6n5i3vdchsp2en1,1,32.6,58.4,2025-03-16T02:56:42.813Z,2025-03-16T02:56:50Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5585167255,155,,5585167261,141,21.3,5585167263,212,29.5,5585167257,56,Back,5585167265,213,5.26,5585167259,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966483,182,1,1,19,50,cf5r1qpotp6n5i3vdchsp2en1,1,71.6,25.2,2025-03-16T02:56:50.805Z,2025-03-16T02:56:56Z,bqmln8wgwt0uazirmw682kt4a,R. Molina,,,5585167401,212,35.2,5585167395,56,Center,5585167403,213,0.92,5585167393,155,,5585167405,1,,5585167399,141,66.4,5585167397,140,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788966525,183,1,1,19,55,cf5r1qpotp6n5i3vdchsp2en1,1,91.9,66.4,2025-03-16T02:56:55.813Z,2025-03-16T02:57:13Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,1.0,5585167575,56,Center,5585168039,154,,5585167579,141,49.7,5585167581,212,11.4,5585167573,3,,5585167583,213,4.71,5585167577,140,91.9,5585168037,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
