id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2822728581,193,1,1,22,9,cf5r1qpotp6n5i3vdchsp2en1,1,4.4,56.7,2025-06-15T01:28:41.364Z,2025-06-15T01:28:53Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5771605041,189,,5771604497,56,Back,5771604505,213,5.48,5771604501,141,34.3,5771604499,140,18.3,5771604495,124,,5771604503,212,21.1,5771604509,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822728595,194,1,1,22,11,cf5r1qpotp6n5i3vdchsp2en1,0,18.3,34.3,2025-06-15T01:28:42.605Z,2025-06-15T01:28:52Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5771604623,213,5.61,5771604617,140,38.7,5771604613,155,,5771604615,56,Back,5771604621,212,27.4,5771604981,189,,5771604619,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822728617,195,44,1,22,15,cf5r1qpotp6n5i3vdchsp2en1,1,26.1,4.4,2025-06-15T01:28:47.375Z,2025-06-15T03:13:19Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5771604821,56,Back,5771604823,285,,5771698193,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744911,448,44,1,22,16,5h878vnmkbuy2ummddprusxgq,0,73.9,95.6,2025-06-15T01:28:47.376Z,2025-06-15T03:13:19Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5771698201,233,195,5771698169,56,Left,5771698171,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822728629,196,12,1,22,16,cf5r1qpotp6n5i3vdchsp2en1,1,31.7,7.4,2025-06-15T01:28:47.803Z,2025-06-15T02:07:38Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5771604879,212,7.4,5771697525,15,,5771604877,141,0.0,5771604873,56,Back,5771697527,167,,5771604875,140,35.4,5771604881,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822728631,197,5,1,22,17,cf5r1qpotp6n5i3vdchsp2en1,0,36.8,-2.0,2025-06-15T01:28:49.066Z,2025-06-15T03:13:40Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5771790695,233,748,5771604883,56,Back,5771604885,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822761317,748,5,1,22,17,5h878vnmkbuy2ummddprusxgq,1,63.2,102.0,2025-06-15T01:28:49.066Z,2025-06-15T03:13:39Z,,,,,5771790681,347,,5771790679,56,Left,5771790687,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822728953,198,27,1,22,38,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-06-15T01:29:09.635Z,2025-06-15T04:02:07Z,,,,,5771893063,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822728857,235,27,1,22,38,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-15T01:29:09.635Z,2025-06-15T04:02:06Z,,,,,5771606159,41,Injury,5771893055,233,198,5771606161,53,2mgcta30puk8kuwb5mo4zvcnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729255,199,28,1,23,24,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-06-15T01:29:56.156Z,2025-06-15T01:30:00Z,,,,,5771608441,55,198,5771608653,233,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729291,236,28,1,23,24,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-15T01:29:56.156Z,2025-06-15T01:29:59Z,,,,,5771608641,233,199,5771608629,55,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729333,237,1,1,23,31,5h878vnmkbuy2ummddprusxgq,1,62.5,100.0,2025-06-15T01:30:02.529Z,2025-06-15T01:32:29Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5771608801,140,59.0,5771608805,212,10.0,5771614375,107,,5771608807,213,4.34,5771608803,141,87.7,5771608799,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729349,238,1,1,23,31,5h878vnmkbuy2ummddprusxgq,1,59.0,87.7,2025-06-15T01:30:03.217Z,2025-06-15T01:31:57Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5771608881,212,7.5,5771608875,56,Left,5771608883,213,0.75,5771608879,141,95.2,5771608877,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729365,239,1,1,23,33,5h878vnmkbuy2ummddprusxgq,1,64.2,95.2,2025-06-15T01:30:05.145Z,2025-06-15T01:31:55Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5771608981,140,66.5,5771608987,213,5.12,5771608985,212,6.1,5771608983,141,87.0,5771608979,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729403,240,1,1,23,35,5h878vnmkbuy2ummddprusxgq,1,66.5,87.0,2025-06-15T01:30:07.170Z,2025-06-15T01:30:11Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5771609193,212,50.7,5771609197,1,,5771609185,196,,5771609191,141,27.0,5771609189,140,37.9,5771609195,213,4.08,5771609187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729415,241,1,1,23,41,5h878vnmkbuy2ummddprusxgq,1,35.9,25.4,2025-06-15T01:30:12.553Z,2025-06-15T01:30:13Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5771609267,141,51.1,5771609263,56,Back,5771609265,140,29.7,5771609271,213,1.93,5771609269,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729427,242,1,1,23,42,5h878vnmkbuy2ummddprusxgq,1,29.7,51.1,2025-06-15T01:30:13.857Z,2025-06-15T01:30:16Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5771609369,212,24.6,5771609367,141,87.1,5771609363,56,Back,5771609365,140,32.4,5771609371,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729449,243,1,1,23,45,5h878vnmkbuy2ummddprusxgq,1,35.0,82.4,2025-06-15T01:30:16.674Z,2025-06-15T01:30:19Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5771609479,56,Back,5771609485,212,12.7,5771609487,213,0.83,5771609483,141,96.2,5771609481,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729457,244,1,1,23,47,5h878vnmkbuy2ummddprusxgq,0,43.2,95.0,2025-06-15T01:30:19.121Z,2025-06-15T01:30:20Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5771609557,56,Left,5771609561,141,91.5,5771609559,140,66.7,5771609565,213,6.19,5771609563,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729545,202,4,1,23,53,cf5r1qpotp6n5i3vdchsp2en1,1,45.9,7.4,2025-06-15T01:30:24.875Z,2025-06-15T03:12:47Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5771610113,13,,5771610117,152,,5771610119,265,,5771709855,233,245,5771610115,56,Back,5771610121,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729509,245,4,1,23,53,5h878vnmkbuy2ummddprusxgq,0,54.1,92.6,2025-06-15T01:30:24.876Z,2025-06-15T03:12:47Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5771609919,56,Left,5771709859,233,202,5771610393,152,,5771610391,13,,5771609921,285,,5771610395,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729533,201,43,1,23,53,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-06-15T01:30:24.960Z,2025-06-15T01:30:35Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5771610053,233,245,5771610035,286,0,5771610033,56,Back,5771610309,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729515,246,43,1,23,54,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-15T01:30:26.010Z,2025-06-15T01:30:32Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5771610171,144,5,5771609947,347,0,5771609945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729701,203,1,1,24,16,cf5r1qpotp6n5i3vdchsp2en1,1,47.0,5.0,2025-06-15T01:30:47.492Z,2025-06-15T01:30:51Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5771610979,56,Back,5771610983,141,13.7,5771610987,213,2.77,5771610977,152,,5771610985,212,16.3,5771610981,140,32.5,5771610975,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729711,204,1,1,24,20,cf5r1qpotp6n5i3vdchsp2en1,1,33.3,17.9,2025-06-15T01:30:51.852Z,2025-06-15T01:30:52Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5771611051,140,33.8,5771611053,141,30.9,5771611057,213,1.51,5771611055,212,8.9,5771611049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729717,205,1,1,24,21,cf5r1qpotp6n5i3vdchsp2en1,1,33.9,27.7,2025-06-15T01:30:52.580Z,2025-06-15T01:30:54Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5771611093,212,12.3,5771611091,141,14.9,5771611089,140,25.6,5771611095,213,3.93,5771611087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729735,206,1,1,24,23,cf5r1qpotp6n5i3vdchsp2en1,1,27.6,21.3,2025-06-15T01:30:54.867Z,2025-06-15T01:30:56Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5771611173,212,8.1,5771611171,141,12.5,5771611167,56,Back,5771611175,213,5.45,5771611169,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729753,207,1,1,24,24,cf5r1qpotp6n5i3vdchsp2en1,1,32.8,12.5,2025-06-15T01:30:56.027Z,2025-06-15T01:30:57Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5771611287,141,19.4,5771611285,140,25.6,5771611283,56,Back,5771611289,212,8.9,5771611291,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729789,208,1,1,24,26,cf5r1qpotp6n5i3vdchsp2en1,1,24.5,22.2,2025-06-15T01:30:57.883Z,2025-06-15T01:31:02Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5771611469,56,Back,5771611475,212,21.5,5771611477,213,2.16,5771611473,141,48.4,5771611471,140,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729803,209,1,1,24,30,cf5r1qpotp6n5i3vdchsp2en1,1,12.4,55.4,2025-06-15T01:31:01.915Z,2025-06-15T01:31:05Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5771611589,212,27.7,5771611591,213,1.28,5771611587,141,94.4,5771611583,56,Back,5771611581,155,,5771611585,140,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729825,210,1,1,24,34,cf5r1qpotp6n5i3vdchsp2en1,1,23.1,95.0,2025-06-15T01:31:05.380Z,2025-06-15T01:31:11Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5771611775,212,43.0,5771611769,56,Back,5771611767,157,,5771611771,140,41.7,5771611777,213,5.18,5771611773,141,38.6,5771611779,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729829,211,50,1,24,39,cf5r1qpotp6n5i3vdchsp2en1,1,38.8,34.8,2025-06-15T01:31:11.371Z,2025-06-15T01:31:22Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5771611801,286,,5771611871,233,247,5771611799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729833,247,7,1,24,39,5h878vnmkbuy2ummddprusxgq,0,61.2,65.2,2025-06-15T01:31:11.372Z,2025-06-15T01:31:17Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5771611811,56,Center,5771611835,233,211,5771611813,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729851,248,50,1,24,40,5h878vnmkbuy2ummddprusxgq,1,61.4,65.2,2025-06-15T01:31:12.138Z,2025-06-15T02:07:13Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5771611949,56,Center,5771696215,233,212,5771696147,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729831,212,7,1,24,40,cf5r1qpotp6n5i3vdchsp2en1,1,38.6,34.8,2025-06-15T01:31:12.139Z,2025-06-15T02:07:16Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5771611803,56,Back,5771694805,285,,5771696177,233,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822744583,371,61,1,24,41,cf5r1qpotp6n5i3vdchsp2en1,0,36.2,43.1,2025-06-15T01:31:12.376Z,2025-06-15T02:07:14Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5771696249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729869,249,4,1,24,45,5h878vnmkbuy2ummddprusxgq,1,66.8,51.0,2025-06-15T01:31:17.233Z,2025-06-15T01:31:29Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5771612123,265,,5771612117,13,,5771612119,56,Center,5771612125,286,,5771612149,233,213,5771612121,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822729853,213,4,1,24,45,cf5r1qpotp6n5i3vdchsp2en1,0,33.2,49.0,2025-06-15T01:31:17.234Z,2025-06-15T02:07:24Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5771611981,285,,5771611973,13,,5771611977,152,,5771611975,56,Back,5771612171,233,249,5771611979,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730169,250,1,1,25,42,5h878vnmkbuy2ummddprusxgq,0,72.6,50.6,2025-06-15T01:32:13.721Z,2025-06-15T01:32:16Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5771613919,155,,5771613929,212,31.5,5771613917,5,,5771613927,141,66.1,5771613923,56,Center,5771613921,152,,5771613931,213,0.34,5771613925,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730201,215,5,1,25,44,cf5r1qpotp6n5i3vdchsp2en1,1,-0.9,33.8,2025-06-15T01:32:16.046Z,2025-06-15T03:13:40Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5771614371,233,251,5771614105,56,Back,5771614107,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730251,251,5,1,25,44,5h878vnmkbuy2ummddprusxgq,0,100.9,66.2,2025-06-15T01:32:16.046Z,2025-06-15T01:32:29Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5771614359,56,Center,5771614383,233,215,5771614361,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730317,216,1,1,26,4,cf5r1qpotp6n5i3vdchsp2en1,1,5.1,49.7,2025-06-15T01:32:36.092Z,2025-06-15T01:32:37Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5771614721,140,7.4,5771614731,237,,5771614725,212,4.0,5771614719,56,Back,5771614717,124,,5771614745,189,,5771614727,213,5.37,5771614723,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730343,217,1,1,26,6,cf5r1qpotp6n5i3vdchsp2en1,0,8.6,40.6,2025-06-15T01:32:38.123Z,2025-06-15T01:32:42Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5771614883,213,6.00,5771614879,141,18.6,5771614877,140,57.8,5771614873,157,,5771614885,1,,5771614881,212,53.8,5771614875,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730341,252,44,1,26,9,5h878vnmkbuy2ummddprusxgq,1,42.0,83.8,2025-06-15T01:32:40.897Z,2025-06-15T03:13:20Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5771614869,285,,5771614867,56,Back,5771614923,233,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730347,218,44,1,26,9,cf5r1qpotp6n5i3vdchsp2en1,0,58.0,16.2,2025-06-15T01:32:40.898Z,2025-06-15T03:13:20Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5771614953,233,252,5771614889,56,Right,5771614891,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730349,253,1,1,26,9,5h878vnmkbuy2ummddprusxgq,1,42.1,87.7,2025-06-15T01:32:41.256Z,2025-06-15T01:32:42Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5771614913,212,19.3,5771614909,140,37.6,5771614907,56,Back,5771614915,213,4.46,5771614905,3,,5771614911,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730389,255,1,1,26,12,5h878vnmkbuy2ummddprusxgq,1,36.8,59.2,2025-06-15T01:32:43.737Z,2025-06-15T01:32:48Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5771615143,213,3.38,5771615135,56,Back,5771615137,140,14.1,5771615139,141,50.5,5771615141,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730377,219,83,1,26,13,cf5r1qpotp6n5i3vdchsp2en1,0,61.2,29.4,2025-06-15T01:32:45.260Z,2025-06-15T01:37:04Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5771615239,399,cuw4kvdf0bazq87mh3dwv71ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730401,256,1,1,26,17,5h878vnmkbuy2ummddprusxgq,1,13.7,50.0,2025-06-15T01:32:48.786Z,2025-06-15T01:32:51Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5771615207,140,19.3,5771615213,213,1.27,5771615209,141,77.4,5771615205,56,Back,5771615211,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730415,257,1,1,26,20,5h878vnmkbuy2ummddprusxgq,1,22.3,79.4,2025-06-15T01:32:51.905Z,2025-06-15T01:32:54Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5771615301,56,Back,5771615305,141,93.7,5771615309,213,0.94,5771615303,140,29.1,5771615307,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730429,258,1,1,26,22,5h878vnmkbuy2ummddprusxgq,1,29.6,93.8,2025-06-15T01:32:54.194Z,2025-06-15T01:32:58Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5771615389,212,14.0,5771615391,213,4.11,5771615377,56,Back,5771615381,140,22.0,5771615385,141,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730435,259,1,1,26,26,5h878vnmkbuy2ummddprusxgq,0,25.0,78.0,2025-06-15T01:32:57.995Z,2025-06-15T01:32:58Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5771615439,141,80.3,5771615441,212,3.9,5771615437,140,28.4,5771615435,56,Back,5771615443,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730445,220,61,1,26,28,cf5r1qpotp6n5i3vdchsp2en1,1,64.9,19.4,2025-06-15T01:32:59.820Z,2025-06-15T01:37:24Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5771615459,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730473,222,1,1,26,31,cf5r1qpotp6n5i3vdchsp2en1,1,64.9,19.4,2025-06-15T01:33:02.756Z,2025-06-15T01:37:36Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5771615581,141,23.7,5771615585,213,2.58,5771615577,56,Center,5771615583,212,5.5,5771615579,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730477,223,1,1,26,32,cf5r1qpotp6n5i3vdchsp2en1,1,60.5,23.7,2025-06-15T01:33:04.333Z,2025-06-15T01:37:34Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5771615599,141,39.4,5771615603,213,1.56,5771615597,140,60.6,5771615595,56,Center,5771615601,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730495,224,1,1,26,34,cf5r1qpotp6n5i3vdchsp2en1,1,60.6,39.4,2025-06-15T01:33:06.342Z,2025-06-15T01:37:44Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5771615703,141,50.6,5771615707,213,2.72,5771615705,212,18.6,5771615699,56,Back,5771615701,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730511,225,1,1,26,37,cf5r1qpotp6n5i3vdchsp2en1,1,44.7,50.4,2025-06-15T01:33:08.805Z,2025-06-15T01:33:10Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5771615795,56,Back,5771615801,212,16.3,5771615797,140,44.4,5771615799,141,26.4,5771615803,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730529,226,1,1,26,39,cf5r1qpotp6n5i3vdchsp2en1,1,44.4,26.4,2025-06-15T01:33:10.411Z,2025-06-15T01:33:13Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5771615899,56,Back,5771615907,213,5.46,5771615903,141,17.4,5771615905,212,8.3,5771615901,140,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730561,227,1,1,26,41,cf5r1qpotp6n5i3vdchsp2en1,1,49.8,17.4,2025-06-15T01:33:13.155Z,2025-06-15T01:33:20Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5771616111,213,5.76,5771616107,141,11.3,5771616103,56,Right,5771616105,140,56.7,5771616109,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730595,228,4,1,26,55,cf5r1qpotp6n5i3vdchsp2en1,1,58.2,5.8,2025-06-15T01:33:26.440Z,2025-06-15T03:12:47Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5771616331,286,,5771616325,56,Right,5771616363,233,260,5771616329,265,,5771616327,152,,5771616323,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730593,260,4,1,26,55,5h878vnmkbuy2ummddprusxgq,0,41.8,94.2,2025-06-15T01:33:26.441Z,2025-06-15T04:06:00Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5771616353,152,,5771616357,285,,5771616391,233,228,5771616355,265,,5771616349,13,,5771616351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730617,261,17,1,27,1,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-15T01:33:32.441Z,2025-06-15T04:02:29Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5771616571,31,,5771616573,392,,5771616575,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730757,229,1,1,27,18,cf5r1qpotp6n5i3vdchsp2en1,1,57.1,6.7,2025-06-15T01:33:50.083Z,2025-06-15T01:33:54Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5771617217,140,33.9,5771617213,152,,5771617223,213,2.59,5771617219,141,28.6,5771617215,56,Back,5771617211,5,,5771617221,212,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730771,230,1,1,27,23,cf5r1qpotp6n5i3vdchsp2en1,1,33.4,27.3,2025-06-15T01:33:54.499Z,2025-06-15T01:33:57Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5771617307,141,49.9,5771617311,213,1.78,5771617305,140,30.3,5771617303,56,Back,5771617309,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730785,231,1,1,27,26,cf5r1qpotp6n5i3vdchsp2en1,1,30.4,56.0,2025-06-15T01:33:57.667Z,2025-06-15T01:34:01Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5771617411,141,33.0,5771617415,213,5.10,5771617407,56,Back,5771617409,140,36.4,5771617413,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730807,232,1,1,27,29,cf5r1qpotp6n5i3vdchsp2en1,1,37.6,32.1,2025-06-15T01:34:00.906Z,2025-06-15T01:34:03Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5771617553,212,39.3,5771617557,1,,5771617545,155,,5771617555,213,1.04,5771617549,140,56.5,5771617547,56,Left,5771617551,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822730815,233,1,1,27,32,cf5r1qpotp6n5i3vdchsp2en1,0,56.8,82.0,2025-06-15T01:34:03.627Z,2025-06-15T01:34:04Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5771617581,140,60.3,5771617585,212,11.6,5771617577,155,,5771617579,56,Center,5771617587,213,5.03,5771617583,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
