id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value
2785863045,240,1,1,17,44,5h878vnmkbuy2ummddprusxgq,1,47.1,90.0,2025-03-09T02:24:16.789Z,2025-03-09T02:24:19Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5568165857,56,Back,5568165865,213,3.05,5568165877,156,,5568165859,140,39.5,5568165861,141,91.1,5568165863,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863109,241,1,1,17,48,5h878vnmkbuy2ummddprusxgq,0,39.5,91.1,2025-03-09T02:24:20.710Z,2025-03-09T02:24:23Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,,5568166215,212,59.4,5568166219,1,,5568166211,140,86.8,5568166209,56,Center,5568166217,213,5.70,5568166213,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863197,135,1,1,17,56,ak0rmms5xl49w57i2rvid1tk9,1,14.2,56.6,2025-03-09T02:24:27.969Z,2025-03-09T02:24:31Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5568166789,141,10.7,5568166785,56,Back,5568166795,1,,5568166787,140,24.9,5568166791,212,33.2,5568166793,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863217,136,1,1,18,1,ak0rmms5xl49w57i2rvid1tk9,0,28.7,12.8,2025-03-09T02:24:32.969Z,2025-03-09T02:24:35Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5568166937,141,28.0,5568166931,155,,5568166939,212,66.1,5568166935,140,90.9,5568166941,213,0.16,5568166933,56,Center,5568166943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863305,243,1,1,18,10,5h878vnmkbuy2ummddprusxgq,1,10.0,49.9,2025-03-09T02:24:42.885Z,2025-03-09T02:24:46Z,8y556fvv7asmfouaica4nbai1,J. Waite,,,5568167565,213,5.11,5568167559,140,15.8,5568167555,123,,5568167561,141,28.6,5568167557,56,Back,5568167563,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863339,244,1,1,18,14,5h878vnmkbuy2ummddprusxgq,1,15.8,28.6,2025-03-09T02:24:46.030Z,2025-03-09T02:24:49Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568167785,155,,5568167789,140,44.5,5568167797,1,,5568167793,212,33.3,5568167791,141,7.9,5568167787,56,Back,5568167795,213,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863347,245,61,1,18,17,5h878vnmkbuy2ummddprusxgq,0,50.8,7.4,2025-03-09T02:24:49.301Z,2025-03-09T02:24:49Z,9lucpehmfe4z2vdlica1kc9d6,T. Moshobane,,,5568167821,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863381,138,1,1,18,19,ak0rmms5xl49w57i2rvid1tk9,1,43.9,89.9,2025-03-09T02:24:51.569Z,2025-03-09T02:24:52Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5568168023,212,8.0,5568168017,56,Back,5568168021,141,80.6,5568168019,140,39.3,5568168025,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863411,139,3,1,18,20,ak0rmms5xl49w57i2rvid1tk9,1,39.8,75.4,2025-03-09T02:24:52.745Z,2025-03-09T04:43:01Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568168161,286,,5568168159,56,Back,5568168187,233,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863397,246,45,1,18,20,5h878vnmkbuy2ummddprusxgq,0,60.2,24.6,2025-03-09T02:24:52.745Z,2025-03-09T04:43:02Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5568168099,56,Center,5568168231,233,139,5568168101,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863413,140,4,1,18,22,ak0rmms5xl49w57i2rvid1tk9,1,40.2,77.6,2025-03-09T02:24:54.712Z,2025-03-09T02:24:59Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568168341,286,,5568168329,56,Back,5568168333,152,,5568168325,13,,5568168379,233,247,5568168337,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863421,247,4,1,18,22,5h878vnmkbuy2ummddprusxgq,0,59.8,22.4,2025-03-09T02:24:54.713Z,2025-03-09T02:24:58Z,9lucpehmfe4z2vdlica1kc9d6,T. Moshobane,,,5568168311,285,,5568168303,56,Center,5568168411,233,140,5568168305,152,,5568168301,13,,5568168307,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863545,141,1,1,18,30,ak0rmms5xl49w57i2rvid1tk9,1,42.2,81.5,2025-03-09T02:25:02.849Z,2025-03-09T02:25:04Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5568168905,56,Back,5568168913,213,3.73,5568168901,5,,5568168909,141,76.3,5568168911,212,6.4,5568168903,152,,5568168907,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863573,142,1,1,18,32,ak0rmms5xl49w57i2rvid1tk9,1,37.1,76.3,2025-03-09T02:25:04.369Z,2025-03-09T02:25:08Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568169087,213,4.57,5568169079,56,Back,5568169083,141,46.4,5568169085,212,20.5,5568169081,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863589,143,1,1,18,35,ak0rmms5xl49w57i2rvid1tk9,1,32.6,39.2,2025-03-09T02:25:07.937Z,2025-03-09T02:25:09Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5568169153,56,Back,5568169157,141,51.6,5568169159,212,9.5,5568169161,213,1.10,5568169155,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863607,144,1,1,18,37,ak0rmms5xl49w57i2rvid1tk9,1,36.7,51.3,2025-03-09T02:25:09.705Z,2025-03-09T02:25:12Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5568169315,140,31.5,5568169321,213,2.04,5568169319,212,12.0,5568169317,141,67.0,5568169313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863637,145,1,1,18,39,ak0rmms5xl49w57i2rvid1tk9,1,34.1,70.8,2025-03-09T02:25:11.929Z,2025-03-09T02:25:14Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568169451,213,1.35,5568169447,141,91.7,5568169445,140,37.1,5568169449,212,14.6,5568169443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863653,146,1,1,18,42,ak0rmms5xl49w57i2rvid1tk9,1,37.5,92.4,2025-03-09T02:25:14.065Z,2025-03-09T02:25:16Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5568169581,213,4.20,5568169577,141,80.0,5568169575,140,33.0,5568169579,212,9.7,5568169573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863689,147,1,1,18,44,ak0rmms5xl49w57i2rvid1tk9,1,32.4,75.7,2025-03-09T02:25:16.530Z,2025-03-09T02:25:19Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568169775,212,26.7,5568169771,140,9.9,5568169777,213,3.63,5568169769,56,Back,5568169773,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863733,148,1,1,18,47,ak0rmms5xl49w57i2rvid1tk9,1,7.9,52.1,2025-03-09T02:25:19.730Z,2025-03-09T02:25:23Z,duuhalibp64gdz6nub5ub0ovd,C. Herrera,,,5568170001,56,Back,5568170013,213,5.02,5568170003,140,13.6,5568170011,212,19.8,5568170007,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863761,149,1,1,18,50,ak0rmms5xl49w57i2rvid1tk9,0,14.6,17.7,2025-03-09T02:25:22.826Z,2025-03-09T02:25:26Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5568170175,213,0.03,5568170167,56,Right,5568170171,141,19.7,5568170173,212,46.5,5568170177,1,,5568170165,155,,5568170169,140,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863789,248,1,1,18,55,5h878vnmkbuy2ummddprusxgq,1,44.9,79.7,2025-03-09T02:25:27.029Z,2025-03-09T02:25:29Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568170387,212,15.3,5568170379,3,,5568170383,140,58.4,5568170389,213,0.39,5568170381,56,Left,5568170385,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863801,250,4,1,18,58,5h878vnmkbuy2ummddprusxgq,1,46.6,82.2,2025-03-09T02:25:30.805Z,2025-03-09T04:34:38Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5568170629,233,150,5568170457,152,,5568170459,265,,5568170455,56,Back,5568170461,286,,5568170453,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863805,150,4,1,18,58,ak0rmms5xl49w57i2rvid1tk9,0,53.4,17.8,2025-03-09T02:25:30.806Z,2025-03-09T04:34:39Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5568170609,285,,5568170473,152,,5568170469,13,,5568170471,56,Right,5568170663,233,250,5568170475,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863839,251,1,1,19,0,5h878vnmkbuy2ummddprusxgq,1,50.4,84.2,2025-03-09T02:25:32.572Z,2025-03-09T02:25:35Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5568170689,5,,5568170697,141,73.8,5568170701,213,3.59,5568170693,56,Back,5568170695,140,36.5,5568170691,152,,5568170699,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863855,252,1,1,19,2,5h878vnmkbuy2ummddprusxgq,1,36.5,73.8,2025-03-09T02:25:34.541Z,2025-03-09T02:25:37Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568170799,213,4.34,5568170791,56,Back,5568170795,141,53.4,5568170793,140,31.4,5568170797,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863891,253,1,1,19,5,5h878vnmkbuy2ummddprusxgq,1,31.1,53.0,2025-03-09T02:25:37.278Z,2025-03-09T02:25:41Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5568171013,141,75.9,5568171009,56,Back,5568171017,213,1.40,5568171011,140,33.7,5568171015,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863929,254,1,1,19,9,5h878vnmkbuy2ummddprusxgq,0,33.8,75.9,2025-03-09T02:25:41.165Z,2025-03-09T02:25:45Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568171265,196,,5568171277,1,,5568171269,140,59.4,5568171263,155,,5568171273,212,59.2,5568171267,56,Right,5568171275,213,5.18,5568171271,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863979,151,5,1,19,12,ak0rmms5xl49w57i2rvid1tk9,1,42.2,101.6,2025-03-09T02:25:44.641Z,2025-03-09T04:46:43Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5568171621,233,255,5568171589,56,Back,5568171591,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863935,255,5,1,19,12,5h878vnmkbuy2ummddprusxgq,0,57.8,-1.6,2025-03-09T02:25:44.641Z,2025-03-09T04:46:43Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568171293,347,,5568171669,233,151,5568171291,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863989,152,1,1,19,18,ak0rmms5xl49w57i2rvid1tk9,1,45.9,100.0,2025-03-09T02:25:50.570Z,2025-03-09T02:25:52Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5568171707,141,82.4,5568171701,107,,5568171713,213,3.70,5568171705,140,26.3,5568171703,56,Back,5568171715,1,,5568171711,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864019,153,1,1,19,19,ak0rmms5xl49w57i2rvid1tk9,1,26.3,82.4,2025-03-09T02:25:51.770Z,2025-03-09T02:25:54Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568171873,140,36.3,5568171871,56,Back,5568171879,213,0.64,5568171875,141,93.8,5568171877,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864037,154,1,1,19,22,ak0rmms5xl49w57i2rvid1tk9,0,36.7,92.7,2025-03-09T02:25:54.763Z,2025-03-09T02:25:57Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5568171967,1,,5568171957,56,Center,5568171963,212,41.2,5568171965,213,5.93,5568171959,140,73.6,5568171955,155,,5568171961,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864055,256,1,1,19,27,5h878vnmkbuy2ummddprusxgq,1,25.7,24.9,2025-03-09T02:25:59.078Z,2025-03-09T02:26:01Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5568172117,141,12.2,5568172113,140,47.0,5568172105,157,,5568172123,1,,5568172109,56,Back,5568172121,213,5.91,5568172119,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864065,258,1,1,19,29,5h878vnmkbuy2ummddprusxgq,1,47.2,12.2,2025-03-09T02:26:01.309Z,2025-03-09T02:26:03Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5568172213,213,1.61,5568172205,56,Back,5568172209,141,31.0,5568172207,140,46.7,5568172211,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864073,259,4,1,19,31,5h878vnmkbuy2ummddprusxgq,1,42.0,31.4,2025-03-09T02:26:03.305Z,2025-03-09T02:26:08Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5568172287,286,,5568172279,13,,5568172283,152,,5568172281,56,Back,5568172297,233,155,5568172285,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864067,155,4,1,19,31,ak0rmms5xl49w57i2rvid1tk9,0,58.0,68.6,2025-03-09T02:26:03.306Z,2025-03-09T02:26:09Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5568172265,13,,5568172269,152,,5568172273,285,,5568172303,233,259,5568172267,56,Center,5568172271,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864301,260,1,1,19,32,5h878vnmkbuy2ummddprusxgq,0,44.7,24.6,2025-03-09T02:26:04.069Z,2025-03-09T03:55:22Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568201421,189,,5568173743,213,0.92,5568173725,155,,5568173733,56,Left,5568173729,196,,5568173735,140,74.4,5568173741,212,51.6,5568173731,152,,5568173723,5,5568173745,1,5568173739,141,85.0,,,,,,,,,,,,,,,,,,,,,,
2785864287,156,1,1,19,56,ak0rmms5xl49w57i2rvid1tk9,0,28.1,13.5,2025-03-09T02:26:28.345Z,2025-03-09T02:26:29Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5568173653,141,0.0,5568173647,3,,5568173657,213,5.32,5568173651,140,35.0,5568173655,212,12.6,5568173649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864291,157,5,1,19,59,ak0rmms5xl49w57i2rvid1tk9,0,30.4,-1.6,2025-03-09T02:26:31.009Z,2025-03-09T03:55:16Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5568173677,56,Back,5568174063,233,261,5568173679,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864333,261,5,1,19,59,5h878vnmkbuy2ummddprusxgq,1,69.6,101.6,2025-03-09T02:26:31.009Z,2025-03-09T04:46:44Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568173987,56,Left,5568174013,233,157,5568173989,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864367,262,1,1,20,1,5h878vnmkbuy2ummddprusxgq,1,74.1,100.0,2025-03-09T02:26:33.765Z,2025-03-09T02:26:35Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5568174145,140,64.0,5568174141,107,,5568174149,212,14.9,5568174143,56,Left,5568174151,213,3.92,5568174147,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864399,263,1,1,20,3,5h878vnmkbuy2ummddprusxgq,1,64.0,86.0,2025-03-09T02:26:35.773Z,2025-03-09T02:26:39Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5568174353,213,3.73,5568174347,140,43.9,5568174351,212,25.4,5568174349,141,65.1,5568174345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864411,264,1,1,20,6,5h878vnmkbuy2ummddprusxgq,1,43.9,65.1,2025-03-09T02:26:38.901Z,2025-03-09T02:26:40Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5568174445,213,4.64,5568174439,140,42.5,5568174441,141,33.4,5568174437,56,Back,5568174443,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864429,265,1,1,20,8,5h878vnmkbuy2ummddprusxgq,1,42.5,33.4,2025-03-09T02:26:40.349Z,2025-03-09T02:26:42Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568174559,141,17.3,5568174561,212,21.5,5568174555,56,Right,5568174557,140,60.1,5568174563,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864467,266,1,1,20,10,5h878vnmkbuy2ummddprusxgq,1,59.9,13.7,2025-03-09T02:26:42.733Z,2025-03-09T02:26:48Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5568174827,56,Right,5568174831,141,9.5,5568174837,213,6.16,5568174829,140,82.3,5568174833,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864473,267,3,1,20,15,5h878vnmkbuy2ummddprusxgq,0,86.8,8.6,2025-03-09T02:26:47.528Z,2025-03-09T02:26:54Z,9lucpehmfe4z2vdlica1kc9d6,T. Moshobane,,,5568174883,56,Right,5568174955,233,158,5568174885,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864475,158,7,1,20,15,ak0rmms5xl49w57i2rvid1tk9,1,13.2,91.4,2025-03-09T02:26:47.529Z,2025-03-09T02:26:52Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568174891,56,Back,5568174893,285,,5568174939,233,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864479,159,43,1,20,16,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-03-09T02:26:48.772Z,2025-03-09T02:26:54Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568175229,144,61,5568174911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864517,160,12,1,20,18,ak0rmms5xl49w57i2rvid1tk9,1,12.7,88.3,2025-03-09T02:26:50.121Z,2025-03-09T02:26:55Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568175197,167,,5568175147,140,14.1,5568175153,213,1.40,5568175149,141,100.0,5568175151,212,8.4,5568175145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864487,268,61,1,20,18,5h878vnmkbuy2ummddprusxgq,1,91.3,6.7,2025-03-09T02:26:50.132Z,2025-03-09T02:26:57Z,9lucpehmfe4z2vdlica1kc9d6,T. Moshobane,,,5568174961,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864519,161,5,1,20,18,ak0rmms5xl49w57i2rvid1tk9,1,12.7,100.9,2025-03-09T02:26:50.801Z,2025-03-09T04:46:44Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5568175455,233,269,5568175161,56,Back,5568175163,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864547,269,5,1,20,18,5h878vnmkbuy2ummddprusxgq,0,87.3,-0.9,2025-03-09T02:26:50.801Z,2025-03-09T04:46:45Z,9lucpehmfe4z2vdlica1kc9d6,T. Moshobane,,,5568175369,56,Right,5568175425,233,161,5568175371,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864687,162,1,1,20,39,ak0rmms5xl49w57i2rvid1tk9,1,13.2,100.0,2025-03-09T02:27:11.172Z,2025-03-09T02:29:39Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5568176071,213,5.60,5568182079,189,,5568176067,141,95.1,5568176063,56,Back,5568176061,107,,5568176069,212,6.4,5568176065,140,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865531,172,1,1,20,40,ak0rmms5xl49w57i2rvid1tk9,0,19.6,95.0,2025-03-09T02:27:12.937Z,2025-03-09T02:29:07Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5568181273,212,5.6,5568181269,140,14.3,5568181277,213,3.14,5568181271,141,95.0,5568182239,189,,5568181267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864701,270,1,1,20,41,5h878vnmkbuy2ummddprusxgq,1,35.7,27.3,2025-03-09T02:27:13.477Z,2025-03-09T03:55:32Z,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,,,5568176167,213,5.70,5568176163,141,20.9,5568176157,3,,5568176159,56,Back,5568176165,212,7.9,5568176161,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785865697,173,1,1,20,41,ak0rmms5xl49w57i2rvid1tk9,0,11.6,94.4,2025-03-09T02:27:13.889Z,2025-03-09T02:29:18Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5568182399,141,62.1,5568182407,213,5.87,5568182391,56,Center,5568182403,212,54.3,5568182395,140,58.9,5568183123,157,,5568182409,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864709,163,45,1,20,42,ak0rmms5xl49w57i2rvid1tk9,0,57.7,75.2,2025-03-09T02:27:14.380Z,2025-03-09T02:27:18Z,b74yslq3huyhvwrhrebz0o3ys,L. Johnson,,,5568176203,285,,5568176201,56,Center,5568176239,233,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864711,272,3,1,20,42,5h878vnmkbuy2ummddprusxgq,1,42.3,24.8,2025-03-09T02:27:14.380Z,2025-03-09T02:27:18Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5568176207,56,Back,5568176225,233,163,5568176209,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864731,273,1,1,20,42,5h878vnmkbuy2ummddprusxgq,1,43.3,21.9,2025-03-09T02:27:14.861Z,2025-03-09T02:27:19Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5568176359,141,11.1,5568176355,56,Right,5568176361,212,14.7,5568176363,213,5.76,5568176357,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864735,274,1,1,20,44,5h878vnmkbuy2ummddprusxgq,1,55.4,11.1,2025-03-09T02:27:15.965Z,2025-03-09T02:27:19Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568176393,212,14.0,5568176391,141,4.9,5568176387,56,Right,5568176395,213,5.98,5568176389,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864739,275,1,1,20,45,5h878vnmkbuy2ummddprusxgq,1,67.7,5.3,2025-03-09T02:27:17.884Z,2025-03-09T02:27:20Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5568176425,212,10.3,5568176421,140,61.3,5568176419,56,Right,5568176427,213,2.28,5568176423,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864741,276,50,1,20,47,5h878vnmkbuy2ummddprusxgq,1,60.4,16.8,2025-03-09T02:27:19.909Z,2025-03-09T04:42:42Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5568469453,233,164,5568469423,286,,5568176433,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864761,164,7,1,20,47,ak0rmms5xl49w57i2rvid1tk9,0,39.6,83.2,2025-03-09T02:27:19.910Z,2025-03-09T04:42:42Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5568290499,285,,5568469441,233,276,5568290497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864767,165,1,1,20,51,ak0rmms5xl49w57i2rvid1tk9,0,38.0,74.1,2025-03-09T02:27:23.498Z,2025-03-09T03:11:19Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5568176609,213,6.13,5568176601,56,Back,5568176605,141,73.3,5568176603,140,41.4,5568176607,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864769,277,61,1,20,51,5h878vnmkbuy2ummddprusxgq,1,57.0,26.1,2025-03-09T02:27:23.780Z,2025-03-09T02:27:24Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5568176615,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785864791,166,1,1,20,54,ak0rmms5xl49w57i2rvid1tk9,0,39.4,65.1,2025-03-09T02:27:25.962Z,2025-03-09T02:27:26Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5568176753,155,,5568176763,213,4.86,5568176757,140,44.4,5568176759,141,12.9,5568176765,1,,5568176761,212,35.9,5568176755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
