id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value
2822770305,96,1,1,10,2,7neuneh44n9rtsfsh6r0sb9no,0,63.1,86.3,2025-06-15T03:20:32.397Z,2025-06-15T03:20:34Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5771843145,56,Left,5771843147,140,55.4,5771843153,213,2.92,5771843143,3,,5771843149,141,89.0,5771843151,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770313,86,1,1,10,6,87c66ubwpzykovmkaf1t46bis,0,42.3,8.8,2025-06-15T03:20:36.329Z,2025-06-15T03:20:36Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771843257,56,Right,5771843259,140,50.6,5771843267,1,,5771843255,157,,5771843263,212,11.4,5771843261,141,0.0,5771843265,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770317,87,5,1,10,6,87c66ubwpzykovmkaf1t46bis,0,50.2,-1.8,2025-06-15T03:20:36.844Z,2025-06-15T03:36:11Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771843273,56,Right,5771843521,233,97,5771843275,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770359,97,5,1,10,6,7neuneh44n9rtsfsh6r0sb9no,1,49.8,101.8,2025-06-15T03:20:36.844Z,2025-06-15T04:10:30Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5771843517,233,87,5771843515,347,,5771843513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770367,98,1,1,10,20,7neuneh44n9rtsfsh6r0sb9no,1,55.4,100.0,2025-06-15T03:20:50.503Z,2025-06-15T03:20:52Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,5771843571,213,4.86,5771843563,56,Left,5771843569,212,6.6,5771843567,141,91.8,5771843565,140,56.3,5771843561,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770379,99,1,1,10,22,7neuneh44n9rtsfsh6r0sb9no,1,56.3,91.8,2025-06-15T03:20:52.285Z,2025-06-15T03:20:54Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5771843627,141,93.2,5771843625,140,54.5,5771843631,213,2.67,5771843623,56,Left,5771843629,212,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770387,88,83,1,10,23,87c66ubwpzykovmkaf1t46bis,0,39.4,9.7,2025-06-15T03:20:54.043Z,2025-06-15T05:16:17Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,5771843823,399,cc7jk41tn9qi5px4pb9l4bn8q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770385,100,1,1,10,24,7neuneh44n9rtsfsh6r0sb9no,1,54.5,93.2,2025-06-15T03:20:54.645Z,2025-06-15T03:20:56Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,5771843663,141,93.5,5771843661,140,65.3,5771843665,212,11.3,5771843667,213,0.02,5771843659,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770395,101,1,1,10,25,7neuneh44n9rtsfsh6r0sb9no,1,65.3,93.5,2025-06-15T03:20:55.893Z,2025-06-15T03:20:58Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,5771843719,140,57.2,5771843717,56,Left,5771843723,212,11.2,5771843721,141,82.7,5771843725,213,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770407,102,1,1,10,27,7neuneh44n9rtsfsh6r0sb9no,1,56.4,82.7,2025-06-15T03:20:57.926Z,2025-06-15T03:21:00Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,5771843773,56,Back,5771843779,212,23.3,5771843781,213,3.69,5771843777,141,64.8,5771843775,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770439,103,1,1,10,31,7neuneh44n9rtsfsh6r0sb9no,1,34.9,46.9,2025-06-15T03:21:01.150Z,2025-06-15T03:21:04Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771843979,141,28.9,5771843977,140,48.3,5771843981,212,18.6,5771843975,56,Back,5771843983,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770457,104,1,1,10,34,7neuneh44n9rtsfsh6r0sb9no,1,58.2,12.9,2025-06-15T03:21:04.319Z,2025-06-15T03:21:07Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5771844095,140,61.7,5771844097,141,13.7,5771844101,213,0.15,5771844093,56,Right,5771844099,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770481,105,1,1,10,37,7neuneh44n9rtsfsh6r0sb9no,1,63.9,23.7,2025-06-15T03:21:07.437Z,2025-06-15T03:21:10Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5771844185,212,6.6,5771844181,140,70.1,5771844183,141,25.2,5771844179,56,Center,5771844187,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770495,106,1,1,10,40,7neuneh44n9rtsfsh6r0sb9no,1,72.3,25.2,2025-06-15T03:21:10.165Z,2025-06-15T03:21:13Z,23vdzclmewq139wius9oy3m51,S. Herrera,,5771844261,56,Right,5771844267,212,10.3,5771844265,141,11.4,5771844263,140,76.4,5771844269,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770497,107,1,1,10,42,7neuneh44n9rtsfsh6r0sb9no,1,80.5,6.1,2025-06-15T03:21:13.006Z,2025-06-15T03:21:14Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,5771844287,212,9.3,5771844281,56,Right,5771844285,141,8.2,5771844283,140,71.7,5771844289,213,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770509,108,1,1,10,43,7neuneh44n9rtsfsh6r0sb9no,0,71.7,8.2,2025-06-15T03:21:13.942Z,2025-06-15T03:21:15Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5771844377,212,16.7,5771844379,213,0.60,5771844369,155,,5771844375,141,22.1,5771844371,56,Center,5771844367,2,,5771844373,140,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770541,90,1,1,10,47,87c66ubwpzykovmkaf1t46bis,1,22.2,84.4,2025-06-15T03:21:17.153Z,2025-06-15T03:21:20Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5771844507,213,2.34,5771844503,141,94.7,5771844499,56,Back,5771844501,140,15.7,5771844505,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770555,91,1,1,10,50,87c66ubwpzykovmkaf1t46bis,1,12.7,93.0,2025-06-15T03:21:20.138Z,2025-06-15T03:21:21Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5771844561,212,14.3,5771844555,56,Back,5771844563,213,4.00,5771844559,141,77.0,5771844557,140,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770561,92,1,1,10,51,87c66ubwpzykovmkaf1t46bis,0,3.8,77.0,2025-06-15T03:21:21.489Z,2025-06-15T03:21:21Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771844585,213,0.30,5771844581,141,80.5,5771844575,157,,5771844583,212,7.9,5771844587,1,,5771844579,140,11.0,5771844577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770563,109,61,1,10,53,7neuneh44n9rtsfsh6r0sb9no,1,89.9,21.5,2025-06-15T03:21:23.853Z,2025-06-15T03:21:23Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5771844623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770599,93,5,1,10,54,87c66ubwpzykovmkaf1t46bis,1,-1.0,83.3,2025-06-15T03:21:24.170Z,2025-06-15T04:10:30Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771844883,346,,5771844881,56,Back,5771844905,233,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770571,110,5,1,10,54,7neuneh44n9rtsfsh6r0sb9no,0,101.0,16.7,2025-06-15T03:21:24.170Z,2025-06-15T04:10:31Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,5771844663,346,,5771844661,56,Right,5771844915,233,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770603,94,1,1,11,6,87c66ubwpzykovmkaf1t46bis,1,4.8,50.0,2025-06-15T03:21:36.500Z,2025-06-15T03:21:38Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5771844927,141,63.0,5771844935,237,,5771844931,213,1.64,5771844929,212,8.9,5771844925,140,4.2,5771844921,124,,5771844923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770621,95,1,1,11,8,87c66ubwpzykovmkaf1t46bis,1,4.6,61.4,2025-06-15T03:21:38.450Z,2025-06-15T03:21:40Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771845037,141,34.9,5771845039,212,26.1,5771845035,140,22.6,5771845041,213,5.52,5771845033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770639,96,1,1,11,10,87c66ubwpzykovmkaf1t46bis,1,22.6,34.9,2025-06-15T03:21:40.650Z,2025-06-15T03:21:44Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771845145,56,Back,5771845153,213,4.60,5771845147,140,20.7,5771845151,212,18.5,5771845149,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770645,97,1,1,11,14,87c66ubwpzykovmkaf1t46bis,1,18.1,9.7,2025-06-15T03:21:44.466Z,2025-06-15T03:21:46Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771845193,212,12.1,5771845189,140,6.9,5771845187,56,Back,5771845191,141,13.8,5771845195,213,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770653,98,1,1,11,15,87c66ubwpzykovmkaf1t46bis,1,6.9,13.8,2025-06-15T03:21:46.066Z,2025-06-15T03:21:48Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771845247,213,2.03,5771845239,56,Back,5771845241,140,0.8,5771845245,212,14.5,5771845243,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770687,99,1,1,11,18,87c66ubwpzykovmkaf1t46bis,0,1.2,31.8,2025-06-15T03:21:48.811Z,2025-06-15T03:21:53Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5771845447,1,,5771845439,140,44.8,5771845437,56,Back,5771845441,141,33.6,5771845445,213,0.03,5771845443,212,45.8,5771845435,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770693,111,44,1,11,22,7neuneh44n9rtsfsh6r0sb9no,1,56.2,67.2,2025-06-15T03:21:52.810Z,2025-06-15T04:11:11Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771845465,286,,5771845479,233,100,5771845463,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770691,100,44,1,11,22,87c66ubwpzykovmkaf1t46bis,0,43.8,32.8,2025-06-15T03:21:52.811Z,2025-06-15T04:11:11Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,5771845497,233,111,5771845459,56,Back,5771845461,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770709,112,1,1,11,23,7neuneh44n9rtsfsh6r0sb9no,1,57.9,68.4,2025-06-15T03:21:53.317Z,2025-06-15T03:21:56Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771845545,141,78.5,5771845541,56,Center,5771845543,140,72.9,5771845547,212,17.2,5771845539,3,,5771845549,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770717,114,50,1,11,25,7neuneh44n9rtsfsh6r0sb9no,1,69.4,86.0,2025-06-15T03:21:55.883Z,2025-06-15T04:10:50Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5771845587,233,101,5771845567,56,Left,5771845569,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770711,101,7,1,11,25,87c66ubwpzykovmkaf1t46bis,1,30.6,14.0,2025-06-15T03:21:55.884Z,2025-06-15T04:10:50Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771845559,285,,5771845571,233,114,5771845555,167,,5771845557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770715,102,5,1,11,26,87c66ubwpzykovmkaf1t46bis,0,33.3,-1.2,2025-06-15T03:21:57.026Z,2025-06-15T04:10:31Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771845565,347,,5771845563,56,Back,5771845731,233,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770739,115,5,1,11,26,7neuneh44n9rtsfsh6r0sb9no,1,66.7,101.2,2025-06-15T03:21:57.026Z,2025-06-15T04:10:31Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5771845673,347,,5771845719,233,102,5771845671,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770759,116,1,1,11,35,7neuneh44n9rtsfsh6r0sb9no,1,70.1,100.0,2025-06-15T03:22:05.149Z,2025-06-15T03:22:07Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,5771845869,56,Left,5771845875,212,15.3,5771845871,140,76.9,5771845873,141,81.5,5771845877,213,5.20,5771845865,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770761,117,50,1,11,37,7neuneh44n9rtsfsh6r0sb9no,1,78.0,79.1,2025-06-15T03:22:07.821Z,2025-06-15T04:10:51Z,23vdzclmewq139wius9oy3m51,S. Herrera,,5771845891,56,Left,5771845893,286,,5771846025,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770775,103,7,1,11,37,87c66ubwpzykovmkaf1t46bis,1,22.0,20.9,2025-06-15T03:22:07.822Z,2025-06-15T05:16:32Z,8gxutqok71ycyk3ojmudrqtck,L. Berrón,,5771846019,233,117,5771845979,285,,5771845977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770809,105,1,1,11,49,87c66ubwpzykovmkaf1t46bis,1,13.2,43.4,2025-06-15T03:22:19.204Z,2025-06-15T03:22:23Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5771846205,123,,5771846215,213,5.05,5771846211,141,11.7,5771846207,56,Back,5771846209,140,20.5,5771846213,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770813,106,1,1,11,53,87c66ubwpzykovmkaf1t46bis,0,20.8,9.2,2025-06-15T03:22:23.556Z,2025-06-15T03:22:25Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771846239,213,6.27,5771846237,212,50.0,5771846241,1,,5771846233,140,68.4,5771846229,155,,5771846231,56,Right,5771846235,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770831,118,12,1,11,57,7neuneh44n9rtsfsh6r0sb9no,1,39.6,96.1,2025-06-15T03:22:27.173Z,2025-06-15T03:22:38Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771846515,167,,5771846337,141,100.0,5771846335,140,38.6,5771846341,213,1.89,5771846339,212,3.4,5771846333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770829,107,5,1,12,0,87c66ubwpzykovmkaf1t46bis,1,63.2,-1.0,2025-06-15T03:22:30.133Z,2025-06-15T04:10:32Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771846321,56,Right,5771846323,347,,5771846369,233,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770835,119,5,1,12,0,7neuneh44n9rtsfsh6r0sb9no,0,36.8,101.0,2025-06-15T03:22:30.133Z,2025-06-15T03:36:05Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,5771846349,56,Back,5771846375,233,107,5771846351,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770875,108,1,1,12,7,87c66ubwpzykovmkaf1t46bis,1,69.1,0.0,2025-06-15T03:22:37.514Z,2025-06-15T03:22:39Z,bfdes5ft117ggu7ue5tnu5hm2,N. Hernandez,,5771846563,107,,5771846565,56,Right,5771846569,141,4.4,5771846571,212,14.9,5771846567,140,55.5,5771846573,213,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770891,109,1,1,12,9,87c66ubwpzykovmkaf1t46bis,1,55.7,4.7,2025-06-15T03:22:39.411Z,2025-06-15T03:22:43Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771846685,56,Back,5771846691,212,21.6,5771846687,140,40.0,5771846689,141,25.2,5771846693,213,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770901,110,1,1,12,13,87c66ubwpzykovmkaf1t46bis,1,40.0,25.2,2025-06-15T03:22:43.258Z,2025-06-15T03:22:45Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771846753,140,38.7,5771846759,213,1.62,5771846755,141,66.0,5771846757,212,27.8,5771846751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770917,111,1,1,12,14,87c66ubwpzykovmkaf1t46bis,1,38.7,66.4,2025-06-15T03:22:45.042Z,2025-06-15T03:22:48Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771846837,213,1.30,5771846835,212,18.2,5771846831,140,43.4,5771846829,56,Back,5771846833,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770935,112,1,1,12,17,87c66ubwpzykovmkaf1t46bis,1,43.4,92.1,2025-06-15T03:22:48.002Z,2025-06-15T03:22:51Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5771846945,56,Left,5771846949,141,95.1,5771846951,212,12.5,5771846947,140,55.1,5771846953,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770939,113,4,1,12,21,87c66ubwpzykovmkaf1t46bis,1,56.4,91.8,2025-06-15T03:22:51.435Z,2025-06-15T03:22:56Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,5771847035,286,,5771847031,56,Left,5771847029,294,,5771847075,233,120,5771847033,152,,5771847027,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822770937,120,4,1,12,21,7neuneh44n9rtsfsh6r0sb9no,0,43.6,8.2,2025-06-15T03:22:51.436Z,2025-06-15T03:24:02Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5771848597,294,,5771847019,56,Back,5771847099,233,113,5771847025,285,,5771847017,13,,5771847021,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771029,114,1,1,12,37,87c66ubwpzykovmkaf1t46bis,1,58.3,89.7,2025-06-15T03:23:07.915Z,2025-06-15T03:23:13Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5771847579,212,32.1,5771847577,141,45.5,5771847581,213,4.36,5771847573,56,Back,5771847571,152,,5771847575,140,47.7,5771847583,1,,5771847569,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771035,115,1,1,12,43,87c66ubwpzykovmkaf1t46bis,1,58.5,32.4,2025-06-15T03:23:13.378Z,2025-06-15T03:23:15Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771847623,213,5.20,5771847615,56,Right,5771847621,212,20.0,5771847619,141,6.4,5771847617,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771053,116,1,1,12,45,87c66ubwpzykovmkaf1t46bis,1,66.3,12.3,2025-06-15T03:23:15.370Z,2025-06-15T03:23:18Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,5771847719,212,15.4,5771847717,141,25.0,5771847713,56,Center,5771847721,213,2.55,5771847715,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771073,117,1,1,12,48,87c66ubwpzykovmkaf1t46bis,1,48.2,30.0,2025-06-15T03:23:18.618Z,2025-06-15T03:23:24Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771847829,56,Center,5771847835,212,16.9,5771847831,140,52.5,5771847833,141,53.9,5771847837,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771083,118,1,1,12,54,87c66ubwpzykovmkaf1t46bis,1,53.7,48.7,2025-06-15T03:23:24.154Z,2025-06-15T03:23:27Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5771847887,56,Right,5771847891,141,6.1,5771847895,213,5.00,5771847893,212,30.2,5771847889,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771101,119,1,1,12,57,87c66ubwpzykovmkaf1t46bis,1,61.9,6.2,2025-06-15T03:23:27.210Z,2025-06-15T03:23:31Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,5771848005,56,Back,5771848013,213,2.89,5771848009,141,13.8,5771848007,140,43.1,5771848011,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771107,120,1,1,13,1,87c66ubwpzykovmkaf1t46bis,1,41.2,15.0,2025-06-15T03:23:31.819Z,2025-06-15T03:23:32Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771848037,56,Back,5771848047,1,,5771848039,140,39.5,5771848043,212,33.3,5771848041,141,63.9,5771848045,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771117,121,1,1,13,2,87c66ubwpzykovmkaf1t46bis,1,39.5,63.9,2025-06-15T03:23:32.579Z,2025-06-15T03:23:34Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771848099,213,5.28,5771848093,140,45.4,5771848095,141,49.6,5771848097,212,11.5,5771848091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771123,122,1,1,13,4,87c66ubwpzykovmkaf1t46bis,1,45.4,49.6,2025-06-15T03:23:34.170Z,2025-06-15T03:23:38Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,5771848111,56,Back,5771848115,141,53.9,5771848189,1,,5771848113,140,12.3,5771848141,156,,5771848117,212,34.9,5771848119,213,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771165,123,1,1,13,8,87c66ubwpzykovmkaf1t46bis,1,13.2,54.6,2025-06-15T03:23:38.635Z,2025-06-15T03:23:46Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,5771848323,212,21.7,5771848325,213,0.55,5771848321,141,71.4,5771848319,140,30.8,5771848317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771167,124,4,1,13,16,87c66ubwpzykovmkaf1t46bis,1,41.9,62.6,2025-06-15T03:23:46.684Z,2025-06-15T03:23:56Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,5771848421,233,121,5771848347,13,,5771848355,286,,5771848351,152,,5771848511,295,,5771848349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771169,121,4,1,13,16,7neuneh44n9rtsfsh6r0sb9no,0,58.1,37.4,2025-06-15T03:23:46.685Z,2025-06-15T03:23:56Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,5771848413,295,,5771848411,13,,5771848415,56,Center,5771848425,233,124,5771848419,285,,5771848417,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771185,125,1,1,13,27,87c66ubwpzykovmkaf1t46bis,1,43.0,62.9,2025-06-15T03:23:57.554Z,2025-06-15T03:23:58Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,5771848521,152,,5771848525,140,33.8,5771848523,56,Back,5771848527,141,70.5,5771848531,213,2.65,5771848529,212,11.0,5771848519,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771189,126,1,1,13,28,87c66ubwpzykovmkaf1t46bis,1,33.8,70.5,2025-06-15T03:23:58.347Z,2025-06-15T03:24:01Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771848563,140,36.3,5771848569,213,4.83,5771848567,212,22.7,5771848561,56,Back,5771848565,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771201,127,1,1,13,31,87c66ubwpzykovmkaf1t46bis,1,36.5,36.6,2025-06-15T03:24:01.331Z,2025-06-15T03:24:03Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,5771848627,213,1.60,5771848619,56,Back,5771848621,140,35.9,5771848625,212,19.4,5771848623,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771205,128,1,1,13,33,87c66ubwpzykovmkaf1t46bis,1,37.4,64.6,2025-06-15T03:24:03.883Z,2025-06-15T03:24:06Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771848675,140,42.0,5771848677,141,95.0,5771848681,213,1.34,5771848673,56,Back,5771848679,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771213,129,1,1,13,36,87c66ubwpzykovmkaf1t46bis,1,42.0,95.0,2025-06-15T03:24:06.138Z,2025-06-15T03:24:09Z,c481wk3de3opu190d8z99w8yy,N. Flores,,5771848717,56,Back,5771848719,140,33.3,5771848721,141,76.1,5771848725,213,4.09,5771848723,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822771221,130,1,1,13,38,87c66ubwpzykovmkaf1t46bis,1,32.0,71.1,2025-06-15T03:24:08.947Z,2025-06-15T03:24:14Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,5771848789,56,Back,5771848793,141,37.0,5771848791,140,30.2,5771848795,212,23.3,5771848797,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
