id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/16/value
2790985681,191,1,1,26,50,bu5w8wprynlj9mvphvy8sd94f,1,11.2,82.6,2025-03-22T23:34:22.725Z,2025-03-24T07:26:23Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596275009,213,4.30,5596275003,140,3.4,5596275007,212,20.5,5596275005,141,54.9,5596275001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985689,192,1,1,26,53,bu5w8wprynlj9mvphvy8sd94f,1,3.9,53.0,2025-03-22T23:34:25.732Z,2025-03-24T07:15:06Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5596275063,140,16.4,5596275067,212,25.8,5596275061,56,Back,5596275069,213,5.25,5596275065,141,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985701,193,1,1,26,57,bu5w8wprynlj9mvphvy8sd94f,0,16.0,20.6,2025-03-22T23:34:30.580Z,2025-03-24T07:15:06Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5596275135,212,53.2,5596275129,56,Center,5596275131,140,64.2,5596275127,155,,5596275139,1,,5596275137,213,0.31,5596275133,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985697,259,44,1,27,0,5qfq6cwtrgzd2szijivns7rjl,1,37.6,58.4,2025-03-22T23:34:33.246Z,2025-03-24T07:14:11Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596275111,56,Back,5596275175,233,194,5596275113,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985703,194,44,1,27,0,bu5w8wprynlj9mvphvy8sd94f,0,62.4,41.6,2025-03-22T23:34:33.247Z,2025-03-24T07:15:06Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5596275181,233,259,5596275145,286,,5596275143,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985709,260,1,1,27,0,5qfq6cwtrgzd2szijivns7rjl,0,40.6,63.4,2025-03-22T23:34:33.494Z,2025-03-24T07:14:11Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596275189,140,53.2,5596275185,3,,5596275195,213,5.89,5596275191,141,55.4,5596275187,56,Center,5596275193,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985731,195,1,1,27,3,bu5w8wprynlj9mvphvy8sd94f,1,47.2,46.0,2025-03-22T23:34:36.232Z,2025-03-24T07:26:45Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5596275285,140,31.3,5596275283,56,Back,5598580709,155,,5596275287,141,66.1,5596275291,213,2.46,5596275289,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985779,196,1,1,27,12,bu5w8wprynlj9mvphvy8sd94f,1,33.2,78.4,2025-03-22T23:34:45.101Z,2025-03-24T07:15:05Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596275501,140,78.5,5596275511,1,,5596275505,141,90.5,5596275507,212,48.3,5596275497,56,Left,5596275493,155,,5596275509,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985787,197,1,1,27,14,bu5w8wprynlj9mvphvy8sd94f,1,78.5,90.5,2025-03-22T23:34:47.484Z,2025-03-24T07:15:05Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596275541,141,83.9,5596275535,3,,5596275539,140,71.3,5596275543,212,8.8,5596275537,56,Left,5596275545,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985815,198,1,1,27,16,bu5w8wprynlj9mvphvy8sd94f,1,71.1,83.8,2025-03-22T23:34:48.908Z,2025-03-24T07:15:05Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5596275683,141,67.8,5596275679,56,Center,5596275687,213,4.88,5596275685,212,11.0,5596275681,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985819,199,1,1,27,19,bu5w8wprynlj9mvphvy8sd94f,1,72.3,66.7,2025-03-22T23:34:52.124Z,2025-03-24T07:15:04Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5596275713,212,6.9,5596275709,140,65.7,5596275711,141,66.0,5596275707,56,Center,5596275715,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985839,200,1,1,27,20,bu5w8wprynlj9mvphvy8sd94f,0,66.2,65.2,2025-03-22T23:34:53.564Z,2025-03-24T07:27:07Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5596275865,1,,5596275859,141,7.6,5596275855,56,Right,5596275853,155,,5596275861,212,53.8,5596275863,213,5.47,5596275857,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985841,201,5,1,27,25,bu5w8wprynlj9mvphvy8sd94f,0,100.5,8.8,2025-03-22T23:34:58.560Z,2025-03-24T07:15:04Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596275869,346,,5596276097,233,261,5596275867,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985875,261,5,1,27,25,5qfq6cwtrgzd2szijivns7rjl,1,-0.5,91.2,2025-03-22T23:34:58.560Z,2025-03-24T07:14:11Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596276053,346,,5596276051,56,Back,5596276079,233,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985887,262,1,1,27,42,5qfq6cwtrgzd2szijivns7rjl,1,2.4,49.5,2025-03-22T23:35:14.678Z,2025-03-24T07:14:11Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5596276141,212,17.1,5596276139,141,72.1,5596348887,189,,5596276137,140,9.5,5596276133,124,,5596276147,237,,5596276135,56,Back,5596276143,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985899,263,1,1,27,43,5qfq6cwtrgzd2szijivns7rjl,1,9.5,72.1,2025-03-22T23:35:15.942Z,2025-03-24T07:14:10Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5596276195,141,97.5,5596276191,56,Back,5596276199,213,1.06,5596276193,140,18.7,5596276197,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985911,264,1,1,27,45,5qfq6cwtrgzd2szijivns7rjl,0,18.7,97.5,2025-03-22T23:35:17.847Z,2025-03-24T07:14:10Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596276251,56,Back,5596276257,212,20.5,5596276253,140,38.2,5596276259,213,6.28,5596276255,141,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985929,203,1,1,27,47,bu5w8wprynlj9mvphvy8sd94f,0,64.6,9.8,2025-03-22T23:35:20.220Z,2025-03-24T07:15:03Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596276343,213,0.35,5596276341,212,15.0,5596276335,56,Right,5596276339,141,17.3,5596276337,140,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985949,266,1,1,27,50,5qfq6cwtrgzd2szijivns7rjl,1,27.4,88.7,2025-03-22T23:35:23.190Z,2025-03-24T07:14:09Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596276463,212,12.1,5596276457,56,Back,5596276461,141,71.7,5596276459,140,30.9,5596276465,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985957,267,1,1,27,51,5qfq6cwtrgzd2szijivns7rjl,1,31.1,45.2,2025-03-22T23:35:24.646Z,2025-03-24T07:28:06Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5596276513,212,10.1,5596276509,140,30.9,5596276511,141,60.1,5596276515,213,1.59,5596276507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790985985,268,1,1,27,53,5qfq6cwtrgzd2szijivns7rjl,1,33.3,67.5,2025-03-22T23:35:25.838Z,2025-03-24T07:28:20Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5596276651,56,Back,5596276655,141,23.5,5596276653,140,29.6,5596276657,212,30.2,5596276659,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986031,269,1,1,27,57,5qfq6cwtrgzd2szijivns7rjl,1,38.3,17.6,2025-03-22T23:35:30.662Z,2025-03-24T07:28:51Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5596276889,212,30.3,5596276885,140,66.5,5596276883,56,Right,5596276887,141,8.0,5596276891,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986035,270,1,1,28,4,5qfq6cwtrgzd2szijivns7rjl,0,86.4,10.4,2025-03-22T23:35:37.078Z,2025-03-24T07:29:02Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5598581585,20,,5596276925,212,4.9,5596276915,2,,5596276921,140,87.4,5596276959,233,204,5596276927,213,1.35,5596276917,155,,5596276957,236,,5596276963,286,,5596276919,56,5598581583,224,,5596276923,141,,,,,,,,,,,,,,,,,,,,17.4,Right,,,
2790986041,204,12,1,28,4,bu5w8wprynlj9mvphvy8sd94f,1,9.5,82.6,2025-03-22T23:35:37.178Z,2025-03-24T07:15:03Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596276953,185,,5596276965,233,270,5596276955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986045,205,6,1,28,6,bu5w8wprynlj9mvphvy8sd94f,0,4.8,84.0,2025-03-22T23:35:39.518Z,2025-03-24T07:29:11Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596276987,56,Back,5596277043,233,271,5596276989,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986047,271,6,1,28,6,5qfq6cwtrgzd2szijivns7rjl,1,95.2,16.0,2025-03-22T23:35:39.518Z,2025-03-24T07:14:08Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5596277027,56,Right,5596277033,233,205,5596277029,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986287,272,1,1,28,41,5qfq6cwtrgzd2szijivns7rjl,0,99.5,0.5,2025-03-22T23:36:13.927Z,2025-03-24T07:29:14Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5596278279,56,Center,5596278287,213,1.75,5596278273,6,,5596278281,140,92.9,5598581723,20,,5596278285,212,39.4,5596278283,141,57.5,5596278277,224,,5596278289,1,,5596278275,155,5596278271,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791403963,778,44,1,28,45,bu5w8wprynlj9mvphvy8sd94f,1,7.0,38.9,2025-03-22T23:36:17.765Z,2025-03-24T07:29:44Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5598581967,233,847,5598581961,56,Back,5598581965,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791403961,847,44,1,28,45,5qfq6cwtrgzd2szijivns7rjl,0,93.0,61.1,2025-03-22T23:36:17.766Z,2025-03-24T07:29:43Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5598581959,286,,5598581957,56,Center,5598581971,233,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986283,206,61,1,28,45,bu5w8wprynlj9mvphvy8sd94f,1,2.6,50.4,2025-03-22T23:36:17.826Z,2025-03-24T07:15:02Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596278249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986301,207,52,1,28,46,bu5w8wprynlj9mvphvy8sd94f,1,2.6,50.4,2025-03-22T23:36:19.451Z,2025-03-24T07:29:27Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5598581829,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986367,208,1,1,28,57,bu5w8wprynlj9mvphvy8sd94f,1,12.5,44.6,2025-03-22T23:36:30.156Z,2025-03-24T07:29:59Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5596278727,140,33.0,5596278731,212,34.7,5596278723,123,,5596278729,141,4.5,5596278733,213,5.38,5596278725,56,Back,5596278817,1,,5596278741,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986391,209,1,1,29,1,bu5w8wprynlj9mvphvy8sd94f,1,35.6,11.0,2025-03-22T23:36:34.371Z,2025-03-24T07:15:02Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596278859,213,5.84,5596278853,140,45.1,5596278857,212,11.1,5596278855,141,4.0,5596278851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986411,210,1,1,29,5,bu5w8wprynlj9mvphvy8sd94f,1,45.1,4.0,2025-03-22T23:36:37.678Z,2025-03-24T07:15:01Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5596278955,213,2.20,5596278949,140,40.0,5596278951,141,14.9,5596278953,212,9.1,5596278947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986419,211,1,1,29,6,bu5w8wprynlj9mvphvy8sd94f,1,39.9,15.2,2025-03-22T23:36:39.003Z,2025-03-24T07:15:01Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5596279013,212,18.8,5596279011,141,39.8,5596279009,140,31.8,5596279007,56,Back,5596279015,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986433,212,1,1,29,7,bu5w8wprynlj9mvphvy8sd94f,1,30.3,45.4,2025-03-22T23:36:40.227Z,2025-03-24T07:30:25Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5596279079,141,81.4,5596279083,213,1.49,5596279077,140,32.2,5596279081,212,24.6,5596279075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986479,213,1,1,29,10,bu5w8wprynlj9mvphvy8sd94f,1,33.4,79.0,2025-03-22T23:36:42.931Z,2025-03-24T07:15:01Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5596279197,141,52.1,5596279193,56,Back,5596279201,213,4.55,5596279195,140,30.5,5596279199,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986487,214,1,1,29,15,bu5w8wprynlj9mvphvy8sd94f,1,30.5,52.1,2025-03-22T23:36:48.346Z,2025-03-24T07:15:00Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5596279239,213,6.25,5596279237,212,5.8,5596279233,140,36.0,5596279235,141,51.8,5596279231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986507,215,1,1,29,16,bu5w8wprynlj9mvphvy8sd94f,1,36.0,51.8,2025-03-22T23:36:49.395Z,2025-03-24T07:15:00Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5596279351,140,32.7,5596279349,56,Back,5596279355,212,3.5,5596279353,141,52.2,5596279357,213,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986521,216,1,1,29,20,bu5w8wprynlj9mvphvy8sd94f,1,30.9,52.6,2025-03-22T23:36:53.051Z,2025-03-24T07:30:40Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5596279429,141,26.2,5596279425,56,Center,5596279433,213,5.60,5596279427,140,51.7,5596279423,155,,5596279431,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791404057,779,3,1,29,21,bu5w8wprynlj9mvphvy8sd94f,1,51.8,19.3,2025-03-22T23:36:53.999Z,2025-03-24T07:30:55Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5598582349,464,,5598582343,56,Right,5598582351,233,848,5598582347,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791404055,848,45,1,29,21,5qfq6cwtrgzd2szijivns7rjl,0,48.2,80.7,2025-03-22T23:36:53.999Z,2025-03-24T07:30:55Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5598582339,56,Back,5598582341,285,,5598582359,233,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986525,217,1,1,29,22,bu5w8wprynlj9mvphvy8sd94f,1,61.2,23.0,2025-03-22T23:36:55.474Z,2025-03-24T07:14:59Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5596279459,213,5.74,5596279453,140,74.6,5596279457,212,16.4,5596279455,141,10.6,5596279451,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986529,218,1,1,29,24,bu5w8wprynlj9mvphvy8sd94f,0,61.8,2.5,2025-03-22T23:36:56.963Z,2025-03-24T07:31:20Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5598582447,1,,5596279475,56,Center,5596279481,212,32.5,5596301787,155,,5596279483,213,1.14,5596279479,141,45.8,5596279477,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986561,274,1,1,29,28,5qfq6cwtrgzd2szijivns7rjl,1,28.5,52.8,2025-03-22T23:37:01.606Z,2025-03-24T07:31:30Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5596279637,140,6.1,5596279635,56,Back,5596279641,212,29.8,5596279639,141,25.8,5596279643,213,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986569,275,1,1,29,32,5qfq6cwtrgzd2szijivns7rjl,1,5.4,17.3,2025-03-22T23:37:05.350Z,2025-03-24T07:14:07Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,,,5596279681,56,Back,5596279685,141,5.5,5596279683,140,24.2,5596279687,212,21.3,5596279689,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986571,276,3,1,29,36,5qfq6cwtrgzd2szijivns7rjl,0,24.8,7.2,2025-03-22T23:37:09.111Z,2025-03-24T09:57:10Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5598582629,465,,5598618635,233,219,5596279693,56,Back,5596279695,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986579,219,7,1,29,36,bu5w8wprynlj9mvphvy8sd94f,1,75.2,92.8,2025-03-22T23:37:09.112Z,2025-03-24T09:57:10Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5598582643,383,,5596279735,56,Left,5598618631,233,276,5598582645,178,,5596279737,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986597,221,1,1,29,37,bu5w8wprynlj9mvphvy8sd94f,1,75.2,88.1,2025-03-22T23:37:10.048Z,2025-03-24T07:14:58Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5596279823,140,70.9,5596279827,212,12.0,5596279829,213,4.33,5596279821,56,Center,5596279825,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986611,222,1,1,29,39,bu5w8wprynlj9mvphvy8sd94f,1,70.9,71.7,2025-03-22T23:37:11.884Z,2025-03-24T07:14:58Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5596279899,140,80.8,5596279903,212,10.5,5596279897,56,Center,5596279907,213,6.13,5596279901,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986623,223,1,1,29,41,bu5w8wprynlj9mvphvy8sd94f,1,80.8,69.3,2025-03-22T23:37:13.859Z,2025-03-24T07:14:58Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5596279951,212,3.8,5596279947,140,82.0,5596279953,213,1.23,5596279949,141,74.5,5596279945,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986631,224,1,1,29,42,bu5w8wprynlj9mvphvy8sd94f,1,82.0,74.5,2025-03-22T23:37:15.107Z,2025-03-24T07:14:58Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5596279983,56,Center,5596279987,141,66.6,5596279991,213,4.05,5596279989,212,6.8,5596279985,140,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986637,225,61,1,29,43,bu5w8wprynlj9mvphvy8sd94f,0,78.0,66.6,2025-03-22T23:37:16.010Z,2025-03-24T07:14:57Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5596280003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986681,278,1,1,29,47,5qfq6cwtrgzd2szijivns7rjl,1,38.3,86.9,2025-03-22T23:37:19.750Z,2025-03-24T07:14:07Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5596280265,141,96.9,5596280269,213,0.75,5596280263,140,45.3,5596280261,56,Back,5596280267,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986707,279,1,1,29,50,5qfq6cwtrgzd2szijivns7rjl,1,45.6,93.5,2025-03-22T23:37:23.326Z,2025-03-24T07:14:06Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,,5596280411,212,10.9,5596280405,56,Back,5596280409,141,87.4,5596280413,213,3.53,5596280407,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986727,280,1,1,29,56,5qfq6cwtrgzd2szijivns7rjl,1,42.3,69.4,2025-03-22T23:37:28.798Z,2025-03-24T07:14:06Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596280509,213,0.88,5596280503,140,53.5,5596280507,212,18.4,5596280505,141,90.2,5596280501,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986739,281,1,1,29,59,5qfq6cwtrgzd2szijivns7rjl,1,53.5,90.2,2025-03-22T23:37:32.367Z,2025-03-24T07:14:06Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5596280577,141,95.4,5596280573,56,Left,5596280579,212,7.3,5596280575,140,59.6,5596280581,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986761,282,1,1,30,0,5qfq6cwtrgzd2szijivns7rjl,1,59.6,95.4,2025-03-22T23:37:33.318Z,2025-03-24T07:14:06Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5596280701,212,9.6,5596280697,140,56.1,5596280703,213,4.32,5596280695,56,Left,5596280699,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986777,283,1,1,30,3,5qfq6cwtrgzd2szijivns7rjl,1,58.7,81.7,2025-03-22T23:37:36.446Z,2025-03-24T07:14:06Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596280781,213,1.08,5596280775,140,63.5,5596280779,212,10.8,5596280777,141,95.7,5596280773,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986801,284,1,1,30,6,5qfq6cwtrgzd2szijivns7rjl,1,63.5,95.7,2025-03-22T23:37:39.550Z,2025-03-24T07:14:05Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5596280921,212,10.0,5596280915,56,Left,5596280917,140,57.8,5596280923,213,4.07,5596280919,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986829,285,1,1,30,10,5qfq6cwtrgzd2szijivns7rjl,1,57.4,69.3,2025-03-22T23:37:43.566Z,2025-03-24T07:14:05Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5596281059,140,47.8,5596281055,56,Back,5596281065,213,4.21,5596281063,212,20.8,5596281061,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986885,286,1,1,30,14,5qfq6cwtrgzd2szijivns7rjl,1,51.9,34.6,2025-03-22T23:37:47.230Z,2025-03-24T07:33:03Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5596281369,212,26.2,5596281365,141,4.5,5596281373,213,5.39,5596281361,56,Right,5596281363,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790986957,287,1,1,30,21,5qfq6cwtrgzd2szijivns7rjl,1,66.8,21.8,2025-03-22T23:37:53.998Z,2025-03-24T07:33:14Z,cbbip5xc4xfipnk6aal6cfywa,N. Moon,1.0,,5596281715,140,88.1,5596283047,154,,5598583025,4,,5596283049,22,,5596281721,213,0.36,5596281719,212,23.9,5596283045,210,16,5596281717,141,34.0,5596281713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790987045,288,16,1,30,23,5qfq6cwtrgzd2szijivns7rjl,1,91.7,32.5,2025-03-22T23:37:56.195Z,2025-03-24T11:53:36Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5596283057,55,287,5596283069,231,43.3,5598583147,396,45.3,5596283067,230,98.4,5596282137,56,Center,5598583145,395,98.1,5596283051,76,,5596283055,154,,5596282133,22,,5596283063,103,5596282545,375,30:22.643,5596283061,102,5596282537,20,,5596283065,328,5596282135,63,5596282541,374,2025-03-22 23:37:55.310,5596283053,29,,,,,,,,52.0,6.3,,,
