id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value
2796735505,261,1,1,26,8,e3k8yw2rbmphyfu5htn4yi5jk,1,25.6,76.3,2025-04-05T22:04:40.819Z,2025-04-05T22:04:43Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5627824605,213,4.78,5627824597,56,Back,5627824603,212,30.7,5627824601,141,31.3,5627824599,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735539,262,1,1,26,10,e3k8yw2rbmphyfu5htn4yi5jk,1,27.6,31.3,2025-04-05T22:04:43.388Z,2025-04-05T22:04:46Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5627824817,140,24.3,5627824819,141,58.5,5627824815,56,Back,5627824821,212,18.8,5627824823,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735557,263,1,1,26,13,e3k8yw2rbmphyfu5htn4yi5jk,1,25.5,61.7,2025-04-05T22:04:46.564Z,2025-04-05T22:04:50Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5627824927,213,3.92,5627824921,140,14.9,5627824923,141,45.5,5627824919,56,Back,5627824925,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735591,264,1,1,26,17,e3k8yw2rbmphyfu5htn4yi5jk,1,13.2,42.1,2025-04-05T22:04:50.132Z,2025-04-05T22:04:54Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5627825179,213,1.37,5627825171,56,Back,5627825173,140,16.2,5627825177,212,15.6,5627825175,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735631,265,1,1,26,21,e3k8yw2rbmphyfu5htn4yi5jk,1,29.1,73.3,2025-04-05T22:04:54.354Z,2025-04-05T22:04:57Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5627825395,212,34.9,5627825403,1,,5627825383,56,Left,5627825399,213,0.19,5627825387,140,61.7,5627825391,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735645,266,1,1,26,24,e3k8yw2rbmphyfu5htn4yi5jk,1,51.5,79.1,2025-04-05T22:04:57.676Z,2025-04-05T22:05:00Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5627825507,212,21.2,5627825503,140,70.5,5627825501,56,Left,5627825509,213,0.34,5627825505,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735669,267,1,1,26,28,e3k8yw2rbmphyfu5htn4yi5jk,1,85.2,88.3,2025-04-05T22:05:00.772Z,2025-04-05T22:05:04Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5627825709,213,4.04,5627825703,140,72.4,5627825701,56,Center,5627825707,212,21.7,5627825705,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735673,268,61,1,26,32,e3k8yw2rbmphyfu5htn4yi5jk,0,89.4,64.9,2025-04-05T22:05:04.819Z,2025-04-05T22:05:05Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5627825725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735677,269,83,1,26,32,e3k8yw2rbmphyfu5htn4yi5jk,0,89.4,64.9,2025-04-05T22:05:05.588Z,2025-04-05T22:05:11Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5627826045,399,ch01b74i78nggnffi81875ld6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735701,161,4,1,26,35,5qfq6cwtrgzd2szijivns7rjl,1,4.8,31.4,2025-04-05T22:05:08.442Z,2025-04-05T23:51:15Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627825943,265,,5627825941,152,,5627825939,56,Back,5627825937,13,,5627826021,233,270,5627825945,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735695,270,4,1,26,35,e3k8yw2rbmphyfu5htn4yi5jk,0,95.2,68.6,2025-04-05T22:05:08.443Z,2025-04-05T23:51:15Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5627825999,265,,5627825997,152,,5627826001,286,,5627825993,13,,5627825995,56,Center,5627826041,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735923,162,1,1,27,0,5qfq6cwtrgzd2szijivns7rjl,0,5.3,31.2,2025-04-05T22:05:32.935Z,2025-04-05T23:49:30Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5627827355,213,0.10,5627827343,155,,5627827341,5,,5627827347,56,Back,5627827349,140,14.6,5627827345,152,,5627827351,141,32.7,5627827353,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735893,271,49,1,27,1,e3k8yw2rbmphyfu5htn4yi5jk,1,80.1,41.8,2025-04-05T22:05:34.075Z,2025-04-05T22:05:49Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5627828281,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735931,272,1,1,27,1,e3k8yw2rbmphyfu5htn4yi5jk,1,80.1,41.8,2025-04-05T22:05:34.300Z,2025-04-05T22:05:37Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5627827409,213,0.98,5627827407,212,7.0,5627827403,140,83.8,5627827401,56,Center,5627827405,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735953,273,3,1,27,4,e3k8yw2rbmphyfu5htn4yi5jk,0,86.1,54.6,2025-04-05T22:05:36.924Z,2025-04-06T00:04:39Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5627827843,233,163,5627827511,286,,5627827509,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735987,163,7,1,27,4,5qfq6cwtrgzd2szijivns7rjl,1,13.9,45.4,2025-04-05T22:05:36.925Z,2025-04-05T23:43:22Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5627827719,56,Back,5627827723,285,,5627827829,233,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735957,274,61,1,27,6,e3k8yw2rbmphyfu5htn4yi5jk,0,82.8,50.4,2025-04-05T22:05:38.692Z,2025-04-06T00:04:38Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5627827539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796735999,165,1,1,27,8,5qfq6cwtrgzd2szijivns7rjl,1,6.1,48.5,2025-04-05T22:05:41.385Z,2025-04-05T22:05:47Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5627828083,1,,5627827779,287,,5627827765,212,32.4,5627827763,141,14.9,5627827761,140,28.0,5627827767,213,5.50,5627827759,56,Back,5627827757,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736115,166,1,1,27,16,5qfq6cwtrgzd2szijivns7rjl,1,29.6,11.4,2025-04-05T22:05:49.072Z,2025-04-05T22:05:53Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627828435,56,Back,5627828439,141,32.1,5627828437,140,29.4,5627828441,212,14.1,5627828443,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736161,167,1,1,27,21,5qfq6cwtrgzd2szijivns7rjl,1,33.7,25.0,2025-04-05T22:05:53.727Z,2025-04-05T22:05:57Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5627828697,140,26.7,5627828701,212,9.7,5627828703,213,2.43,5627828699,141,34.3,5627828695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736197,168,1,1,27,24,5qfq6cwtrgzd2szijivns7rjl,1,23.7,28.9,2025-04-05T22:05:56.992Z,2025-04-05T22:06:01Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5627828981,141,32.2,5627828983,212,9.4,5627828979,140,32.4,5627828985,213,0.24,5627828977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736241,169,1,1,27,28,5qfq6cwtrgzd2szijivns7rjl,1,31.7,36.7,2025-04-05T22:06:00.984Z,2025-04-05T22:06:04Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5627829169,141,73.6,5627829163,155,,5627829167,140,43.2,5627829173,213,1.12,5627829171,212,27.8,5627829165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736279,170,1,1,27,31,5qfq6cwtrgzd2szijivns7rjl,1,43.2,73.6,2025-04-05T22:06:04.175Z,2025-04-05T22:06:09Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5627829449,141,59.9,5627829447,140,48.9,5627829445,56,Back,5627829453,213,5.28,5627829451,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736303,171,1,1,27,36,5qfq6cwtrgzd2szijivns7rjl,1,57.2,51.3,2025-04-05T22:06:08.848Z,2025-04-05T22:06:12Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,,5627829649,56,Back,5627829655,212,18.8,5627829653,141,33.7,5627829651,140,43.4,5627829657,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736305,172,1,1,27,40,5qfq6cwtrgzd2szijivns7rjl,0,40.2,31.5,2025-04-05T22:06:12.752Z,2025-04-05T22:06:13Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5627829671,213,0.38,5627829665,140,53.0,5627829669,212,14.5,5627829667,141,39.5,5627829663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736327,276,8,1,27,42,e3k8yw2rbmphyfu5htn4yi5jk,1,29.8,62.1,2025-04-05T22:06:15.508Z,2025-04-06T00:04:36Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5627829815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736353,278,1,1,27,43,e3k8yw2rbmphyfu5htn4yi5jk,1,29.8,62.1,2025-04-05T22:06:16.164Z,2025-04-05T22:06:18Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5627829925,213,0.53,5627829919,140,44.5,5627829917,56,Back,5627829921,141,75.4,5627829923,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736375,279,1,1,27,45,e3k8yw2rbmphyfu5htn4yi5jk,1,58.0,71.1,2025-04-05T22:06:18.027Z,2025-04-05T22:06:21Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5627830067,213,4.81,5627830063,141,43.6,5627830059,140,59.8,5627830055,56,Center,5627830065,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736473,280,2,1,27,48,e3k8yw2rbmphyfu5htn4yi5jk,1,69.7,47.0,2025-04-05T22:06:21.258Z,2025-04-06T00:04:34Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5627830687,56,Center,5627830689,140,84.7,5627830691,141,33.6,5627830685,7,dmbqkvvaray373vy9eiq4l1ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736793,174,1,1,28,34,5qfq6cwtrgzd2szijivns7rjl,1,4.5,49.4,2025-04-05T22:07:06.704Z,2025-04-05T22:07:09Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5627832739,140,16.9,5627832733,5,,5627832737,56,Back,5627832743,212,14.2,5627832741,141,57.8,5627832745,213,0.41,5627832735,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736827,175,1,1,28,36,5qfq6cwtrgzd2szijivns7rjl,1,21.4,59.4,2025-04-05T22:07:09.431Z,2025-04-05T22:07:13Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5627832965,141,36.7,5627832959,56,Back,5627832967,212,17.3,5627832963,140,14.0,5627832969,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736853,176,1,1,28,40,5qfq6cwtrgzd2szijivns7rjl,1,14.0,36.7,2025-04-05T22:07:13.176Z,2025-04-05T22:07:16Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5627833161,56,Back,5627833163,140,22.4,5627833169,212,18.8,5627833165,141,61.1,5627833171,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736861,177,1,1,28,43,5qfq6cwtrgzd2szijivns7rjl,0,22.2,62.6,2025-04-05T22:07:16.361Z,2025-04-05T22:07:17Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,,5627833209,56,Back,5627833215,212,17.4,5627833207,155,,5627833217,213,0.35,5627833213,141,71.4,5627833211,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736865,281,8,1,28,45,e3k8yw2rbmphyfu5htn4yi5jk,1,36.9,16.7,2025-04-05T22:07:18.115Z,2025-04-05T22:07:18Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5627833233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736949,282,4,1,28,50,e3k8yw2rbmphyfu5htn4yi5jk,1,59.2,12.2,2025-04-05T22:07:22.759Z,2025-04-05T22:07:28Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5627833801,233,178,5627833771,13,,5627833773,56,Right,5627833777,265,,5627833779,286,,5627833775,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736929,178,4,1,28,50,5qfq6cwtrgzd2szijivns7rjl,0,40.8,87.8,2025-04-05T22:07:22.760Z,2025-04-05T22:07:29Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5627833705,152,,5627833823,233,282,5627833709,285,,5627833707,265,,5627833703,56,Back,5627833701,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736979,283,1,1,28,53,e3k8yw2rbmphyfu5htn4yi5jk,1,57.9,6.4,2025-04-05T22:07:25.931Z,2025-04-05T22:07:29Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5627833985,140,55.9,5627833979,5,,5627833991,213,1.78,5627833989,212,10.1,5627833983,56,Right,5627833981,152,,5627833987,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736989,284,1,1,28,55,e3k8yw2rbmphyfu5htn4yi5jk,1,51.4,25.2,2025-04-05T22:07:28.554Z,2025-04-05T22:07:30Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5627834053,140,48.2,5627834051,56,Back,5627834057,212,8.1,5627834059,213,4.29,5627834055,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796736987,179,83,1,28,56,5qfq6cwtrgzd2szijivns7rjl,0,43.7,68.8,2025-04-05T22:07:29.528Z,2025-04-05T22:40:14Z,56txiyhvsvhudyr1b21rznmjt,L. Hilton,,,5627834215,399,5tyrfuxsp7s9thsmhfqevuoyx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737009,285,1,1,28,57,e3k8yw2rbmphyfu5htn4yi5jk,1,48.2,14.3,2025-04-05T22:07:30.347Z,2025-04-05T22:07:32Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5627834195,213,5.61,5627834187,56,Right,5627834193,212,9.6,5627834191,141,5.5,5627834189,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737025,286,1,1,29,0,e3k8yw2rbmphyfu5htn4yi5jk,1,55.4,5.5,2025-04-05T22:07:33.291Z,2025-04-05T22:07:34Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5627834321,140,47.0,5627834323,141,14.3,5627834327,213,2.55,5627834325,212,10.7,5627834319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737037,287,1,1,29,2,e3k8yw2rbmphyfu5htn4yi5jk,1,47.0,14.3,2025-04-05T22:07:34.723Z,2025-04-05T22:07:37Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5627834405,212,20.5,5627834407,213,1.75,5627834401,140,43.5,5627834403,141,43.9,5627834399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737089,288,1,1,29,4,e3k8yw2rbmphyfu5htn4yi5jk,1,43.5,43.9,2025-04-05T22:07:37.267Z,2025-04-05T22:07:42Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5627834771,212,19.4,5627834773,213,2.16,5627834765,56,Back,5627834769,141,67.6,5627834767,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737093,289,1,1,29,9,e3k8yw2rbmphyfu5htn4yi5jk,0,51.1,67.8,2025-04-05T22:07:42.474Z,2025-04-05T22:07:43Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5627834805,141,77.5,5627834801,56,Center,5627834803,140,55.4,5627834807,212,8.0,5627834809,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737109,180,61,1,29,12,5qfq6cwtrgzd2szijivns7rjl,1,46.7,22.1,2025-04-05T22:07:44.711Z,2025-04-05T22:07:44Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5627834899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737149,181,5,1,29,15,5qfq6cwtrgzd2szijivns7rjl,0,73.9,-1.0,2025-04-05T22:07:48.099Z,2025-04-05T23:51:36Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5627835133,56,Right,5627835611,233,290,5627835135,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737211,290,5,1,29,15,e3k8yw2rbmphyfu5htn4yi5jk,1,26.1,101.0,2025-04-05T22:07:48.099Z,2025-04-05T23:51:36Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5627835493,347,,5627835491,56,Back,5627835539,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737311,291,1,1,29,22,e3k8yw2rbmphyfu5htn4yi5jk,1,23.2,100.0,2025-04-05T22:07:55.531Z,2025-04-05T22:08:05Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5627836137,107,,5627836139,56,Back,5627836141,140,11.9,5627836143,141,84.8,5627836147,212,16.3,5627836149,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737337,292,1,1,29,32,e3k8yw2rbmphyfu5htn4yi5jk,1,19.8,72.1,2025-04-05T22:08:05.243Z,2025-04-05T22:08:07Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5627836315,140,16.8,5627836321,213,4.59,5627836313,56,Back,5627836317,141,34.9,5627836319,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737379,293,1,1,29,35,e3k8yw2rbmphyfu5htn4yi5jk,1,17.5,35.2,2025-04-05T22:08:07.786Z,2025-04-05T22:08:11Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5627836539,56,Back,5627836545,212,26.4,5627836547,213,5.39,5627836541,140,33.2,5627836543,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737389,294,1,1,29,38,e3k8yw2rbmphyfu5htn4yi5jk,1,33.0,5.6,2025-04-05T22:08:11.170Z,2025-04-05T22:08:13Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5627836619,213,1.00,5627836617,212,8.6,5627836611,56,Back,5627836613,140,37.4,5627836615,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737403,295,1,1,29,40,e3k8yw2rbmphyfu5htn4yi5jk,1,37.1,14.7,2025-04-05T22:08:13.458Z,2025-04-05T22:08:14Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5627836707,56,Back,5627836709,140,31.0,5627836715,213,3.90,5627836711,141,5.8,5627836713,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737411,296,1,1,29,41,e3k8yw2rbmphyfu5htn4yi5jk,1,31.0,5.8,2025-04-05T22:08:14.674Z,2025-04-05T22:08:16Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5627836765,212,10.1,5627836759,56,Back,5627836761,140,31.0,5627836763,141,20.6,5627836767,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737423,297,1,1,29,43,e3k8yw2rbmphyfu5htn4yi5jk,1,31.0,20.6,2025-04-05T22:08:16.434Z,2025-04-05T22:08:19Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5627836847,213,2.30,5627836841,140,22.8,5627836843,141,34.8,5627836845,212,12.9,5627836839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737451,298,1,1,29,46,e3k8yw2rbmphyfu5htn4yi5jk,1,22.6,34.8,2025-04-05T22:08:18.946Z,2025-04-05T22:08:21Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5627837007,1,,5627837001,141,68.7,5627837003,212,34.2,5627836995,157,,5627836997,56,Back,5627837005,213,0.74,5627836999,140,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737459,299,44,1,29,48,e3k8yw2rbmphyfu5htn4yi5jk,1,49.3,64.2,2025-04-05T22:08:21.475Z,2025-04-06T00:07:15Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5627837039,285,,5627837125,233,182,5627837037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737463,182,44,1,29,48,5qfq6cwtrgzd2szijivns7rjl,0,50.7,35.8,2025-04-05T22:08:21.476Z,2025-04-06T00:07:16Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627837155,286,,5627837045,56,Center,5627837151,233,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737471,300,1,1,29,49,e3k8yw2rbmphyfu5htn4yi5jk,0,46.6,68.4,2025-04-05T22:08:21.724Z,2025-04-05T22:08:22Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5627837089,212,5.1,5627837091,213,0.04,5627837081,168,,5627837083,56,Center,5627837087,141,68.7,5627837079,3,,5627837085,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737481,183,61,1,29,50,5qfq6cwtrgzd2szijivns7rjl,1,49.4,38.2,2025-04-05T22:08:23.034Z,2025-04-05T22:08:23Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,,5627837157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737545,301,1,1,29,52,e3k8yw2rbmphyfu5htn4yi5jk,1,36.2,35.5,2025-04-05T22:08:25.658Z,2025-04-06T00:04:32Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5627837581,141,70.6,5627837583,212,31.1,5627837585,213,0.87,5627837579,140,55.2,5627837577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737585,302,1,1,29,58,e3k8yw2rbmphyfu5htn4yi5jk,1,64.8,69.9,2025-04-05T22:08:31.066Z,2025-04-05T22:08:34Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5627837801,141,80.3,5627837803,212,22.1,5627837799,140,84.7,5627837797,56,Left,5627837805,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737613,303,1,1,30,2,e3k8yw2rbmphyfu5htn4yi5jk,1,88.6,80.3,2025-04-05T22:08:34.715Z,2025-04-05T22:08:38Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5627838059,213,3.56,5627838053,140,70.4,5627838051,56,Center,5627838057,212,20.9,5627838055,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737625,304,1,1,30,5,e3k8yw2rbmphyfu5htn4yi5jk,1,72.3,63.6,2025-04-05T22:08:37.882Z,2025-04-05T22:08:39Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5627838107,56,Center,5627838115,213,3.76,5627838109,140,65.4,5627838111,141,56.0,5627838113,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737653,305,1,1,30,6,e3k8yw2rbmphyfu5htn4yi5jk,1,65.4,56.0,2025-04-05T22:08:39.074Z,2025-04-05T22:08:42Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5627838351,213,0.99,5627838345,140,71.3,5627838343,56,Center,5627838347,141,69.9,5627838349,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737677,306,1,1,30,9,e3k8yw2rbmphyfu5htn4yi5jk,1,71.3,69.9,2025-04-05T22:08:42.226Z,2025-04-05T22:09:44Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5627838465,213,3.22,5627838459,140,63.5,5627838457,56,Center,5627838463,212,8.2,5627838461,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796737685,307,1,1,30,11,e3k8yw2rbmphyfu5htn4yi5jk,0,65.6,69.7,2025-04-05T22:08:44.355Z,2025-04-05T22:08:46Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5627838499,141,61.7,5627838491,56,Center,5627838507,213,6.04,5627838589,4,,5627838495,140,86.8,5627838503,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
