id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2796665551,180,1,1,24,9,daicfonrbj124lu2la2rctxck,1,39.1,70.3,2025-04-05T20:31:13.188Z,2025-04-05T20:31:17Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5627432615,56,Back,5627432617,140,26.2,5627432623,213,4.01,5627432619,141,46.9,5627432621,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665581,181,1,1,24,13,daicfonrbj124lu2la2rctxck,1,26.5,46.7,2025-04-05T20:31:17.670Z,2025-04-05T20:31:19Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5627432799,140,35.4,5627432805,213,5.24,5627432801,141,23.0,5627432797,56,Back,5627432803,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665607,182,1,1,24,15,daicfonrbj124lu2la2rctxck,0,35.9,23.0,2025-04-05T20:31:19.204Z,2025-04-05T20:31:21Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5627432957,213,0.68,5627432949,56,Center,5627432947,155,,5627432955,212,48.4,5627432951,140,71.7,5627432953,141,67.8,5627432959,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665655,182,1,1,24,18,b5l2e3csycjb8twvq9ek0j5gq,0,32.6,34.8,2025-04-05T20:31:22.519Z,2025-04-05T20:31:23Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5627433207,56,Back,5627433209,140,46.3,5627433215,213,0.38,5627433211,141,43.3,5627433213,212,15.5,5627433205,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665709,183,1,1,24,20,daicfonrbj124lu2la2rctxck,1,56.5,67.6,2025-04-05T20:31:24.061Z,2025-04-05T20:31:26Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627433507,213,2.79,5627433501,140,41.0,5627433505,212,17.3,5627433503,141,76.4,5627433499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665729,184,1,1,24,22,daicfonrbj124lu2la2rctxck,1,38.0,80.5,2025-04-05T20:31:26.172Z,2025-04-05T20:31:28Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627433603,212,7.9,5627433601,141,70.0,5627433605,213,5.15,5627433597,56,Back,5627433599,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665801,185,1,1,24,24,daicfonrbj124lu2la2rctxck,1,41.7,69.1,2025-04-05T20:31:28.764Z,2025-04-05T20:31:33Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627433943,140,46.2,5627433941,56,Back,5627433945,141,20.1,5627433951,1,,5627433949,213,4.85,5627433947,212,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665821,186,1,1,24,29,daicfonrbj124lu2la2rctxck,1,44.4,20.9,2025-04-05T20:31:33.572Z,2025-04-05T20:31:35Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5627434087,213,5.79,5627434085,212,15.5,5627434081,140,57.4,5627434079,56,Right,5627434083,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665851,187,1,1,24,31,daicfonrbj124lu2la2rctxck,1,57.8,10.6,2025-04-05T20:31:35.348Z,2025-04-05T20:31:36Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5627434245,141,27.0,5627434243,140,55.9,5627434249,212,11.3,5627434253,213,1.75,5627434239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665891,188,1,1,24,32,daicfonrbj124lu2la2rctxck,1,55.9,27.0,2025-04-05T20:31:36.652Z,2025-04-05T20:31:38Z,duad6xilu5s6c7ul48b7gab1m,M. Ybarra,,,5627434439,141,54.0,5627434441,212,18.4,5627434437,140,56.1,5627434443,213,1.56,5627434435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665933,189,1,1,24,34,daicfonrbj124lu2la2rctxck,1,56.8,56.6,2025-04-05T20:31:38.796Z,2025-04-05T20:31:40Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627434627,56,Center,5627434629,140,64.6,5627434633,212,11.3,5627434631,141,68.1,5627434635,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665981,190,1,1,24,36,daicfonrbj124lu2la2rctxck,1,64.7,70.6,2025-04-05T20:31:40.588Z,2025-04-05T20:31:43Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5627434873,213,3.81,5627434865,56,Center,5627434871,212,9.0,5627434867,140,58.0,5627434869,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796665989,191,1,1,24,39,daicfonrbj124lu2la2rctxck,1,51.3,52.8,2025-04-05T20:31:43.692Z,2025-04-05T20:31:44Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627434907,213,3.20,5627434899,56,Back,5627434903,141,51.9,5627434901,140,41.7,5627434905,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666057,192,1,1,24,40,daicfonrbj124lu2la2rctxck,1,41.7,51.9,2025-04-05T20:31:44.492Z,2025-04-05T20:31:48Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5627435317,56,Center,5627435319,140,56.1,5627435323,212,23.4,5627435321,141,78.2,5627435325,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666065,193,61,1,24,44,daicfonrbj124lu2la2rctxck,0,56.2,84.4,2025-04-05T20:31:48.548Z,2025-04-05T20:31:49Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627435351,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666287,183,5,1,24,45,b5l2e3csycjb8twvq9ek0j5gq,1,40.4,-1.5,2025-04-05T20:31:49.645Z,2025-04-05T22:29:45Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5627436569,56,Back,5627436571,347,,5627436587,233,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666083,194,5,1,24,45,daicfonrbj124lu2la2rctxck,0,59.6,101.5,2025-04-05T20:31:49.645Z,2025-04-05T22:29:46Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627435439,347,,5627436621,233,183,5627435437,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666339,184,1,1,25,0,b5l2e3csycjb8twvq9ek0j5gq,1,40.4,0.0,2025-04-05T20:32:04.278Z,2025-04-05T20:32:07Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5627436817,107,,5627436821,140,58.4,5627436825,212,23.9,5627436819,56,Right,5627436823,141,19.4,5627436827,213,0.66,5627436829,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666351,185,61,1,25,3,b5l2e3csycjb8twvq9ek0j5gq,0,56.8,15.9,2025-04-05T20:32:07.398Z,2025-04-05T20:32:08Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5627436891,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666485,196,3,1,25,12,daicfonrbj124lu2la2rctxck,0,84.2,90.0,2025-04-05T20:32:16.309Z,2025-04-05T20:32:25Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627438161,211,,5627437965,286,,5627437543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666887,186,5,1,25,14,b5l2e3csycjb8twvq9ek0j5gq,1,-0.7,14.0,2025-04-05T20:32:17.813Z,2025-04-05T22:29:47Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5627439821,56,Back,5627439823,346,,5627439875,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666511,197,5,1,25,14,daicfonrbj124lu2la2rctxck,0,100.7,86.0,2025-04-05T20:32:17.813Z,2025-04-05T22:29:47Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627437689,56,Left,5627439895,233,186,5627437693,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666963,187,1,1,25,40,b5l2e3csycjb8twvq9ek0j5gq,0,4.1,56.1,2025-04-05T20:32:44.230Z,2025-04-05T20:32:49Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5627440163,141,45.1,5627440175,74,,5627440165,212,61.0,5627440161,140,61.8,5627440167,213,6.16,5627440159,56,Center,5627440169,1,,5627440157,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666983,198,44,1,25,44,daicfonrbj124lu2la2rctxck,1,43.2,53.6,2025-04-05T20:32:48.780Z,2025-04-05T22:29:21Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5627440279,56,Back,5627440351,285,,5627440347,233,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796666975,188,44,1,25,44,b5l2e3csycjb8twvq9ek0j5gq,0,56.8,46.4,2025-04-05T20:32:48.781Z,2025-04-05T22:29:21Z,cclpvd1z3yyruciida1q3x4o9,P. Wilson,,,5627440247,286,,5627440369,233,198,5627440245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667023,199,1,1,25,45,daicfonrbj124lu2la2rctxck,1,51.5,51.5,2025-04-05T20:32:49.316Z,2025-04-05T20:32:52Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5627440477,213,0.57,5627440467,3,,5627440471,140,62.6,5627440475,212,13.8,5627440469,56,Center,5627440473,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667047,200,1,1,25,48,daicfonrbj124lu2la2rctxck,1,62.6,62.4,2025-04-05T20:32:51.836Z,2025-04-05T20:32:54Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5627440611,140,61.4,5627440615,212,2.0,5627440613,141,64.6,5627440617,213,2.27,5627440609,56,Center,5627440607,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667095,202,1,1,25,50,daicfonrbj124lu2la2rctxck,1,58.8,63.6,2025-04-05T20:32:54.436Z,2025-04-05T20:32:57Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627440887,141,75.4,5627440891,212,20.6,5627440895,213,2.74,5627440881,56,Back,5627440885,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667135,203,1,1,25,53,daicfonrbj124lu2la2rctxck,1,35.3,74.5,2025-04-05T20:32:57.044Z,2025-04-05T20:33:00Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627441107,140,32.2,5627441109,141,53.4,5627441113,213,4.49,5627441111,212,14.7,5627441105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667167,204,1,1,25,56,daicfonrbj124lu2la2rctxck,1,32.8,50.6,2025-04-05T20:32:59.987Z,2025-04-05T20:33:02Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5627441313,213,5.00,5627441311,212,11.0,5627441303,56,Back,5627441307,140,35.8,5627441309,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667213,205,1,1,25,58,daicfonrbj124lu2la2rctxck,1,36.5,34.0,2025-04-05T20:33:02.003Z,2025-04-05T20:33:04Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5627441587,56,Back,5627441591,140,34.7,5627441595,212,25.1,5627441593,141,70.8,5627441597,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667277,206,1,1,26,0,daicfonrbj124lu2la2rctxck,1,34.8,71.7,2025-04-05T20:33:04.724Z,2025-04-05T20:33:10Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627442027,56,Back,5627442031,141,86.8,5627442035,213,0.66,5627442029,140,47.4,5627442033,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667325,207,1,1,26,6,daicfonrbj124lu2la2rctxck,1,56.8,90.2,2025-04-05T20:33:09.987Z,2025-04-05T20:33:12Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627442275,140,38.8,5627442281,213,3.46,5627442273,56,Back,5627442279,212,19.9,5627442277,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667397,208,1,1,26,8,daicfonrbj124lu2la2rctxck,1,35.3,77.5,2025-04-05T20:33:12.755Z,2025-04-05T20:33:17Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627442685,56,Back,5627442691,212,20.8,5627442693,213,4.58,5627442689,141,47.2,5627442687,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667429,209,1,1,26,13,daicfonrbj124lu2la2rctxck,1,39.3,43.3,2025-04-05T20:33:17.587Z,2025-04-05T20:33:20Z,c8svt3yazcfaq478j0cpbmbfu,K. Yao,,,5627442903,213,1.76,5627442901,212,16.1,5627442895,56,Back,5627442897,140,36.4,5627442899,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667471,210,1,1,26,16,daicfonrbj124lu2la2rctxck,1,35.3,70.8,2025-04-05T20:33:20.131Z,2025-04-05T20:33:23Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627443133,56,Back,5627443139,212,13.5,5627443135,140,47.5,5627443137,141,77.0,5627443141,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667491,211,1,1,26,19,daicfonrbj124lu2la2rctxck,1,44.3,86.3,2025-04-05T20:33:23.147Z,2025-04-05T20:33:24Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5627443261,212,6.6,5627443263,213,0.28,5627443255,56,Left,5627443257,140,50.3,5627443259,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667511,212,1,1,26,20,daicfonrbj124lu2la2rctxck,1,50.4,89.0,2025-04-05T20:33:24.452Z,2025-04-05T20:33:25Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5627443443,140,50.4,5627443449,213,4.71,5627443445,141,79.4,5627443441,56,Left,5627443447,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667551,213,1,1,26,21,daicfonrbj124lu2la2rctxck,1,50.5,79.3,2025-04-05T20:33:25.780Z,2025-04-05T20:33:28Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627443639,56,Left,5627443653,212,7.6,5627443645,140,57.6,5627443657,213,0.17,5627443649,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667563,214,1,1,26,24,daicfonrbj124lu2la2rctxck,0,61.1,77.8,2025-04-05T20:33:27.957Z,2025-04-05T20:33:28Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5627443717,140,62.7,5627443721,212,4.6,5627443715,56,Center,5627443719,141,71.5,5627443723,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667567,189,8,1,26,24,b5l2e3csycjb8twvq9ek0j5gq,1,29.9,36.3,2025-04-05T20:33:28.685Z,2025-04-05T20:33:32Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5627443733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667699,215,1,1,26,27,daicfonrbj124lu2la2rctxck,1,66.5,72.7,2025-04-05T20:33:30.956Z,2025-04-05T20:33:35Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5627444477,140,60.7,5627444485,213,3.29,5627444479,141,71.4,5627444483,212,6.2,5627444475,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667773,216,1,1,26,31,daicfonrbj124lu2la2rctxck,1,52.2,64.3,2025-04-05T20:33:35.780Z,2025-04-05T20:33:40Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627444845,56,Back,5627444851,212,25.6,5627444853,213,4.48,5627444849,141,27.6,5627444847,140,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667823,217,1,1,26,36,daicfonrbj124lu2la2rctxck,1,54.1,17.7,2025-04-05T20:33:40.276Z,2025-04-05T20:33:44Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5627445153,212,29.4,5627445155,213,6.04,5627445151,141,7.4,5627445145,155,,5627445147,56,Right,5627445149,140,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667835,218,1,1,26,40,daicfonrbj124lu2la2rctxck,1,89.9,15.5,2025-04-05T20:33:44.211Z,2025-04-05T20:33:46Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5627445263,141,7.0,5627445265,212,11.3,5627445261,140,80.7,5627445267,213,3.68,5627445259,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667937,219,1,1,26,42,daicfonrbj124lu2la2rctxck,1,82.5,7.6,2025-04-05T20:33:45.859Z,2025-04-05T20:33:54Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5627445867,140,88.9,5627445869,141,57.2,5627445871,212,34.4,5627445875,1,,5627445863,155,,5627445873,213,1.37,5627445865,56,Center,5627445861,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796667981,220,1,1,26,50,daicfonrbj124lu2la2rctxck,1,79.6,92.1,2025-04-05T20:33:54.596Z,2025-04-05T20:33:58Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5627446143,212,14.4,5627446145,213,3.63,5627446141,141,82.1,5627446137,56,Left,5627446139,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668029,221,1,1,26,53,daicfonrbj124lu2la2rctxck,1,65.5,85.3,2025-04-05T20:33:57.643Z,2025-04-05T20:34:00Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627446377,56,Center,5627446385,213,4.85,5627446381,141,70.5,5627446379,140,66.8,5627446383,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668037,222,1,1,26,56,daicfonrbj124lu2la2rctxck,0,67.1,70.3,2025-04-05T20:34:00.395Z,2025-04-05T20:34:00Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5627446409,212,2.9,5627446403,56,Center,5627446405,140,69.7,5627446411,213,5.93,5627446407,141,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668127,191,1,1,27,0,b5l2e3csycjb8twvq9ek0j5gq,1,24.7,33.0,2025-04-05T20:34:03.932Z,2025-04-05T20:34:06Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5627446963,141,13.7,5627446965,212,13.4,5627446961,140,27.1,5627446967,213,4.90,5627446959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668161,192,1,1,27,2,b5l2e3csycjb8twvq9ek0j5gq,1,31.3,15.8,2025-04-05T20:34:06.596Z,2025-04-05T20:34:08Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5627447187,212,14.3,5627447189,213,2.94,5627447183,140,18.0,5627447185,141,20.0,5627447181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668173,193,1,1,27,4,b5l2e3csycjb8twvq9ek0j5gq,0,18.0,20.0,2025-04-05T20:34:08.780Z,2025-04-05T20:34:14Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5627447279,213,0.44,5627447277,212,24.8,5627447477,155,,5627447273,140,39.4,5627447271,56,Back,5627447275,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668201,224,1,1,27,7,daicfonrbj124lu2la2rctxck,1,62.0,80.8,2025-04-05T20:34:11.363Z,2025-04-05T20:34:13Z,duad6xilu5s6c7ul48b7gab1m,M. Ybarra,,,5627447393,213,3.20,5627447391,212,18.8,5627447385,56,Back,5627447387,140,44.1,5627447389,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668237,225,1,1,27,9,daicfonrbj124lu2la2rctxck,1,44.1,79.3,2025-04-05T20:34:12.845Z,2025-04-05T20:34:17Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627447647,213,0.60,5627447639,56,Left,5627447645,212,9.2,5627447641,140,51.3,5627447643,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668307,226,1,1,27,13,daicfonrbj124lu2la2rctxck,1,65.7,81.1,2025-04-05T20:34:16.899Z,2025-04-05T20:34:20Z,duad6xilu5s6c7ul48b7gab1m,M. Ybarra,,,5627448067,56,Left,5627448073,212,6.4,5627448075,213,2.16,5627448071,141,88.9,5627448069,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668337,227,1,1,27,16,daicfonrbj124lu2la2rctxck,1,62.3,90.5,2025-04-05T20:34:20.547Z,2025-04-05T20:34:22Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5627448271,141,73.6,5627448275,213,5.05,5627448273,212,12.2,5627448249,140,66.1,5627448247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668369,228,1,1,27,18,daicfonrbj124lu2la2rctxck,1,67.0,74.1,2025-04-05T20:34:22.204Z,2025-04-05T20:34:24Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,,5627448437,140,42.5,5627448441,141,78.8,5627448445,212,25.9,5627448447,213,3.02,5627448435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668433,229,1,1,27,20,daicfonrbj124lu2la2rctxck,1,41.7,76.7,2025-04-05T20:34:24.115Z,2025-04-05T20:34:28Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5627448805,141,86.3,5627448801,56,Left,5627448809,213,0.57,5627448803,140,51.4,5627448807,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668483,230,1,1,27,24,daicfonrbj124lu2la2rctxck,1,50.3,75.6,2025-04-05T20:34:28.715Z,2025-04-05T20:34:32Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5627449087,213,4.92,5627449077,196,,5627449079,56,Right,5627449089,1,,5627449081,140,60.2,5627449085,212,50.0,5627449083,141,3.7,5627449075,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668573,231,1,1,27,28,daicfonrbj124lu2la2rctxck,1,56.9,7.9,2025-04-05T20:34:32.499Z,2025-04-05T20:34:38Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5627449531,56,Back,5627449535,141,15.3,5627449533,140,42.2,5627449539,213,2.83,5627449537,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668611,232,1,1,27,34,daicfonrbj124lu2la2rctxck,1,40.2,21.9,2025-04-05T20:34:38.395Z,2025-04-05T20:34:41Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5627449807,212,6.2,5627449809,213,5.59,5627449803,140,44.7,5627449805,141,16.1,5627449801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668643,233,1,1,27,37,daicfonrbj124lu2la2rctxck,0,52.7,15.8,2025-04-05T20:34:41.291Z,2025-04-05T20:34:44Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627449997,141,100.0,5627450001,213,1.36,5627450003,1,,5627449989,155,,5627449995,140,64.8,5627449991,196,,5627449993,56,Left,5627449999,212,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668915,194,5,1,27,40,b5l2e3csycjb8twvq9ek0j5gq,1,33.0,-1.6,2025-04-05T20:34:44.801Z,2025-04-05T22:29:47Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5627451477,56,Back,5627451483,233,234,5627451481,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668645,234,5,1,27,40,daicfonrbj124lu2la2rctxck,0,67.0,101.6,2025-04-05T20:34:44.801Z,2025-04-05T22:29:48Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5627451511,233,194,5627450009,347,,5627450005,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796668925,195,1,1,28,2,b5l2e3csycjb8twvq9ek0j5gq,1,29.3,0.0,2025-04-05T20:35:06.427Z,2025-04-05T20:36:13Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5627451571,1,,5627451563,140,57.8,5627451561,56,Right,5627451565,141,9.4,5627451569,213,0.25,5627451559,107,,5627451567,212,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796669799,202,61,1,28,3,b5l2e3csycjb8twvq9ek0j5gq,0,55.4,5.9,2025-04-05T20:35:07.425Z,2025-04-05T20:36:20Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5627456713,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
