id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/8/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2816884181,220,83,1,23,52,c9xffml4i7ihblp1qhus9w3fu,0,63.1,72.7,2025-05-18T21:31:03.281Z,2025-05-18T22:07:50Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5738966003,399,63td0sigm6tp2tg8yovf5npm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884235,183,1,1,23,55,b1rpb2ox52uxcmjrsnqd95pk5,1,29.1,22.7,2025-05-18T21:31:06.172Z,2025-05-18T21:31:11Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5738857743,141,25.3,5738857747,213,2.87,5738857739,56,Back,5738857745,212,6.6,5738857741,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884261,184,1,1,24,0,b1rpb2ox52uxcmjrsnqd95pk5,1,31.9,32.1,2025-05-18T21:31:11.500Z,2025-05-18T21:31:14Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5738857867,56,Back,5738857873,212,22.4,5738857871,141,63.9,5738857875,213,1.84,5738857869,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884289,185,1,1,24,3,b1rpb2ox52uxcmjrsnqd95pk5,1,25.9,67.9,2025-05-18T21:31:14.788Z,2025-05-18T21:31:17Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5738858029,140,34.7,5738858033,212,11.2,5738858035,213,5.69,5738858031,141,58.7,5738858027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884305,186,1,1,24,6,b1rpb2ox52uxcmjrsnqd95pk5,1,34.7,58.7,2025-05-18T21:31:17.324Z,2025-05-18T21:31:19Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5738858131,140,35.6,5738858135,212,9.3,5738858129,56,Back,5738858133,141,45.1,5738858137,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884349,187,1,1,24,8,b1rpb2ox52uxcmjrsnqd95pk5,1,35.7,44.2,2025-05-18T21:31:18.972Z,2025-05-18T21:31:23Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5738858353,56,Back,5738858357,140,24.1,5738858361,212,12.8,5738858363,213,3.44,5738858359,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884369,188,1,1,24,12,b1rpb2ox52uxcmjrsnqd95pk5,1,24.6,36.4,2025-05-18T21:31:23.221Z,2025-05-18T21:31:25Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5738858493,212,10.4,5738858487,56,Back,5738858489,140,21.1,5738858495,213,4.35,5738858491,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884407,189,1,1,24,14,b1rpb2ox52uxcmjrsnqd95pk5,1,21.1,22.1,2025-05-18T21:31:25.085Z,2025-05-18T21:31:30Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5738858723,213,2.06,5738858719,141,48.8,5738858715,56,Back,5738858717,140,11.9,5738858721,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884429,190,1,1,24,19,b1rpb2ox52uxcmjrsnqd95pk5,1,11.9,48.8,2025-05-18T21:31:30.598Z,2025-05-18T21:31:33Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5738858835,140,11.1,5738858839,212,14.0,5738858841,213,1.63,5738858833,56,Back,5738858837,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884437,191,1,1,24,22,b1rpb2ox52uxcmjrsnqd95pk5,1,16.9,84.2,2025-05-18T21:31:33.245Z,2025-05-18T21:31:34Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5738858877,140,28.7,5738858883,213,0.37,5738858881,212,13.3,5738858875,56,Back,5738858879,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884521,192,1,1,24,23,b1rpb2ox52uxcmjrsnqd95pk5,1,28.7,91.2,2025-05-18T21:31:33.980Z,2025-05-18T21:31:44Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5738859413,213,3.38,5738859409,141,86.5,5738859405,56,Back,5738859407,140,15.9,5738859411,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884541,193,1,1,24,33,b1rpb2ox52uxcmjrsnqd95pk5,1,31.3,83.0,2025-05-18T21:31:44.388Z,2025-05-18T21:31:46Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5738859533,212,9.6,5738859529,140,39.8,5738859527,56,Back,5738859531,141,77.9,5738859535,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884587,194,1,1,24,35,b1rpb2ox52uxcmjrsnqd95pk5,1,41.3,75.7,2025-05-18T21:31:46.573Z,2025-05-18T21:31:53Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5738859749,196,,5738859755,141,10.4,5738859751,56,Right,5738859759,213,5.33,5738859747,155,,5738859757,212,54.3,5738859753,140,71.1,5738859761,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884601,195,1,1,24,42,b1rpb2ox52uxcmjrsnqd95pk5,0,91.3,10.7,2025-05-18T21:31:53.396Z,2025-05-18T21:31:56Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5738859855,213,1.28,5738859849,140,100.0,5738859851,141,62.1,5738859845,155,,5738859843,2,,5738859847,56,Center,5738859857,1,,5738859853,212,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884619,196,5,1,24,45,b1rpb2ox52uxcmjrsnqd95pk5,0,101.2,64.4,2025-05-18T21:31:56.090Z,2025-05-18T22:06:15Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5738859941,346,,5738860863,233,221,5738859939,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884769,221,5,1,24,45,c9xffml4i7ihblp1qhus9w3fu,1,-1.2,35.6,2025-05-18T21:31:56.090Z,2025-05-18T22:06:14Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5738860845,233,196,5738860815,346,,5738860813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884809,222,1,1,25,8,c9xffml4i7ihblp1qhus9w3fu,1,4.2,53.0,2025-05-18T21:32:19.530Z,2025-05-18T21:32:25Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5738861039,212,13.3,5738861031,124,,5738861035,140,7.7,5738861041,213,1.29,5738861045,237,,5738861033,56,Back,5738861037,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884813,223,61,1,25,14,c9xffml4i7ihblp1qhus9w3fu,0,23.9,73.9,2025-05-18T21:32:24.969Z,2025-05-18T21:32:25Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5738861059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884901,197,4,1,25,17,b1rpb2ox52uxcmjrsnqd95pk5,1,72.6,23.8,2025-05-18T21:32:28.433Z,2025-05-18T21:32:38Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5738861575,265,,5738861571,56,Center,5738861607,233,224,5738861569,13,,5738861573,152,,5738861577,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816884845,224,4,1,25,17,c9xffml4i7ihblp1qhus9w3fu,0,27.4,76.2,2025-05-18T21:32:28.434Z,2025-05-18T21:32:37Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5738861307,285,,5738861303,152,,5738861301,56,Back,5738861305,265,,5738861639,233,197,5738861299,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885541,200,1,1,26,28,b1rpb2ox52uxcmjrsnqd95pk5,0,67.3,14.4,2025-05-18T21:33:39.805Z,2025-05-18T21:33:41Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5738865137,155,,5738865133,2,,5738865159,1,,5738865141,56,Center,5738865151,212,35.4,5738865155,213,0.84,5738865143,140,89.8,5738865147,141,53.1,5738865135,5,5738865139,152,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885555,225,12,1,26,31,c9xffml4i7ihblp1qhus9w3fu,1,8.6,42.8,2025-05-18T21:33:41.969Z,2025-05-18T21:33:44Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5738865233,213,4.59,5738865227,140,7.7,5738865229,141,31.6,5738865225,56,Back,5738865251,15,,5738865231,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885567,226,12,1,26,33,c9xffml4i7ihblp1qhus9w3fu,1,7.7,31.6,2025-05-18T21:33:44.706Z,2025-05-18T21:33:51Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5738865313,213,4.85,5738865345,15,,5738865305,141,13.1,5738865301,140,9.3,5738865309,212,12.7,5738865299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885597,201,1,1,26,36,b1rpb2ox52uxcmjrsnqd95pk5,1,86.2,91.5,2025-05-18T21:33:47.381Z,2025-05-18T21:33:50Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5738865521,213,3.48,5738865515,140,73.3,5738865519,212,14.4,5738865513,56,Left,5738865517,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885605,202,1,1,26,38,b1rpb2ox52uxcmjrsnqd95pk5,0,73.0,82.9,2025-05-18T21:33:49.924Z,2025-05-18T21:33:50Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5738865547,56,Center,5738865553,212,29.0,5738865549,140,91.3,5738865551,141,50.9,5738865555,213,5.44,5738865545,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885619,227,12,1,26,40,c9xffml4i7ihblp1qhus9w3fu,1,8.0,45.1,2025-05-18T21:33:51.058Z,2025-05-18T21:41:29Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5738865609,212,15.0,5738865605,140,19.7,5738865611,213,5.67,5738865603,56,Back,5738865607,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885671,228,12,1,26,43,c9xffml4i7ihblp1qhus9w3fu,1,19.4,33.3,2025-05-18T21:33:54.505Z,2025-05-18T21:33:59Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5738865883,212,52.7,5738865877,56,Right,5738865879,140,64.3,5738865927,167,,5738865881,141,0.0,5738865885,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885821,203,5,1,26,47,b1rpb2ox52uxcmjrsnqd95pk5,1,34.3,101.4,2025-05-18T21:33:58.210Z,2025-05-18T22:06:15Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5738866689,56,Back,5738866699,233,229,5738866691,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885677,229,5,1,26,47,c9xffml4i7ihblp1qhus9w3fu,0,65.7,-1.4,2025-05-18T21:33:58.210Z,2025-05-18T22:06:16Z,7xe0ov84ztwduks4x3utn05ck,S. Tregarthen,,,5738865907,56,Right,5738866745,233,203,5738865911,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885877,204,1,1,26,59,b1rpb2ox52uxcmjrsnqd95pk5,1,37.8,100.0,2025-05-18T21:34:10.788Z,2025-05-18T21:34:15Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5738867045,141,88.4,5738867041,56,Back,5738867049,213,3.49,5738867051,1,,5738867039,107,,5738867043,140,15.9,5738867047,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885913,205,1,1,27,4,b1rpb2ox52uxcmjrsnqd95pk5,1,16.5,82.3,2025-05-18T21:34:15.300Z,2025-05-18T21:34:18Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5738867213,140,22.6,5738867217,212,19.8,5738867211,56,Back,5738867215,141,54.8,5738867219,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885945,206,1,1,27,6,b1rpb2ox52uxcmjrsnqd95pk5,1,23.6,50.1,2025-05-18T21:34:17.669Z,2025-05-18T21:34:20Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5738867399,212,20.3,5738867395,140,29.1,5738867397,141,21.5,5738867393,56,Back,5738867401,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885977,207,1,1,27,9,b1rpb2ox52uxcmjrsnqd95pk5,1,29.2,20.3,2025-05-18T21:34:20.421Z,2025-05-18T21:34:22Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5738867559,213,0.20,5738867555,141,24.3,5738867551,56,Back,5738867557,212,13.5,5738867553,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816885995,208,1,1,27,11,b1rpb2ox52uxcmjrsnqd95pk5,1,41.8,24.3,2025-05-18T21:34:22.708Z,2025-05-18T21:34:24Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5738867653,141,21.0,5738867657,213,3.50,5738867655,212,6.4,5738867651,140,36.1,5738867649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886027,209,1,1,27,13,b1rpb2ox52uxcmjrsnqd95pk5,1,35.8,21.0,2025-05-18T21:34:24.356Z,2025-05-18T21:34:26Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5738867857,212,9.7,5738867853,140,27.8,5738867859,213,3.67,5738867851,56,Back,5738867855,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886067,210,1,1,27,15,b1rpb2ox52uxcmjrsnqd95pk5,1,28.3,14.1,2025-05-18T21:34:26.148Z,2025-05-18T21:34:29Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5738868065,140,39.4,5738868069,212,12.7,5738868071,213,5.87,5738868063,56,Back,5738868067,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886095,211,1,1,27,18,b1rpb2ox52uxcmjrsnqd95pk5,1,39.4,6.5,2025-05-18T21:34:29.724Z,2025-05-18T21:37:07Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5738868243,141,25.9,5738868247,213,2.26,5738868239,56,Back,5738868245,212,17.1,5738868241,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886113,212,1,1,27,20,b1rpb2ox52uxcmjrsnqd95pk5,1,29.3,26.4,2025-05-18T21:34:31.788Z,2025-05-18T21:34:34Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5738868359,213,1.90,5738868351,56,Back,5738868355,141,64.9,5738868353,140,20.9,5738868357,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886153,213,1,1,27,26,b1rpb2ox52uxcmjrsnqd95pk5,1,24.0,68.2,2025-05-18T21:34:37.092Z,2025-05-18T21:34:40Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,,5738868637,140,25.4,5738868641,212,19.6,5738868643,213,4.79,5738868635,56,Back,5738868639,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886177,214,1,1,27,29,b1rpb2ox52uxcmjrsnqd95pk5,1,29.1,37.0,2025-05-18T21:34:40.636Z,2025-05-18T21:34:42Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5738868767,213,1.01,5738868763,141,45.1,5738868759,56,Back,5738868765,212,6.5,5738868761,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886215,215,1,1,27,31,b1rpb2ox52uxcmjrsnqd95pk5,1,31.8,52.5,2025-05-18T21:34:42.572Z,2025-05-18T21:34:46Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5738868949,212,11.7,5738868951,213,1.83,5738868945,140,28.9,5738868947,141,69.1,5738868943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886245,216,1,1,27,35,b1rpb2ox52uxcmjrsnqd95pk5,1,33.3,72.1,2025-05-18T21:34:46.036Z,2025-05-18T21:34:49Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5738869181,213,1.29,5738869175,140,36.4,5738869179,212,11.9,5738869173,56,Back,5738869177,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886267,217,1,1,27,38,b1rpb2ox52uxcmjrsnqd95pk5,0,39.4,89.9,2025-05-18T21:34:49.636Z,2025-05-18T21:34:53Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5738869347,1,,5738869343,212,51.2,5738869339,140,70.2,5738869335,155,,5738869337,56,Center,5738869345,213,5.40,5738869341,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886289,230,1,1,27,42,c9xffml4i7ihblp1qhus9w3fu,1,32.4,72.3,2025-05-18T21:34:53.570Z,2025-05-18T21:35:06Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5738869435,140,42.0,5738869439,212,11.6,5738869437,141,64.0,5738869433,56,Back,5738869441,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886327,232,1,1,27,46,c9xffml4i7ihblp1qhus9w3fu,1,44.0,47.8,2025-05-18T21:34:57.321Z,2025-05-18T21:41:50Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5738869665,213,4.97,5738869661,141,32.2,5738869657,56,Back,5738869659,140,46.7,5738869663,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886357,233,1,1,27,50,c9xffml4i7ihblp1qhus9w3fu,0,66.5,30.4,2025-05-18T21:35:01.330Z,2025-05-18T21:35:04Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5738869841,141,0.0,5738869845,213,5.51,5738869839,140,88.1,5738869843,212,31.6,5738869837,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886523,218,5,1,27,53,b1rpb2ox52uxcmjrsnqd95pk5,1,13.1,101.5,2025-05-18T21:35:04.060Z,2025-05-18T22:06:16Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5738870665,347,,5738870669,233,234,5738870663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886359,234,5,1,27,53,c9xffml4i7ihblp1qhus9w3fu,0,86.9,-1.5,2025-05-18T21:35:04.060Z,2025-05-18T22:06:16Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5738869847,56,Right,5738870689,233,218,5738869849,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886545,219,1,1,28,9,b1rpb2ox52uxcmjrsnqd95pk5,1,15.1,100.0,2025-05-18T21:35:20.124Z,2025-05-18T21:35:40Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5738870771,213,5.06,5738870761,107,,5738870765,140,18.9,5738870769,212,11.8,5738871707,189,,5738870767,141,84.5,5738870763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886551,220,1,1,28,9,b1rpb2ox52uxcmjrsnqd95pk5,0,14.0,89.1,2025-05-18T21:35:20.484Z,2025-05-18T22:06:41Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5738870809,141,82.7,5738870805,56,Back,5738871813,189,,5738870811,212,31.5,5738870815,213,6.14,5738870819,1,,5738870807,140,43.7,5738870803,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886569,235,1,1,28,10,c9xffml4i7ihblp1qhus9w3fu,1,54.9,18.2,2025-05-18T21:35:21.202Z,2025-05-18T21:35:24Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5738870911,213,0.34,5738870909,212,18.4,5738870905,140,71.4,5738870901,3,,5738870907,141,27.3,5738870903,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886577,236,61,1,28,10,c9xffml4i7ihblp1qhus9w3fu,0,71.2,27.1,2025-05-18T21:35:21.633Z,2025-05-18T22:06:32Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5738870957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886617,221,1,1,28,15,b1rpb2ox52uxcmjrsnqd95pk5,1,33.4,85.3,2025-05-18T21:35:26.492Z,2025-05-18T21:35:30Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5738871177,213,2.75,5738871173,141,90.3,5738871169,56,Back,5738871175,212,9.0,5738871171,140,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886627,222,1,1,28,18,b1rpb2ox52uxcmjrsnqd95pk5,1,12.4,91.8,2025-05-18T21:35:29.964Z,2025-05-18T21:35:31Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5738871237,212,7.2,5738871233,140,16.9,5738871239,213,5.43,5738871235,141,83.8,5738871231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886639,223,1,1,28,20,b1rpb2ox52uxcmjrsnqd95pk5,1,17.0,83.8,2025-05-18T21:35:31.436Z,2025-05-18T21:35:33Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5738871291,212,9.4,5738871285,56,Back,5738871289,141,90.6,5738871287,140,9.2,5738871293,213,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886671,224,1,1,28,23,b1rpb2ox52uxcmjrsnqd95pk5,0,9.5,92.4,2025-05-18T21:35:34.590Z,2025-05-18T21:35:38Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5738871499,212,32.5,5738871503,1,,5738871491,155,,5738871495,140,40.4,5738871501,213,6.22,5738871493,56,Back,5738871497,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886679,237,44,1,28,25,c9xffml4i7ihblp1qhus9w3fu,1,60.2,11.3,2025-05-18T21:35:36.908Z,2025-05-18T23:14:06Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5738871533,286,,5738871609,233,225,5738871531,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886677,225,44,1,28,25,b1rpb2ox52uxcmjrsnqd95pk5,0,39.8,88.7,2025-05-18T21:35:36.909Z,2025-05-18T23:14:07Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5738871635,233,237,5738871529,285,,5738871527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886709,238,1,1,28,26,c9xffml4i7ihblp1qhus9w3fu,1,61.0,12.9,2025-05-18T21:35:37.514Z,2025-05-18T21:35:39Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5738871689,213,2.92,5738871681,140,43.5,5738871679,56,Back,5738871677,3,,5738871687,212,18.9,5738871683,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886763,240,1,1,28,28,c9xffml4i7ihblp1qhus9w3fu,1,43.5,19.1,2025-05-18T21:35:39.306Z,2025-05-18T21:35:44Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5738871999,140,37.4,5738872003,212,25.7,5738872005,213,1.82,5738872001,141,55.7,5738871997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886793,241,1,1,28,33,c9xffml4i7ihblp1qhus9w3fu,1,59.2,69.1,2025-05-18T21:35:44.442Z,2025-05-18T21:35:46Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5738872181,56,Left,5738872185,141,94.1,5738872189,213,1.27,5738872187,212,17.8,5738872183,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886819,242,1,1,28,35,c9xffml4i7ihblp1qhus9w3fu,1,62.9,93.5,2025-05-18T21:35:46.529Z,2025-05-18T21:35:50Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5738872349,212,20.5,5738872351,213,3.64,5738872345,140,45.7,5738872343,56,Back,5738872347,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886859,243,1,1,28,38,c9xffml4i7ihblp1qhus9w3fu,1,40.6,73.2,2025-05-18T21:35:49.891Z,2025-05-18T21:35:53Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5738872575,140,24.9,5738872579,212,18.6,5738872581,213,3.62,5738872577,141,60.5,5738872573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886891,244,1,1,28,42,c9xffml4i7ihblp1qhus9w3fu,1,25.1,56.6,2025-05-18T21:35:53.618Z,2025-05-18T21:35:56Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5738872735,141,34.2,5738872731,56,Back,5738872739,213,5.04,5738872737,212,16.1,5738872733,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816886909,245,1,1,28,45,c9xffml4i7ihblp1qhus9w3fu,1,29.7,33.0,2025-05-18T21:35:56.417Z,2025-05-18T21:36:00Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5738872861,212,18.0,5738872857,140,36.7,5738872855,56,Back,5738872859,141,8.8,5738872863,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
