id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2803419729,138,1,1,11,31,224tl8u2smnbyliroayk69nt0,1,30.4,90.0,2025-04-19T20:47:46.703Z,2025-04-19T20:47:49Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664652761,213,5.82,5664652743,141,79.1,5664652741,140,44.4,5664652745,212,16.5,5664652739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803419735,139,4,1,11,34,224tl8u2smnbyliroayk69nt0,1,45.0,75.4,2025-04-19T20:47:49.383Z,2025-04-19T20:47:54Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5664652865,265,,5664652861,56,Back,5664652863,152,,5664652859,13,,5664652867,286,,5664652895,233,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803419733,91,4,1,11,34,5x54jbfk11lrsmipgsx7cdbai,0,55.0,24.6,2025-04-19T20:47:49.384Z,2025-04-19T20:47:53Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5664652799,152,,5664652803,265,,5664652795,13,,5664652909,233,139,5664652805,285,,5664652797,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420141,140,43,1,12,2,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-19T20:48:17.752Z,2025-04-19T20:48:22Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5664654931,212,11.0,5664654921,5,0,5664654925,56,Back,5664654933,213,3.78,5664654923,152,0,5664654929,141,62.1,5664654927,140,37.0,5664655131,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420335,141,1,1,12,12,224tl8u2smnbyliroayk69nt0,1,42.0,72.7,2025-04-19T20:48:27.559Z,2025-04-19T20:48:31Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5664655863,152,,5664655865,56,Back,5664655861,5,,5664655867,140,43.4,5664655873,213,4.88,5664655871,212,9.0,5664655869,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420357,142,1,1,12,15,224tl8u2smnbyliroayk69nt0,1,43.4,59.6,2025-04-19T20:48:31.087Z,2025-04-19T20:48:32Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5664655957,140,41.4,5664655963,213,1.70,5664655961,212,16.8,5664655955,56,Back,5664655959,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420459,143,1,1,12,17,224tl8u2smnbyliroayk69nt0,1,41.3,86.0,2025-04-19T20:48:32.647Z,2025-04-19T20:48:39Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664656571,141,74.4,5664656575,212,19.1,5664656567,140,57.9,5664656565,56,Center,5664656577,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420481,144,1,1,12,23,224tl8u2smnbyliroayk69nt0,1,61.6,54.3,2025-04-19T20:48:38.807Z,2025-04-19T20:48:40Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5664656723,212,23.1,5664656713,56,Back,5664656717,140,47.0,5664656725,213,3.99,5664656721,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420513,145,1,1,12,25,224tl8u2smnbyliroayk69nt0,1,47.0,28.8,2025-04-19T20:48:40.183Z,2025-04-19T20:48:42Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5664656885,140,58.2,5664656889,212,16.6,5664656887,141,11.6,5664656891,213,5.50,5664656883,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420581,146,1,1,12,27,224tl8u2smnbyliroayk69nt0,1,59.5,10.9,2025-04-19T20:48:42.703Z,2025-04-19T20:48:47Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664657263,141,26.4,5664657265,212,10.6,5664657261,140,60.2,5664657267,213,1.50,5664657259,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420619,147,1,1,12,31,224tl8u2smnbyliroayk69nt0,1,57.8,37.6,2025-04-19T20:48:46.855Z,2025-04-19T20:48:49Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5664657447,140,42.4,5664657451,212,18.9,5664657449,141,52.1,5664657445,56,Back,5664657453,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420647,148,1,1,12,34,224tl8u2smnbyliroayk69nt0,1,43.9,49.6,2025-04-19T20:48:49.270Z,2025-04-19T20:48:51Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5664657651,141,32.1,5664657647,56,Back,5664657653,212,13.9,5664657657,213,4.17,5664657649,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420669,149,1,1,12,36,224tl8u2smnbyliroayk69nt0,1,37.1,30.3,2025-04-19T20:48:51.495Z,2025-04-19T20:48:53Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5664657785,213,0.86,5664657779,140,42.8,5664657781,141,40.6,5664657783,212,9.2,5664657777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420755,150,1,1,12,38,224tl8u2smnbyliroayk69nt0,1,42.8,40.6,2025-04-19T20:48:53.320Z,2025-04-19T20:48:57Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5664658101,56,Center,5664658109,213,5.98,5664658105,141,34.3,5664658107,212,14.2,5664658103,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420743,92,83,1,12,41,5x54jbfk11lrsmipgsx7cdbai,0,45.7,70.3,2025-04-19T20:48:56.240Z,2025-04-19T20:49:02Z,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,,,5664658517,399,9jfh2t3w4aqc4o4rvjfk7xey1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420807,151,1,1,12,41,224tl8u2smnbyliroayk69nt0,1,65.0,34.9,2025-04-19T20:48:56.750Z,2025-04-19T20:49:00Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5664658349,212,14.7,5664658345,140,72.0,5664658351,213,5.24,5664658347,141,16.2,5664658343,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420829,93,45,1,12,45,5x54jbfk11lrsmipgsx7cdbai,0,21.8,76.2,2025-04-19T20:49:00.758Z,2025-04-19T20:49:08Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5664658575,233,152,5664658465,56,Back,5664658467,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420831,152,3,1,12,45,224tl8u2smnbyliroayk69nt0,1,78.2,23.8,2025-04-19T20:49:00.758Z,2025-04-19T20:49:07Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664658473,56,Center,5664658537,233,93,5664658475,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420917,153,50,1,12,49,224tl8u2smnbyliroayk69nt0,1,86.6,40.2,2025-04-19T20:49:05.055Z,2025-04-19T21:15:55Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664658921,56,Center,5664756573,233,299,5664756469,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803439799,299,7,1,12,49,5x54jbfk11lrsmipgsx7cdbai,1,13.8,61.0,2025-04-19T20:49:05.056Z,2025-04-19T21:15:55Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5664756531,233,153,5664756141,56,Back,5664756143,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420923,94,12,1,12,50,5x54jbfk11lrsmipgsx7cdbai,1,11.0,31.3,2025-04-19T20:49:05.527Z,2025-04-19T21:16:23Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664658947,212,28.6,5664658943,140,37.7,5664658941,56,Back,5664658949,213,0.20,5664658945,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420931,95,61,1,12,53,5x54jbfk11lrsmipgsx7cdbai,0,37.7,39.7,2025-04-19T20:49:08.295Z,2025-04-19T21:16:22Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5664658977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803420997,154,1,1,12,53,224tl8u2smnbyliroayk69nt0,1,63.6,56.3,2025-04-19T20:49:09.007Z,2025-04-19T20:49:12Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5664659369,213,1.36,5664659367,212,6.5,5664659365,141,65.7,5664659361,56,Center,5664659363,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421023,155,1,1,12,57,224tl8u2smnbyliroayk69nt0,1,68.6,66.7,2025-04-19T20:49:12.503Z,2025-04-19T20:49:14Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664659543,56,Left,5664659547,141,87.7,5664659551,213,1.58,5664659549,212,14.3,5664659545,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421071,156,1,1,12,59,224tl8u2smnbyliroayk69nt0,0,69.4,87.5,2025-04-19T20:49:14.758Z,2025-04-19T22:51:13Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5664659803,213,5.20,5664659799,141,35.8,5664659797,140,87.0,5664659805,1,,5664659801,212,39.7,5664659795,56,Center,5664659791,2,,5664659793,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421179,97,1,1,13,3,5x54jbfk11lrsmipgsx7cdbai,0,19.5,74.8,2025-04-19T20:49:18.359Z,2025-04-19T20:49:23Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5664660333,212,47.7,5664660335,213,0.21,5664660331,141,89.6,5664660337,1,,5664660327,56,Left,5664660329,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421285,158,1,1,13,8,224tl8u2smnbyliroayk69nt0,1,28.8,12.8,2025-04-19T20:49:23.454Z,2025-04-19T20:49:28Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5664660897,141,29.7,5664660893,56,Back,5664660895,140,11.8,5664660899,212,21.2,5664660901,213,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421339,159,1,1,13,13,224tl8u2smnbyliroayk69nt0,1,6.7,27.9,2025-04-19T20:49:28.703Z,2025-04-19T20:49:32Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,,5664661225,140,39.6,5664661233,212,35.4,5664661223,56,Back,5664661241,1,,5664661239,213,6.07,5664661229,141,16.7,5664661219,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421367,160,1,1,13,16,224tl8u2smnbyliroayk69nt0,1,39.6,16.5,2025-04-19T20:49:31.951Z,2025-04-19T20:49:33Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5664661363,168,,5664661383,212,17.9,5664661379,141,15.6,5664661385,213,6.25,5664661361,3,,5664661369,56,Right,5664661375,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421441,161,1,1,13,18,224tl8u2smnbyliroayk69nt0,1,56.6,15.6,2025-04-19T20:49:33.478Z,2025-04-19T20:49:38Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5664661743,212,6.3,5664661733,56,Center,5664661745,213,2.49,5664661737,140,51.8,5664661741,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421405,98,83,1,13,19,5x54jbfk11lrsmipgsx7cdbai,0,41.7,67.9,2025-04-19T20:49:35.127Z,2025-04-19T20:49:38Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664661801,399,c4va4gt5g10zm05qtucgyt889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421447,162,1,1,13,22,224tl8u2smnbyliroayk69nt0,1,45.7,32.2,2025-04-19T20:49:37.886Z,2025-04-19T20:49:43Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5664661783,212,42.5,5664661777,56,Back,5664661781,141,91.1,5664661785,213,1.91,5664661779,140,32.1,5664662109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421573,163,1,1,13,28,224tl8u2smnbyliroayk69nt0,1,26.5,93.3,2025-04-19T20:49:43.519Z,2025-04-19T20:49:49Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664662455,212,9.1,5664662451,141,83.3,5664662443,56,Back,5664662457,213,3.99,5664662447,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421631,164,1,1,13,34,224tl8u2smnbyliroayk69nt0,1,27.6,83.2,2025-04-19T20:49:49.374Z,2025-04-19T20:49:53Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5664662777,213,2.24,5664662765,56,Back,5664662773,212,7.7,5664662767,140,23.0,5664662769,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421783,165,1,1,13,38,224tl8u2smnbyliroayk69nt0,1,23.0,92.1,2025-04-19T20:49:53.448Z,2025-04-19T20:50:05Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664663647,213,5.54,5664663639,56,Back,5664663649,1,,5664663637,157,,5664663643,141,71.4,5664663645,212,20.8,5664663641,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421793,166,1,1,13,49,224tl8u2smnbyliroayk69nt0,1,44.3,53.1,2025-04-19T20:50:05.078Z,2025-04-19T20:50:06Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5664663709,140,45.9,5664663707,56,Back,5664663713,212,25.2,5664663711,141,16.1,5664663715,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421797,167,1,1,13,50,224tl8u2smnbyliroayk69nt0,1,45.9,16.1,2025-04-19T20:50:06.094Z,2025-04-19T20:50:07Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664663749,56,Back,5664663757,213,2.08,5664663751,140,41.6,5664663755,212,9.2,5664663753,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421843,168,1,1,13,51,224tl8u2smnbyliroayk69nt0,1,41.6,27.9,2025-04-19T20:50:07.039Z,2025-04-19T20:50:10Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5664664023,213,2.22,5664664009,56,Back,5664664011,140,32.9,5664664019,212,15.2,5664664015,141,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421867,169,1,1,13,55,224tl8u2smnbyliroayk69nt0,1,32.9,45.7,2025-04-19T20:50:10.598Z,2025-04-19T20:50:12Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5664664153,56,Back,5664664183,213,5.96,5664664155,140,46.4,5664664181,212,14.9,5664664179,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421927,170,1,1,13,56,224tl8u2smnbyliroayk69nt0,1,46.4,38.8,2025-04-19T20:50:11.878Z,2025-04-19T20:50:16Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5664664489,213,2.88,5664664487,212,12.8,5664664481,56,Back,5664664485,141,43.6,5664664483,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421957,171,1,1,14,0,224tl8u2smnbyliroayk69nt0,1,34.6,43.6,2025-04-19T20:50:15.838Z,2025-04-19T20:50:18Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5664664661,140,38.6,5664664665,212,25.9,5664664663,141,81.2,5664664659,56,Back,5664664667,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421973,172,1,1,14,3,224tl8u2smnbyliroayk69nt0,1,38.6,81.2,2025-04-19T20:50:18.190Z,2025-04-19T20:50:19Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5664664781,213,0.29,5664664779,212,15.2,5664664777,141,87.7,5664664775,140,52.5,5664664773,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803421993,173,1,1,14,4,224tl8u2smnbyliroayk69nt0,1,52.5,87.7,2025-04-19T20:50:19.703Z,2025-04-19T20:50:21Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664664887,56,Left,5664664895,212,11.5,5664664889,140,62.3,5664664893,141,80.2,5664664897,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422083,99,83,1,14,4,5x54jbfk11lrsmipgsx7cdbai,0,28.0,13.4,2025-04-19T20:50:19.847Z,2025-04-19T20:50:45Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664666387,399,2d1vmwon9o35lzpkdwxgv12lm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422013,174,1,1,14,5,224tl8u2smnbyliroayk69nt0,1,62.3,80.2,2025-04-19T20:50:21.094Z,2025-04-19T20:50:22Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5664665003,213,2.44,5664664993,140,57.2,5664664991,56,Left,5664664995,141,86.9,5664664999,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422061,175,1,1,14,7,224tl8u2smnbyliroayk69nt0,1,57.2,86.9,2025-04-19T20:50:22.727Z,2025-04-19T20:50:25Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664665259,56,Left,5664665267,213,5.36,5664665261,140,61.1,5664665265,212,6.8,5664665263,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422233,176,1,1,14,10,224tl8u2smnbyliroayk69nt0,1,59.3,83.5,2025-04-19T20:50:25.422Z,2025-04-19T20:50:36Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5664666105,140,45.3,5664666109,212,15.2,5664666111,213,2.88,5664666103,56,Back,5664666107,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422259,177,1,1,14,21,224tl8u2smnbyliroayk69nt0,1,45.3,89.4,2025-04-19T20:50:36.662Z,2025-04-19T20:50:38Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5664666253,140,38.0,5664666251,56,Back,5664666255,141,70.5,5664666257,212,15.0,5664666259,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422285,178,1,1,14,22,224tl8u2smnbyliroayk69nt0,1,38.0,70.5,2025-04-19T20:50:38.030Z,2025-04-19T20:50:39Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5664666399,56,Left,5664666401,140,73.2,5664666405,212,39.3,5664666403,141,90.3,5664666409,1,,5664666407,213,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422353,179,1,1,14,27,224tl8u2smnbyliroayk69nt0,0,87.7,90.5,2025-04-19T20:50:42.919Z,2025-04-19T22:51:13Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664666777,212,17.0,5664666761,2,,5664666779,213,4.88,5664666773,140,90.4,5664666775,141,65.8,5664666769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422399,100,12,1,14,29,5x54jbfk11lrsmipgsx7cdbai,1,6.2,40.6,2025-04-19T20:50:44.918Z,2025-04-19T21:20:39Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5664667033,140,32.5,5664667037,212,35.1,5664667035,141,8.8,5664667039,213,5.62,5664667031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422469,102,1,1,14,34,5x54jbfk11lrsmipgsx7cdbai,1,26.3,9.1,2025-04-19T20:50:49.320Z,2025-04-19T20:50:52Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5664667431,213,1.23,5664667425,140,30.0,5664667423,56,Back,5664667429,212,11.6,5664667427,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422515,103,1,1,14,36,5x54jbfk11lrsmipgsx7cdbai,1,30.0,25.2,2025-04-19T20:50:52.126Z,2025-04-19T20:50:55Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5664667753,56,Back,5664667761,213,5.56,5664667755,140,43.5,5664667757,141,6.7,5664667759,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422535,104,1,1,14,39,5x54jbfk11lrsmipgsx7cdbai,0,43.5,6.8,2025-04-19T20:50:54.806Z,2025-04-19T20:50:56Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5664667887,140,56.2,5664667891,212,34.2,5664667883,155,,5664667895,1,,5664667889,141,53.1,5664667885,56,Center,5664667893,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422623,181,1,1,14,43,224tl8u2smnbyliroayk69nt0,1,45.5,48.5,2025-04-19T20:50:58.272Z,2025-04-19T20:51:03Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,,5664668359,212,15.6,5664668355,140,57.9,5664668353,56,Center,5664668363,213,5.70,5664668357,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422661,182,1,1,14,48,224tl8u2smnbyliroayk69nt0,1,64.2,30.0,2025-04-19T20:51:03.414Z,2025-04-19T20:51:06Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5664668533,140,63.5,5664668537,212,11.1,5664668531,56,Center,5664668535,141,46.3,5664668539,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422695,183,1,1,14,50,224tl8u2smnbyliroayk69nt0,1,63.5,46.3,2025-04-19T20:51:05.798Z,2025-04-19T20:51:08Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5664668763,213,2.21,5664668757,140,56.1,5664668761,212,13.0,5664668755,56,Center,5664668759,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422711,184,1,1,14,53,224tl8u2smnbyliroayk69nt0,1,56.1,61.8,2025-04-19T20:51:08.269Z,2025-04-19T20:51:09Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5664668833,212,24.7,5664668831,141,41.0,5664668835,213,3.75,5664668827,56,Back,5664668829,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422773,185,1,1,14,54,224tl8u2smnbyliroayk69nt0,1,36.8,41.0,2025-04-19T20:51:09.493Z,2025-04-19T20:51:17Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5664669187,213,1.47,5664669181,140,38.7,5664669179,56,Back,5664669185,212,20.8,5664669183,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422833,186,1,1,15,2,224tl8u2smnbyliroayk69nt0,1,58.4,76.6,2025-04-19T20:51:17.302Z,2025-04-19T20:51:21Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5664669495,213,1.69,5664669491,141,94.1,5664669487,56,Left,5664669493,212,12.0,5664669489,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422889,187,1,1,15,5,224tl8u2smnbyliroayk69nt0,1,58.4,94.2,2025-04-19T20:51:21.021Z,2025-04-19T20:51:25Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5664669789,140,48.6,5664669793,212,12.0,5664669791,141,85.0,5664669787,56,Back,5664669795,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422981,188,1,1,15,10,224tl8u2smnbyliroayk69nt0,1,33.4,76.3,2025-04-19T20:51:25.461Z,2025-04-19T20:51:31Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5664670283,212,9.9,5664670277,56,Back,5664670279,140,40.5,5664670285,213,5.56,5664670281,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803422997,189,1,1,15,16,224tl8u2smnbyliroayk69nt0,1,41.9,65.8,2025-04-19T20:51:31.198Z,2025-04-19T20:51:32Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5664670361,140,35.1,5664670365,212,10.6,5664670363,141,54.3,5664670359,56,Back,5664670367,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423005,190,1,1,15,17,224tl8u2smnbyliroayk69nt0,1,35.1,54.3,2025-04-19T20:51:32.454Z,2025-04-19T20:51:33Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5664670425,213,0.19,5664670421,141,57.5,5664670419,140,46.1,5664670423,212,11.8,5664670417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423065,191,1,1,15,18,224tl8u2smnbyliroayk69nt0,1,46.1,57.5,2025-04-19T20:51:33.221Z,2025-04-19T20:51:36Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5664670699,213,0.82,5664670697,212,12.5,5664670695,141,70.9,5664670691,56,Center,5664670693,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423133,192,1,1,15,21,224tl8u2smnbyliroayk69nt0,1,58.1,79.3,2025-04-19T20:51:36.477Z,2025-04-19T20:52:05Z,2d1vmwon9o35lzpkdwxgv12lm,J. Bouregy,,,5664671021,140,66.7,5664671025,212,9.0,5664671023,141,79.3,5664671019,56,Left,5664671027,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803423257,193,1,1,15,26,224tl8u2smnbyliroayk69nt0,1,66.7,79.3,2025-04-19T20:51:41.533Z,2025-04-19T20:51:49Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5664671711,141,90.0,5664671703,56,Left,5664671715,212,7.3,5664671719,213,1.63,5664671707,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
