id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/17/value,qualifier/16/value
2790931675,101,1,1,7,21,b1rpb2ox52uxcmjrsnqd95pk5,1,53.3,92.7,2025-03-22T20:14:30.854Z,2025-03-22T20:14:34Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5595975601,56,Back,5595975609,213,3.49,5595975605,141,83.8,5595975607,212,18.0,5595975603,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931703,102,1,1,7,25,b1rpb2ox52uxcmjrsnqd95pk5,1,37.2,83.8,2025-03-22T20:14:34.118Z,2025-03-22T20:14:38Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5595975715,140,31.3,5595975719,212,19.1,5595975721,213,4.38,5595975713,56,Back,5595975717,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931723,103,1,1,7,29,b1rpb2ox52uxcmjrsnqd95pk5,1,31.1,51.5,2025-03-22T20:14:38.294Z,2025-03-22T20:14:44Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5595975835,141,69.7,5595975839,213,1.13,5595975831,56,Back,5595975833,140,36.6,5595975837,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931727,104,1,1,7,35,b1rpb2ox52uxcmjrsnqd95pk5,1,40.5,75.6,2025-03-22T20:14:44.622Z,2025-03-22T20:14:46Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5595975867,141,39.2,5595975863,56,Center,5595975873,1,,5595975869,212,36.5,5595975865,140,66.1,5595975871,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931739,105,1,1,7,37,b1rpb2ox52uxcmjrsnqd95pk5,1,66.0,37.6,2025-03-22T20:14:46.526Z,2025-03-22T20:14:50Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5595975951,56,Right,5595975955,141,10.9,5595975959,213,5.64,5595975953,140,89.0,5595975957,212,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931741,106,1,1,7,41,b1rpb2ox52uxcmjrsnqd95pk5,0,92.5,18.9,2025-03-22T20:14:50.159Z,2025-03-25T09:33:14Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5599734395,20,,5595975971,141,42.7,5599734393,386,,5599734391,225,,5595975973,212,16.4,5595975963,2,,5595975967,56,Center,5595975975,213,1.40,5595975969,140,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931763,58,12,1,7,41,c9xffml4i7ihblp1qhus9w3fu,1,11.4,67.6,2025-03-22T20:14:50.918Z,2025-03-22T20:15:09Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5595976083,141,100.0,5595976087,213,1.44,5595976117,167,,5595976085,212,22.5,5595976081,140,14.1,5595976079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931767,59,5,1,7,44,c9xffml4i7ihblp1qhus9w3fu,0,12.1,100.8,2025-03-22T20:14:53.694Z,2025-03-22T20:59:20Z,8lk5ve59333boqzpcmd0yidck,E. Kos,,,5595976093,56,Back,5595976277,233,107,5595976095,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931789,107,5,1,7,44,b1rpb2ox52uxcmjrsnqd95pk5,1,87.9,-0.8,2025-03-22T20:14:53.694Z,2025-03-22T20:59:19Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5595976245,347,,5595976243,56,Right,5595976273,233,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931795,108,1,1,7,50,b1rpb2ox52uxcmjrsnqd95pk5,1,91.4,0.0,2025-03-22T20:14:59.406Z,2025-03-22T20:15:01Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5595976295,189,,5595976281,107,,5595976287,141,8.3,5595976283,56,Right,5595976291,213,2.50,5595976289,212,11.0,5595976285,140,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931815,109,1,1,7,52,b1rpb2ox52uxcmjrsnqd95pk5,0,83.0,8.3,2025-03-22T20:15:01.079Z,2025-03-22T20:15:04Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5595976397,141,5.6,5595976393,56,Right,5595976401,213,6.06,5595976399,212,8.4,5595976395,140,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931821,60,8,1,7,54,c9xffml4i7ihblp1qhus9w3fu,1,17.5,86.9,2025-03-22T20:15:03.615Z,2025-03-25T09:33:26Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5595976421,56,Back,5599734435,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931833,110,61,1,7,56,b1rpb2ox52uxcmjrsnqd95pk5,1,90.8,5.6,2025-03-22T20:15:05.756Z,2025-03-22T21:04:14Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5595976463,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931861,61,5,1,7,57,c9xffml4i7ihblp1qhus9w3fu,1,11.0,101.1,2025-03-22T20:15:06.839Z,2025-03-22T20:59:20Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5595976613,347,,5595976611,56,Back,5595976631,233,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931845,111,5,1,7,57,b1rpb2ox52uxcmjrsnqd95pk5,0,89.0,-1.1,2025-03-22T20:15:06.839Z,2025-03-22T20:18:31Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5595976651,233,61,5595976525,56,Right,5595976527,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931913,62,1,1,8,13,c9xffml4i7ihblp1qhus9w3fu,1,16.3,100.0,2025-03-22T20:15:22.598Z,2025-03-22T20:15:26Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5595976949,107,,5595976953,140,27.4,5595976957,212,14.1,5595976951,56,Back,5595976955,141,89.4,5595976959,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931927,63,1,1,8,15,c9xffml4i7ihblp1qhus9w3fu,1,27.4,89.4,2025-03-22T20:15:24.582Z,2025-03-22T20:15:28Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5595977031,141,88.6,5595977027,56,Back,5595977023,3,,5595977029,140,33.2,5595977025,168,,5595977035,213,6.19,5595977033,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931929,64,1,1,8,17,c9xffml4i7ihblp1qhus9w3fu,0,33.2,88.4,2025-03-22T20:15:26.862Z,2025-03-22T20:15:28Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5595977047,213,4.46,5595977043,141,77.0,5595977039,56,Back,5595977045,212,8.0,5595977041,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790931989,113,1,1,8,22,b1rpb2ox52uxcmjrsnqd95pk5,1,70.5,54.8,2025-03-22T20:15:31.934Z,2025-03-25T09:33:50Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5595977341,141,74.2,5595977337,56,Center,5595977345,213,2.13,5595977343,212,15.5,5595977339,140,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932011,114,1,1,8,26,b1rpb2ox52uxcmjrsnqd95pk5,1,61.5,82.4,2025-03-22T20:15:35.286Z,2025-03-22T20:15:38Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5595977471,213,3.57,5595977467,141,72.7,5595977463,56,Back,5595977469,212,15.7,5595977465,140,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932031,115,1,1,8,28,b1rpb2ox52uxcmjrsnqd95pk5,1,47.7,72.1,2025-03-22T20:15:37.909Z,2025-03-22T20:15:42Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5595977609,140,57.5,5595977613,212,11.0,5595977607,56,Center,5595977615,213,0.36,5595977611,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932043,116,1,1,8,33,b1rpb2ox52uxcmjrsnqd95pk5,1,54.4,73.5,2025-03-22T20:15:42.029Z,2025-03-22T20:15:43Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5595977675,212,16.3,5595977669,56,Center,5595977673,141,49.6,5595977677,213,4.70,5595977671,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932071,117,1,1,8,34,b1rpb2ox52uxcmjrsnqd95pk5,1,54.5,49.1,2025-03-22T20:15:43.110Z,2025-03-22T20:15:48Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5595977813,140,35.3,5595977817,212,20.5,5595977811,56,Back,5595977815,141,44.0,5595977819,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932087,118,1,1,8,39,b1rpb2ox52uxcmjrsnqd95pk5,1,32.5,37.9,2025-03-22T20:15:48.502Z,2025-03-22T20:15:52Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5595977901,56,Back,5595977909,213,1.34,5595977905,141,71.2,5595977907,212,23.3,5595977903,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932107,119,1,1,8,43,b1rpb2ox52uxcmjrsnqd95pk5,0,40.0,80.1,2025-03-22T20:15:52.766Z,2025-03-22T21:03:46Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5595978043,140,56.8,5595978047,212,22.9,5595978041,56,Left,5595978045,141,100.0,5595978049,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790936417,228,43,1,8,45,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-03-22T20:15:54.172Z,2025-03-22T21:03:41Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5596003459,56,Left,5596048305,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932169,65,5,1,8,47,c9xffml4i7ihblp1qhus9w3fu,1,39.3,-1.5,2025-03-22T20:15:56.429Z,2025-03-22T20:59:20Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5595978353,56,Back,5595978355,347,,5595978383,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932113,120,5,1,8,47,b1rpb2ox52uxcmjrsnqd95pk5,0,60.7,101.5,2025-03-22T20:15:56.429Z,2025-03-22T20:59:21Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5595978391,233,65,5595978075,347,,5595978073,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932179,66,1,1,8,57,c9xffml4i7ihblp1qhus9w3fu,0,47.0,0.0,2025-03-22T20:16:06.358Z,2025-03-22T20:16:10Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5595978477,107,,5595978483,141,21.9,5595978487,213,0.63,5595978481,140,68.1,5595978479,56,Center,5595978485,212,27.4,5595978489,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932189,121,12,1,9,3,b1rpb2ox52uxcmjrsnqd95pk5,1,31.9,84.7,2025-03-22T20:16:12.493Z,2025-03-22T20:16:55Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5595978551,140,43.5,5595978549,56,Back,5595978555,212,16.8,5595978563,167,,5595978557,213,0.76,5595978553,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932263,67,5,1,9,4,c9xffml4i7ihblp1qhus9w3fu,1,57.0,-1.8,2025-03-22T20:16:13.079Z,2025-03-22T20:59:21Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5595978967,347,,5595978965,56,Right,5595978985,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932191,122,5,1,9,4,b1rpb2ox52uxcmjrsnqd95pk5,0,43.0,101.8,2025-03-22T20:16:13.079Z,2025-03-22T20:23:16Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5595978561,347,,5595978559,56,Back,5595978995,233,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932289,68,1,1,9,19,c9xffml4i7ihblp1qhus9w3fu,1,64.2,0.0,2025-03-22T20:16:28.622Z,2025-03-22T20:16:34Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5595979071,140,74.7,5595979069,56,Right,5595979075,212,14.8,5595979077,213,0.73,5595979067,107,,5595979073,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932291,69,61,1,9,23,c9xffml4i7ihblp1qhus9w3fu,1,74.9,12.5,2025-03-22T20:16:32.674Z,2025-03-22T20:16:34Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5595979081,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932295,70,61,1,9,24,c9xffml4i7ihblp1qhus9w3fu,0,74.9,12.5,2025-03-22T20:16:33.878Z,2025-03-22T20:16:35Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5595979097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932403,124,12,1,9,25,b1rpb2ox52uxcmjrsnqd95pk5,1,9.8,75.9,2025-03-22T20:16:34.389Z,2025-03-25T09:34:54Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5595979691,56,Back,5595979695,141,89.4,5595979699,213,0.42,5595979693,140,29.6,5595979697,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932309,71,43,1,9,27,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-22T20:16:36.279Z,2025-03-25T09:34:44Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5599734987,144,61,5595979163,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791608659,806,1,1,9,27,c9xffml4i7ihblp1qhus9w3fu,1,65.7,13.0,2025-03-22T20:16:36.326Z,2025-03-25T09:35:00Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5599735055,212,5.5,5599735051,140,65.1,5599735057,213,4.60,5599735049,56,Right,5599735053,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932341,72,1,1,9,28,c9xffml4i7ihblp1qhus9w3fu,1,65.7,2.7,2025-03-22T20:16:37.589Z,2025-03-25T09:35:06Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5595979331,212,22.6,5595979327,140,45.3,5595979333,213,2.82,5595979325,56,Back,5595979329,141,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932401,73,1,1,9,31,c9xffml4i7ihblp1qhus9w3fu,1,44.6,18.5,2025-03-22T20:16:40.518Z,2025-03-22T20:16:53Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5595979661,212,26.7,5595979657,140,24.5,5595979659,141,42.5,5595979655,56,Back,5595979663,213,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932423,74,1,1,9,43,c9xffml4i7ihblp1qhus9w3fu,1,29.7,40.9,2025-03-22T20:16:52.183Z,2025-03-22T20:16:59Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5595979843,212,53.2,5595979847,1,,5595979845,213,0.51,5595979839,140,73.8,5595979835,157,,5595979837,56,Left,5595979841,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932425,75,44,1,9,48,c9xffml4i7ihblp1qhus9w3fu,1,73.6,84.2,2025-03-22T20:16:57.934Z,2025-03-22T20:38:04Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5595979851,56,Left,5595979885,233,125,5595979853,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932417,125,44,1,9,48,b1rpb2ox52uxcmjrsnqd95pk5,0,26.4,15.8,2025-03-22T20:16:57.935Z,2025-03-22T20:38:04Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5595979893,233,75,5595979777,285,,5595979775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932429,76,61,1,9,49,c9xffml4i7ihblp1qhus9w3fu,0,73.8,79.4,2025-03-22T20:16:58.487Z,2025-03-22T20:17:00Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5595979867,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932433,126,3,1,9,50,b1rpb2ox52uxcmjrsnqd95pk5,0,32.7,14.6,2025-03-22T20:16:59.725Z,2025-03-25T09:35:24Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5595979929,285,,5599735199,465,,5595979897,56,Back,5595979931,233,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932435,77,7,1,9,50,c9xffml4i7ihblp1qhus9w3fu,0,67.3,85.4,2025-03-22T20:16:59.726Z,2025-03-25T09:35:30Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5599735219,385,,5595979903,286,,5595979923,233,126,5595979901,56,Left,5599735223,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932447,127,1,1,9,53,b1rpb2ox52uxcmjrsnqd95pk5,1,36.5,18.9,2025-03-22T20:17:02.525Z,2025-03-25T09:35:37Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5595979971,141,25.0,5595979967,56,Back,5595979973,212,8.3,5595979969,140,29.6,5595979975,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932471,128,1,1,9,55,b1rpb2ox52uxcmjrsnqd95pk5,1,29.6,25.0,2025-03-22T20:17:04.158Z,2025-03-22T20:21:13Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5595987045,3,,5595980115,213,0.69,5595980113,212,6.3,5595980107,56,Back,5595980111,141,30.9,5595980109,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932483,130,1,1,9,55,b1rpb2ox52uxcmjrsnqd95pk5,1,34.2,30.9,2025-03-22T20:17:04.452Z,2025-03-25T09:36:23Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5595980143,212,9.8,5595980139,140,30.1,5595980141,141,17.9,5595980137,56,Back,5595980145,213,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932489,131,1,1,9,56,b1rpb2ox52uxcmjrsnqd95pk5,0,30.1,17.9,2025-03-22T20:17:05.069Z,2025-03-25T09:36:24Z,a6nj3s6nhav0ybrnhla1m67mc,M. Polisi,,,5595980183,212,15.0,5595980177,56,Back,5595980185,213,0.33,5595980179,140,43.6,5595980181,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932493,79,1,1,9,56,c9xffml4i7ihblp1qhus9w3fu,0,62.8,71.7,2025-03-22T20:17:05.794Z,2025-03-25T10:24:14Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5595980195,56,Center,5595980199,140,63.7,5599758325,233,132,5595980207,212,1.4,5595980203,141,73.3,5599735663,236,,5595980209,213,0.86,5599735665,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932497,132,74,1,9,56,b1rpb2ox52uxcmjrsnqd95pk5,1,42.9,23.4,2025-03-22T20:17:05.795Z,2025-03-25T10:24:15Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5599735495,56,Back,5599735497,285,,5599758351,233,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932515,133,1,1,9,59,b1rpb2ox52uxcmjrsnqd95pk5,1,57.0,15.0,2025-03-22T20:17:08.805Z,2025-03-25T09:36:45Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5595980337,140,57.5,5595980341,212,3.4,5595980339,141,20.0,5595980335,56,Right,5595980343,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932519,134,1,1,10,3,b1rpb2ox52uxcmjrsnqd95pk5,0,57.5,20.0,2025-03-22T20:17:12.670Z,2025-03-22T20:23:07Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5595980369,212,33.7,5595980365,140,87.4,5595980367,141,37.9,5595980373,1,,5595980363,56,Center,5595980371,213,0.37,5595980361,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932535,80,52,1,10,6,c9xffml4i7ihblp1qhus9w3fu,1,15.4,56.4,2025-03-22T20:17:15.342Z,2025-03-25T09:36:56Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5599735695,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932553,81,1,1,10,6,c9xffml4i7ihblp1qhus9w3fu,1,11.0,51.8,2025-03-22T20:17:15.518Z,2025-03-22T20:17:19Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5595980517,123,,5595980521,140,26.8,5595980519,56,Back,5595980525,212,27.5,5595980523,141,19.5,5595980527,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932589,87,1,1,10,13,c9xffml4i7ihblp1qhus9w3fu,1,33.0,15.3,2025-03-22T20:17:22.054Z,2025-03-22T20:17:26Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5595980691,212,12.3,5595980689,141,28.0,5595980685,56,Back,5595980693,213,2.36,5595980687,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932625,88,1,1,10,15,c9xffml4i7ihblp1qhus9w3fu,1,24.7,28.0,2025-03-22T20:17:24.750Z,2025-03-22T20:17:36Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5595980897,140,19.5,5595980903,213,1.95,5595980901,212,14.6,5595980899,141,47.9,5595980895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932643,89,1,1,10,26,c9xffml4i7ihblp1qhus9w3fu,0,22.2,45.2,2025-03-22T20:17:35.303Z,2025-03-22T20:17:39Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5595981031,157,,5595981043,1,,5595981039,212,47.9,5595981035,140,65.2,5595981041,213,5.94,5595981037,141,21.5,5595981033,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932647,135,12,1,10,31,b1rpb2ox52uxcmjrsnqd95pk5,1,29.6,54.2,2025-03-22T20:17:40.070Z,2025-03-22T20:17:44Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,,5595981061,141,50.3,5595981079,15,,5595981057,56,Back,5595981065,213,6.16,5595981059,140,49.8,5595981063,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932671,90,1,1,10,32,c9xffml4i7ihblp1qhus9w3fu,0,53.6,48.3,2025-03-22T20:17:41.070Z,2025-03-25T09:37:15Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5595981197,3,,5595981205,212,13.5,5595981201,140,44.9,5595981199,56,Back,5595981203,141,63.0,5595981207,213,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932683,136,1,1,10,33,b1rpb2ox52uxcmjrsnqd95pk5,1,56.1,34.0,2025-03-22T20:17:42.205Z,2025-03-25T09:37:44Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,,5595981273,56,Back,5595981277,141,30.5,5595981275,140,48.0,5595981279,212,8.8,5595981281,213,3.41,5595981271,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791608813,940,61,1,10,33,b1rpb2ox52uxcmjrsnqd95pk5,0,45.6,26.5,2025-03-22T20:17:42.326Z,2025-03-25T09:37:41Z,7jizpx7yu2zxvcrnf9z4408vd,R. Williams,,,5599735899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932699,91,1,1,10,36,c9xffml4i7ihblp1qhus9w3fu,1,69.1,65.5,2025-03-22T20:17:45.606Z,2025-03-22T20:17:48Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5595981353,213,4.21,5595981347,140,67.2,5595981351,212,4.1,5595981345,56,Center,5595981349,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932705,92,43,1,10,38,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-03-22T20:17:47.054Z,2025-03-22T20:17:56Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5595981599,144,1,5595981363,56,Center,5595981367,141,63.9,5595981371,213,0.30,5595981365,140,74.9,5595981369,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932733,93,4,1,10,42,c9xffml4i7ihblp1qhus9w3fu,1,70.2,64.8,2025-03-22T20:17:51.294Z,2025-03-22T20:25:16Z,8t6b8q53ovws370a1b27s85jo,R. Torres,,,5595995109,233,137,5595981505,286,,5595981503,265,,5595981497,13,,5595981501,152,,5595981499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790932759,137,4,1,10,42,b1rpb2ox52uxcmjrsnqd95pk5,0,29.8,35.2,2025-03-22T20:17:51.295Z,2025-03-22T21:02:55Z,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,,,5595981633,285,,5595981625,13,,5595981629,152,,5595981631,265,,5595995133,233,93,5595981627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
