id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2821674369,175,3,1,17,37,bu5w8wprynlj9mvphvy8sd94f,0,67.0,32.4,2025-06-07T23:24:09.715Z,2025-06-08T01:20:37Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,5765712883,233,160,5765712785,286,,5765712783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674379,160,7,1,17,37,daicfonrbj124lu2la2rctxck,1,33.0,67.6,2025-06-07T23:24:09.716Z,2025-06-08T01:20:37Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765712837,285,,5765712865,233,175,5765712835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674391,161,1,1,17,41,daicfonrbj124lu2la2rctxck,1,31.6,58.7,2025-06-07T23:24:13.416Z,2025-06-07T23:24:15Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765712903,141,44.3,5765712905,212,10.3,5765712899,56,Back,5765712907,213,5.01,5765712901,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674429,163,2,1,17,43,daicfonrbj124lu2la2rctxck,1,34.5,44.3,2025-06-07T23:24:15.280Z,2025-06-08T00:06:47Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5765713125,7,449e2muutlpvx9lhv1t2tcsmh,5765713097,141,27.0,5765713129,56,Center,5765713095,140,81.6,5765713127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674419,176,55,1,17,43,bu5w8wprynlj9mvphvy8sd94f,1,26.6,59.0,2025-06-07T23:24:15.281Z,2025-06-08T01:20:31Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765729471,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674649,177,1,1,18,17,bu5w8wprynlj9mvphvy8sd94f,1,23.5,60.6,2025-06-07T23:24:49.275Z,2025-06-07T23:24:55Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,5765714271,140,29.1,5765714269,56,Back,5765714277,213,1.10,5765714275,212,13.1,5765714273,141,77.8,5765714267,241,,5765714265,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674673,178,1,1,18,23,bu5w8wprynlj9mvphvy8sd94f,1,37.8,80.2,2025-06-07T23:24:55.138Z,2025-06-07T23:24:58Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765714361,140,58.4,5765714367,213,0.30,5765714359,56,Left,5765714365,212,22.6,5765714363,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674677,179,4,1,18,26,bu5w8wprynlj9mvphvy8sd94f,1,60.4,92.6,2025-06-07T23:24:58.196Z,2025-06-08T01:20:08Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,5765714411,286,,5765714407,152,,5765714403,13,,5765714405,56,Left,5765714409,265,,5765714423,233,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674681,164,4,1,18,26,daicfonrbj124lu2la2rctxck,0,39.6,7.4,2025-06-07T23:24:58.197Z,2025-06-08T01:20:08Z,1diaoqi51gzx23j4d5f8xc8b8,A. Shapiro-Thompson,,5765714415,56,Back,5765714413,13,,5765714417,152,,5765714421,285,,5765714427,233,179,5765714419,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674909,180,1,1,19,1,bu5w8wprynlj9mvphvy8sd94f,1,57.7,90.9,2025-06-07T23:25:33.211Z,2025-06-07T23:25:36Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,5765715673,212,22.2,5765715675,213,3.15,5765715671,141,90.5,5765715669,140,36.6,5765715665,152,,5765715663,5,,5765715667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674921,181,1,1,19,3,bu5w8wprynlj9mvphvy8sd94f,1,36.6,90.5,2025-06-07T23:25:35.922Z,2025-06-07T23:25:39Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765715753,140,28.1,5765715755,141,59.7,5765715759,213,4.31,5765715751,56,Back,5765715757,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674923,182,61,1,19,7,bu5w8wprynlj9mvphvy8sd94f,1,27.5,57.9,2025-06-07T23:25:39.170Z,2025-06-07T23:25:39Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765715763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821674983,183,1,1,19,10,bu5w8wprynlj9mvphvy8sd94f,1,14.9,42.1,2025-06-07T23:25:42.555Z,2025-06-07T23:25:47Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,5765716047,140,25.9,5765716049,141,38.9,5765716057,213,6.10,5765716045,56,Back,5765716053,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675007,184,1,1,19,14,bu5w8wprynlj9mvphvy8sd94f,1,27.5,36.9,2025-06-07T23:25:47.058Z,2025-06-07T23:25:50Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765716223,141,24.4,5765716225,212,8.9,5765716219,56,Back,5765716221,140,25.1,5765716227,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675029,185,1,1,19,18,bu5w8wprynlj9mvphvy8sd94f,1,26.7,26.2,2025-06-07T23:25:50.626Z,2025-06-07T23:25:53Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,5765716367,213,2.48,5765716361,140,12.4,5765716365,212,19.0,5765716363,141,43.4,5765716359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675069,186,1,1,19,20,bu5w8wprynlj9mvphvy8sd94f,1,12.4,43.4,2025-06-07T23:25:52.827Z,2025-06-07T23:25:59Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,5765716599,213,1.09,5765716591,56,Back,5765716601,1,,5765716597,212,33.4,5765716593,140,27.2,5765716595,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675077,187,1,1,19,27,bu5w8wprynlj9mvphvy8sd94f,1,31.2,89.3,2025-06-07T23:25:59.610Z,2025-06-07T23:26:00Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765716623,141,73.6,5765716625,212,10.8,5765716619,56,Back,5765716621,140,30.0,5765716627,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675093,188,1,1,19,28,bu5w8wprynlj9mvphvy8sd94f,1,30.0,73.6,2025-06-07T23:26:00.681Z,2025-06-07T23:26:02Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765716729,141,93.9,5765716733,212,14.1,5765716735,213,1.35,5765716721,56,Back,5765716725,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675159,189,1,1,19,30,bu5w8wprynlj9mvphvy8sd94f,1,34.3,93.9,2025-06-07T23:26:02.178Z,2025-06-07T23:26:10Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765717041,213,4.15,5765717039,212,15.4,5765717033,56,Back,5765717035,140,26.5,5765717037,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675181,190,1,1,19,37,bu5w8wprynlj9mvphvy8sd94f,1,24.7,68.5,2025-06-07T23:26:10.097Z,2025-06-07T23:26:13Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765717171,141,34.9,5765717169,140,23.9,5765717173,212,22.9,5765717175,213,4.68,5765717167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675197,191,1,1,19,40,bu5w8wprynlj9mvphvy8sd94f,0,23.9,34.2,2025-06-07T23:26:12.883Z,2025-06-07T23:26:15Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,5765717261,212,26.2,5765717259,141,13.7,5765717265,213,5.72,5765717253,155,,5765717255,56,Back,5765717257,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675231,166,1,1,19,45,daicfonrbj124lu2la2rctxck,1,61.7,79.1,2025-06-07T23:26:17.578Z,2025-06-07T23:26:21Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5765717427,140,44.0,5765717425,56,Back,5765717429,141,66.3,5765717431,212,20.5,5765717433,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675243,167,1,1,19,49,daicfonrbj124lu2la2rctxck,1,44.0,66.3,2025-06-07T23:26:21.451Z,2025-06-07T23:26:25Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5765717487,212,14.9,5765717489,213,4.61,5765717481,56,Back,5765717485,141,44.5,5765717483,140,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675269,168,1,1,19,53,daicfonrbj124lu2la2rctxck,1,46.3,47.0,2025-06-07T23:26:25.159Z,2025-06-07T23:26:29Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5765717607,213,1.92,5765717601,140,41.6,5765717599,56,Back,5765717603,141,66.9,5765717605,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675313,169,1,1,19,56,daicfonrbj124lu2la2rctxck,1,41.6,66.9,2025-06-07T23:26:28.798Z,2025-06-07T23:26:33Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5765717809,141,89.7,5765717813,213,1.03,5765717805,56,Left,5765717807,140,50.5,5765717811,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675355,170,1,1,20,1,daicfonrbj124lu2la2rctxck,1,56.4,90.0,2025-06-07T23:26:33.478Z,2025-06-07T23:26:38Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5765718049,140,71.9,5765718047,56,Left,5765718051,141,96.6,5765718055,213,0.27,5765718053,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675361,171,1,1,20,6,daicfonrbj124lu2la2rctxck,0,84.4,93.3,2025-06-07T23:26:38.718Z,2025-06-07T23:26:40Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5765718079,140,92.6,5765718081,141,45.7,5765718075,155,,5765718073,2,,5765718087,1,,5765718077,56,Center,5765718083,212,33.5,5765718085,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675375,192,12,1,20,7,bu5w8wprynlj9mvphvy8sd94f,1,6.7,57.8,2025-06-07T23:26:39.955Z,2025-06-08T00:07:15Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,5765718143,140,0.0,5765718145,141,64.3,5765718155,167,,5765718147,212,10.0,5765718149,213,2.68,5765718141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675369,172,6,1,20,8,daicfonrbj124lu2la2rctxck,1,98.2,39.7,2025-06-07T23:26:40.950Z,2025-06-07T23:26:47Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5765718179,56,Center,5765718181,75,,5765718221,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675377,193,6,1,20,8,bu5w8wprynlj9mvphvy8sd94f,0,1.8,60.3,2025-06-07T23:26:40.950Z,2025-06-08T01:20:24Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,5765718171,56,Back,5765718173,73,,5765718245,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675641,173,1,1,20,48,daicfonrbj124lu2la2rctxck,0,99.5,0.5,2025-06-07T23:27:20.549Z,2025-06-07T23:27:24Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5765719809,212,38.5,5765719799,155,,5765719797,6,,5765719801,223,,5765719807,141,56.6,5765719811,213,1.70,5765719813,1,,5765719795,2,,5765719803,56,5765719805,140,,,,,,,,94.9,,Center,,,,,,,,,,,,,,,,,,,
2821675661,194,12,1,20,52,bu5w8wprynlj9mvphvy8sd94f,1,5.1,47.3,2025-06-07T23:27:24.810Z,2025-06-07T23:27:27Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,5765719915,56,Back,5765719931,213,6.28,5765719927,212,12.6,5765719935,15,,5765719923,141,47.2,5765719919,140,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675677,195,44,1,20,55,bu5w8wprynlj9mvphvy8sd94f,1,15.7,42.0,2025-06-07T23:27:27.731Z,2025-06-08T01:21:06Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765720021,233,174,5765719981,56,Back,5765719983,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675683,174,44,1,20,55,daicfonrbj124lu2la2rctxck,0,84.3,58.0,2025-06-07T23:27:27.732Z,2025-06-08T01:21:06Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,5765720007,56,Center,5765720041,233,195,5765720009,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675681,196,12,1,20,55,bu5w8wprynlj9mvphvy8sd94f,1,17.1,47.2,2025-06-07T23:27:28.003Z,2025-06-07T23:27:30Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765719997,56,Back,5765720001,141,28.9,5765719999,140,13.3,5765720015,15,,5765720003,212,13.1,5765720005,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675693,197,12,1,20,57,bu5w8wprynlj9mvphvy8sd94f,1,13.3,28.9,2025-06-07T23:27:29.723Z,2025-06-07T23:27:33Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,5765720071,140,32.5,5765720079,15,,5765720069,56,Back,5765720077,213,6.13,5765720075,212,20.4,5765720073,141,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675701,198,61,1,21,0,bu5w8wprynlj9mvphvy8sd94f,1,32.5,24.3,2025-06-07T23:27:33.037Z,2025-06-07T23:37:07Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765720137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675707,199,1,1,21,2,bu5w8wprynlj9mvphvy8sd94f,0,25.3,29.2,2025-06-07T23:27:34.395Z,2025-06-07T23:27:34Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765720165,56,Back,5765720163,157,,5765720167,140,29.6,5765720173,213,5.68,5765720175,1,,5765720171,212,5.5,5765720169,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675703,175,61,1,21,2,daicfonrbj124lu2la2rctxck,1,73.4,80.0,2025-06-07T23:27:34.453Z,2025-06-08T00:05:35Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765720139,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675753,201,1,1,21,5,bu5w8wprynlj9mvphvy8sd94f,1,32.5,5.8,2025-06-07T23:27:37.497Z,2025-06-07T23:27:41Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,5765720445,212,14.2,5765720443,141,20.7,5765720439,56,Back,5765720441,140,42.0,5765720447,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675787,202,1,1,21,9,bu5w8wprynlj9mvphvy8sd94f,1,49.9,17.0,2025-06-07T23:27:41.721Z,2025-06-07T23:27:46Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,5765720661,141,20.6,5765720663,212,14.0,5765720665,213,2.97,5765720659,140,36.8,5765720653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675809,203,1,1,21,13,bu5w8wprynlj9mvphvy8sd94f,1,38.4,21.6,2025-06-07T23:27:45.963Z,2025-06-07T23:27:47Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765720763,140,45.0,5765720765,141,64.0,5765720769,213,1.33,5765720761,56,Back,5765720767,212,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675817,204,1,1,21,15,bu5w8wprynlj9mvphvy8sd94f,1,45.0,64.0,2025-06-07T23:27:47.665Z,2025-06-07T23:37:25Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,5765720803,140,43.5,5765720805,141,79.1,5765720809,213,1.72,5765720801,56,Back,5765720807,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675863,205,1,1,21,19,bu5w8wprynlj9mvphvy8sd94f,1,44.6,70.0,2025-06-07T23:27:51.681Z,2025-06-07T23:27:58Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,5765721071,140,36.9,5765721069,56,Back,5765721077,213,4.52,5765721075,212,42.5,5765721073,141,8.6,5765721079,1,,5765721067,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675877,206,1,1,21,25,bu5w8wprynlj9mvphvy8sd94f,1,40.2,10.6,2025-06-07T23:27:57.834Z,2025-06-07T23:28:00Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,5765721193,56,Back,5765721195,140,43.4,5765721197,141,29.7,5765721201,213,1.32,5765721199,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675881,207,1,1,21,28,bu5w8wprynlj9mvphvy8sd94f,1,43.4,29.7,2025-06-07T23:28:00.417Z,2025-06-07T23:28:03Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765721219,140,29.3,5765721225,213,2.86,5765721223,212,15.4,5765721217,56,Back,5765721221,141,36.0,5765721229,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675905,208,1,1,21,31,bu5w8wprynlj9mvphvy8sd94f,1,29.7,36.0,2025-06-07T23:28:03.249Z,2025-06-07T23:28:06Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,5765721367,140,51.8,5765721365,56,Center,5765721369,141,28.8,5765721371,212,23.7,5765721373,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675915,209,1,1,21,34,bu5w8wprynlj9mvphvy8sd94f,1,48.2,43.7,2025-06-07T23:28:06.682Z,2025-06-07T23:28:08Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,5765721421,212,17.1,5765721419,141,66.1,5765721423,213,1.10,5765721415,56,Center,5765721417,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675939,210,1,1,21,35,bu5w8wprynlj9mvphvy8sd94f,1,56.0,66.1,2025-06-07T23:28:07.785Z,2025-06-07T23:28:11Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,5765721549,141,79.0,5765721553,213,2.53,5765721545,56,Back,5765721551,212,15.2,5765721547,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675945,211,1,1,21,39,bu5w8wprynlj9mvphvy8sd94f,1,44.2,79.0,2025-06-07T23:28:11.593Z,2025-06-07T23:28:13Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765721571,213,5.54,5765721567,141,66.7,5765721569,212,12.4,5765721563,56,Center,5765721565,140,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675959,212,1,1,21,40,bu5w8wprynlj9mvphvy8sd94f,1,53.3,66.7,2025-06-07T23:28:12.945Z,2025-06-07T23:28:14Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,5765721611,140,58.4,5765721617,213,1.23,5765721609,56,Left,5765721615,212,15.8,5765721613,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675977,213,1,1,21,42,bu5w8wprynlj9mvphvy8sd94f,1,58.4,88.6,2025-06-07T23:28:14.713Z,2025-06-07T23:28:16Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,5765721699,212,14.1,5765721701,213,3.17,5765721697,141,88.1,5765721695,140,45.0,5765721693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821675993,214,1,1,21,44,bu5w8wprynlj9mvphvy8sd94f,0,45.0,88.1,2025-06-07T23:28:16.297Z,2025-06-07T23:28:17Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765721757,141,85.9,5765721759,212,13.9,5765721753,56,Left,5765721755,140,58.2,5765721761,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676007,215,61,1,21,48,bu5w8wprynlj9mvphvy8sd94f,0,59.5,82.6,2025-06-07T23:28:20.666Z,2025-06-07T23:28:20Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,5765721867,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676015,176,1,1,21,49,daicfonrbj124lu2la2rctxck,0,24.6,28.5,2025-06-07T23:28:21.196Z,2025-06-07T23:28:21Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5765721887,141,28.9,5765721889,212,0.6,5765721891,213,0.48,5765721883,56,Back,5765721885,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676023,177,61,1,21,51,daicfonrbj124lu2la2rctxck,0,21.6,37.7,2025-06-07T23:28:23.252Z,2025-06-08T00:06:14Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5765721927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676039,216,15,1,21,53,bu5w8wprynlj9mvphvy8sd94f,1,72.1,49.0,2025-06-07T23:28:25.818Z,2025-06-07T23:28:55Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,5765722963,80,,5765722965,102,46.5,5765723003,233,178,5765722829,82,,5765722023,56,Center,5765722019,22,,5765722825,20,,5765722971,458,,5765722977,230,5765722969,215,5765722967,103,19,5765722979,231,5765722975,147,,49.3,99.0,5765722973,146,79.0,5765722021,18,,,,48.4,,,,,,,,,,
2821676047,178,10,1,21,53,daicfonrbj124lu2la2rctxck,1,21.0,51.6,2025-06-07T23:28:25.918Z,2025-06-07T23:28:55Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5765722071,94,,5765722073,56,Back,5765723041,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676081,217,1,1,21,58,bu5w8wprynlj9mvphvy8sd94f,1,72.3,33.7,2025-06-07T23:28:30.602Z,2025-06-07T23:28:33Z,cyignmjprj3whvban361mclm2,D. Mercado,,5765722237,141,47.8,5765722235,140,72.7,5765722233,56,Center,5765722239,212,9.6,5765722241,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676091,218,1,1,22,1,bu5w8wprynlj9mvphvy8sd94f,1,71.5,55.8,2025-06-07T23:28:33.432Z,2025-06-07T23:28:35Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,5765722313,212,17.1,5765722315,213,1.39,5765722307,56,Left,5765722311,141,80.5,5765722309,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676099,219,1,1,22,3,bu5w8wprynlj9mvphvy8sd94f,1,74.5,80.5,2025-06-07T23:28:35.144Z,2025-06-07T23:28:36Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,5765722359,212,9.7,5765722361,213,4.65,5765722357,141,66.3,5765722353,56,Center,5765722355,140,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676101,220,61,1,22,4,bu5w8wprynlj9mvphvy8sd94f,0,73.9,66.3,2025-06-07T23:28:36.482Z,2025-06-07T23:28:37Z,1xkff6cxd8zycnd3n3odmvai1,C. Vázquez,,5765722365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676113,179,1,1,22,6,daicfonrbj124lu2la2rctxck,0,25.5,41.7,2025-06-07T23:28:38.470Z,2025-06-08T00:06:41Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765722427,213,5.65,5765722421,140,38.6,5765722419,56,Back,5765722425,212,17.1,5765722423,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676121,221,8,1,22,8,bu5w8wprynlj9mvphvy8sd94f,1,64.0,71.7,2025-06-07T23:28:40.593Z,2025-06-07T23:28:40Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765722467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676139,181,45,1,22,9,daicfonrbj124lu2la2rctxck,0,29.7,43.3,2025-06-07T23:28:41.154Z,2025-06-08T01:20:49Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5765722537,285,,5765722571,233,222,5765722535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821676143,222,3,1,22,9,bu5w8wprynlj9mvphvy8sd94f,1,70.3,56.7,2025-06-07T23:28:41.154Z,2025-06-08T01:20:49Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,5765722565,233,181,5765722555,286,,5765722553,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
