id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2816231735,152,1,1,15,31,7neuneh44n9rtsfsh6r0sb9no,1,70.5,78.8,2025-05-18T02:26:00.942Z,2025-05-18T02:26:02Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5735363785,140,68.2,5735363787,141,75.1,5735363783,56,Center,5735363789,212,3.5,5735363791,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231751,153,1,1,15,33,7neuneh44n9rtsfsh6r0sb9no,1,68.0,75.1,2025-05-18T02:26:02.215Z,2025-05-18T02:26:05Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5735363937,212,27.9,5735363933,140,64.0,5735363929,56,Center,5735363939,213,4.56,5735363935,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231771,154,1,1,15,36,7neuneh44n9rtsfsh6r0sb9no,1,64.1,34.2,2025-05-18T02:26:05.527Z,2025-05-18T02:26:09Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5735364059,213,5.34,5735364055,141,26.1,5735364057,212,6.8,5735364053,140,67.9,5735364051,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231789,101,45,1,15,40,7c9knuwazz9k9449u5rnuuy5m,0,28.5,73.6,2025-05-18T02:26:09.736Z,2025-05-18T04:13:21Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5735364167,285,,5735364187,233,155,5735364165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231777,155,3,1,15,40,7neuneh44n9rtsfsh6r0sb9no,1,71.5,26.4,2025-05-18T02:26:09.736Z,2025-05-18T04:13:20Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5735364169,233,101,5735364095,286,,5735364093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231785,156,1,1,15,41,7neuneh44n9rtsfsh6r0sb9no,1,69.4,29.4,2025-05-18T02:26:10.783Z,2025-05-18T03:10:47Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5735364139,141,24.6,5735364143,213,5.99,5735364141,212,11.2,5735364135,56,Center,5735364137,140,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231805,157,1,1,15,43,7neuneh44n9rtsfsh6r0sb9no,1,84.5,29.4,2025-05-18T02:26:13.030Z,2025-05-18T02:26:14Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5735364257,140,72.9,5735364281,156,,5735364255,56,Right,5735364263,213,3.63,5735364261,212,13.8,5735364259,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231827,158,1,1,15,46,7neuneh44n9rtsfsh6r0sb9no,0,73.2,18.5,2025-05-18T02:26:15.687Z,2025-05-18T02:26:18Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5735364425,1,,5735364419,141,60.8,5735364423,213,0.94,5735364421,212,35.5,5735364413,155,,5735364411,2,,5735364417,140,93.0,5735364415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231841,102,44,1,15,48,7c9knuwazz9k9449u5rnuuy5m,1,5.1,35.6,2025-05-18T02:26:17.637Z,2025-05-18T03:04:40Z,2jxho5va9q638vkklji2n8cx6,S. Brewer,,,5735364505,233,159,5735364481,285,,5735364479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231833,159,44,1,15,48,7neuneh44n9rtsfsh6r0sb9no,0,94.9,64.4,2025-05-18T02:26:17.638Z,2025-05-18T03:04:41Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5735364429,56,Center,5735364431,286,,5735364527,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231853,103,12,1,15,49,7c9knuwazz9k9449u5rnuuy5m,1,1.9,29.7,2025-05-18T02:26:18.292Z,2025-05-18T02:26:36Z,2jxho5va9q638vkklji2n8cx6,S. Brewer,,,5735364587,15,,5735364583,213,0.48,5735364581,212,24.7,5735364575,56,Back,5735364577,140,22.8,5735364579,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231863,104,1,1,15,52,7c9knuwazz9k9449u5rnuuy5m,1,22.8,46.4,2025-05-18T02:26:21.476Z,2025-05-18T02:36:12Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5735364639,141,69.4,5735364635,56,Back,5735364641,212,15.7,5735364643,213,1.47,5735364637,140,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231943,106,1,1,15,57,7c9knuwazz9k9449u5rnuuy5m,1,26.8,66.9,2025-05-18T02:26:26.644Z,2025-05-18T02:26:29Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5735365063,212,37.5,5735365061,141,20.6,5735365059,140,46.2,5735365065,213,5.29,5735365057,56,Back,5735365069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231955,107,2,1,16,0,7c9knuwazz9k9449u5rnuuy5m,1,43.1,25.0,2025-05-18T02:26:29.716Z,2025-05-18T02:26:32Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5735365151,141,41.5,5735365191,7,f3ftrudyp33naykboqmua0jro,5735365193,56,Center,5735365149,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816231957,160,55,1,16,0,7neuneh44n9rtsfsh6r0sb9no,1,30.3,70.8,2025-05-18T02:26:29.717Z,2025-05-18T03:10:59Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5735453817,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232057,161,1,1,16,11,7neuneh44n9rtsfsh6r0sb9no,1,30.6,82.3,2025-05-18T02:26:40.974Z,2025-05-18T02:26:42Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5735365717,5,,5735365729,213,4.29,5735365719,241,,5735365721,56,Back,5735365723,140,22.7,5735365727,212,20.3,5735365725,141,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232155,162,1,1,16,13,7neuneh44n9rtsfsh6r0sb9no,1,25.7,55.2,2025-05-18T02:26:42.222Z,2025-05-18T02:26:53Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5735366311,141,30.0,5735366313,212,18.6,5735366303,56,Back,5735366307,140,32.5,5735366315,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232163,163,1,1,16,24,7neuneh44n9rtsfsh6r0sb9no,1,60.0,21.3,2025-05-18T02:26:53.238Z,2025-05-18T02:26:54Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5735366345,212,23.3,5735366339,56,Back,5735366351,189,,5735366343,141,34.3,5735366347,213,2.75,5735366341,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232185,164,1,1,16,25,7neuneh44n9rtsfsh6r0sb9no,1,33.6,38.0,2025-05-18T02:26:54.766Z,2025-05-18T02:26:56Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5735366437,140,39.9,5735366433,56,Back,5735366443,213,5.26,5735366441,212,12.8,5735366439,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232203,165,1,1,16,26,7neuneh44n9rtsfsh6r0sb9no,1,39.9,21.9,2025-05-18T02:26:56.039Z,2025-05-18T02:26:59Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5735366619,213,2.40,5735366615,141,34.2,5735366617,212,12.4,5735366613,140,31.2,5735366611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232225,166,1,1,16,30,7neuneh44n9rtsfsh6r0sb9no,1,31.2,34.2,2025-05-18T02:26:59.126Z,2025-05-18T02:27:02Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5735366725,140,36.8,5735366731,213,1.29,5735366727,141,64.5,5735366723,56,Back,5735366729,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232241,167,1,1,16,33,7neuneh44n9rtsfsh6r0sb9no,1,38.2,70.5,2025-05-18T02:27:02.598Z,2025-05-18T02:27:05Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5735366867,140,44.7,5735366873,213,0.98,5735366871,212,12.2,5735366869,141,85.4,5735366865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232269,168,1,1,16,36,7neuneh44n9rtsfsh6r0sb9no,1,45.0,86.6,2025-05-18T02:27:05.438Z,2025-05-18T02:27:08Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5735367033,141,74.8,5735367037,213,5.92,5735367031,140,65.0,5735367029,56,Center,5735367035,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232317,169,1,1,16,39,7neuneh44n9rtsfsh6r0sb9no,1,43.2,75.9,2025-05-18T02:27:08.574Z,2025-05-18T02:27:12Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5735367299,213,1.59,5735367293,141,82.4,5735367291,140,43.1,5735367289,56,Back,5735367295,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232329,170,1,1,16,40,7neuneh44n9rtsfsh6r0sb9no,1,36.9,82.0,2025-05-18T02:27:09.222Z,2025-05-18T03:13:19Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5735367365,56,Back,5735367373,213,5.05,5735367371,212,6.3,5735367369,141,73.2,5735367367,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232333,171,1,1,16,42,7neuneh44n9rtsfsh6r0sb9no,0,38.9,73.2,2025-05-18T02:27:11.782Z,2025-05-18T03:12:56Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5735367407,140,40.1,5735367405,56,Back,5735367413,213,1.22,5735367409,141,78.2,5735367411,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232337,108,8,1,16,43,7c9knuwazz9k9449u5rnuuy5m,1,53.8,28.8,2025-05-18T02:27:12.133Z,2025-05-18T03:12:35Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5735367425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232365,109,1,1,16,44,7c9knuwazz9k9449u5rnuuy5m,0,60.3,24.6,2025-05-18T02:27:13.781Z,2025-05-18T03:12:50Z,8hamv2lpjznz8mettx8dc5tsk,N. Pickering,,,5735456315,212,2.9,5735456767,233,172,5735456765,236,,5735367573,56,Center,5735456311,140,62.4,5735456317,213,0.71,5735456313,141,27.4,5735456771,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232361,172,74,1,16,44,7neuneh44n9rtsfsh6r0sb9no,1,32.4,67.3,2025-05-18T02:27:13.782Z,2025-05-18T03:12:49Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5735456739,285,,5735367549,56,Back,5735456797,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816247617,360,43,1,16,47,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-18T02:27:16.123Z,2025-05-18T03:12:20Z,8hamv2lpjznz8mettx8dc5tsk,N. Pickering,,,5735455967,144,1,5735455525,212,3.1,5735455523,141,24.3,5735455527,213,0.16,5735455521,140,65.3,5735455519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232421,173,1,1,16,49,7neuneh44n9rtsfsh6r0sb9no,1,33.5,69.1,2025-05-18T02:27:18.862Z,2025-05-18T02:27:21Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5735367919,213,4.73,5735367915,212,24.5,5735367913,141,33.1,5735367909,56,Back,5735367911,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232495,174,1,1,16,52,7neuneh44n9rtsfsh6r0sb9no,1,34.3,33.1,2025-05-18T02:27:21.470Z,2025-05-18T02:27:26Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5735368257,212,8.8,5735368251,56,Back,5735368253,140,41.3,5735368255,141,25.9,5735368259,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232499,175,43,1,16,57,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-05-18T02:27:26.519Z,2025-05-18T03:12:10Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5735368287,140,61.1,5735455705,144,1,5735368293,213,0.66,5735368291,212,9.4,5735368289,141,55.5,5735368285,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816247717,453,50,1,16,57,7neuneh44n9rtsfsh6r0sb9no,1,59.9,34.0,2025-05-18T02:27:26.524Z,2025-05-18T04:13:09Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5735456073,233,202,5735456053,286,,5735456051,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816236887,202,7,1,16,57,7c9knuwazz9k9449u5rnuuy5m,1,40.1,66.0,2025-05-18T02:27:26.525Z,2025-05-18T04:13:08Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5735456069,233,453,5735395231,56,Back,5735395233,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232525,110,1,1,16,58,7c9knuwazz9k9449u5rnuuy5m,1,35.3,48.1,2025-05-18T02:27:27.997Z,2025-05-18T02:27:30Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5735368459,56,Center,5735368465,212,20.3,5735368461,140,53.4,5735368467,213,0.36,5735368463,141,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232553,112,1,1,17,1,7c9knuwazz9k9449u5rnuuy5m,1,54.5,56.3,2025-05-18T02:27:30.581Z,2025-05-18T02:40:16Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5735368589,141,67.8,5735368593,213,2.56,5735368591,212,14.2,5735397021,156,,5735368585,56,Back,5735368587,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232563,113,61,1,17,3,7c9knuwazz9k9449u5rnuuy5m,1,46.7,66.1,2025-05-18T02:27:32.797Z,2025-05-18T02:27:33Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5735368633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232559,176,83,1,17,3,7neuneh44n9rtsfsh6r0sb9no,0,44.6,46.4,2025-05-18T02:27:33.022Z,2025-05-18T03:12:36Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5735369045,399,f3ftrudyp33naykboqmua0jro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232617,114,1,1,17,5,7c9knuwazz9k9449u5rnuuy5m,1,57.6,68.2,2025-05-18T02:27:34.372Z,2025-05-18T02:27:46Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,1.0,,5735368995,213,5.37,5735369373,154,,5735369371,210,15,5735368993,212,27.5,5735368989,141,36.1,5735368981,56,Center,5735368985,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232623,115,15,1,17,8,7c9knuwazz9k9449u5rnuuy5m,1,75.2,42.7,2025-05-18T02:27:38.109Z,2025-05-18T04:27:55Z,8hamv2lpjznz8mettx8dc5tsk,N. Pickering,,,5735369395,77,,5735369397,29,,5735369023,56,Center,5735369209,72,,5735369021,18,,5735369399,154,,5735369019,22,,5735369401,55,114,5735369415,233,177,5735369409,146,98.6,5735369411,147,5735369405,102,51.9,5735369407,103,31.0,,,,,,,,,,50,,,,,,,
2816232635,177,10,1,17,9,7neuneh44n9rtsfsh6r0sb9no,1,5.0,50.4,2025-05-18T02:27:38.209Z,2025-05-18T02:27:47Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5735369433,233,115,5735369097,56,Back,5735369093,178,,5735369091,173,,5735369095,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232731,179,80,1,17,22,7neuneh44n9rtsfsh6r0sb9no,0,10.8,48.7,2025-05-18T02:27:51.902Z,2025-05-18T02:27:53Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5735369813,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232757,180,1,1,17,25,7neuneh44n9rtsfsh6r0sb9no,1,10.9,48.7,2025-05-18T02:27:54.230Z,2025-05-18T02:27:55Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5735369889,141,28.8,5735369891,212,19.4,5735369893,213,5.51,5735369887,140,24.1,5735369911,189,,5735369885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232785,181,1,1,17,27,7neuneh44n9rtsfsh6r0sb9no,1,26.9,24.1,2025-05-18T02:27:56.438Z,2025-05-18T02:27:57Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5735370057,56,Back,5735370063,212,20.2,5735370061,141,53.3,5735370059,140,23.2,5735370065,213,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232821,182,1,1,17,28,7neuneh44n9rtsfsh6r0sb9no,1,23.2,53.3,2025-05-18T02:27:57.189Z,2025-05-18T02:28:02Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5735370267,213,0.88,5735370263,141,78.2,5735370261,140,36.4,5735370265,212,21.9,5735370259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232845,183,1,1,17,32,7neuneh44n9rtsfsh6r0sb9no,1,38.9,89.0,2025-05-18T02:28:01.822Z,2025-05-18T02:28:05Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5735370421,212,15.2,5735370411,56,Back,5735370417,141,73.8,5735370413,140,28.3,5735370425,213,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816232905,184,1,1,17,36,7neuneh44n9rtsfsh6r0sb9no,0,28.6,77.2,2025-05-18T02:28:05.310Z,2025-05-18T02:28:12Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5735370775,1,,5735370773,213,6.26,5735370769,141,75.7,5735370771,212,52.1,5735370767,140,78.2,5735370763,155,,5735370765,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233019,118,5,1,17,52,7c9knuwazz9k9449u5rnuuy5m,1,18.6,-1.6,2025-05-18T02:28:21.926Z,2025-05-18T03:04:46Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5735371487,56,Back,5735371489,347,,5735375609,233,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233141,185,5,1,17,52,7neuneh44n9rtsfsh6r0sb9no,0,81.4,101.6,2025-05-18T02:28:21.926Z,2025-05-18T03:04:47Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5735375625,233,118,5735372205,347,,5735372203,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233161,119,27,1,18,20,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-18T02:28:50.055Z,2025-05-18T02:28:55Z,,,,,5735372371,233,186,5735372337,53,e6gr1t1rp2x7waywgzlrj8yqx,5735372335,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233149,186,27,1,18,20,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-05-18T02:28:50.055Z,2025-05-18T02:28:54Z,,,,,5735372343,233,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233599,120,28,1,19,23,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-18T02:29:53.064Z,2025-05-18T02:29:56Z,,,,,5735374687,55,119,5735374805,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233615,187,28,1,19,23,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-05-18T02:29:53.064Z,2025-05-18T02:29:55Z,,,,,5735374763,55,186,5735374795,233,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233683,121,1,1,19,35,7c9knuwazz9k9449u5rnuuy5m,1,13.9,0.0,2025-05-18T02:30:05.079Z,2025-05-18T02:30:06Z,2jxho5va9q638vkklji2n8cx6,S. Brewer,,,5735375179,56,Back,5735375185,212,14.8,5735375177,107,,5735375183,141,19.8,5735375187,213,1.77,5735375181,140,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233703,122,1,1,19,37,7c9knuwazz9k9449u5rnuuy5m,1,10.4,21.3,2025-05-18T02:30:06.407Z,2025-05-18T02:30:08Z,a1v4h4gcsepnaknru3jjnwl5g,J. Singer,,,5735375299,213,6.23,5735375297,212,38.6,5735375291,56,Back,5735375289,157,,5735375301,1,,5735375293,140,47.1,5735375295,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233711,123,44,1,19,38,7c9knuwazz9k9449u5rnuuy5m,1,51.3,21.1,2025-05-18T02:30:07.684Z,2025-05-18T03:04:41Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5735375371,233,188,5735375345,56,Right,5735375385,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233695,188,44,1,19,38,7neuneh44n9rtsfsh6r0sb9no,0,48.7,78.9,2025-05-18T02:30:07.685Z,2025-05-18T03:04:41Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5735375249,56,Back,5735375379,233,123,5735447281,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233721,124,1,1,19,39,7c9knuwazz9k9449u5rnuuy5m,0,43.6,19.7,2025-05-18T02:30:08.263Z,2025-05-18T02:30:59Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5735375409,213,5.60,5735375407,212,23.0,5735375401,56,Right,5735375403,140,60.6,5735375399,3,,5735375405,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233723,125,5,1,19,40,7c9knuwazz9k9449u5rnuuy5m,0,63.8,-1.4,2025-05-18T02:30:09.925Z,2025-05-18T03:04:48Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5735375411,56,Right,5735375413,347,,5735375653,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233755,189,5,1,19,40,7neuneh44n9rtsfsh6r0sb9no,1,36.2,101.4,2025-05-18T02:30:09.925Z,2025-05-18T03:04:47Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5735375621,233,125,5735375583,347,,5735375581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233805,190,1,1,19,49,7neuneh44n9rtsfsh6r0sb9no,1,31.2,100.0,2025-05-18T02:30:19.117Z,2025-05-18T02:30:23Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5735375915,140,63.0,5735375911,107,,5735375917,141,87.2,5735375913,56,Left,5735375921,213,6.00,5735375923,1,,5735375919,212,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233833,191,1,1,19,53,7neuneh44n9rtsfsh6r0sb9no,1,62.2,88.4,2025-05-18T02:30:22.885Z,2025-05-18T02:30:26Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5735376105,212,5.9,5735376099,56,Left,5735376107,213,2.88,5735376101,140,56.8,5735376103,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233843,192,1,1,19,57,7neuneh44n9rtsfsh6r0sb9no,1,55.8,90.8,2025-05-18T02:30:26.453Z,2025-05-18T02:30:28Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5735376155,212,18.9,5735376149,56,Left,5735376153,141,81.2,5735376151,140,72.7,5735376157,213,5.93,5735376147,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233851,193,1,1,19,59,7neuneh44n9rtsfsh6r0sb9no,0,72.2,84.5,2025-05-18T02:30:28.573Z,2025-05-18T02:30:29Z,2p1887g4xd36ac2trpyf42wru,L. Jamieson,,,5735376209,56,Center,5735376217,213,4.94,5735376211,140,73.5,5735376213,141,75.7,5735376207,3,,5735376215,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233893,127,1,1,20,1,7c9knuwazz9k9449u5rnuuy5m,1,17.8,28.3,2025-05-18T02:30:30.343Z,2025-05-18T02:30:34Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5735376447,56,Back,5735376451,141,48.7,5735376453,212,19.0,5735376455,213,2.32,5735376449,140,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816233917,128,1,1,20,5,7c9knuwazz9k9449u5rnuuy5m,1,7.4,53.4,2025-05-18T02:30:34.591Z,2025-05-18T02:30:37Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5735376617,213,0.67,5735376613,141,94.7,5735376611,140,41.0,5735376607,155,,5735376615,212,45.1,5735376609,56,Back,5735376619,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
