id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/value
2788846381,218,44,1,23,39,8cpjplodpphtkbt0hq8sr8mqs,0,7.9,44.1,2025-03-15T23:30:37.102Z,2025-03-16T01:48:38Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5584519339,285,,5584519337,56,Back,5584519531,233,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788846409,221,13,1,23,39,bu5w8wprynlj9mvphvy8sd94f,1,95.4,50.4,2025-03-15T23:30:37.805Z,2025-03-16T01:29:53Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5584520395,102,36.8,5584520387,29,,5584520389,154,,5584520401,231,49.6,5584519457,56,Center,5584519455,16,,5584519763,15,,5584520391,55,219,5584520397,103,18.1,5584520385,75,,5584519767,328,5584520399,230,98.6,5584519761,25,,,,,,,,,,,,,,,,,,,
2788846545,219,5,1,23,41,8cpjplodpphtkbt0hq8sr8mqs,1,-1.4,67.5,2025-03-15T23:30:39.742Z,2025-03-16T02:24:50Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5584520193,56,Back,5584520195,346,,5584520247,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788846457,222,5,1,23,41,bu5w8wprynlj9mvphvy8sd94f,0,101.4,32.5,2025-03-15T23:30:39.742Z,2025-03-16T02:24:50Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5584519733,346,,5584520299,233,219,5584519731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788846569,220,1,1,23,56,8cpjplodpphtkbt0hq8sr8mqs,1,4.3,41.2,2025-03-15T23:30:54.591Z,2025-03-15T23:30:56Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5584520335,213,0.58,5584520325,140,52.6,5584520337,1,,5584520331,212,60.7,5584520323,56,Left,5584520321,124,,5584520341,74,,5584520327,141,90.2,5584520377,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788846643,221,50,1,24,6,8cpjplodpphtkbt0hq8sr8mqs,1,89.8,88.6,2025-03-15T23:31:04.718Z,2025-03-16T01:46:50Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5584520705,286,,5584520881,233,223,5584520703,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788846657,223,7,1,24,6,bu5w8wprynlj9mvphvy8sd94f,1,10.2,11.4,2025-03-15T23:31:04.719Z,2025-03-16T01:46:50Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5584520841,233,221,5584520783,285,,5584520781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788846685,225,1,1,24,9,bu5w8wprynlj9mvphvy8sd94f,1,10.8,12.5,2025-03-15T23:31:07.080Z,2025-03-15T23:31:10Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5584520941,213,6.12,5584520933,56,Back,5584520939,212,11.4,5584520937,141,9.8,5584520935,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788846701,226,1,1,24,12,bu5w8wprynlj9mvphvy8sd94f,1,23.1,9.1,2025-03-15T23:31:10.503Z,2025-03-15T23:31:12Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5584521017,56,Back,5584521025,213,1.55,5584521019,140,23.3,5584521021,141,24.3,5584521023,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788846997,227,1,1,24,14,bu5w8wprynlj9mvphvy8sd94f,1,25.7,24.6,2025-03-15T23:31:12.576Z,2025-03-15T23:31:50Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5584522701,212,11.9,5584522703,213,4.94,5584522695,56,Back,5584522699,141,7.6,5584522697,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847141,222,27,1,25,4,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-03-15T23:32:02.705Z,2025-03-15T23:32:09Z,,,,,5584523957,41,Injury,5584523959,53,d50x000h9o6i8kd8aihie4lx,5584523715,233,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847131,229,27,1,25,4,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-15T23:32:02.705Z,2025-03-15T23:32:05Z,,,,,5584523679,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847163,223,28,1,25,6,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-03-15T23:32:04.432Z,2025-03-15T23:32:07Z,,,,,5584523773,55,222,5584523807,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847145,230,28,1,25,6,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-15T23:32:04.432Z,2025-03-15T23:32:07Z,,,,,5584523791,233,223,5584523639,55,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847235,232,1,1,25,14,bu5w8wprynlj9mvphvy8sd94f,1,34.8,13.5,2025-03-15T23:32:12.984Z,2025-03-15T23:32:15Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5584524237,141,29.2,5584524235,140,30.3,5584524241,213,1.99,5584524233,56,Back,5584524239,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847271,233,1,1,25,17,bu5w8wprynlj9mvphvy8sd94f,1,30.3,29.2,2025-03-15T23:32:15.367Z,2025-03-15T23:32:20Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5584524501,56,Back,5584524507,212,9.1,5584524505,141,18.2,5584524509,213,5.31,5584524503,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847281,234,1,1,25,22,bu5w8wprynlj9mvphvy8sd94f,1,37.6,19.5,2025-03-15T23:32:20.201Z,2025-03-15T23:32:23Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5584524559,140,31.7,5584524565,213,1.93,5584524557,56,Back,5584524563,212,17.7,5584524561,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847305,235,1,1,25,24,bu5w8wprynlj9mvphvy8sd94f,1,32.6,46.7,2025-03-15T23:32:22.872Z,2025-03-15T23:32:26Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5584524711,141,88.7,5584524713,212,31.7,5584524709,140,45.6,5584524715,213,1.12,5584524707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847347,236,1,1,25,28,bu5w8wprynlj9mvphvy8sd94f,1,42.0,83.3,2025-03-15T23:32:26.640Z,2025-03-15T23:32:29Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584524919,213,4.13,5584524913,140,35.3,5584524911,56,Back,5584524917,212,12.8,5584524915,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847365,237,1,1,25,31,bu5w8wprynlj9mvphvy8sd94f,1,35.3,67.6,2025-03-15T23:32:29.769Z,2025-03-15T23:32:32Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5584525045,140,41.2,5584525051,213,1.10,5584525047,141,85.4,5584525043,56,Back,5584525049,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847403,238,1,1,25,34,bu5w8wprynlj9mvphvy8sd94f,1,34.3,88.6,2025-03-15T23:32:32.048Z,2025-03-15T23:32:35Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584525205,141,52.5,5584525207,212,33.1,5584525201,56,Back,5584525203,140,13.2,5584525209,213,3.98,5584525211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847417,239,1,1,25,37,bu5w8wprynlj9mvphvy8sd94f,1,13.1,51.9,2025-03-15T23:32:35.424Z,2025-03-15T23:32:37Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5584525279,56,Back,5584525287,213,5.18,5584525285,212,19.6,5584525281,140,21.6,5584525283,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847451,240,1,1,25,39,bu5w8wprynlj9mvphvy8sd94f,1,22.0,26.2,2025-03-15T23:32:37.281Z,2025-03-15T23:32:44Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5584525511,56,Back,5584525517,212,26.6,5584525519,213,1.73,5584525513,140,18.1,5584525515,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847473,241,1,1,25,46,bu5w8wprynlj9mvphvy8sd94f,1,27.0,59.0,2025-03-15T23:32:44.335Z,2025-03-15T23:32:47Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5584525665,141,34.3,5584525661,56,Back,5584525667,212,16.8,5584525669,213,4.74,5584525663,140,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847521,242,1,1,25,49,bu5w8wprynlj9mvphvy8sd94f,1,28.0,30.6,2025-03-15T23:32:47.695Z,2025-03-15T23:32:53Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5584525939,155,,5584525947,212,42.4,5584525941,56,Center,5584525943,140,68.1,5584525949,213,6.16,5584525945,141,23.0,5584525951,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847527,243,44,1,25,54,bu5w8wprynlj9mvphvy8sd94f,1,76.0,11.9,2025-03-15T23:32:52.984Z,2025-03-15T23:32:58Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5584525979,286,,5584525977,56,Right,5584526029,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847525,225,44,1,25,54,8cpjplodpphtkbt0hq8sr8mqs,0,24.0,88.1,2025-03-15T23:32:52.985Z,2025-03-15T23:32:59Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5584525973,285,,5584525971,56,Back,5584526065,233,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847535,244,1,1,25,55,bu5w8wprynlj9mvphvy8sd94f,0,68.1,23.0,2025-03-15T23:32:53.193Z,2025-03-15T23:32:53Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5584526025,212,4.5,5584526017,168,,5584526019,56,Center,5584526027,213,0.26,5584526015,3,,5584526021,140,72.2,5584526023,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847549,226,1,1,25,56,8cpjplodpphtkbt0hq8sr8mqs,0,16.4,74.7,2025-03-15T23:32:54.687Z,2025-03-15T23:32:55Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5584526117,212,31.2,5584526111,56,Back,5584526113,140,46.0,5584526119,213,6.18,5584526115,141,70.0,5584526121,1,,5584526109,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847587,245,1,1,25,57,bu5w8wprynlj9mvphvy8sd94f,1,64.8,31.9,2025-03-15T23:32:55.663Z,2025-03-15T23:32:58Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5584526295,140,61.7,5584526299,212,9.0,5584526293,56,Right,5584526291,3,,5584526301,213,4.34,5584526297,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847599,246,1,1,26,0,bu5w8wprynlj9mvphvy8sd94f,1,55.8,12.3,2025-03-15T23:32:58.440Z,2025-03-15T23:33:00Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5584526383,141,12.3,5584526381,140,68.1,5584526379,56,Right,5584526387,213,0.00,5584526385,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847601,247,1,1,26,2,bu5w8wprynlj9mvphvy8sd94f,1,68.1,12.3,2025-03-15T23:33:00.200Z,2025-03-15T23:33:00Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5584526393,56,Center,5584526401,213,2.30,5584526399,212,9.9,5584526397,141,23.1,5584526395,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847621,248,1,1,26,2,bu5w8wprynlj9mvphvy8sd94f,1,61.8,23.1,2025-03-15T23:33:00.736Z,2025-03-15T23:33:03Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5584526499,141,24.9,5584526501,212,9.5,5584526503,213,0.13,5584526497,140,70.8,5584526495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847625,227,45,1,26,4,8cpjplodpphtkbt0hq8sr8mqs,0,24.8,79.0,2025-03-15T23:33:02.888Z,2025-03-16T01:20:50Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5584526525,285,,5584526671,233,249,5584526523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847643,249,3,1,26,4,bu5w8wprynlj9mvphvy8sd94f,1,75.2,21.0,2025-03-15T23:33:02.888Z,2025-03-16T01:20:50Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5584526651,233,227,5584526607,286,,5584526605,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847659,250,1,1,26,7,bu5w8wprynlj9mvphvy8sd94f,1,78.5,15.8,2025-03-15T23:33:05.096Z,2025-03-15T23:33:06Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5584526697,141,12.0,5584526695,140,89.3,5584526699,212,11.6,5584526701,213,6.06,5584526693,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847679,251,1,1,26,8,bu5w8wprynlj9mvphvy8sd94f,0,89.3,12.0,2025-03-15T23:33:06.655Z,2025-03-15T23:33:10Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5584526819,56,Center,5584526817,155,,5584526825,212,25.5,5584526823,141,49.1,5584526821,140,92.7,5584526827,213,1.43,5584526815,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847831,228,12,1,26,14,8cpjplodpphtkbt0hq8sr8mqs,1,8.5,32.8,2025-03-15T23:33:12.591Z,2025-03-15T23:33:28Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5584527637,212,34.6,5584527635,141,37.9,5584527631,56,Back,5584527633,140,41.3,5584527639,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847741,252,1,1,26,14,bu5w8wprynlj9mvphvy8sd94f,1,65.3,64.6,2025-03-15T23:33:12.896Z,2025-03-15T23:33:17Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5584527133,213,5.00,5584527127,140,69.2,5584527125,56,Center,5584527129,141,44.0,5584527123,3,,5584527131,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847777,253,1,1,26,18,bu5w8wprynlj9mvphvy8sd94f,1,69.8,46.3,2025-03-15T23:33:16.927Z,2025-03-15T23:33:21Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5584527343,140,73.2,5584527349,213,1.46,5584527347,212,32.6,5584527341,56,Left,5584527351,1,,5584527345,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847799,254,1,1,26,23,bu5w8wprynlj9mvphvy8sd94f,1,73.2,93.9,2025-03-15T23:33:21.151Z,2025-03-15T23:33:24Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584527435,56,Left,5584527439,141,89.3,5584527441,212,5.6,5584527443,213,3.74,5584527437,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847835,255,1,1,26,26,bu5w8wprynlj9mvphvy8sd94f,0,69.4,85.0,2025-03-15T23:33:24.080Z,2025-03-15T23:33:44Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5584527647,56,Center,5584527649,140,90.9,5584527655,213,5.29,5584528321,2,,5584527645,155,,5584527653,212,41.1,5584527651,141,34.5,5584527657,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847849,229,44,1,26,30,8cpjplodpphtkbt0hq8sr8mqs,1,8.6,67.8,2025-03-15T23:33:28.061Z,2025-03-16T01:48:38Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5584527717,285,,5584527715,56,Back,5584527787,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847845,256,44,1,26,30,bu5w8wprynlj9mvphvy8sd94f,0,91.4,32.2,2025-03-15T23:33:28.062Z,2025-03-16T01:48:39Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5584527809,233,229,5584527697,56,Center,5584527699,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847853,230,12,1,26,30,8cpjplodpphtkbt0hq8sr8mqs,1,8.0,70.1,2025-03-15T23:33:28.777Z,2025-03-15T23:33:52Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5584528667,141,80.1,5584528665,140,24.4,5584527741,56,Back,5584528669,212,18.5,5584528671,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847917,231,1,1,26,33,8cpjplodpphtkbt0hq8sr8mqs,0,23.1,81.2,2025-03-15T23:33:31.334Z,2025-03-15T23:33:38Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5584528075,157,,5584528085,213,0.45,5584528083,212,32.2,5584528077,56,Left,5584528079,140,50.7,5584528087,1,,5584528081,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847873,257,43,1,26,33,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-15T23:33:31.595Z,2025-03-15T23:33:36Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5584527839,56,Right,5584527997,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847919,232,5,1,26,40,8cpjplodpphtkbt0hq8sr8mqs,0,46.3,101.8,2025-03-15T23:33:38.005Z,2025-03-16T02:24:51Z,d50x000h9o6i8kd8aihie4lx,M. Foster,,,5584528089,56,Back,5584528091,347,,5584528375,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788847957,258,5,1,26,40,bu5w8wprynlj9mvphvy8sd94f,1,53.7,-1.8,2025-03-15T23:33:38.005Z,2025-03-16T02:24:50Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5584528313,347,,5584528333,233,232,5584528311,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848213,259,1,1,27,20,bu5w8wprynlj9mvphvy8sd94f,0,62.8,0.0,2025-03-15T23:34:18.737Z,2025-03-15T23:34:21Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5584529857,212,17.3,5584529855,141,10.3,5584529849,107,,5584529851,56,Right,5584529853,140,77.6,5584529859,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848225,233,1,1,27,23,8cpjplodpphtkbt0hq8sr8mqs,0,30.8,90.5,2025-03-15T23:34:21.551Z,2025-03-15T23:34:23Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5584529945,1,,5584529935,56,Left,5584529997,189,,5584529939,141,81.7,5584529933,157,,5584529941,212,44.1,5584529943,213,6.15,5584529937,140,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848265,260,1,1,27,25,bu5w8wprynlj9mvphvy8sd94f,1,39.8,10.1,2025-03-15T23:34:23.593Z,2025-03-15T23:34:25Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5584530141,3,,5584530143,56,Right,5584530149,141,19.7,5584530145,140,51.5,5584530153,213,0.49,5584530151,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848281,261,1,1,27,27,bu5w8wprynlj9mvphvy8sd94f,0,51.5,19.7,2025-03-15T23:34:25.193Z,2025-03-15T23:34:26Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5584530239,213,0.29,5584530233,140,61.5,5584530231,56,Center,5584530229,3,,5584530235,141,24.3,5584530237,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848293,234,61,1,27,28,8cpjplodpphtkbt0hq8sr8mqs,0,42.3,67.3,2025-03-15T23:34:26.110Z,2025-03-15T23:34:31Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5584530291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848339,262,1,1,27,30,bu5w8wprynlj9mvphvy8sd94f,1,66.5,27.0,2025-03-15T23:34:28.448Z,2025-03-15T23:34:30Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5584530521,213,3.79,5584530515,140,59.0,5584530519,212,9.8,5584530513,56,Right,5584530517,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848355,263,1,1,27,32,bu5w8wprynlj9mvphvy8sd94f,1,59.0,18.3,2025-03-15T23:34:30.695Z,2025-03-15T23:34:32Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5584530601,212,22.6,5584530595,56,Center,5584530603,213,1.03,5584530597,140,70.1,5584530599,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848385,264,1,1,27,34,bu5w8wprynlj9mvphvy8sd94f,1,70.0,50.1,2025-03-15T23:34:32.120Z,2025-03-15T23:34:35Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5584530745,213,1.53,5584530737,56,Left,5584530743,212,25.4,5584530741,141,87.4,5584530739,140,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848427,265,1,1,27,37,bu5w8wprynlj9mvphvy8sd94f,0,72.7,87.2,2025-03-15T23:34:35Z,2025-03-15T23:34:38Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584530947,141,26.1,5584530939,2,,5584530941,155,,5584530943,56,Center,5584530949,212,50.8,5584530945,140,100.0,5584530953,1,,5584530951,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848633,235,5,1,27,40,8cpjplodpphtkbt0hq8sr8mqs,1,-1.0,74.8,2025-03-15T23:34:38.102Z,2025-03-15T23:35:09Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5584532069,346,,5584532107,233,266,5584532067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848547,266,5,1,27,40,bu5w8wprynlj9mvphvy8sd94f,0,101.0,25.2,2025-03-15T23:34:38.102Z,2025-03-16T02:24:51Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584531553,346,,5584531549,56,Center,5584532133,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848663,236,1,1,28,4,8cpjplodpphtkbt0hq8sr8mqs,0,4.7,41.3,2025-03-15T23:35:02.759Z,2025-03-15T23:35:07Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5584532293,1,,5584532285,140,64.2,5584532297,74,,5584532291,213,5.93,5584532311,189,,5584532283,56,Right,5584532289,212,66.6,5584532287,141,7.3,5584532281,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848705,268,61,1,28,5,bu5w8wprynlj9mvphvy8sd94f,1,24.0,97.7,2025-03-15T23:35:03.104Z,2025-03-16T01:30:09Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584532505,56,Back,5584962263,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848717,237,5,1,28,15,8cpjplodpphtkbt0hq8sr8mqs,1,71.5,-1.1,2025-03-15T23:35:13.208Z,2025-03-16T02:24:52Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5584532575,233,269,5584532559,56,Right,5584532561,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848719,269,5,1,28,15,bu5w8wprynlj9mvphvy8sd94f,0,28.5,101.1,2025-03-15T23:35:13.208Z,2025-03-16T01:30:00Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584532569,347,,5584532619,233,237,5584532567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848735,238,1,1,28,15,8cpjplodpphtkbt0hq8sr8mqs,1,65.5,0.0,2025-03-15T23:35:13.253Z,2025-03-15T23:35:15Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5584532649,140,77.6,5584532655,213,0.91,5584532647,56,Center,5584532651,141,22.1,5584532653,212,20.7,5584532645,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848761,239,1,1,28,17,8cpjplodpphtkbt0hq8sr8mqs,1,77.7,22.8,2025-03-15T23:35:15.277Z,2025-03-15T23:35:17Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5584532785,213,4.04,5584532783,212,14.5,5584532777,56,Right,5584532779,140,69.1,5584532781,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788848775,240,1,1,28,19,8cpjplodpphtkbt0hq8sr8mqs,1,66.8,3.2,2025-03-15T23:35:17.773Z,2025-03-15T23:35:20Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5584532867,141,3.4,5584532865,140,74.6,5584532869,212,8.2,5584532863,56,Right,5584532871,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
