id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2816937825,84,1,1,11,0,aj8ytsr2ap33tod0hd8ofzaw9,1,48.4,35.7,2025-05-18T23:17:33.116Z,2025-05-18T23:17:36Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5739164165,56,Back,5739164167,140,44.4,5739164173,213,1.82,5739164169,141,60.3,5739164171,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816937847,85,1,1,11,3,aj8ytsr2ap33tod0hd8ofzaw9,0,44.7,63.9,2025-05-18T23:17:36.301Z,2025-05-18T23:17:39Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5739164281,141,70.3,5739164287,1,,5739164277,56,Center,5739164275,155,,5739164285,213,0.07,5739164279,140,100.0,5739164283,212,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938115,86,5,1,11,6,aj8ytsr2ap33tod0hd8ofzaw9,0,101.1,71.1,2025-05-18T23:17:39.438Z,2025-05-19T01:16:58Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5739165959,346,,5739165957,56,Center,5739166027,233,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816937983,122,5,1,11,6,ck22dnk93ng8ax7wonlff7yms,1,-1.1,28.9,2025-05-18T23:17:39.438Z,2025-05-19T01:16:58Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5739165107,56,Back,5739165997,233,86,5739165109,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938159,123,1,1,11,36,ck22dnk93ng8ax7wonlff7yms,1,5.2,52.5,2025-05-18T23:18:09.528Z,2025-05-18T23:18:13Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5739166219,212,22.3,5739166213,56,Back,5739166215,140,9.5,5739166221,213,4.92,5739166225,237,,5739166211,124,,5739166217,141,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938193,124,1,1,11,40,ck22dnk93ng8ax7wonlff7yms,1,9.2,16.5,2025-05-18T23:18:13.690Z,2025-05-18T23:18:17Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739166379,141,36.9,5739166373,155,,5739166383,213,0.41,5739166381,212,35.0,5739166377,140,39.8,5739166375,56,Back,5739166385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938261,125,1,1,11,44,ck22dnk93ng8ax7wonlff7yms,1,41.5,46.9,2025-05-18T23:18:17.552Z,2025-05-18T23:18:23Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5739166755,56,Left,5739166765,1,,5739166761,212,53.2,5739166757,140,82.2,5739166763,213,0.64,5739166753,155,,5739166759,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938275,126,1,1,11,50,ck22dnk93ng8ax7wonlff7yms,0,93.8,89.1,2025-05-18T23:18:23.441Z,2025-05-18T23:22:26Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5739166855,212,1.7,5739166933,233,87,5739166849,56,Left,5739166857,213,4.65,5739166851,140,93.7,5739166845,2,,5739166931,236,,5739166937,286,,5739166853,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938255,87,12,1,11,50,aj8ytsr2ap33tod0hd8ofzaw9,1,3.7,10.1,2025-05-18T23:18:23.541Z,2025-05-18T23:18:27Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5739166741,185,,5739166743,56,Back,5739166955,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938271,88,5,1,11,51,aj8ytsr2ap33tod0hd8ofzaw9,0,8.4,-1.6,2025-05-18T23:18:24.581Z,2025-05-19T01:16:59Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5739168375,347,,5739168429,233,127,5739166993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938301,127,5,1,11,51,ck22dnk93ng8ax7wonlff7yms,1,91.6,101.6,2025-05-18T23:18:24.581Z,2025-05-19T01:16:58Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739168403,347,,5739168399,233,88,5739167061,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938661,128,1,1,12,27,ck22dnk93ng8ax7wonlff7yms,0,93.6,100.0,2025-05-18T23:18:59.945Z,2025-05-18T23:19:05Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739168875,140,92.5,5739168881,213,4.66,5739168877,141,66.4,5739168871,107,,5739168883,1,,5739168873,56,Center,5739168879,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816940719,106,44,1,12,30,aj8ytsr2ap33tod0hd8ofzaw9,1,5.4,37.4,2025-05-18T23:19:03.427Z,2025-05-18T23:23:02Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5739180665,233,129,5739180645,285,,5739180643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938667,129,44,1,12,30,ck22dnk93ng8ax7wonlff7yms,0,94.6,62.6,2025-05-18T23:19:03.428Z,2025-05-18T23:23:03Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5739180701,233,106,5739168905,286,,5739168903,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938729,89,12,1,12,30,aj8ytsr2ap33tod0hd8ofzaw9,1,9.5,52.1,2025-05-18T23:19:03.516Z,2025-05-19T00:03:20Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5739179729,15,,5739169185,140,20.2,5739169191,213,0.04,5739169183,56,Back,5739169187,141,52.8,5739169189,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938711,130,1,1,12,33,ck22dnk93ng8ax7wonlff7yms,1,78.5,64.5,2025-05-18T23:19:06.537Z,2025-05-18T23:19:09Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5739169103,140,65.8,5739169109,212,13.7,5739169113,213,2.91,5739169101,56,Center,5739169105,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938721,131,1,1,12,35,ck22dnk93ng8ax7wonlff7yms,0,65.8,69.1,2025-05-18T23:19:08.801Z,2025-05-18T23:23:11Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739169153,140,76.9,5739169159,213,5.18,5739169155,141,34.8,5739169157,212,26.1,5739169151,56,Center,5739169149,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938745,90,1,1,12,37,aj8ytsr2ap33tod0hd8ofzaw9,0,20.5,81.2,2025-05-18T23:19:09.973Z,2025-05-18T23:19:11Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5739169271,140,34.8,5739169277,213,0.72,5739169269,56,Back,5739169275,212,20.0,5739169273,141,100.0,5739169267,157,,5739169279,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938749,91,5,1,12,38,aj8ytsr2ap33tod0hd8ofzaw9,0,34.0,100.9,2025-05-18T23:19:11.460Z,2025-05-19T01:17:00Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5739169297,347,,5739182071,233,132,5739169295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938813,132,5,1,12,38,ck22dnk93ng8ax7wonlff7yms,1,66.0,-0.9,2025-05-18T23:19:11.460Z,2025-05-19T01:16:59Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739169647,56,Right,5739169649,347,,5739182045,233,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938815,133,1,1,12,41,ck22dnk93ng8ax7wonlff7yms,1,72.5,0.0,2025-05-18T23:19:14.824Z,2025-05-18T23:23:28Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739182365,56,Right,5739182373,213,2.45,5739182367,140,60.4,5739182371,212,16.6,5739182363,107,,5739182369,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938817,134,1,1,12,43,ck22dnk93ng8ax7wonlff7yms,1,60.0,10.1,2025-05-18T23:19:15.985Z,2025-05-18T23:27:19Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739182933,212,11.2,5739182927,56,Right,5739182935,213,6.09,5739182931,141,7.0,5739182929,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816942523,173,1,1,12,47,ck22dnk93ng8ax7wonlff7yms,1,76.8,13.7,2025-05-18T23:19:20.583Z,2025-05-18T23:26:26Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739191879,213,2.57,5739191873,140,63.5,5739191875,141,26.8,5739191871,56,Center,5739191877,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938853,135,1,1,12,52,ck22dnk93ng8ax7wonlff7yms,1,58.5,41.3,2025-05-18T23:19:25.121Z,2025-05-18T23:19:27Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5739169907,213,1.71,5739169895,56,Center,5739169903,212,18.4,5739169897,140,56.1,5739169899,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938913,136,1,1,12,54,ck22dnk93ng8ax7wonlff7yms,1,56.1,68.1,2025-05-18T23:19:27.570Z,2025-05-18T23:19:34Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5739170229,140,63.3,5739170231,141,93.8,5739170235,213,1.16,5739170233,212,19.0,5739170227,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938903,92,43,1,13,0,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-18T23:19:33.733Z,2025-05-18T23:22:07Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5739170191,56,Back,5739178075,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938921,137,1,1,13,1,ck22dnk93ng8ax7wonlff7yms,0,63.4,89.4,2025-05-18T23:19:34.409Z,2025-05-18T23:19:35Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739170249,140,72.7,5739170247,56,Left,5739170253,212,9.9,5739170251,141,91.5,5739170255,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938933,94,4,1,13,3,aj8ytsr2ap33tod0hd8ofzaw9,1,22.3,9.7,2025-05-18T23:19:36.524Z,2025-05-19T00:04:16Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5739170425,295,,5739170427,56,Back,5739170423,13,,5739170429,152,,5739296683,233,138,5739170431,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816938975,138,4,1,13,3,ck22dnk93ng8ax7wonlff7yms,0,77.7,90.3,2025-05-18T23:19:36.525Z,2025-05-19T00:06:19Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5739170599,13,,5739170607,286,,5739170601,56,Left,5739170603,152,,5739303123,295,,5739296715,233,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939043,95,1,1,13,16,aj8ytsr2ap33tod0hd8ofzaw9,1,23.0,20.6,2025-05-18T23:19:49.467Z,2025-05-18T23:19:51Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5739171029,152,,5739171037,212,12.9,5739171031,56,Back,5739171035,141,39.5,5739171027,5,,5739171039,213,1.68,5739171033,140,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939057,96,1,1,13,18,aj8ytsr2ap33tod0hd8ofzaw9,1,21.7,39.5,2025-05-18T23:19:51.420Z,2025-05-18T23:19:53Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5739171117,141,58.8,5739171125,213,1.44,5739171121,212,13.2,5739171115,140,23.3,5739171113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939083,97,1,1,13,20,aj8ytsr2ap33tod0hd8ofzaw9,1,23.3,71.8,2025-05-18T23:19:53.523Z,2025-05-18T23:19:55Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5739171279,56,Back,5739171283,141,95.6,5739171287,213,0.81,5739171281,140,38.0,5739171285,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939105,98,1,1,13,22,aj8ytsr2ap33tod0hd8ofzaw9,0,38.0,95.6,2025-05-18T23:19:55.420Z,2025-05-18T23:19:57Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5739171399,140,60.9,5739171405,213,6.13,5739171397,56,Left,5739171403,212,24.3,5739171401,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939139,139,12,1,13,27,ck22dnk93ng8ax7wonlff7yms,1,28.5,8.2,2025-05-18T23:20:00.505Z,2025-05-18T23:20:04Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739171593,140,30.3,5739171597,212,7.0,5739171591,56,Back,5739171599,213,4.99,5739171635,167,,5739171595,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939245,99,5,1,13,28,aj8ytsr2ap33tod0hd8ofzaw9,1,66.8,101.8,2025-05-18T23:20:01.630Z,2025-05-19T00:03:12Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5739172217,233,140,5739172203,347,,5739172201,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939143,140,5,1,13,28,ck22dnk93ng8ax7wonlff7yms,0,33.2,-1.8,2025-05-18T23:20:01.630Z,2025-05-19T01:17:00Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739171615,56,Back,5739172225,233,99,5739171617,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939253,100,1,1,13,38,aj8ytsr2ap33tod0hd8ofzaw9,0,57.9,100.0,2025-05-18T23:20:10.900Z,2025-05-18T23:20:12Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5739172259,213,5.24,5739172253,140,64.7,5739172249,107,,5739172251,56,Left,5739172257,212,14.3,5739172255,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939267,141,8,1,13,41,ck22dnk93ng8ax7wonlff7yms,1,20.6,12.2,2025-05-18T23:20:14.354Z,2025-05-18T23:20:14Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5739172313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939299,143,1,1,13,44,ck22dnk93ng8ax7wonlff7yms,1,23.7,9.4,2025-05-18T23:20:17.330Z,2025-05-18T23:20:18Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739172469,141,13.5,5739172471,212,5.6,5739172465,56,Back,5739172473,213,0.52,5739172467,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939307,144,1,1,13,45,ck22dnk93ng8ax7wonlff7yms,1,28.3,13.5,2025-05-18T23:20:18.610Z,2025-05-18T23:20:19Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5739172539,141,18.9,5739172543,213,2.30,5739172541,212,4.9,5739172537,140,25.2,5739172535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939327,145,1,1,13,46,ck22dnk93ng8ax7wonlff7yms,1,25.2,18.9,2025-05-18T23:20:19.546Z,2025-05-18T23:20:22Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739172655,56,Back,5739172657,140,32.7,5739172661,212,10.2,5739172663,213,5.60,5739172659,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939333,146,1,1,13,49,ck22dnk93ng8ax7wonlff7yms,1,32.7,9.4,2025-05-18T23:20:22.266Z,2025-05-18T23:20:23Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739172693,213,1.34,5739172691,212,16.4,5739172685,56,Back,5739172689,141,32.8,5739172687,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939349,147,1,1,13,50,ck22dnk93ng8ax7wonlff7yms,1,36.3,32.8,2025-05-18T23:20:23.354Z,2025-05-18T23:20:26Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739172781,56,Right,5739172787,212,27.1,5739172783,140,59.2,5739172789,213,5.80,5739172785,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939353,148,3,1,13,52,ck22dnk93ng8ax7wonlff7yms,0,63.8,13.2,2025-05-18T23:20:25.579Z,2025-05-18T23:20:33Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5739172811,286,,5739172809,56,Right,5739172911,233,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939361,101,7,1,13,52,aj8ytsr2ap33tod0hd8ofzaw9,1,36.2,86.8,2025-05-18T23:20:25.580Z,2025-05-18T23:20:31Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5739172841,285,,5739172837,167,,5739172869,233,148,5739172839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939405,102,5,1,13,53,aj8ytsr2ap33tod0hd8ofzaw9,0,35.1,101.0,2025-05-18T23:20:26.811Z,2025-05-19T01:17:01Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5739173137,56,Back,5739173139,347,,5739173541,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939475,149,5,1,13,53,ck22dnk93ng8ax7wonlff7yms,1,64.9,-1.0,2025-05-18T23:20:26.811Z,2025-05-19T01:17:00Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5739173537,233,102,5739173513,347,,5739173511,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939509,150,1,1,14,5,ck22dnk93ng8ax7wonlff7yms,1,56.4,0.0,2025-05-18T23:20:38.427Z,2025-05-18T23:20:41Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739173701,1,,5739173699,213,2.74,5739173693,140,30.3,5739173695,141,15.5,5739173689,107,,5739173697,212,29.8,5739173691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939571,151,1,1,14,8,ck22dnk93ng8ax7wonlff7yms,1,30.6,11.1,2025-05-18T23:20:41.250Z,2025-05-18T23:20:46Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739174039,213,1.57,5739174037,212,27.5,5739174033,140,30.5,5739174031,56,Back,5739174035,141,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939647,152,1,1,14,13,ck22dnk93ng8ax7wonlff7yms,1,31.6,50.0,2025-05-18T23:20:46.395Z,2025-05-18T23:20:53Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739174435,213,4.99,5739174431,141,30.9,5739174429,140,35.1,5739174433,212,13.5,5739174427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939671,153,1,1,14,20,ck22dnk93ng8ax7wonlff7yms,1,57.9,26.4,2025-05-18T23:20:53.043Z,2025-05-18T23:20:56Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5739174563,213,5.20,5739174559,141,4.9,5739174555,56,Right,5739174557,140,65.2,5739174561,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939737,154,1,1,14,23,ck22dnk93ng8ax7wonlff7yms,1,65.3,4.9,2025-05-18T23:20:56.506Z,2025-05-18T23:21:03Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739175019,140,90.0,5739175017,56,Right,5739175031,213,0.27,5739175023,141,15.5,5739175027,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939751,155,1,1,14,30,ck22dnk93ng8ax7wonlff7yms,0,90.7,12.6,2025-05-18T23:21:03.131Z,2025-05-18T23:34:50Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739175125,212,22.1,5739175117,155,,5739175115,2,,5739175127,213,1.08,5739175121,140,100.0,5739175119,56,Center,5739175123,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939985,103,5,1,14,31,aj8ytsr2ap33tod0hd8ofzaw9,1,-0.6,58.4,2025-05-18T23:21:04.068Z,2025-05-19T00:03:10Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5739176525,56,Back,5739176527,346,,5739176571,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816939775,156,5,1,14,31,ck22dnk93ng8ax7wonlff7yms,0,100.6,41.6,2025-05-18T23:21:04.068Z,2025-05-19T01:17:01Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739176593,233,103,5739175289,346,,5739175287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816940035,104,27,1,15,7,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-18T23:21:40.245Z,2025-05-18T23:21:46Z,,,,,5739177033,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816940081,157,27,1,15,7,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-05-18T23:21:40.245Z,2025-05-18T23:21:45Z,,,,,5739177007,233,104,5739176997,53,bvmqiuxeyjf68mz3jbm6i295h,5739176995,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816940039,105,28,1,15,8,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-18T23:21:40.876Z,2025-05-19T01:16:50Z,,,,,5739176773,55,104,5739442443,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816941153,158,28,1,15,8,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-05-18T23:21:40.876Z,2025-05-19T01:16:50Z,,,,,5739183103,55,157,5739442437,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816941335,107,1,1,17,27,aj8ytsr2ap33tod0hd8ofzaw9,1,4.2,49.7,2025-05-18T23:24:00.443Z,2025-05-18T23:24:06Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5739184077,56,Back,5739184087,1,,5739184081,141,53.0,5739184075,124,,5739184085,213,0.05,5739184079,140,47.5,5739184083,212,45.5,5739184091,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816941337,108,44,1,17,33,aj8ytsr2ap33tod0hd8ofzaw9,1,55.9,62.6,2025-05-18T23:24:06.068Z,2025-05-19T00:04:37Z,am6xykrxjymw2qpqli6upysq,A. Touré,,,5739184105,56,Center,5739184187,286,,5739184183,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816941333,159,44,1,17,33,ck22dnk93ng8ax7wonlff7yms,0,44.1,37.4,2025-05-18T23:24:06.069Z,2025-05-19T00:04:37Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739184067,285,,5739184189,233,108,5739184065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816941355,109,1,1,17,34,aj8ytsr2ap33tod0hd8ofzaw9,0,47.5,53.0,2025-05-18T23:24:06.859Z,2025-05-18T23:24:09Z,am6xykrxjymw2qpqli6upysq,A. Touré,,,5739184227,3,,5739184233,141,61.7,5739184235,212,7.3,5739184229,56,Center,5739184231,140,51.5,5739184237,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816941363,160,1,1,17,35,ck22dnk93ng8ax7wonlff7yms,0,28.5,18.2,2025-05-18T23:24:08.669Z,2025-05-18T23:38:21Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739184259,157,,5739184269,213,6.08,5739184271,1,,5739184263,140,70.3,5739184267,212,44.8,5739184261,56,Right,5739184265,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816941397,110,1,1,17,39,aj8ytsr2ap33tod0hd8ofzaw9,1,20.4,89.3,2025-05-18T23:24:11.875Z,2025-05-18T23:24:14Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5739184487,140,21.4,5739184489,141,66.0,5739184493,213,4.78,5739184491,212,15.9,5739184485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816941425,111,1,1,17,41,aj8ytsr2ap33tod0hd8ofzaw9,1,22.5,64.6,2025-05-18T23:24:14.363Z,2025-05-18T23:24:17Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5739184675,141,37.9,5739184677,212,18.2,5739184671,56,Back,5739184679,213,4.69,5739184673,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
