id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value
2796654951,104,1,1,12,12,kfq8fhwnmycbtad1u0fyefx0,0,92.3,83.3,2025-04-05T20:18:55.344Z,2025-04-05T20:18:56Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,5627373955,213,4.80,5627373951,141,72.7,5627373943,2,,5627373949,140,92.9,5627373945,155,,5627373947,56,Center,5627373953,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796655015,124,61,1,12,14,b1rpb2ox52uxcmjrsnqd95pk5,1,2.6,24.3,2025-04-05T20:18:57.066Z,2025-04-05T21:05:11Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,5627374225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796654991,105,6,1,12,14,kfq8fhwnmycbtad1u0fyefx0,1,98.8,73.4,2025-04-05T20:18:57.369Z,2025-04-05T21:08:56Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,5627374239,56,Center,5627374329,233,125,5627374241,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796655021,125,6,1,12,14,b1rpb2ox52uxcmjrsnqd95pk5,0,1.2,26.6,2025-04-05T20:18:57.369Z,2025-04-05T21:08:56Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,5627374353,233,105,5627374297,56,Back,5627374299,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656067,106,1,1,13,13,kfq8fhwnmycbtad1u0fyefx0,0,99.5,99.5,2025-04-05T20:19:56.103Z,2025-04-05T20:19:58Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,5627380055,6,,5627380065,56,Center,5627380073,213,4.62,5627380057,155,,5627380067,140,96.6,5627380061,223,,5627380075,1,,5627380071,212,33.6,5627380053,2,,5627380069,141,50.3,,,,,,,,,,,,,,,,,,,,
2796656175,126,4,1,13,19,b1rpb2ox52uxcmjrsnqd95pk5,1,4.8,54.0,2025-04-05T20:20:02.262Z,2025-04-05T23:24:36Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5627380809,56,Back,5627594757,295,,5627380861,233,107,5627380815,285,,5627380811,152,,5627380807,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656137,107,4,1,13,19,kfq8fhwnmycbtad1u0fyefx0,0,95.2,46.0,2025-04-05T20:20:02.263Z,2025-04-05T20:21:02Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5627380623,286,,5627386291,295,,5627380619,152,,5627380895,233,126,5627380615,13,,5627380617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656349,127,1,1,13,28,b1rpb2ox52uxcmjrsnqd95pk5,1,5.8,58.2,2025-04-05T20:20:11.162Z,2025-04-05T20:20:13Z,974nt2pay3nvbe8uyzx0qdhxw,C. Herrera,,5627381693,212,23.3,5627381685,152,,5627381687,56,Back,5627381691,141,89.7,5627381683,5,,5627381695,213,1.16,5627381689,140,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656441,128,1,1,13,30,b1rpb2ox52uxcmjrsnqd95pk5,1,24.2,88.1,2025-04-05T20:20:13.616Z,2025-04-05T20:20:18Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5627382203,56,Back,5627382209,212,9.7,5627382205,140,32.8,5627382207,141,93.3,5627382211,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656409,108,83,1,13,34,kfq8fhwnmycbtad1u0fyefx0,0,70.0,7.1,2025-04-05T20:20:16.863Z,2025-04-05T20:20:19Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5627382287,399,62d3tsany7t5t2bwm4cx9pbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656453,129,50,1,13,35,b1rpb2ox52uxcmjrsnqd95pk5,1,33.3,85.4,2025-04-05T20:20:18.593Z,2025-04-05T20:20:24Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5627382253,56,Back,5627382817,285,,5627382473,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656467,109,7,1,13,35,kfq8fhwnmycbtad1u0fyefx0,0,66.7,14.6,2025-04-05T20:20:18.594Z,2025-04-05T20:20:23Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5627382349,56,Right,5627382729,286,,5627382429,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656475,130,61,1,13,37,b1rpb2ox52uxcmjrsnqd95pk5,1,31.9,84.5,2025-04-05T20:20:20.003Z,2025-04-05T20:20:20Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5627382405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656549,111,1,1,13,38,kfq8fhwnmycbtad1u0fyefx0,1,62.6,8.9,2025-04-05T20:20:20.888Z,2025-04-05T20:20:24Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5627382887,56,Center,5627382889,140,65.9,5627382891,141,27.0,5627382897,213,1.30,5627382893,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656565,112,1,1,13,39,kfq8fhwnmycbtad1u0fyefx0,1,65.4,31.8,2025-04-05T20:20:21.912Z,2025-04-05T20:20:25Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,5627382973,141,33.6,5627382975,212,6.7,5627382969,56,Center,5627382977,213,2.96,5627382971,140,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656643,113,1,1,13,42,kfq8fhwnmycbtad1u0fyefx0,1,55.6,44.3,2025-04-05T20:20:25.192Z,2025-04-05T20:20:30Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5627383485,212,34.4,5627383489,1,,5627383483,141,94.4,5627383487,213,1.44,5627383477,56,Left,5627383481,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656627,131,83,1,13,47,b1rpb2ox52uxcmjrsnqd95pk5,0,39.6,15.5,2025-04-05T20:20:29.811Z,2025-04-05T20:20:33Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5627383727,399,bnhjfu5p8tysruk7aep5dr1ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656663,114,1,1,13,48,kfq8fhwnmycbtad1u0fyefx0,1,59.1,84.1,2025-04-05T20:20:30.783Z,2025-04-05T20:20:32Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,5627383627,213,3.21,5627383621,140,39.3,5627383623,141,82.0,5627383619,56,Back,5627383625,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656721,115,1,1,13,49,kfq8fhwnmycbtad1u0fyefx0,1,39.3,81.8,2025-04-05T20:20:32.320Z,2025-04-05T20:20:36Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5627383969,212,28.5,5627383963,56,Back,5627383971,213,4.20,5627383965,140,26.1,5627383967,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656747,116,1,1,13,53,kfq8fhwnmycbtad1u0fyefx0,1,26.9,44.9,2025-04-05T20:20:36.543Z,2025-04-05T20:20:38Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5627384103,56,Back,5627384109,212,22.2,5627384105,140,43.1,5627384107,141,23.9,5627384111,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656815,117,1,1,13,55,kfq8fhwnmycbtad1u0fyefx0,0,40.9,22.2,2025-04-05T20:20:38.535Z,2025-04-05T20:23:09Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5627384481,140,51.2,5627384487,213,0.23,5627384483,141,25.9,5627384479,56,Center,5627384485,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658953,165,8,1,13,57,b1rpb2ox52uxcmjrsnqd95pk5,1,38.6,68.3,2025-04-05T20:20:40.528Z,2025-04-05T22:25:45Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,5627396685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656843,118,43,1,13,59,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-05T20:20:42.767Z,2025-04-05T20:23:10Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5627397029,144,1,5627384651,213,3.44,5627384643,56,Back,5627384649,212,29.7,5627384647,141,12.9,5627384645,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656903,119,1,1,14,3,kfq8fhwnmycbtad1u0fyefx0,0,9.2,8.3,2025-04-05T20:20:46.455Z,2025-04-05T20:20:48Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5627384979,212,29.8,5627384983,1,,5627384973,56,Back,5627384981,213,0.14,5627384971,157,,5627384977,141,14.3,5627384975,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656999,121,61,1,14,4,kfq8fhwnmycbtad1u0fyefx0,0,36.9,9.7,2025-04-05T20:20:47.368Z,2025-04-05T22:37:10Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5627385415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656989,132,43,1,14,7,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-04-05T20:20:50.123Z,2025-04-05T22:25:43Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,5627385353,141,70.0,5627385347,3,0,5627895717,144,1,5627385359,213,5.66,5627385357,212,7.8,5627385351,140,66.8,5627385349,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657045,134,1,1,14,9,b1rpb2ox52uxcmjrsnqd95pk5,0,67.3,68.8,2025-04-05T20:20:51.858Z,2025-04-05T22:37:40Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,5627385665,140,64.1,5627385667,141,74.8,5627385671,213,2.26,5627385663,56,Center,5627385669,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796656955,120,8,1,14,10,kfq8fhwnmycbtad1u0fyefx0,1,36.9,9.7,2025-04-05T20:20:53.408Z,2025-04-05T22:37:47Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5627385169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657085,135,1,1,14,12,b1rpb2ox52uxcmjrsnqd95pk5,1,63.5,78.2,2025-04-05T20:20:55.341Z,2025-04-05T20:20:57Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,5627385855,212,10.3,5627385849,56,Left,5627385857,213,2.46,5627385851,140,55.9,5627385853,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657101,136,1,1,14,14,b1rpb2ox52uxcmjrsnqd95pk5,1,55.4,87.4,2025-04-05T20:20:57.610Z,2025-04-05T20:20:58Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5627385941,140,63.0,5627385947,212,9.3,5627385943,141,94.5,5627385939,56,Left,5627385949,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657145,137,1,1,14,15,b1rpb2ox52uxcmjrsnqd95pk5,1,63.0,94.5,2025-04-05T20:20:58.336Z,2025-04-05T20:21:01Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5627386173,141,92.1,5627386175,212,20.2,5627386169,56,Back,5627386177,213,3.22,5627386171,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657211,138,1,1,14,18,b1rpb2ox52uxcmjrsnqd95pk5,1,43.8,78.2,2025-04-05T20:21:00.993Z,2025-04-05T20:21:05Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5627386505,212,23.6,5627386499,56,Back,5627386507,213,4.30,5627386501,140,34.8,5627386503,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657305,139,1,1,14,22,b1rpb2ox52uxcmjrsnqd95pk5,1,47.2,28.2,2025-04-05T20:21:05.626Z,2025-04-05T20:21:10Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5627387065,140,59.6,5627387067,141,6.1,5627387071,213,5.43,5627387063,56,Right,5627387069,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657339,122,45,1,14,27,kfq8fhwnmycbtad1u0fyefx0,0,32.2,91.1,2025-04-05T20:21:10.429Z,2025-04-05T21:08:59Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,5627387201,285,,5627387199,56,Back,5627387415,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657365,140,3,1,14,27,b1rpb2ox52uxcmjrsnqd95pk5,1,67.8,8.9,2025-04-05T20:21:10.429Z,2025-04-05T21:08:59Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5627387387,233,122,5627387353,56,Right,5627387355,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657441,141,1,1,14,30,b1rpb2ox52uxcmjrsnqd95pk5,1,67.5,21.8,2025-04-05T20:21:13.361Z,2025-04-05T20:21:18Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5627387759,1,,5627387747,155,,5627387753,141,70.2,5627387755,212,35.1,5627387749,56,Center,5627387757,213,1.93,5627387751,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657481,142,1,1,14,35,b1rpb2ox52uxcmjrsnqd95pk5,1,62.7,79.6,2025-04-05T20:21:17.952Z,2025-04-05T20:21:20Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5627387979,56,Left,5627387983,141,94.7,5627387985,212,17.1,5627387987,213,0.64,5627387981,140,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657541,143,1,1,14,37,b1rpb2ox52uxcmjrsnqd95pk5,1,75.7,94.7,2025-04-05T20:21:19.872Z,2025-04-05T20:21:23Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5627388305,212,18.3,5627388301,140,91.3,5627388307,213,5.82,5627388303,141,82.7,5627388299,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657547,144,1,1,14,40,b1rpb2ox52uxcmjrsnqd95pk5,0,92.4,83.0,2025-04-05T20:21:22.905Z,2025-04-05T20:21:24Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,5627388465,236,,5627388331,141,74.5,5627388329,140,93.0,5627388327,56,Center,5627388335,213,4.82,5627388467,233,123,5627388323,2,,5627388325,155,,5627388471,286,,5627388333,212,5.8,,,,,,,,,,,,,,,,,,,,
2796657557,123,12,1,14,40,kfq8fhwnmycbtad1u0fyefx0,1,7.8,21.3,2025-04-05T20:21:23.005Z,2025-04-05T20:21:29Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5627388505,233,144,5627388411,56,Back,5627388409,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657589,124,5,1,14,41,kfq8fhwnmycbtad1u0fyefx0,0,13.0,-2.0,2025-04-05T20:21:24.149Z,2025-04-05T22:18:28Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5627388789,233,145,5627388629,56,Back,5627388631,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657603,145,5,1,14,41,b1rpb2ox52uxcmjrsnqd95pk5,1,87.0,102.0,2025-04-05T20:21:24.149Z,2025-04-05T20:21:28Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,5627388765,233,124,5627388711,347,,5627388709,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657767,146,1,1,14,49,b1rpb2ox52uxcmjrsnqd95pk5,1,87.4,100.0,2025-04-05T20:21:32.760Z,2025-04-05T20:21:35Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5627389513,141,86.3,5627389509,56,Left,5627389515,212,16.7,5627389507,107,,5627389511,140,75.1,5627389517,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657783,147,1,1,14,50,b1rpb2ox52uxcmjrsnqd95pk5,0,74.0,84.2,2025-04-05T20:21:33.448Z,2025-04-05T22:38:25Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,5627389617,213,0.63,5627389613,141,86.0,5627389611,140,75.6,5627389609,56,Left,5627389615,212,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657759,125,61,1,14,52,kfq8fhwnmycbtad1u0fyefx0,1,24.1,8.9,2025-04-05T20:21:35.345Z,2025-04-05T20:21:35Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5627389497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657795,126,5,1,14,53,kfq8fhwnmycbtad1u0fyefx0,0,23.4,-1.7,2025-04-05T20:21:36.263Z,2025-04-05T22:18:29Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5627389679,56,Back,5627390009,233,148,5627389681,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657841,148,5,1,14,53,b1rpb2ox52uxcmjrsnqd95pk5,1,76.6,101.7,2025-04-05T20:21:36.263Z,2025-04-05T22:18:29Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,5627389917,56,Left,5627389919,347,,5627389967,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657867,149,1,1,14,56,b1rpb2ox52uxcmjrsnqd95pk5,0,77.1,100.0,2025-04-05T20:21:39.032Z,2025-04-05T20:21:40Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,5627390065,107,,5627390083,213,5.42,5627390073,140,88.9,5627390069,56,Left,5627390081,212,19.1,5627390077,141,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657871,127,12,1,14,57,kfq8fhwnmycbtad1u0fyefx0,1,12.6,25.2,2025-04-05T20:21:40.288Z,2025-04-05T20:21:43Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5627390101,141,30.1,5627390099,140,30.8,5627390105,213,0.17,5627390145,15,,5627390097,56,Back,5627390103,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796657949,129,1,1,15,1,kfq8fhwnmycbtad1u0fyefx0,0,30.2,30.1,2025-04-05T20:21:44.431Z,2025-04-05T20:21:46Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5627390493,56,Back,5627390505,212,27.8,5627390499,141,70.2,5627390511,213,1.37,5627390495,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658035,151,1,1,15,7,b1rpb2ox52uxcmjrsnqd95pk5,0,65.2,7.7,2025-04-05T20:21:50.528Z,2025-04-05T20:21:52Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5627391039,56,Right,5627391041,140,73.2,5627391047,213,0.70,5627391043,141,18.2,5627391045,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658061,130,1,1,15,10,kfq8fhwnmycbtad1u0fyefx0,0,27.4,84.4,2025-04-05T20:21:52.776Z,2025-04-05T20:21:54Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,5627391221,212,43.3,5627391215,56,Center,5627391217,140,59.3,5627391225,1,,5627391223,213,5.60,5627391213,157,,5627391219,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658119,152,1,1,15,12,b1rpb2ox52uxcmjrsnqd95pk5,1,44.9,62.1,2025-04-05T20:21:54.913Z,2025-04-05T20:21:59Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,5627391557,212,17.1,5627391551,141,41.8,5627391561,213,4.08,5627391547,140,35.3,5627391545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658169,153,1,1,15,16,b1rpb2ox52uxcmjrsnqd95pk5,1,35.2,34.6,2025-04-05T20:21:59.352Z,2025-04-05T20:22:02Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,5627391819,213,5.13,5627391817,212,15.4,5627391809,56,Back,5627391813,140,41.1,5627391815,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658237,154,1,1,15,19,b1rpb2ox52uxcmjrsnqd95pk5,1,41.2,11.6,2025-04-05T20:22:02.185Z,2025-04-05T20:22:06Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5627392155,140,59.9,5627392161,213,5.99,5627392157,141,2.9,5627392159,212,20.5,5627392153,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658243,155,4,1,15,23,b1rpb2ox52uxcmjrsnqd95pk5,1,56.0,5.4,2025-04-05T20:22:05.888Z,2025-04-05T21:08:51Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5627392385,233,131,5627392225,56,Right,5627392223,13,,5627392227,152,,5627392229,265,,5627392231,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658255,131,4,1,15,23,kfq8fhwnmycbtad1u0fyefx0,0,44.0,94.6,2025-04-05T20:22:05.889Z,2025-04-05T21:08:51Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,5627392333,152,,5627392411,233,155,5627392323,13,,5627392341,285,,5627392329,56,Back,5627392337,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658573,156,1,1,15,42,b1rpb2ox52uxcmjrsnqd95pk5,1,56.2,12.0,2025-04-05T20:22:25.161Z,2025-04-05T20:22:26Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5627393947,140,63.7,5627393941,152,,5627393937,5,,5627393959,213,0.32,5627393945,56,Right,5627393951,141,15.9,5627393955,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658623,157,1,1,15,43,b1rpb2ox52uxcmjrsnqd95pk5,1,63.7,15.9,2025-04-05T20:22:26.335Z,2025-04-05T20:22:29Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,5627394243,212,11.3,5627394239,140,54.0,5627394237,56,Right,5627394241,141,8.8,5627394245,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658661,158,1,1,15,46,b1rpb2ox52uxcmjrsnqd95pk5,1,54.2,12.6,2025-04-05T20:22:29.735Z,2025-04-05T20:22:34Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5627394425,141,32.2,5627394429,213,2.43,5627394427,212,20.5,5627394421,56,Back,5627394423,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658691,159,1,1,15,51,b1rpb2ox52uxcmjrsnqd95pk5,1,39.4,32.2,2025-04-05T20:22:33.864Z,2025-04-05T20:22:36Z,28a0n53jofx4bk7vd74yqcb11,S. Carroll,,5627394599,140,53.8,5627394603,212,23.1,5627394597,56,Right,5627394605,213,5.43,5627394601,141,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658723,160,1,1,15,53,b1rpb2ox52uxcmjrsnqd95pk5,0,55.7,6.7,2025-04-05T20:22:36.183Z,2025-04-05T20:22:38Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,5627394797,212,20.7,5627394791,140,73.3,5627394793,141,20.4,5627394799,213,0.47,5627394789,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658749,132,1,1,15,56,kfq8fhwnmycbtad1u0fyefx0,0,38.2,81.1,2025-04-05T20:22:39.726Z,2025-04-05T20:22:40Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5627394945,141,91.1,5627394957,213,1.51,5627394951,212,6.8,5627394943,140,38.6,5627394941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658747,161,8,1,15,57,b1rpb2ox52uxcmjrsnqd95pk5,1,71.6,12.8,2025-04-05T20:22:40.135Z,2025-04-05T20:22:40Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5627394937,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658801,162,1,1,15,58,b1rpb2ox52uxcmjrsnqd95pk5,1,70.4,18.5,2025-04-05T20:22:40.951Z,2025-04-05T20:22:43Z,8d6e9axgsli468lnomdbcgu6t,D. Smith,,5627395185,140,87.9,5627395181,56,Right,5627395187,141,9.4,5627395191,213,5.96,5627395189,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658807,163,1,1,16,0,b1rpb2ox52uxcmjrsnqd95pk5,0,91.2,9.4,2025-04-05T20:22:43.144Z,2025-04-05T20:22:44Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5627395219,155,,5627395293,286,,5627395287,236,,5627395229,213,1.52,5627395223,140,91.3,5627395225,141,12.6,5627395217,2,,5627395289,233,133,5627395227,212,2.2,5627395221,56,Right,,,,,,,,,,,,,,,,,,,,
2796658813,133,12,1,16,0,kfq8fhwnmycbtad1u0fyefx0,1,7.9,83.3,2025-04-05T20:22:43.244Z,2025-04-05T20:22:44Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5627395267,56,Back,5627395265,185,,5627395309,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658837,134,6,1,16,3,kfq8fhwnmycbtad1u0fyefx0,0,2.4,88.2,2025-04-05T20:22:45.855Z,2025-04-05T21:08:57Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5627395699,233,164,5627395629,56,Back,5627395631,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796658841,164,6,1,16,3,b1rpb2ox52uxcmjrsnqd95pk5,1,97.6,11.8,2025-04-05T20:22:45.855Z,2025-04-05T21:08:56Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5627395507,75,,5627395675,233,134,5627395505,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
