id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2785803365,137,1,1,12,25,e3k8yw2rbmphyfu5htn4yi5jk,1,40.0,11.1,2025-03-09T00:49:16.522Z,2025-03-09T00:49:34Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,1.0,,5567836277,212,46.4,5567836271,56,Center,5567836269,155,,5567836279,213,0.15,5567836281,1,,5567836715,210,15,5567836275,141,21.2,5567836717,154,,5567836273,140,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803371,138,15,1,12,34,e3k8yw2rbmphyfu5htn4yi5jk,1,86.5,25.6,2025-03-09T00:49:25.240Z,2025-03-09T04:20:52Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5567836733,55,137,5567836309,56,Center,5567836307,63,,5567836743,147,49.5,5567836739,103,10.1,5567836741,146,99.1,5567836783,233,83,5567836305,22,,5567836737,102,52.3,5567836731,154,,5567836729,29,5568333435,133,,5567836727,76,,,5567836543,20,,,,,,,,,,,,,
2785803347,83,10,1,12,34,83cpn99fh7ulkwe8nezy8a3mx,1,2.2,52.7,2025-03-09T00:49:25.340Z,2025-03-09T00:50:14Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5567836797,233,138,5567836183,182,,5567836329,177,,5567836181,178,,5567836185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803425,85,1,1,12,40,83cpn99fh7ulkwe8nezy8a3mx,1,3.3,47.9,2025-03-09T00:49:31.423Z,2025-03-09T00:49:32Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5567836583,212,16.5,5567836575,123,,5567836585,213,1.17,5567836577,56,Back,5567836579,140,9.4,5567836581,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803447,86,1,1,12,41,83cpn99fh7ulkwe8nezy8a3mx,1,9.4,70.3,2025-03-09T00:49:32.789Z,2025-03-09T00:49:34Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5567836669,56,Back,5567836679,213,0.63,5567836673,141,82.9,5567836675,212,14.5,5567836671,140,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803465,87,1,1,12,43,83cpn99fh7ulkwe8nezy8a3mx,1,20.5,82.9,2025-03-09T00:49:33.957Z,2025-03-09T00:49:35Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5567836773,212,12.1,5567836769,140,26.4,5567836767,56,Back,5567836771,141,67.6,5567836775,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803491,88,1,1,12,44,83cpn99fh7ulkwe8nezy8a3mx,0,26.4,67.6,2025-03-09T00:49:34.925Z,2025-03-09T00:49:38Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5567836949,141,93.2,5567836951,212,19.9,5567836953,213,1.06,5567836945,56,Back,5567836947,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803567,140,1,1,12,48,e3k8yw2rbmphyfu5htn4yi5jk,1,54.3,7.1,2025-03-09T00:49:39.249Z,2025-03-09T00:49:44Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5567837329,140,58.0,5567837333,212,13.5,5567837335,213,1.28,5567837327,56,Center,5567837331,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803571,141,4,1,12,53,e3k8yw2rbmphyfu5htn4yi5jk,1,59.8,24.2,2025-03-09T00:49:44.034Z,2025-03-09T01:28:11Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5567837423,152,,5567839167,233,90,5567837421,56,Center,5567837425,265,,5567837427,286,,5567837419,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803647,90,4,1,12,53,83cpn99fh7ulkwe8nezy8a3mx,0,40.2,75.8,2025-03-09T00:49:44.035Z,2025-03-09T04:15:10Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5567839213,233,141,5567837807,285,,5568446057,55,91,5567837799,56,Back,5567837795,13,,5567837805,265,,5567837803,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803641,89,43,1,12,57,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-09T00:49:47.973Z,2025-03-09T00:49:53Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5567838075,144,7,5567837687,285,0,5567837685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785803767,91,17,1,13,4,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-09T00:49:55.477Z,2025-03-09T04:15:10Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5567838565,13,243,5568446027,55,90,5567838561,31,,5567838563,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804567,142,1,1,14,11,e3k8yw2rbmphyfu5htn4yi5jk,1,69.1,30.6,2025-03-09T00:51:02.042Z,2025-03-09T00:51:06Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5567842615,213,0.99,5567842607,140,85.0,5567842601,155,,5567842609,141,67.8,5567842611,212,30.3,5567842605,56,Center,5567842599,5,,5567842603,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804583,143,1,1,14,13,e3k8yw2rbmphyfu5htn4yi5jk,0,85.0,67.8,2025-03-09T00:51:04.377Z,2025-03-09T01:34:56Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567842707,140,89.6,5567842711,212,16.1,5567842713,213,5.02,5567842699,3,,5567842709,141,45.2,5567842703,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804561,92,12,1,14,14,83cpn99fh7ulkwe8nezy8a3mx,1,9.0,53.4,2025-03-09T00:51:05.260Z,2025-03-09T01:33:55Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5567842571,213,0.59,5567842565,140,17.7,5567842653,15,,5567842567,141,62.3,5567842569,212,11.0,5567842563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804627,93,43,1,14,17,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-03-09T00:51:08.829Z,2025-03-09T01:34:25Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5567842947,141,67.8,5567981779,144,12,5567842949,212,56.6,5567842951,213,0.06,5567842945,140,67.6,5567842943,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804815,94,4,1,14,36,83cpn99fh7ulkwe8nezy8a3mx,1,13.4,55.0,2025-03-09T00:51:27.152Z,2025-03-09T04:20:35Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5567844029,56,Back,5567844033,265,,5567844031,152,,5567844035,285,,5567844541,233,144,5567844027,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804877,144,4,1,14,36,e3k8yw2rbmphyfu5htn4yi5jk,0,86.6,45.0,2025-03-09T00:51:27.153Z,2025-03-09T01:30:36Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5567844359,152,,5567844363,286,,5567844685,233,94,5567844357,56,Center,5567844361,265,,5567844355,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805091,95,1,1,14,58,83cpn99fh7ulkwe8nezy8a3mx,0,14.2,59.9,2025-03-09T00:51:49.597Z,2025-03-09T00:51:56Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5567845491,213,0.11,5567845481,152,,5567845487,141,69.6,5567845479,157,,5567845477,5,,5567845489,212,58.9,5567845485,140,69.9,5567845493,1,,5567845483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805069,145,44,1,15,1,e3k8yw2rbmphyfu5htn4yi5jk,1,28.3,38.6,2025-03-09T00:51:52.161Z,2025-03-09T03:12:40Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567845367,285,,5567845365,56,Back,5567845555,233,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805095,96,44,1,15,1,83cpn99fh7ulkwe8nezy8a3mx,0,71.7,61.4,2025-03-09T00:51:52.162Z,2025-03-09T03:12:40Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5567845585,233,145,5567845503,286,,5567845501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805075,146,12,1,15,1,e3k8yw2rbmphyfu5htn4yi5jk,1,26.7,44.8,2025-03-09T00:51:52.425Z,2025-03-09T00:51:56Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567845389,140,40.0,5567845393,212,16.7,5567845401,15,,5567845387,56,Back,5567845391,141,58.2,5567845395,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805127,148,1,1,15,5,e3k8yw2rbmphyfu5htn4yi5jk,1,40.0,58.2,2025-03-09T00:51:56.409Z,2025-03-09T00:51:58Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5567845627,141,41.3,5567845629,212,15.7,5567845625,140,29.8,5567845631,213,3.96,5567845623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805131,149,1,1,15,6,e3k8yw2rbmphyfu5htn4yi5jk,1,29.8,41.3,2025-03-09T00:51:57.833Z,2025-03-09T00:51:59Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5567845659,56,Back,5567845665,212,13.4,5567845663,141,38.3,5567845667,213,3.29,5567845661,140,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805141,150,1,1,15,8,e3k8yw2rbmphyfu5htn4yi5jk,1,17.2,38.3,2025-03-09T00:51:59.041Z,2025-03-09T00:52:00Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567845709,141,50.4,5567845713,213,2.60,5567845707,140,4.2,5567845711,212,15.9,5567845705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805155,151,1,1,15,9,e3k8yw2rbmphyfu5htn4yi5jk,0,4.2,50.4,2025-03-09T00:52:00.393Z,2025-03-09T00:52:03Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5567845807,1,,5567845787,56,Center,5567845797,141,76.4,5567845801,212,53.5,5567845805,213,0.34,5567845783,157,,5567845793,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805223,97,1,1,15,13,83cpn99fh7ulkwe8nezy8a3mx,1,37.6,23.4,2025-03-09T00:52:04.141Z,2025-03-09T00:52:11Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5567846219,1,,5567846211,140,75.9,5567846217,213,6.06,5567846209,56,Right,5567846213,141,10.1,5567846215,212,41.2,5567846207,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805231,98,61,1,15,20,83cpn99fh7ulkwe8nezy8a3mx,1,75.9,10.1,2025-03-09T00:52:11.468Z,2025-03-09T00:52:11Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5567846231,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805233,152,1,1,15,20,e3k8yw2rbmphyfu5htn4yi5jk,0,14.2,94.4,2025-03-09T00:52:11.529Z,2025-03-09T00:52:12Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5567846245,212,10.6,5567846243,141,86.5,5567846247,213,5.75,5567846241,140,22.9,5567846239,56,Back,5567846249,1,,5567846237,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805259,99,1,1,15,22,83cpn99fh7ulkwe8nezy8a3mx,0,72.9,18.3,2025-03-09T00:52:13.716Z,2025-03-09T01:35:02Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5567846393,213,5.93,5567846389,141,13.7,5567846385,56,Right,5567846391,212,9.1,5567846387,140,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805261,153,1,1,15,23,e3k8yw2rbmphyfu5htn4yi5jk,1,17.9,71.4,2025-03-09T00:52:14.617Z,2025-03-09T00:52:16Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567846397,140,24.7,5567846399,141,91.1,5567846401,212,15.2,5567846403,213,1.08,5567846395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805295,155,1,1,15,25,e3k8yw2rbmphyfu5htn4yi5jk,1,24.8,90.9,2025-03-09T00:52:16.121Z,2025-03-09T00:52:19Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5567846595,141,75.4,5567846593,140,25.1,5567846597,212,10.5,5567846591,56,Back,5567846599,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805325,156,1,1,15,28,e3k8yw2rbmphyfu5htn4yi5jk,1,19.8,82.6,2025-03-09T00:52:19.585Z,2025-03-09T00:52:22Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5567846777,140,26.3,5567846781,212,9.5,5567846779,141,92.4,5567846775,56,Back,5567846783,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805397,157,1,1,15,31,e3k8yw2rbmphyfu5htn4yi5jk,1,16.4,86.8,2025-03-09T00:52:22.161Z,2025-03-09T00:52:28Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5567847137,141,74.7,5567847133,140,7.7,5567847141,213,3.87,5567847139,212,12.3,5567847129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805399,158,4,1,15,37,e3k8yw2rbmphyfu5htn4yi5jk,1,5.9,75.7,2025-03-09T00:52:28.093Z,2025-03-09T01:28:13Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567847219,265,,5567847213,13,,5567847895,233,100,5567847221,285,,5567847217,152,,5567847215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805461,100,4,1,15,37,83cpn99fh7ulkwe8nezy8a3mx,0,94.1,24.3,2025-03-09T00:52:28.094Z,2025-03-09T01:28:13Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5567847561,56,Center,5567847567,286,,5567847947,233,158,5567847563,152,,5567847565,265,,5567847559,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805635,159,1,1,15,53,e3k8yw2rbmphyfu5htn4yi5jk,1,6.3,71.5,2025-03-09T00:52:44.793Z,2025-03-09T00:52:47Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567848489,213,4.91,5567848477,5,,5567848479,152,,5567848487,212,27.3,5567848481,56,Back,5567848483,140,11.5,5567848485,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805661,160,1,1,15,56,e3k8yw2rbmphyfu5htn4yi5jk,1,11.5,32.2,2025-03-09T00:52:47.353Z,2025-03-09T00:52:50Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567848637,141,17.0,5567848639,212,24.1,5567848641,213,5.84,5567848635,140,32.2,5567848633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805669,161,43,1,15,59,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-03-09T00:52:49.985Z,2025-03-09T00:53:01Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5567849355,144,50,5567848665,56,Back,5567848667,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805723,162,4,1,16,1,e3k8yw2rbmphyfu5htn4yi5jk,1,39.4,18.2,2025-03-09T00:52:52.580Z,2025-03-09T00:53:00Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5567849073,265,,5567849119,286,,5567849069,56,Back,5567849115,233,101,5567849067,13,,5567849071,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805699,101,4,1,16,1,83cpn99fh7ulkwe8nezy8a3mx,0,60.6,81.8,2025-03-09T00:52:52.581Z,2025-03-09T00:53:01Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5567848863,13,,5567848865,56,Left,5567848869,265,,5567848871,285,,5567849147,233,162,5567848867,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805893,163,1,1,16,15,e3k8yw2rbmphyfu5htn4yi5jk,1,36.8,14.3,2025-03-09T00:53:06.689Z,2025-03-09T00:53:08Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5567849859,5,,5567849865,140,31.2,5567849863,56,Back,5567849871,213,1.99,5567849861,152,,5567849867,141,33.9,5567849869,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805951,164,1,1,16,17,e3k8yw2rbmphyfu5htn4yi5jk,1,31.2,33.9,2025-03-09T00:53:08.105Z,2025-03-09T00:53:14Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567850257,56,Back,5567850263,212,13.9,5567850261,141,54.3,5567850265,213,1.52,5567850259,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805957,165,4,1,16,23,e3k8yw2rbmphyfu5htn4yi5jk,1,38.0,55.0,2025-03-09T00:53:13.866Z,2025-03-09T01:28:13Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5567850351,233,103,5567850285,56,Back,5567850283,13,,5567850291,286,,5567850287,152,,5567850289,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805963,103,4,1,16,23,83cpn99fh7ulkwe8nezy8a3mx,0,62.0,45.0,2025-03-09T00:53:13.867Z,2025-03-09T01:35:19Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5567850331,152,,5567850405,233,165,5567850327,13,,5567850335,285,,5567850329,56,Center,5567850333,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785805987,166,1,1,16,24,e3k8yw2rbmphyfu5htn4yi5jk,1,34.6,47.8,2025-03-09T00:53:15.097Z,2025-03-09T00:53:18Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5567850455,141,38.0,5567850453,140,42.8,5567850449,152,,5567850451,56,Back,5567850457,212,10.9,5567850447,5,,5567850459,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806013,167,1,1,16,26,e3k8yw2rbmphyfu5htn4yi5jk,1,42.8,38.0,2025-03-09T00:53:17.201Z,2025-03-09T00:53:20Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5567850587,56,Back,5567850591,141,11.6,5567850589,140,40.8,5567850595,213,4.60,5567850593,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806033,168,1,1,16,29,e3k8yw2rbmphyfu5htn4yi5jk,1,40.0,12.2,2025-03-09T00:53:20.729Z,2025-03-09T00:53:23Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5567850665,213,1.07,5567850661,141,33.3,5567850659,140,47.4,5567850663,212,16.3,5567850657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806035,169,1,1,16,32,e3k8yw2rbmphyfu5htn4yi5jk,0,47.4,33.3,2025-03-09T00:53:23.033Z,2025-03-09T00:53:23Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5567850669,56,Back,5567850673,141,23.4,5567850671,140,45.6,5567850675,212,7.0,5567850677,213,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806095,104,1,1,16,35,83cpn99fh7ulkwe8nezy8a3mx,0,42.7,68.3,2025-03-09T00:53:26.073Z,2025-03-09T01:35:47Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5567984111,286,,5567984095,141,67.7,5567984105,236,,5567984091,140,43.9,5567984107,233,170,5567984097,212,1.3,5567984099,213,5.97,5567984089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806069,170,74,1,16,35,e3k8yw2rbmphyfu5htn4yi5jk,1,45.4,28.3,2025-03-09T00:53:26.074Z,2025-03-09T01:35:46Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5567984117,233,104,5567850857,56,Back,5567850859,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830017,304,1,1,16,37,83cpn99fh7ulkwe8nezy8a3mx,1,51.6,52.4,2025-03-09T00:53:27.839Z,2025-03-09T01:36:27Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5567985523,140,57.8,5567985525,141,46.6,5567985529,213,5.74,5567985521,56,Center,5567985527,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830025,305,61,1,16,38,83cpn99fh7ulkwe8nezy8a3mx,0,61.0,45.8,2025-03-09T00:53:28.839Z,2025-03-09T01:36:28Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5567985555,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806147,171,1,1,16,39,e3k8yw2rbmphyfu5htn4yi5jk,1,38.0,49.7,2025-03-09T00:53:30.377Z,2025-03-09T00:53:32Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5567851237,213,1.19,5567851231,140,42.1,5567851233,141,65.5,5567851229,56,Back,5567851235,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806161,173,1,1,16,41,e3k8yw2rbmphyfu5htn4yi5jk,1,42.1,65.5,2025-03-09T00:53:32.793Z,2025-03-09T00:53:34Z,5jigl7kp5d2i5ws1602jm7n1m,J. Klein,,,5567851321,141,46.9,5567851319,140,39.0,5567851317,56,Back,5567851325,213,4.46,5567851323,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806197,174,1,1,16,43,e3k8yw2rbmphyfu5htn4yi5jk,1,39.0,46.9,2025-03-09T00:53:34.097Z,2025-03-09T00:53:38Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5567851533,141,42.5,5567851529,56,Back,5567851535,212,10.3,5567851531,140,48.4,5567851537,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806209,175,1,1,16,47,e3k8yw2rbmphyfu5htn4yi5jk,0,55.3,42.1,2025-03-09T00:53:38.433Z,2025-03-09T00:53:39Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5567851621,213,0.71,5567851619,212,19.1,5567851613,56,Center,5567851615,140,69.1,5567851617,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806211,106,8,1,16,49,83cpn99fh7ulkwe8nezy8a3mx,1,32.3,50.0,2025-03-09T00:53:40.205Z,2025-03-09T00:53:40Z,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,5567851629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806283,176,1,1,16,55,e3k8yw2rbmphyfu5htn4yi5jk,1,41.4,12.8,2025-03-09T00:53:46.745Z,2025-03-09T00:53:49Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5567852017,141,22.2,5567852021,213,0.37,5567852019,212,17.6,5567852015,140,57.0,5567852013,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806333,177,1,1,16,58,e3k8yw2rbmphyfu5htn4yi5jk,1,46.6,28.0,2025-03-09T00:53:49.113Z,2025-03-09T00:53:53Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5567852249,141,58.7,5567852243,56,Back,5567852257,213,2.29,5567852253,212,27.7,5567852245,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806365,178,1,1,17,2,e3k8yw2rbmphyfu5htn4yi5jk,1,43.3,52.1,2025-03-09T00:53:53.641Z,2025-03-09T00:53:56Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5567852397,213,1.69,5567852391,140,40.4,5567852389,56,Back,5567852395,212,26.5,5567852393,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806397,179,1,1,17,5,e3k8yw2rbmphyfu5htn4yi5jk,1,40.4,88.4,2025-03-09T00:53:56.441Z,2025-03-09T00:53:59Z,98l6i78kwuwnt2sbcucssgjfu,G. Smith,,,5567852557,56,Back,5567852563,212,13.4,5567852561,141,68.7,5567852565,213,4.64,5567852559,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806405,180,1,1,17,8,e3k8yw2rbmphyfu5htn4yi5jk,1,39.3,69.0,2025-03-09T00:53:59.313Z,2025-03-09T00:54:01Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5567852603,213,5.18,5567852597,140,44.3,5567852599,141,53.6,5567852595,56,Back,5567852601,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806463,181,1,1,17,10,e3k8yw2rbmphyfu5htn4yi5jk,1,44.3,53.6,2025-03-09T00:54:00.922Z,2025-03-09T00:54:06Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5567852909,212,14.4,5567852903,56,Back,5567852905,140,48.8,5567852907,141,73.6,5567852911,213,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785806433,107,83,1,17,12,83cpn99fh7ulkwe8nezy8a3mx,0,47.8,24.3,2025-03-09T00:54:03.708Z,2025-03-09T00:54:12Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5567853137,399,ecjt2cd0xn1qyeyboapqwxbvu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
