id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2805391543,113,12,1,19,27,kfq8fhwnmycbtad1u0fyefx0,1,10.4,45.1,2025-04-24T01:25:52.282Z,2025-04-24T01:25:53Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5675528245,140,11.1,5675528243,56,Back,5675528257,15,,5675528251,213,1.46,5675528247,141,55.2,5675528249,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805421873,782,44,1,19,30,bk3zg8yaj5uoqhxzwons3bo8a,0,74.6,27.5,2025-04-24T01:25:54.727Z,2025-04-24T04:06:34Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675763843,233,114,5675763715,56,Center,5675763811,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391557,114,44,1,19,30,kfq8fhwnmycbtad1u0fyefx0,1,33.6,73.8,2025-04-24T01:25:54.826Z,2025-04-24T04:06:51Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5675528293,285,,5675763839,233,782,5675528289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391561,193,43,1,19,30,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-04-24T01:25:54.958Z,2025-04-24T03:35:08Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675528299,56,Center,5675528301,286,0,5675731333,144,44,5675528323,233,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805406435,425,43,1,19,31,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-04-24T01:25:55.627Z,2025-04-24T03:34:11Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675609617,15,0,5675609627,328,0,5675609933,230,98.9,5675609927,103,12.5,5675608867,22,0,5675609935,231,44.9,5675608091,56,Center,5675609929,146,93.6,5675609629,82,0,5675616729,233,5675609619,17,5675609915,80,0,115,0,5675609931,147,38.8,5675617561,458,0,5675730041,144,15,5675609925,102,46.4,,
2805391563,115,12,1,19,31,kfq8fhwnmycbtad1u0fyefx0,1,8.8,55.8,2025-04-24T01:25:55.727Z,2025-04-24T04:28:22Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5675528303,56,Back,5675731217,140,17.9,5675773461,15,,5675731219,141,79.5,5675731221,212,18.7,5675731223,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391585,194,1,1,19,34,bk3zg8yaj5uoqhxzwons3bo8a,1,82.3,12.1,2025-04-24T01:25:59.002Z,2025-04-24T02:06:02Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,1.0,5675528411,212,16.7,5675528413,213,2.04,5675528405,56,Center,5675528407,140,75.1,5675596631,210,15,5675528409,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391587,195,15,1,19,35,bk3zg8yaj5uoqhxzwons3bo8a,1,71.8,38.3,2025-04-24T01:25:59.627Z,2025-04-24T03:38:56Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675596651,55,194,5675596647,78,,5675596645,25,,5675596659,215,,5675596661,146,78.1,5675616835,233,116,5675596853,72,,5675596663,147,40.8,5675596665,230,99.3,5675535743,82,5675528423,18,5675596657,103,19,,,5675528425,56,Center,5675596667,231,49.6,5675596655,102,49.3,5675596649,29,,,
2805391583,116,10,1,19,35,kfq8fhwnmycbtad1u0fyefx0,1,21.9,59.2,2025-04-24T01:25:59.727Z,2025-04-24T04:08:53Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5675528401,56,Back,5675616819,233,195,5675598909,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391595,117,12,1,19,42,kfq8fhwnmycbtad1u0fyefx0,1,16.8,60.6,2025-04-24T01:26:06.827Z,2025-04-24T03:36:43Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675528473,212,16.0,5675528475,213,5.68,5675528471,141,47.2,5675528477,15,,5675528467,56,Back,5675528469,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805404631,422,61,1,19,50,bk3zg8yaj5uoqhxzwons3bo8a,0,33.5,50.4,2025-04-24T01:26:14.627Z,2025-04-24T02:08:46Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675598831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391621,118,43,1,19,50,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-24T01:26:14.628Z,2025-04-24T02:08:44Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5675599205,286,0,5675599181,233,422,5675528595,56,Center,5675603351,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391633,120,13,1,19,52,kfq8fhwnmycbtad1u0fyefx0,1,67.6,41.3,2025-04-24T01:26:17.079Z,2025-04-24T04:34:24Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5675528797,103,41.7,5675528791,87,,5675776019,18,,5675740335,23,,5675528803,230,98.4,5675528805,231,48.6,5675528645,56,Center,5675528801,458,,5675528745,20,,5675528799,215,5675528795,102,,,,,41.8,,,,,,,,,,,,,,
2805391655,121,5,1,19,54,kfq8fhwnmycbtad1u0fyefx0,0,101.4,42.8,2025-04-24T01:26:18.903Z,2025-04-24T03:38:14Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5675528723,346,,5675528721,56,Center,5675528759,233,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391645,196,5,1,19,54,bk3zg8yaj5uoqhxzwons3bo8a,1,-1.4,57.2,2025-04-24T01:26:18.903Z,2025-04-24T02:07:06Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675528685,56,Back,5675528751,233,121,5675528687,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391681,198,1,1,20,1,bk3zg8yaj5uoqhxzwons3bo8a,1,5.3,54.8,2025-04-24T01:26:26.608Z,2025-04-24T01:26:30Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,5675528849,212,24.9,5675528855,237,,5675528841,124,,5675528847,141,39.8,5675528851,213,5.86,5675528843,56,Back,5675528845,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391709,199,1,1,20,5,bk3zg8yaj5uoqhxzwons3bo8a,1,26.9,40.3,2025-04-24T01:26:30.377Z,2025-04-24T01:26:39Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675529021,213,1.24,5675529019,212,17.9,5675529017,141,65.2,5675529015,140,32.5,5675529013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391723,200,1,1,20,15,bk3zg8yaj5uoqhxzwons3bo8a,1,33.0,67.5,2025-04-24T01:26:39.742Z,2025-04-24T01:26:45Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675529061,141,69.4,5675529063,212,16.3,5675529065,213,0.08,5675529059,140,48.5,5675529057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391729,201,1,1,20,21,bk3zg8yaj5uoqhxzwons3bo8a,1,62.7,82.9,2025-04-24T01:26:45.776Z,2025-04-24T01:26:49Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5675529097,212,20.7,5675529091,56,Center,5675529099,213,5.30,5675529093,140,73.7,5675529095,141,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391743,202,1,1,20,24,bk3zg8yaj5uoqhxzwons3bo8a,1,73.5,57.6,2025-04-24T01:26:48.912Z,2025-04-24T01:26:56Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675529189,141,61.8,5675529185,56,Center,5675529193,213,0.16,5675529191,212,18.3,5675529187,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391747,203,43,1,20,31,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-04-24T01:26:55.896Z,2025-04-24T02:07:51Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675529203,56,Center,5675601525,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805405021,423,50,1,20,33,bk3zg8yaj5uoqhxzwons3bo8a,1,94.1,66.2,2025-04-24T01:26:57.627Z,2025-04-24T03:12:06Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675600833,233,122,5675600749,56,Center,5675600751,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391749,122,7,1,20,33,kfq8fhwnmycbtad1u0fyefx0,1,5.9,33.8,2025-04-24T01:26:57.628Z,2025-04-24T03:12:06Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675529213,167,,5675529217,285,,5675529215,56,Back,5675600761,233,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391755,123,5,1,20,34,kfq8fhwnmycbtad1u0fyefx0,0,11.6,-1.8,2025-04-24T01:26:58.656Z,2025-04-24T03:38:15Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675529231,347,,5675529255,233,204,5675529229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391751,204,5,1,20,34,bk3zg8yaj5uoqhxzwons3bo8a,1,88.4,101.8,2025-04-24T01:26:58.656Z,2025-04-24T03:38:15Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675529251,233,123,5675529221,347,,5675529219,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391761,205,1,1,20,34,bk3zg8yaj5uoqhxzwons3bo8a,1,90.1,100.0,2025-04-24T01:26:59.144Z,2025-04-24T01:27:02Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5675529275,212,21.9,5675529273,141,92.6,5675529267,107,,5675529277,213,3.43,5675529271,140,70.1,5675529269,56,Left,5675529279,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391767,206,1,1,20,37,bk3zg8yaj5uoqhxzwons3bo8a,1,70.3,92.3,2025-04-24T01:27:01.696Z,2025-04-24T01:27:04Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675529297,56,Center,5675529299,140,77.3,5675529301,141,72.7,5675529305,213,5.22,5675529303,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391769,207,50,1,20,39,bk3zg8yaj5uoqhxzwons3bo8a,1,71.7,68.8,2025-04-24T01:27:04.312Z,2025-04-24T03:12:07Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675529309,56,Center,5675529353,233,124,5675529311,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391773,124,7,1,20,39,kfq8fhwnmycbtad1u0fyefx0,1,28.3,31.2,2025-04-24T01:27:04.313Z,2025-04-24T03:12:06Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5675529327,285,,5675529325,56,Back,5675529347,233,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391779,126,1,1,20,41,kfq8fhwnmycbtad1u0fyefx0,1,37.5,34.0,2025-04-24T01:27:06.199Z,2025-04-24T01:27:08Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,5675529365,141,44.2,5675529367,212,17.2,5675529361,56,Back,5675529363,140,22.5,5675529369,213,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391787,127,1,1,20,42,kfq8fhwnmycbtad1u0fyefx0,1,22.5,44.2,2025-04-24T01:27:06.936Z,2025-04-24T01:27:11Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675529407,212,19.0,5675529401,56,Back,5675529403,140,32.7,5675529405,141,67.3,5675529409,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391819,128,3,1,20,46,kfq8fhwnmycbtad1u0fyefx0,1,35.2,75.4,2025-04-24T01:27:10.719Z,2025-04-24T03:12:17Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,5675529567,286,,5675529565,56,Back,5675529571,233,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391789,208,45,1,20,46,bk3zg8yaj5uoqhxzwons3bo8a,0,64.8,24.6,2025-04-24T01:27:10.719Z,2025-04-24T03:12:18Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675529575,233,128,5675529579,285,,5675529413,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391833,129,61,1,20,55,kfq8fhwnmycbtad1u0fyefx0,0,85.0,71.4,2025-04-24T01:27:20.560Z,2025-04-24T01:27:26Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,5675529619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391825,209,4,1,20,57,bk3zg8yaj5uoqhxzwons3bo8a,1,14.8,31.4,2025-04-24T01:27:21.843Z,2025-04-24T03:11:49Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,5675529637,285,,5675529631,56,Back,5675529633,152,,5675529635,265,,5675529669,233,130,5675529629,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391835,130,4,1,20,57,kfq8fhwnmycbtad1u0fyefx0,0,85.2,68.6,2025-04-24T01:27:21.844Z,2025-04-24T03:11:50Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,5675529673,233,209,5675529643,13,,5675529645,56,Center,5675529651,286,,5675529647,152,,5675529649,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391887,210,1,1,21,8,bk3zg8yaj5uoqhxzwons3bo8a,1,14.1,39.4,2025-04-24T01:27:32.955Z,2025-04-24T01:27:39Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,5675529903,56,Back,5675529911,213,4.94,5675529905,140,14.8,5675529899,5,,5675529909,212,3.2,5675529907,141,34.8,5675529901,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391901,211,1,1,21,14,bk3zg8yaj5uoqhxzwons3bo8a,1,19.0,35.2,2025-04-24T01:27:39.455Z,2025-04-24T01:27:44Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675529979,56,Back,5675529981,140,29.2,5675529987,213,6.21,5675529983,141,34.0,5675529985,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391907,212,1,1,21,19,bk3zg8yaj5uoqhxzwons3bo8a,1,34.5,31.2,2025-04-24T01:27:44.095Z,2025-04-24T01:27:45Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5675530009,56,Back,5675530017,213,4.21,5675530011,140,30.5,5675530013,141,20.0,5675530015,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391925,213,1,1,21,20,bk3zg8yaj5uoqhxzwons3bo8a,1,30.5,20.0,2025-04-24T01:27:45.144Z,2025-04-24T01:27:48Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,5675530091,141,38.8,5675530083,56,Back,5675530093,212,13.4,5675530095,213,1.88,5675530089,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391947,214,1,1,21,23,bk3zg8yaj5uoqhxzwons3bo8a,1,26.6,38.8,2025-04-24T01:27:48.189Z,2025-04-24T01:27:54Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5675530197,141,71.2,5675530201,213,1.51,5675530199,212,22.1,5675530193,56,Back,5675530195,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391961,215,1,1,21,29,bk3zg8yaj5uoqhxzwons3bo8a,1,31.3,75.0,2025-04-24T01:27:54.559Z,2025-04-24T01:27:57Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5675530247,212,30.8,5675530241,56,Left,5675530249,213,0.42,5675530243,140,58.0,5675530245,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391969,216,1,1,21,32,bk3zg8yaj5uoqhxzwons3bo8a,0,61.1,94.5,2025-04-24T01:27:57.352Z,2025-04-24T01:28:00Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675530327,141,77.9,5675530333,1,,5675530329,212,35.7,5675530331,213,5.96,5675530323,56,Center,5675530325,140,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391977,131,12,1,21,37,kfq8fhwnmycbtad1u0fyefx0,1,12.9,20.1,2025-04-24T01:28:02.289Z,2025-04-24T01:28:04Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675530399,167,,5675530373,56,Back,5675530375,140,14.5,5675530379,212,14.6,5675530377,141,0.0,5675530381,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805391981,132,5,1,21,38,kfq8fhwnmycbtad1u0fyefx0,0,14.6,-1.4,2025-04-24T01:28:02.951Z,2025-04-24T03:38:15Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675530387,56,Back,5675530529,233,217,5675530389,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392007,217,5,1,21,38,bk3zg8yaj5uoqhxzwons3bo8a,1,85.4,101.4,2025-04-24T01:28:02.951Z,2025-04-24T01:28:21Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675530519,347,,5675530521,233,132,5675530517,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392019,218,1,1,21,46,bk3zg8yaj5uoqhxzwons3bo8a,1,85.0,100.0,2025-04-24T01:28:11.260Z,2025-04-24T01:28:15Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675530579,140,79.9,5675530581,141,78.8,5675530577,56,Center,5675530575,107,,5675530585,213,4.38,5675530583,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392029,219,1,1,21,50,bk3zg8yaj5uoqhxzwons3bo8a,1,78.6,70.8,2025-04-24T01:28:14.847Z,2025-04-24T02:13:57Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,1.0,5675616343,154,,5675530651,141,70.9,5675616341,210,13,5675530655,213,0.01,5675530649,140,89.5,5675530653,212,11.4,5675530647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392031,220,13,1,21,52,bk3zg8yaj5uoqhxzwons3bo8a,1,88.3,69.9,2025-04-24T01:28:17.011Z,2025-04-24T03:40:36Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675616379,154,,5675531003,102,33.1,5675738059,160,,5675531005,103,19.4,5675530663,56,Center,5675531009,230,99.0,5675530661,64,,5675616377,29,,5675616381,55,219,5675531011,231,5675530959,20,5675531001,75,,50.4,,,,,,,,,,,,,,,
2805392041,133,5,1,21,54,kfq8fhwnmycbtad1u0fyefx0,1,-1.4,56.9,2025-04-24T01:28:19.168Z,2025-04-24T03:38:16Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675530729,233,221,5675530711,56,Back,5675530713,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392045,221,5,1,21,54,bk3zg8yaj5uoqhxzwons3bo8a,0,101.4,43.1,2025-04-24T01:28:19.168Z,2025-04-24T03:38:16Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,5675530741,233,133,5675530727,346,,5675530725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392097,134,1,1,22,13,kfq8fhwnmycbtad1u0fyefx0,1,4.5,58.4,2025-04-24T01:28:38.263Z,2025-04-24T01:28:41Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5675530965,56,Back,5675530973,213,4.73,5675530963,124,,5675530969,141,49.7,5675530971,212,5.9,5675530977,237,,5675530967,140,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392107,135,1,1,22,16,kfq8fhwnmycbtad1u0fyefx0,1,5.6,44.6,2025-04-24T01:28:41.239Z,2025-04-24T01:28:44Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5675531039,212,21.3,5675531037,141,17.3,5675531041,213,5.23,5675531035,140,15.6,5675531033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392115,136,1,1,22,19,kfq8fhwnmycbtad1u0fyefx0,1,25.4,15.8,2025-04-24T01:28:44.199Z,2025-04-24T01:28:48Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5675531095,213,0.56,5675531087,56,Back,5675531093,212,15.2,5675531089,140,37.6,5675531091,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392117,137,4,1,22,23,kfq8fhwnmycbtad1u0fyefx0,1,30.9,24.9,2025-04-24T01:28:48.506Z,2025-04-24T03:11:50Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,5675531117,56,Back,5675531119,152,,5675531219,285,,5675531121,265,,5675531215,233,223,5675531115,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392125,223,4,1,22,23,bk3zg8yaj5uoqhxzwons3bo8a,0,69.1,75.1,2025-04-24T01:28:48.507Z,2025-04-24T03:11:50Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675531199,265,,5675531233,233,137,5675531193,13,,5675531197,152,,5675531195,56,Center,5675531201,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392145,138,1,1,22,26,kfq8fhwnmycbtad1u0fyefx0,1,32.3,26.1,2025-04-24T01:28:50.710Z,2025-04-24T01:28:52Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,5675531283,140,38.5,5675531285,141,24.6,5675531279,152,,5675531289,213,6.13,5675531287,212,6.6,5675531281,56,Back,5675531277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392151,139,1,1,22,27,kfq8fhwnmycbtad1u0fyefx0,1,38.7,23.1,2025-04-24T01:28:51.735Z,2025-04-24T01:28:54Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,5675531315,56,Right,5675531317,140,59.0,5675531321,212,22.9,5675531323,213,5.91,5675531319,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392155,140,50,1,22,29,kfq8fhwnmycbtad1u0fyefx0,1,60.0,11.8,2025-04-24T01:28:54.391Z,2025-04-24T01:29:00Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5675531341,286,,5675531395,233,224,5675531337,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392159,224,7,1,22,29,bk3zg8yaj5uoqhxzwons3bo8a,1,40.0,88.2,2025-04-24T01:28:54.392Z,2025-04-24T01:28:59Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675531389,233,140,5675531379,167,,5675531381,56,Back,5675531383,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392187,141,5,1,22,30,kfq8fhwnmycbtad1u0fyefx0,1,57.5,-1.7,2025-04-24T01:28:55.533Z,2025-04-24T03:38:17Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5675531521,347,,5675531531,233,225,5675531519,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392167,225,5,1,22,30,bk3zg8yaj5uoqhxzwons3bo8a,0,42.5,101.7,2025-04-24T01:28:55.533Z,2025-04-24T03:38:17Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5675531427,347,,5675531425,56,Back,5675531535,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392191,142,1,1,22,44,kfq8fhwnmycbtad1u0fyefx0,1,56.9,0.0,2025-04-24T01:29:08.638Z,2025-04-24T01:29:10Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5675531553,141,31.3,5675531549,56,Center,5675531555,212,23.9,5675531547,107,,5675531557,213,1.19,5675531551,140,65.3,5675531559,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392203,143,1,1,22,45,kfq8fhwnmycbtad1u0fyefx0,1,65.3,31.3,2025-04-24T01:29:10.502Z,2025-04-24T01:29:24Z,6hdas9nshfgbjhj91y3ob8b11,M. Fehr,,5675531625,141,22.4,5675531623,140,59.2,5675531749,156,,5675531633,213,3.90,5675531621,56,Center,5675531629,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392207,144,1,1,22,51,kfq8fhwnmycbtad1u0fyefx0,0,56.6,15.0,2025-04-24T01:29:15.640Z,2025-04-24T01:29:17Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5675531669,236,,5675531653,213,0.30,5675531649,141,15.9,5675531647,140,58.5,5675531671,233,226,5675531651,212,2.1,5675531675,286,,5675531645,56,Right,5675531643,155,,,,,,,,,,,,,,,,,,,,,,,,
2805392201,226,74,1,22,51,bk3zg8yaj5uoqhxzwons3bo8a,1,43.2,83.8,2025-04-24T01:29:15.641Z,2025-04-24T01:30:14Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675531687,233,144,5675531613,285,,5675531611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392217,145,5,1,22,51,kfq8fhwnmycbtad1u0fyefx0,1,62.0,-1.6,2025-04-24T01:29:16.586Z,2025-04-24T03:38:17Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5675531719,347,,5675531729,233,227,5675531717,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805392211,227,5,1,22,51,bk3zg8yaj5uoqhxzwons3bo8a,0,38.0,101.6,2025-04-24T01:29:16.586Z,2025-04-24T03:38:18Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5675531737,233,145,5675531677,56,Back,5675531679,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
