id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2818597599,262,1,1,25,59,c9xffml4i7ihblp1qhus9w3fu,1,26.8,45.4,2025-05-24T23:32:41.882Z,2025-05-24T23:32:45Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5748479113,212,18.7,5748479111,141,72.0,5748479109,140,31.5,5748479107,56,Back,5748479115,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597617,263,1,1,26,3,c9xffml4i7ihblp1qhus9w3fu,1,31.8,73.0,2025-05-24T23:32:45.715Z,2025-05-24T23:32:48Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5748479201,212,29.1,5748479197,140,59.2,5748479203,213,0.15,5748479195,56,Left,5748479199,141,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597625,264,1,1,26,5,c9xffml4i7ihblp1qhus9w3fu,1,59.2,79.6,2025-05-24T23:32:47.907Z,2025-05-24T23:32:49Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5748479301,212,4.3,5748479303,213,1.89,5748479297,141,85.6,5748479293,140,57.9,5748479291,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597649,265,1,1,26,6,c9xffml4i7ihblp1qhus9w3fu,0,57.9,85.6,2025-05-24T23:32:49.084Z,2025-05-24T23:32:51Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5748479477,140,60.9,5748479473,3,,5748479475,56,Center,5748479483,213,5.17,5748479479,141,76.1,5748479481,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597691,218,1,1,26,11,bu5w8wprynlj9mvphvy8sd94f,1,33.2,23.6,2025-05-24T23:32:53.705Z,2025-05-24T23:32:54Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5748479705,212,9.4,5748479699,56,Back,5748479707,213,0.92,5748479703,141,34.6,5748479701,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597711,220,1,1,26,12,bu5w8wprynlj9mvphvy8sd94f,0,38.6,34.6,2025-05-24T23:32:54.880Z,2025-05-24T23:38:03Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5748479789,140,40.4,5748479793,212,11.3,5748479791,141,18.2,5748496609,155,,5748479795,213,4.88,5748479787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597723,266,8,1,26,12,c9xffml4i7ihblp1qhus9w3fu,1,55.9,77.6,2025-05-24T23:32:54.939Z,2025-05-24T23:46:03Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5748479865,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597771,268,1,1,26,14,c9xffml4i7ihblp1qhus9w3fu,1,57.9,68.8,2025-05-24T23:32:57.483Z,2025-05-24T23:33:01Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5748480141,141,38.8,5748480143,212,21.3,5748480145,213,5.00,5748480139,140,63.7,5748480137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597823,269,1,1,26,20,c9xffml4i7ihblp1qhus9w3fu,1,65.1,33.6,2025-05-24T23:33:03.228Z,2025-05-24T23:33:06Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5748480465,213,1.67,5748480457,56,Center,5748480459,140,64.7,5748480461,141,40.0,5748480463,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597873,270,1,1,26,23,c9xffml4i7ihblp1qhus9w3fu,1,64.7,40.0,2025-05-24T23:33:05.971Z,2025-05-24T23:33:09Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5748480713,212,19.2,5748480711,141,12.5,5748480709,140,68.8,5748480707,56,Right,5748480715,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597893,271,1,1,26,26,c9xffml4i7ihblp1qhus9w3fu,1,68.8,12.5,2025-05-24T23:33:09.155Z,2025-05-24T23:33:12Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748480861,56,Right,5748480863,140,80.1,5748480867,212,12.5,5748480865,141,6.7,5748480869,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597899,272,3,1,26,29,c9xffml4i7ihblp1qhus9w3fu,0,84.0,6.6,2025-05-24T23:33:12.084Z,2025-05-24T23:33:19Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5748480909,56,Right,5748481003,233,221,5748480911,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597907,221,7,1,26,29,bu5w8wprynlj9mvphvy8sd94f,1,16.0,93.4,2025-05-24T23:33:12.085Z,2025-05-24T23:33:18Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748480953,285,,5748480951,56,Back,5748480973,233,272,5748480949,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597967,222,5,1,26,31,bu5w8wprynlj9mvphvy8sd94f,0,16.2,101.3,2025-05-24T23:33:13.729Z,2025-05-25T01:33:21Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748481233,56,Back,5748481237,347,,5748481355,233,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818597983,273,5,1,26,31,c9xffml4i7ihblp1qhus9w3fu,1,83.8,-1.3,2025-05-24T23:33:13.729Z,2025-05-25T01:33:21Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5748481319,56,Right,5748481339,233,222,5748481321,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598001,274,1,1,26,38,c9xffml4i7ihblp1qhus9w3fu,1,80.9,0.0,2025-05-24T23:33:21.139Z,2025-05-24T23:33:23Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5748481403,213,1.12,5748481399,141,14.1,5748481401,212,11.9,5748481395,56,Right,5748481397,140,85.8,5748481393,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598007,275,1,1,26,40,c9xffml4i7ihblp1qhus9w3fu,0,85.8,14.1,2025-05-24T23:33:22.731Z,2025-05-24T23:37:13Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5748481437,212,3.8,5748481433,140,82.2,5748481431,56,Right,5748481439,213,3.00,5748481435,141,14.9,5748493887,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598049,224,1,1,26,44,bu5w8wprynlj9mvphvy8sd94f,0,15.9,94.7,2025-05-24T23:33:26.903Z,2025-05-24T23:33:27Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5748481673,56,Back,5748481677,141,93.8,5748481681,213,6.10,5748481679,212,3.4,5748481675,140,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598061,276,61,1,26,45,c9xffml4i7ihblp1qhus9w3fu,1,75.2,13.1,2025-05-24T23:33:28.024Z,2025-05-24T23:37:14Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5748481737,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598065,225,1,1,26,45,bu5w8wprynlj9mvphvy8sd94f,0,28.4,88.4,2025-05-24T23:33:28.048Z,2025-05-24T23:33:28Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748481767,140,29.1,5748481769,141,74.7,5748481773,213,4.79,5748481765,56,Back,5748481771,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598083,277,1,1,26,47,c9xffml4i7ihblp1qhus9w3fu,1,66.3,28.5,2025-05-24T23:33:30.419Z,2025-05-24T23:35:59Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5748481847,141,35.7,5748481843,56,Back,5748481973,1,,5748481849,212,32.5,5748481845,140,35.7,5748481851,213,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598143,279,1,1,26,50,c9xffml4i7ihblp1qhus9w3fu,1,35.7,35.7,2025-05-24T23:33:33.243Z,2025-05-24T23:33:36Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5748482119,140,40.1,5748482125,213,0.09,5748482117,56,Back,5748482123,212,4.6,5748482121,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598153,280,1,1,26,53,c9xffml4i7ihblp1qhus9w3fu,0,40.1,36.3,2025-05-24T23:33:35.884Z,2025-05-24T23:33:37Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748482213,213,0.60,5748482205,56,Center,5748482211,212,38.8,5748482209,141,68.4,5748482215,1,,5748482203,155,,5748482207,140,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598275,227,1,1,27,0,bu5w8wprynlj9mvphvy8sd94f,0,14.0,27.6,2025-05-24T23:33:42.664Z,2025-05-24T23:33:47Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5748482887,141,8.2,5748482883,56,Right,5748482881,157,,5748482885,140,77.6,5748482891,213,6.09,5748482893,1,,5748482889,212,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598369,282,1,1,27,5,c9xffml4i7ihblp1qhus9w3fu,1,28.7,83.3,2025-05-24T23:33:48.132Z,2025-05-24T23:33:55Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5748483367,56,Back,5748483369,140,11.7,5748483375,213,3.92,5748483371,141,57.2,5748483373,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598403,283,1,1,27,13,c9xffml4i7ihblp1qhus9w3fu,0,11.7,56.3,2025-05-24T23:33:55.588Z,2025-05-24T23:33:58Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5748483521,56,Center,5748483527,212,59.6,5748483523,140,64.3,5748483531,1,,5748483525,141,23.4,5748483519,157,,5748483529,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598473,229,1,1,27,22,bu5w8wprynlj9mvphvy8sd94f,1,30.0,75.3,2025-05-24T23:34:05.095Z,2025-05-24T23:34:06Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748483937,56,Back,5748483947,212,10.4,5748483941,140,25.9,5748483949,213,4.29,5748483945,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598509,230,1,1,27,23,bu5w8wprynlj9mvphvy8sd94f,1,25.6,60.5,2025-05-24T23:34:06.535Z,2025-05-24T23:34:10Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748484183,213,4.73,5748484179,141,29.2,5748484181,212,21.3,5748484175,56,Back,5748484177,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598551,231,1,1,27,28,bu5w8wprynlj9mvphvy8sd94f,1,27.6,31.8,2025-05-24T23:34:10.759Z,2025-05-24T23:34:14Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5748484375,141,57.9,5748484379,213,1.69,5748484377,212,17.9,5748484373,140,25.6,5748484371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598581,232,1,1,27,32,bu5w8wprynlj9mvphvy8sd94f,1,25.5,60.5,2025-05-24T23:34:14.631Z,2025-05-24T23:34:19Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748484595,141,91.1,5748484599,213,1.56,5748484591,56,Back,5748484593,140,25.7,5748484597,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598585,233,1,1,27,36,bu5w8wprynlj9mvphvy8sd94f,0,25.9,90.3,2025-05-24T23:34:18.991Z,2025-05-24T23:34:19Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748484625,212,38.5,5748484629,1,,5748484619,56,Center,5748484621,140,52.7,5748484627,213,5.53,5748484623,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598595,284,1,1,27,37,c9xffml4i7ihblp1qhus9w3fu,1,43.2,48.4,2025-05-24T23:34:20.342Z,2025-05-24T23:34:21Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748484687,212,13.3,5748484683,140,52.3,5748484681,56,Center,5748484679,3,,5748484689,213,0.77,5748484685,141,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598621,286,1,1,27,39,c9xffml4i7ihblp1qhus9w3fu,1,52.3,62.1,2025-05-24T23:34:21.771Z,2025-05-24T23:34:24Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5748484833,212,9.9,5748484831,141,62.3,5748484829,140,61.7,5748484835,213,0.01,5748484827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598627,287,1,1,27,41,c9xffml4i7ihblp1qhus9w3fu,0,61.8,62.4,2025-05-24T23:34:24.235Z,2025-05-24T23:34:24Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5748484867,212,4.6,5748484863,140,66.2,5748484861,56,Center,5748484865,141,63.0,5748484869,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598641,234,61,1,27,43,bu5w8wprynlj9mvphvy8sd94f,1,26.7,32.5,2025-05-24T23:34:25.850Z,2025-05-24T23:34:26Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5748484939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598693,288,1,1,27,45,c9xffml4i7ihblp1qhus9w3fu,1,77.1,81.8,2025-05-24T23:34:27.723Z,2025-05-24T23:34:30Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5748485211,213,2.97,5748485209,212,14.2,5748485201,56,Left,5748485207,141,85.3,5748485203,140,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598719,289,1,1,27,47,c9xffml4i7ihblp1qhus9w3fu,1,63.8,85.3,2025-05-24T23:34:30.339Z,2025-05-24T23:34:33Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5748485337,56,Center,5748485339,140,64.0,5748485345,213,4.73,5748485343,212,12.7,5748485341,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598773,290,1,1,27,50,c9xffml4i7ihblp1qhus9w3fu,1,63.8,67.9,2025-05-24T23:34:32.867Z,2025-05-24T23:34:45Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,1.0,,5748485641,213,0.09,5748485637,212,24.5,5748485633,140,87.0,5748486055,210,13,5748485631,56,Center,5748485635,141,71.2,5748486057,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598779,291,13,1,27,53,c9xffml4i7ihblp1qhus9w3fu,1,86.4,68.5,2025-05-24T23:34:35.844Z,2025-05-25T01:44:40Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5748486095,55,290,5748486109,231,51.6,5748486093,154,,5748486091,29,,5748485737,153,,5748485733,72,,5748485665,64,,5748486105,147,61.4,5748486099,102,5748486107,230,99.0,38.7,5748485667,56,Center,5748486103,146,90.2,5748486089,75,,5748485663,22,,5748486101,103,12.5,,,,,,,,,,,
2818598935,236,1,1,28,7,bu5w8wprynlj9mvphvy8sd94f,1,10.0,44.8,2025-05-24T23:34:50.472Z,2025-05-24T23:34:57Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5748486669,213,0.99,5748486665,141,66.4,5748486661,56,Back,5748486659,123,,5748486667,212,17.5,5748486663,140,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598979,237,1,1,28,14,bu5w8wprynlj9mvphvy8sd94f,0,22.5,71.5,2025-05-24T23:34:57.286Z,2025-05-24T23:35:02Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748486871,140,38.2,5748486873,141,94.1,5748486877,213,0.75,5748486869,56,Back,5748486875,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818598989,292,8,1,28,19,c9xffml4i7ihblp1qhus9w3fu,1,54.4,7.0,2025-05-24T23:35:01.955Z,2025-05-25T00:08:44Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5748486933,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599009,238,5,1,28,20,bu5w8wprynlj9mvphvy8sd94f,1,38.4,101.4,2025-05-24T23:35:02.903Z,2025-05-24T23:35:07Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5748487065,233,293,5748487045,56,Back,5748487047,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599007,293,5,1,28,20,c9xffml4i7ihblp1qhus9w3fu,0,61.6,-1.4,2025-05-24T23:35:02.903Z,2025-05-25T01:33:22Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5748487021,347,,5748487071,233,238,5748487019,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599085,239,1,1,28,26,bu5w8wprynlj9mvphvy8sd94f,1,37.7,100.0,2025-05-24T23:35:08.806Z,2025-05-24T23:35:14Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748487509,141,86.0,5748487511,212,31.5,5748487505,56,Left,5748487519,1,,5748487515,213,5.94,5748487507,140,66.0,5748487503,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599089,240,1,1,28,31,bu5w8wprynlj9mvphvy8sd94f,0,66.2,96.6,2025-05-24T23:35:14.094Z,2025-05-24T23:35:16Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5748487549,140,63.0,5748487553,212,3.4,5748487551,141,96.9,5748487547,56,Left,5748487555,213,3.08,5748487619,236,,5748487625,286,,5748487621,233,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599099,294,74,1,28,32,c9xffml4i7ihblp1qhus9w3fu,1,33.3,3.7,2025-05-24T23:35:15.468Z,2025-05-24T23:35:16Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5748487603,285,,5748487601,56,Back,5748487647,233,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599113,241,5,1,28,33,bu5w8wprynlj9mvphvy8sd94f,1,66.5,101.8,2025-05-24T23:35:15.646Z,2025-05-25T01:33:22Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5748487683,56,Left,5748487719,233,295,5748487685,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599117,295,5,1,28,33,c9xffml4i7ihblp1qhus9w3fu,0,33.5,-1.8,2025-05-24T23:35:15.646Z,2025-05-25T01:33:23Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5748487703,56,Back,5748487755,233,241,5748487705,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599263,242,1,1,28,51,bu5w8wprynlj9mvphvy8sd94f,0,67.3,100.0,2025-05-24T23:35:34.462Z,2025-05-24T23:35:35Z,1460tac94fhhy43lmohs4fj3e,N. Cardona,,,5748488545,213,5.09,5748488537,56,Center,5748488543,212,18.9,5748488541,141,75.6,5748488535,107,,5748488539,140,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599295,296,8,1,28,55,c9xffml4i7ihblp1qhus9w3fu,1,17.1,30.1,2025-05-24T23:35:37.700Z,2025-05-24T23:39:30Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748488721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599339,297,43,1,28,57,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-24T23:35:40.492Z,2025-05-24T23:35:48Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748489429,144,10,5748488945,94,0,5748488947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599359,243,15,1,28,59,bu5w8wprynlj9mvphvy8sd94f,1,95.2,65.8,2025-05-24T23:35:42.102Z,2025-05-25T01:45:32Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748489039,56,Center,5748489333,72,,5748489615,233,298,5748489577,102,49.3,5748489573,78,,5748489589,230,99.8,5748489587,147,62.6,5748489583,100,,5748489579,103,5748960987,65,,19,5748489581,458,,5748489035,22,,5748489591,231,53.6,5748489585,146,94.3,5748489339,82,,,,,,,,,,,,
2818599375,298,10,1,28,59,c9xffml4i7ihblp1qhus9w3fu,1,5.7,37.4,2025-05-24T23:35:42.202Z,2025-05-24T23:35:51Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5748489155,94,,5748489649,233,243,5748489157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599367,244,6,1,29,0,bu5w8wprynlj9mvphvy8sd94f,1,96.0,66.4,2025-05-24T23:35:42.854Z,2025-05-25T01:23:55Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748489137,56,Center,5748489239,233,299,5748489141,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599377,299,6,1,29,0,c9xffml4i7ihblp1qhus9w3fu,0,4.0,33.6,2025-05-24T23:35:42.854Z,2025-05-25T01:23:55Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5748489261,233,244,5748489213,56,Back,5748489219,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599613,245,1,1,29,20,bu5w8wprynlj9mvphvy8sd94f,1,99.5,99.5,2025-05-24T23:36:03.482Z,2025-05-24T23:36:32Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5748490549,212,57.8,5748490557,345,,5748490553,1,,5748490551,213,4.65,5748490535,2,,5748490537,6,,5748490543,56,Right,5748490547,141,14.6,5748490541,223,5748490545,140,96.2,,5748490539,155,,,,,,,,,,,,,,,,,,,,,,,,
2818599797,248,3,1,29,26,bu5w8wprynlj9mvphvy8sd94f,1,93.1,31.8,2025-05-24T23:36:09.124Z,2025-05-24T23:39:44Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748502657,233,301,5748491515,56,Center,5748491517,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599707,301,45,1,29,26,c9xffml4i7ihblp1qhus9w3fu,0,6.9,68.2,2025-05-24T23:36:09.124Z,2025-05-24T23:39:44Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5748502293,233,248,5748491049,285,,5748491047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599677,246,3,1,29,27,bu5w8wprynlj9mvphvy8sd94f,1,93.8,32.7,2025-05-24T23:36:10.221Z,2025-05-25T01:24:05Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748502617,233,300,5748490857,286,,5748490855,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599663,300,45,1,29,27,c9xffml4i7ihblp1qhus9w3fu,0,6.2,67.3,2025-05-24T23:36:10.221Z,2025-05-25T01:24:05Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5748502591,233,246,5748490799,56,Back,5748490801,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599695,247,1,1,29,31,bu5w8wprynlj9mvphvy8sd94f,0,98.1,32.5,2025-05-24T23:36:13.910Z,2025-05-24T23:36:15Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5748490975,140,97.9,5748490979,212,10.5,5748490981,213,1.59,5748490977,141,47.9,5748490973,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599729,302,43,1,29,36,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-05-24T23:36:19.060Z,2025-05-24T23:36:38Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5748491141,178,0,5748491975,144,10,5748491143,182,0,5748491229,177,0,5748491145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599963,304,1,1,30,1,c9xffml4i7ihblp1qhus9w3fu,1,12.4,37.0,2025-05-24T23:36:43.748Z,2025-05-24T23:36:50Z,dlcxvrsqhiz8ce0nqnh6h6dw5,M. Van Oekel,,,5748492395,123,,5748492399,140,48.0,5748492397,56,Back,5748492711,189,,5748492401,141,62.4,5748492407,1,,5748492403,212,41.2,5748492405,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599979,305,1,1,30,3,c9xffml4i7ihblp1qhus9w3fu,1,48.0,62.4,2025-05-24T23:36:45.659Z,2025-05-24T23:36:52Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5748492505,141,57.6,5748492509,213,6.02,5748492501,56,Center,5748492507,212,12.5,5748492503,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818599985,306,4,1,30,4,c9xffml4i7ihblp1qhus9w3fu,1,68.2,50.0,2025-05-24T23:36:47.156Z,2025-05-25T01:23:46Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5748492649,233,249,5748492557,56,Center,5748492563,286,,5748492559,152,,5748492561,265,,5748492555,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
