id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2823779419,126,4,1,16,12,5h878vnmkbuy2ummddprusxgq,0,54.7,48.6,2025-06-22T02:23:24.925Z,2025-06-22T03:06:28Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5777512895,56,Center,5777512893,13,,5777512897,152,,5777512901,285,,5777512919,233,126,5777512899,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779395,125,79,1,16,13,kfq8fhwnmycbtad1u0fyefx0,0,0.0,0.0,2025-06-22T02:23:25.726Z,2025-06-22T03:06:33Z,,,,,5777512783,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779411,125,79,1,16,14,5h878vnmkbuy2ummddprusxgq,1,0.0,0.0,2025-06-22T02:23:26.949Z,2025-06-22T02:23:27Z,,,,,5777512849,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779463,127,1,1,16,31,kfq8fhwnmycbtad1u0fyefx0,1,47.8,54.6,2025-06-22T02:23:43.951Z,2025-06-22T02:24:00Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,,5777513167,5,,5777513177,212,15.9,5777513179,213,2.03,5777513169,152,,5777513171,56,Back,5777513173,140,41.1,5777513175,141,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779469,128,1,1,16,34,kfq8fhwnmycbtad1u0fyefx0,1,38.1,80.9,2025-06-22T02:23:46.936Z,2025-06-22T02:23:47Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5777513205,56,Left,5777513211,212,14.6,5777513213,213,6.27,5777513207,140,52.0,5777513209,141,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779471,129,1,1,16,35,kfq8fhwnmycbtad1u0fyefx0,1,52.0,80.7,2025-06-22T02:23:47.886Z,2025-06-22T02:23:48Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5777513221,141,81.5,5777513217,56,Back,5777513223,212,15.1,5777513225,213,3.11,5777513229,156,,5777513219,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779477,130,1,1,16,36,kfq8fhwnmycbtad1u0fyefx0,1,37.4,80.7,2025-06-22T02:23:49.086Z,2025-06-22T02:23:51Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5777513277,212,28.9,5777513271,56,Back,5777513275,141,51.5,5777513273,140,17.4,5777513279,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779483,131,1,1,16,39,kfq8fhwnmycbtad1u0fyefx0,1,18.4,52.1,2025-06-22T02:23:51.768Z,2025-06-22T02:23:55Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5777513315,56,Back,5777513323,213,5.08,5777513317,140,26.3,5777513321,212,23.2,5777513319,141,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779507,132,1,1,16,43,kfq8fhwnmycbtad1u0fyefx0,1,23.1,26.2,2025-06-22T02:23:55.426Z,2025-06-22T02:23:59Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5777513425,1,,5777513415,56,Back,5777513423,213,1.51,5777513421,212,39.6,5777513417,140,25.5,5777513419,141,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779517,133,1,1,16,48,kfq8fhwnmycbtad1u0fyefx0,1,25.8,89.6,2025-06-22T02:24:01.094Z,2025-06-22T02:24:02Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5777513467,141,80.0,5777513469,212,11.0,5777513471,213,5.65,5777513463,56,Back,5777513465,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779527,134,1,1,16,50,kfq8fhwnmycbtad1u0fyefx0,0,31.7,80.0,2025-06-22T02:24:02.385Z,2025-06-22T02:24:03Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,,5777513519,213,0.69,5777513513,140,43.0,5777513515,141,94.4,5777513511,56,Back,5777513517,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779533,127,8,1,16,52,5h878vnmkbuy2ummddprusxgq,1,61.7,15.8,2025-06-22T02:24:05.109Z,2025-06-22T02:24:05Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777513541,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779561,129,1,1,16,54,5h878vnmkbuy2ummddprusxgq,1,61.7,15.8,2025-06-22T02:24:06.325Z,2025-06-22T02:24:11Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5777513669,213,6.21,5777513667,212,17.9,5777513661,56,Right,5777513663,140,78.7,5777513665,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779565,130,1,1,16,58,5h878vnmkbuy2ummddprusxgq,1,77.4,24.1,2025-06-22T02:24:11.132Z,2025-06-22T03:10:04Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5777513677,141,45.8,5777513679,212,15.8,5777513675,140,71.9,5777513673,56,Center,5777513681,213,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779567,131,1,1,17,0,5h878vnmkbuy2ummddprusxgq,1,71.9,45.8,2025-06-22T02:24:12.860Z,2025-06-22T02:24:14Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5777513699,213,0.39,5777513697,212,16.8,5777513691,56,Center,5777513695,141,55.2,5777513693,140,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779573,132,1,1,17,1,5h878vnmkbuy2ummddprusxgq,1,86.7,55.2,2025-06-22T02:24:14.124Z,2025-06-22T03:11:09Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,1.0,,5777545827,154,,5777513717,212,10.4,5777513719,213,2.52,5777513723,156,,5777513715,141,64.1,5777513713,140,78.7,5777545825,210,13,5777513711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779575,133,13,1,17,3,5h878vnmkbuy2ummddprusxgq,1,79.4,57.7,2025-06-22T02:24:15.349Z,2025-06-22T05:12:38Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,,5777545713,22,,5777545715,18,,5777545745,153,,5777545741,72,,5777545831,29,,5777545833,154,,5777545835,55,132,5777545845,146,92.5,5777545843,215,5777545841,103,5777545849,230,100,5777545839,102,41.0,5777545829,84,,5777545847,147,,45.7,5777513735,56,Center,5777545851,231,11.1,50.9,,,,,,
2823785165,430,61,1,17,4,5h878vnmkbuy2ummddprusxgq,0,74.3,17.3,2025-06-22T02:24:16.253Z,2025-06-22T03:09:46Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5777545127,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779583,135,12,1,17,4,kfq8fhwnmycbtad1u0fyefx0,1,11.7,47.6,2025-06-22T02:24:17.038Z,2025-06-22T02:24:19Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5777513841,233,134,5777513799,140,12.7,5777513797,56,Back,5777513839,397,,5777513803,212,1.1,5777513805,213,0.00,5777513801,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779581,134,74,1,17,4,5h878vnmkbuy2ummddprusxgq,1,92.7,48.7,2025-06-22T02:24:17.039Z,2025-06-22T03:11:17Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5777513777,285,,5777513775,56,Center,5777513869,233,135,5777513781,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779593,136,12,1,17,6,kfq8fhwnmycbtad1u0fyefx0,1,11.5,44.0,2025-06-22T02:24:18.742Z,2025-06-22T02:26:00Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5777513877,56,Back,5777513881,141,79.1,5777513885,213,0.69,5777513883,212,37.6,5777513879,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779617,138,3,1,17,10,kfq8fhwnmycbtad1u0fyefx0,0,42.0,87.0,2025-06-22T02:24:22.950Z,2025-06-22T02:24:29Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5777514025,233,135,5777513965,286,,5777513963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779625,135,7,1,17,10,5h878vnmkbuy2ummddprusxgq,1,58.0,13.0,2025-06-22T02:24:22.951Z,2025-06-22T02:24:28Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777514011,285,,5777514007,167,,5777514013,233,138,5777514009,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779645,136,5,1,17,12,5h878vnmkbuy2ummddprusxgq,0,56.1,-1.8,2025-06-22T02:24:25.240Z,2025-06-22T04:40:59Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777514109,347,,5777514435,233,139,5777514107,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779697,139,5,1,17,12,kfq8fhwnmycbtad1u0fyefx0,1,43.9,101.8,2025-06-22T02:24:25.240Z,2025-06-22T04:40:58Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5777514429,347,,5777514427,56,Back,5777514431,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779703,140,1,1,17,41,kfq8fhwnmycbtad1u0fyefx0,1,45.9,100.0,2025-06-22T02:24:53.674Z,2025-06-22T02:24:57Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5777514457,107,,5777514459,56,Left,5777514461,140,74.9,5777514465,212,30.8,5777514463,141,95.0,5777514469,1,,5777514467,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779701,137,45,1,17,44,5h878vnmkbuy2ummddprusxgq,0,23.2,9.0,2025-06-22T02:24:56.893Z,2025-06-22T02:25:07Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777514505,233,141,5777514441,56,Back,5777514443,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779707,141,3,1,17,44,kfq8fhwnmycbtad1u0fyefx0,1,76.8,91.0,2025-06-22T02:24:56.893Z,2025-06-22T02:25:06Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5777514475,56,Left,5777514499,233,137,5777514477,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779713,139,83,1,17,48,5h878vnmkbuy2ummddprusxgq,1,11.6,24.8,2025-06-22T02:25:00.337Z,2025-06-22T03:10:42Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777545655,399,2m28wyud6xi78nt8e92p9keay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779711,142,61,1,17,49,kfq8fhwnmycbtad1u0fyefx0,0,88.4,75.2,2025-06-22T02:25:01.336Z,2025-06-22T02:25:33Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5777514493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823785111,429,1,1,17,50,5h878vnmkbuy2ummddprusxgq,1,13.7,30.4,2025-06-22T02:25:02.253Z,2025-06-22T03:09:22Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777544865,213,4.54,5777544863,212,11.6,5777544859,140,11.8,5777544861,141,13.6,5777544857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779721,142,1,1,17,51,5h878vnmkbuy2ummddprusxgq,1,15.0,20.8,2025-06-22T02:25:03.900Z,2025-06-22T02:25:07Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777514533,212,27.2,5777514527,56,Back,5777514535,213,0.13,5777514531,141,26.0,5777514529,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779723,143,1,1,17,53,5h878vnmkbuy2ummddprusxgq,1,40.7,26.0,2025-06-22T02:25:05.275Z,2025-06-22T02:25:07Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5777514545,56,Back,5777514547,140,36.6,5777514553,213,1.98,5777514549,141,40.6,5777514551,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779725,144,1,1,17,54,5h878vnmkbuy2ummddprusxgq,1,35.6,39.5,2025-06-22T02:25:07.100Z,2025-06-22T02:25:08Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5777514557,56,Back,5777514561,141,23.9,5777514559,140,33.2,5777514563,212,10.9,5777514565,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779729,145,1,1,17,55,5h878vnmkbuy2ummddprusxgq,1,33.2,23.9,2025-06-22T02:25:07.748Z,2025-06-22T02:25:08Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5777514579,212,20.6,5777514577,141,32.0,5777514581,213,2.87,5777514575,140,14.3,5777514573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779733,146,1,1,17,56,5h878vnmkbuy2ummddprusxgq,1,14.3,32.0,2025-06-22T02:25:08.571Z,2025-06-22T02:25:10Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777514601,213,5.73,5777514595,140,36.6,5777514593,56,Back,5777514599,212,27.5,5777514597,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779739,147,1,1,17,57,5h878vnmkbuy2ummddprusxgq,1,36.6,10.9,2025-06-22T02:25:10.067Z,2025-06-22T02:25:12Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777514633,140,33.7,5777514635,141,24.8,5777514631,56,Back,5777514637,212,9.9,5777514639,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779741,148,1,1,18,0,5h878vnmkbuy2ummddprusxgq,1,32.9,23.2,2025-06-22T02:25:12.731Z,2025-06-22T02:25:14Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5777514647,141,8.2,5777514643,56,Back,5777514645,140,33.6,5777514649,212,10.2,5777514651,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779753,149,1,1,18,1,5h878vnmkbuy2ummddprusxgq,1,33.6,8.2,2025-06-22T02:25:14.011Z,2025-06-22T02:25:18Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777514721,213,1.57,5777514713,56,Back,5777514715,140,33.6,5777514717,141,19.4,5777514719,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779761,150,1,1,18,5,5h878vnmkbuy2ummddprusxgq,1,27.7,29.0,2025-06-22T02:25:18.155Z,2025-06-22T02:25:22Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5777514769,56,Back,5777514775,212,30.2,5777514773,141,71.1,5777514777,213,1.90,5777514771,140,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779775,151,1,1,18,10,5h878vnmkbuy2ummddprusxgq,1,22.9,72.8,2025-06-22T02:25:22.435Z,2025-06-22T02:25:24Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5777514849,56,Back,5777514857,213,0.76,5777514851,140,35.3,5777514855,212,18.0,5777514853,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779783,152,1,1,18,12,5h878vnmkbuy2ummddprusxgq,1,35.3,91.1,2025-06-22T02:25:24.307Z,2025-06-22T02:25:28Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,,5777514893,141,75.6,5777514895,212,10.6,5777514891,140,34.5,5777514897,213,4.63,5777514889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779791,153,1,1,18,16,5h878vnmkbuy2ummddprusxgq,1,35.0,71.0,2025-06-22T02:25:28.331Z,2025-06-22T02:25:31Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5777514945,141,47.3,5777514943,140,15.0,5777514947,212,26.5,5777514941,56,Back,5777514949,213,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779793,154,1,1,18,19,5h878vnmkbuy2ummddprusxgq,1,18.8,49.7,2025-06-22T02:25:31.731Z,2025-06-22T02:25:33Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,,5777514961,141,20.6,5777514959,140,29.9,5777514963,212,23.0,5777514965,213,5.24,5777514957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779797,155,1,1,18,21,5h878vnmkbuy2ummddprusxgq,1,29.9,20.6,2025-06-22T02:25:33.883Z,2025-06-22T02:25:37Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777514985,141,38.2,5777514983,140,26.1,5777514981,56,Back,5777514987,212,12.6,5777514989,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779807,156,1,1,18,24,5h878vnmkbuy2ummddprusxgq,1,26.1,41.8,2025-06-22T02:25:37.035Z,2025-06-22T02:25:39Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5777515041,213,5.12,5777515039,212,15.7,5777515033,56,Back,5777515035,140,32.1,5777515037,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779809,157,1,1,18,27,5h878vnmkbuy2ummddprusxgq,1,32.2,20.5,2025-06-22T02:25:39.595Z,2025-06-22T02:25:40Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777515045,56,Back,5777515047,140,43.2,5777515053,213,6.06,5777515049,141,16.7,5777515051,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779813,158,1,1,18,28,5h878vnmkbuy2ummddprusxgq,1,43.2,16.7,2025-06-22T02:25:40.611Z,2025-06-22T02:25:42Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,,5777515073,212,19.7,5777515075,213,2.45,5777515067,56,Back,5777515071,141,35.2,5777515087,156,,5777515069,140,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779831,159,1,1,18,34,5h878vnmkbuy2ummddprusxgq,1,36.7,68.7,2025-06-22T02:25:46.979Z,2025-06-22T02:25:49Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5777515151,141,58.5,5777515155,213,3.54,5777515153,212,17.9,5777515147,56,Back,5777515149,140,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779849,160,1,1,18,36,5h878vnmkbuy2ummddprusxgq,1,24.4,63.0,2025-06-22T02:25:48.995Z,2025-06-22T02:25:52Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5777515245,141,45.7,5777515243,140,35.6,5777515247,212,16.6,5777515241,56,Back,5777515249,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779855,161,1,1,18,40,5h878vnmkbuy2ummddprusxgq,1,36.8,49.7,2025-06-22T02:25:52.563Z,2025-06-22T02:25:54Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,,5777515269,212,14.5,5777515267,141,28.4,5777515263,56,Back,5777515265,140,37.9,5777515271,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779863,162,1,1,18,42,5h878vnmkbuy2ummddprusxgq,1,38.5,20.6,2025-06-22T02:25:54.595Z,2025-06-22T02:25:57Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,,5777515309,141,53.6,5777515307,140,23.9,5777515313,213,2.17,5777515311,212,27.2,5777515305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779875,163,1,1,18,45,5h878vnmkbuy2ummddprusxgq,1,27.7,60.8,2025-06-22T02:25:57.315Z,2025-06-22T02:26:02Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,,5777515377,213,0.28,5777515371,140,40.9,5777515375,212,14.4,5777515373,141,66.6,5777515369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779883,164,1,1,18,49,5h878vnmkbuy2ummddprusxgq,1,49.2,77.7,2025-06-22T02:26:02.043Z,2025-06-22T02:26:06Z,c4g35kho1qirnu4q420knnl9m,R. Coronado,,,5777515409,141,92.3,5777515411,212,26.8,5777515413,213,0.38,5777515407,140,72.9,5777515405,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779895,165,1,1,18,54,5h878vnmkbuy2ummddprusxgq,1,93.2,91.7,2025-06-22T02:26:06.307Z,2025-06-22T02:26:24Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,1.0,,5777515495,2,,5777515627,210,13,5777515509,1,,5777515629,154,,5777515507,213,4.72,5777515501,140,93.3,5777515505,212,32.1,5777515503,141,44.5,5777515499,56,5777515497,155,,,,,,,,,,,,Center,,,,,,,,,,,,,,
2823779897,166,13,1,18,57,5h878vnmkbuy2ummddprusxgq,1,90.2,54.6,2025-06-22T02:26:09.354Z,2025-06-22T04:43:38Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5777515513,22,,5777515645,103,18.1,5777515643,102,59.3,5777515633,73,,5777515635,29,,5777515631,20,,5777515647,230,99.7,5777515639,55,165,5777515649,231,5777515637,154,5777586025,328,,5777586023,17,,5777515517,56,Center,,,52.5,,,,,,,,,,,,,,
2823779919,143,5,1,18,58,kfq8fhwnmycbtad1u0fyefx0,1,-1.2,42.6,2025-06-22T02:26:11.174Z,2025-06-22T02:26:25Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5777515651,56,Back,5777515653,346,,5777515655,233,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779903,167,5,1,18,58,5h878vnmkbuy2ummddprusxgq,0,101.2,57.4,2025-06-22T02:26:11.174Z,2025-06-22T04:40:59Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,,5777515545,56,Center,5777515547,346,,5777515659,233,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779927,144,1,1,19,14,kfq8fhwnmycbtad1u0fyefx0,1,4.3,49.9,2025-06-22T02:26:26.405Z,2025-06-22T02:26:27Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5777515699,237,,5777515689,140,14.1,5777515687,56,Back,5777515691,141,73.5,5777515685,124,,5777515693,212,19.1,5777515695,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779935,145,1,1,19,14,kfq8fhwnmycbtad1u0fyefx0,1,14.1,73.5,2025-06-22T02:26:27.213Z,2025-06-22T02:26:28Z,2ozy3ijlcknjqk0omzwd58x2i,A. Lara,,,5777515721,56,Back,5777515725,141,96.0,5777515723,140,28.3,5777515729,213,0.80,5777515727,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779949,146,1,1,19,16,kfq8fhwnmycbtad1u0fyefx0,1,28.3,96.0,2025-06-22T02:26:28.653Z,2025-06-22T02:26:34Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5777515799,141,93.9,5777515801,212,7.6,5777515797,140,35.4,5777515803,213,6.09,5777515795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779939,168,83,1,19,17,5h878vnmkbuy2ummddprusxgq,0,68.1,10.1,2025-06-22T02:26:29.450Z,2025-06-22T02:26:37Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777515893,399,2m28wyud6xi78nt8e92p9keay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779951,147,50,1,19,22,kfq8fhwnmycbtad1u0fyefx0,1,32.4,95.4,2025-06-22T02:26:34.509Z,2025-06-22T02:27:52Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5777515903,233,169,5777515901,285,,5777515807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779961,169,7,1,19,22,5h878vnmkbuy2ummddprusxgq,1,67.6,4.6,2025-06-22T02:26:34.510Z,2025-06-22T02:26:40Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777515873,286,,5777515871,56,Right,5777515895,233,147,5777515869,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779963,148,5,1,19,23,kfq8fhwnmycbtad1u0fyefx0,1,31.3,101.5,2025-06-22T02:26:35.877Z,2025-06-22T04:40:59Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5777516013,233,170,5777515879,347,,5777515877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779979,170,5,1,19,23,5h878vnmkbuy2ummddprusxgq,0,68.7,-1.5,2025-06-22T02:26:35.877Z,2025-06-22T04:41:00Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,,5777516011,347,,5777516017,233,148,5777516009,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823779985,149,1,1,19,26,kfq8fhwnmycbtad1u0fyefx0,0,32.8,100.0,2025-06-22T02:26:38.518Z,2025-06-22T02:26:42Z,bnhjfu5p8tysruk7aep5dr1ex,G. Robinson,,,5777516045,140,68.3,5777516043,56,Left,5777516047,141,96.2,5777516041,107,,5777516053,1,,5777516051,213,6.18,5777516049,212,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
