id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2821737843,157,1,1,17,8,5h878vnmkbuy2ummddprusxgq,1,55.5,86.9,2025-06-08T02:23:33.611Z,2025-06-08T02:23:35Z,2mgcta30puk8kuwb5mo4zvcnp,A. Moreno,,5766069951,140,64.6,5766069953,141,89.7,5766069955,212,9.7,5766069947,168,,5766069949,56,Left,5766069957,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737847,158,50,1,17,10,5h878vnmkbuy2ummddprusxgq,1,67.2,91.2,2025-06-08T02:23:35.226Z,2025-06-08T02:23:45Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,5766070001,286,,5766070093,233,123,5766069999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737865,123,7,1,17,10,b5l2e3csycjb8twvq9ek0j5gq,1,32.8,8.8,2025-06-08T02:23:35.227Z,2025-06-08T04:50:42Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,5766070065,56,Back,5766070067,285,,5766070085,233,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737851,159,5,1,17,11,5h878vnmkbuy2ummddprusxgq,1,66.6,101.6,2025-06-08T02:23:35.799Z,2025-06-08T05:01:46Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,5766070013,347,,5766070011,56,Left,5766197593,233,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821760401,847,5,1,17,11,b5l2e3csycjb8twvq9ek0j5gq,0,33.4,-1.6,2025-06-08T02:23:35.799Z,2025-06-08T04:51:15Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5766197591,347,,5766197589,56,Back,5766197611,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737935,160,1,1,17,12,5h878vnmkbuy2ummddprusxgq,0,64.4,100.0,2025-06-08T02:23:36.842Z,2025-06-08T02:23:57Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,5766070527,213,6.26,5766070529,1,,5766070519,56,Left,5766070517,107,,5766070525,212,21.6,5766070523,141,100.0,5766070521,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737971,124,5,1,17,16,b5l2e3csycjb8twvq9ek0j5gq,1,17.8,-1.2,2025-06-08T02:23:41.487Z,2025-06-08T05:01:46Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,5766070761,347,,5766070759,56,Back,5766197269,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737939,161,5,1,17,16,5h878vnmkbuy2ummddprusxgq,0,82.2,101.2,2025-06-08T02:23:41.487Z,2025-06-08T05:01:47Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,5766197275,233,124,5766070545,347,,5766070543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737973,125,1,1,17,47,b5l2e3csycjb8twvq9ek0j5gq,0,22.9,0.0,2025-06-08T02:24:11.950Z,2025-06-08T02:24:13Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5766070763,107,,5766070765,56,Back,5766070771,212,49.8,5766070769,141,60.2,5766070775,1,,5766070773,213,1.00,5766070767,140,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737987,163,1,1,17,51,5h878vnmkbuy2ummddprusxgq,1,54.1,50.9,2025-06-08T02:24:16.178Z,2025-06-08T02:24:17Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,5766070825,56,Center,5766070829,140,50.4,5766070837,213,4.47,5766070833,141,27.9,5766070835,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737991,164,1,1,17,52,5h878vnmkbuy2ummddprusxgq,1,50.4,27.9,2025-06-08T02:24:16.930Z,2025-06-08T02:24:17Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,5766070849,141,39.5,5766070847,140,40.2,5766070851,212,13.3,5766070845,56,Back,5766070853,213,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821737993,165,1,1,17,52,5h878vnmkbuy2ummddprusxgq,0,40.4,39.5,2025-06-08T02:24:17.697Z,2025-06-08T02:24:18Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,5766070871,213,0.66,5766070869,212,50.2,5766070867,141,84.7,5766070873,1,,5766070861,157,,5766070863,56,Left,5766070865,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738007,126,1,1,17,53,b5l2e3csycjb8twvq9ek0j5gq,0,12.7,24.1,2025-06-08T02:24:18.207Z,2025-06-08T02:24:20Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5766070969,141,9.1,5766070973,213,5.77,5766070967,140,30.0,5766070971,212,20.8,5766070963,3,,5766070965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738017,166,4,1,17,59,5h878vnmkbuy2ummddprusxgq,1,70.9,92.4,2025-06-08T02:24:24.249Z,2025-06-08T04:19:44Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,5766071071,265,,5766071069,152,,5766071117,233,127,5766071073,286,,5766071067,56,Left,5766071065,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738021,127,4,1,17,59,b5l2e3csycjb8twvq9ek0j5gq,0,29.1,7.6,2025-06-08T02:24:24.250Z,2025-06-08T04:19:45Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5766071107,13,,5766071109,56,Back,5766071125,233,166,5766071111,152,,5766071113,265,,5766071115,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738111,167,1,1,18,17,5h878vnmkbuy2ummddprusxgq,1,78.0,93.5,2025-06-08T02:24:42.521Z,2025-06-08T02:24:47Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,5766071495,152,,5766071493,196,,5766071507,1,,5766071491,155,,5766071499,140,44.4,5766071501,141,25.2,5766071497,56,Back,5766071505,213,4.06,5766071489,5,5766071503,212,58.3,,,,,,,,,,,,,,,,,,,,,,
2821738125,168,1,1,18,22,5h878vnmkbuy2ummddprusxgq,1,52.2,27.9,2025-06-08T02:24:47.017Z,2025-06-08T02:24:49Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,5766071579,141,20.4,5766071577,140,66.5,5766071583,213,5.96,5766071581,212,15.9,5766071575,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738141,169,1,1,18,24,5h878vnmkbuy2ummddprusxgq,1,64.6,21.5,2025-06-08T02:24:49.418Z,2025-06-08T02:24:52Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,5766071687,213,6.23,5766071683,212,7.4,5766071681,141,20.9,5766071677,56,Right,5766071679,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738165,170,1,1,18,27,5h878vnmkbuy2ummddprusxgq,1,71.3,15.9,2025-06-08T02:24:52.601Z,2025-06-08T03:03:47Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,5766071777,56,Right,5766071779,140,82.4,5766071781,141,7.6,5766071783,212,12.9,5766071785,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738179,171,1,1,18,32,5h878vnmkbuy2ummddprusxgq,1,76.5,17.4,2025-06-08T02:24:56.985Z,2025-06-08T03:03:50Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,5766071861,140,57.5,5766071865,212,20.5,5766071867,213,2.91,5766071863,141,24.4,5766071857,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738195,172,1,1,18,35,5h878vnmkbuy2ummddprusxgq,1,57.5,24.4,2025-06-08T02:25:00.153Z,2025-06-08T02:25:03Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,5766071981,213,5.09,5766071973,56,Right,5766071977,141,11.1,5766071975,140,60.9,5766071979,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738205,173,1,1,18,41,5h878vnmkbuy2ummddprusxgq,1,60.9,12.5,2025-06-08T02:25:06.593Z,2025-06-08T02:25:08Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,5766072073,140,42.3,5766072075,141,20.7,5766072071,56,Back,5766072077,212,20.3,5766072079,213,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738209,174,1,1,18,42,5h878vnmkbuy2ummddprusxgq,1,42.2,20.9,2025-06-08T02:25:07.761Z,2025-06-08T04:51:35Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,5766072091,141,12.8,5766072093,212,21.1,5766072095,213,6.02,5766072087,56,Right,5766072089,140,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738211,175,61,1,18,43,5h878vnmkbuy2ummddprusxgq,0,61.6,12.8,2025-06-08T02:25:08.490Z,2025-06-08T04:51:30Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,5766072099,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738227,128,1,1,18,45,b5l2e3csycjb8twvq9ek0j5gq,1,20.7,87.8,2025-06-08T02:25:09.999Z,2025-06-08T02:25:24Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5766072181,141,79.0,5766072183,212,15.9,5766072185,213,5.90,5766072179,140,34.7,5766072177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738229,129,1,1,18,48,b5l2e3csycjb8twvq9ek0j5gq,0,39.9,82.4,2025-06-08T02:25:12.911Z,2025-06-08T02:25:14Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5766072209,213,0.76,5766072207,212,19.3,5766072205,141,100.0,5766072203,140,53.2,5766072201,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738233,130,5,1,18,48,b5l2e3csycjb8twvq9ek0j5gq,0,59.5,102.0,2025-06-08T02:25:13.688Z,2025-06-08T05:01:48Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5766072225,56,Left,5766072227,347,,5766072377,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738245,176,5,1,18,48,5h878vnmkbuy2ummddprusxgq,1,40.5,-2.0,2025-06-08T02:25:13.688Z,2025-06-08T05:01:47Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,5766072361,233,130,5766072359,347,,5766072357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738251,177,1,1,18,54,5h878vnmkbuy2ummddprusxgq,1,31.0,0.0,2025-06-08T02:25:19.473Z,2025-06-08T02:25:22Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,5766072389,212,16.7,5766072387,141,21.6,5766072391,213,1.86,5766072383,56,Back,5766072385,140,26.5,5766072381,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738271,178,1,1,18,57,5h878vnmkbuy2ummddprusxgq,1,32.4,32.1,2025-06-08T02:25:22.681Z,2025-06-08T02:25:27Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,5766072543,213,1.61,5766072535,56,Back,5766072541,212,20.4,5766072537,140,31.7,5766072539,141,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738279,179,1,1,19,2,5h878vnmkbuy2ummddprusxgq,1,31.7,62.1,2025-06-08T02:25:26.897Z,2025-06-08T02:25:30Z,7vs1eqm82fwwuhwfqodb3dyw9,R. Ruiz,,5766072581,212,17.6,5766072575,56,Back,5766072583,213,1.18,5766072577,140,38.1,5766072579,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738291,180,1,1,19,5,5h878vnmkbuy2ummddprusxgq,1,36.3,81.1,2025-06-08T02:25:29.953Z,2025-06-08T02:25:33Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,5766072637,56,Back,5766072639,140,23.5,5766072645,213,3.73,5766072643,212,16.2,5766072641,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738293,181,1,1,19,8,5h878vnmkbuy2ummddprusxgq,1,23.2,68.7,2025-06-08T02:25:32.993Z,2025-06-08T02:25:34Z,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,,5766072659,140,37.0,5766072657,56,Back,5766072661,141,68.5,5766072663,212,14.5,5766072665,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738299,182,1,1,19,9,5h878vnmkbuy2ummddprusxgq,0,37.0,68.5,2025-06-08T02:25:33.912Z,2025-06-08T02:25:35Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,5766072703,213,3.43,5766072713,156,,5766072695,56,Back,5766072701,212,9.3,5766072697,140,28.5,5766072699,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738309,132,61,1,19,11,b5l2e3csycjb8twvq9ek0j5gq,0,51.5,29.5,2025-06-08T02:25:36.376Z,2025-06-08T02:25:36Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,5766072757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738319,183,1,1,19,13,5h878vnmkbuy2ummddprusxgq,1,38.3,62.0,2025-06-08T02:25:37.865Z,2025-06-08T02:25:39Z,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,,5766072809,56,Back,5766072817,213,1.52,5766072813,141,85.6,5766072815,212,16.1,5766072811,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738331,184,1,1,19,14,5h878vnmkbuy2ummddprusxgq,1,39.1,85.6,2025-06-08T02:25:39.561Z,2025-06-08T02:25:42Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,5766072871,212,13.5,5766072867,140,34.2,5766072873,213,4.32,5766072869,141,67.3,5766072865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738341,185,1,1,19,17,5h878vnmkbuy2ummddprusxgq,1,34.2,67.3,2025-06-08T02:25:41.985Z,2025-06-08T02:25:44Z,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,,5766072951,141,27.9,5766072943,56,Back,5766072953,212,27.7,5766072955,213,4.46,5766072947,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738345,186,1,1,19,19,5h878vnmkbuy2ummddprusxgq,0,31.4,19.5,2025-06-08T02:25:44.721Z,2025-06-08T02:25:46Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,5766072979,212,37.3,5766072981,213,6.04,5766072975,140,65.9,5766072977,141,6.5,5766072973,56,Right,5766072983,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738351,133,8,1,19,23,b5l2e3csycjb8twvq9ek0j5gq,1,32.6,84.2,2025-06-08T02:25:48.553Z,2025-06-08T02:25:48Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5766073015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738357,187,61,1,19,24,5h878vnmkbuy2ummddprusxgq,1,66.2,13.2,2025-06-08T02:25:49.790Z,2025-06-08T02:25:49Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,5766073045,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738367,135,1,1,19,26,b5l2e3csycjb8twvq9ek0j5gq,1,34.0,77.2,2025-06-08T02:25:51.319Z,2025-06-08T02:25:52Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5766073103,140,26.5,5766073105,141,73.8,5766073101,56,Back,5766073107,212,8.2,5766073109,213,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738371,136,1,1,19,27,b5l2e3csycjb8twvq9ek0j5gq,1,26.5,73.6,2025-06-08T02:25:52.168Z,2025-06-08T02:25:53Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5766073133,212,14.4,5766073135,213,0.43,5766073131,141,82.4,5766073127,56,Back,5766073129,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738373,137,1,1,19,28,b5l2e3csycjb8twvq9ek0j5gq,1,38.9,82.4,2025-06-08T02:25:53.632Z,2025-06-08T02:25:54Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5766073143,141,68.5,5766073147,213,4.04,5766073145,212,12.1,5766073141,140,31.7,5766073139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738379,138,1,1,19,29,b5l2e3csycjb8twvq9ek0j5gq,1,34.0,65.8,2025-06-08T02:25:54.261Z,2025-06-08T05:19:41Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,5766073193,141,72.0,5766073197,213,0.72,5766073195,212,6.4,5766073191,140,38.6,5766073189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738383,139,1,1,19,31,b5l2e3csycjb8twvq9ek0j5gq,0,32.0,68.5,2025-06-08T02:25:56.592Z,2025-06-08T02:25:58Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5766073221,213,6.17,5766073223,1,,5766073219,212,32.5,5766073215,140,62.7,5766073217,141,62.9,5766073213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738405,189,1,1,19,39,5h878vnmkbuy2ummddprusxgq,1,14.2,42.8,2025-06-08T02:26:04.577Z,2025-06-08T02:26:07Z,cuw4kvdf0bazq87mh3dwv71ii,S. Mora-Mora,,5766073325,123,,5766073331,141,5.9,5766073333,212,30.6,5766073335,213,5.32,5766073327,56,Back,5766073329,140,30.9,5766073339,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738415,190,1,1,19,42,5h878vnmkbuy2ummddprusxgq,1,29.7,5.0,2025-06-08T02:26:07.096Z,2025-06-08T02:26:08Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,5766073421,141,14.0,5766073425,213,1.06,5766073423,212,7.0,5766073419,140,33.0,5766073417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738425,191,1,1,19,43,5h878vnmkbuy2ummddprusxgq,1,33.0,14.0,2025-06-08T02:26:07.913Z,2025-06-08T02:26:10Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,5766073479,213,5.73,5766073477,212,9.5,5766073471,140,40.7,5766073467,56,Back,5766073475,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738431,192,3,1,19,45,5h878vnmkbuy2ummddprusxgq,0,40.7,6.7,2025-06-08T02:26:10.058Z,2025-06-08T02:26:11Z,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,,5766073505,56,Back,5766073507,286,,5766073521,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738461,141,1,1,19,49,b5l2e3csycjb8twvq9ek0j5gq,1,48.3,78.1,2025-06-08T02:26:14.648Z,2025-06-08T02:26:16Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5766073639,140,55.6,5766073637,56,Center,5766073649,213,5.37,5766073645,212,12.6,5766073643,141,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738467,142,1,1,19,51,b5l2e3csycjb8twvq9ek0j5gq,1,55.6,63.4,2025-06-08T02:26:16.567Z,2025-06-08T02:26:17Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,5766073677,212,8.0,5766073679,213,1.41,5766073675,141,75.0,5766073673,140,56.8,5766073671,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738475,143,1,1,19,52,b5l2e3csycjb8twvq9ek0j5gq,1,56.8,75.0,2025-06-08T02:26:17.399Z,2025-06-08T02:26:20Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,5766073721,140,63.8,5766073727,213,0.91,5766073725,212,12.0,5766073723,141,89.0,5766073719,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738477,144,3,1,19,54,b5l2e3csycjb8twvq9ek0j5gq,0,65.6,90.8,2025-06-08T02:26:19.648Z,2025-06-08T02:26:24Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5766073747,56,Left,5766073749,286,,5766073787,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738479,193,7,1,19,54,5h878vnmkbuy2ummddprusxgq,0,34.4,9.2,2025-06-08T02:26:19.649Z,2025-06-08T02:26:24Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,5766073753,285,,5766073751,56,Back,5766073771,233,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738503,145,5,1,19,56,b5l2e3csycjb8twvq9ek0j5gq,1,65.5,101.4,2025-06-08T02:26:21.209Z,2025-06-08T05:01:48Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,5766073907,347,,5766073913,233,194,5766073905,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738489,194,5,1,19,56,5h878vnmkbuy2ummddprusxgq,0,34.5,-1.4,2025-06-08T02:26:21.209Z,2025-06-08T05:01:48Z,7ll9dqayz9698v71x2pvgrspg,Á. Quezada,,5766073917,233,145,5766073839,347,,5766073837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738533,146,1,1,20,3,b5l2e3csycjb8twvq9ek0j5gq,1,53.7,100.0,2025-06-08T02:26:28.368Z,2025-06-08T02:26:34Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,5766074023,1,,5766074021,213,5.46,5766074015,140,67.9,5766074013,56,Center,5766074011,107,,5766074019,212,22.0,5766074017,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738531,195,4,1,20,9,5h878vnmkbuy2ummddprusxgq,1,31.1,21.8,2025-06-08T02:26:34.336Z,2025-06-08T04:19:45Z,,,,5766074031,152,,5766074033,285,,5766074029,56,Back,5766074027,10,,5766074213,233,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738535,147,4,1,20,9,b5l2e3csycjb8twvq9ek0j5gq,0,68.9,78.2,2025-06-08T02:26:34.337Z,2025-06-08T04:23:29Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5766074131,56,Center,5766074137,286,,5766074133,152,,5766184697,10,,5766074217,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738581,196,1,1,20,16,5h878vnmkbuy2ummddprusxgq,1,31.3,19.7,2025-06-08T02:26:41.057Z,2025-06-08T02:26:47Z,8gy9wgqywaqi9uy6i31i0q21h,A. Ortíz,,5766074237,196,,5766074239,152,,5766074247,212,63.1,5766074249,213,0.72,5766074233,5,,5766074241,56,Left,5766074235,155,,5766074245,141,81.2,5766074243,140,5766074251,1,,76.3,,,,,,,,,,,,,,,,,,,,,
2821738595,197,1,1,20,22,5h878vnmkbuy2ummddprusxgq,0,73.7,80.9,2025-06-08T02:26:46.952Z,2025-06-08T02:26:49Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,5766074301,213,0.57,5766074297,141,93.9,5766074293,56,Left,5766074295,140,86.8,5766074299,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738661,149,4,1,20,38,b5l2e3csycjb8twvq9ek0j5gq,1,23.8,7.4,2025-06-08T02:27:02.904Z,2025-06-08T02:27:12Z,653qyopyxl1qrfmul2n3m5g16,M. Doner,,5766074661,56,Back,5766074665,265,,5766074663,152,,5766074685,233,198,5766074667,285,,5766074659,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738659,198,4,1,20,38,5h878vnmkbuy2ummddprusxgq,0,76.2,92.6,2025-06-08T02:27:02.905Z,2025-06-08T02:27:13Z,cqmvrx028gh19yh8qh7w01y0a,R. Avila,,5766074611,152,,5766074615,286,,5766074613,265,,5766074607,13,,5766074609,56,Left,5766074699,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738705,150,1,1,20,46,b5l2e3csycjb8twvq9ek0j5gq,1,23.0,7.3,2025-06-08T02:27:11.216Z,2025-06-08T02:27:15Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,5766074863,141,45.1,5766074865,212,26.3,5766074855,5,,5766074861,140,17.7,5766074867,213,1.78,5766074857,152,,5766074859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738715,151,1,1,20,50,b5l2e3csycjb8twvq9ek0j5gq,1,25.6,44.2,2025-06-08T02:27:15.609Z,2025-06-08T02:27:19Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,5766074921,140,6.3,5766074927,213,3.30,5766074923,141,39.4,5766074925,212,20.5,5766074919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738725,152,1,1,20,54,b5l2e3csycjb8twvq9ek0j5gq,0,7.4,38.5,2025-06-08T02:27:18.897Z,2025-06-08T02:27:24Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,5766074989,141,23.4,5766074987,140,54.9,5766074991,212,50.9,5766074985,56,Center,5766074983,157,,5766074993,213,6.08,5766074995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738727,199,44,1,20,58,5h878vnmkbuy2ummddprusxgq,1,51.6,75.4,2025-06-08T02:27:23.168Z,2025-06-08T05:36:14Z,6fgxgq77v66va16tcuqvyn6x,Gabi Torres,,5766075019,233,153,5766204577,286,,5766074999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821738729,153,44,1,20,58,b5l2e3csycjb8twvq9ek0j5gq,0,48.4,24.6,2025-06-08T02:27:23.169Z,2025-06-08T05:36:15Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,5766075035,233,199,5766075039,285,,5766075003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
