id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2791007257,154,3,1,14,36,6597wqy6gmpv3zjx7rp8cdj46,0,76.0,20.8,2025-03-23T00:21:32.012Z,2025-03-24T08:01:38Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,5596394145,233,140,5598590045,465,,5596393925,56,Right,5596393927,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007287,140,7,1,14,36,aj8ytsr2ap33tod0hd8ofzaw9,0,24.0,79.2,2025-03-23T00:21:32.013Z,2025-03-24T08:01:42Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,5598590051,385,,5596394109,56,Back,5598590053,178,,5596394141,233,154,5596394111,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791405535,809,61,1,14,37,6597wqy6gmpv3zjx7rp8cdj46,1,76.1,25.9,2025-03-23T00:21:33.014Z,2025-03-24T08:01:45Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,5598590077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007309,142,1,1,14,40,aj8ytsr2ap33tod0hd8ofzaw9,1,24.9,80.2,2025-03-23T00:21:35.974Z,2025-03-23T00:21:38Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,5596394205,213,0.56,5596394203,212,16.8,5596394197,56,Back,5596394201,141,93.3,5596394199,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007323,143,1,1,14,42,aj8ytsr2ap33tod0hd8ofzaw9,1,39.4,93.2,2025-03-23T00:21:38.438Z,2025-03-23T00:21:40Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5596394273,212,10.1,5596394277,213,3.20,5596394269,141,92.3,5596394263,56,Back,5596394265,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007355,144,1,1,14,43,aj8ytsr2ap33tod0hd8ofzaw9,1,27.8,92.9,2025-03-23T00:21:39.894Z,2025-03-23T00:21:44Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,5596394493,213,3.62,5596394487,140,17.3,5596394485,56,Back,5596394489,141,84.4,5596394491,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007363,145,1,1,14,48,aj8ytsr2ap33tod0hd8ofzaw9,1,12.3,74.2,2025-03-23T00:21:44.511Z,2025-03-23T00:21:46Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5596394555,140,3.5,5596394553,56,Back,5596394557,141,52.5,5596394559,212,17.4,5596394561,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007375,146,1,1,14,50,aj8ytsr2ap33tod0hd8ofzaw9,1,3.5,52.5,2025-03-23T00:21:46.606Z,2025-03-23T00:21:50Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5596394643,140,48.3,5596394639,155,,5596394641,56,Back,5596394647,212,49.8,5596394645,141,28.6,5596394651,1,,5596394649,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007379,147,44,1,14,53,aj8ytsr2ap33tod0hd8ofzaw9,1,45.4,26.4,2025-03-23T00:21:49.918Z,2025-03-23T02:22:26Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,5596394667,56,Back,5596394723,233,155,5596394669,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007381,155,44,1,14,53,6597wqy6gmpv3zjx7rp8cdj46,0,54.6,73.6,2025-03-23T00:21:49.919Z,2025-03-23T02:22:26Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,5596394727,233,147,5596394695,56,Center,5596394697,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007383,148,1,1,14,54,aj8ytsr2ap33tod0hd8ofzaw9,0,47.0,28.4,2025-03-23T00:21:50.308Z,2025-03-23T02:14:20Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,5596394701,56,Back,5596394699,3,,5596394703,140,49.6,5596394709,213,0.44,5596394707,212,3.0,5596508823,168,,5596394705,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791027741,432,61,1,14,55,6597wqy6gmpv3zjx7rp8cdj46,1,51.0,69.9,2025-03-23T00:21:50.957Z,2025-03-23T01:08:06Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,5596510017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007395,157,1,1,14,56,6597wqy6gmpv3zjx7rp8cdj46,1,46.7,41.3,2025-03-23T00:21:52.508Z,2025-03-24T08:02:09Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,5596394769,141,44.4,5596394773,213,0.27,5596394771,212,7.9,5596394767,140,54.0,5596394765,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007411,158,1,1,14,57,6597wqy6gmpv3zjx7rp8cdj46,1,51.7,55.1,2025-03-23T00:21:53.275Z,2025-03-23T00:21:55Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,5596394881,213,4.95,5596394877,141,32.2,5596394873,56,Center,5596394875,140,55.3,5596394879,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007423,159,1,1,14,59,6597wqy6gmpv3zjx7rp8cdj46,1,55.3,32.2,2025-03-23T00:21:55.196Z,2025-03-23T00:21:56Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,5596394943,212,6.7,5596394945,213,0.52,5596394937,56,Center,5596394941,141,37.1,5596394939,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007457,160,1,1,15,0,6597wqy6gmpv3zjx7rp8cdj46,1,60.8,37.1,2025-03-23T00:21:56.068Z,2025-03-23T00:22:12Z,f21web74a70mly9i28jpa1yvp,C. Martin,1.0,5596395179,213,0.90,5596395177,212,12.8,5596395175,141,51.9,5596395685,210,13,5596395171,56,Center,5596395173,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007461,161,13,1,15,4,6597wqy6gmpv3zjx7rp8cdj46,1,73.9,59.9,2025-03-23T00:22:00.812Z,2025-03-24T08:02:30Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,5596395709,215,,5596395705,102,37.5,5596395197,18,,5596395711,230,98.8,5596738159,75,,5596395199,56,Center,5596395195,22,,5596395707,103,8.3,5596395429,72,5596395699,29,,,5596395701,55,160,5598590257,121,,5596395713,231,,,,,,,,,49.8,,,,,,,,,,,,,
2791007591,149,5,1,15,5,aj8ytsr2ap33tod0hd8ofzaw9,1,-1.6,58.1,2025-03-23T00:22:01.766Z,2025-03-23T02:16:48Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,5596395875,56,Back,5596395877,346,,5596395929,233,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007501,162,5,1,15,5,6597wqy6gmpv3zjx7rp8cdj46,0,101.6,41.9,2025-03-23T00:22:01.766Z,2025-03-23T02:16:48Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,5596395411,56,Center,5596395937,233,149,5596395413,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007603,150,1,1,15,22,aj8ytsr2ap33tod0hd8ofzaw9,1,3.4,52.2,2025-03-23T00:22:18.662Z,2025-03-23T00:22:20Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5596395955,213,5.06,5596395959,237,,5596395953,212,12.8,5596395945,124,,5596395947,56,Back,5596395951,141,34.5,5596395949,140,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007639,151,1,1,15,24,aj8ytsr2ap33tod0hd8ofzaw9,1,7.5,34.5,2025-03-23T00:22:20.063Z,2025-03-23T00:22:24Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5596396123,56,Back,5596396131,213,0.05,5596396127,141,35.8,5596396125,140,25.5,5596396129,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007655,152,1,1,15,28,aj8ytsr2ap33tod0hd8ofzaw9,0,27.3,34.8,2025-03-23T00:22:24.551Z,2025-03-23T00:22:26Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5596396187,141,22.5,5596396183,56,Back,5596396185,140,32.9,5596396191,213,5.33,5596396189,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007671,163,8,1,15,31,6597wqy6gmpv3zjx7rp8cdj46,1,65.3,77.5,2025-03-23T00:22:27.459Z,2025-03-24T08:02:56Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,5598590267,385,,5596396267,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007673,153,4,1,15,33,aj8ytsr2ap33tod0hd8ofzaw9,1,38.7,21.3,2025-03-23T00:22:29.038Z,2025-03-24T08:03:08Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,5598590273,294,,5596396313,152,,5596396317,286,,5596396311,56,Back,5596396367,233,164,5596396309,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007677,164,4,1,15,33,6597wqy6gmpv3zjx7rp8cdj46,0,61.3,78.7,2025-03-23T00:22:29.039Z,2025-03-24T08:03:05Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,5596396355,285,,5598590271,294,,5596396349,56,Center,5596396351,152,,5596396377,233,153,5596396347,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007745,154,1,1,15,45,aj8ytsr2ap33tod0hd8ofzaw9,1,44.2,24.4,2025-03-23T00:22:41.222Z,2025-03-23T00:22:44Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5596396731,213,2.40,5596396721,152,,5596396723,56,Back,5596396729,212,10.8,5596396727,141,35.1,5596396719,5,,5596396725,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007761,155,1,1,15,48,aj8ytsr2ap33tod0hd8ofzaw9,1,36.1,34.6,2025-03-23T00:22:44.214Z,2025-03-23T02:14:23Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5596396833,141,20.7,5596396835,212,10.0,5596396837,213,5.03,5596396829,56,Back,5596396831,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007787,156,1,1,15,50,aj8ytsr2ap33tod0hd8ofzaw9,1,39.6,22.4,2025-03-23T00:22:46.127Z,2025-03-23T02:14:25Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5596397011,140,43.6,5596397013,141,28.6,5596397009,56,Back,5596397017,213,0.79,5596397015,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007813,157,1,1,15,55,aj8ytsr2ap33tod0hd8ofzaw9,1,43.9,28.6,2025-03-23T00:22:51.566Z,2025-03-23T02:14:26Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,5596397147,141,10.4,5596397143,56,Back,5596397145,140,46.4,5596397151,213,4.92,5596397149,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007829,165,83,1,15,56,6597wqy6gmpv3zjx7rp8cdj46,0,68.2,92.9,2025-03-23T00:22:52.477Z,2025-03-23T02:14:28Z,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,,5596397433,399,2imizu6je16b3ssheijycxjh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007849,158,1,1,15,57,aj8ytsr2ap33tod0hd8ofzaw9,1,46.4,10.4,2025-03-23T00:22:53.446Z,2025-03-23T02:14:30Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5596397383,56,Back,5596397387,141,30.4,5596397385,140,12.8,5596397393,1,,5596397389,212,37.8,5596397391,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007853,159,1,1,16,3,aj8ytsr2ap33tod0hd8ofzaw9,1,12.8,30.4,2025-03-23T00:22:59.886Z,2025-03-23T00:23:02Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5596397409,140,23.8,5596397411,141,13.4,5596397407,56,Back,5596397415,213,5.50,5596397413,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007945,160,1,1,16,9,aj8ytsr2ap33tod0hd8ofzaw9,1,37.7,10.6,2025-03-23T00:23:05.678Z,2025-03-23T00:23:11Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5596397913,1,,5596397903,56,Right,5596397911,213,0.09,5596397907,141,17.4,5596397905,140,85.7,5596397909,212,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007951,161,4,1,16,14,aj8ytsr2ap33tod0hd8ofzaw9,1,82.4,14.0,2025-03-23T00:23:10.371Z,2025-03-23T00:23:19Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,5596398139,286,,5596398141,233,166,5596398135,152,,5596398131,13,,5596398261,294,,5596398133,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791007939,166,4,1,16,14,6597wqy6gmpv3zjx7rp8cdj46,0,17.6,86.0,2025-03-23T00:23:10.372Z,2025-03-23T00:23:19Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,5596397995,13,,5596397997,294,,5596398175,233,161,5596397999,56,Back,5596398001,152,,5596398003,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008197,162,1,1,16,53,aj8ytsr2ap33tod0hd8ofzaw9,0,85.3,11.9,2025-03-23T00:23:49.214Z,2025-03-24T08:03:57Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5596399463,155,,5596399479,141,19.2,5596399487,213,1.23,5596399475,140,87.0,5596399471,56,Right,5596399467,152,,5596399483,212,5.3,5596399457,2,,5598590297,20,5598590295,224,,,5596399459,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791028829,438,61,1,16,57,6597wqy6gmpv3zjx7rp8cdj46,1,12.2,78.1,2025-03-23T00:23:53.572Z,2025-03-23T01:11:24Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,5596517161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008229,167,12,1,16,58,6597wqy6gmpv3zjx7rp8cdj46,1,21.4,59.4,2025-03-23T00:23:54.740Z,2025-03-23T02:14:33Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,5596399667,140,31.4,5596399671,212,11.7,5596399665,56,Back,5596399687,15,,5596399669,141,51.8,5596399673,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008245,163,1,1,16,59,aj8ytsr2ap33tod0hd8ofzaw9,1,60.8,49.3,2025-03-23T00:23:55.255Z,2025-03-23T01:13:48Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5596399761,213,0.29,5596399759,212,4.8,5596399755,140,65.2,5596399753,56,Center,5596399757,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008269,164,2,1,17,0,aj8ytsr2ap33tod0hd8ofzaw9,1,67.9,52.1,2025-03-23T00:23:56.758Z,2025-03-23T02:14:36Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5596399911,140,86.9,5596399909,56,Center,5596399913,141,52.8,5596400299,7,d99eakp27bro9g50wpzti8rca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008311,168,55,1,17,0,6597wqy6gmpv3zjx7rp8cdj46,1,13.0,48.2,2025-03-23T00:23:56.759Z,2025-03-23T02:14:38Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,5596528463,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008273,165,43,1,17,3,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-03-23T00:23:59.006Z,2025-03-23T00:24:11Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,5596400455,144,61,5596399923,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008419,169,1,1,17,21,6597wqy6gmpv3zjx7rp8cdj46,1,11.7,53.4,2025-03-23T00:24:17.180Z,2025-03-23T00:24:18Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,5596400791,141,66.0,5596400789,140,11.7,5596400793,212,8.6,5596400785,56,Back,5596400781,5,,5596400795,213,1.57,5596400783,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008435,170,1,1,17,22,6597wqy6gmpv3zjx7rp8cdj46,1,11.7,65.4,2025-03-23T00:24:18.341Z,2025-03-23T00:24:20Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,5596400897,213,0.54,5596400893,141,80.0,5596400895,212,19.2,5596400891,140,27.3,5596400889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791031431,489,3,1,17,23,6597wqy6gmpv3zjx7rp8cdj46,1,27.6,86.6,2025-03-23T00:24:19.180Z,2025-03-24T08:04:51Z,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,,5596533361,233,515,5598590331,465,,5596532891,56,Back,5596532893,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791031427,515,45,1,17,23,aj8ytsr2ap33tod0hd8ofzaw9,0,72.4,13.4,2025-03-23T00:24:19.180Z,2025-03-23T02:20:50Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,5596533341,286,,5596533381,233,489,5596533337,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008441,171,1,1,17,24,6597wqy6gmpv3zjx7rp8cdj46,1,30.2,87.5,2025-03-23T00:24:20.174Z,2025-03-23T02:14:40Z,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,,5596400969,56,Back,5596400973,141,88.3,5596400975,212,18.9,5596400977,213,0.03,5596400971,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008477,172,1,1,17,26,6597wqy6gmpv3zjx7rp8cdj46,0,40.7,95.7,2025-03-23T00:24:22.174Z,2025-03-24T08:04:58Z,68lho3sxw1cm1acgk4phg9wtm,A. Al-Qaq,,5596401181,213,4.71,5596401175,140,40.7,5596401173,56,Back,5596401177,141,88.3,5596401179,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791405583,891,8,1,17,26,aj8ytsr2ap33tod0hd8ofzaw9,1,58.6,11.0,2025-03-23T00:24:22.549Z,2025-03-24T08:05:17Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5598590339,385,,5598590333,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008481,166,83,1,17,31,aj8ytsr2ap33tod0hd8ofzaw9,0,33.5,6.1,2025-03-23T00:24:27.766Z,2025-03-23T02:14:43Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,5596537593,399,8e6kj3506n4gum041dok8v1ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008483,173,3,1,17,32,6597wqy6gmpv3zjx7rp8cdj46,0,70.2,90.6,2025-03-23T00:24:28.220Z,2025-03-24T08:05:23Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,5596401305,233,167,5598590341,465,,5596401193,56,Left,5596401195,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008507,167,7,1,17,32,aj8ytsr2ap33tod0hd8ofzaw9,1,29.8,9.4,2025-03-23T00:24:28.221Z,2025-03-24T08:05:26Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5598590343,385,,5596401285,285,,5596401289,233,173,5598590345,178,,5596401283,56,Back,5596401281,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008517,168,5,1,17,33,aj8ytsr2ap33tod0hd8ofzaw9,0,28.0,-2.0,2025-03-23T00:24:29.845Z,2025-03-23T02:16:49Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,5596402239,233,174,5596401339,347,,5596401337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008495,174,5,1,17,33,6597wqy6gmpv3zjx7rp8cdj46,1,72.0,102.0,2025-03-23T00:24:29.845Z,2025-03-23T02:16:49Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,5596402209,233,168,5596401247,347,,5596401245,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008621,175,1,1,17,52,6597wqy6gmpv3zjx7rp8cdj46,1,69.7,100.0,2025-03-23T00:24:48.004Z,2025-03-24T08:05:48Z,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,,5596402337,107,,5596402009,56,Left,5596402011,140,69.4,5596402017,213,4.67,5596402015,212,6.7,5596402013,141,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008627,176,4,1,17,56,6597wqy6gmpv3zjx7rp8cdj46,1,64.4,90.1,2025-03-23T00:24:52.148Z,2025-03-24T08:06:03Z,f21web74a70mly9i28jpa1yvp,C. Martin,,5596402043,56,Left,5596402045,152,,5596402277,233,169,5598590403,294,,5596402049,286,,5596402041,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008631,169,4,1,17,56,aj8ytsr2ap33tod0hd8ofzaw9,0,35.6,9.9,2025-03-23T00:24:52.149Z,2025-03-24T08:06:00Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,5596402287,233,176,5596402179,13,,5596402187,285,,5596402181,56,Back,5598590389,294,,5596402183,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008871,177,1,1,18,40,6597wqy6gmpv3zjx7rp8cdj46,0,68.5,91.4,2025-03-23T00:25:36.109Z,2025-03-24T08:06:18Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,5596403607,155,,5598590411,72,,5596403615,141,60.0,5596403619,213,5.48,5598590409,224,,5596403613,140,88.2,5596403605,5,,5596403617,212,29.7,5596403609,152,5596403603,2,,,5596403611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008883,170,12,1,18,42,aj8ytsr2ap33tod0hd8ofzaw9,1,19.1,29.8,2025-03-23T00:25:38.286Z,2025-03-23T00:25:46Z,1o7iht0ow216jvo5qm64akup6,S. Stojanovic,,5596403669,212,28.7,5596403671,213,1.23,5596403667,141,69.6,5596403663,56,Back,5596403665,140,28.1,5596403685,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008919,178,1,1,18,44,6597wqy6gmpv3zjx7rp8cdj46,1,75.9,21.6,2025-03-23T00:25:40.324Z,2025-03-23T00:25:44Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,5596403919,213,2.33,5596403911,56,Center,5596403915,141,32.1,5596403913,140,69.5,5596403917,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008927,179,1,1,18,47,6597wqy6gmpv3zjx7rp8cdj46,0,67.6,21.0,2025-03-23T00:25:43.956Z,2025-03-24T08:06:37Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,5596403967,155,,5598590413,224,,5596403973,141,56.4,5596404135,233,171,5596403979,1,,5596403975,212,37.6,5598590415,20,,5596403971,140,95.1,5596403965,2,5596403969,56,Center,,5596403977,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008941,171,11,1,18,50,aj8ytsr2ap33tod0hd8ofzaw9,1,3.6,46.7,2025-03-23T00:25:46.110Z,2025-03-24T08:06:41Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5596404045,88,,5596404043,56,Back,5596404103,233,179,5598590419,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791008977,172,1,1,18,53,aj8ytsr2ap33tod0hd8ofzaw9,1,10.3,58.7,2025-03-23T00:25:49.591Z,2025-03-23T00:25:51Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,5596404215,141,75.4,5596404213,140,11.7,5596404217,212,11.5,5596404211,56,Back,5596404209,123,,5596404219,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791009007,173,1,1,18,55,aj8ytsr2ap33tod0hd8ofzaw9,1,13.8,73.6,2025-03-23T00:25:51.382Z,2025-03-23T00:25:56Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,5596404411,56,Back,5596404419,213,0.69,5596404417,212,23.9,5596404413,140,31.4,5596404415,141,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
