id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value
2803408155,238,1,1,25,55,c9xffml4i7ihblp1qhus9w3fu,1,27.3,39.5,2025-04-19T20:32:26.533Z,2025-04-19T20:32:31Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664585923,56,Back,5664585929,212,24.3,5664585927,141,75.3,5664585931,213,1.59,5664585925,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408189,239,1,1,26,0,c9xffml4i7ihblp1qhus9w3fu,1,28.9,76.0,2025-04-19T20:32:31.150Z,2025-04-19T20:32:34Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664586117,141,64.5,5664586119,212,15.7,5664586113,140,41.9,5664586111,56,Back,5664586121,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408209,240,1,1,26,3,c9xffml4i7ihblp1qhus9w3fu,1,41.9,64.5,2025-04-19T20:32:33.877Z,2025-04-19T20:32:35Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664586237,213,2.36,5664586229,56,Back,5664586235,212,13.7,5664586233,141,78.7,5664586231,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408235,241,1,1,26,4,c9xffml4i7ihblp1qhus9w3fu,1,32.6,78.7,2025-04-19T20:32:35.293Z,2025-04-19T20:32:38Z,ece6sffb02drwz4brwndn0rh0,R. Hamouda,,,5664586421,213,4.62,5664586413,141,37.7,5664586405,56,Back,5664586417,212,28.0,5664586409,140,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408299,242,1,1,26,7,c9xffml4i7ihblp1qhus9w3fu,1,30.1,37.7,2025-04-19T20:32:38.397Z,2025-04-19T20:32:42Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5664586727,56,Back,5664586731,141,11.9,5664586729,140,43.0,5664586735,213,5.37,5664586733,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408313,243,1,1,26,11,c9xffml4i7ihblp1qhus9w3fu,1,43.0,11.9,2025-04-19T20:32:42.222Z,2025-04-19T20:33:22Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664586815,141,13.7,5664586817,212,11.8,5664586819,213,3.04,5664586813,140,31.8,5664586811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408339,244,1,1,26,14,c9xffml4i7ihblp1qhus9w3fu,0,31.8,13.7,2025-04-19T20:32:45.398Z,2025-04-19T23:13:59Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5664586989,1,,5664586987,213,5.97,5664587165,286,,5664586985,212,2.4,5664587159,236,,5664586979,56,Back,5664586981,140,34.0,5664587161,233,196,5664586977,157,,5664586983,141,12.6,,,,,,,,,,,,,,,,,,,,
2803408371,196,74,1,26,14,2n3wgr89m7jl8tmioemit2pgq,1,70.7,83.5,2025-04-19T20:32:45.399Z,2025-04-19T22:28:24Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5664587127,285,,5664587125,56,Left,5664587179,233,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408381,197,5,1,26,18,2n3wgr89m7jl8tmioemit2pgq,0,74.4,101.5,2025-04-19T20:32:49.462Z,2025-04-19T23:21:46Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5664587193,347,,5664587191,56,Left,5664588081,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408515,245,5,1,26,18,c9xffml4i7ihblp1qhus9w3fu,1,25.6,-1.5,2025-04-19T20:32:49.462Z,2025-04-19T23:21:45Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664588025,56,Back,5664588051,233,197,5664588027,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408557,246,1,1,26,30,c9xffml4i7ihblp1qhus9w3fu,0,41.0,0.0,2025-04-19T20:33:01.398Z,2025-04-19T20:33:05Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664588287,1,,5664588271,56,Right,5664588283,213,0.16,5664588279,141,5.3,5664588281,212,28.4,5664588275,140,67.7,5664588269,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408633,199,1,1,26,35,2n3wgr89m7jl8tmioemit2pgq,1,29.6,82.4,2025-04-19T20:33:06.658Z,2025-04-19T20:33:10Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664588713,212,5.7,5664588707,140,32.8,5664588709,141,75.6,5664588705,56,Back,5664588715,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408665,200,1,1,26,38,2n3wgr89m7jl8tmioemit2pgq,1,33.0,66.7,2025-04-19T20:33:09.811Z,2025-04-19T20:33:12Z,6rbvn6lklv4k19jq17erwym7d,J. Ingram,,,5664588913,212,18.8,5664588915,213,2.75,5664588911,141,77.2,5664588903,56,Back,5664588907,140,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408767,201,1,1,26,41,2n3wgr89m7jl8tmioemit2pgq,1,28.1,79.4,2025-04-19T20:33:12.099Z,2025-04-19T20:33:18Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664589415,213,4.83,5664589407,56,Back,5664589409,140,30.4,5664589411,141,48.7,5664589413,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408797,202,1,1,26,47,2n3wgr89m7jl8tmioemit2pgq,1,32.9,33.6,2025-04-19T20:33:18.291Z,2025-04-19T20:33:22Z,16si0dgkuqvahp0x1bjr37xuc,Junior Moreira,,,5664589685,213,2.02,5664589683,212,25.3,5664589679,140,22.5,5664589681,141,67.2,5664589675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408845,203,1,1,26,51,2n3wgr89m7jl8tmioemit2pgq,1,26.7,65.5,2025-04-19T20:33:22.218Z,2025-04-19T20:33:26Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664589935,212,18.8,5664589929,56,Back,5664589933,141,86.0,5664589931,140,38.7,5664589937,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408869,204,1,1,26,55,2n3wgr89m7jl8tmioemit2pgq,1,37.3,85.0,2025-04-19T20:33:26.043Z,2025-04-19T20:33:28Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5664590075,212,24.6,5664590073,141,89.1,5664590071,140,60.6,5664590077,213,0.11,5664590069,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408909,205,1,1,26,56,2n3wgr89m7jl8tmioemit2pgq,1,60.7,89.3,2025-04-19T20:33:27.810Z,2025-04-19T20:33:31Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5664590301,213,4.40,5664590295,140,58.3,5664590291,56,Center,5664590297,141,77.9,5664590299,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409529,213,3,1,26,59,2n3wgr89m7jl8tmioemit2pgq,1,64.4,77.8,2025-04-19T20:33:30.174Z,2025-04-19T20:34:22Z,6rbvn6lklv4k19jq17erwym7d,J. Ingram,,,5664593779,56,Center,5664593781,286,,5664593829,233,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408901,247,45,1,26,59,c9xffml4i7ihblp1qhus9w3fu,0,35.6,22.2,2025-04-19T20:33:30.174Z,2025-04-19T20:36:17Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664590233,285,,5664590231,56,Back,5664593897,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408937,206,1,1,26,59,2n3wgr89m7jl8tmioemit2pgq,1,58.3,77.2,2025-04-19T20:33:30.803Z,2025-04-19T20:33:33Z,6rbvn6lklv4k19jq17erwym7d,J. Ingram,,,5664590455,56,Center,5664590457,140,70.3,5664590459,141,63.7,5664590461,212,15.6,5664590463,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408941,207,1,1,27,2,2n3wgr89m7jl8tmioemit2pgq,0,70.3,63.7,2025-04-19T20:33:33.307Z,2025-04-19T20:33:34Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5664590487,141,71.2,5664590491,213,1.15,5664590489,212,5.6,5664590483,56,Center,5664590485,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408945,248,1,1,27,2,c9xffml4i7ihblp1qhus9w3fu,0,33.4,32.5,2025-04-19T20:33:33.822Z,2025-04-19T21:00:25Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664590505,213,5.83,5664590507,1,,5664590503,212,0.5,5664590501,141,32.2,5664590497,56,Back,5664590495,157,,5664703867,286,,5664703863,233,208,5664703861,236,,5664590499,140,33.8,,,,,,,,,,,,,,,,,,,,
2803408987,208,74,1,27,2,2n3wgr89m7jl8tmioemit2pgq,1,83.9,74.0,2025-04-19T20:33:33.823Z,2025-04-19T22:28:25Z,6rbvn6lklv4k19jq17erwym7d,J. Ingram,,,5664703845,56,Center,5664703879,233,248,5664703849,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803408975,249,43,1,27,4,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-04-19T20:33:35.718Z,2025-04-19T20:35:01Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664597113,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409021,250,12,1,27,7,c9xffml4i7ihblp1qhus9w3fu,1,12.5,40.7,2025-04-19T20:33:37.853Z,2025-04-19T20:35:05Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5664590869,140,35.6,5664590867,56,Back,5664590875,213,6.07,5664590873,212,24.8,5664590871,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409035,251,1,1,27,8,c9xffml4i7ihblp1qhus9w3fu,1,35.6,33.1,2025-04-19T20:33:39.261Z,2025-04-19T20:33:40Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5664590949,213,4.48,5664590937,3,,5664590939,56,Back,5664590945,212,3.6,5664590941,140,34.8,5664590943,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409183,253,1,1,27,9,c9xffml4i7ihblp1qhus9w3fu,1,34.8,27.9,2025-04-19T20:33:40.757Z,2025-04-19T20:33:50Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5664591765,140,75.6,5664591767,141,85.0,5664591769,212,57.8,5664591771,213,0.74,5664591773,1,,5664591763,56,Left,5664591761,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409177,209,83,1,27,19,2n3wgr89m7jl8tmioemit2pgq,0,28.3,25.3,2025-04-19T20:33:50.450Z,2025-04-19T20:33:51Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5664591835,399,7drelguz6c1htw10sq7zyxh0q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409187,254,61,1,27,19,c9xffml4i7ihblp1qhus9w3fu,0,76.7,77.8,2025-04-19T20:33:50.774Z,2025-04-19T20:37:00Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664591791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409299,210,12,1,27,23,2n3wgr89m7jl8tmioemit2pgq,1,10.4,32.7,2025-04-19T20:33:54.612Z,2025-04-19T21:01:38Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664592459,56,Back,5664592463,141,33.9,5664592465,212,6.4,5664592461,140,4.4,5664592467,213,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409313,212,6,1,27,24,2n3wgr89m7jl8tmioemit2pgq,0,8.6,32.7,2025-04-19T20:33:54.974Z,2025-04-19T22:27:45Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664592523,73,,5664592521,56,Back,5664592603,233,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409243,255,6,1,27,24,c9xffml4i7ihblp1qhus9w3fu,1,91.4,67.3,2025-04-19T20:33:54.974Z,2025-04-19T22:27:45Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664592195,73,,5664592193,56,Center,5664592555,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409301,211,43,1,27,28,2n3wgr89m7jl8tmioemit2pgq,1,0.0,0.0,2025-04-19T20:33:59.002Z,2025-04-19T21:01:35Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5664592473,56,Back,5664707491,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409745,256,1,1,28,0,c9xffml4i7ihblp1qhus9w3fu,0,99.5,99.6,2025-04-19T20:34:31.678Z,2025-04-19T20:34:34Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664595015,213,4.49,5664595005,223,,5664595017,1,,5664595009,140,91.6,5664595007,56,Center,5664595013,212,37.5,5664594999,2,,5664595001,6,,5664595003,155,,5664595011,141,45.8,,,,,,,,,,,,,,,,,,,,
2803409773,214,12,1,28,6,2n3wgr89m7jl8tmioemit2pgq,1,10.5,58.7,2025-04-19T20:34:37.098Z,2025-04-19T20:34:52Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5664595187,15,,5664595173,56,Back,5664595181,213,6.07,5664595179,212,20.9,5664595177,141,52.2,5664595175,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409815,257,1,1,28,7,c9xffml4i7ihblp1qhus9w3fu,1,71.9,53.7,2025-04-19T20:34:38.565Z,2025-04-19T20:34:42Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664595425,56,Center,5664595427,140,72.2,5664595431,212,7.2,5664595429,141,64.3,5664595433,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409889,258,1,1,28,11,c9xffml4i7ihblp1qhus9w3fu,1,72.2,64.3,2025-04-19T20:34:41.836Z,2025-04-19T20:34:47Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5664595841,56,Center,5664595843,140,55.8,5664595849,213,3.63,5664595847,212,19.5,5664595845,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409903,259,1,1,28,16,c9xffml4i7ihblp1qhus9w3fu,1,55.9,51.0,2025-04-19T20:34:47.150Z,2025-04-19T20:37:13Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664595961,155,,5664595999,141,74.7,5664595997,140,98.8,5664595995,56,Center,5664596003,213,0.34,5664596001,212,47.8,5664596193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409953,260,1,1,28,19,c9xffml4i7ihblp1qhus9w3fu,0,98.8,74.7,2025-04-19T20:34:49.909Z,2025-04-19T20:34:53Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664596229,212,3.3,5664596513,236,,5664596227,141,70.6,5664596231,213,4.17,5664596225,140,97.2,5664596515,233,215,5664596223,56,Center,5664596519,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409987,215,74,1,28,19,2n3wgr89m7jl8tmioemit2pgq,1,7.7,16.8,2025-04-19T20:34:49.910Z,2025-04-19T22:28:25Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664596427,285,,5664596587,233,260,5664596425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410003,216,6,1,28,20,2n3wgr89m7jl8tmioemit2pgq,0,0.3,29.0,2025-04-19T20:34:51.790Z,2025-04-19T22:27:46Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664596657,233,261,5664596539,73,,5664596537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803409971,261,6,1,28,20,c9xffml4i7ihblp1qhus9w3fu,1,99.7,71.0,2025-04-19T20:34:51.790Z,2025-04-19T22:27:46Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664596407,56,Center,5664596411,73,,5664596619,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410165,262,1,1,28,35,c9xffml4i7ihblp1qhus9w3fu,1,99.9,99.3,2025-04-19T20:35:06.805Z,2025-04-19T20:35:13Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664597541,6,,5664597543,56,Left,5664597549,212,15.9,5664597547,141,83.0,5664597551,213,3.91,5664597545,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410197,263,1,1,28,37,c9xffml4i7ihblp1qhus9w3fu,1,89.0,83.0,2025-04-19T20:35:08.373Z,2025-04-19T20:35:11Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664597723,56,Center,5664597725,140,61.3,5664597727,141,65.8,5664597731,213,3.52,5664597729,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410233,264,1,1,28,40,c9xffml4i7ihblp1qhus9w3fu,1,61.8,65.5,2025-04-19T20:35:11.509Z,2025-04-19T20:35:13Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664597925,212,19.7,5664597921,141,84.4,5664597929,213,0.71,5664597917,56,Left,5664597919,140,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410281,265,1,1,28,43,c9xffml4i7ihblp1qhus9w3fu,1,76.0,84.4,2025-04-19T20:35:14.509Z,2025-04-19T20:35:17Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664598215,56,Center,5664598217,140,87.6,5664598219,141,69.9,5664598223,213,5.60,5664598221,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410291,266,1,1,28,46,c9xffml4i7ihblp1qhus9w3fu,0,96.4,71.4,2025-04-19T20:35:17.317Z,2025-04-19T20:35:18Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5664598277,141,49.7,5664598279,212,14.8,5664598281,213,4.62,5664598275,140,95.1,5664598273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410831,217,12,1,28,50,2n3wgr89m7jl8tmioemit2pgq,1,6.9,37.4,2025-04-19T20:35:21.643Z,2025-04-19T20:36:00Z,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,,,5664601393,140,26.8,5664601395,141,18.6,5664601391,56,Back,5664601397,212,24.5,5664601399,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410385,267,1,1,28,51,c9xffml4i7ihblp1qhus9w3fu,1,82.3,86.2,2025-04-19T20:35:22.597Z,2025-04-19T20:35:24Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664598785,141,86.2,5664598787,212,3.4,5664598789,213,0.00,5664598783,140,85.5,5664598781,56,Left,5664598779,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410429,268,1,1,28,53,c9xffml4i7ihblp1qhus9w3fu,1,85.8,86.0,2025-04-19T20:35:24.430Z,2025-04-19T20:37:28Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664598961,213,3.30,5664599105,1,,5664598953,56,Back,5664598951,155,,5664598955,140,49.7,5664598957,141,77.3,5664598959,212,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410507,269,1,1,28,58,c9xffml4i7ihblp1qhus9w3fu,1,49.7,77.3,2025-04-19T20:35:29.701Z,2025-04-19T20:35:33Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664599421,140,55.4,5664599423,141,87.5,5664599425,212,9.2,5664599427,213,0.86,5664599419,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410561,270,1,1,29,2,c9xffml4i7ihblp1qhus9w3fu,1,60.7,86.8,2025-04-19T20:35:33.716Z,2025-04-19T20:35:38Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664599797,141,73.5,5664599799,212,20.7,5664599795,140,43.0,5664599793,56,Back,5664599801,213,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410579,271,1,1,29,7,c9xffml4i7ihblp1qhus9w3fu,1,43.0,73.5,2025-04-19T20:35:38.021Z,2025-04-19T20:35:39Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664599911,212,25.7,5664599913,213,4.67,5664599905,56,Back,5664599907,140,42.0,5664599909,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410605,272,1,1,29,8,c9xffml4i7ihblp1qhus9w3fu,1,42.0,35.7,2025-04-19T20:35:39.788Z,2025-04-19T20:35:42Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5664600065,56,Right,5664600069,141,7.4,5664600067,140,58.5,5664600073,213,5.45,5664600071,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410635,273,1,1,29,11,c9xffml4i7ihblp1qhus9w3fu,1,58.5,7.4,2025-04-19T20:35:42.772Z,2025-04-19T20:35:44Z,dlhfyk6fgvqt3zrr5qfj7c6w9,D. McCartney,,,5664600235,141,18.6,5664600239,213,1.02,5664600237,212,9.0,5664600231,56,Right,5664600233,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410657,274,1,1,29,13,c9xffml4i7ihblp1qhus9w3fu,1,63.0,18.6,2025-04-19T20:35:44.676Z,2025-04-19T20:35:47Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5664600409,212,9.9,5664600407,141,33.1,5664600403,56,Center,5664600411,213,1.65,5664600405,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410689,275,1,1,29,16,c9xffml4i7ihblp1qhus9w3fu,1,60.0,35.5,2025-04-19T20:35:47.029Z,2025-04-19T20:35:49Z,b708ir5u7r34j9oemje8f8z1m,S. McIllhatton,,,5664600585,141,65.8,5664600589,213,1.65,5664600587,212,20.7,5664600581,56,Center,5664600583,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410719,276,1,1,29,18,c9xffml4i7ihblp1qhus9w3fu,1,62.5,67.6,2025-04-19T20:35:49.749Z,2025-04-19T20:35:51Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664600765,56,Center,5664600769,141,69.3,5664600767,140,76.0,5664600773,213,0.08,5664600771,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410741,277,1,1,29,20,c9xffml4i7ihblp1qhus9w3fu,1,76.0,69.3,2025-04-19T20:35:51.781Z,2025-04-19T20:35:54Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664600947,140,71.1,5664600949,141,68.5,5664600951,212,5.2,5664600945,56,Center,5664600953,213,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410767,278,1,1,29,23,c9xffml4i7ihblp1qhus9w3fu,1,69.2,68.8,2025-04-19T20:35:54.189Z,2025-04-19T20:35:56Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5664601065,56,Left,5664601067,140,83.5,5664601075,212,19.8,5664601071,141,87.7,5664601077,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410811,279,1,1,29,25,c9xffml4i7ihblp1qhus9w3fu,1,83.5,87.7,2025-04-19T20:35:56.340Z,2025-04-19T20:38:14Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664601335,213,3.33,5664601329,141,85.6,5664601333,212,7.6,5664601325,140,76.4,5664601323,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410849,280,43,1,29,28,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-04-19T20:35:59.164Z,2025-04-19T20:38:13Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664601547,212,9.4,5664601549,213,0.09,5664601539,56,Left,5664610727,144,1,5664601543,141,86.9,5664601541,140,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410855,281,4,1,29,29,c9xffml4i7ihblp1qhus9w3fu,1,86.6,89.4,2025-04-19T20:36:00.265Z,2025-04-19T20:36:06Z,bxlh35ww96wgrsgfc8blou50p,M. Mensah,,,5664601613,13,,5664601621,286,,5664601615,56,Left,5664601619,265,,5664601617,152,,5664601641,233,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803410835,218,4,1,29,29,2n3wgr89m7jl8tmioemit2pgq,0,13.4,10.6,2025-04-19T20:36:00.266Z,2025-04-19T20:36:08Z,8qqehla9xvhut6uua4a0zcju2,S. Anderson,,,5664601455,13,,5664601681,233,281,5664601457,56,Back,5664601459,152,,5664601461,265,,5664601463,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803411367,282,1,1,30,15,c9xffml4i7ihblp1qhus9w3fu,0,82.3,90.6,2025-04-19T20:36:45.941Z,2025-04-19T21:06:54Z,7drelguz6c1htw10sq7zyxh0q,D. Trejo,,,5664604585,213,5.12,5664604571,5,,5664604587,1,,5664604573,155,,5664604569,2,,5664604581,141,47.3,5664604579,140,94.5,5664604583,212,32.1,5664604577,56,Center,5664604575,152,,,,,,,,,,,,,,,,,,,,,
2803411573,220,1,1,30,35,2n3wgr89m7jl8tmioemit2pgq,1,3.2,53.7,2025-04-19T20:37:05.986Z,2025-04-19T20:37:08Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5664605865,141,74.5,5664605869,213,0.54,5664605867,212,27.4,5664605859,123,,5664605861,56,Back,5664605863,140,25.5,5664605895,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803411605,221,1,1,30,37,2n3wgr89m7jl8tmioemit2pgq,1,25.5,74.5,2025-04-19T20:37:08.131Z,2025-04-19T20:37:09Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5664606025,56,Back,5664606031,141,82.3,5664606027,140,35.3,5664606037,213,0.48,5664606035,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
