id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2810009445,142,1,1,14,36,5x54jbfk11lrsmipgsx7cdbai,1,84.6,94.2,2025-05-04T02:51:23.864Z,2025-05-04T02:51:25Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5700977609,56,Left,5700977615,212,9.9,5700977613,141,79.9,5700977611,140,86.4,5700977617,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009455,143,1,1,14,38,5x54jbfk11lrsmipgsx7cdbai,0,85.3,79.0,2025-05-04T02:51:25.561Z,2025-05-04T02:52:12Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5700977665,141,70.5,5700977663,140,89.6,5700977667,212,7.3,5700977669,213,5.38,5700977661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009467,144,43,1,14,39,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-05-04T02:51:26.544Z,2025-05-04T02:52:11Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5700977721,140,85.1,5700977727,213,3.72,5700977723,141,66.0,5700977719,56,Center,5700979747,144,1,5700977755,156,0,5700977725,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009419,102,8,1,14,39,7c9knuwazz9k9449u5rnuuy5m,1,11.1,30.7,2025-05-04T02:51:27.264Z,2025-05-04T04:53:35Z,9elhnfsovx9efu5f92mkkls7o,C. Pearson,,,5701060691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009473,145,15,1,14,40,5x54jbfk11lrsmipgsx7cdbai,1,85.0,61.0,2025-05-04T02:51:28.128Z,2025-05-04T05:10:53Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5700980285,230,97.1,5700980275,103,19,5700979979,82,,5700980273,102,52.4,5700979975,72,,5700980283,147,58.5,5700980287,231,51.6,5700980289,233,103,5700980271,76,5700980277,328,5700980279,458,,5700980281,146,5700977787,22,,89.4,5700977789,17,5700977791,56,Center,,,,,,,,,,
2810009489,103,10,1,14,40,7c9knuwazz9k9449u5rnuuy5m,1,10.6,41.5,2025-05-04T02:51:28.228Z,2025-05-04T03:36:49Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5700980297,233,145,5700977913,56,Back,5700977911,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009499,104,61,1,14,42,7c9knuwazz9k9449u5rnuuy5m,0,28.8,22.4,2025-05-04T02:51:29.768Z,2025-05-04T04:52:08Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5700977955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009521,146,1,1,14,43,5x54jbfk11lrsmipgsx7cdbai,1,76.3,77.8,2025-05-04T02:51:31.441Z,2025-05-04T02:51:34Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5700978047,140,58.3,5700978051,212,18.9,5700978049,141,77.2,5700978053,213,3.16,5700978045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009553,147,1,1,14,46,5x54jbfk11lrsmipgsx7cdbai,1,58.3,77.2,2025-05-04T02:51:33.984Z,2025-05-04T02:51:37Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5700978237,141,93.0,5700978241,212,21.8,5700978233,56,Left,5700978245,213,0.51,5700978235,140,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009573,148,1,1,14,49,5x54jbfk11lrsmipgsx7cdbai,1,77.3,93.0,2025-05-04T02:51:37.409Z,2025-05-04T02:51:38Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5700978311,141,83.9,5700978315,213,5.57,5700978313,212,9.4,5700978307,56,Left,5700978309,140,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009601,149,1,1,14,51,5x54jbfk11lrsmipgsx7cdbai,0,85.3,84.1,2025-05-04T02:51:38.761Z,2025-05-04T02:51:41Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5700978499,140,89.7,5700978501,141,40.3,5700978497,56,Center,5700978505,213,4.87,5700978493,2,,5700978503,212,30.1,5700978495,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009665,106,1,1,15,0,7c9knuwazz9k9449u5rnuuy5m,1,10.0,67.6,2025-05-04T02:51:47.640Z,2025-05-04T02:51:49Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5700978781,140,19.1,5700978779,56,Back,5700978777,123,,5700978787,213,0.91,5700978783,141,85.7,5700978785,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009691,107,1,1,15,1,7c9knuwazz9k9449u5rnuuy5m,1,19.1,85.7,2025-05-04T02:51:48.911Z,2025-05-04T02:51:51Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5700978893,212,15.7,5700978895,213,0.49,5700978887,56,Back,5700978891,141,96.6,5700978889,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009849,108,1,1,15,4,7c9knuwazz9k9449u5rnuuy5m,1,28.5,92.3,2025-05-04T02:51:51.671Z,2025-05-04T02:52:10Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5700979685,212,33.2,5700979683,141,52.4,5700979677,56,Back,5700979681,140,10.2,5700979687,213,4.10,5700979689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009897,109,1,1,15,22,7c9knuwazz9k9449u5rnuuy5m,1,22.5,44.0,2025-05-04T02:52:09.952Z,2025-05-04T02:52:14Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5700979903,212,12.9,5700979899,140,22.6,5700979897,56,Back,5700979905,213,4.72,5700979901,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810009989,110,1,1,15,26,7c9knuwazz9k9449u5rnuuy5m,1,25.3,23.7,2025-05-04T02:52:14.320Z,2025-05-04T02:52:28Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5700980445,141,54.2,5700980449,213,1.92,5700980447,212,22.0,5700980441,56,Back,5700980443,140,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010017,111,1,1,15,40,7c9knuwazz9k9449u5rnuuy5m,1,24.2,62.7,2025-05-04T02:52:28.225Z,2025-05-04T02:52:32Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5700980587,140,27.8,5700980591,212,20.5,5700980589,141,33.1,5700980585,56,Back,5700980593,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010041,112,1,1,15,45,7c9knuwazz9k9449u5rnuuy5m,0,28.8,25.8,2025-05-04T02:52:32.584Z,2025-05-04T02:52:36Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5700980705,141,45.5,5700980711,1,,5700980707,212,51.0,5700980709,213,0.27,5700980701,56,Center,5700980699,155,,5700980703,140,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010063,150,44,1,15,47,5x54jbfk11lrsmipgsx7cdbai,1,23.6,56.6,2025-05-04T02:52:35.304Z,2025-05-04T02:52:39Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5700980823,56,Back,5700980825,285,,5700980857,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010051,113,44,1,15,47,7c9knuwazz9k9449u5rnuuy5m,0,76.4,43.4,2025-05-04T02:52:35.305Z,2025-05-04T02:52:41Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5700980871,233,150,5700980751,56,Center,5700980753,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010095,151,1,1,15,48,5x54jbfk11lrsmipgsx7cdbai,1,25.5,59.1,2025-05-04T02:52:35.673Z,2025-05-04T03:04:52Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5700981007,212,7.7,5700981009,213,5.99,5700981001,56,Back,5700980999,3,,5700981003,140,32.5,5700981005,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010131,153,1,1,15,51,5x54jbfk11lrsmipgsx7cdbai,1,32.2,55.7,2025-05-04T02:52:38.906Z,2025-05-04T02:52:44Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5700981165,56,Back,5700981173,213,5.34,5700981169,141,36.0,5700981171,212,16.6,5700981167,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010165,154,1,1,15,56,5x54jbfk11lrsmipgsx7cdbai,1,37.3,41.6,2025-05-04T02:52:43.953Z,2025-05-04T02:52:47Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5700981351,213,2.08,5700981349,212,22.8,5700981347,141,70.9,5700981343,56,Back,5700981345,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010181,155,1,1,16,0,5x54jbfk11lrsmipgsx7cdbai,1,27.0,69.3,2025-05-04T02:52:47.546Z,2025-05-04T02:52:50Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5700981433,141,56.3,5700981437,213,5.38,5700981431,140,33.6,5700981429,56,Back,5700981435,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010201,156,1,1,16,2,5x54jbfk11lrsmipgsx7cdbai,1,31.0,55.5,2025-05-04T02:52:50.290Z,2025-05-04T02:52:54Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5700981525,141,34.8,5700981521,56,Back,5700981527,212,14.6,5700981529,213,4.45,5700981523,140,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010243,157,1,1,16,6,5x54jbfk11lrsmipgsx7cdbai,1,26.1,32.1,2025-05-04T02:52:53.834Z,2025-05-04T02:52:59Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5700981701,212,11.4,5700981693,140,34.4,5700981691,56,Back,5700981697,141,42.8,5700981705,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010289,158,1,1,16,11,5x54jbfk11lrsmipgsx7cdbai,1,34.4,52.8,2025-05-04T02:52:59.002Z,2025-05-04T02:53:05Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5700981927,141,82.9,5700981931,213,1.52,5700981929,212,20.5,5700981923,56,Back,5700981925,140,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010295,159,1,1,16,17,5x54jbfk11lrsmipgsx7cdbai,1,35.4,82.9,2025-05-04T02:53:04.930Z,2025-05-04T02:53:05Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5700981991,141,90.9,5700981987,140,42.9,5700981993,212,9.6,5700981983,56,Back,5700981995,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010307,160,1,1,16,18,5x54jbfk11lrsmipgsx7cdbai,1,42.9,90.9,2025-05-04T02:53:05.698Z,2025-05-04T03:35:55Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700982023,56,Back,5700982025,140,32.2,5700982029,212,20.4,5700982031,213,4.13,5700982027,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010327,161,1,1,16,22,5x54jbfk11lrsmipgsx7cdbai,1,36.1,55.8,2025-05-04T02:53:09.578Z,2025-05-04T02:53:10Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5700982143,212,17.2,5700982145,213,4.81,5700982141,141,30.6,5700982137,56,Back,5700982139,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010349,162,1,1,16,23,5x54jbfk11lrsmipgsx7cdbai,1,37.7,30.0,2025-05-04T02:53:10.602Z,2025-05-04T02:53:14Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5700982245,56,Back,5700982253,213,1.97,5700982251,212,17.3,5700982247,140,31.3,5700982249,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010393,163,1,1,16,26,5x54jbfk11lrsmipgsx7cdbai,1,30.3,50.3,2025-05-04T02:53:14.426Z,2025-05-04T02:53:19Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5700982487,212,23.7,5700982489,213,2.62,5700982481,56,Back,5700982485,141,67.8,5700982483,140,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010425,164,1,1,16,32,5x54jbfk11lrsmipgsx7cdbai,1,10.8,67.8,2025-05-04T02:53:19.514Z,2025-05-04T02:53:23Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5700982653,140,27.2,5700982655,141,83.3,5700982651,56,Back,5700982659,213,0.55,5700982657,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010455,165,1,1,16,36,5x54jbfk11lrsmipgsx7cdbai,1,28.3,83.5,2025-05-04T02:53:23.626Z,2025-05-04T02:53:27Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5700982805,213,0.52,5700982799,140,40.0,5700982803,212,14.1,5700982797,56,Back,5700982801,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010475,166,1,1,16,39,5x54jbfk11lrsmipgsx7cdbai,1,57.2,88.1,2025-05-04T02:53:27.234Z,2025-05-04T02:53:30Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700982903,213,4.91,5700982899,141,75.7,5700982897,140,58.8,5700982901,212,8.6,5700982895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010483,167,1,1,16,42,5x54jbfk11lrsmipgsx7cdbai,1,58.8,75.7,2025-05-04T02:53:29.930Z,2025-05-04T02:53:30Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5700982941,212,6.8,5700982939,141,85.7,5700982937,140,59.0,5700982943,213,1.54,5700982935,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010509,168,1,1,16,43,5x54jbfk11lrsmipgsx7cdbai,1,59.0,85.7,2025-05-04T02:53:30.746Z,2025-05-04T02:53:33Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700983059,212,10.4,5700983057,141,93.0,5700983061,213,0.50,5700983055,140,67.7,5700983053,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010535,169,1,1,16,46,5x54jbfk11lrsmipgsx7cdbai,1,67.7,93.0,2025-05-04T02:53:33.586Z,2025-05-04T02:53:37Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5700983193,140,55.0,5700983195,141,85.4,5700983191,56,Left,5700983199,213,3.51,5700983197,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010551,170,1,1,16,49,5x54jbfk11lrsmipgsx7cdbai,1,53.1,83.9,2025-05-04T02:53:37.370Z,2025-05-04T03:36:49Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700983285,141,60.0,5700983287,212,18.6,5700983289,213,4.21,5700983281,56,Back,5700983283,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010583,171,1,1,16,52,5x54jbfk11lrsmipgsx7cdbai,1,44.5,56.6,2025-05-04T02:53:39.562Z,2025-05-04T02:53:40Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5700983385,141,44.6,5700983383,140,44.7,5700983381,56,Back,5700983387,212,8.2,5700983389,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010605,172,1,1,16,53,5x54jbfk11lrsmipgsx7cdbai,1,44.4,41.5,2025-05-04T02:53:40.618Z,2025-05-04T02:53:43Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5700983493,141,77.0,5700983497,213,1.47,5700983491,140,46.8,5700983495,212,24.3,5700983489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010647,173,1,1,16,55,5x54jbfk11lrsmipgsx7cdbai,1,46.8,77.0,2025-05-04T02:53:43.210Z,2025-05-04T02:53:49Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5700983699,56,Left,5700983703,141,84.4,5700983707,213,0.35,5700983701,140,59.8,5700983705,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010653,174,1,1,17,1,5x54jbfk11lrsmipgsx7cdbai,1,63.4,82.4,2025-05-04T02:53:49.323Z,2025-05-04T02:53:50Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700983733,140,67.6,5700983731,56,Left,5700983739,213,1.09,5700983737,212,9.5,5700983735,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010693,175,1,1,17,2,5x54jbfk11lrsmipgsx7cdbai,1,67.6,94.7,2025-05-04T02:53:50.099Z,2025-05-04T02:54:03Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,1.0,,5700983963,140,79.5,5700983961,56,Left,5700983969,213,5.69,5700983967,212,15.1,5700984203,210,13,5700983965,141,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010695,176,13,1,17,7,5x54jbfk11lrsmipgsx7cdbai,1,80.6,75.3,2025-05-04T02:53:54.955Z,2025-05-04T02:54:03Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5700984225,102,44.5,5700983977,56,Center,5700983973,22,,5700984217,85,,5700984219,29,,5700984233,231,52.0,5700984115,20,,5700984227,103,52.8,5700984231,230,5700984229,215,5700984221,55,175,5700983975,18,,,,,,,,,,98.2,,,,,,,,,
2810010821,114,5,1,17,8,7c9knuwazz9k9449u5rnuuy5m,1,-0.8,55.8,2025-05-04T02:53:56.065Z,2025-05-04T04:32:26Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5700984671,56,Back,5700984681,233,177,5700984673,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010707,177,5,1,17,8,5x54jbfk11lrsmipgsx7cdbai,0,100.8,44.2,2025-05-04T02:53:56.065Z,2025-05-04T04:32:27Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5700984035,346,,5700984033,56,Center,5700984721,233,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010841,115,1,1,17,26,7c9knuwazz9k9449u5rnuuy5m,1,5.3,57.6,2025-05-04T02:54:14.026Z,2025-05-04T04:47:05Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5700984775,141,32.7,5700984779,213,5.04,5700984777,212,17.9,5700984769,124,,5700984771,56,Back,5700984783,237,,5700984773,140,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010859,116,1,1,17,29,7c9knuwazz9k9449u5rnuuy5m,1,10.5,32.4,2025-05-04T02:54:16.906Z,2025-05-04T02:54:18Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5700984851,212,20.5,5700984849,141,4.7,5700984847,140,18.2,5700984853,213,5.12,5700984845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010887,117,1,1,17,30,7c9knuwazz9k9449u5rnuuy5m,1,16.8,9.2,2025-05-04T02:54:18.378Z,2025-05-04T02:54:22Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5700984995,56,Back,5700985001,212,24.6,5700985003,213,6.16,5700984997,140,40.1,5700984999,141,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010893,118,3,1,17,34,7c9knuwazz9k9449u5rnuuy5m,0,34.6,4.3,2025-05-04T02:54:22.234Z,2025-05-04T05:00:17Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5700985171,233,178,5700985019,56,Back,5700985175,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010905,178,7,1,17,34,5x54jbfk11lrsmipgsx7cdbai,1,65.4,95.7,2025-05-04T02:54:22.235Z,2025-05-04T05:00:17Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5700985117,285,,5700985161,233,118,5700985115,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010929,180,1,1,17,36,5x54jbfk11lrsmipgsx7cdbai,1,56.6,92.4,2025-05-04T02:54:24.339Z,2025-05-04T02:54:27Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700985235,212,4.2,5700985233,141,86.5,5700985229,56,Left,5700985231,140,57.9,5700985237,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010959,181,1,1,17,39,5x54jbfk11lrsmipgsx7cdbai,1,60.4,79.3,2025-05-04T02:54:27.099Z,2025-05-04T02:54:30Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5700985393,140,65.7,5700985397,212,18.5,5700985399,213,5.02,5700985391,56,Center,5700985395,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010967,182,4,1,17,43,5x54jbfk11lrsmipgsx7cdbai,1,67.3,49.3,2025-05-04T02:54:30.683Z,2025-05-04T04:59:56Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5700985575,286,,5700985607,233,119,5700985573,152,,5700985569,294,,5700985567,13,,5700985571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010979,119,4,1,17,43,7c9knuwazz9k9449u5rnuuy5m,0,32.7,50.7,2025-05-04T02:54:30.684Z,2025-05-04T04:59:56Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5700985585,285,,5700985745,294,,5700985787,233,182,5700985579,56,Back,5700985577,13,,5700985581,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810011013,183,1,1,17,46,5x54jbfk11lrsmipgsx7cdbai,1,61.0,49.9,2025-05-04T02:54:34.131Z,2025-05-04T03:34:49Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5700985727,152,,5700985731,140,83.6,5700985729,56,Right,5700985737,213,5.48,5700985739,1,,5700985733,141,13.7,5701058381,155,,5700985725,5,,5700985735,212,,,,,,,,,,,,,,,,,34.2,,,,,,,,,
2810011077,184,1,1,17,52,5x54jbfk11lrsmipgsx7cdbai,1,90.1,8.3,2025-05-04T02:54:40.356Z,2025-05-04T02:54:42Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5700986041,212,15.3,5700986033,140,75.5,5700986045,213,3.10,5700986029,56,Right,5700986037,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810011097,185,1,1,17,54,5x54jbfk11lrsmipgsx7cdbai,0,73.7,11.1,2025-05-04T02:54:42.459Z,2025-05-04T02:54:45Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5700986145,140,82.5,5700986151,213,0.99,5700986143,56,Center,5700986149,212,16.8,5700986147,141,31.8,5700986141,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810011123,121,1,1,17,57,7c9knuwazz9k9449u5rnuuy5m,1,13.5,60.2,2025-05-04T02:54:45.466Z,2025-05-04T03:34:40Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5700986273,212,14.4,5700986275,213,6.07,5700986267,56,Back,5700986271,141,55.7,5700986269,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810011139,122,1,1,17,59,7c9knuwazz9k9449u5rnuuy5m,1,26.9,55.7,2025-05-04T02:54:46.970Z,2025-05-04T03:34:51Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5700986359,56,Back,5700986367,213,2.07,5700986403,156,,5700986361,140,19.5,5700986363,141,76.6,5700986365,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810011153,123,1,1,18,2,7c9knuwazz9k9449u5rnuuy5m,1,19.5,76.6,2025-05-04T02:54:49.610Z,2025-05-04T03:34:52Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5700986445,140,33.4,5700986443,56,Back,5700986449,212,17.4,5700986451,213,0.57,5700986447,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810011173,124,1,1,18,3,7c9knuwazz9k9449u5rnuuy5m,1,33.8,91.7,2025-05-04T02:54:50.809Z,2025-05-04T02:54:52Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5700986523,213,4.50,5700986515,56,Back,5700986521,212,12.4,5700986519,141,73.9,5700986517,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810011175,125,61,1,18,5,7c9knuwazz9k9449u5rnuuy5m,0,31.3,73.9,2025-05-04T02:54:52.603Z,2025-05-04T02:54:53Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5700986527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810011209,186,1,1,18,7,5x54jbfk11lrsmipgsx7cdbai,1,66.8,25.0,2025-05-04T02:54:54.692Z,2025-05-04T02:54:57Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5700986687,56,Center,5700986691,141,23.0,5700986689,140,61.1,5700986693,212,6.1,5700986695,213,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810011201,126,83,1,18,9,7c9knuwazz9k9449u5rnuuy5m,0,35.9,81.4,2025-05-04T02:54:56.506Z,2025-05-04T02:54:59Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5700986735,399,e2olfsduxvaqsx6rdbaasa356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810011217,188,1,1,18,10,5x54jbfk11lrsmipgsx7cdbai,1,64.0,19.8,2025-05-04T02:54:57.884Z,2025-05-04T02:54:59Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5700986713,212,9.4,5700986709,140,71.0,5700986707,56,Right,5700986715,213,5.62,5700986711,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
