id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/15/value
2813054913,82,1,1,9,0,ck22dnk93ng8ax7wonlff7yms,1,30.9,57.5,2025-05-10T22:16:08.022Z,2025-05-10T22:16:09Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5717818549,141,51.6,5717818553,213,3.36,5717818545,56,Back,5717818551,212,18.2,5717818547,140,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813054975,84,1,1,9,3,ck22dnk93ng8ax7wonlff7yms,1,10.6,53.4,2025-05-10T22:16:11.612Z,2025-05-10T22:16:17Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5717818929,141,13.5,5717818923,157,,5717818927,140,39.6,5717818939,1,,5717818925,56,Back,5717818933,212,40.8,5717818937,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813054991,85,1,1,9,9,ck22dnk93ng8ax7wonlff7yms,1,38.9,13.7,2025-05-10T22:16:17.220Z,2025-05-10T22:16:30Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5717819033,212,14.3,5717819027,56,Back,5717819031,141,18.0,5717819035,213,2.94,5717819029,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055005,86,1,1,9,10,ck22dnk93ng8ax7wonlff7yms,1,25.6,18.0,2025-05-10T22:16:18.676Z,2025-05-10T22:16:20Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5717819123,56,Back,5717819127,141,31.2,5717819129,212,13.3,5717819131,213,0.74,5717819125,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055049,87,1,1,9,12,ck22dnk93ng8ax7wonlff7yms,0,34.9,34.3,2025-05-10T22:16:20.500Z,2025-05-10T22:16:24Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5717819411,56,Right,5717819415,141,0.0,5717819409,157,,5717819419,213,5.55,5717819417,212,36.3,5717819421,1,,5717819413,140,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055155,86,5,1,9,14,5x54jbfk11lrsmipgsx7cdbai,1,42.7,101.6,2025-05-10T22:16:22.863Z,2025-05-11T00:27:28Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5717820133,233,88,5717820089,56,Back,5717820091,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055055,88,5,1,9,14,ck22dnk93ng8ax7wonlff7yms,0,57.3,-1.6,2025-05-10T22:16:22.863Z,2025-05-11T00:27:29Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5717819443,347,,5717819439,56,Right,5717820149,233,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055183,87,1,1,9,30,5x54jbfk11lrsmipgsx7cdbai,1,50.1,100.0,2025-05-10T22:16:38.654Z,2025-05-10T22:16:41Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5717820291,212,19.5,5717820289,141,75.1,5717820283,107,,5717820287,140,57.2,5717820285,56,Center,5717820293,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055187,88,61,1,9,32,5x54jbfk11lrsmipgsx7cdbai,0,57.2,75.1,2025-05-10T22:16:40.654Z,2025-05-11T00:54:33Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5717820305,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055169,89,43,1,9,33,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-05-10T22:16:40.997Z,2025-05-10T22:20:41Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5717833817,144,8,5717820205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055213,91,1,1,9,35,ck22dnk93ng8ax7wonlff7yms,0,47.4,46.4,2025-05-10T22:16:43.668Z,2025-05-10T22:16:45Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5717820453,56,Center,5717820457,141,55.5,5717820461,213,0.24,5717820459,212,26.5,5717820455,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055263,89,12,1,9,39,5x54jbfk11lrsmipgsx7cdbai,1,21.2,34.2,2025-05-10T22:16:47.631Z,2025-05-11T00:54:32Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5717820855,141,13.2,5717820851,56,Back,5717820859,213,5.59,5717820857,212,22.4,5717820853,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055307,91,1,1,9,45,5x54jbfk11lrsmipgsx7cdbai,0,42.0,6.8,2025-05-10T22:16:53.278Z,2025-05-11T00:54:28Z,6j5qn2b7t0165vl1t26v001zo,W. Leggett,,,5717821115,140,41.7,5717821285,233,92,5717821117,141,8.9,5717821121,213,1.79,5717821283,236,,5717821113,56,Back,5717821289,286,,5717821119,212,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055325,92,74,1,9,45,ck22dnk93ng8ax7wonlff7yms,1,55.9,92.6,2025-05-10T22:16:53.279Z,2025-05-11T00:21:45Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5717821215,285,,5717821355,233,91,5717821213,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055347,93,3,1,9,47,ck22dnk93ng8ax7wonlff7yms,0,56.7,90.0,2025-05-10T22:16:55.206Z,2025-05-11T00:21:53Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5717821363,286,,5717821529,233,92,5717821361,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055359,92,7,1,9,47,5x54jbfk11lrsmipgsx7cdbai,1,43.3,10.0,2025-05-10T22:16:55.207Z,2025-05-11T00:54:26Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5717821445,56,Back,5717821485,233,93,5717821447,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813071027,308,1,1,9,49,ck22dnk93ng8ax7wonlff7yms,1,43.7,85.0,2025-05-10T22:16:57.715Z,2025-05-10T22:52:36Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5717918655,140,36.9,5717918659,212,25.2,5717918661,213,4.42,5717918657,141,49.5,5717918653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055377,95,1,1,9,50,ck22dnk93ng8ax7wonlff7yms,1,35.9,49.6,2025-05-10T22:16:58.340Z,2025-05-10T22:16:59Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5717821551,140,50.3,5717821555,212,15.1,5717821549,56,Center,5717821557,213,0.03,5717821553,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055403,96,1,1,9,51,ck22dnk93ng8ax7wonlff7yms,1,50.3,50.3,2025-05-10T22:16:59.420Z,2025-05-10T22:17:01Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717821745,56,Center,5717821753,213,5.13,5717821749,141,25.5,5717821747,140,57.4,5717821751,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055413,97,1,1,9,53,ck22dnk93ng8ax7wonlff7yms,1,57.4,25.5,2025-05-10T22:17:01.340Z,2025-05-10T22:17:02Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5717821845,212,23.8,5717821839,56,Back,5717821841,140,35.1,5717821847,213,2.96,5717821843,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055467,98,1,1,9,54,ck22dnk93ng8ax7wonlff7yms,1,36.9,31.2,2025-05-10T22:17:02.709Z,2025-05-10T22:17:08Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5717822179,140,55.8,5717822181,141,9.8,5717822185,213,5.65,5717822183,212,24.6,5717822177,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055505,99,1,1,10,0,ck22dnk93ng8ax7wonlff7yms,1,60.6,8.8,2025-05-10T22:17:08.061Z,2025-05-10T22:17:10Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5717822421,212,13.6,5717822417,140,71.2,5717822419,141,20.3,5717822423,213,0.61,5717822415,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055589,100,1,1,10,2,ck22dnk93ng8ax7wonlff7yms,1,73.2,17.3,2025-05-10T22:17:10.621Z,2025-05-10T22:17:17Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717822955,56,Right,5717822967,212,8.9,5717822959,140,78.6,5717822971,213,5.41,5717822965,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055599,101,1,1,10,9,ck22dnk93ng8ax7wonlff7yms,0,72.9,18.2,2025-05-10T22:17:17.661Z,2025-05-10T22:17:18Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5717823067,140,91.6,5717823063,155,,5717823073,213,0.70,5717823069,141,42.7,5717823071,212,25.8,5717823061,2,,5717823065,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055611,93,12,1,10,10,5x54jbfk11lrsmipgsx7cdbai,1,9.5,42.8,2025-05-10T22:17:18.591Z,2025-05-10T22:17:22Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5717823123,141,27.7,5717823147,15,,5717823119,56,Back,5717823129,213,5.53,5717823125,212,15.1,5717823121,140,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055661,102,15,1,10,14,ck22dnk93ng8ax7wonlff7yms,1,82.2,57.6,2025-05-10T22:17:22.085Z,2025-05-10T22:17:32Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5717823321,56,Center,5717823923,146,86.0,5717823917,103,19,5717823925,147,55.2,5717823919,215,,5717823317,22,,5717823929,231,51.6,5717823915,102,46.6,5717823319,18,5717823927,230,98.4,,5717823879,20,5717823939,233,94,5717823921,458,5717823913,80,5717823883,82,,,,,,,,,,
2813055671,94,10,1,10,14,5x54jbfk11lrsmipgsx7cdbai,1,14.0,44.8,2025-05-10T22:17:22.185Z,2025-05-10T22:17:32Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5717823403,94,,5717823953,233,102,5717823405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055681,95,6,1,10,15,5x54jbfk11lrsmipgsx7cdbai,0,17.6,35.3,2025-05-10T22:17:23.632Z,2025-05-10T22:17:31Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5717823557,56,Back,5717823561,73,,5717823673,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813055691,103,6,1,10,15,ck22dnk93ng8ax7wonlff7yms,1,82.4,64.7,2025-05-10T22:17:23.632Z,2025-05-11T00:21:39Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5717823641,233,95,5717823613,56,Center,5717823615,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056111,104,1,1,10,58,ck22dnk93ng8ax7wonlff7yms,0,99.5,0.5,2025-05-10T22:18:06.053Z,2025-05-10T22:18:21Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5717826463,212,36.2,5717826451,6,,5717826455,223,,5717826469,1,,5717826459,140,95.9,5717826453,155,,5717826465,213,1.68,5717826457,56,Center,5717826449,2,5717826461,141,53.4,,,,,,,,,,,,,,,,,,,,,,
2813056161,96,5,1,11,5,5x54jbfk11lrsmipgsx7cdbai,1,-1.0,38.8,2025-05-10T22:18:13.680Z,2025-05-11T00:27:29Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5717919587,233,105,5717826891,56,Back,5717826895,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056207,105,5,1,11,5,ck22dnk93ng8ax7wonlff7yms,0,101.0,61.2,2025-05-10T22:18:13.680Z,2025-05-11T00:27:29Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5717827161,346,,5717919615,233,96,5717827159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056165,97,1,1,11,22,5x54jbfk11lrsmipgsx7cdbai,1,3.2,50.0,2025-05-10T22:18:30.088Z,2025-05-10T22:18:31Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5717826925,140,6.1,5717826921,124,,5717826929,212,23.8,5717826935,237,,5717826931,213,4.84,5717826923,56,Back,5717826927,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056183,98,1,1,11,23,5x54jbfk11lrsmipgsx7cdbai,1,6.1,15.3,2025-05-10T22:18:31.416Z,2025-05-10T22:18:33Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5717827027,56,Back,5717827035,213,5.40,5717827031,141,4.6,5717827029,140,11.8,5717827033,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056199,99,1,1,11,25,5x54jbfk11lrsmipgsx7cdbai,0,11.8,4.6,2025-05-10T22:18:33.712Z,2025-05-10T22:18:35Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5717827141,213,0.17,5717827139,212,37.4,5717827131,155,,5717827135,140,46.9,5717827133,56,Back,5717827137,141,13.7,5717827143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056211,106,8,1,11,28,ck22dnk93ng8ax7wonlff7yms,1,54.3,71.7,2025-05-10T22:18:36.494Z,2025-05-10T22:18:37Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5717827175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056289,100,5,1,11,30,5x54jbfk11lrsmipgsx7cdbai,1,48.2,-2.0,2025-05-10T22:18:38.072Z,2025-05-11T00:27:30Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5717827727,347,,5717827725,56,Back,5717827757,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056225,107,5,1,11,30,ck22dnk93ng8ax7wonlff7yms,0,51.8,102.0,2025-05-10T22:18:38.072Z,2025-05-11T00:27:30Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5717827781,233,100,5717827307,347,,5717827305,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056319,101,1,1,11,37,5x54jbfk11lrsmipgsx7cdbai,1,45.8,0.0,2025-05-10T22:18:45.777Z,2025-05-10T22:18:49Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5717827965,56,Back,5717827971,212,20.2,5717827973,213,2.76,5717827969,141,9.1,5717827967,140,28.0,5717827963,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056345,102,1,1,11,41,5x54jbfk11lrsmipgsx7cdbai,1,27.2,15.3,2025-05-10T22:18:49.656Z,2025-05-10T22:18:53Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5717828183,56,Back,5717828193,213,1.96,5717828187,141,50.3,5717828189,212,25.7,5717828185,140,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056369,103,1,1,11,45,5x54jbfk11lrsmipgsx7cdbai,1,18.3,50.1,2025-05-10T22:18:53.552Z,2025-05-10T22:18:58Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5717828397,56,Back,5717828403,212,16.8,5717828399,140,22.2,5717828401,141,26.2,5717828405,213,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056405,104,1,1,11,50,5x54jbfk11lrsmipgsx7cdbai,1,30.5,17.0,2025-05-10T22:18:58.174Z,2025-05-10T22:19:01Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5717828601,56,Back,5717828605,141,41.0,5717828603,140,31.9,5717828607,212,16.4,5717828609,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056437,105,1,1,11,53,5x54jbfk11lrsmipgsx7cdbai,1,34.2,44.9,2025-05-10T22:19:01.769Z,2025-05-10T22:19:05Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5717828817,213,4.70,5717828813,141,16.8,5717828815,212,19.1,5717828811,140,33.9,5717828809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056487,106,1,1,11,57,5x54jbfk11lrsmipgsx7cdbai,1,39.9,8.9,2025-05-10T22:19:05.553Z,2025-05-10T22:19:10Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5717829123,212,40.3,5717829127,1,,5717829119,140,77.7,5717829117,56,Right,5717829113,155,,5717829125,213,0.17,5717829121,141,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056491,107,61,1,12,1,5x54jbfk11lrsmipgsx7cdbai,0,77.8,18.5,2025-05-10T22:19:09.857Z,2025-05-10T22:19:10Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5717829149,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056507,108,5,1,12,2,5x54jbfk11lrsmipgsx7cdbai,0,86.6,-1.4,2025-05-10T22:19:10.670Z,2025-05-11T00:27:31Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5717829269,347,,5717829953,233,108,5717829267,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056589,108,5,1,12,2,ck22dnk93ng8ax7wonlff7yms,1,13.4,101.4,2025-05-10T22:19:10.670Z,2025-05-11T00:27:31Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5717829903,56,Back,5717829905,347,,5717829927,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056601,109,1,1,12,21,ck22dnk93ng8ax7wonlff7yms,0,8.4,100.0,2025-05-10T22:19:29.181Z,2025-05-10T22:19:31Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5717829985,213,5.99,5717829981,141,87.7,5717829967,107,,5717829979,140,38.4,5717829987,1,,5717829983,212,32.9,5717829973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056621,109,1,1,12,25,5x54jbfk11lrsmipgsx7cdbai,0,59.4,13.8,2025-05-10T22:19:33.273Z,2025-05-10T22:19:33Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5717830161,56,Right,5717830165,141,13.8,5717830169,213,0.00,5717830167,212,12.1,5717830159,3,,5717830163,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056631,110,1,1,12,25,ck22dnk93ng8ax7wonlff7yms,1,29.5,82.0,2025-05-10T22:19:33.278Z,2025-05-10T22:19:37Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5717830277,141,93.3,5717830283,1,,5717830273,56,Left,5717830279,212,41.0,5717830271,3,,5717830281,213,0.19,5717830275,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056641,110,45,1,12,29,5x54jbfk11lrsmipgsx7cdbai,0,21.4,19.1,2025-05-10T22:19:37.694Z,2025-05-11T00:22:10Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5717830595,233,111,5717830335,285,,5717830331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056673,111,3,1,12,29,ck22dnk93ng8ax7wonlff7yms,1,78.6,80.9,2025-05-10T22:19:37.694Z,2025-05-11T00:22:10Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5717830579,56,Left,5717830581,286,,5717830583,233,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056683,112,1,1,12,35,ck22dnk93ng8ax7wonlff7yms,0,98.6,64.9,2025-05-10T22:19:43.213Z,2025-05-10T22:19:44Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5717830647,212,11.7,5717830633,56,Center,5717830645,141,49.3,5717830649,213,4.29,5717830635,140,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056721,112,1,1,12,38,5x54jbfk11lrsmipgsx7cdbai,0,9.5,55.5,2025-05-10T22:19:46.561Z,2025-05-10T22:19:48Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5717830897,213,0.64,5717830893,141,89.3,5717830891,140,38.9,5717830889,56,Back,5717830895,212,38.5,5717830901,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056747,113,8,1,12,42,ck22dnk93ng8ax7wonlff7yms,1,64.0,21.9,2025-05-10T22:19:50.031Z,2025-05-10T22:19:50Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717831113,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056789,115,1,1,12,44,ck22dnk93ng8ax7wonlff7yms,1,86.7,19.7,2025-05-10T22:19:52.558Z,2025-05-10T22:19:55Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717831463,213,5.69,5717831455,56,Right,5717831461,212,12.6,5717831457,140,96.7,5717831459,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056807,116,1,1,12,47,ck22dnk93ng8ax7wonlff7yms,1,97.6,8.8,2025-05-10T22:19:55.366Z,2025-05-10T22:19:57Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5717831575,212,18.1,5717831571,140,81.7,5717831573,141,19.2,5717831569,56,Right,5717831577,213,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056823,117,1,1,12,49,ck22dnk93ng8ax7wonlff7yms,1,78.1,20.1,2025-05-10T22:19:57.070Z,2025-05-10T22:19:59Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717831691,56,Center,5717831695,141,35.7,5717831699,213,1.99,5717831697,212,11.6,5717831693,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056845,118,1,1,12,51,ck22dnk93ng8ax7wonlff7yms,1,72.9,32.4,2025-05-10T22:19:59.374Z,2025-05-10T22:20:03Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5717831869,140,78.4,5717831873,212,15.3,5717831871,141,11.6,5717831875,213,5.10,5717831867,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056859,119,1,1,12,55,ck22dnk93ng8ax7wonlff7yms,1,81.8,7.3,2025-05-10T22:20:03.182Z,2025-05-10T22:20:06Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5717832021,56,Right,5717832025,141,20.3,5717832029,213,2.28,5717832027,212,11.6,5717832023,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056909,120,1,1,12,57,ck22dnk93ng8ax7wonlff7yms,1,71.4,24.0,2025-05-10T22:20:05.975Z,2025-05-10T22:20:13Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717832465,155,,5717832475,212,34.8,5717832473,141,68.4,5717832477,213,1.05,5717832469,140,87.9,5717832467,56,Center,5717832479,1,,5717832463,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056979,122,61,1,13,4,ck22dnk93ng8ax7wonlff7yms,0,89.3,67.5,2025-05-10T22:20:12.175Z,2025-05-10T22:20:26Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5717832985,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056905,113,61,1,13,4,5x54jbfk11lrsmipgsx7cdbai,1,6.0,33.6,2025-05-10T22:20:12.676Z,2025-05-10T22:20:12Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5717832435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056915,121,61,1,13,5,ck22dnk93ng8ax7wonlff7yms,1,89.5,69.1,2025-05-10T22:20:13.349Z,2025-05-10T22:20:13Z,1xpjec3sk3ykvgcg67jkxtzo,M. Adedokun,,,5717832517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813056995,115,1,1,13,7,5x54jbfk11lrsmipgsx7cdbai,1,4.1,39.8,2025-05-10T22:20:15.194Z,2025-05-10T22:20:27Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5717833109,213,5.78,5717833111,1,,5717833103,140,31.2,5717833107,212,32.5,5717833101,56,Back,5717833099,123,,5717833105,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813057007,116,1,1,13,18,5x54jbfk11lrsmipgsx7cdbai,1,31.2,16.8,2025-05-10T22:20:26.841Z,2025-05-10T22:20:28Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5717833189,213,2.19,5717833187,212,11.1,5717833183,140,25.1,5717833181,56,Back,5717833185,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813057041,117,1,1,13,19,5x54jbfk11lrsmipgsx7cdbai,1,25.1,30.1,2025-05-10T22:20:27.946Z,2025-05-10T22:20:33Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5717833515,213,1.51,5717833511,141,67.0,5717833509,140,26.6,5717833507,56,Back,5717833513,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813057067,118,1,1,13,25,5x54jbfk11lrsmipgsx7cdbai,1,26.8,68.7,2025-05-10T22:20:33.258Z,2025-05-10T22:20:36Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5717833669,213,0.07,5717833665,141,70.8,5717833661,56,Back,5717833663,140,46.3,5717833667,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813057079,119,1,1,13,28,5x54jbfk11lrsmipgsx7cdbai,1,43.0,68.8,2025-05-10T22:20:36.026Z,2025-05-10T22:20:39Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5717833747,140,32.5,5717833751,212,25.8,5717833745,56,Back,5717833753,213,4.27,5717833749,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
