id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/15/value,qualifier/16/value
2810001247,185,1,1,25,48,aj8ytsr2ap33tod0hd8ofzaw9,0,34.3,90.5,2025-05-04T02:34:05.985Z,2025-05-04T02:34:07Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5700935101,213,4.47,5700935097,141,79.9,5700935095,140,32.6,5700935093,56,Back,5700935099,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001253,185,61,1,25,50,cf5r1qpotp6n5i3vdchsp2en1,1,69.2,25.8,2025-05-04T02:34:08.142Z,2025-05-04T02:34:08Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5700935129,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001285,186,1,1,25,51,cf5r1qpotp6n5i3vdchsp2en1,1,68.2,7.4,2025-05-04T02:34:09.573Z,2025-05-04T02:41:17Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5700935291,56,Right,5700935299,213,2.46,5700935293,140,58.0,5700935297,212,13.8,5700935295,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001297,187,1,1,25,55,cf5r1qpotp6n5i3vdchsp2en1,1,57.8,20.3,2025-05-04T02:34:12.869Z,2025-05-04T02:34:15Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5700935347,212,15.7,5700935345,141,27.1,5700935343,140,72.1,5700935341,56,Center,5700935349,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001317,189,1,1,25,57,cf5r1qpotp6n5i3vdchsp2en1,1,72.1,27.1,2025-05-04T02:34:15.222Z,2025-05-04T02:34:17Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,,5700935439,140,78.4,5700935437,56,Right,5700935445,213,5.19,5700935443,212,14.5,5700935441,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001335,190,1,1,25,59,cf5r1qpotp6n5i3vdchsp2en1,1,75.0,9.5,2025-05-04T02:34:17.150Z,2025-05-04T02:41:16Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5700935503,140,88.9,5700935509,213,0.27,5700935501,56,Right,5700935505,141,15.5,5700935507,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001365,191,1,1,26,1,cf5r1qpotp6n5i3vdchsp2en1,0,88.9,15.5,2025-05-04T02:34:18.702Z,2025-05-04T02:40:58Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5700935703,212,19.2,5700935693,2,,5700935701,141,41.3,5700935699,140,96.3,5700935705,213,1.15,5700935695,155,,5700935697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001485,188,1,1,26,16,aj8ytsr2ap33tod0hd8ofzaw9,1,2.9,54.3,2025-05-04T02:34:34.474Z,2025-05-04T02:34:40Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5700936279,213,5.54,5700936271,56,Back,5700936269,155,,5700936273,140,32.0,5700936277,212,41.4,5700936275,141,13.2,5700936281,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001527,189,1,1,26,25,aj8ytsr2ap33tod0hd8ofzaw9,1,34.8,26.7,2025-05-04T02:34:43.065Z,2025-05-04T02:34:45Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5700936421,56,Back,5700936429,213,3.96,5700936423,140,31.0,5700936425,141,20.4,5700936427,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001535,190,1,1,26,27,aj8ytsr2ap33tod0hd8ofzaw9,1,30.4,17.4,2025-05-04T02:34:45.305Z,2025-05-04T02:34:47Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5700936469,213,0.99,5700936461,56,Back,5700936463,140,33.6,5700936465,141,25.0,5700936467,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001563,191,1,1,26,29,aj8ytsr2ap33tod0hd8ofzaw9,1,33.6,25.0,2025-05-04T02:34:46.849Z,2025-05-04T02:34:50Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5700936579,141,14.4,5700936581,212,23.9,5700936575,56,Right,5700936583,213,5.98,5700936577,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001557,193,43,1,26,31,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-05-04T02:34:49.518Z,2025-05-04T02:34:53Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5700936623,399,2imizu6je16b3ssheijycxjh1,5700936655,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001565,192,4,1,26,32,aj8ytsr2ap33tod0hd8ofzaw9,1,40.3,8.7,2025-05-04T02:34:50.481Z,2025-05-04T03:03:53Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5700936639,233,194,5700936593,56,Back,5700936591,13,,5700936599,286,,5700936597,265,,5700936595,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001571,194,4,1,26,32,cf5r1qpotp6n5i3vdchsp2en1,0,59.7,91.3,2025-05-04T02:34:50.482Z,2025-05-04T03:03:54Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5700936637,285,,5700936635,265,,5700936651,233,192,5700936633,152,,5700936629,13,,5700936631,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001791,193,1,1,27,3,aj8ytsr2ap33tod0hd8ofzaw9,0,36.8,10.4,2025-05-04T02:35:21.066Z,2025-05-04T02:35:23Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5700937717,1,,5700937715,213,0.19,5700937711,141,21.3,5700937713,212,38.4,5700937709,140,72.7,5700937701,5,,5700937703,155,,5700937705,152,,5700937707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001803,195,43,1,27,7,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-05-04T02:35:24.975Z,2025-05-04T02:41:14Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5700949913,144,44,5700937751,56,Back,5700937753,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001809,196,1,1,27,7,cf5r1qpotp6n5i3vdchsp2en1,0,19.1,61.8,2025-05-04T02:35:25.351Z,2025-05-04T02:35:26Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5700937797,212,8.7,5700937795,141,63.9,5700937801,213,0.16,5700937791,56,Back,5700937793,140,27.3,5700937789,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001823,194,1,1,27,8,aj8ytsr2ap33tod0hd8ofzaw9,1,62.0,19.5,2025-05-04T02:35:25.961Z,2025-05-04T02:35:28Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5700937859,56,Right,5700937867,213,5.34,5700937865,212,10.0,5700937861,140,67.6,5700937863,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001841,195,1,1,27,10,aj8ytsr2ap33tod0hd8ofzaw9,1,67.5,15.5,2025-05-04T02:35:28.625Z,2025-05-04T02:35:31Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5700937955,212,20.9,5700937957,213,1.71,5700937949,56,Center,5700937951,140,64.7,5700937953,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001855,196,1,1,27,13,aj8ytsr2ap33tod0hd8ofzaw9,1,70.9,54.6,2025-05-04T02:35:31.537Z,2025-05-04T02:35:34Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5700938039,140,78.0,5700938037,56,Left,5700938045,213,1.26,5700938043,212,24.5,5700938041,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001871,197,1,1,27,16,aj8ytsr2ap33tod0hd8ofzaw9,0,82.6,89.7,2025-05-04T02:35:34.370Z,2025-05-04T02:35:36Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5700938125,155,,5700938127,56,Center,5700938135,213,5.01,5700938133,212,23.6,5700938129,140,89.2,5700938131,141,56.6,5700938123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001881,197,12,1,27,19,cf5r1qpotp6n5i3vdchsp2en1,1,7.9,48.7,2025-05-04T02:35:37.256Z,2025-05-04T02:35:39Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5700938181,140,26.1,5700938183,141,36.7,5700938185,212,20.8,5700938187,213,5.88,5700938195,15,,5700938179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001897,198,83,1,27,21,cf5r1qpotp6n5i3vdchsp2en1,0,27.0,37.3,2025-05-04T02:35:38.871Z,2025-05-04T02:35:43Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5700938325,399,do5q14naxm61jw8px8qvacn4k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001915,198,1,1,27,24,aj8ytsr2ap33tod0hd8ofzaw9,1,68.6,78.7,2025-05-04T02:35:42.305Z,2025-05-04T02:35:44Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5700938309,56,Left,5700938311,140,73.2,5700938313,141,89.6,5700938315,212,8.8,5700938317,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001947,199,1,1,27,26,aj8ytsr2ap33tod0hd8ofzaw9,1,73.2,89.6,2025-05-04T02:35:43.865Z,2025-05-04T02:35:47Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5700938477,141,80.3,5700938475,140,58.6,5700938473,56,Left,5700938479,212,16.6,5700938481,213,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001961,200,1,1,27,30,aj8ytsr2ap33tod0hd8ofzaw9,1,58.6,80.3,2025-05-04T02:35:47.690Z,2025-05-04T02:35:49Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5700938539,140,58.6,5700938545,212,8.4,5700938547,213,4.71,5700938543,141,67.9,5700938535,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001981,201,1,1,27,31,aj8ytsr2ap33tod0hd8ofzaw9,1,58.6,67.9,2025-05-04T02:35:49.362Z,2025-05-04T02:35:53Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5700938661,213,5.40,5700938663,1,,5700938657,141,27.9,5700938655,140,80.0,5700938659,212,35.3,5700938651,155,,5700938653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001995,202,1,1,27,35,aj8ytsr2ap33tod0hd8ofzaw9,1,80.6,20.4,2025-05-04T02:35:53.313Z,2025-05-04T02:35:55Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5700938717,140,67.0,5700938715,56,Center,5700938723,213,3.09,5700938719,141,21.5,5700938721,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002013,203,1,1,27,37,aj8ytsr2ap33tod0hd8ofzaw9,1,67.0,21.5,2025-05-04T02:35:55.369Z,2025-05-04T02:35:58Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5700938809,212,14.3,5700938803,56,Right,5700938807,141,11.0,5700938805,140,78.8,5700938811,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002037,204,1,1,27,40,aj8ytsr2ap33tod0hd8ofzaw9,1,69.4,14.7,2025-05-04T02:35:58.242Z,2025-05-04T02:36:01Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5700938903,212,19.1,5700938899,140,63.9,5700938901,141,41.5,5700938897,56,Center,5700938905,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002053,205,1,1,27,43,aj8ytsr2ap33tod0hd8ofzaw9,0,63.9,41.5,2025-05-04T02:36:01.146Z,2025-05-04T02:36:03Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5700939007,141,75.9,5700939005,140,84.6,5700939011,213,0.82,5700939003,56,Center,5700939001,155,,5700939009,212,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002057,200,12,1,27,46,cf5r1qpotp6n5i3vdchsp2en1,1,12.2,27.0,2025-05-04T02:36:04.081Z,2025-05-04T02:36:05Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5700939039,212,24.9,5700939033,56,Back,5700939037,141,29.2,5700939035,140,35.9,5700939051,15,,5700939041,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002069,201,1,1,27,47,cf5r1qpotp6n5i3vdchsp2en1,1,37.7,28.2,2025-05-04T02:36:05.432Z,2025-05-04T02:36:06Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5700939093,3,,5700939099,141,38.5,5700939101,212,8.8,5700939095,56,Back,5700939097,140,32.7,5700939103,213,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002083,203,1,1,27,49,cf5r1qpotp6n5i3vdchsp2en1,0,32.5,38.6,2025-05-04T02:36:07.327Z,2025-05-04T02:36:10Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5700939159,155,,5700939163,140,72.7,5700939161,56,Center,5700939171,1,,5700939169,213,6.17,5700939167,212,42.5,5700939165,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002101,206,1,1,27,52,aj8ytsr2ap33tod0hd8ofzaw9,1,24.4,70.0,2025-05-04T02:36:10.611Z,2025-05-04T02:36:12Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5700939265,3,,5700939275,213,3.60,5700939267,56,Back,5700939273,212,20.6,5700939271,141,56.7,5700939269,140,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002247,209,1,1,28,13,aj8ytsr2ap33tod0hd8ofzaw9,1,7.9,43.9,2025-05-04T02:36:30.755Z,2025-05-04T02:36:35Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5700940011,141,30.1,5700940013,212,51.1,5700940015,213,6.10,5700940017,1,,5700940005,198,,5700940007,56,Center,5700940009,140,55.7,5700940003,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002255,210,44,1,28,17,aj8ytsr2ap33tod0hd8ofzaw9,1,59.4,36.0,2025-05-04T02:36:35.039Z,2025-05-04T02:36:39Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5700940035,286,,5700940049,233,204,5700940033,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002251,204,44,1,28,17,cf5r1qpotp6n5i3vdchsp2en1,0,40.6,64.0,2025-05-04T02:36:35.040Z,2025-05-04T02:36:40Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5700940025,56,Back,5700940027,285,,5700940059,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002293,211,1,1,28,17,aj8ytsr2ap33tod0hd8ofzaw9,0,55.7,30.1,2025-05-04T02:36:35.362Z,2025-05-04T02:36:40Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5700940277,141,33.7,5700940267,168,,5700940275,140,61.6,5700940265,3,,5700940279,212,6.7,5700940271,56,Center,5700940281,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002267,205,12,1,28,19,cf5r1qpotp6n5i3vdchsp2en1,1,33.3,55.4,2025-05-04T02:36:36.992Z,2025-05-04T02:36:41Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5700940097,15,,5700940095,213,0.24,5700940087,56,Back,5700940091,141,59.0,5700940093,212,10.3,5700940089,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002303,212,1,1,28,19,aj8ytsr2ap33tod0hd8ofzaw9,0,47.1,44.2,2025-05-04T02:36:37.378Z,2025-05-04T02:36:41Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5700940309,3,,5700940311,56,Center,5700940319,213,0.16,5700940313,140,73.0,5700940317,212,27.5,5700940315,141,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002333,207,1,1,28,23,cf5r1qpotp6n5i3vdchsp2en1,1,23.6,31.2,2025-05-04T02:36:41.456Z,2025-05-04T02:36:44Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5700940437,212,19.3,5700940433,141,38.6,5700940429,56,Back,5700940431,140,5.9,5700940445,213,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002355,208,1,1,28,26,cf5r1qpotp6n5i3vdchsp2en1,0,7.0,35.8,2025-05-04T02:36:44.416Z,2025-05-04T02:36:49Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5700940579,157,,5700940587,212,41.9,5700940585,141,14.6,5700940591,1,,5700940583,140,44.5,5700940589,213,5.93,5700940581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002361,213,44,1,28,30,aj8ytsr2ap33tod0hd8ofzaw9,1,57.0,89.9,2025-05-04T02:36:47.931Z,2025-05-04T03:04:33Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5700940647,233,209,5700940613,56,Left,5700940615,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002367,209,44,1,28,30,cf5r1qpotp6n5i3vdchsp2en1,0,43.0,10.1,2025-05-04T02:36:47.932Z,2025-05-04T03:04:33Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5700940661,233,213,5700940623,56,Back,5700940625,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002383,214,1,1,28,30,aj8ytsr2ap33tod0hd8ofzaw9,1,58.8,97.5,2025-05-04T02:36:48.330Z,2025-05-04T03:05:29Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5700940691,212,5.2,5700940683,3,,5700940693,213,5.65,5700940689,141,93.0,5700940687,140,62.8,5700940685,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002389,215,1,1,28,33,aj8ytsr2ap33tod0hd8ofzaw9,1,59.5,97.5,2025-05-04T02:36:50.962Z,2025-05-04T02:36:52Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5700940739,141,88.1,5700940777,156,,5700940737,140,71.0,5700940735,56,Left,5700940741,212,13.7,5700940743,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002409,217,1,1,28,35,aj8ytsr2ap33tod0hd8ofzaw9,1,71.0,88.1,2025-05-04T02:36:53.074Z,2025-05-04T02:36:54Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5700940829,212,26.5,5700940831,213,3.05,5700940823,56,Back,5700940827,141,91.7,5700940825,140,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002425,218,1,1,28,36,aj8ytsr2ap33tod0hd8ofzaw9,1,43.3,86.2,2025-05-04T02:36:54.602Z,2025-05-04T02:36:56Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5700940901,56,Back,5700940909,213,5.33,5700940903,140,46.6,5700940907,212,5.9,5700940905,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002433,219,1,1,28,38,aj8ytsr2ap33tod0hd8ofzaw9,1,46.6,79.1,2025-05-04T02:36:56.218Z,2025-05-04T02:36:57Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5700940987,156,,5700940935,212,6.3,5700940937,213,2.63,5700940931,140,41.4,5700940933,141,83.6,5700940929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002471,220,1,1,28,41,aj8ytsr2ap33tod0hd8ofzaw9,0,39.7,89.6,2025-05-04T02:36:59.258Z,2025-05-04T02:37:42Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5700941135,1,,5700941127,141,65.4,5700941125,140,65.9,5700941131,212,32.1,5700941119,155,,5700941133,213,5.74,5700941121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002483,210,12,1,28,44,cf5r1qpotp6n5i3vdchsp2en1,1,29.1,21.6,2025-05-04T02:37:02.641Z,2025-05-04T02:37:05Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5700941201,15,,5700941181,213,6.21,5700941173,56,Back,5700941179,212,13.8,5700941175,140,42.2,5700941177,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002503,211,83,1,28,47,cf5r1qpotp6n5i3vdchsp2en1,0,43.5,20.7,2025-05-04T02:37:05.177Z,2025-05-04T02:37:14Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5700941601,399,1d20nyyvmp0doobj6heejkowk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002519,221,13,1,28,50,aj8ytsr2ap33tod0hd8ofzaw9,1,69.3,74.6,2025-05-04T02:37:07.930Z,2025-05-04T05:18:11Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5700941759,230,97.6,5700941593,20,,5701159589,18,,5700941403,56,Center,5700941753,102,60.3,5700942519,458,,5700941755,103,8.3,5700941757,215,,5700941745,73,,5700941399,22,,5700941761,231,,,,53.8,,,,,,,,,,,,,,,,,,
2810002639,212,5,1,28,52,cf5r1qpotp6n5i3vdchsp2en1,1,-1.4,40.5,2025-05-04T02:37:10.218Z,2025-05-04T03:04:05Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5700942043,346,,5700942041,56,Back,5700942067,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002553,222,5,1,28,52,aj8ytsr2ap33tod0hd8ofzaw9,0,101.4,59.5,2025-05-04T02:37:10.218Z,2025-05-04T03:04:06Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5700941587,346,,5700941585,56,Center,5700942081,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002949,213,1,1,29,49,cf5r1qpotp6n5i3vdchsp2en1,0,5.1,50.4,2025-05-04T02:38:07.513Z,2025-05-04T02:38:10Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5700943517,213,0.28,5700943515,212,62.0,5700943521,74,,5700943513,141,75.4,5700943519,1,,5700943511,140,61.9,5700943509,56,Center,5700943507,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002967,223,1,1,29,52,aj8ytsr2ap33tod0hd8ofzaw9,0,39.7,28.3,2025-05-04T02:38:09.883Z,2025-05-04T02:38:13Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5700943599,141,29.1,5700943601,212,21.1,5700943593,3,,5700943603,213,0.03,5700943597,140,59.8,5700943595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002969,224,44,1,29,54,aj8ytsr2ap33tod0hd8ofzaw9,1,62.8,25.9,2025-05-04T02:38:12.457Z,2025-05-04T03:04:34Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5700943613,286,,5700943611,56,Center,5700943635,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002973,214,44,1,29,54,cf5r1qpotp6n5i3vdchsp2en1,0,37.2,74.1,2025-05-04T02:38:12.458Z,2025-05-04T03:04:34Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5700943621,285,,5700943619,56,Back,5700943627,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003003,225,1,1,29,55,aj8ytsr2ap33tod0hd8ofzaw9,0,68.6,15.5,2025-05-04T02:38:13.021Z,2025-05-04T03:10:52Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5700943769,212,32.5,5700943771,213,3.50,5700943761,3,,5700943763,56,Back,5700943773,1,,5700943765,140,39.6,5700943767,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003065,215,5,1,30,2,cf5r1qpotp6n5i3vdchsp2en1,1,58.8,101.6,2025-05-04T02:38:19.907Z,2025-05-04T03:04:06Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5700944013,347,,5700944011,56,Left,5700944023,233,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003007,226,5,1,30,2,aj8ytsr2ap33tod0hd8ofzaw9,0,41.2,-1.6,2025-05-04T02:38:19.907Z,2025-05-04T03:04:07Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5700943785,347,,5700943783,56,Back,5700944031,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003089,216,1,1,30,10,cf5r1qpotp6n5i3vdchsp2en1,1,52.3,100.0,2025-05-04T02:38:28.154Z,2025-05-04T02:38:32Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5700944125,107,,5700944127,56,Back,5700944135,212,27.4,5700944137,213,3.46,5700944133,141,89.4,5700944131,140,27.5,5700944139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003101,217,1,1,30,14,cf5r1qpotp6n5i3vdchsp2en1,1,25.5,82.3,2025-05-04T02:38:31.842Z,2025-05-04T02:38:33Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5700944201,140,38.0,5700944203,141,69.9,5700944199,56,Back,5700944205,212,15.6,5700944207,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003113,218,1,1,30,16,cf5r1qpotp6n5i3vdchsp2en1,1,38.2,69.4,2025-05-04T02:38:33.675Z,2025-05-04T02:38:35Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5700944283,141,87.5,5700944281,140,22.7,5700944287,213,2.49,5700944285,212,20.4,5700944277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
