id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2819904899,202,1,1,28,11,7c9knuwazz9k9449u5rnuuy5m,1,23.8,92.0,2025-05-29T03:06:25.123Z,2025-05-29T03:06:28Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5755737613,56,Back,5755737619,212,13.7,5755737621,213,6.14,5755737617,141,89.1,5755737615,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904903,203,61,1,28,14,7c9knuwazz9k9449u5rnuuy5m,0,36.8,88.3,2025-05-29T03:06:28.066Z,2025-05-29T03:06:28Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755737629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904909,188,5,1,28,14,2iwybwokic7nmr1t33abdbjoq,1,56.2,-1.4,2025-05-29T03:06:28.802Z,2025-05-29T03:39:07Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5755737665,233,204,5755737649,56,Right,5755737651,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904907,204,5,1,28,14,7c9knuwazz9k9449u5rnuuy5m,0,43.8,101.4,2025-05-29T03:06:28.802Z,2025-05-29T03:39:08Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755737669,233,188,5755737639,56,Back,5755737641,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904925,189,1,1,28,18,2iwybwokic7nmr1t33abdbjoq,1,54.2,0.0,2025-05-29T03:06:32.625Z,2025-05-29T03:06:39Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755737751,107,,5755737755,140,35.6,5755737759,212,20.2,5755737753,56,Back,5755737761,213,2.89,5755737757,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904933,190,1,1,28,25,2iwybwokic7nmr1t33abdbjoq,1,39.0,28.4,2025-05-29T03:06:39.689Z,2025-05-29T03:06:42Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5755737817,141,61.1,5755737821,213,1.65,5755737813,56,Back,5755737819,212,22.3,5755737815,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904943,191,1,1,28,28,2iwybwokic7nmr1t33abdbjoq,1,43.0,66.3,2025-05-29T03:06:42.777Z,2025-05-29T03:06:45Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5755737869,213,0.10,5755737865,212,13.6,5755737857,140,55.9,5755737861,141,68.3,5755737853,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904951,192,1,1,28,31,2iwybwokic7nmr1t33abdbjoq,1,50.6,66.8,2025-05-29T03:06:45.601Z,2025-05-29T03:06:48Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5755737905,56,Back,5755737913,213,2.28,5755737907,140,40.7,5755737909,141,84.5,5755737911,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904955,193,3,1,28,33,2iwybwokic7nmr1t33abdbjoq,0,38.7,84.7,2025-05-29T03:06:47.849Z,2025-05-29T03:38:34Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5755737985,233,205,5755737931,56,Back,5755737933,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904961,205,7,1,28,33,7c9knuwazz9k9449u5rnuuy5m,1,61.3,15.3,2025-05-29T03:06:47.850Z,2025-05-29T03:38:34Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5755737965,285,,5755737963,56,Right,5755737969,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904973,207,1,1,28,39,7c9knuwazz9k9449u5rnuuy5m,0,75.7,28.0,2025-05-29T03:06:53.635Z,2025-05-29T03:06:54Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5755738015,140,92.0,5755738019,212,17.1,5755738013,56,Center,5755738021,213,6.22,5755738017,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904971,194,8,1,28,40,2iwybwokic7nmr1t33abdbjoq,1,12.5,70.7,2025-05-29T03:06:54.466Z,2025-05-29T03:06:54Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5755738011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904979,195,12,1,28,41,2iwybwokic7nmr1t33abdbjoq,1,9.4,69.8,2025-05-29T03:06:55.802Z,2025-05-29T03:06:57Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5755738075,56,Back,5755738081,212,26.4,5755738077,140,33.9,5755738079,141,60.9,5755738083,213,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819904991,197,1,1,28,44,2iwybwokic7nmr1t33abdbjoq,1,35.1,57.0,2025-05-29T03:06:58.601Z,2025-05-29T03:07:01Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5755738151,213,5.13,5755738143,56,Back,5755738153,1,,5755738145,140,48.0,5755738149,212,33.7,5755738147,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905019,198,1,1,28,47,2iwybwokic7nmr1t33abdbjoq,1,48.0,11.6,2025-05-29T03:07:01.273Z,2025-05-29T03:07:07Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5755738271,140,63.8,5755738285,213,0.07,5755738275,141,13.4,5755738281,212,16.6,5755738267,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905023,199,1,1,28,53,2iwybwokic7nmr1t33abdbjoq,0,76.7,11.9,2025-05-29T03:07:07.489Z,2025-05-29T03:07:08Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5755738297,140,90.5,5755738299,141,47.2,5755738295,56,Center,5755738303,213,1.03,5755738293,155,,5755738301,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905069,210,1,1,29,3,7c9knuwazz9k9449u5rnuuy5m,1,37.3,67.6,2025-05-29T03:07:17.147Z,2025-05-29T03:36:37Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5755738541,140,67.6,5755738543,141,15.0,5755738539,56,Right,5755738545,212,47.9,5755738549,1,,5755738547,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905077,211,1,1,29,6,7c9knuwazz9k9449u5rnuuy5m,1,72.7,31.2,2025-05-29T03:07:20.394Z,2025-05-29T03:07:22Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5755738605,141,63.6,5755738607,212,22.1,5755738609,213,1.49,5755738601,56,Center,5755738603,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905091,212,1,1,29,8,7c9knuwazz9k9449u5rnuuy5m,1,73.0,63.9,2025-05-29T03:07:22.563Z,2025-05-29T03:07:40Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,1.0,5755738901,210,13,5755738691,212,15.0,5755738687,140,85.2,5755738689,141,75.4,5755738693,213,0.55,5755738685,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905095,213,13,1,29,13,7c9knuwazz9k9449u5rnuuy5m,1,84.6,73.6,2025-05-29T03:07:27.275Z,2025-05-29T05:09:26Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755738923,215,,5755738711,56,Center,5755801739,83,,5755738927,231,50.7,5755738913,29,,5755738709,64,,5755738915,55,212,5755738783,20,,5755738919,102,57.8,5755801737,22,,5755738921,103,5755738925,230,11.1,,,,,,,,99.4,,,,,,,,
2819905175,200,5,1,29,13,2iwybwokic7nmr1t33abdbjoq,1,-1.2,37.4,2025-05-29T03:07:27.625Z,2025-05-29T03:39:08Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755739179,233,214,5755739163,346,,5755739161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905111,214,5,1,29,13,7c9knuwazz9k9449u5rnuuy5m,0,101.2,62.6,2025-05-29T03:07:27.625Z,2025-05-29T03:39:09Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755739183,233,200,5755738781,346,,5755738779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905179,201,1,1,29,40,2iwybwokic7nmr1t33abdbjoq,1,4.0,46.0,2025-05-29T03:07:54.912Z,2025-05-29T03:31:47Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5755739189,56,Back,5755739187,124,,5755739191,140,24.8,5755739201,237,,5755739193,141,37.2,5755739195,212,22.6,5755739197,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905181,202,1,1,29,41,2iwybwokic7nmr1t33abdbjoq,1,21.9,32.1,2025-05-29T03:07:56Z,2025-05-29T03:32:00Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5755739207,141,7.6,5755739209,212,19.9,5755739205,140,32.3,5755739211,213,5.29,5755739203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905193,203,43,1,29,42,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-29T03:07:56.810Z,2025-05-29T03:32:03Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755739253,213,2.95,5755739251,212,16.6,5755739247,140,16.8,5755739249,141,12.2,5755739245,56,Back,5755757095,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819908333,309,1,1,29,43,2iwybwokic7nmr1t33abdbjoq,1,31.6,8.8,2025-05-29T03:07:57.037Z,2025-05-29T03:32:17Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755757255,212,14.3,5755757249,56,Back,5755757257,213,2.56,5755757251,140,20.2,5755757253,141,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905203,204,1,1,29,44,2iwybwokic7nmr1t33abdbjoq,0,17.4,12.5,2025-05-29T03:07:58.227Z,2025-05-29T03:08:01Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5755739307,212,45.7,5755739309,213,6.07,5755739299,157,,5755739305,141,0.0,5755739303,140,60.0,5755739311,1,,5755739301,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905207,205,5,1,29,47,2iwybwokic7nmr1t33abdbjoq,0,58.7,-1.6,2025-05-29T03:08:01.628Z,2025-05-29T03:39:09Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5755739321,347,,5755739319,56,Right,5755739545,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905235,215,5,1,29,47,7c9knuwazz9k9449u5rnuuy5m,1,41.3,101.6,2025-05-29T03:08:01.628Z,2025-05-29T03:39:09Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755739517,56,Back,5755739525,233,205,5755739519,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905239,206,27,1,30,6,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-29T03:08:20.260Z,2025-05-29T03:08:26Z,,,,,5755739529,201,,5755739531,246,,5755739563,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905237,216,27,1,30,6,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-29T03:08:20.260Z,2025-05-29T03:08:26Z,,,,,5755739521,201,,5755739523,246,,5755739559,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905425,207,28,1,30,12,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-29T03:08:26.563Z,2025-05-29T03:38:50Z,,,,,5755760045,233,217,5755740667,55,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905245,217,28,1,30,12,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-05-29T03:08:26.563Z,2025-05-29T03:38:49Z,,,,,5755760041,233,207,5755739567,55,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905489,219,1,1,32,14,7c9knuwazz9k9449u5rnuuy5m,1,46.9,100.0,2025-05-29T03:10:28.362Z,2025-05-29T03:10:32Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755741027,212,28.2,5755741029,213,5.37,5755741031,1,,5755741025,141,69.1,5755741023,140,63.2,5755741019,107,,5755741021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905501,220,1,1,32,17,7c9knuwazz9k9449u5rnuuy5m,1,55.8,77.9,2025-05-29T03:10:31.898Z,2025-05-29T03:10:34Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5755741073,56,Back,5755741077,141,51.0,5755741079,212,32.3,5755741083,1,,5755741081,213,3.74,5755741075,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905503,221,1,1,32,20,7c9knuwazz9k9449u5rnuuy5m,1,32.1,57.5,2025-05-29T03:10:34.674Z,2025-05-29T03:10:37Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5755741093,212,26.3,5755741095,213,4.73,5755741087,56,Back,5755741091,141,18.8,5755741089,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905517,222,1,1,32,23,7c9knuwazz9k9449u5rnuuy5m,1,31.0,20.4,2025-05-29T03:10:37.450Z,2025-05-29T03:10:40Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5755741155,140,46.6,5755741159,212,19.0,5755741153,56,Back,5755741161,213,5.75,5755741157,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905521,223,1,1,32,26,7c9knuwazz9k9449u5rnuuy5m,1,44.2,6.2,2025-05-29T03:10:40.442Z,2025-05-29T03:35:50Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5755741191,140,56.2,5755741189,56,Right,5755741193,141,6.7,5755741195,212,12.6,5755741267,168,,5755741197,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905527,208,83,1,32,28,2iwybwokic7nmr1t33abdbjoq,0,44.9,94.4,2025-05-29T03:10:42.937Z,2025-05-29T03:10:56Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5755741455,399,40qi53orb0eur2jevowkvrcb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905529,224,61,1,32,29,7c9knuwazz9k9449u5rnuuy5m,0,56.2,6.7,2025-05-29T03:10:43.658Z,2025-05-29T03:35:49Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5755741221,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905555,209,5,1,32,30,2iwybwokic7nmr1t33abdbjoq,1,44.1,100.6,2025-05-29T03:10:44.930Z,2025-05-29T03:39:10Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5755741361,56,Back,5755741363,347,,5755741383,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905533,225,5,1,32,30,7c9knuwazz9k9449u5rnuuy5m,0,55.9,-0.6,2025-05-29T03:10:44.930Z,2025-05-29T03:39:10Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5755741415,233,209,5755741241,347,,5755741239,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905589,210,1,1,32,41,2iwybwokic7nmr1t33abdbjoq,1,46.5,100.0,2025-05-29T03:10:55.472Z,2025-05-29T03:10:59Z,d74g09o22jua08rgr8e71x4kq,R. Flood,,,5755741541,56,Left,5755741551,1,,5755741543,140,68.7,5755741545,141,95.0,5755741539,107,,5755741549,213,6.12,5755741547,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905593,211,1,1,32,45,2iwybwokic7nmr1t33abdbjoq,0,68.7,95.0,2025-05-29T03:10:59.592Z,2025-05-29T03:11:00Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5755741575,141,94.7,5755741571,56,Left,5755741577,212,3.2,5755741573,140,71.7,5755741579,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905603,227,1,1,32,46,7c9knuwazz9k9449u5rnuuy5m,1,28.1,3.1,2025-05-29T03:11:00.514Z,2025-05-29T03:11:04Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5755741633,212,30.8,5755741627,56,Back,5755741631,141,35.5,5755741629,140,7.6,5755741635,213,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905609,228,1,1,32,50,7c9knuwazz9k9449u5rnuuy5m,1,5.8,42.1,2025-05-29T03:11:04.042Z,2025-05-29T03:11:07Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5755741669,212,16.3,5755741667,141,66.1,5755741665,140,6.4,5755741671,213,1.53,5755741663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905627,229,1,1,32,52,7c9knuwazz9k9449u5rnuuy5m,1,3.7,64.2,2025-05-29T03:11:06.938Z,2025-05-29T03:11:11Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755741765,140,12.5,5755741771,213,1.07,5755741769,212,19.4,5755741767,141,89.3,5755741763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905641,230,1,1,32,57,7c9knuwazz9k9449u5rnuuy5m,1,19.1,90.9,2025-05-29T03:11:11.666Z,2025-05-29T03:11:14Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755741843,56,Back,5755741851,213,5.51,5755741847,141,75.9,5755741849,212,14.6,5755741845,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905639,212,83,1,33,0,2iwybwokic7nmr1t33abdbjoq,0,65.0,9.8,2025-05-29T03:11:14.176Z,2025-05-29T03:11:18Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5755741981,399,o0a1acp618ig9detdym1m0pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905659,231,1,1,33,0,7c9knuwazz9k9449u5rnuuy5m,1,34.9,86.2,2025-05-29T03:11:14.603Z,2025-05-29T03:11:17Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755741925,140,7.2,5755741927,141,84.7,5755741929,212,29.1,5755741931,213,3.18,5755741923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905677,232,1,1,33,3,7c9knuwazz9k9449u5rnuuy5m,0,6.3,86.2,2025-05-29T03:11:17.082Z,2025-05-29T03:19:31Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755742025,141,100.0,5755742027,212,41.7,5755742031,1,,5755742029,213,0.25,5755742019,157,,5755742021,56,Back,5755742023,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905729,213,5,1,33,5,2iwybwokic7nmr1t33abdbjoq,1,57.8,-1.4,2025-05-29T03:11:19.432Z,2025-05-29T03:39:11Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5755742295,56,Right,5755742297,347,,5755742311,233,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905679,233,5,1,33,5,7c9knuwazz9k9449u5rnuuy5m,0,42.2,101.4,2025-05-29T03:11:19.432Z,2025-05-29T03:39:11Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755742315,233,213,5755742033,56,Back,5755742035,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905757,214,1,1,33,19,2iwybwokic7nmr1t33abdbjoq,1,65.4,0.0,2025-05-29T03:11:33.336Z,2025-05-29T03:11:39Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5755742425,141,14.5,5755742429,213,0.94,5755742427,212,13.1,5755742421,56,Right,5755742419,107,,5755742423,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905761,215,1,1,33,25,2iwybwokic7nmr1t33abdbjoq,0,75.7,21.5,2025-05-29T03:11:39.216Z,2025-05-29T03:11:40Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5755742435,56,Right,5755742443,213,6.13,5755742437,140,82.5,5755742441,212,7.2,5755742439,141,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905773,234,8,1,33,28,7c9knuwazz9k9449u5rnuuy5m,1,16.6,70.3,2025-05-29T03:11:42.082Z,2025-05-29T03:15:09Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755742483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905909,245,1,1,33,29,7c9knuwazz9k9449u5rnuuy5m,1,18.1,70.2,2025-05-29T03:11:43.458Z,2025-05-29T03:15:08Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5755743219,140,27.5,5755743217,56,Back,5755743221,141,68.8,5755743225,213,6.19,5755743223,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905799,236,1,1,33,30,7c9knuwazz9k9449u5rnuuy5m,1,20.4,68.5,2025-05-29T03:11:44.090Z,2025-05-29T03:11:47Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5755742589,212,24.0,5755742583,56,Back,5755742587,141,67.9,5755742591,213,6.27,5755742585,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905807,237,1,1,33,33,7c9knuwazz9k9449u5rnuuy5m,1,40.7,65.1,2025-05-29T03:11:47.690Z,2025-05-29T03:11:52Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5755742643,56,Left,5755742651,213,0.73,5755742647,141,88.7,5755742649,212,24.2,5755742645,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905823,238,1,1,33,38,7c9knuwazz9k9449u5rnuuy5m,1,62.7,85.1,2025-05-29T03:11:52.714Z,2025-05-29T03:11:57Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755742731,141,69.3,5755742729,140,52.6,5755742735,213,3.93,5755742727,56,Center,5755742733,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905835,239,1,1,33,43,7c9knuwazz9k9449u5rnuuy5m,1,55.9,63.4,2025-05-29T03:11:57.146Z,2025-05-29T03:12:02Z,6fgrix1m2a1zkn8kvd29nbcvd,D. Peeters,,,5755742811,212,27.5,5755742809,141,23.0,5755742807,140,57.4,5755742813,213,4.77,5755742805,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905845,240,1,1,33,47,7c9knuwazz9k9449u5rnuuy5m,1,61.4,21.5,2025-05-29T03:12:01.860Z,2025-05-29T03:12:05Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5755742863,212,51.0,5755742861,141,95.6,5755742853,155,,5755742867,1,,5755742855,196,,5755742857,56,Left,5755742865,213,1.42,5755742859,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905851,241,1,1,33,51,7c9knuwazz9k9449u5rnuuy5m,1,70.6,95.4,2025-05-29T03:12:05.521Z,2025-05-29T03:12:08Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5755742899,56,Center,5755742905,212,18.3,5755742901,140,68.6,5755742907,213,4.60,5755742903,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905857,242,1,1,33,54,7c9knuwazz9k9449u5rnuuy5m,1,66.6,70.3,2025-05-29T03:12:08.338Z,2025-05-29T03:12:10Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5755742941,141,71.2,5755742939,140,78.0,5755742945,213,0.05,5755742937,56,Center,5755742943,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905865,243,1,1,33,55,7c9knuwazz9k9449u5rnuuy5m,1,78.0,71.2,2025-05-29T03:12:09.818Z,2025-05-29T03:12:13Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5755742985,141,81.1,5755742987,212,6.8,5755742989,213,1.46,5755742981,56,Left,5755742983,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905877,244,1,1,33,58,7c9knuwazz9k9449u5rnuuy5m,0,78.3,83.2,2025-05-29T03:12:13.010Z,2025-05-29T03:12:14Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5755743051,2,,5755743055,56,Center,5755743063,213,5.32,5755743059,141,45.1,5755743053,155,,5755743061,212,31.6,5755743057,140,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905897,217,1,1,34,2,2iwybwokic7nmr1t33abdbjoq,1,3.9,50.9,2025-05-29T03:12:16.615Z,2025-05-29T03:12:21Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5755743159,123,,5755743165,141,38.0,5755743167,212,21.3,5755743169,213,5.86,5755743161,56,Back,5755743163,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905907,218,1,1,34,7,2iwybwokic7nmr1t33abdbjoq,1,32.9,34.0,2025-05-29T03:12:21.456Z,2025-05-29T03:12:23Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5755743203,56,Back,5755743211,213,6.09,5755743209,212,14.7,5755743207,141,29.9,5755743205,140,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819905919,219,1,1,34,9,2iwybwokic7nmr1t33abdbjoq,1,46.8,24.5,2025-05-29T03:12:23.703Z,2025-05-29T03:12:26Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5755743301,141,13.3,5755743303,212,13.8,5755743305,213,5.70,5755743297,56,Right,5755743299,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
