id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/18/value
2822644929,85,1,1,11,32,b1rpb2ox52uxcmjrsnqd95pk5,0,14.8,42.5,2025-06-14T22:18:06.288Z,2025-06-14T22:18:09Z,8q0b0qnmebzt9v4he9o3k7rbo,C. Saldaña,,,5771141921,141,31.0,5771141927,1,,5771141915,157,,5771141917,56,Center,5771141925,213,6.13,5771141923,212,50.2,5771141919,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822644941,140,44,1,11,34,5x54jbfk11lrsmipgsx7cdbai,1,36.0,68.7,2025-06-14T22:18:08.326Z,2025-06-14T23:02:26Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771141987,56,Back,5771141989,285,,5771142021,233,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822644935,86,44,1,11,34,b1rpb2ox52uxcmjrsnqd95pk5,0,64.0,31.3,2025-06-14T22:18:08.327Z,2025-06-14T23:02:26Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5771142047,233,140,5771141951,286,,5771141949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822644961,141,1,1,11,35,5x54jbfk11lrsmipgsx7cdbai,0,32.8,68.2,2025-06-14T22:18:09.059Z,2025-06-14T22:18:10Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771142075,141,72.6,5771142071,56,Back,5771142079,213,0.26,5771142073,140,43.4,5771142077,212,11.5,5771142069,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822644991,87,1,1,11,39,b1rpb2ox52uxcmjrsnqd95pk5,1,62.9,27.7,2025-06-14T22:18:13.136Z,2025-06-14T22:18:15Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771142253,212,21.4,5771142247,56,Right,5771142249,140,80.0,5771142255,213,5.71,5771142251,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822644993,88,1,1,11,41,b1rpb2ox52uxcmjrsnqd95pk5,0,86.6,10.1,2025-06-14T22:18:15.391Z,2025-06-15T08:22:08Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5771142263,56,Center,5771142271,213,1.30,5772021117,20,,5771142265,140,92.8,5772021115,386,,5771142267,141,44.2,5771142269,212,24.1,5771142259,2,,5772021113,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645029,142,12,1,11,43,5x54jbfk11lrsmipgsx7cdbai,1,7.5,59.0,2025-06-14T22:18:16.941Z,2025-06-15T08:22:13Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771142441,213,2.17,5771142433,56,Back,5771142435,140,0.0,5771142437,141,78.1,5771142493,167,,5771142439,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645021,89,6,1,11,44,b1rpb2ox52uxcmjrsnqd95pk5,1,98.0,30.3,2025-06-14T22:18:18.599Z,2025-06-14T23:01:22Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5771142513,75,,5771142531,233,143,5771142511,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645037,143,6,1,11,44,5x54jbfk11lrsmipgsx7cdbai,0,2.0,69.7,2025-06-14T22:18:18.599Z,2025-06-15T08:22:15Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771142515,56,Back,5771142537,233,89,5771142517,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645267,90,1,1,12,27,b1rpb2ox52uxcmjrsnqd95pk5,1,99.5,0.5,2025-06-14T22:19:00.967Z,2025-06-14T22:19:05Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771143721,213,2.76,5771143713,56,Right,5771143715,140,85.3,5771143717,141,9.2,5771143719,212,16.0,5771143711,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645275,91,1,1,12,29,b1rpb2ox52uxcmjrsnqd95pk5,0,84.5,10.7,2025-06-14T22:19:03.591Z,2025-06-15T08:22:22Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5771143755,140,87.2,5771143753,56,Center,5772021349,224,,5771143749,2,,5771143761,213,1.45,5772021351,20,,5771143751,155,,5771143759,212,23.0,5771143757,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645283,144,12,1,12,31,5x54jbfk11lrsmipgsx7cdbai,1,7.6,55.4,2025-06-14T22:19:05.083Z,2025-06-14T22:19:07Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5771143783,140,23.2,5771143785,141,36.1,5771143787,212,21.0,5771143795,15,,5771143789,213,5.61,5771143781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645299,145,12,1,12,33,5x54jbfk11lrsmipgsx7cdbai,1,23.2,36.1,2025-06-14T22:19:07.411Z,2025-06-14T22:19:35Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5771143887,213,0.17,5771143881,140,35.7,5771143879,56,Back,5771143883,141,39.5,5771143885,212,13.3,5771143897,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645317,92,1,1,12,34,b1rpb2ox52uxcmjrsnqd95pk5,1,69.1,58.7,2025-06-14T22:19:08.599Z,2025-06-14T22:19:12Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5771143989,1,,5771143979,56,Back,5771143981,140,37.3,5771143985,212,35.7,5771143987,213,3.50,5771143983,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645331,93,1,1,12,38,b1rpb2ox52uxcmjrsnqd95pk5,1,36.4,39.2,2025-06-14T22:19:12.815Z,2025-06-14T22:19:16Z,8q0b0qnmebzt9v4he9o3k7rbo,C. Saldaña,,,5771144071,212,17.5,5771144067,140,49.8,5771144073,213,5.65,5771144065,56,Back,5771144069,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645341,94,1,1,12,42,b1rpb2ox52uxcmjrsnqd95pk5,1,57.8,20.6,2025-06-14T22:19:16.479Z,2025-06-14T22:19:18Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5771144153,141,29.8,5771144157,213,2.71,5771144149,56,Back,5771144155,212,14.8,5771144151,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645359,95,1,1,12,44,b1rpb2ox52uxcmjrsnqd95pk5,1,46.9,32.4,2025-06-14T22:19:18.591Z,2025-06-14T22:19:22Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5771144239,141,71.5,5771144235,56,Back,5771144243,213,1.70,5771144237,140,43.7,5771144241,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645385,96,1,1,12,48,b1rpb2ox52uxcmjrsnqd95pk5,1,43.6,72.4,2025-06-14T22:19:21.912Z,2025-06-14T22:19:29Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5771144417,141,86.2,5771144419,212,22.0,5771144421,213,0.44,5771144413,56,Left,5771144415,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645391,97,1,1,12,55,b1rpb2ox52uxcmjrsnqd95pk5,1,76.2,90.4,2025-06-14T22:19:29.201Z,2025-06-15T08:22:51Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5771144471,1,,5771144463,140,87.6,5772021765,224,,5771144465,141,44.0,5771144457,2,,5771144467,212,33.7,5771144469,213,5.07,5771144459,155,,5772021769,72,,5771144461,56,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645395,98,44,1,12,58,b1rpb2ox52uxcmjrsnqd95pk5,1,90.6,44.8,2025-06-14T22:19:32.008Z,2025-06-14T23:02:27Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5771144479,56,Center,5771144481,286,,5771144495,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645393,146,44,1,12,58,5x54jbfk11lrsmipgsx7cdbai,0,9.4,55.2,2025-06-14T22:19:32.009Z,2025-06-14T23:02:27Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771144475,56,Back,5771144477,285,,5771144511,233,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645403,99,1,1,12,58,b1rpb2ox52uxcmjrsnqd95pk5,0,87.6,44.0,2025-06-14T22:19:32.616Z,2025-06-14T22:19:53Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5771144519,3,,5771144523,140,89.8,5771144527,212,7.7,5771144525,141,54.8,5771144521,56,Center,5771144529,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645401,147,52,1,13,0,5x54jbfk11lrsmipgsx7cdbai,1,7.1,41.0,2025-06-14T22:19:34.051Z,2025-06-15T08:23:04Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5772021837,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645499,148,1,1,13,17,5x54jbfk11lrsmipgsx7cdbai,1,14.1,49.9,2025-06-14T22:19:51.449Z,2025-06-14T22:19:56Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5771145003,213,1.55,5771144999,141,73.2,5771144997,140,14.4,5771144995,56,Back,5771145001,212,15.8,5771144993,123,,5771145053,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645503,149,1,1,13,18,5x54jbfk11lrsmipgsx7cdbai,1,14.4,73.2,2025-06-14T22:19:52.865Z,2025-06-14T22:19:57Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771145081,189,,5771145019,213,4.45,5771145015,141,53.4,5771145011,56,Back,5771145017,212,14.0,5771145013,140,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645505,150,1,1,13,19,5x54jbfk11lrsmipgsx7cdbai,1,10.9,53.4,2025-06-14T22:19:53.674Z,2025-06-14T22:19:56Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5771145037,56,Back,5771145045,213,5.24,5771145039,140,18.2,5771145043,212,15.1,5771145041,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645525,151,1,1,13,24,5x54jbfk11lrsmipgsx7cdbai,1,20.7,37.4,2025-06-14T22:19:58.178Z,2025-06-14T22:20:01Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5771145191,213,1.57,5771145183,56,Back,5771145185,140,20.7,5771145187,141,72.1,5771145189,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645533,152,1,1,13,27,5x54jbfk11lrsmipgsx7cdbai,1,20.7,72.1,2025-06-14T22:20:01.682Z,2025-06-14T22:20:03Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771145241,140,37.6,5771145245,212,23.7,5771145243,141,95.3,5771145239,56,Back,5771145247,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645547,153,1,1,13,29,5x54jbfk11lrsmipgsx7cdbai,1,39.1,95.3,2025-06-14T22:20:03.529Z,2025-06-14T22:20:05Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5771145303,56,Back,5771145305,140,27.7,5771145307,141,82.6,5771145309,212,14.8,5771145311,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645589,154,1,1,13,31,5x54jbfk11lrsmipgsx7cdbai,1,28.3,82.0,2025-06-14T22:20:05.865Z,2025-06-14T22:20:14Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771145607,141,62.4,5771145611,213,4.23,5771145609,212,15.0,5771145603,56,Back,5771145605,140,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645597,155,1,1,13,40,5x54jbfk11lrsmipgsx7cdbai,1,24.9,50.4,2025-06-14T22:20:13.986Z,2025-06-14T22:20:17Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5771145659,140,32.8,5771145661,141,79.6,5771145657,56,Back,5771145665,213,1.18,5771145663,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645609,156,1,1,13,43,5x54jbfk11lrsmipgsx7cdbai,1,39.1,89.4,2025-06-14T22:20:17.818Z,2025-06-14T22:20:20Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771145741,212,14.9,5771145737,140,32.6,5771145743,213,4.24,5771145735,56,Back,5771145739,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645629,157,1,1,13,46,5x54jbfk11lrsmipgsx7cdbai,1,31.8,63.9,2025-06-14T22:20:20.441Z,2025-06-14T22:20:23Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5771145833,212,21.8,5771145829,140,31.7,5771145831,141,31.8,5771145835,213,4.71,5771145827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645633,158,1,1,13,49,5x54jbfk11lrsmipgsx7cdbai,1,32.8,30.0,2025-06-14T22:20:23.737Z,2025-06-14T22:20:25Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5771145853,212,28.9,5771145847,56,Center,5771145851,141,36.7,5771145855,213,0.16,5771145849,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645639,159,1,1,13,52,5x54jbfk11lrsmipgsx7cdbai,1,60.0,36.7,2025-06-14T22:20:25.889Z,2025-06-14T22:22:10Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5771145865,140,53.4,5771145869,212,7.1,5771145871,213,3.38,5771145863,56,Center,5771145867,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645651,160,1,1,13,52,5x54jbfk11lrsmipgsx7cdbai,1,53.4,34.2,2025-06-14T22:20:26.738Z,2025-06-14T22:21:03Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5771145943,140,64.9,5771145947,212,12.2,5771145945,141,32.2,5771145941,56,Center,5771145949,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645655,161,1,1,13,55,5x54jbfk11lrsmipgsx7cdbai,0,70.4,31.7,2025-06-14T22:20:29.375Z,2025-06-15T08:42:54Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5771145961,56,Center,5772022227,212,1.2,5772022229,213,0.91,5772022331,286,,5772022329,236,,5772022223,140,71.1,5772035603,233,100,5772022225,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645653,100,74,1,13,55,b1rpb2ox52uxcmjrsnqd95pk5,1,27.9,66.2,2025-06-14T22:20:29.376Z,2025-06-15T08:42:54Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771145957,56,Back,5771145959,285,,5772035611,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645677,162,1,1,13,57,5x54jbfk11lrsmipgsx7cdbai,1,79.9,15.6,2025-06-14T22:20:31.657Z,2025-06-15T08:23:50Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771146087,213,1.24,5771146077,155,,5771146081,140,93.1,5771146079,56,Center,5771146089,1,,5772022369,20,,5771146083,141,74.7,5771146085,212,42.5,5771146075,2,,5772022367,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645679,163,1,1,14,1,5x54jbfk11lrsmipgsx7cdbai,0,93.1,74.7,2025-06-14T22:20:35.650Z,2025-06-14T22:20:36Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5771146105,212,20.1,5771146101,140,91.6,5771146107,213,4.63,5771146103,141,45.2,5771146099,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645707,101,12,1,14,3,b1rpb2ox52uxcmjrsnqd95pk5,1,10.9,58.1,2025-06-14T22:20:37.617Z,2025-06-14T22:20:43Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5771146253,56,Back,5771146257,141,37.6,5771146255,140,19.6,5771146261,213,5.29,5771146259,212,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645711,102,43,1,14,9,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-06-14T22:20:43.432Z,2025-06-14T22:20:51Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771146487,144,83,5771146371,399,7ehcrcdv82ib5fkpo3498gpgp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645807,104,83,1,14,10,b1rpb2ox52uxcmjrsnqd95pk5,0,12.7,29.4,2025-06-14T22:20:44.472Z,2025-06-14T22:21:44Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771147731,399,7ehcrcdv82ib5fkpo3498gpgp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645725,164,61,1,14,12,5x54jbfk11lrsmipgsx7cdbai,0,90.0,79.3,2025-06-14T22:20:46.241Z,2025-06-15T00:16:16Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5771146357,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645727,103,4,1,14,12,b1rpb2ox52uxcmjrsnqd95pk5,1,9.8,22.9,2025-06-14T22:20:46.328Z,2025-06-14T23:01:18Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771146379,56,Back,5771146381,152,,5771146377,13,,5771146385,285,,5771146383,265,,5771146433,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645729,165,4,1,14,12,5x54jbfk11lrsmipgsx7cdbai,0,90.2,77.1,2025-06-14T22:20:46.329Z,2025-06-14T23:01:18Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5771146429,286,,5771146421,13,,5771146427,265,,5771146447,233,103,5771146425,152,,5771146423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645827,105,1,1,14,39,b1rpb2ox52uxcmjrsnqd95pk5,1,12.5,29.8,2025-06-14T22:21:13.696Z,2025-06-14T22:39:55Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771147025,189,,5771146997,140,5.6,5771147001,212,18.4,5771146999,141,54.6,5771170481,5,,5771147003,213,1.98,5771170483,152,,5771146995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645845,106,1,1,14,42,b1rpb2ox52uxcmjrsnqd95pk5,0,5.1,54.4,2025-06-14T22:21:16.840Z,2025-06-15T08:24:33Z,8q0b0qnmebzt9v4he9o3k7rbo,C. Saldaña,,,5771147089,141,62.4,5771147093,213,0.13,5771147095,1,,5771147087,140,43.6,5771147085,56,Back,5771147083,157,,5771147091,212,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645853,166,1,1,14,45,5x54jbfk11lrsmipgsx7cdbai,0,52.9,39.4,2025-06-14T22:21:19.241Z,2025-06-14T22:21:20Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5771147123,56,Center,5771147127,141,46.6,5771147131,213,0.25,5771147125,140,71.4,5771147121,3,,5771147129,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645867,107,1,1,14,45,b1rpb2ox52uxcmjrsnqd95pk5,1,36.4,48.7,2025-06-14T22:21:19.400Z,2025-06-14T22:25:19Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5771147197,140,47.3,5771147203,213,6.06,5771147199,141,44.9,5771147193,3,,5771147201,212,11.7,5771147195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645865,167,83,1,14,48,5x54jbfk11lrsmipgsx7cdbai,0,54.0,53.4,2025-06-14T22:21:21.897Z,2025-06-14T22:41:39Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5771173911,399,9irc1xmfpa2395qef78rfyjje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645893,108,43,1,14,49,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-06-14T22:21:23.592Z,2025-06-14T22:25:13Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771147347,141,7.9,5771147349,212,14.4,5771152295,144,1,5771147351,213,4.78,5771147343,56,Right,5771147345,140,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645947,109,43,1,14,51,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-06-14T22:21:25.648Z,2025-06-14T22:25:15Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5771152335,144,1,5771147589,56,Back,5771147593,141,23.4,5771147597,213,2.49,5771147595,212,17.4,5771147591,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645951,110,43,1,14,56,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-06-14T22:21:30.641Z,2025-06-14T22:21:58Z,,,,,5771147605,41,Injury,5771148017,144,27,5771147619,233,168,5771147607,53,482035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645919,168,43,1,14,56,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-14T22:21:30.641Z,2025-06-14T22:22:02Z,,,,,5771148123,144,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645953,111,43,1,14,58,b1rpb2ox52uxcmjrsnqd95pk5,1,0.0,0.0,2025-06-14T22:21:32.297Z,2025-06-14T22:21:59Z,,,,,5771147627,233,169,5771147615,55,110,5771148045,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822645925,169,43,1,14,58,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-14T22:21:32.297Z,2025-06-14T22:22:00Z,,,,,5771147471,55,168,5771148063,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822646031,112,4,1,15,22,b1rpb2ox52uxcmjrsnqd95pk5,1,59.0,30.4,2025-06-14T22:21:56.039Z,2025-06-14T23:01:19Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771148115,265,,5771148113,152,,5771173843,233,170,5771148109,13,,5771148111,56,Center,5771148117,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822646011,170,4,1,15,22,5x54jbfk11lrsmipgsx7cdbai,0,41.0,69.6,2025-06-14T22:21:56.040Z,2025-06-15T00:23:03Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5771148003,56,Back,5771148005,152,,5771173883,233,112,5771148007,265,,5771148009,285,,5771148001,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822646051,113,1,1,15,29,b1rpb2ox52uxcmjrsnqd95pk5,1,56.3,23.3,2025-06-14T22:22:03.200Z,2025-06-14T22:22:07Z,63td0sigm6tp2tg8yovf5npm2,D. Gasso,,,5771148219,213,2.17,5771148209,152,,5771148211,56,Back,5771148217,212,17.0,5771148207,5,,5771148215,141,43.9,5771148213,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822646057,114,1,1,15,33,b1rpb2ox52uxcmjrsnqd95pk5,1,45.3,45.8,2025-06-14T22:22:07.344Z,2025-06-14T22:22:09Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771148249,212,13.9,5771148251,213,4.63,5771148247,141,25.5,5771148245,140,44.2,5771148243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822646071,115,1,1,15,35,b1rpb2ox52uxcmjrsnqd95pk5,1,44.2,25.5,2025-06-14T22:22:09.592Z,2025-06-14T22:22:12Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5771148327,213,2.41,5771148319,56,Back,5771148323,141,36.9,5771148325,212,11.7,5771148321,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822646087,116,1,1,15,38,b1rpb2ox52uxcmjrsnqd95pk5,1,35.6,38.2,2025-06-14T22:22:11.952Z,2025-06-14T22:22:18Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771148457,213,1.77,5771148453,141,66.1,5771148449,56,Back,5771148455,212,19.3,5771148451,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
