id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818700265,245,1,1,25,40,bk3zg8yaj5uoqhxzwons3bo8a,1,15.1,41.6,2025-05-25T02:32:10.534Z,2025-05-25T02:32:12Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5749032333,141,15.3,5749032337,213,5.62,5749032327,241,,5749032325,5,,5749032335,212,29.0,5749032329,56,Back,5749032331,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700275,246,1,1,25,41,bk3zg8yaj5uoqhxzwons3bo8a,1,36.9,15.3,2025-05-25T02:32:12.117Z,2025-05-25T02:32:14Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749032371,56,Right,5749032379,213,5.90,5749032375,141,6.5,5749032377,212,16.0,5749032373,140,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700281,247,1,1,25,44,bk3zg8yaj5uoqhxzwons3bo8a,1,49.1,5.5,2025-05-25T02:32:14.622Z,2025-05-25T02:32:16Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5749032409,141,10.7,5749032405,56,Back,5749032413,213,2.58,5749032407,140,43.8,5749032411,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700285,248,1,1,25,46,bk3zg8yaj5uoqhxzwons3bo8a,1,43.8,10.7,2025-05-25T02:32:16.662Z,2025-05-25T02:32:19Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749032439,140,43.8,5749032445,213,1.57,5749032443,212,12.8,5749032437,56,Back,5749032441,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700309,249,1,1,25,48,bk3zg8yaj5uoqhxzwons3bo8a,1,43.8,29.5,2025-05-25T02:32:18.885Z,2025-05-25T02:32:23Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5749032571,212,29.3,5749032565,56,Back,5749032573,213,1.47,5749032567,140,46.6,5749032569,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700315,250,1,1,25,53,bk3zg8yaj5uoqhxzwons3bo8a,1,56.4,68.4,2025-05-25T02:32:23.494Z,2025-05-25T02:32:26Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749032619,140,70.4,5749032621,141,84.4,5749032617,56,Left,5749032625,213,0.64,5749032623,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700319,251,1,1,25,56,bk3zg8yaj5uoqhxzwons3bo8a,1,71.0,83.8,2025-05-25T02:32:26.390Z,2025-05-25T02:32:28Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5749032653,213,3.76,5749032651,212,12.0,5749032649,141,73.6,5749032647,140,61.7,5749032645,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700333,252,1,1,25,57,bk3zg8yaj5uoqhxzwons3bo8a,1,61.7,73.6,2025-05-25T02:32:28.150Z,2025-05-25T02:32:32Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749032741,212,25.5,5749032737,141,67.2,5749032735,140,37.8,5749032743,213,3.31,5749032731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700341,253,1,1,26,1,bk3zg8yaj5uoqhxzwons3bo8a,1,37.8,67.2,2025-05-25T02:32:31.886Z,2025-05-25T02:32:35Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5749032791,56,Back,5749032799,213,3.69,5749032795,141,49.9,5749032793,140,19.6,5749032797,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700357,254,1,1,26,4,bk3zg8yaj5uoqhxzwons3bo8a,1,19.6,50.1,2025-05-25T02:32:35.190Z,2025-05-25T02:32:37Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5749032853,56,Back,5749032855,140,23.8,5749032861,213,1.23,5749032857,141,68.2,5749032859,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700365,255,1,1,26,7,bk3zg8yaj5uoqhxzwons3bo8a,1,23.8,68.2,2025-05-25T02:32:37.638Z,2025-05-25T02:32:40Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5749032903,213,5.73,5749032899,141,46.3,5749032897,140,46.7,5749032895,56,Back,5749032901,212,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700369,256,1,1,26,10,bk3zg8yaj5uoqhxzwons3bo8a,1,46.3,46.6,2025-05-25T02:32:40.254Z,2025-05-25T02:32:41Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5749032921,212,12.4,5749032915,56,Back,5749032917,140,38.4,5749032923,213,2.30,5749032919,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700381,257,1,1,26,11,bk3zg8yaj5uoqhxzwons3bo8a,1,38.4,60.2,2025-05-25T02:32:41.750Z,2025-05-25T02:32:43Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5749033009,140,34.0,5749033011,141,44.0,5749033013,212,11.9,5749033015,213,4.32,5749033007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700395,258,1,1,26,13,bk3zg8yaj5uoqhxzwons3bo8a,1,33.9,43.9,2025-05-25T02:32:43.294Z,2025-05-25T02:32:46Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5749033091,56,Right,5749033099,213,5.59,5749033093,140,55.3,5749033095,141,16.5,5749033097,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700413,259,1,1,26,16,bk3zg8yaj5uoqhxzwons3bo8a,1,55.3,16.5,2025-05-25T02:32:46.326Z,2025-05-25T02:32:52Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749033171,213,5.95,5749033169,212,22.4,5749033165,140,75.4,5749033163,56,Right,5749033167,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700423,260,1,1,26,22,bk3zg8yaj5uoqhxzwons3bo8a,1,77.9,10.4,2025-05-25T02:32:52.302Z,2025-05-25T02:32:55Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5749033261,212,14.6,5749033257,140,70.8,5749033255,56,Center,5749033259,141,28.9,5749033263,213,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700433,261,1,1,26,24,bk3zg8yaj5uoqhxzwons3bo8a,1,71.0,24.4,2025-05-25T02:32:55.190Z,2025-05-25T02:32:57Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5749033303,213,1.52,5749033299,141,40.3,5749033295,56,Center,5749033297,140,71.5,5749033301,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700441,262,1,1,26,26,bk3zg8yaj5uoqhxzwons3bo8a,1,71.5,40.3,2025-05-25T02:32:56.926Z,2025-05-25T02:35:54Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5749033361,140,73.9,5749033367,213,1.37,5749033365,212,12.6,5749033363,141,58.5,5749033359,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700445,263,43,1,26,30,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-25T02:33:00.839Z,2025-05-25T02:34:44Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5749033375,56,Center,5749035103,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700461,264,1,1,26,33,bk3zg8yaj5uoqhxzwons3bo8a,1,77.7,84.1,2025-05-25T02:33:03.582Z,2025-05-25T02:33:07Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749033443,56,Center,5749033445,140,68.6,5749033447,141,74.4,5749033449,212,11.6,5749033451,213,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700473,265,1,1,26,37,bk3zg8yaj5uoqhxzwons3bo8a,1,68.3,73.0,2025-05-25T02:33:07.782Z,2025-05-25T02:33:11Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5749033523,141,66.0,5749033525,212,33.1,5749033527,213,3.29,5749033519,56,Back,5749033521,140,37.1,5749033529,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700483,266,1,1,26,41,bk3zg8yaj5uoqhxzwons3bo8a,1,37.1,66.0,2025-05-25T02:33:11.254Z,2025-05-25T02:33:13Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5749033607,141,44.3,5749033605,140,30.5,5749033603,56,Back,5749033611,213,4.27,5749033609,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700489,267,1,1,26,43,bk3zg8yaj5uoqhxzwons3bo8a,1,30.5,44.3,2025-05-25T02:33:13.430Z,2025-05-25T02:33:15Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5749033627,141,19.1,5749033623,56,Back,5749033625,140,35.7,5749033629,212,18.0,5749033631,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700499,268,1,1,26,45,bk3zg8yaj5uoqhxzwons3bo8a,1,35.7,19.1,2025-05-25T02:33:15.558Z,2025-05-25T02:33:17Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5749033681,140,47.0,5749033679,56,Back,5749033687,213,5.75,5749033683,141,8.9,5749033685,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700515,269,1,1,26,47,bk3zg8yaj5uoqhxzwons3bo8a,1,53.3,6.2,2025-05-25T02:33:17.582Z,2025-05-25T02:33:22Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749033761,1,,5749033753,140,84.0,5749033757,212,32.4,5749033755,141,11.0,5749033759,213,0.10,5749033751,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700519,270,61,1,26,52,bk3zg8yaj5uoqhxzwons3bo8a,0,82.8,12.8,2025-05-25T02:33:22.375Z,2025-05-25T02:33:22Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,,,5749033769,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700531,185,1,1,26,54,b5l2e3csycjb8twvq9ek0j5gq,1,19.8,87.5,2025-05-25T02:33:24.952Z,2025-05-25T02:33:29Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749033835,212,8.9,5749033833,141,79.6,5749033837,213,5.64,5749033831,140,26.6,5749033829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700545,186,1,1,26,58,b5l2e3csycjb8twvq9ek0j5gq,1,26.9,84.8,2025-05-25T02:33:28.899Z,2025-05-25T02:33:34Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5749033897,140,22.7,5749033895,56,Back,5749033903,213,2.37,5749033899,141,91.1,5749033901,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700547,187,1,1,27,0,b5l2e3csycjb8twvq9ek0j5gq,0,24.1,92.6,2025-05-25T02:33:30.248Z,2025-05-25T04:12:01Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749033909,56,Back,5749033911,140,42.4,5749033919,1,,5749033907,157,,5749033915,212,20.1,5749033913,141,100.0,5749033917,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700549,188,5,1,27,2,b5l2e3csycjb8twvq9ek0j5gq,0,43.3,101.4,2025-05-25T02:33:33.167Z,2025-05-25T03:05:06Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749033955,233,271,5749033925,347,,5749033923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700553,271,5,1,27,2,bk3zg8yaj5uoqhxzwons3bo8a,1,56.7,-1.4,2025-05-25T02:33:33.167Z,2025-05-25T03:05:05Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,,,5749033945,347,,5749033943,56,Right,5749033947,233,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700555,272,1,1,27,7,bk3zg8yaj5uoqhxzwons3bo8a,1,52.7,0.0,2025-05-25T02:33:38.022Z,2025-05-25T02:33:40Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749033971,213,2.41,5749033963,56,Back,5749033961,107,,5749033969,212,23.1,5749033965,140,36.3,5749033973,1,,5749033967,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700561,273,1,1,27,10,bk3zg8yaj5uoqhxzwons3bo8a,1,36.3,21.2,2025-05-25T02:33:40.558Z,2025-05-25T02:33:43Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5749033999,140,46.0,5749034001,141,10.4,5749034005,213,5.66,5749033997,56,Back,5749034003,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700565,274,1,1,27,12,bk3zg8yaj5uoqhxzwons3bo8a,1,45.8,10.1,2025-05-25T02:33:43.182Z,2025-05-25T02:33:47Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5749034029,56,Right,5749034031,140,56.7,5749034037,213,6.23,5749034035,212,11.5,5749034033,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700569,275,1,1,27,17,bk3zg8yaj5uoqhxzwons3bo8a,0,57.0,9.5,2025-05-25T02:33:47.551Z,2025-05-25T02:33:49Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5749034063,141,47.3,5749034065,212,34.0,5749034059,56,Center,5749034067,213,0.86,5749034057,155,,5749034061,140,78.2,5749034069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700577,189,12,1,27,20,b5l2e3csycjb8twvq9ek0j5gq,1,31.0,58.2,2025-05-25T02:33:50.599Z,2025-05-25T02:33:51Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5749034113,56,Back,5749034115,140,20.5,5749034117,141,48.2,5749034123,15,,5749034121,213,3.69,5749034119,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700597,276,13,1,27,24,bk3zg8yaj5uoqhxzwons3bo8a,1,87.7,58.2,2025-05-25T02:33:54.623Z,2025-05-25T04:30:56Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5749034211,17,,5749034291,72,,5749034213,56,Center,5749034439,102,58.8,5749034437,86,,5749034209,22,,5749034447,458,,5749034441,103,47.2,5749034451,231,51.4,5749034449,230,,,,,,,,,,,,,,,,,,,98.9,,,,,,
2818700599,277,43,1,27,25,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-25T02:33:55.511Z,2025-05-25T02:33:58Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5749034223,286,0,5749034221,56,Center,5749034271,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700605,190,5,1,27,25,b5l2e3csycjb8twvq9ek0j5gq,1,-1.4,41.8,2025-05-25T02:33:55.960Z,2025-05-25T03:05:06Z,evk0esdocrzt5zxqmv4ostdcl,J. Damm,,,5749034239,56,Back,5749034241,346,,5749034287,233,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700615,278,5,1,27,25,bk3zg8yaj5uoqhxzwons3bo8a,0,101.4,58.2,2025-05-25T02:33:55.960Z,2025-05-25T03:05:07Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5749034311,233,190,5749034281,346,,5749034279,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700719,191,1,1,27,55,b5l2e3csycjb8twvq9ek0j5gq,0,4.2,50.1,2025-05-25T02:34:25.319Z,2025-05-25T02:34:29Z,629pbkngxk7ucy0qt9mngvkd1,R. Spiegel,,,5749034819,212,57.7,5749034815,140,54.9,5749034817,141,83.0,5749034823,1,,5749034809,124,,5749034821,213,0.40,5749034827,74,,5749034813,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700725,279,44,1,27,57,bk3zg8yaj5uoqhxzwons3bo8a,1,45.5,15.2,2025-05-25T02:34:28.238Z,2025-05-25T03:03:22Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749034865,233,192,5749034845,56,Back,5749034847,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700721,192,44,1,27,57,b5l2e3csycjb8twvq9ek0j5gq,0,54.5,84.8,2025-05-25T02:34:28.239Z,2025-05-25T03:03:22Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5749034869,233,279,5749034831,286,,5749034829,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700733,280,1,1,27,58,bk3zg8yaj5uoqhxzwons3bo8a,0,46.2,12.0,2025-05-25T02:34:29.119Z,2025-05-25T02:34:31Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749034881,3,,5749034891,213,5.83,5749034889,212,21.8,5749034885,140,64.9,5749034883,56,Right,5749034887,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700773,193,5,1,27,59,b5l2e3csycjb8twvq9ek0j5gq,1,39.5,101.7,2025-05-25T02:34:29.907Z,2025-05-25T03:05:07Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5749035097,347,,5749035095,56,Back,5749035099,233,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700735,281,5,1,27,59,bk3zg8yaj5uoqhxzwons3bo8a,0,60.5,-1.7,2025-05-25T02:34:29.907Z,2025-05-25T03:05:07Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749035105,233,193,5749034897,56,Right,5749034899,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700783,194,1,1,28,12,b5l2e3csycjb8twvq9ek0j5gq,0,45.6,100.0,2025-05-25T02:34:42.927Z,2025-05-25T02:34:46Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5749035167,140,69.4,5749035173,213,5.66,5749035165,56,Center,5749035169,141,75.4,5749035175,1,,5749035163,107,,5749035171,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700799,283,1,1,28,17,bk3zg8yaj5uoqhxzwons3bo8a,1,36.5,46.1,2025-05-25T02:34:47.711Z,2025-05-25T02:34:50Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5749035245,213,2.26,5749035243,212,15.4,5749035239,140,27.2,5749035241,141,63.7,5749035237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700803,284,1,1,28,19,bk3zg8yaj5uoqhxzwons3bo8a,1,27.2,63.7,2025-05-25T02:34:49.911Z,2025-05-25T02:34:51Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749035269,141,60.6,5749035267,140,12.1,5749035273,213,3.27,5749035265,56,Back,5749035271,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700823,285,1,1,28,20,bk3zg8yaj5uoqhxzwons3bo8a,1,12.9,56.3,2025-05-25T02:34:51.207Z,2025-05-25T02:34:55Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5749035361,213,0.58,5749035357,212,15.7,5749035353,140,25.4,5749035355,141,69.0,5749035351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700835,286,1,1,28,25,bk3zg8yaj5uoqhxzwons3bo8a,1,28.8,75.0,2025-05-25T02:34:55.391Z,2025-05-25T02:34:58Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5749035423,140,39.6,5749035425,141,87.1,5749035427,212,14.0,5749035421,56,Back,5749035429,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700843,287,1,1,28,27,bk3zg8yaj5uoqhxzwons3bo8a,1,38.9,81.8,2025-05-25T02:34:58.055Z,2025-05-25T02:35:00Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5749035445,56,Back,5749035447,140,15.3,5749035455,213,3.08,5749035451,212,24.8,5749035449,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700853,288,1,1,28,30,bk3zg8yaj5uoqhxzwons3bo8a,1,15.3,84.2,2025-05-25T02:35:00.615Z,2025-05-25T02:35:02Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5749035499,56,Back,5749035501,140,7.1,5749035507,213,4.02,5749035505,212,13.5,5749035503,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700873,289,1,1,28,35,bk3zg8yaj5uoqhxzwons3bo8a,0,3.3,67.3,2025-05-25T02:35:05.823Z,2025-05-25T02:35:06Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5749035613,157,,5749035625,1,,5749035621,212,49.7,5749035615,56,Back,5749035623,213,0.49,5749035617,140,45.0,5749035619,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700875,195,5,1,28,35,b5l2e3csycjb8twvq9ek0j5gq,1,59.2,-1.8,2025-05-25T02:35:05.855Z,2025-05-25T03:05:08Z,6g7v93m80xq6x38o9u3t8y3je,W. Prentice,,,5749035651,233,290,5749035627,56,Right,5749035629,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700879,290,5,1,28,35,bk3zg8yaj5uoqhxzwons3bo8a,0,40.8,101.8,2025-05-25T02:35:05.855Z,2025-05-25T03:05:08Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5749035643,56,Back,5749035645,347,,5749035655,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700925,196,1,1,28,49,b5l2e3csycjb8twvq9ek0j5gq,1,71.0,0.0,2025-05-25T02:35:20.150Z,2025-05-25T02:35:23Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5749035867,107,,5749035875,212,21.5,5749035873,141,15.3,5749035877,213,2.57,5749035871,140,53.7,5749035869,56,Right,5749035881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700955,197,1,1,28,52,b5l2e3csycjb8twvq9ek0j5gq,1,53.7,16.5,2025-05-25T02:35:23.126Z,2025-05-25T02:35:32Z,2w7w1l7lwhu2u6nhvqg1bnd2h,N. Hackshaw,,,5749036051,213,1.56,5749036049,212,24.7,5749036047,141,52.8,5749036045,140,54.0,5749036043,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700959,198,50,1,29,1,b5l2e3csycjb8twvq9ek0j5gq,1,66.6,76.2,2025-05-25T02:35:31.822Z,2025-05-25T04:07:45Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749036061,286,,5749036083,233,291,5749036059,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700957,291,7,1,29,1,bk3zg8yaj5uoqhxzwons3bo8a,0,33.4,23.8,2025-05-25T02:35:31.823Z,2025-05-25T04:07:44Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5749036057,285,,5749036055,56,Back,5749036065,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700961,199,61,1,29,2,b5l2e3csycjb8twvq9ek0j5gq,1,63.8,73.9,2025-05-25T02:35:32.798Z,2025-05-25T02:35:33Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749036063,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700987,292,56,1,29,7,bk3zg8yaj5uoqhxzwons3bo8a,1,5.3,21.8,2025-05-25T02:35:37.759Z,2025-05-25T02:35:37Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749036199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818700995,200,5,1,29,7,b5l2e3csycjb8twvq9ek0j5gq,0,100.7,74.2,2025-05-25T02:35:38.198Z,2025-05-25T03:05:09Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749036217,56,Center,5749036591,233,293,5749036219,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818701061,293,5,1,29,7,bk3zg8yaj5uoqhxzwons3bo8a,1,-0.7,25.8,2025-05-25T02:35:38.198Z,2025-05-25T03:05:09Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5749036571,233,200,5749036545,346,,5749036543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818701009,201,43,1,29,12,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-05-25T02:35:42.389Z,2025-05-25T02:35:44Z,3xd2kq7cxmvdbqsfzgi644c4q,J. Bravo,,,5749036291,56,Center,5749036319,144,50,5749036293,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818701103,294,1,1,29,31,bk3zg8yaj5uoqhxzwons3bo8a,1,4.4,48.8,2025-05-25T02:36:01.408Z,2025-05-25T02:36:03Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5749036773,56,Back,5749036779,212,18.9,5749036781,213,1.07,5749036771,124,,5749036785,237,,5749036777,141,73.2,5749036775,140,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
