id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2793240261,186,6,1,20,30,bk3zg8yaj5uoqhxzwons3bo8a,0,0.8,75.5,2025-03-29T23:28:14.393Z,2025-03-30T01:44:59Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608606271,73,,5608606267,56,Back,5608606387,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793240765,139,1,1,20,56,bu5w8wprynlj9mvphvy8sd94f,0,99.5,0.5,2025-03-29T23:28:41.314Z,2025-03-29T23:28:45Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5608608827,223,,5608608829,56,Center,5608608833,141,66.6,5608608825,155,,5608608821,2,,5608608839,1,,5608608837,213,1.54,5608608823,6,,5608608835,212,5608608831,140,,,,,,,45.0,100.0,,,,,,,,,,,,,,,
2793241713,140,5,1,21,0,bu5w8wprynlj9mvphvy8sd94f,0,100.7,65.2,2025-03-29T23:28:45.096Z,2025-03-30T02:13:26Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5608613797,346,,5608613855,233,188,5608613795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793240899,188,5,1,21,0,bk3zg8yaj5uoqhxzwons3bo8a,1,-0.7,34.8,2025-03-29T23:28:45.096Z,2025-03-30T02:13:26Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608609605,56,Back,5608613843,233,140,5608609607,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241011,189,1,1,21,8,bk3zg8yaj5uoqhxzwons3bo8a,1,3.9,48.2,2025-03-29T23:28:53.249Z,2025-03-29T23:29:00Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608610225,56,Back,5608610233,213,5.24,5608610229,141,38.9,5608610227,140,7.4,5608610231,212,7.3,5608610223,124,,5608610237,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241123,190,1,1,21,16,bk3zg8yaj5uoqhxzwons3bo8a,1,21.2,36.6,2025-03-29T23:29:00.657Z,2025-03-29T23:29:07Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608610813,212,18.4,5608610807,56,Back,5608610809,140,21.7,5608610811,141,63.7,5608610815,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241193,191,1,1,21,22,bk3zg8yaj5uoqhxzwons3bo8a,1,26.5,68.8,2025-03-29T23:29:07.112Z,2025-03-29T23:29:10Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608611171,141,55.1,5608611167,56,Back,5608611173,212,11.2,5608611169,140,32.5,5608611177,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241217,192,1,1,21,26,bk3zg8yaj5uoqhxzwons3bo8a,1,33.8,44.9,2025-03-29T23:29:10.816Z,2025-03-29T23:29:12Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608611321,141,63.3,5608611325,213,1.08,5608611317,56,Back,5608611323,212,14.2,5608611319,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241391,193,1,1,21,27,bk3zg8yaj5uoqhxzwons3bo8a,1,40.2,63.3,2025-03-29T23:29:11.976Z,2025-03-29T23:29:23Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5608612233,212,18.7,5608612227,56,Back,5608612229,140,26.0,5608612231,141,46.6,5608612235,213,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241423,194,1,1,21,39,bk3zg8yaj5uoqhxzwons3bo8a,1,27.5,28.9,2025-03-29T23:29:23.528Z,2025-03-29T23:29:26Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608612375,56,Back,5608612383,213,2.08,5608612377,140,19.7,5608612379,141,50.6,5608612381,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241467,195,1,1,21,42,bk3zg8yaj5uoqhxzwons3bo8a,1,20.2,50.6,2025-03-29T23:29:26.360Z,2025-03-29T23:29:28Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608612629,140,24.5,5608612627,56,Back,5608612633,212,11.0,5608612635,213,1.15,5608612631,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241507,196,1,1,21,44,bk3zg8yaj5uoqhxzwons3bo8a,1,22.9,65.5,2025-03-29T23:29:28.833Z,2025-03-29T23:29:30Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608612827,141,37.6,5608612829,212,19.0,5608612823,56,Back,5608612825,140,23.7,5608612831,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241523,197,1,1,21,45,bk3zg8yaj5uoqhxzwons3bo8a,1,25.1,38.0,2025-03-29T23:29:30.241Z,2025-03-29T23:29:32Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608612931,140,15.2,5608612935,212,12.3,5608612933,141,47.6,5608612937,213,2.58,5608612929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241597,198,1,1,21,47,bk3zg8yaj5uoqhxzwons3bo8a,1,15.2,47.6,2025-03-29T23:29:31.945Z,2025-03-29T23:29:36Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608613213,212,28.7,5608613209,140,30.1,5608613217,213,5.29,5608613207,56,Back,5608613211,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241683,199,1,1,21,51,bk3zg8yaj5uoqhxzwons3bo8a,1,27.6,14.7,2025-03-29T23:29:35.865Z,2025-03-29T23:29:41Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608613675,213,1.07,5608613671,141,23.7,5608613667,56,Back,5608613669,140,30.8,5608613673,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241689,200,4,1,21,57,bk3zg8yaj5uoqhxzwons3bo8a,1,32.4,19.5,2025-03-29T23:29:41.498Z,2025-03-30T01:44:44Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608614009,233,141,5608613745,285,,5608613739,56,Back,5608613741,152,,5608613737,13,,5608613743,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241723,141,4,1,21,57,bu5w8wprynlj9mvphvy8sd94f,0,67.6,80.5,2025-03-29T23:29:41.499Z,2025-03-30T02:32:11Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5608614047,233,200,5608613935,13,,5608614051,286,,5608613939,152,,5608613941,265,,5608613937,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241857,201,1,1,22,3,bk3zg8yaj5uoqhxzwons3bo8a,1,31.2,26.1,2025-03-29T23:29:47.768Z,2025-03-30T00:11:24Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608614575,141,36.1,5608614571,56,Back,5608614577,212,8.3,5608614579,213,0.96,5608614567,5,,5608614569,152,,5608614573,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241881,202,1,1,22,7,bk3zg8yaj5uoqhxzwons3bo8a,0,37.0,38.8,2025-03-29T23:29:51.754Z,2025-03-30T00:11:26Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5608614677,141,68.1,5608614681,213,0.46,5608614679,212,44.9,5608614675,140,75.3,5608614671,155,,5608614673,56,Center,5608614683,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241949,143,1,1,22,12,bu5w8wprynlj9mvphvy8sd94f,0,26.9,14.7,2025-03-29T23:29:57.256Z,2025-03-29T23:29:58Z,8gnvbaqsuet4v3x6orkm20b56,A. Acloque,,,5608615053,56,Back,5608615061,213,6.00,5608615059,212,5.4,5608615057,141,12.5,5608615055,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793241973,203,61,1,22,15,bk3zg8yaj5uoqhxzwons3bo8a,1,60.3,66.3,2025-03-29T23:29:59.484Z,2025-03-30T00:11:38Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5608615175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242027,144,1,1,22,16,bu5w8wprynlj9mvphvy8sd94f,1,34.4,16.8,2025-03-29T23:30:01.260Z,2025-03-29T23:30:02Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608615451,56,Back,5608615455,141,23.7,5608615453,140,27.0,5608615459,213,2.60,5608615457,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242055,145,1,1,22,18,bu5w8wprynlj9mvphvy8sd94f,1,27.0,23.7,2025-03-29T23:30:02.683Z,2025-03-29T23:30:05Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5608615653,140,29.0,5608615657,212,15.9,5608615659,213,1.44,5608615651,56,Back,5608615655,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242081,146,1,1,22,20,bu5w8wprynlj9mvphvy8sd94f,1,30.4,52.1,2025-03-29T23:30:05.163Z,2025-03-29T23:30:08Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5608615839,56,Back,5608615841,140,36.8,5608615845,212,24.9,5608615843,141,87.4,5608615847,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242123,147,1,1,22,23,bu5w8wprynlj9mvphvy8sd94f,0,38.4,94.5,2025-03-29T23:30:08.219Z,2025-03-29T23:30:11Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5608616091,56,Left,5608616095,141,80.0,5608616093,140,62.4,5608616097,212,27.1,5608616089,155,,5608616099,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242161,204,1,1,22,27,bk3zg8yaj5uoqhxzwons3bo8a,0,36.0,20.3,2025-03-29T23:30:11.689Z,2025-03-29T23:30:14Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608616323,56,Back,5608616327,141,33.7,5608616329,212,13.7,5608616331,213,0.73,5608616321,3,,5608616325,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242211,148,1,1,22,30,bu5w8wprynlj9mvphvy8sd94f,1,60.9,66.3,2025-03-29T23:30:14.963Z,2025-03-29T23:30:17Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5608616599,3,,5608616615,213,0.38,5608616605,56,Center,5608616611,212,12.4,5608616607,140,71.9,5608616609,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242243,149,1,1,22,32,bu5w8wprynlj9mvphvy8sd94f,0,71.9,73.0,2025-03-29T23:30:17.075Z,2025-03-29T23:30:55Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5608616739,56,Center,5608616741,140,72.1,5608616737,3,,5608616745,212,8.0,5608616743,141,61.2,5608616747,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242205,205,1,1,22,33,bk3zg8yaj5uoqhxzwons3bo8a,0,32.8,43.6,2025-03-29T23:30:17.393Z,2025-03-30T01:25:35Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608616559,3,,5608616565,141,52.1,5608616561,56,Back,5608616567,212,7.7,5608616569,213,0.84,5608616563,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242323,150,1,1,22,34,bu5w8wprynlj9mvphvy8sd94f,1,73.0,60.5,2025-03-29T23:30:18.915Z,2025-03-29T23:30:51Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,1.0,,5608619537,154,,5608617213,213,0.34,5608619533,210,14,5608617211,212,13.2,5608617205,56,Center,5608617207,140,84.8,5608617209,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242327,151,14,1,22,38,bu5w8wprynlj9mvphvy8sd94f,1,86.0,69.2,2025-03-29T23:30:22.748Z,2025-03-29T23:30:51Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5608619555,55,150,5608619551,29,,5608619559,102,44.9,5608619565,231,54.0,5608619561,103,15.8,5608617237,64,,5608619549,75,,5608617767,20,,5608617235,22,5608619563,230,5608617239,56,Center,5608619553,154,,,98.9,,,,,,,,,,,,,,,
2793242677,207,1,1,22,45,bk3zg8yaj5uoqhxzwons3bo8a,1,10.6,53.1,2025-03-29T23:30:29.858Z,2025-03-29T23:30:46Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608619255,213,1.01,5608619251,141,65.5,5608619245,123,,5608619247,56,Back,5608619249,140,15.6,5608619253,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242695,208,1,1,23,2,bk3zg8yaj5uoqhxzwons3bo8a,1,22.2,64.0,2025-03-29T23:30:46.600Z,2025-03-29T23:30:47Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608619329,56,Back,5608619333,141,39.4,5608619339,213,5.11,5608619335,212,18.1,5608619331,140,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242707,209,1,1,23,3,bk3zg8yaj5uoqhxzwons3bo8a,1,28.8,39.4,2025-03-29T23:30:47.616Z,2025-03-29T23:30:48Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5608619405,56,Back,5608619411,212,15.9,5608619409,141,62.1,5608619407,140,25.2,5608619413,213,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242749,210,1,1,23,4,bk3zg8yaj5uoqhxzwons3bo8a,1,24.9,62.3,2025-03-29T23:30:48.585Z,2025-03-29T23:30:53Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608619713,141,49.9,5608619711,140,11.8,5608619715,212,16.1,5608619709,56,Back,5608619717,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242779,211,1,1,23,9,bk3zg8yaj5uoqhxzwons3bo8a,1,13.6,44.2,2025-03-29T23:30:53.497Z,2025-03-29T23:30:55Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5608619903,212,29.9,5608619895,56,Back,5608619907,213,5.43,5608619899,141,11.0,5608619897,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242891,212,1,1,23,11,bk3zg8yaj5uoqhxzwons3bo8a,1,32.4,10.9,2025-03-29T23:30:55.713Z,2025-03-29T23:31:03Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5608620465,56,Back,5608620477,213,0.26,5608620473,212,9.3,5608620469,141,14.4,5608620467,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242903,213,50,1,23,17,bk3zg8yaj5uoqhxzwons3bo8a,1,39.9,9.7,2025-03-29T23:31:01.754Z,2025-03-30T02:15:43Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5608620527,56,Back,5608620529,286,,5608620621,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242899,153,7,1,23,17,bu5w8wprynlj9mvphvy8sd94f,1,60.1,90.3,2025-03-29T23:31:01.755Z,2025-03-30T02:15:43Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5608620525,285,,5608620579,233,213,5608620523,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242925,154,1,1,23,18,bu5w8wprynlj9mvphvy8sd94f,0,65.8,97.5,2025-03-29T23:31:03.164Z,2025-03-29T23:31:05Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5608620673,212,6.4,5608620669,140,71.1,5608620667,56,Left,5608620675,213,0.50,5608620671,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242955,156,1,1,23,19,bu5w8wprynlj9mvphvy8sd94f,1,62.1,92.8,2025-03-29T23:31:03.886Z,2025-03-30T00:19:15Z,cvi9u3v3krlkbvwcwjqztzvca,A. Mitrano,,,5608800145,212,14.7,5608800139,56,Center,5608800141,140,71.2,5608800147,213,5.42,5608800143,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793242933,155,1,1,23,20,bu5w8wprynlj9mvphvy8sd94f,1,72.5,86.7,2025-03-29T23:31:04.872Z,2025-03-30T00:19:38Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5608620707,56,Center,5608801543,140,74.8,5608801547,212,8.8,5608801549,213,4.99,5608801545,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277309,346,3,1,23,23,bu5w8wprynlj9mvphvy8sd94f,1,61.3,66.6,2025-03-29T23:31:07.806Z,2025-03-30T02:15:51Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5608803465,56,Center,5608809553,233,511,5608803467,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793277727,511,45,1,23,23,bk3zg8yaj5uoqhxzwons3bo8a,0,38.7,33.4,2025-03-29T23:31:07.806Z,2025-03-30T02:15:51Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608809599,233,346,5608809535,285,,5608809533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243005,157,50,1,23,25,bu5w8wprynlj9mvphvy8sd94f,1,70.6,70.6,2025-03-29T23:31:10.107Z,2025-03-30T02:15:44Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5608621455,233,214,5608621085,56,Center,5608621087,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243057,214,7,1,23,25,bk3zg8yaj5uoqhxzwons3bo8a,1,29.4,29.4,2025-03-29T23:31:10.108Z,2025-03-30T02:15:44Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,,5608621407,233,157,5608621369,285,,5608621367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243197,216,1,1,23,28,bk3zg8yaj5uoqhxzwons3bo8a,1,31.7,39.1,2025-03-29T23:31:13.184Z,2025-03-29T23:31:19Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,,5608622059,56,Center,5608622063,140,52.6,5608622073,213,0.73,5608622069,212,29.4,5608622067,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243227,217,1,1,23,35,bk3zg8yaj5uoqhxzwons3bo8a,0,64.2,54.2,2025-03-29T23:31:19.465Z,2025-03-29T23:31:21Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5608622221,213,0.74,5608622215,140,76.0,5608622213,56,Center,5608622219,212,16.8,5608622217,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243267,158,8,1,23,39,bu5w8wprynlj9mvphvy8sd94f,1,29.4,12.5,2025-03-29T23:31:23.396Z,2025-03-29T23:31:23Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5608622411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243369,159,3,1,23,42,bu5w8wprynlj9mvphvy8sd94f,0,32.0,6.8,2025-03-29T23:31:26.658Z,2025-03-30T02:15:45Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5608759609,233,218,5608622961,56,Back,5608622963,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243317,218,7,1,23,42,bk3zg8yaj5uoqhxzwons3bo8a,0,68.0,93.2,2025-03-29T23:31:26.659Z,2025-03-30T02:15:44Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608623513,286,,5608759641,233,159,5608622665,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243429,160,5,1,23,42,bu5w8wprynlj9mvphvy8sd94f,1,22.6,-1.7,2025-03-29T23:31:27.250Z,2025-03-30T02:13:27Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5608623233,347,,5608623281,233,219,5608623231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243333,219,5,1,23,42,bk3zg8yaj5uoqhxzwons3bo8a,0,77.4,101.7,2025-03-29T23:31:27.250Z,2025-03-30T02:13:27Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608622711,347,,5608623317,233,160,5608622709,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243841,161,1,1,24,17,bu5w8wprynlj9mvphvy8sd94f,1,18.4,0.0,2025-03-29T23:32:01.493Z,2025-03-29T23:32:04Z,8gnvbaqsuet4v3x6orkm20b56,A. Acloque,,,5608625743,56,Back,5608625747,141,6.7,5608625749,212,17.1,5608625751,213,0.33,5608625741,107,,5608625745,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243847,162,1,1,24,19,bu5w8wprynlj9mvphvy8sd94f,0,33.8,6.7,2025-03-29T23:32:04.037Z,2025-03-29T23:32:04Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5608625781,56,Back,5608625779,168,,5608625777,3,,5608625785,141,7.9,5608625783,140,37.6,5608625789,213,0.20,5608625787,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243857,220,1,1,24,19,bk3zg8yaj5uoqhxzwons3bo8a,0,58.8,94.8,2025-03-29T23:32:04.081Z,2025-03-29T23:32:05Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608625835,56,Left,5608625839,141,89.3,5608625841,212,12.1,5608625837,140,69.8,5608625843,213,5.97,5608625833,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243903,163,1,1,24,22,bu5w8wprynlj9mvphvy8sd94f,0,28.5,10.9,2025-03-29T23:32:06.548Z,2025-03-30T01:24:13Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5608626071,213,5.71,5608626065,140,33.6,5608626063,56,Back,5608626069,212,6.4,5608626067,141,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243883,221,1,1,24,22,bk3zg8yaj5uoqhxzwons3bo8a,0,70.5,89.1,2025-03-29T23:32:06.728Z,2025-03-30T01:24:15Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5608625969,141,83.9,5608625967,140,71.4,5608625965,56,Left,5608625971,212,3.7,5608625975,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243935,164,1,1,24,24,bu5w8wprynlj9mvphvy8sd94f,1,33.4,5.8,2025-03-29T23:32:08.412Z,2025-03-29T23:32:10Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5608626243,56,Back,5608626249,212,11.7,5608626247,141,8.3,5608626251,213,3.00,5608626245,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793243999,165,1,1,24,25,bu5w8wprynlj9mvphvy8sd94f,0,22.4,8.3,2025-03-29T23:32:09.956Z,2025-03-29T23:32:13Z,8gnvbaqsuet4v3x6orkm20b56,A. Acloque,,,5608626577,140,51.5,5608626581,141,16.5,5608626569,157,,5608626585,212,31.1,5608626573,56,Right,5608626587,213,0.18,5608626589,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793244033,222,1,1,24,29,bk3zg8yaj5uoqhxzwons3bo8a,0,42.8,75.3,2025-03-29T23:32:14.001Z,2025-03-29T23:32:15Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,,5608626771,212,32.8,5608626775,1,,5608626763,3,,5608626765,56,Center,5608626767,140,70.8,5608626769,141,54.0,5608626773,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793244061,166,1,1,24,31,bu5w8wprynlj9mvphvy8sd94f,0,30.2,39.7,2025-03-29T23:32:15.876Z,2025-03-29T23:32:17Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5608626913,140,51.1,5608626927,213,6.04,5608626923,212,22.6,5608626919,141,31.8,5608626907,56,Center,5608626905,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793244111,223,1,1,24,33,bk3zg8yaj5uoqhxzwons3bo8a,1,51.6,65.7,2025-03-29T23:32:17.473Z,2025-03-29T23:32:21Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,,5608627245,3,,5608627253,212,11.9,5608627249,140,57.9,5608627247,56,Left,5608627251,141,80.2,5608627255,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793244185,225,1,1,24,37,bk3zg8yaj5uoqhxzwons3bo8a,0,57.9,80.2,2025-03-29T23:32:21.554Z,2025-03-30T00:12:16Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,,5608627633,140,76.0,5608627629,155,,5608627637,212,21.6,5608627639,213,5.79,5608627631,56,Center,5608627635,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793244181,167,44,1,24,41,bu5w8wprynlj9mvphvy8sd94f,1,23.2,35.2,2025-03-29T23:32:25.372Z,2025-03-30T02:15:58Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5608627611,56,Back,5608627761,233,226,5608627613,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793244191,226,44,1,24,41,bk3zg8yaj5uoqhxzwons3bo8a,0,76.8,64.8,2025-03-29T23:32:25.373Z,2025-03-30T02:15:59Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5608627739,233,167,5608627665,56,Center,5608627667,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793244217,227,43,1,24,41,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-29T23:32:26.344Z,2025-03-30T00:12:23Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5608627813,56,Center,5608627815,140,88.9,5608765669,144,1,5608627821,213,5.70,5608627811,3,0,5608627819,212,16.2,5608627817,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
