id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/13/value,qualifier/17/value
2803399079,136,15,1,14,45,7neuneh44n9rtsfsh6r0sb9no,1,90.4,44.3,2025-04-19T20:21:21.589Z,2025-04-20T04:47:54Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5664535749,102,49.0,5664534611,17,,5664535751,103,19.6,5664535743,154,,5666005877,160,,5664535755,328,,5664534613,56,Center,5664535761,147,47.3,5664535737,15,,5664535741,29,,5664539915,233,109,5664535757,146,97.7,5664535745,55,135,5664535739,78,,,,,,,,,,,,,
2803398857,109,10,1,14,45,2iwybwokic7nmr1t33abdbjoq,1,1.7,52.8,2025-04-19T20:21:21.689Z,2025-04-19T22:56:45Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5664533339,173,,5664533345,56,Back,5664539957,233,136,5664533341,178,,5664533343,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399251,111,1,1,15,11,2iwybwokic7nmr1t33abdbjoq,1,2.8,52.5,2025-04-19T20:21:47.709Z,2025-04-19T20:21:51Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5664535587,189,,5664535535,123,,5664535537,56,Back,5664535547,1,,5664535543,212,39.3,5664535541,141,23.6,5664535539,140,35.2,5664535545,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399299,112,1,1,15,15,2iwybwokic7nmr1t33abdbjoq,1,35.2,23.6,2025-04-19T20:21:51.429Z,2025-04-19T20:21:53Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664535793,56,Back,5664535797,141,63.0,5664535795,140,25.1,5664535799,212,28.8,5664535801,213,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399329,113,1,1,15,17,2iwybwokic7nmr1t33abdbjoq,1,25.1,63.0,2025-04-19T20:21:53.357Z,2025-04-19T20:21:55Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664535943,212,17.0,5664535947,213,0.94,5664535935,56,Back,5664535939,141,83.2,5664535937,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399365,114,1,1,15,19,2iwybwokic7nmr1t33abdbjoq,1,35.9,83.2,2025-04-19T20:21:55.629Z,2025-04-19T20:21:58Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5664536159,56,Back,5664536165,212,12.1,5664536167,213,4.10,5664536163,141,68.7,5664536161,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399441,115,1,1,15,22,2iwybwokic7nmr1t33abdbjoq,1,29.3,68.7,2025-04-19T20:21:58.069Z,2025-04-19T20:22:04Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664536571,140,35.8,5664536573,141,66.7,5664536579,213,6.09,5664536575,212,7.0,5664536569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399461,116,1,1,15,27,2iwybwokic7nmr1t33abdbjoq,1,35.1,51.9,2025-04-19T20:22:03.805Z,2025-04-19T20:22:06Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5664536685,141,72.1,5664536689,213,1.86,5664536683,140,31.2,5664536687,212,14.3,5664536681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399477,117,1,1,15,30,2iwybwokic7nmr1t33abdbjoq,1,31.7,72.1,2025-04-19T20:22:06.621Z,2025-04-19T20:22:07Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664536749,140,43.7,5664536751,141,70.0,5664536747,56,Back,5664536753,212,12.7,5664536755,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399497,118,1,1,15,31,2iwybwokic7nmr1t33abdbjoq,1,43.7,70.0,2025-04-19T20:22:07.653Z,2025-04-19T20:22:10Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5664536829,140,32.6,5664536835,212,12.0,5664536883,156,,5664536831,141,74.2,5664536837,213,2.90,5664536827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399581,119,1,1,15,34,2iwybwokic7nmr1t33abdbjoq,1,30.8,73.3,2025-04-19T20:22:10.566Z,2025-04-19T20:22:15Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664537345,212,16.1,5664537339,56,Back,5664537347,213,3.74,5664537343,141,60.0,5664537341,140,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399625,120,1,1,15,39,2iwybwokic7nmr1t33abdbjoq,1,18.1,60.0,2025-04-19T20:22:14.973Z,2025-04-19T20:22:18Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5664537579,140,29.9,5664537581,141,89.4,5664537583,212,23.5,5664537577,56,Back,5664537585,213,1.02,5664537575,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399683,121,1,1,15,42,2iwybwokic7nmr1t33abdbjoq,1,29.9,89.4,2025-04-19T20:22:18.549Z,2025-04-19T20:22:22Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5664537985,141,82.9,5664537983,140,41.7,5664537989,213,5.94,5664537987,212,13.2,5664537981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399693,122,1,1,15,46,2iwybwokic7nmr1t33abdbjoq,1,41.3,76.7,2025-04-19T20:22:22.709Z,2025-04-19T20:22:24Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5664538085,213,2.86,5664538055,212,5.1,5664538045,56,Back,5664538051,141,78.8,5664538047,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399747,123,1,1,15,47,2iwybwokic7nmr1t33abdbjoq,1,36.6,78.8,2025-04-19T20:22:23.613Z,2025-04-19T20:22:26Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5664538331,213,0.18,5664538327,212,20.8,5664538323,141,84.2,5664538317,56,Left,5664538319,140,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399829,124,1,1,15,50,2iwybwokic7nmr1t33abdbjoq,1,60.6,82.4,2025-04-19T20:22:26.422Z,2025-04-19T20:22:32Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5664538769,140,93.0,5664538773,212,34.2,5664538777,1,,5664538771,141,87.8,5664538767,56,Left,5664538775,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399827,138,4,1,15,56,7neuneh44n9rtsfsh6r0sb9no,1,7.0,13.0,2025-04-19T20:22:32.261Z,2025-04-19T22:56:25Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5664538821,152,,5664538823,265,,5664538825,285,,5664538817,13,,5664538903,233,125,5664538819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803399839,125,4,1,15,56,2iwybwokic7nmr1t33abdbjoq,0,93.0,87.0,2025-04-19T20:22:32.262Z,2025-04-19T22:56:25Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5664538871,265,,5664538865,13,,5664538873,286,,5664538867,56,Left,5664538939,233,138,5664538869,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400393,139,1,1,16,33,7neuneh44n9rtsfsh6r0sb9no,0,7.8,16.2,2025-04-19T20:23:09.100Z,2025-04-19T20:23:15Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5664541731,141,28.6,5664541721,5,,5664541733,212,64.6,5664541737,1,,5664541723,157,,5664541727,56,Center,5664541735,213,0.13,5664541725,152,,5664541729,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400397,126,44,1,16,37,2iwybwokic7nmr1t33abdbjoq,1,32.0,70.3,2025-04-19T20:23:13.820Z,2025-04-19T23:19:01Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664541765,285,,5664541763,56,Back,5664541933,233,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400401,140,44,1,16,37,7neuneh44n9rtsfsh6r0sb9no,0,68.0,29.7,2025-04-19T20:23:13.821Z,2025-04-19T23:19:02Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5664541791,286,,5664541979,233,126,5664541789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400409,127,1,1,16,38,2iwybwokic7nmr1t33abdbjoq,1,33.0,68.8,2025-04-19T20:23:14.133Z,2025-04-19T20:23:15Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664541825,141,65.8,5664541821,56,Back,5664541823,140,38.7,5664541827,212,6.3,5664541819,3,,5664541829,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400415,128,1,1,16,39,2iwybwokic7nmr1t33abdbjoq,0,38.7,65.8,2025-04-19T20:23:14.973Z,2025-04-19T20:23:15Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5664541877,56,Back,5664541889,213,0.97,5664541883,141,75.3,5664541887,212,7.8,5664541881,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400479,141,1,1,16,40,7neuneh44n9rtsfsh6r0sb9no,1,56.7,25.9,2025-04-19T20:23:16.228Z,2025-04-19T20:23:20Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5664542255,140,68.2,5664542261,213,5.82,5664542257,141,17.0,5664542259,212,13.5,5664542253,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400439,129,83,1,16,41,2iwybwokic7nmr1t33abdbjoq,0,34.8,77.8,2025-04-19T20:23:17.476Z,2025-04-19T20:23:24Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664542575,399,do8svqsgqomasmzdwwsgg7qlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400469,130,83,1,16,43,2iwybwokic7nmr1t33abdbjoq,0,33.2,79.4,2025-04-19T20:23:19.157Z,2025-04-19T20:23:24Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664542555,399,do8svqsgqomasmzdwwsgg7qlm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400509,142,1,1,16,44,7neuneh44n9rtsfsh6r0sb9no,1,66.7,13.2,2025-04-19T20:23:20.092Z,2025-04-19T20:23:22Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5664542421,213,3.21,5664542415,140,44.4,5664542419,212,23.5,5664542417,141,10.7,5664542413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400593,143,1,1,16,46,7neuneh44n9rtsfsh6r0sb9no,1,44.4,10.7,2025-04-19T20:23:22.035Z,2025-04-19T20:23:28Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5664542841,140,29.9,5664542847,213,2.39,5664542843,141,31.5,5664542845,212,20.8,5664542839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400635,144,1,1,16,52,7neuneh44n9rtsfsh6r0sb9no,1,31.6,31.8,2025-04-19T20:23:28.612Z,2025-04-19T20:23:30Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5664543051,56,Back,5664543053,140,28.4,5664543059,213,4.47,5664543057,212,14.1,5664543055,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400705,145,1,1,16,54,7neuneh44n9rtsfsh6r0sb9no,1,28.9,10.3,2025-04-19T20:23:30.444Z,2025-04-19T20:23:34Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5664543451,213,6.18,5664543449,212,46.9,5664543447,141,3.4,5664543443,56,Right,5664543453,1,,5664543445,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400745,146,1,1,16,58,7neuneh44n9rtsfsh6r0sb9no,1,73.6,3.8,2025-04-19T20:23:34.700Z,2025-04-19T20:23:37Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5664543633,140,77.1,5664543639,213,1.22,5664543637,212,10.7,5664543629,56,Right,5664543635,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400753,147,1,1,17,1,7neuneh44n9rtsfsh6r0sb9no,0,77.4,18.6,2025-04-19T20:23:37.259Z,2025-04-19T20:23:38Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5664543715,141,7.6,5664543711,56,Right,5664543719,213,5.82,5664543717,212,16.8,5664543713,140,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400837,131,1,1,17,8,2iwybwokic7nmr1t33abdbjoq,0,7.6,88.7,2025-04-19T20:23:44.605Z,2025-04-19T20:23:45Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664544321,233,148,5664544241,1,,5664544325,286,,5664544239,213,0.23,5664544229,157,,5664544235,141,90.3,5664544231,56,Back,5664544319,236,,5664544237,212,4.7,5664544233,140,12.0,,,,,,,,,,,,,,,,,,,,,,,,
2803400843,148,74,1,17,8,7neuneh44n9rtsfsh6r0sb9no,1,90.4,10.3,2025-04-19T20:23:44.606Z,2025-04-19T23:19:16Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5664544265,285,,5664544383,233,131,5664544261,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400957,132,61,1,17,15,2iwybwokic7nmr1t33abdbjoq,1,9.8,90.3,2025-04-19T20:23:51.474Z,2025-04-19T20:23:51Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664544929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803400979,133,5,1,17,16,2iwybwokic7nmr1t33abdbjoq,0,11.2,101.5,2025-04-19T20:23:52.204Z,2025-04-19T20:23:58Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664545359,233,150,5664545025,347,,5664545023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401033,150,5,1,17,20,7neuneh44n9rtsfsh6r0sb9no,1,89.2,-1.7,2025-04-19T20:23:56.429Z,2025-04-19T20:23:58Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5664545319,233,133,5664545295,56,Right,5664545297,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401053,151,1,1,17,21,7neuneh44n9rtsfsh6r0sb9no,1,88.1,0.0,2025-04-19T20:23:57.188Z,2025-04-19T20:23:58Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5664545415,213,2.31,5664545405,107,,5664545411,141,18.2,5664545407,56,Right,5664545413,212,17.8,5664545409,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401065,152,1,1,17,22,7neuneh44n9rtsfsh6r0sb9no,1,76.7,17.7,2025-04-19T20:23:58.308Z,2025-04-19T20:24:00Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5664545455,212,22.8,5664545459,213,3.35,5664545447,56,Right,5664545449,140,55.4,5664545451,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401099,153,1,1,17,23,7neuneh44n9rtsfsh6r0sb9no,1,55.4,10.9,2025-04-19T20:23:59.963Z,2025-04-19T20:24:02Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5664545639,141,26.7,5664545643,213,1.06,5664545641,212,12.3,5664545637,140,61.1,5664545635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401125,154,1,1,17,25,7neuneh44n9rtsfsh6r0sb9no,1,61.4,21.6,2025-04-19T20:24:01.780Z,2025-04-19T20:24:04Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5664545799,213,3.06,5664545795,141,25.2,5664545791,56,Back,5664545797,212,29.9,5664545793,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401197,155,1,1,17,27,7neuneh44n9rtsfsh6r0sb9no,1,33.3,25.5,2025-04-19T20:24:03.956Z,2025-04-19T20:24:09Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5664546159,213,2.09,5664546151,141,51.3,5664546143,56,Back,5664546147,140,23.8,5664546155,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401227,156,1,1,17,32,7neuneh44n9rtsfsh6r0sb9no,1,24.0,47.8,2025-04-19T20:24:08.803Z,2025-04-19T20:24:11Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5664546341,56,Back,5664546349,213,4.69,5664546347,212,14.1,5664546343,140,23.7,5664546345,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401261,157,1,1,17,35,7neuneh44n9rtsfsh6r0sb9no,1,24.2,25.8,2025-04-19T20:24:11.108Z,2025-04-19T20:24:13Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5664546553,212,2.5,5664546547,56,Back,5664546551,141,23.7,5664546555,213,5.69,5664546549,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401275,158,1,1,17,37,7neuneh44n9rtsfsh6r0sb9no,1,26.2,23.7,2025-04-19T20:24:13.499Z,2025-04-19T20:24:14Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5664546617,212,15.3,5664546613,140,34.6,5664546611,56,Back,5664546615,141,5.3,5664546619,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401301,159,1,1,17,38,7neuneh44n9rtsfsh6r0sb9no,1,34.3,5.3,2025-04-19T20:24:14.605Z,2025-04-19T20:24:16Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5664546727,56,Center,5664546737,213,0.55,5664546733,141,36.7,5664546735,212,40.8,5664546725,155,,5664546739,1,,5664546729,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401309,160,44,1,17,40,7neuneh44n9rtsfsh6r0sb9no,1,71.9,32.0,2025-04-19T20:24:16.739Z,2025-04-19T23:19:02Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5664546919,233,134,5664546773,56,Center,5664546775,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401333,134,44,1,17,40,2iwybwokic7nmr1t33abdbjoq,0,28.1,68.0,2025-04-19T20:24:16.740Z,2025-04-19T23:19:02Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664546947,233,160,5664546877,285,,5664546875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401337,161,1,1,17,41,7neuneh44n9rtsfsh6r0sb9no,1,67.4,36.7,2025-04-19T20:24:17.051Z,2025-04-19T20:24:20Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5664546893,212,9.6,5664546889,140,68.3,5664546891,141,22.7,5664546895,213,4.81,5664546887,56,Center,5664546885,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401367,162,1,1,17,43,7neuneh44n9rtsfsh6r0sb9no,1,66.2,22.7,2025-04-19T20:24:19.891Z,2025-04-19T20:24:22Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5664547083,140,80.6,5664547089,213,5.68,5664547087,212,18.4,5664547081,56,Right,5664547085,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401417,163,1,1,17,46,7neuneh44n9rtsfsh6r0sb9no,1,80.6,7.3,2025-04-19T20:24:22.755Z,2025-04-19T20:24:25Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5664547347,155,,5664547351,56,Left,5664547353,140,80.3,5664547357,141,82.4,5664547367,1,,5664547363,213,1.58,5664547361,212,51.1,5664547349,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401703,164,1,1,17,51,7neuneh44n9rtsfsh6r0sb9no,1,81.8,79.6,2025-04-19T20:24:27.627Z,2025-04-19T20:24:50Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5664548885,141,64.9,5664548881,56,Center,5664548889,213,4.22,5664548887,212,11.3,5664548883,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803401793,165,1,1,17,52,7neuneh44n9rtsfsh6r0sb9no,1,77.5,65.5,2025-04-19T20:24:28.636Z,2025-04-19T20:25:27Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,1.0,5664551825,210,16,5664549319,56,Center,5664551833,22,,5664549325,212,20.2,5664551829,154,,5664549321,140,93.3,5664549323,141,48.5,5664549327,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803402037,166,16,1,17,53,7neuneh44n9rtsfsh6r0sb9no,1,95.4,50.7,2025-04-19T20:24:29.283Z,2025-04-20T04:15:56Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5664551895,29,,5664551911,230,99.3,5664551903,102,52.3,5664557197,136,,5664551913,231,52.2,5664551123,20,,5664550695,56,Center,5664551905,103,7.0,5664550691,22,,5664557195,76,,5664551909,328,,5664551907,214,,5664551897,154,,5664557193,16,5664551899,55,5664551131,375,17:53.025,5664551127,374,,,165,2025-04-19 21:24:28.992,,
2803402349,135,1,1,18,54,2iwybwokic7nmr1t33abdbjoq,1,49.9,50.6,2025-04-19T20:25:30.781Z,2025-04-19T20:25:35Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5664552595,140,25.1,5664552601,213,3.42,5664552603,279,G,5664552599,212,27.1,5664552597,141,39.8,5664552593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803402409,136,1,1,18,59,2iwybwokic7nmr1t33abdbjoq,1,25.2,40.1,2025-04-19T20:25:35.685Z,2025-04-19T20:25:39Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664552919,140,42.1,5664552921,141,45.8,5664552923,212,18.2,5664552925,213,0.22,5664552917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803402407,167,83,1,19,3,7neuneh44n9rtsfsh6r0sb9no,0,59.2,52.1,2025-04-19T20:25:39.018Z,2025-04-19T20:25:41Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5664553043,399,74bhj4xi5zgq6evsr4c766p04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803402427,137,1,1,19,3,2iwybwokic7nmr1t33abdbjoq,1,42.0,47.0,2025-04-19T20:25:39.316Z,2025-04-19T20:25:42Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5664553019,213,0.72,5664553015,141,62.3,5664553011,56,Center,5664553017,212,15.9,5664553013,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803402471,138,2,1,19,6,2iwybwokic7nmr1t33abdbjoq,1,54.0,62.7,2025-04-19T20:25:42.524Z,2025-04-19T20:25:46Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664553255,141,62.6,5664553555,7,c0of0cn2tec0yn2vtwdqgxxpl,5664553559,56,Center,5664553557,1,,5664553253,140,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803402985,169,1,1,19,40,7neuneh44n9rtsfsh6r0sb9no,0,20.2,29.8,2025-04-19T20:26:16.475Z,2025-04-19T22:13:44Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5664556175,5,,5664556185,141,56.6,5664556177,157,,5664556199,189,,5664556187,212,57.0,5664556183,140,71.6,5664556181,56,Center,5664556179,241,,5664556189,213,0.33,5664556191,1,,,,,,,,,,,,,,,,,,,,,,,,,
2803403013,140,1,1,19,44,2iwybwokic7nmr1t33abdbjoq,1,27.3,52.2,2025-04-19T20:26:20.059Z,2025-04-19T20:26:21Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664556361,56,Back,5664556363,140,26.2,5664556369,213,4.64,5664556367,212,15.5,5664556365,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803403069,141,1,1,19,45,2iwybwokic7nmr1t33abdbjoq,1,26.2,29.4,2025-04-19T20:26:21.759Z,2025-04-19T20:26:25Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5664556691,212,23.2,5664556689,141,49.1,5664556687,140,8.2,5664556693,213,2.52,5664556685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803403117,142,1,1,19,49,2iwybwokic7nmr1t33abdbjoq,1,8.2,49.1,2025-04-19T20:26:25.332Z,2025-04-19T20:26:28Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5664556929,212,15.6,5664556927,141,60.3,5664556923,56,Back,5664556931,213,0.51,5664556925,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803403171,143,1,1,19,51,2iwybwokic7nmr1t33abdbjoq,1,21.2,60.3,2025-04-19T20:26:27.848Z,2025-04-19T20:26:32Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664557265,141,16.1,5664557269,213,4.79,5664557267,212,30.1,5664557263,140,23.3,5664557261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803403193,144,1,1,19,54,2iwybwokic7nmr1t33abdbjoq,1,23.3,16.1,2025-04-19T20:26:30.844Z,2025-04-19T20:26:33Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5664557379,213,2.46,5664557373,141,29.4,5664557371,140,12.6,5664557369,56,Back,5664557375,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803403305,145,1,1,19,57,2iwybwokic7nmr1t33abdbjoq,1,12.6,29.4,2025-04-19T20:26:33.315Z,2025-04-19T20:26:41Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664558055,213,0.26,5664558039,56,Back,5664558047,141,36.1,5664558043,140,28.8,5664558051,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
