,Unnamed: 0,matchInfo/id,matchInfo/coverageLevel,matchInfo/date,matchInfo/time,matchInfo/localDate,matchInfo/localTime,matchInfo/week,matchInfo/numberOfPeriods,matchInfo/periodLength,matchInfo/lastUpdated,matchInfo/description,matchInfo/sport/id,matchInfo/sport/name,matchInfo/ruleset/id,matchInfo/ruleset/name,matchInfo/competition/id,matchInfo/competition/name,matchInfo/competition/knownName,matchInfo/competition/competitionCode,matchInfo/competition/competitionFormat,matchInfo/competition/country/id,matchInfo/competition/country/name,matchInfo/tournamentCalendar/id,matchInfo/tournamentCalendar/startDate,matchInfo/tournamentCalendar/endDate,matchInfo/tournamentCalendar/name,matchInfo/stage/id,matchInfo/stage/formatId,matchInfo/stage/startDate,matchInfo/stage/endDate,matchInfo/stage/name,matchInfo/venue/id,matchInfo/venue/neutral,matchInfo/venue/longName,matchInfo/venue/shortName,matchInfo/var,matchInfo/contestant/0/id,matchInfo/contestant/0/name,matchInfo/contestant/0/shortName,matchInfo/contestant/0/officialName,matchInfo/contestant/0/code,matchInfo/contestant/0/position,matchInfo/contestant/0/country/id,matchInfo/contestant/0/country/name,matchInfo/contestant/1/id,matchInfo/contestant/1/name,matchInfo/contestant/1/shortName,matchInfo/contestant/1/officialName,matchInfo/contestant/1/code,matchInfo/contestant/1/position,matchInfo/contestant/1/country/id,matchInfo/contestant/1/country/name,liveData/matchDetails/periodId,liveData/matchDetails/matchStatus,liveData/matchDetails/winner,liveData/matchDetails/matchLengthMin,liveData/matchDetails/matchLengthSec,liveData/matchDetails/scores/ht/home,liveData/matchDetails/scores/ht/away,liveData/matchDetails/scores/ft/home,liveData/matchDetails/scores/ft/away,liveData/matchDetails/scores/total/home,liveData/matchDetails/scores/total/away,liveData/matchDetailsExtra/attendance,liveData/VAR,liveData/missedPen
22,22,e87hmeh8e8iwohs3rqv1qk9g,13,2025-08-09Z,12:00:00Z,2025-08-09,15:00:00,19,2,45,2025-05-28T21:27:12Z,Jaro vs Haka,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,z1wle245xcf0crny65yoguzt,no,Centralplan,Centralplan,,7efqk7uh63928il0yffxijnv7,Jaro,Jaro,FF Jaro,FFJ,home,2u07e54v5dprsugdvddpq5ync,Finland,5qxgilg61hlwxzfpdn2nhcayd,Haka,Haka,FC Haka,HAK,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
23,23,dvq2npw2ppmbx10b9y4rxic4,13,2025-08-08Z,15:00:00Z,2025-08-08,18:00:00,19,2,45,2025-06-14T13:11:11Z,Inter Turku vs Oulu,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,cs1nabi1ou4oiz9dxsmoiyan8,no,Veritas Stadion,Veritas Stadion,,8eab5wbcnttsiosd1o8c71gmk,Inter Turku,Inter Turku,FC Inter Turku,INT,home,2u07e54v5dprsugdvddpq5ync,Finland,cy6zs39z79dcfbr4xzkp38z7q,Oulu,Oulu,AC Oulu,OUL,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
24,24,diz7cihpd7n0ybwtpukcshzo,13,2025-08-04Z,16:00:00Z,2025-08-04,19:00:00,18,2,45,2025-06-18T17:29:17Z,HJK vs Inter Turku,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,8ynu8ggtnkcjs6guwi9vee1ay,no,Bolt Arena,Bolt Arena,,303582z192rnbr2x28o2t7u38,HJK,HJK,Helsingin Jalkapalloklubi,HJK,home,2u07e54v5dprsugdvddpq5ync,Finland,8eab5wbcnttsiosd1o8c71gmk,Inter Turku,Inter Turku,FC Inter Turku,INT,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
25,25,d6k45doe97fr473t94hc5dzo,13,2025-08-04Z,15:00:00Z,2025-08-04,18:00:00,18,2,45,2025-05-26T06:06:28Z,Ilves vs Gnistan,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,4ott28qexy159nq0w05rjmrys,no,Tammelan Stadion,Tammelan Stadion,,2rdnn9p03qrmmv34tyx1nahpa,Ilves,Ilves,Tampereen Ilves,ILV,home,2u07e54v5dprsugdvddpq5ync,Finland,3cbke8cbou2ms925872vk6dwx,Gnistan,Gnistan,IF Gnistan,IFG,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
26,26,cubg0nx0an5j46xxjo6urtw4,13,2025-08-03Z,13:00:00Z,2025-08-03,16:00:00,18,2,45,2025-06-19T07:17:48Z,SJK vs KTP,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,7cdg6syeqx9qbitsnw2sm142x,no,OmaSP Stadion,OmaSP Stadion,,ea3yd0dgq6uy6pupkpn17j5xg,SJK,SJK,Seinäjoen Jalkapallokerho,SJK,home,2u07e54v5dprsugdvddpq5ync,Finland,8sy0cxovuxo76tuoas3uo55xj,KTP,KTP,Kotkan Työväen Palloilijat,KTP,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
27,27,chvzbwgxi5oo8gc0axs5xw5w,13,2025-08-02Z,16:00:00Z,2025-08-02,19:00:00,18,2,45,2025-06-14T13:11:10Z,Oulu vs Jaro,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,apxtm2nl13sj9j19x8gvqb23n,no,Raatin stadion,Raatin stadion,,cy6zs39z79dcfbr4xzkp38z7q,Oulu,Oulu,AC Oulu,OUL,home,2u07e54v5dprsugdvddpq5ync,Finland,7efqk7uh63928il0yffxijnv7,Jaro,Jaro,FF Jaro,FFJ,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
28,28,c5ekkh1oi4vorctq7cndzml0,13,2025-08-02Z,14:00:00Z,2025-08-02,17:00:00,18,2,45,2025-06-05T13:19:07Z,KuPS vs Haka,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,b6qm6tc6o0yon2j460rdutquq,no,Väre Areena,Väre Areena,,1c7dv8ays675v9kp6a04sd8pq,KuPS,KuPS,Kuopion Palloseura,KUP,home,2u07e54v5dprsugdvddpq5ync,Finland,5qxgilg61hlwxzfpdn2nhcayd,Haka,Haka,FC Haka,HAK,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
29,29,bt53q72yij37udyp2w40atxw,13,2025-08-01Z,15:00:00Z,2025-08-01,18:00:00,18,2,45,2025-06-18T17:22:13Z,VPS vs Mariehamn,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,7jpa27dlpb5cjl1r00fdg7o8i,no,Lemonsoft Stadion,Lemonsoft Stadion,,duspptyvnr5kpx2iko5gerhnz,VPS,VPS,Vaasan Palloseura,VPS,home,2u07e54v5dprsugdvddpq5ync,Finland,3ptum5fjcgw51mqui0gu6uuf4,Mariehamn,Mariehamn,IFK Mariehamn,MAR,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
30,30,bh0w6idz69h7vvkendcpayhg,13,2025-07-28Z,16:00:00Z,2025-07-28,19:00:00,17,2,45,2025-06-18T17:29:18Z,Gnistan vs HJK,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,53adx3m9ax7nwhgw58qrxoefl,no,Mustapekka Areena,Mustapekka Areena,,3cbke8cbou2ms925872vk6dwx,Gnistan,Gnistan,IF Gnistan,IFG,home,2u07e54v5dprsugdvddpq5ync,Finland,303582z192rnbr2x28o2t7u38,HJK,HJK,Helsingin Jalkapalloklubi,HJK,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
31,31,b3007kvmchdk65j9udxuiwb8,13,2025-07-27Z,14:00:00Z,2025-07-27,17:00:00,17,2,45,2025-06-19T07:17:49Z,Inter Turku vs SJK,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,cs1nabi1ou4oiz9dxsmoiyan8,no,Veritas Stadion,Veritas Stadion,,8eab5wbcnttsiosd1o8c71gmk,Inter Turku,Inter Turku,FC Inter Turku,INT,home,2u07e54v5dprsugdvddpq5ync,Finland,ea3yd0dgq6uy6pupkpn17j5xg,SJK,SJK,Seinäjoen Jalkapallokerho,SJK,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
32,32,aqmjwwsnlbe4p0d2zxmg5ces,13,2025-07-26Z,13:00:00Z,2025-07-26,16:00:00,17,2,45,2025-06-14T13:11:11Z,Mariehamn vs Oulu,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,6li6vcjt5pqqwp15vp7piwnr9,no,Wiklöf Holding Arena,Wiklöf Holding Arena,,3ptum5fjcgw51mqui0gu6uuf4,Mariehamn,Mariehamn,IFK Mariehamn,MAR,home,2u07e54v5dprsugdvddpq5ync,Finland,cy6zs39z79dcfbr4xzkp38z7q,Oulu,Oulu,AC Oulu,OUL,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
33,33,ae516y9kih3iz0yj0wn3qwic,13,2025-07-26Z,12:00:00Z,2025-07-26,15:00:00,17,2,45,2025-06-14T15:11:47Z,Haka vs KTP,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,bd3cnomnx4r55npe99oz2golt,no,Tehtaan kenttä,Tehtaan kenttä,,5qxgilg61hlwxzfpdn2nhcayd,Haka,Haka,FC Haka,HAK,home,2u07e54v5dprsugdvddpq5ync,Finland,8sy0cxovuxo76tuoas3uo55xj,KTP,KTP,Kotkan Työväen Palloilijat,KTP,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
34,34,a1kdmv767act7si5ntykjggk,13,2025-07-25Z,16:00:00Z,2025-07-25,19:00:00,17,2,45,2025-06-18T17:22:13Z,Jaro vs VPS,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,z1wle245xcf0crny65yoguzt,no,Centralplan,Centralplan,,7efqk7uh63928il0yffxijnv7,Jaro,Jaro,FF Jaro,FFJ,home,2u07e54v5dprsugdvddpq5ync,Finland,duspptyvnr5kpx2iko5gerhnz,VPS,VPS,Vaasan Palloseura,VPS,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
35,35,9cw4dd0ojyzoqv0scvfxeplg,13,2025-07-21Z,15:00:00Z,2025-07-21,18:00:00,16,2,45,2025-05-28T21:27:12Z,Mariehamn vs Haka,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,6li6vcjt5pqqwp15vp7piwnr9,no,Wiklöf Holding Arena,Wiklöf Holding Arena,,3ptum5fjcgw51mqui0gu6uuf4,Mariehamn,Mariehamn,IFK Mariehamn,MAR,home,2u07e54v5dprsugdvddpq5ync,Finland,5qxgilg61hlwxzfpdn2nhcayd,Haka,Haka,FC Haka,HAK,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
36,36,90khzkn590r6btl63mejuivo,13,2025-07-20Z,15:30:00Z,2025-07-20,18:30:00,16,2,45,2025-06-18T17:29:17Z,HJK vs Oulu,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,8ynu8ggtnkcjs6guwi9vee1ay,no,Bolt Arena,Bolt Arena,,303582z192rnbr2x28o2t7u38,HJK,HJK,Helsingin Jalkapalloklubi,HJK,home,2u07e54v5dprsugdvddpq5ync,Finland,cy6zs39z79dcfbr4xzkp38z7q,Oulu,Oulu,AC Oulu,OUL,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
37,37,8o5srzouk5cy4oaokdanz8r8,13,2025-07-20Z,13:00:00Z,2025-07-20,16:00:00,16,2,45,2025-06-19T07:17:49Z,SJK vs Gnistan,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,7cdg6syeqx9qbitsnw2sm142x,no,OmaSP Stadion,OmaSP Stadion,,ea3yd0dgq6uy6pupkpn17j5xg,SJK,SJK,Seinäjoen Jalkapallokerho,SJK,home,2u07e54v5dprsugdvddpq5ync,Finland,3cbke8cbou2ms925872vk6dwx,Gnistan,Gnistan,IF Gnistan,IFG,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
38,38,8btjydx865jl895egwvvu32s,13,2025-07-19Z,16:00:00Z,2025-07-19,19:00:00,16,2,45,2025-05-23T11:57:59Z,Jaro vs Ilves,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,9chw4hy71htl8oggc0jbmf37b,no,Jakobstads Centralplan (Pietarsaaren Keskuskenttä),Jakobstads Centralplan (Pietarsaaren Keskuskenttä),,7efqk7uh63928il0yffxijnv7,Jaro,Jaro,FF Jaro,FFJ,home,2u07e54v5dprsugdvddpq5ync,Finland,2rdnn9p03qrmmv34tyx1nahpa,Ilves,Ilves,Tampereen Ilves,ILV,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
39,39,7zg3bcbpo0g5frxt6osaaln8,13,2025-07-19Z,14:00:00Z,2025-07-19,17:00:00,16,2,45,2025-06-18T17:22:13Z,VPS vs KuPS,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,7jpa27dlpb5cjl1r00fdg7o8i,no,Lemonsoft Stadion,Lemonsoft Stadion,,duspptyvnr5kpx2iko5gerhnz,VPS,VPS,Vaasan Palloseura,VPS,home,2u07e54v5dprsugdvddpq5ync,Finland,1c7dv8ays675v9kp6a04sd8pq,KuPS,KuPS,Kuopion Palloseura,KUP,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
40,40,7na55eq5at6wjjf2i4e8tj4k,13,2025-07-18Z,15:00:00Z,2025-07-18,18:00:00,16,2,45,2025-06-14T15:11:47Z,KTP vs Inter Turku,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,egt9h2yepyymmbkn2cel13h4h,no,Arto Tolsa Areena,Arto Tolsa Areena,,8sy0cxovuxo76tuoas3uo55xj,KTP,KTP,Kotkan Työväen Palloilijat,KTP,home,2u07e54v5dprsugdvddpq5ync,Finland,8eab5wbcnttsiosd1o8c71gmk,Inter Turku,Inter Turku,FC Inter Turku,INT,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
41,41,7axfo8ihyblo90qbnxinclck,13,2025-07-13Z,15:30:00Z,2025-07-13,18:30:00,15,2,45,2025-06-14T15:11:47Z,Oulu vs KTP,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,apxtm2nl13sj9j19x8gvqb23n,no,Raatin stadion,Raatin stadion,,cy6zs39z79dcfbr4xzkp38z7q,Oulu,Oulu,AC Oulu,OUL,home,2u07e54v5dprsugdvddpq5ync,Finland,8sy0cxovuxo76tuoas3uo55xj,KTP,KTP,Kotkan Työväen Palloilijat,KTP,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
42,42,6yvuon8hiog5dmtz1wj6vpqs,13,2025-07-13Z,13:00:00Z,2025-07-13,16:00:00,15,2,45,2025-05-28T21:27:13Z,Gnistan vs Haka,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,53adx3m9ax7nwhgw58qrxoefl,no,Mustapekka Areena,Mustapekka Areena,,3cbke8cbou2ms925872vk6dwx,Gnistan,Gnistan,IF Gnistan,IFG,home,2u07e54v5dprsugdvddpq5ync,Finland,5qxgilg61hlwxzfpdn2nhcayd,Haka,Haka,FC Haka,HAK,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
43,43,6kq2s23kkru7z69fyk5secd0,13,2025-07-12Z,14:00:00Z,2025-07-12,17:00:00,15,2,45,2025-06-18T17:22:14Z,Ilves vs VPS,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,4ott28qexy159nq0w05rjmrys,no,Tammelan Stadion,Tammelan Stadion,,2rdnn9p03qrmmv34tyx1nahpa,Ilves,Ilves,Tampereen Ilves,ILV,home,2u07e54v5dprsugdvddpq5ync,Finland,duspptyvnr5kpx2iko5gerhnz,VPS,VPS,Vaasan Palloseura,VPS,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
44,44,68e12pkil0b91latv7efscno,13,2025-07-12Z,14:00:00Z,2025-07-12,17:00:00,15,2,45,2025-06-14T10:21:14Z,Inter Turku vs Jaro,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,cs1nabi1ou4oiz9dxsmoiyan8,no,Veritas Stadion,Veritas Stadion,,8eab5wbcnttsiosd1o8c71gmk,Inter Turku,Inter Turku,FC Inter Turku,INT,home,2u07e54v5dprsugdvddpq5ync,Finland,7efqk7uh63928il0yffxijnv7,Jaro,Jaro,FF Jaro,FFJ,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
45,45,56h17yeaa4knw39u42y9bj10,13,2025-07-07Z,15:00:00Z,2025-07-07,18:00:00,14,2,45,2025-06-14T15:11:47Z,KTP vs Gnistan,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,dvstmwnvw0mt5p38twn9yttyb,Veikkausliiga,Finnish Veikkausliiga,VEI,Domestic league,2u07e54v5dprsugdvddpq5ync,Finland,7t9344kbgek0hcvwymv8nnitw,2025-04-05Z,2025-10-19Z,2025,7v0ytkp4r8fcj6rdj1rwd5udw,e2q01r9o9jwiq1fls93d1sslx,2025-04-05Z,2025-08-31Z,Regular Season,egt9h2yepyymmbkn2cel13h4h,no,Arto Tolsa Areena,Arto Tolsa Areena,,8sy0cxovuxo76tuoas3uo55xj,KTP,KTP,Kotkan Työväen Palloilijat,KTP,home,2u07e54v5dprsugdvddpq5ync,Finland,3cbke8cbou2ms925872vk6dwx,Gnistan,Gnistan,IF Gnistan,IFG,away,2u07e54v5dprsugdvddpq5ync,Finland,16,Fixture,,,,,,,,,,,,
