,Unnamed: 0,matchInfo/id,matchInfo/coverageLevel,matchInfo/date,matchInfo/time,matchInfo/localDate,matchInfo/localTime,matchInfo/week,matchInfo/numberOfPeriods,matchInfo/periodLength,matchInfo/var,matchInfo/lastUpdated,matchInfo/description,matchInfo/sport/id,matchInfo/sport/name,matchInfo/ruleset/id,matchInfo/ruleset/name,matchInfo/competition/id,matchInfo/competition/name,matchInfo/competition/knownName,matchInfo/competition/competitionCode,matchInfo/competition/competitionFormat,matchInfo/competition/country/id,matchInfo/competition/country/name,matchInfo/tournamentCalendar/id,matchInfo/tournamentCalendar/startDate,matchInfo/tournamentCalendar/endDate,matchInfo/tournamentCalendar/name,matchInfo/stage/id,matchInfo/stage/formatId,matchInfo/stage/startDate,matchInfo/stage/endDate,matchInfo/stage/name,matchInfo/venue/id,matchInfo/venue/neutral,matchInfo/venue/longName,matchInfo/venue/shortName,matchInfo/contestant/0/id,matchInfo/contestant/0/name,matchInfo/contestant/0/shortName,matchInfo/contestant/0/officialName,matchInfo/contestant/0/code,matchInfo/contestant/0/position,matchInfo/contestant/0/country/id,matchInfo/contestant/0/country/name,matchInfo/contestant/1/id,matchInfo/contestant/1/name,matchInfo/contestant/1/shortName,matchInfo/contestant/1/officialName,matchInfo/contestant/1/code,matchInfo/contestant/1/position,matchInfo/contestant/1/country/id,matchInfo/contestant/1/country/name,liveData/matchDetails/periodId,liveData/matchDetails/matchStatus,liveData/matchDetails/winner,liveData/matchDetails/matchLengthMin,liveData/matchDetails/matchLengthSec,liveData/matchDetails/scores/ht/home,liveData/matchDetails/scores/ht/away,liveData/matchDetails/scores/ft/home,liveData/matchDetails/scores/ft/away,liveData/matchDetails/scores/total/home,liveData/matchDetails/scores/total/away,liveData/matchDetailsExtra/attendance,liveData/VAR,liveData/missedPen,liveData/matchDetails/delay,liveData/matchDetails/varReason,liveData/matchDetails/contestantId,liveData/matchDetails/playerId
40,40,65kofg0lj2psievgzznkczfo4,13,2025-04-17Z,12:00:00Z,2025-04-17,14:00:00,4,2,45,1,2025-05-18T20:48:25Z,Lyngby vs SønderjyskE,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,c7zv9olp1x8lmd8fhvyod8ii7,no,Lyngby Stadion,Lyngby Stadion,anga7587r1zv4ey71ge9zxol3,Lyngby,Lyngby,Lyngby Boldklub,LYN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,SønderjyskE,Sønderjysk Elitesport Fodbold,SJE,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,98,29,0,1,0,2,0,2,4385,,,,,,
41,41,657s0e9hdgcp39sv6817r0cgk,13,2025-04-16Z,17:00:00Z,2025-04-16,19:00:00,4,2,45,1,2025-05-18T20:48:24Z,Silkeborg vs AaB,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,71guq48u1cvcb235wf2hvsp2h,no,JYSK park,JYSK park,ahnt9ejgwj58ul8auzdvi3czf,Silkeborg,Silkeborg,Silkeborg IF,SIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,36g6ifzjliec1jqnbtf7yesme,AaB,AaB,Aalborg BK,AAB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,94,8,4,0,4,0,4,0,4636,,,,,,
42,42,64uvkgpuqm4zku8d70q1iwkk4,13,2025-04-14Z,17:00:00Z,2025-04-14,19:00:00,3,2,45,1,2025-05-18T20:48:30Z,SønderjyskE vs Vejle,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,84444vw3yateimuknzw8ie167,no,Sydbank Park,Sydbank Park,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,SønderjyskE,Sønderjysk Elitesport Fodbold,SJE,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,c165yjiny1qnmfdvefxvflnkc,Vejle,Vejle,Vejle Boldklub,VB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,98,26,1,0,1,0,1,0,6780,,,,,,
43,43,dkqx26reni1283mm5g1uckzro,13,2025-04-13Z,16:00:00Z,2025-04-13,18:00:00,3,2,45,1,2025-05-19T13:47:43Z,Nordsjælland vs Randers,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,9erafax6g58t7mssqkwmxv734,no,Right to Dream Park,Right to Dream Park,77tfx9me4aaqhzv78bmgsy9bg,Nordsjælland,Nordsjælland,FC Nordsjælland,FCN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,9w3sjm5ml4sjr2v81oxzdrt8v,Randers,Randers,Randers FC,RFC,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,101,32,3,1,5,2,5,2,3681,"[{'contestantId': '77tfx9me4aaqhzv78bmgsy9bg', 'periodId': 1, 'timeMin': 13, 'timeMinSec': '12:02', 'lastUpdated': '2025-04-13T16:12:33Z', 'timestamp': '2025-04-13T16:12:20Z', 'type': 'Penalty awarded', 'decision': 'Cancelled', 'outcome': 'No penalty', 'playerId': '5uqf7a0y0fd1hf2rrmgx11tuy', 'playerName': 'B. Nygren', 'optaEventId': '2800853773'}]",,,,,
44,44,dkbtjmokx5v0zbprshiv3osno,13,2025-04-13Z,14:00:00Z,2025-04-13,16:00:00,3,2,45,1,2025-05-18T20:48:23Z,AGF vs Midtjylland,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,e4g66hsa13ev57xabc7xjwurt,no,Ceres Park Vejlby,Ceres Park Vejlby,5rz9enoyknpg8ji78za5b82p0,AGF,AGF,Aarhus Gymnastikforening,AGF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,59as3grjvj19voay31j3yfgni,Midtjylland,Midtjylland,FC Midtjylland,FCM,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,97,57,0,0,1,1,1,1,8023,,,,,,
45,45,djxzxy77528vzu5fnye43mej8,13,2025-04-13Z,12:00:00Z,2025-04-13,14:00:00,3,2,45,1,2025-05-20T12:55:38Z,København vs Brøndby,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,co9hilfk3pi1vfov0qn71f1ry,no,Parken,Parken,b3r6d8ydtmtjckam6pku9y400,København,København,FC København,FCK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,9qsmopgutr7ut5g6workk8w4i,Brøndby,Brøndby,Brøndby IF,BIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,106,50,0,1,1,2,1,2,35370,"[{'contestantId': 'b3r6d8ydtmtjckam6pku9y400', 'periodId': 2, 'timeMin': 96, 'timeMinSec': '95:23', 'lastUpdated': '2025-04-13T14:02:06Z', 'timestamp': '2025-04-13T14:01:52Z', 'type': 'Penalty not awarded', 'decision': 'Cancelled', 'outcome': 'Penalty', 'playerId': '6tckvu2rw7ns18dq7dim0sout', 'playerName': 'M. Elyounoussi', 'optaEventId': '2800715225'}]","[{'contestantId': 'b3r6d8ydtmtjckam6pku9y400', 'periodId': 2, 'timeMin': 97, 'timeMinSec': '96:46', 'lastUpdated': '2025-04-13T14:04:08Z', 'timestamp': '2025-04-13T14:03:15Z', 'type': 'PM', 'playerId': '6tckvu2rw7ns18dq7dim0sout', 'playerName': 'M. Elyounoussi', 'optaEventId': '2800716529'}, {'contestantId': '9qsmopgutr7ut5g6workk8w4i', 'periodId': 2, 'timeMin': 97, 'timeMinSec': '96:46', 'lastUpdated': '2025-04-13T14:04:08Z', 'timestamp': '2025-04-13T14:03:15Z', 'type': 'PS', 'playerId': '4ilnnpfgjfz35lni9ppzd93v9', 'playerName': 'P. Pentz', 'optaEventId': '2800716639'}]",,,,
46,46,64gdzdv6hdsq08i56cd4q5ono,13,2025-04-13Z,12:00:00Z,2025-04-13,14:00:00,3,2,45,1,2025-05-18T20:48:25Z,Viborg vs Silkeborg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,7d5976l78t1e03d95wjvrg49r,no,Energi Viborg Arena,Energi Viborg Arena,cftj6g399tknheudaxsdpfdgb,Viborg,Viborg,Viborg FF,VFF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,ahnt9ejgwj58ul8auzdvi3czf,Silkeborg,Silkeborg,Silkeborg IF,SIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,94,42,0,1,2,1,2,1,6002,,,,,,
47,47,643fzvze1c8uxy3rmpe84i9sk,13,2025-04-11Z,17:00:00Z,2025-04-11,19:00:00,3,2,45,1,2025-05-18T20:48:25Z,AaB vs Lyngby,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,1wd2dr3si3gqwhyaf32c2xepn,no,Aalborg Portland Park,Aalborg Portland Park,36g6ifzjliec1jqnbtf7yesme,AaB,AaB,Aalborg BK,AAB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,anga7587r1zv4ey71ge9zxol3,Lyngby,Lyngby,Lyngby Boldklub,LYN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,95,14,2,1,2,2,2,2,6805,,,,,,
48,48,djkc8rfolq78jxkqouq6btc7o,13,2025-04-07Z,17:00:00Z,2025-04-07,19:00:00,2,2,45,1,2025-05-20T12:38:37Z,Brøndby vs AGF,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,4vkcz3judvz7ln8lt7cq6gwh9,no,Brøndby Stadion,Brøndby Stadion,9qsmopgutr7ut5g6workk8w4i,Brøndby,Brøndby,Brøndby IF,BIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,5rz9enoyknpg8ji78za5b82p0,AGF,AGF,Aarhus Gymnastikforening,AGF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,97,23,1,0,2,1,2,1,21151,,,,,,
49,49,dj6qcdv5j27hsmma5062mo9w4,13,2025-04-06Z,16:00:00Z,2025-04-06,18:00:00,2,2,45,1,2025-05-20T12:55:38Z,Nordsjælland vs København,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,9erafax6g58t7mssqkwmxv734,no,Right to Dream Park,Right to Dream Park,77tfx9me4aaqhzv78bmgsy9bg,Nordsjælland,Nordsjælland,FC Nordsjælland,FCN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b3r6d8ydtmtjckam6pku9y400,København,København,FC København,FCK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,99,2,0,0,0,1,0,1,7788,"[{'contestantId': '77tfx9me4aaqhzv78bmgsy9bg', 'periodId': 2, 'timeMin': 91, 'timeMinSec': '90:05', 'lastUpdated': '2025-04-06T17:51:39Z', 'timestamp': '2025-04-06T17:51:03Z', 'type': 'Goal not awarded', 'decision': 'Confirmed', 'outcome': 'No goal', 'playerId': '9qebp1745dtdjh5kg5n4wfq7e', 'playerName': 'R. Ascone', 'optaEventId': '2797454463'}]",,,,,
50,50,63qfhp4e138oqstltrbxrwlxw,13,2025-04-06Z,14:00:00Z,2025-04-06,16:00:00,2,2,45,1,2025-05-18T20:48:30Z,Vejle vs AaB,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,ddvz2d0yzizuiiyi4lmpsdkfc,no,Vejle Stadion,Vejle Stadion,c165yjiny1qnmfdvefxvflnkc,Vejle,Vejle,Vejle Boldklub,VB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,36g6ifzjliec1jqnbtf7yesme,AaB,AaB,Aalborg BK,AAB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,96,35,1,1,1,1,1,1,8318,,,,,,
51,51,63diaenw5dh2y7grnjuabxgr8,13,2025-04-06Z,12:00:00Z,2025-04-06,14:00:00,2,2,45,1,2025-05-18T20:48:25Z,Silkeborg vs Lyngby,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,71guq48u1cvcb235wf2hvsp2h,no,JYSK park,JYSK park,ahnt9ejgwj58ul8auzdvi3czf,Silkeborg,Silkeborg,Silkeborg IF,SIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,anga7587r1zv4ey71ge9zxol3,Lyngby,Lyngby,Lyngby Boldklub,LYN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,99,10,2,1,2,1,2,1,3744,"[{'contestantId': 'ahnt9ejgwj58ul8auzdvi3czf', 'periodId': 1, 'timeMin': 13, 'timeMinSec': '12:36', 'lastUpdated': '2025-04-06T12:14:10Z', 'timestamp': '2025-04-06T12:13:38Z', 'type': 'Penalty not awarded', 'decision': 'Cancelled', 'outcome': 'Penalty', 'playerId': 'lioz4hr2umpne2bwar18qa96', 'playerName': 'A. Klynge', 'optaEventId': '2797124825'}, {'contestantId': 'anga7587r1zv4ey71ge9zxol3', 'periodId': 2, 'timeMin': 48, 'timeMinSec': '47:57', 'lastUpdated': '2025-04-06T13:10:46Z', 'timestamp': '2025-04-06T13:10:09Z', 'type': 'Penalty not awarded', 'decision': 'Cancelled', 'outcome': 'Penalty', 'playerId': '8gdfn7j6xac9p4jh94hk40jdg', 'playerName': 'J. Cornelius', 'optaEventId': '2797181881'}]","[{'contestantId': 'anga7587r1zv4ey71ge9zxol3', 'periodId': 2, 'timeMin': 51, 'timeMinSec': '50:23', 'lastUpdated': '2025-05-08T12:19:38Z', 'timestamp': '2025-04-06T13:12:35Z', 'type': 'PM', 'playerId': 'bpw4cd5vmghjhelb3uxupmqjt', 'playerName': 'S. Magnússon', 'optaEventId': '2797184671'}]",,,,
52,52,630i4afp12trogo40s8swh5hw,13,2025-04-06Z,12:00:00Z,2025-04-06,14:00:00,2,2,45,1,2025-05-18T20:48:25Z,Viborg vs SønderjyskE,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,7d5976l78t1e03d95wjvrg49r,no,Energi Viborg Arena,Energi Viborg Arena,cftj6g399tknheudaxsdpfdgb,Viborg,Viborg,Viborg FF,VFF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,SønderjyskE,Sønderjysk Elitesport Fodbold,SJE,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,98,1,1,1,2,1,2,1,6265,"[{'contestantId': 'cftj6g399tknheudaxsdpfdgb', 'periodId': 2, 'timeMin': 65, 'timeMinSec': '64:13', 'lastUpdated': '2025-04-06T13:22:45Z', 'timestamp': '2025-04-06T13:22:28Z', 'type': 'Goal awarded', 'decision': 'Confirmed', 'outcome': 'Goal', 'playerId': 'akxcr1xe62dyl5jmh3ataq13o', 'playerName': 'Renato Júnior', 'optaEventId': '2797196889', 'optaEventUnderReviewId': '2797194961'}]",,,,,
53,53,dit3relk4h2gcb38rho3l1990,13,2025-04-04Z,17:00:00Z,2025-04-04,19:00:00,2,2,45,1,2025-05-18T20:48:17Z,Randers vs Midtjylland,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,4uod0svzkvduui274b6aqa263,no,Cepheus Park Randers,Cepheus Park Randers,9w3sjm5ml4sjr2v81oxzdrt8v,Randers,Randers,Randers FC,RFC,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,59as3grjvj19voay31j3yfgni,Midtjylland,Midtjylland,FC Midtjylland,FCM,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,107,14,1,1,2,1,2,1,6470,"[{'contestantId': '59as3grjvj19voay31j3yfgni', 'periodId': 1, 'timeMin': 23, 'timeMinSec': '22:24', 'lastUpdated': '2025-04-04T17:24:33Z', 'timestamp': '2025-04-04T17:24:16Z', 'type': 'Penalty not awarded', 'decision': 'Cancelled', 'outcome': 'Penalty', 'playerId': 'ajhd3cqclubmexhscpd4w4ez9', 'playerName': 'Paulinho', 'optaEventId': '2795611321'}]",,,,,
54,54,difjgq6gh1i1e9ga4q6it2zo4,13,2025-03-31Z,17:00:00Z,2025-03-31,19:00:00,1,2,45,1,2025-05-20T12:55:38Z,København vs Randers,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,co9hilfk3pi1vfov0qn71f1ry,no,Parken,Parken,b3r6d8ydtmtjckam6pku9y400,København,København,FC København,FCK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,9w3sjm5ml4sjr2v81oxzdrt8v,Randers,Randers,Randers FC,RFC,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,99,12,1,0,1,0,1,0,22979,,,,,,
55,55,dhyqyxxelcl5en7ll1leackr8,13,2025-03-30Z,16:00:00Z,2025-03-30,18:00:00,1,2,45,1,2025-05-20T12:38:36Z,Midtjylland vs Brøndby,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,5n9tkrkugne47ziec3ir0ry1b,no,MCH Arena,MCH Arena,59as3grjvj19voay31j3yfgni,Midtjylland,Midtjylland,FC Midtjylland,FCM,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,9qsmopgutr7ut5g6workk8w4i,Brøndby,Brøndby,Brøndby IF,BIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,95,10,0,1,0,2,0,2,11447,,,,,,
56,56,dheh7ruznlxfxnoo7zzmx1dzo,13,2025-03-30Z,14:00:00Z,2025-03-30,16:00:00,1,2,45,1,2025-05-19T13:47:43Z,AGF vs Nordsjælland,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,e4g66hsa13ev57xabc7xjwurt,no,Ceres Park Vejlby,Ceres Park Vejlby,5rz9enoyknpg8ji78za5b82p0,AGF,AGF,Aarhus Gymnastikforening,AGF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,77tfx9me4aaqhzv78bmgsy9bg,Nordsjælland,Nordsjælland,FC Nordsjælland,FCN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,97,4,1,0,2,0,2,0,6739,,,,,,
57,57,62no5s7h8r0okwdbm640nn9ck,13,2025-03-30Z,12:00:00Z,2025-03-30,14:00:00,1,2,45,1,2025-05-18T20:48:25Z,Lyngby vs Vejle,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,c7zv9olp1x8lmd8fhvyod8ii7,no,Lyngby Stadion,Lyngby Stadion,anga7587r1zv4ey71ge9zxol3,Lyngby,Lyngby,Lyngby Boldklub,LYN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,c165yjiny1qnmfdvefxvflnkc,Vejle,Vejle,Vejle Boldklub,VB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,102,10,1,2,1,2,1,2,4106,"[{'contestantId': 'anga7587r1zv4ey71ge9zxol3', 'periodId': 1, 'timeMin': 48, 'timeMinSec': '47:59', 'lastUpdated': '2025-03-30T12:49:23Z', 'timestamp': '2025-03-30T12:49:04Z', 'type': 'Penalty not awarded', 'decision': 'Cancelled', 'outcome': 'Penalty', 'playerId': 'b13l1wrb747y9cdc8wqltan6d', 'playerName': 'M. Hebo', 'optaEventId': '2793587255'}]","[{'contestantId': 'anga7587r1zv4ey71ge9zxol3', 'periodId': 1, 'timeMin': 50, 'timeMinSec': '49:28', 'lastUpdated': '2025-03-30T12:50:50Z', 'timestamp': '2025-03-30T12:50:33Z', 'type': 'PM', 'playerId': '58o5ram4bf58357786j9jr7kk', 'playerName': 'M. Opoku', 'optaEventId': '2793588555'}, {'contestantId': 'c165yjiny1qnmfdvefxvflnkc', 'periodId': 1, 'timeMin': 50, 'timeMinSec': '49:28', 'lastUpdated': '2025-03-30T12:50:57Z', 'timestamp': '2025-03-30T12:50:33Z', 'type': 'PS', 'playerId': '53y263xxfdf1itytiqhg3v6c5', 'playerName': 'I. Vekić', 'optaEventId': '2793588585'}]",,,,
