id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2809250083,186,1,1,22,56,3ptum5fjcgw51mqui0gu6uuf4,1,79.7,17.9,2025-05-03T12:23:17.960Z,2025-05-03T12:23:35Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,1.0,5696854001,56,Center,5696854005,140,75.2,5696855045,210,13,5696854009,212,7.8,5696854007,141,27.1,5696854011,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250085,187,13,1,22,58,3ptum5fjcgw51mqui0gu6uuf4,1,77.7,33.3,2025-05-03T12:23:20.553Z,2025-05-03T12:26:37Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5696855095,103,44.4,5696854029,18,,5696855099,230,98.8,5696855097,215,,5696854027,22,,5696854031,56,Center,5696855077,120,,5696855075,72,,5696855101,231,5696855093,102,5696855081,29,,5696855079,77,,5696855085,55,,,,48.7,59.5,186,,,,,,,,,,,,
2809250095,188,5,1,23,0,3ptum5fjcgw51mqui0gu6uuf4,0,101.4,64.2,2025-05-03T12:23:22.287Z,2025-05-03T12:23:25Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5696854119,346,,5696854117,56,Center,5696854207,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250103,235,5,1,23,0,3cbke8cbou2ms925872vk6dwx,1,-1.4,35.8,2025-05-03T12:23:22.287Z,2025-05-03T12:33:24Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5696854157,56,Back,5696854159,346,,5696854187,233,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250423,236,1,1,23,21,3cbke8cbou2ms925872vk6dwx,1,5.0,37.0,2025-05-03T12:23:43.607Z,2025-05-03T12:23:52Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5696855935,212,72.8,5696855931,140,73.4,5696855939,1,,5696855929,56,Right,5696855927,124,,5696855933,141,19.5,5696855937,213,6.12,5696855943,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250427,237,61,1,23,29,3cbke8cbou2ms925872vk6dwx,0,79.4,9.1,2025-05-03T12:23:50.807Z,2025-05-03T12:23:57Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5696855949,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250425,189,5,1,23,30,3ptum5fjcgw51mqui0gu6uuf4,1,18.8,101.8,2025-05-03T12:23:52.538Z,2025-05-03T12:33:24Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5696855945,56,Back,5696855947,347,,5696856021,233,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250437,238,5,1,23,30,3cbke8cbou2ms925872vk6dwx,0,81.2,-1.8,2025-05-03T12:23:52.538Z,2025-05-03T12:33:25Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5696856015,347,,5696856013,56,Right,5696856029,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250573,190,1,1,23,40,3ptum5fjcgw51mqui0gu6uuf4,1,19.8,100.0,2025-05-03T12:24:02.723Z,2025-05-03T12:24:04Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5696856767,140,18.2,5696856763,107,,5696856771,212,6.8,5696856765,56,Back,5696856769,141,92.3,5696856773,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250583,191,1,1,23,42,3ptum5fjcgw51mqui0gu6uuf4,1,18.2,92.3,2025-05-03T12:24:04.347Z,2025-05-03T12:24:05Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5696856831,56,Back,5696856835,141,93.6,5696856833,140,27.1,5696856837,212,9.4,5696856839,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250593,192,1,1,23,43,3ptum5fjcgw51mqui0gu6uuf4,0,27.1,93.6,2025-05-03T12:24:05.331Z,2025-05-03T12:24:06Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5696856899,213,5.36,5696856897,212,24.4,5696856891,56,Back,5696856895,141,64.9,5696856893,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250659,240,1,1,23,46,3cbke8cbou2ms925872vk6dwx,1,62.6,40.6,2025-05-03T12:24:08.678Z,2025-05-03T12:24:11Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5696857167,56,Right,5696857173,212,17.9,5696857175,213,4.01,5696857171,141,20.4,5696857169,140,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250697,241,1,1,23,49,3cbke8cbou2ms925872vk6dwx,1,55.1,17.0,2025-05-03T12:24:11.031Z,2025-05-03T12:24:14Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5696857335,56,Right,5696857339,141,3.8,5696857341,212,15.0,5696857337,140,66.6,5696857343,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250725,242,1,1,23,52,3cbke8cbou2ms925872vk6dwx,1,67.7,3.8,2025-05-03T12:24:13.895Z,2025-05-03T12:24:16Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5696857457,213,1.43,5696857455,212,9.1,5696857453,141,17.0,5696857451,140,68.9,5696857449,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250769,243,1,1,23,54,3cbke8cbou2ms925872vk6dwx,1,68.3,14.6,2025-05-03T12:24:16.311Z,2025-05-03T12:24:21Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5696857629,56,Back,5696857633,141,14.4,5696857635,212,25.1,5696857631,140,44.4,5696857637,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250793,244,1,1,23,59,3cbke8cbou2ms925872vk6dwx,1,43.6,21.5,2025-05-03T12:24:20.887Z,2025-05-03T12:24:23Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5696857745,140,47.4,5696857749,212,12.5,5696857747,141,4.1,5696857743,56,Back,5696857751,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250811,245,1,1,24,1,3cbke8cbou2ms925872vk6dwx,0,47.4,4.1,2025-05-03T12:24:22.952Z,2025-05-03T12:24:24Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5696857801,1,,5696857793,140,72.0,5696857797,212,26.4,5696857789,157,,5696857799,213,0.21,5696857795,141,12.2,5696857791,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250845,194,1,1,24,3,3ptum5fjcgw51mqui0gu6uuf4,1,33.7,77.9,2025-05-03T12:24:25.139Z,2025-05-03T12:24:27Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5696857905,212,11.7,5696857901,141,86.9,5696857893,56,Back,5696857897,140,43.2,5696857889,3,,5696857911,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250859,195,1,1,24,5,3ptum5fjcgw51mqui0gu6uuf4,1,43.2,88.6,2025-05-03T12:24:26.858Z,2025-05-03T12:24:27Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5696857965,140,44.2,5696857969,212,2.2,5696857967,141,91.5,5696857963,56,Back,5696857971,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250917,197,1,1,24,6,3ptum5fjcgw51mqui0gu6uuf4,1,44.2,91.5,2025-05-03T12:24:27.857Z,2025-05-03T12:24:30Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5696858177,213,5.62,5696858173,141,80.5,5696858175,212,12.2,5696858171,140,53.4,5696858169,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250927,198,4,1,24,9,3ptum5fjcgw51mqui0gu6uuf4,1,53.6,79.4,2025-05-03T12:24:30.810Z,2025-05-03T12:24:33Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5696858247,286,,5696858243,152,,5696858239,13,,5696858257,233,246,5696858245,265,,5696858241,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250923,246,4,1,24,9,3cbke8cbou2ms925872vk6dwx,0,46.4,20.6,2025-05-03T12:24:30.811Z,2025-05-03T12:24:33Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5696858229,13,,5696858235,265,,5696858233,152,,5696858231,56,Back,5696858237,285,,5696858267,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809250999,199,1,1,24,16,3ptum5fjcgw51mqui0gu6uuf4,1,52.1,84.5,2025-05-03T12:24:38.121Z,2025-05-03T12:24:40Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5696858691,213,0.43,5696858683,56,Left,5696858687,141,91.8,5696858699,189,,5696858689,212,12.0,5696858679,5,,5696858681,152,,5696858685,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251013,200,1,1,24,18,3ptum5fjcgw51mqui0gu6uuf4,1,62.5,91.8,2025-05-03T12:24:40.401Z,2025-05-03T12:24:41Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5696858775,212,9.2,5696858773,141,81.7,5696858771,140,56.6,5696858777,213,3.98,5696858769,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251043,201,1,1,24,19,3ptum5fjcgw51mqui0gu6uuf4,1,59.0,79.9,2025-05-03T12:24:41.510Z,2025-05-03T12:24:43Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5696858937,56,Center,5696858941,141,66.3,5696858945,213,4.12,5696858943,212,11.1,5696858939,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251079,202,1,1,24,21,3ptum5fjcgw51mqui0gu6uuf4,1,53.4,65.2,2025-05-03T12:24:43.698Z,2025-05-03T12:24:47Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5696859159,56,Back,5696859167,212,18.0,5696859165,141,39.8,5696859163,140,48.6,5696859169,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251099,203,1,1,24,25,3ptum5fjcgw51mqui0gu6uuf4,1,52.5,38.6,2025-05-03T12:24:46.822Z,2025-05-03T12:24:49Z,b7594v117himyndjrpkval8us,E. Okereke,,,5696859253,56,Center,5696859257,141,60.6,5696859261,213,1.61,5696859255,140,52.0,5696859259,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251111,204,1,1,24,27,3ptum5fjcgw51mqui0gu6uuf4,1,54.9,63.6,2025-05-03T12:24:49.134Z,2025-05-03T12:24:51Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5696859337,141,98.0,5696859333,56,Left,5696859341,213,1.09,5696859339,212,26.4,5696859335,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251123,205,1,1,24,29,3ptum5fjcgw51mqui0gu6uuf4,1,66.5,98.0,2025-05-03T12:24:51.477Z,2025-05-03T12:24:53Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5696859401,141,90.2,5696859405,213,5.00,5696859403,212,5.5,5696859397,56,Left,5696859399,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251139,206,1,1,24,31,3ptum5fjcgw51mqui0gu6uuf4,1,72.4,89.6,2025-05-03T12:24:53.164Z,2025-05-03T12:24:54Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5696859471,140,69.2,5696859475,212,6.5,5696859473,141,97.7,5696859477,213,2.12,5696859469,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251169,207,1,1,24,32,3ptum5fjcgw51mqui0gu6uuf4,1,69.1,97.7,2025-05-03T12:24:54.648Z,2025-05-03T12:24:57Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5696859667,213,3.56,5696859663,141,89.0,5696859665,212,14.5,5696859661,140,56.5,5696859659,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251207,208,1,1,24,35,3ptum5fjcgw51mqui0gu6uuf4,1,54.2,76.6,2025-05-03T12:24:57.444Z,2025-05-03T12:25:00Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5696859853,212,28.5,5696859855,213,4.64,5696859851,141,34.8,5696859847,56,Center,5696859849,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251263,209,1,1,24,40,3ptum5fjcgw51mqui0gu6uuf4,1,55.7,27.6,2025-05-03T12:25:01.818Z,2025-05-03T12:25:04Z,b7594v117himyndjrpkval8us,E. Okereke,,,5696860119,56,Center,5696860127,213,6.22,5696860125,212,21.5,5696860123,141,25.5,5696860121,140,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251267,210,61,1,24,41,3ptum5fjcgw51mqui0gu6uuf4,0,76.1,25.5,2025-05-03T12:25:02.912Z,2025-05-03T12:25:53Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5696860149,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251297,248,1,1,24,41,3cbke8cbou2ms925872vk6dwx,1,36.2,71.7,2025-05-03T12:25:03.719Z,2025-05-03T12:25:07Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5696860293,141,71.5,5696860295,212,7.0,5696860291,140,42.9,5696860297,213,6.26,5696860289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251303,249,3,1,24,45,3cbke8cbou2ms925872vk6dwx,0,43.6,80.6,2025-05-03T12:25:07.191Z,2025-05-03T12:26:44Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5696860453,233,211,5696860323,56,Back,5696860325,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251319,211,7,1,24,45,3ptum5fjcgw51mqui0gu6uuf4,1,56.4,19.4,2025-05-03T12:25:07.192Z,2025-05-03T12:26:43Z,b7594v117himyndjrpkval8us,E. Okereke,,,5696860413,56,Right,5696860415,285,,5696860429,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251331,212,3,1,24,47,3ptum5fjcgw51mqui0gu6uuf4,0,58.8,13.6,2025-05-03T12:25:09.020Z,2025-05-03T12:25:13Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5696860529,233,250,5696860461,56,Right,5696860463,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251335,250,7,1,24,47,3cbke8cbou2ms925872vk6dwx,0,41.2,86.4,2025-05-03T12:25:09.021Z,2025-05-03T12:25:14Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5696860471,56,Back,5696860473,285,,5696860499,233,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251385,214,3,1,24,51,3ptum5fjcgw51mqui0gu6uuf4,1,52.1,10.8,2025-05-03T12:25:12.839Z,2025-05-03T12:26:45Z,b7594v117himyndjrpkval8us,E. Okereke,,,5696860705,56,Right,5696860707,286,,5696860749,233,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251391,251,45,1,24,51,3cbke8cbou2ms925872vk6dwx,0,47.9,89.2,2025-05-03T12:25:12.839Z,2025-05-03T12:26:45Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5696860757,233,214,5696860719,56,Back,5696860721,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251423,215,2,1,24,52,3ptum5fjcgw51mqui0gu6uuf4,1,63.6,7.6,2025-05-03T12:25:14.300Z,2025-05-03T12:25:17Z,b7594v117himyndjrpkval8us,E. Okereke,,,5696860859,140,76.8,5696860913,7,f5f9sfvtizyppg8kqtmp9y3ca,5696860915,56,Center,5696860861,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251611,253,1,1,25,9,3cbke8cbou2ms925872vk6dwx,0,20.1,47.0,2025-05-03T12:25:31.047Z,2025-05-03T12:25:34Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5696861811,1,,5696861795,5,,5696861807,212,58.5,5696861799,241,,5696861803,140,75.8,5696861809,213,6.28,5696861797,157,,5696861805,141,46.4,5696861801,56,,,,,,,,,,,,,,Center,,,,,,,,,,,,,,
2809251617,216,12,1,25,12,3ptum5fjcgw51mqui0gu6uuf4,1,25.4,38.9,2025-05-03T12:25:34.452Z,2025-05-03T12:25:38Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5696861847,212,9.4,5696861843,141,32.8,5696861839,140,33.4,5696861851,15,,5696861837,56,Back,5696861849,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251651,254,1,1,25,14,3cbke8cbou2ms925872vk6dwx,1,74.0,58.5,2025-05-03T12:25:36.103Z,2025-05-03T12:25:38Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,,5696861989,212,11.9,5696861985,140,76.3,5696861981,3,,5696861991,213,4.92,5696861987,141,41.3,5696861983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251655,255,50,1,25,16,3cbke8cbou2ms925872vk6dwx,1,72.6,47.7,2025-05-03T12:25:38.215Z,2025-05-03T12:26:44Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5696862009,233,217,5696861995,56,Center,5696861997,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251649,217,7,1,25,16,3ptum5fjcgw51mqui0gu6uuf4,0,27.4,52.3,2025-05-03T12:25:38.216Z,2025-05-03T12:26:44Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5696861977,56,Back,5696861979,285,,5696861999,233,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251663,256,61,1,25,17,3cbke8cbou2ms925872vk6dwx,1,77.0,43.4,2025-05-03T12:25:39.684Z,2025-05-03T12:25:39Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5696862015,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251701,219,1,1,25,18,3ptum5fjcgw51mqui0gu6uuf4,1,26.7,36.0,2025-05-03T12:25:40.106Z,2025-05-03T12:25:43Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5696862167,141,31.3,5696862163,140,19.4,5696862175,213,3.54,5696862171,212,8.3,5696862157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251735,220,1,1,25,21,3ptum5fjcgw51mqui0gu6uuf4,0,20.8,28.0,2025-05-03T12:25:43.262Z,2025-05-03T12:25:46Z,b7594v117himyndjrpkval8us,E. Okereke,,,5696862319,157,,5696862329,213,6.11,5696862321,56,Right,5696862325,141,11.9,5696862323,140,78.7,5696862327,212,61.8,5696862331,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251761,221,45,1,25,25,3ptum5fjcgw51mqui0gu6uuf4,0,76.1,14.9,2025-05-03T12:25:46.807Z,2025-05-03T12:26:46Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5696862447,56,Right,5696862451,286,,5696862493,233,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251755,257,3,1,25,25,3cbke8cbou2ms925872vk6dwx,1,23.9,85.1,2025-05-03T12:25:46.807Z,2025-05-03T12:26:46Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5696862475,233,221,5696862433,285,,5696862431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251817,259,1,1,25,29,3cbke8cbou2ms925872vk6dwx,1,25.0,81.5,2025-05-03T12:25:51.416Z,2025-05-03T12:25:54Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5696862719,213,0.15,5696862723,1,,5696862695,155,,5696862701,56,Left,5696862705,140,56.1,5696862713,141,88.7,5696862717,212,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251823,260,50,1,25,32,3cbke8cbou2ms925872vk6dwx,1,52.0,91.4,2025-05-03T12:25:54.321Z,2025-05-03T12:25:59Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5696862737,56,Left,5696862831,233,222,5696862739,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251837,222,7,1,25,32,3ptum5fjcgw51mqui0gu6uuf4,0,48.0,8.6,2025-05-03T12:25:54.322Z,2025-05-03T12:25:59Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5696862813,233,260,5696862799,56,Back,5696862801,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251859,261,4,1,25,34,3cbke8cbou2ms925872vk6dwx,1,46.6,92.0,2025-05-03T12:25:56.352Z,2025-05-03T12:26:02Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5696862919,152,,5696862923,286,,5696862915,13,,5696863163,233,223,5696863133,294,,5696862917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809251881,223,4,1,25,34,3ptum5fjcgw51mqui0gu6uuf4,0,53.4,8.0,2025-05-03T12:25:56.353Z,2025-05-03T12:26:03Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5696862983,152,,5696862981,56,Right,5696862987,285,,5696863119,233,261,5696863081,294,,5696862977,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809252039,262,1,1,25,50,3cbke8cbou2ms925872vk6dwx,1,44.3,89.1,2025-05-03T12:26:11.767Z,2025-05-03T12:26:13Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5696863675,56,Back,5696863671,5,,5696863681,212,13.8,5696863679,141,68.8,5696863673,152,,5696863677,140,44.1,5696863683,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809252045,263,1,1,25,52,3cbke8cbou2ms925872vk6dwx,1,44.1,68.8,2025-05-03T12:26:13.799Z,2025-05-03T12:26:14Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5696863719,213,1.81,5696863715,141,85.3,5696863711,56,Back,5696863713,140,41.5,5696863717,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809252073,264,1,1,25,52,3cbke8cbou2ms925872vk6dwx,1,41.5,85.3,2025-05-03T12:26:14.584Z,2025-05-03T12:26:16Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5696863829,141,33.7,5696863831,212,44.6,5696863835,1,,5696863825,56,Back,5696863833,213,4.05,5696863827,140,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809252099,265,1,1,25,54,3cbke8cbou2ms925872vk6dwx,1,14.7,32.7,2025-05-03T12:26:16.583Z,2025-05-03T12:26:21Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5696864017,213,5.91,5696864015,212,12.0,5696864013,141,26.2,5696864011,140,25.3,5696864009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809252113,266,1,1,25,59,3cbke8cbou2ms925872vk6dwx,1,36.5,21.8,2025-05-03T12:26:21.623Z,2025-05-03T12:26:23Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5696864097,140,48.5,5696864101,212,17.7,5696864099,141,3.5,5696864095,56,Back,5696864103,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809252119,267,1,1,26,1,3cbke8cbou2ms925872vk6dwx,1,48.6,3.8,2025-05-03T12:26:23.255Z,2025-05-03T12:26:24Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5696864147,56,Back,5696864155,213,2.12,5696864151,141,20.6,5696864153,212,13.4,5696864149,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809252135,268,1,1,26,3,3cbke8cbou2ms925872vk6dwx,1,41.0,24.3,2025-05-03T12:26:24.791Z,2025-05-03T12:26:27Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5696864249,212,11.1,5696864241,56,Back,5696864245,140,32.1,5696864251,213,3.71,5696864247,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809252173,269,1,1,26,5,3cbke8cbou2ms925872vk6dwx,1,31.4,15.6,2025-05-03T12:26:27.639Z,2025-05-03T12:26:32Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5696864493,140,22.4,5696864497,212,31.8,5696864491,56,Back,5696864495,141,60.3,5696864499,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809252193,270,1,1,26,10,3cbke8cbou2ms925872vk6dwx,1,35.6,66.0,2025-05-03T12:26:32.295Z,2025-05-03T12:26:34Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5696864583,213,5.36,5696864577,140,40.2,5696864581,212,8.0,5696864579,141,56.7,5696864575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809252189,224,83,1,26,12,3ptum5fjcgw51mqui0gu6uuf4,0,58.2,34.0,2025-05-03T12:26:34.047Z,2025-05-03T12:26:39Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5696864767,399,bl43lr9kdb35de8gxvuk4xgk4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
