id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/8/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2822556715,214,1,1,20,28,2rdnn9p03qrmmv34tyx1nahpa,1,63.5,5.9,2025-06-14T16:22:21.890Z,2025-06-14T16:22:22Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770650745,212,7.8,5770650743,141,11.9,5770650741,140,57.2,5770650739,56,Right,5770650747,213,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556721,266,83,1,20,28,1c7dv8ays675v9kp6a04sd8pq,0,44.8,79.4,2025-06-14T16:22:22.372Z,2025-06-14T16:22:27Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5770650843,399,5msckfem6wvr8h2egmxqgn5zo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556729,215,1,1,20,29,2rdnn9p03qrmmv34tyx1nahpa,1,57.0,11.1,2025-06-14T16:22:22.882Z,2025-06-14T16:22:26Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5770650807,56,Back,5770650815,213,3.32,5770650809,140,43.4,5770650813,212,14.5,5770650811,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556733,216,1,1,20,33,2rdnn9p03qrmmv34tyx1nahpa,1,40.2,18.6,2025-06-14T16:22:26.674Z,2025-06-14T16:22:30Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5770650837,212,22.3,5770650839,213,2.13,5770650835,141,46.4,5770650831,56,Back,5770650833,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556745,217,1,1,20,36,2rdnn9p03qrmmv34tyx1nahpa,1,29.1,37.9,2025-06-14T16:22:30.145Z,2025-06-14T16:22:32Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5770650955,212,25.0,5770650953,141,7.9,5770650951,140,42.8,5770650949,56,Back,5770650947,155,,5770650957,213,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556749,218,1,1,20,39,2rdnn9p03qrmmv34tyx1nahpa,1,43.9,5.2,2025-06-14T16:22:32.769Z,2025-06-14T16:22:33Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770650981,213,1.41,5770650973,56,Back,5770650975,140,44.5,5770650977,141,10.9,5770650979,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556755,219,1,1,20,40,2rdnn9p03qrmmv34tyx1nahpa,1,45.0,12.0,2025-06-14T16:22:33.602Z,2025-06-14T16:22:35Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5770651015,56,Center,5770651019,141,24.6,5770651017,140,56.7,5770651023,213,0.61,5770651021,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556761,220,1,1,20,41,2rdnn9p03qrmmv34tyx1nahpa,1,57.5,25.9,2025-06-14T16:22:35.521Z,2025-06-14T16:22:38Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5770651049,212,6.9,5770651047,141,31.6,5770651051,213,2.54,5770651043,56,Center,5770651045,140,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556757,267,83,1,20,42,1c7dv8ays675v9kp6a04sd8pq,0,32.9,61.2,2025-06-14T16:22:35.859Z,2025-06-14T16:22:42Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5770651165,399,74od0bd25ox7cv2sfmebf72s5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556777,221,1,1,20,44,2rdnn9p03qrmmv34tyx1nahpa,1,50.1,36.7,2025-06-14T16:22:38.258Z,2025-06-14T16:22:42Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5770651143,141,97.7,5770651141,140,56.6,5770651145,212,42.0,5770651147,213,1.41,5770651139,56,Left,5770651137,196,,5770651149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556785,222,1,1,20,49,2rdnn9p03qrmmv34tyx1nahpa,1,55.7,96.6,2025-06-14T16:22:43.074Z,2025-06-14T16:55:37Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5770651199,141,73.9,5770651197,140,56.1,5770651195,56,Center,5770651201,212,15.4,5770651203,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556789,223,1,1,20,53,2rdnn9p03qrmmv34tyx1nahpa,1,59.5,68.5,2025-06-14T16:22:46.929Z,2025-06-14T16:22:47Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5770651233,212,4.6,5770651231,141,72.6,5770651235,213,0.65,5770651229,140,63.0,5770651227,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556793,224,1,1,20,54,2rdnn9p03qrmmv34tyx1nahpa,1,63.0,72.6,2025-06-14T16:22:47.746Z,2025-06-14T16:22:49Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5770651259,141,65.8,5770651257,140,60.9,5770651255,56,Center,5770651263,213,4.27,5770651261,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556795,225,1,1,20,56,2rdnn9p03qrmmv34tyx1nahpa,0,64.3,54.3,2025-06-14T16:22:49.585Z,2025-06-14T16:22:50Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5770651275,212,6.7,5770651273,141,54.0,5770651271,140,70.7,5770651269,56,Center,5770651277,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556799,268,8,1,20,58,1c7dv8ays675v9kp6a04sd8pq,1,30.8,58.5,2025-06-14T16:22:51.844Z,2025-06-14T16:22:51Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5770651293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556803,226,83,1,20,58,2rdnn9p03qrmmv34tyx1nahpa,0,70.3,55.4,2025-06-14T16:22:52.193Z,2025-06-14T16:22:52Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5770651303,399,7z2gs2b8ccchwf0h92hwx8d90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556811,270,1,1,20,59,1c7dv8ays675v9kp6a04sd8pq,1,30.3,58.1,2025-06-14T16:22:52.932Z,2025-06-14T16:22:53Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5770651325,141,65.5,5770651323,140,28.1,5770651321,56,Back,5770651327,212,5.5,5770651329,213,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556817,271,1,1,21,0,1c7dv8ays675v9kp6a04sd8pq,1,28.1,65.5,2025-06-14T16:22:53.668Z,2025-06-14T16:22:54Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5770651361,140,33.3,5770651363,141,66.0,5770651359,56,Back,5770651365,212,5.5,5770651367,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556821,272,1,1,21,0,1c7dv8ays675v9kp6a04sd8pq,1,33.3,66.0,2025-06-14T16:22:54.362Z,2025-06-14T16:22:55Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5770651389,140,27.6,5770651393,212,7.9,5770651391,141,73.6,5770651395,213,2.43,5770651387,56,Back,5770651399,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556841,273,1,1,21,2,1c7dv8ays675v9kp6a04sd8pq,1,27.3,74.7,2025-06-14T16:22:55.703Z,2025-06-14T16:23:06Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5770651517,213,3.65,5770651511,140,19.7,5770651513,141,68.1,5770651509,56,Back,5770651515,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556845,274,1,1,21,12,1c7dv8ays675v9kp6a04sd8pq,0,5.8,95.7,2025-06-14T16:23:06.404Z,2025-06-14T16:23:07Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5770651533,56,Back,5770651535,140,11.0,5770651539,212,6.7,5770651537,141,100.0,5770651541,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556843,227,5,1,21,13,2rdnn9p03qrmmv34tyx1nahpa,1,88.1,-1.4,2025-06-14T16:23:06.626Z,2025-06-14T16:51:53Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5770651527,347,,5770651525,56,Right,5770651547,233,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556847,275,5,1,21,13,1c7dv8ays675v9kp6a04sd8pq,0,11.9,101.4,2025-06-14T16:23:06.626Z,2025-06-14T16:51:54Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5770651543,56,Back,5770651559,233,227,5770651545,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556893,228,1,1,21,26,2rdnn9p03qrmmv34tyx1nahpa,1,91.3,0.0,2025-06-14T16:23:20.114Z,2025-06-14T16:23:21Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770651791,141,5.3,5770651793,212,5.0,5770651795,213,1.21,5770651785,107,,5770651787,56,Right,5770651789,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556895,229,1,1,21,27,2rdnn9p03qrmmv34tyx1nahpa,1,93.2,5.8,2025-06-14T16:23:21.057Z,2025-06-14T16:54:33Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5770651807,213,3.56,5770651819,156,,5770651799,56,Right,5770651805,212,3.0,5770651801,140,90.6,5770651803,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556915,230,1,1,21,29,2rdnn9p03qrmmv34tyx1nahpa,1,90.3,4.7,2025-06-14T16:23:22.946Z,2025-06-14T16:23:27Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770651895,141,9.4,5770651893,140,83.1,5770651891,56,Right,5770651897,212,8.2,5770651899,213,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556917,231,4,1,21,33,2rdnn9p03qrmmv34tyx1nahpa,1,83.8,10.6,2025-06-14T16:23:26.659Z,2025-06-14T16:23:29Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5770651915,13,,5770651925,233,276,5770651917,56,Right,5770651923,286,,5770651921,265,,5770651919,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822556913,276,4,1,21,33,1c7dv8ays675v9kp6a04sd8pq,0,16.2,89.4,2025-06-14T16:23:26.660Z,2025-06-14T16:23:29Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5770651909,265,,5770651907,152,,5770651903,13,,5770651911,285,,5770651905,56,Back,5770651931,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557003,232,1,1,22,21,2rdnn9p03qrmmv34tyx1nahpa,1,81.1,10.6,2025-06-14T16:24:14.868Z,2025-06-14T16:24:39Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,1.0,,5770652521,2,,5770652801,154,,5770652537,213,1.04,5770652531,140,93.0,5770652527,152,,5770652799,210,14,5770652523,5,,5770652525,155,,5770652533,141,5770652529,56,Center,5770652535,212,,,,,,,24.6,,,,,,,,,41.8,,,,,,
2822561889,438,44,1,22,24,2rdnn9p03qrmmv34tyx1nahpa,1,94.6,47.3,2025-06-14T16:24:17.564Z,2025-06-14T16:58:01Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5770680605,286,,5770680603,56,Center,5770681463,233,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557013,278,44,1,22,24,1c7dv8ays675v9kp6a04sd8pq,0,5.4,52.7,2025-06-14T16:24:17.565Z,2025-06-14T16:58:04Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5770652595,56,Back,5770681471,233,438,5770652597,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557005,233,14,1,22,24,2rdnn9p03qrmmv34tyx1nahpa,1,92.2,42.5,2025-06-14T16:24:17.738Z,2025-06-14T17:59:15Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5770652815,103,39.9,5770652813,102,49.7,5770652549,56,Center,5770652769,328,,5770652819,231,49.1,5770652763,24,,5770652807,154,,5770652765,15,,5770680611,214,5770652803,74,,5770652805,29,5770652547,17,,5770652809,55,232,,5770652817,230,,,,,,98.6,,,,,,,
2822557035,237,44,1,22,25,2rdnn9p03qrmmv34tyx1nahpa,1,96.4,49.6,2025-06-14T16:24:19.563Z,2025-06-14T16:58:03Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770652683,56,Center,5770652685,286,,5770681467,233,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822561989,483,44,1,22,26,1c7dv8ays675v9kp6a04sd8pq,0,3.6,50.4,2025-06-14T16:24:19.564Z,2025-06-14T16:58:04Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5770681489,233,237,5770681187,285,,5770681185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557009,234,15,1,22,26,2rdnn9p03qrmmv34tyx1nahpa,1,97.0,54.8,2025-06-14T16:24:20.554Z,2025-06-14T19:32:19Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770652847,82,,5770681429,275,,5770652911,103,19,5770652905,15,,5770652923,231,49.3,5770652925,233,279,5770652917,146,91.1,5770652909,102,51.4,5770652841,24,5770652915,458,,5770681431,138,5770652913,328,,5770652921,230,99.1,,5770652907,78,5770652579,56,5770871411,16,,,,Center,5770652919,147,50.1,,
2822557017,279,10,1,22,27,1c7dv8ays675v9kp6a04sd8pq,1,6.6,50.0,2025-06-14T16:24:20.654Z,2025-06-14T17:00:48Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5770652929,233,234,5770652601,94,,5770652603,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557083,281,12,1,22,30,1c7dv8ays675v9kp6a04sd8pq,1,2.7,46.2,2025-06-14T16:24:24.101Z,2025-06-14T16:24:50Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5770653017,212,5.0,5770653015,141,41.5,5770653019,213,3.84,5770653009,167,,5770653013,140,0.0,5770653011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557015,235,43,1,22,31,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-06-14T16:24:25.026Z,2025-06-14T16:56:03Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770680791,144,61,5770652599,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557021,236,6,1,22,32,2rdnn9p03qrmmv34tyx1nahpa,1,94.5,52.5,2025-06-14T16:24:25.794Z,2025-06-14T16:56:05Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770652625,73,,5770652635,233,280,5770652623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557025,280,6,1,22,32,1c7dv8ays675v9kp6a04sd8pq,0,5.5,47.5,2025-06-14T16:24:25.794Z,2025-06-14T16:51:59Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5770652633,73,,5770652631,56,Back,5770652639,233,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557105,238,1,1,23,11,2rdnn9p03qrmmv34tyx1nahpa,0,99.6,99.5,2025-06-14T16:25:05.395Z,2025-06-14T16:25:08Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5770653193,213,4.49,5770653191,212,36.1,5770653195,1,,5770653185,56,Center,5770653183,223,,5770653181,155,,5770653187,140,91.9,5770653177,2,,5770653179,6,5770653189,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,
2822557107,282,12,1,23,14,1c7dv8ays675v9kp6a04sd8pq,1,6.4,51.2,2025-06-14T16:25:08.518Z,2025-06-14T16:25:09Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5770653207,15,,5770653197,56,Back,5770653203,212,24.7,5770653201,141,56.0,5770653205,213,0.13,5770653199,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557109,239,15,1,23,17,2rdnn9p03qrmmv34tyx1nahpa,1,77.5,39.5,2025-06-14T16:25:10.739Z,2025-06-14T19:32:38Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5770653539,147,40.7,5770653465,25,,5770872183,78,,5770653533,103,19,5770653535,458,,5770653541,230,98.4,5770653215,56,Center,5770653213,18,,5770653471,82,5770653537,146,80.2,5770653531,102,5770653467,20,,5770653543,231,50.5,49.7,5770653545,233,,,,,,283,,,,,,,
2822557111,283,10,1,23,17,1c7dv8ays675v9kp6a04sd8pq,1,13.4,55.4,2025-06-14T16:25:10.839Z,2025-06-14T17:01:05Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5770653549,233,239,5770653247,94,,5770653249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557125,240,59,1,23,21,2rdnn9p03qrmmv34tyx1nahpa,1,46.1,16.8,2025-06-14T16:25:15.363Z,2025-06-14T16:25:16Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5770653339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557131,241,1,1,23,22,2rdnn9p03qrmmv34tyx1nahpa,0,45.7,15.6,2025-06-14T16:25:16.241Z,2025-06-14T16:25:18Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5770653367,212,47.2,5770653371,1,,5770653365,141,54.6,5770653359,157,,5770653369,213,0.60,5770653363,140,82.9,5770653361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557135,284,12,1,23,26,1c7dv8ays675v9kp6a04sd8pq,1,22.5,48.2,2025-06-14T16:25:19.750Z,2025-06-14T16:25:21Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5770653389,140,31.9,5770653397,15,,5770653395,213,5.76,5770653387,56,Back,5770653391,141,39.8,5770653393,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557143,285,43,1,23,28,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-06-14T16:25:21.846Z,2025-06-14T16:32:34Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5770653423,3,0,5770660747,144,1,5770653425,56,Back,5770653427,140,31.8,5770653431,212,0.1,5770653433,213,3.72,5770653429,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557155,287,1,1,23,30,1c7dv8ays675v9kp6a04sd8pq,1,32.0,48.5,2025-06-14T16:25:23.574Z,2025-06-14T16:32:21Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5770653507,141,64.2,5770653509,212,12.6,5770653505,140,25.6,5770653511,213,2.13,5770653503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557163,288,1,1,23,32,1c7dv8ays675v9kp6a04sd8pq,1,26.5,72.1,2025-06-14T16:25:25.718Z,2025-06-14T16:25:29Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5770653557,141,47.9,5770653559,212,25.4,5770653555,140,8.1,5770653561,213,3.85,5770653553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557173,289,1,1,23,36,1c7dv8ays675v9kp6a04sd8pq,0,11.5,46.4,2025-06-14T16:25:29.606Z,2025-06-14T16:25:33Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5770653595,140,69.1,5770653599,212,60.7,5770653593,56,Center,5770653591,157,,5770653603,1,,5770653601,213,0.09,5770653597,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557181,243,1,1,23,41,2rdnn9p03qrmmv34tyx1nahpa,0,35.7,51.2,2025-06-14T16:25:34.867Z,2025-06-14T16:26:11Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5770653619,140,38.3,5770653621,141,53.9,5770653623,212,3.3,5770653625,213,0.59,5770653617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557183,290,61,1,23,41,1c7dv8ays675v9kp6a04sd8pq,1,62.9,43.9,2025-06-14T16:25:35.462Z,2025-06-14T16:26:09Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5770653627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557191,244,1,1,23,44,2rdnn9p03qrmmv34tyx1nahpa,1,38.4,66.7,2025-06-14T16:25:38.258Z,2025-06-14T16:25:38Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5770653697,56,Back,5770653705,213,4.74,5770653703,212,3.8,5770653699,140,38.5,5770653701,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557195,245,1,1,23,45,2rdnn9p03qrmmv34tyx1nahpa,1,38.5,61.1,2025-06-14T16:25:38.915Z,2025-06-14T16:25:43Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5770653729,213,6.15,5770653727,212,10.4,5770653723,140,48.3,5770653721,56,Back,5770653725,141,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557211,246,1,1,23,49,2rdnn9p03qrmmv34tyx1nahpa,1,63.4,40.1,2025-06-14T16:25:42.931Z,2025-06-14T16:25:44Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5770653803,212,8.3,5770653801,141,46.6,5770653805,213,0.56,5770653797,56,Center,5770653799,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557215,247,1,1,23,51,2rdnn9p03qrmmv34tyx1nahpa,0,70.5,46.1,2025-06-14T16:25:44.754Z,2025-06-14T16:25:45Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5770653831,213,5.83,5770653823,56,Center,5770653829,212,4.8,5770653825,140,74.6,5770653827,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557221,291,61,1,23,52,1c7dv8ays675v9kp6a04sd8pq,1,25.0,59.0,2025-06-14T16:25:46.198Z,2025-06-14T16:25:46Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5770653867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557227,248,45,1,23,54,2rdnn9p03qrmmv34tyx1nahpa,0,72.6,44.8,2025-06-14T16:25:47.670Z,2025-06-14T16:25:50Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5770653883,286,,5770653881,56,Center,5770653897,233,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557229,292,3,1,23,54,1c7dv8ays675v9kp6a04sd8pq,1,27.4,55.2,2025-06-14T16:25:47.670Z,2025-06-14T16:26:42Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5770653885,56,Back,5770653891,233,248,5770653887,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557237,294,1,1,23,55,1c7dv8ays675v9kp6a04sd8pq,1,27.6,53.1,2025-06-14T16:25:48.902Z,2025-06-14T16:25:51Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5770653917,56,Back,5770653925,213,4.59,5770653923,212,19.1,5770653921,141,25.3,5770653919,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557245,295,1,1,23,57,1c7dv8ays675v9kp6a04sd8pq,1,27.1,17.6,2025-06-14T16:25:51.126Z,2025-06-14T16:25:55Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5770653979,140,36.6,5770653977,56,Back,5770653985,213,6.20,5770653981,141,16.4,5770653983,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557253,296,1,1,24,1,1c7dv8ays675v9kp6a04sd8pq,1,36.7,18.3,2025-06-14T16:25:55.526Z,2025-06-14T16:25:58Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5770654029,213,5.01,5770654027,212,8.8,5770654021,56,Back,5770654023,140,39.2,5770654025,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557261,297,1,1,24,4,1c7dv8ays675v9kp6a04sd8pq,1,39.2,5.9,2025-06-14T16:25:58.036Z,2025-06-14T16:26:00Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5770654067,212,14.9,5770654065,141,27.1,5770654069,213,1.31,5770654063,140,42.9,5770654061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557259,249,83,1,24,6,2rdnn9p03qrmmv34tyx1nahpa,0,62.0,86.8,2025-06-14T16:25:59.874Z,2025-06-14T16:26:02Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5770654111,399,7z2gs2b8ccchwf0h92hwx8d90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822557265,298,1,1,24,6,1c7dv8ays675v9kp6a04sd8pq,1,43.1,25.5,2025-06-14T16:26:00.038Z,2025-06-14T16:26:01Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5770654095,213,4.72,5770654087,56,Back,5770654093,212,12.9,5770654091,141,6.5,5770654089,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
