id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2796168915,95,1,1,8,8,cy6zs39z79dcfbr4xzkp38z7q,1,68.9,94.2,2025-04-05T14:08:27.095Z,2025-04-05T14:08:31Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5624747993,212,27.6,5624747987,140,95.0,5624747997,213,6.16,5624747983,56,Left,5624747991,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796168947,96,1,1,8,12,cy6zs39z79dcfbr4xzkp38z7q,0,95.0,89.4,2025-04-05T14:08:31.432Z,2025-04-05T14:58:17Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5624748211,141,55.1,5624748209,140,96.1,5624748203,2,,5624748215,212,23.4,5624748219,213,4.76,5624748207,56,Center,5624748205,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796170171,106,1,1,8,31,duspptyvnr5kpx2iko5gerhnz,1,12.8,37.1,2025-04-05T14:08:50.615Z,2025-04-05T14:08:55Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5624754535,213,1.17,5624754525,56,Back,5624754531,141,50.7,5624754523,123,,5624754529,140,16.5,5624754533,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796170331,107,1,1,8,36,duspptyvnr5kpx2iko5gerhnz,1,20.0,57.6,2025-04-05T14:08:54.902Z,2025-04-05T14:08:58Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5624755353,212,13.7,5624755349,140,14.8,5624755355,213,4.30,5624755347,56,Back,5624755351,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796170455,108,1,1,8,39,duspptyvnr5kpx2iko5gerhnz,1,14.9,37.3,2025-04-05T14:08:58.182Z,2025-04-05T14:09:00Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5624755933,56,Back,5624755941,213,1.55,5624755939,212,9.3,5624755937,141,50.9,5624755935,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796170849,109,1,1,8,41,duspptyvnr5kpx2iko5gerhnz,1,14.6,53.1,2025-04-05T14:09:00.150Z,2025-04-05T14:09:08Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5624757923,141,80.3,5624757929,212,21.5,5624757933,213,1.04,5624757919,140,25.0,5624757913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171117,110,1,1,8,49,duspptyvnr5kpx2iko5gerhnz,1,52.2,79.7,2025-04-05T14:09:08.085Z,2025-04-05T14:09:13Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624759287,213,3.54,5624759285,212,19.5,5624759279,56,Back,5624759281,140,35.1,5624759283,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171257,111,1,1,8,53,duspptyvnr5kpx2iko5gerhnz,1,32.5,70.0,2025-04-05T14:09:12.566Z,2025-04-05T14:09:17Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5624760031,56,Center,5624760041,212,23.5,5624760047,213,0.05,5624760035,140,54.9,5624760037,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171321,112,1,1,8,58,duspptyvnr5kpx2iko5gerhnz,1,55.1,71.8,2025-04-05T14:09:16.917Z,2025-04-05T14:09:18Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5624760415,140,56.8,5624760429,213,1.27,5624760401,56,Left,5624760419,141,80.3,5624760423,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171411,113,1,1,8,59,duspptyvnr5kpx2iko5gerhnz,1,56.8,80.3,2025-04-05T14:09:17.926Z,2025-04-05T14:09:20Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5624760929,213,5.82,5624760923,140,68.6,5624760927,212,13.8,5624760925,141,71.2,5624760921,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171451,114,1,1,9,1,duspptyvnr5kpx2iko5gerhnz,0,90.1,82.7,2025-04-05T14:09:20.151Z,2025-04-05T14:09:22Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5624761135,2,,5624761147,213,4.82,5624761145,212,19.2,5624761141,140,92.0,5624761143,141,54.6,5624761139,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171633,97,12,1,9,4,cy6zs39z79dcfbr4xzkp38z7q,1,5.8,41.8,2025-04-05T14:09:22.904Z,2025-04-05T14:57:58Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5624762063,56,Back,5624762069,141,32.2,5624762071,212,6.5,5624762067,140,6.2,5624762073,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171689,99,1,1,9,6,cy6zs39z79dcfbr4xzkp38z7q,1,9.6,28.3,2025-04-05T14:09:25.272Z,2025-04-05T14:57:50Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5624762381,213,5.06,5624762373,140,14.4,5624762371,56,Back,5624762375,141,7.7,5624762377,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171831,100,1,1,9,7,cy6zs39z79dcfbr4xzkp38z7q,1,14.4,7.7,2025-04-05T14:09:26.439Z,2025-04-05T14:09:30Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5624763161,56,Back,5624763165,141,14.3,5624763167,212,22.1,5624763163,140,35.0,5624763169,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171853,101,61,1,9,11,cy6zs39z79dcfbr4xzkp38z7q,0,35.0,14.3,2025-04-05T14:09:29.960Z,2025-04-05T14:57:56Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5624763229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796172101,115,1,1,9,12,duspptyvnr5kpx2iko5gerhnz,0,64.1,89.1,2025-04-05T14:09:31.661Z,2025-04-05T14:10:05Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624764511,212,13.6,5624764503,140,74.5,5624764499,56,Left,5624764515,213,0.64,5624764507,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796171961,102,5,1,9,13,cy6zs39z79dcfbr4xzkp38z7q,1,29.4,-1.2,2025-04-05T14:09:31.929Z,2025-04-05T14:10:07Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5624763745,347,,5624764827,233,116,5624763743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796172117,116,5,1,9,13,duspptyvnr5kpx2iko5gerhnz,0,70.6,101.2,2025-04-05T14:09:31.929Z,2025-04-05T16:14:03Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624764621,347,,5624764617,56,Left,5624764913,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796172429,103,1,1,9,19,cy6zs39z79dcfbr4xzkp38z7q,1,33.4,0.0,2025-04-05T14:09:38.344Z,2025-04-05T14:09:41Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5624766305,212,12.1,5624766307,213,1.37,5624766299,56,Back,5624766301,140,35.7,5624766297,107,,5624766303,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796172401,117,83,1,9,22,duspptyvnr5kpx2iko5gerhnz,0,70.0,72.7,2025-04-05T14:09:41.078Z,2025-04-05T14:09:45Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624767267,399,a1dhi0sqw2yeffewd34n6z7fu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796172459,104,1,1,9,22,cy6zs39z79dcfbr4xzkp38z7q,1,38.2,15.3,2025-04-05T14:09:41.480Z,2025-04-05T14:11:17Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5624766449,141,3.7,5624766451,212,8.6,5624766447,140,34.9,5624766445,56,Back,5624766455,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796172517,105,1,1,9,23,cy6zs39z79dcfbr4xzkp38z7q,1,34.9,3.7,2025-04-05T14:09:42.136Z,2025-04-05T14:11:15Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5624766739,212,15.6,5624766733,56,Back,5624766741,213,2.48,5624766737,141,17.9,5624766735,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796172545,106,1,1,9,24,cy6zs39z79dcfbr4xzkp38z7q,0,23.2,17.9,2025-04-05T14:09:43.272Z,2025-04-05T14:11:14Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5624766907,212,15.8,5624766905,141,15.5,5624766903,140,38.2,5624766899,56,Back,5624766909,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796172627,118,8,1,9,26,duspptyvnr5kpx2iko5gerhnz,1,66.2,83.0,2025-04-05T14:09:45.047Z,2025-04-05T14:09:45Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5624767377,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796172903,120,1,1,9,28,duspptyvnr5kpx2iko5gerhnz,1,85.6,91.0,2025-04-05T14:09:47.397Z,2025-04-05T14:12:17Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5624768811,212,18.0,5624768803,140,68.5,5624768807,141,92.8,5624768801,56,Left,5624768813,213,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796172865,107,43,1,9,31,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-05T14:09:49.831Z,2025-04-05T14:12:14Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5624768585,56,Back,5624803805,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796173083,121,1,1,9,32,duspptyvnr5kpx2iko5gerhnz,1,72.3,92.7,2025-04-05T14:09:51.542Z,2025-04-05T14:09:54Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5624769699,56,Left,5624769703,141,91.5,5624769705,212,15.2,5624769707,213,3.20,5624769701,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796173271,122,1,1,9,35,duspptyvnr5kpx2iko5gerhnz,1,58.9,91.5,2025-04-05T14:09:53.830Z,2025-04-05T14:09:57Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624770777,212,9.7,5624770775,141,94.2,5624770767,56,Left,5624770779,213,0.19,5624770771,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796173357,123,1,1,9,38,duspptyvnr5kpx2iko5gerhnz,1,67.4,85.4,2025-04-05T14:09:57.590Z,2025-04-05T14:09:59Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5624771185,140,56.7,5624771187,141,85.6,5624771191,213,3.13,5624771183,56,Left,5624771189,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796173471,124,1,1,9,40,duspptyvnr5kpx2iko5gerhnz,1,57.1,85.0,2025-04-05T14:09:59.334Z,2025-04-05T14:10:02Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624771839,213,4.19,5624771827,56,Back,5624771831,141,58.7,5624771835,212,20.7,5624771829,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796173561,125,1,1,9,43,duspptyvnr5kpx2iko5gerhnz,1,47.5,58.7,2025-04-05T14:10:01.813Z,2025-04-05T14:10:04Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5624772343,212,13.0,5624772331,56,Back,5624772339,141,39.7,5624772347,213,4.59,5624772335,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796173877,126,1,1,9,45,duspptyvnr5kpx2iko5gerhnz,1,46.0,39.7,2025-04-05T14:10:03.830Z,2025-04-05T14:10:10Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5624774071,212,25.9,5624774065,56,Right,5624774067,140,60.4,5624774073,213,5.34,5624774069,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796173937,127,1,1,9,51,duspptyvnr5kpx2iko5gerhnz,1,62.0,7.3,2025-04-05T14:10:10.336Z,2025-04-05T14:10:12Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5624774337,141,3.8,5624774335,140,67.7,5624774343,213,5.90,5624774333,56,Right,5624774341,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796174009,128,1,1,9,53,duspptyvnr5kpx2iko5gerhnz,1,67.7,3.8,2025-04-05T14:10:12.038Z,2025-04-05T14:10:13Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5624774653,212,12.9,5624774649,140,55.8,5624774655,213,2.89,5624774647,56,Right,5624774651,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796174079,129,1,1,9,54,duspptyvnr5kpx2iko5gerhnz,1,55.8,8.5,2025-04-05T14:10:13.494Z,2025-04-05T14:10:15Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5624775027,141,29.8,5624775031,213,0.88,5624775025,140,67.3,5624775029,212,18.9,5624775023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796174163,130,1,1,9,56,duspptyvnr5kpx2iko5gerhnz,1,67.3,29.7,2025-04-05T14:10:15.157Z,2025-04-05T14:10:17Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5624775459,56,Right,5624775471,213,3.90,5624775467,212,11.6,5624775461,140,59.3,5624775463,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796174253,131,1,1,9,58,duspptyvnr5kpx2iko5gerhnz,1,59.3,18.0,2025-04-05T14:10:16.997Z,2025-04-05T14:10:19Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5624775937,140,56.1,5624775935,56,Center,5624775943,213,1.85,5624775939,141,35.4,5624775941,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796174623,132,1,1,10,0,duspptyvnr5kpx2iko5gerhnz,1,55.7,35.1,2025-04-05T14:10:18.982Z,2025-04-05T14:10:27Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5624777855,140,71.5,5624777857,141,89.4,5624777861,213,1.15,5624777863,1,,5624777853,56,Left,5624777859,212,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796174729,133,1,1,10,8,duspptyvnr5kpx2iko5gerhnz,0,81.9,89.4,2025-04-05T14:10:27.591Z,2025-04-05T14:10:29Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5624778417,56,Center,5624778425,212,28.5,5624778427,213,4.99,5624778421,140,89.4,5624778413,155,,5624778423,141,49.1,5624778411,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796174771,108,12,1,10,10,cy6zs39z79dcfbr4xzkp38z7q,1,7.4,45.1,2025-04-05T14:10:29.752Z,2025-04-05T14:10:33Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5624778711,15,,5624778649,140,15.0,5624778653,212,13.2,5624778647,56,Back,5624778655,213,5.36,5624778651,141,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796174847,134,15,1,10,12,duspptyvnr5kpx2iko5gerhnz,1,86.7,68.0,2025-04-05T14:10:31.639Z,2025-04-05T16:20:45Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5624832335,230,99.3,5624832331,146,88.6,5624832329,458,,5626136551,72,,5624832333,147,64.6,5624832317,102,47.1,5624779041,56,Center,5626136555,108,,5624832337,231,51.8,5624832321,103,25,5624831219,82,5624832311,81,5624779037,22,,5624831209,64,5624832441,233,109,,,,,,,,,,,,,,,,
2796174927,109,10,1,10,12,cy6zs39z79dcfbr4xzkp38z7q,1,11.4,35.4,2025-04-05T14:10:31.739Z,2025-04-05T14:57:10Z,18e98agfd0xvy161ax3ru08pg,C. Silas,,,5624832509,233,134,5624779509,56,Back,5624779505,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796174983,135,1,1,10,15,duspptyvnr5kpx2iko5gerhnz,0,71.5,72.6,2025-04-05T14:10:34.182Z,2025-04-05T14:10:35Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5624779789,213,3.92,5624779783,140,64.4,5624779785,141,61.8,5624779787,212,10.5,5624779781,56,Center,5624779779,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796175141,111,3,1,10,18,cy6zs39z79dcfbr4xzkp38z7q,0,28.8,37.7,2025-04-05T14:10:37.129Z,2025-04-05T14:10:43Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5624780537,285,,5624780535,56,Back,5624780977,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796175207,136,7,1,10,18,duspptyvnr5kpx2iko5gerhnz,0,71.2,62.3,2025-04-05T14:10:37.130Z,2025-04-05T14:10:43Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5624780891,286,,5624780887,233,111,5624780809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796175193,112,61,1,10,19,cy6zs39z79dcfbr4xzkp38z7q,1,25.5,37.1,2025-04-05T14:10:38.537Z,2025-04-05T14:10:43Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5624780735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796175471,138,1,1,10,25,duspptyvnr5kpx2iko5gerhnz,1,62.0,47.3,2025-04-05T14:10:44.342Z,2025-04-05T14:10:46Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5624782173,212,11.3,5624782171,141,31.2,5624782167,56,Center,5624782169,140,59.4,5624782175,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796175663,139,1,1,10,27,duspptyvnr5kpx2iko5gerhnz,1,59.4,31.2,2025-04-05T14:10:46.614Z,2025-04-05T14:10:50Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5624782995,212,44.9,5624782973,56,Left,5624783001,213,1.30,5624782979,140,71.0,5624782969,196,,5624783005,1,,5624782985,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796175767,140,1,1,10,31,duspptyvnr5kpx2iko5gerhnz,1,72.8,86.5,2025-04-05T14:10:50.421Z,2025-04-05T14:56:55Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5624783561,213,4.99,5624783557,141,72.0,5624783559,212,10.3,5624783549,56,Center,5624783553,140,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796283923,423,1,1,10,33,duspptyvnr5kpx2iko5gerhnz,0,78.2,71.1,2025-04-05T14:10:51.788Z,2025-04-05T14:57:06Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5625356083,213,0.60,5625356079,141,81.7,5625356081,212,12.8,5625356077,140,88.3,5625356075,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796175805,113,43,1,10,35,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-05T14:10:53.880Z,2025-04-05T14:56:52Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5624783763,56,Back,5625355083,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796175941,114,12,1,10,36,cy6zs39z79dcfbr4xzkp38z7q,1,6.4,17.6,2025-04-05T14:10:55.544Z,2025-04-05T14:11:22Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5624784499,212,10.3,5624784493,56,Back,5624784501,213,3.86,5624784497,141,7.6,5624784495,140,0.0,5624784625,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796175957,115,6,1,10,37,cy6zs39z79dcfbr4xzkp38z7q,0,6.2,11.6,2025-04-05T14:10:55.879Z,2025-04-05T16:13:18Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5624784577,56,Back,5624791059,233,141,5624790435,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796176141,141,6,1,10,37,duspptyvnr5kpx2iko5gerhnz,1,93.8,88.4,2025-04-05T14:10:55.879Z,2025-04-05T16:13:18Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5624785569,56,Left,5624790867,73,,5624790959,233,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796177465,142,1,1,11,7,duspptyvnr5kpx2iko5gerhnz,0,99.5,99.3,2025-04-05T14:11:26.774Z,2025-04-05T14:11:29Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5624792729,56,Center,5624792723,155,,5624792733,140,90.3,5624792717,2,,5624792743,1,,5624792739,212,34.6,5624792737,141,50.4,5624792719,6,,5624792741,213,4.43,5624792727,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796177627,116,44,1,11,9,cy6zs39z79dcfbr4xzkp38z7q,1,6.5,41.6,2025-04-05T14:11:28.787Z,2025-04-05T16:13:42Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5624793627,285,,5624793625,56,Back,5625353041,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796283341,422,44,1,11,10,duspptyvnr5kpx2iko5gerhnz,0,93.5,58.4,2025-04-05T14:11:28.788Z,2025-04-05T16:13:42Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5625352993,286,,5625353059,233,116,5625352991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796177653,117,12,1,11,10,cy6zs39z79dcfbr4xzkp38z7q,1,2.8,46.4,2025-04-05T14:11:29.376Z,2025-04-05T14:56:35Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5624793723,140,22.2,5624793731,212,21.1,5624793727,141,54.6,5624793813,15,,5624793719,56,Back,5624793735,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796177591,143,15,1,11,12,duspptyvnr5kpx2iko5gerhnz,1,83.7,54.2,2025-04-05T14:11:31.302Z,2025-04-05T14:56:23Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5624811263,82,,5624812525,147,54.7,5624811253,25,,5624793443,17,,5624812497,76,,5624812521,146,89.0,5624812513,458,,5624812499,102,53.3,5624811255,20,,5624812515,139,,5624812503,103,5624812531,231,5624812527,230,99.4,5624793447,56,5624812509,328,,19,52.3,Center,,,,,,,,,,,,,
2796177979,145,61,1,11,12,duspptyvnr5kpx2iko5gerhnz,1,87.3,56.6,2025-04-05T14:11:31.767Z,2025-04-05T16:14:01Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5626106305,228,,5624802835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796177879,144,1,1,11,16,duspptyvnr5kpx2iko5gerhnz,0,74.8,30.6,2025-04-05T14:11:35.398Z,2025-04-05T14:11:37Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5624794925,140,96.3,5624794927,141,55.4,5624794931,212,28.2,5624794933,213,0.64,5624794923,56,Center,5624794919,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796177915,118,11,1,11,19,cy6zs39z79dcfbr4xzkp38z7q,1,3.2,41.5,2025-04-05T14:11:38.312Z,2025-04-05T14:11:38Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5624795107,56,Back,5624795109,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796178497,119,1,1,11,31,cy6zs39z79dcfbr4xzkp38z7q,1,10.3,57.3,2025-04-05T14:11:50.010Z,2025-04-05T14:55:35Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5624798347,141,91.6,5624798345,140,21.2,5624798351,213,1.11,5624798419,189,,5625347231,123,,5624798343,56,Back,5624798349,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796282405,410,1,1,11,32,cy6zs39z79dcfbr4xzkp38z7q,0,24.6,90.3,2025-04-05T14:11:50.788Z,2025-04-05T14:55:36Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5625348595,189,,5625348251,141,87.8,5625348257,1,,5625348255,213,6.26,5625348245,56,Left,5625348253,212,64.4,5625348243,157,,5625348249,140,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796178837,146,12,1,11,36,duspptyvnr5kpx2iko5gerhnz,1,18.5,16.5,2025-04-05T14:11:55.541Z,2025-04-05T14:11:59Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5624800149,140,18.5,5624800153,141,11.7,5624800161,213,4.71,5624800147,56,Back,5624800157,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
